lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
Lyso_PC(22:2),0.2592776808173754,10.382505433417988,0.28922090381820453,0.5907202264615097,0.9972693222116406,PC,836704.1334228516,824175.38671875,1084849.4591064453,697067.6116943359,753127.8942871094,798549.1349487305,910774.310913086,56907.843631744385,808943.2789306641,756712.5284423828,342298.45959472656
Lyso_PC(22:4),0.2849201519152042,12.117975932852106,0.3491613851256261,0.554588233891688,0.9972693222116406,PC,2672709.381347656,2789486.448486328,3716215.7692871094,2500477.9357910156,2805521.6970214844,2938010.491821289,2952509.9721679688,101029.12980651855,2804442.2380371094,2596138.7495117188,532146.7904052734
Lyso_PC(22:5),0.2806795234354577,12.000239263663726,0.3388613722381706,0.5604871978968953,0.9972693222116406,PC,2428149.642578125,2554759.552001953,3418769.010375977,2337554.686767578,2591846.838745117,2749965.2244873047,2700630.61328125,95285.62574768066,2575471.7618408203,2391764.466064453,487090.3118286133
Lyso_PC(22:6),0.29124693982263394,11.990903965223207,0.3648135669573094,0.5458449812470386,0.9972693222116406,PC,2468775.3170166016,2612548.2978515625,3345885.7987060547,2270646.189086914,2596805.2248535156,2721886.8592529297,2747483.4591064453,92904.56761169434,2495186.603942871,2345421.868041992,482973.8822021485
Lyso_PC(24:0),0.40026532801670917,11.119411986993784,0.6880052607011748,0.4068436952897557,0.9972693222116406,PC,1391959.7025756836,1346838.56640625,1308934.5665283203,1778532.7724609375,1650429.8873291016,1468265.4787597656,1134539.7198486328,44237.36316680908,1433342.056213379,1385462.0940551758,249146.82150268555
Lyso_PC(24:1),0.4073078331309814,11.125940113723859,0.7123480672416918,0.39866541084426543,0.9972693222116406,PC,1403475.5137939453,1329922.650024414,1336721.3992919922,1773667.3100585938,1681234.227294922,1471875.2385253906,1122963.7706298828,42183.00256729126,1438057.685974121,1403771.258972168,247757.91528320312
Lyso_PC(3:0),0.2703043323829786,11.209539514741161,0.3143080743466271,0.5750485325101228,0.9972693222116406,PC,1372757.2396850586,1168281.0025634766,1282095.8279418943,1604079.395477295,1136678.5831604004,972265.647705078,1264337.4810180664,16321.32116317749,1829109.1437683103,1218842.4690246582,1872528.8307800293
Lyso_PC(3:1),0.116538223350797,10.135067221281243,0.0584926359297242,0.8088944503827328,0.9972693222116406,PC,432221.3516235352,483601.95223999023,501616.63760375977,1010790.4476013184,596889.5185394287,352601.72232055664,508490.60052490234,12429.800842285156,1194990.3062286377,683363.1746520996,770069.5003662109
Lyso_PC(4:0),-0.20356774603217034,7.005277520576553,0.17836867642154175,0.6727789385906489,0.9972693222116406,PC,61377.564208984375,63962.464599609375,61770.48425292969,68432.16400146484,65472.184326171875,60938.10388183594,59463.26428222656,57180.00370788574,63491.98400878906,64561.224609375,70449.044921875
Lyso_PC(5:0),-0.16792364658884812,6.839293508938621,0.12140496035294746,0.7275156642386466,0.9972693222116406,PC,59303.704040527344,53582.26354980469,55044.4638671875,56959.944763183594,60787.864013671875,64614.064208984375,60352.72399902344,42157.622829437256,53584.90350341797,51147.44317626953,69228.88464355469
Lyso_PC(6:0),-0.062437882435999396,6.115528934841143,0.016792051579159306,0.8968954450440567,0.9972693222116406,PC,38708.04284667969,37533.42282104492,35683.06262207031,36738.2223815918,31510.181884765625,32792.86209106445,37720.72253417969,18008.581161499023,42406.683349609375,34598.88244628906,42570.742095947266
Lyso_PC(8:0),0.05615735148719733,6.102311583881727,0.013583946459050367,0.9072165123464452,0.9972693222116406,PC,38689.84248352051,33783.38293457031,36511.022064208984,39505.862243652344,32105.46241760254,31205.622314453125,37993.90232849121,13803.220916748049,36254.34196472168,36446.04217529297,49902.683906555176
Lyso_PC(9:0),-0.028754707371916644,6.017653199603165,0.0035616166290992624,0.9524110733606385,0.9972693222116406,PC,34375.482330322266,32896.08251953125,32205.182220458984,35146.50280761719,33030.262298583984,29399.28204345703,31403.7021484375,20586.58145904541,33972.28268432617,31551.982147216797,43231.78256225586
Lyso_PE(12:0) | PE (12:0),0.03188904719647848,6.856025791395535,0.0043805892878481245,0.9472297265254463,0.9972693222116406,PE,76272.92578125,63253.44421386719,65743.14447021484,59698.08410644531,52760.42352294922,58794.72381591797,62948.16412353515,42219.562927246094,51308.763671875,45204.18276977539,61092.42376708984
Lyso_PE(13:0),-0.027617561144375923,5.94025122523221,0.0032854845195799953,0.9542909689741979,0.9972693222116406,PE,35162.28259277344,32910.362213134766,33657.00231933594,31376.42250061035,29372.44204711914,28990.161987304688,33368.94271850586,17703.06117248535,33250.40270996094,30601.722366333008,36036.30244445801
Lyso_PE(14:0),0.12960637373185993,7.5165342093532095,0.07233946612655018,0.7879604862755886,0.9972693222116406,PE,105225.78903198242,106399.66836547852,88292.24551391602,101734.26803588869,91424.90567016602,87729.14474487305,98931.96697998048,21993.901611328125,100187.1277770996,107176.59019470216,134677.56942749023
Lyso_PE(14:1),0.33711187626559846,7.684674122363576,0.4884661013584264,0.4846123404771556,0.9972693222116406,PE,105536.00775146484,118369.70628356934,107662.76614379884,172430.7720336914,160771.87063598633,142893.16970825195,87029.46490478516,24867.64151000977,126145.8893737793,107962.28747558594,39678.1423034668
Lyso_PE(15:0),0.2682460810625852,10.050871441399156,0.3095453856894892,0.5779592888863402,0.9972693222116406,PE,617717.1797485352,526438.2031555176,527711.8004455566,703773.7184143066,522110.0151367187,445675.5568008423,552928.3476867676,18759.4813079834,752446.0529174805,560778.3286743164,895332.0626068115
Lyso_PE(15:1),0.4497814812258757,8.6111882579552,0.8680215209442395,0.35150361815907344,0.9972693222116406,PE,205500.15382385257,229199.08056640625,213566.3357849121,357230.98919677734,331794.5370025635,291437.92320251465,161573.69204711914,17599.621307373047,240560.2325439453,225092.2166748047,31247.9818649292
Lyso_PE(16:0),-0.1540086340975063,9.611550176878394,0.10213245906379598,0.7492854533451612,0.9972693222116406,PE,1416.6400985717771,1546.6601104736328,1859.2401275634768,650429.1730041504,638849.5684661865,1457.9801063537598,1483.6201095581057,9967.360530853271,716140.9320068359,770841.7488708496,1477791.6302337646
Lyso_PE(16:1),-0.02288071882939612,4.902919298273555,0.0022547644130099798,0.9621271954517285,0.9972693222116406,PE,1566.9000930786133,1451.3201026916504,11271.040828704834,25793.80209350586,26755.581756591797,1678.8801040649414,1421.860080718994,8514.940574645996,25998.841827392574,24123.8217086792,33066.92241668701
Lyso_PE(17:0),0.24788489154994628,6.363952521485562,0.26437483050085575,0.607130392726417,0.9972693222116406,PE,64244.62521362305,56286.38366699219,39003.52229309082,69547.7847366333,38046.06300354004,46134.542877197266,62130.06362915039,9871.360744476318,60365.18435668945,29895.12205505371,8120.740547180176
Lyso_PE(17:1),0.2135418427484547,5.728057082269756,0.19624921382009575,0.6577655601480394,0.9972693222116406,PE,52272.782958984375,45958.362731933594,15430.620975494385,29923.501861572266,29558.881912231445,38675.24255371094,47636.50294494629,2714.660186767578,28049.86210632324,23299.381759643555,1598.3600997924805
Lyso_PE(17:2),0.0227273382642587,5.250467216694217,0.0022249112448662345,0.9623785624420328,0.9972693222116406,PE,29718.50227355957,31434.182174682617,2052.7201499938965,25840.14178466797,26671.261779785156,28441.662132263184,28862.701904296875,1477.660099029541,26972.162109375,22982.781631469727,1422.240089416504
Lyso_PE(18:0),0.3622709880059403,6.496201507408427,0.5638712058203059,0.45270466654239433,0.9972693222116406,PE,53686.18426513672,75823.18524169922,86411.20693969727,30993.92236328125,28960.28219604492,47029.2839050293,50721.58410644531,23118.761688232426,34492.34281921387,26548.48194885254,52732.1637878418
Lyso_PE(18:1),0.06698309949113809,6.062127113530582,0.01932545900308469,0.8894374750977527,0.9972693222116406,PE,43852.60314941406,48161.62380981445,47098.34313964844,25025.941696166992,21152.701538085938,40955.08262634277,41236.26287841797,23032.521774291992,21164.88134765625,19943.521438598633,38762.44291687012
Lyso_PE(18:2),-0.03661977941614758,6.336600184326475,0.005776515439265495,0.9394164003980229,0.9972693222116406,PE,54103.94470214844,52230.68453979492,45779.203300476074,27350.002044677734,26098.101455688477,52668.26428222656,53037.843994140625,18789.481155395508,29145.9423828125,29187.362014770508,63069.78421020508
Lyso_PE(18:3),0.27661941919232,6.1229335544010715,0.3291108785836059,0.5661831045772949,0.9972693222116406,PE,47031.46322631836,45012.22296142578,57930.7038269043,19605.181365966797,35611.662506103516,45883.56365966797,45220.30334472656,15673.501068115234,18577.92140197754,21406.421356201172,40781.843017578125
Lyso_PE(19:0),0.11799910980384391,5.994810357348434,0.0599613612084795,0.8065570211042424,0.9972693222116406,PE,41758.44305419922,37557.742584228516,59140.383697509766,2011.3601570129397,35685.502532958984,41702.543212890625,38341.44256591797,21300.421630859375,12631.180755615234,20793.961639404297,40591.5235748291
Lyso_PE(19:1),-0.2062724075859087,5.9144718655113655,0.1831239129014648,0.6687022310819773,0.9972693222116406,PE,42099.18292236328,37023.80255126953,34621.6025390625,10067.180702209473,22721.621643066406,38095.96304321289,39481.162658691406,21228.681549072266,19536.441661834717,22752.441528320312,43139.00271606445
Lyso_PE(20:0),0.24050333692591905,6.290990370311181,0.24887642942940147,0.6178673314384023,0.9972693222116406,PE,56676.36437988281,72334.98526000977,72348.46502685547,10044.720603942871,14516.7010307312,52587.543548583984,57130.44374084473,23385.261459350582,1436.4401016235352,21332.281631469727,55170.40365600586
Lyso_PE(20:1),0.3159647577168668,6.8263051035834454,0.42921061767128776,0.512376540506516,0.9972693222116406,PE,87888.18643188477,75840.74475097656,76290.18534851074,9709.240646362305,102841.56937789916,92918.68698120116,74824.78509521484,24435.401824951172,1540.1401176452637,53855.66371154785,41330.32279968262
Lyso_PE(20:2),0.02909302932532541,7.571792961989756,0.003646205870609265,0.9518499439027621,0.9972693222116406,PE,199915.0139160156,158854.3501586914,142654.4518737793,9621.46063232422,46797.823303222656,232311.51440429688,193570.87606811523,24860.721908569336,1707.560115814209,28796.80209350586,60406.58558654785
Lyso_PE(20:3),0.16031251255901494,6.401926629995271,0.11065192655587452,0.7394031439975972,0.9972693222116406,PE,58643.78448486328,66663.16436767578,76152.30529785156,11335.120777130129,25672.501907348633,60375.38458251953,63303.04504394531,25569.20181274414,1510.6400985717771,25054.84181213379,55966.783935546875
Lyso_PE(20:4),-0.2636653579985805,8.014622880010482,0.29907132214066223,0.5844652048888277,0.9972693222116406,PE,166624.3916015625,160818.25146484375,154505.83203125,28448.94201660156,100823.28747558594,170145.31420898438,176924.75390625,127032.888671875,3812.580184936523,97883.92626953124,192101.29370117188
Lyso_PE(20:5),-0.24840740686788396,6.966023238854811,0.2654920714376203,0.6063718863613744,0.9972693222116406,PE,100140.28698730467,92793.72668457033,82084.785888671875,2396.1001930236816,19592.641204833984,94399.26623535156,98108.04699707033,58538.56414794922,2594.0201683044434,19712.52143096924,100372.34777832033
Lyso_PE(21:0),0.06136759300726327,6.286533045135488,0.016221484196648817,0.898652632046959,0.9972693222116406,PE,52511.422943115234,52807.683166503906,49131.38366699219,36085.822509765625,24186.34181213379,53722.484375,50359.08319091797,25166.681762695312,32205.122344970703,10522.180694580078,46612.263763427734
Lyso_PE(22:0),0.26091608928895943,6.276279515161368,0.2928580911203369,0.588394792916185,0.9972693222116406,PE,55420.723541259766,59060.70489501953,60889.924713134766,33859.60255432129,26058.88168334961,51127.744232177734,49821.94389343262,19600.80143737793,29057.322479248047,18321.14140319824,35826.622497558594
Lyso_PE(22:1),-0.009628171818459945,5.9975202722932055,3.9932144591148244e-4,0.9840569108014485,0.9972693222116406,PE,43473.24329376221,39563.542724609375,36656.322021484375,27493.78196716309,21160.68140411377,36719.82263183594,37670.64259338379,20484.941497802734,27124.181701660156,20827.98110961914,42536.28253173828
Lyso_PE(22:2),-0.04804679593083093,6.221252361422561,0.009943799736902292,0.9205677312868373,0.9972693222116406,PE,47164.04260253906,46691.20379638672,44336.6630859375,33446.66258239746,23660.78175354004,47928.90310668945,50237.12316894531,22166.021377563477,29097.661560058594,22267.921493530273,47750.58319091797
Lyso_PE(22:4),0.1081579206055631,6.298584006384704,0.05038034737032149,0.8224027578483709,0.9972693222116406,PE,48286.223693847656,51242.663330078125,64830.804107666016,28847.641830444336,26748.642082214355,48533.28366088867,48978.94323730469,20839.98159790039,33255.52199554443,23278.001876831055,46962.02322387695
Lyso_PE(22:5),0.42837536492640477,7.023910019597208,0.7876313605447649,0.3748173123536299,0.9972693222116406,PE,76678.00546264648,102956.5069885254,165144.38926696777,41833.2829284668,39782.46273803711,82316.40533447266,86590.78717041016,21650.18165588379,52856.0234375,36109.64303588867,47812.822982788086
Lyso_PE(22:6),0.1954279133961391,6.41400054801479,0.1643958331333124,0.6851412081450163,0.9972693222116406,PE,54272.12365722656,62714.52420043945,79405.80432128906,29199.04200744629,25887.921997070312,52234.62341308594,54092.623596191406,24926.161743164062,32862.62208557129,20846.861347198486,43074.343338012695
Lyso_PE(24:0),0.04439905766559842,6.499011390493045,0.008491405794302409,0.9265797973671513,0.9972693222116406,PE,61467.58392333984,55758.0442199707,54227.50402832031,31880.922393798828,30823.28192138672,52534.56359863281,55542.14337158203,24610.461791992188,31041.922088623047,29714.401824951172,73709.224365234375
Lyso_PE(24:1),0.13685951077847708,6.833593593969394,0.0806574988137072,0.7764083584479341,0.9972693222116406,PE,78817.027587890625,65741.52450561523,67648.76443481445,51970.44297790527,41786.922607421875,60180.62387084961,70764.40463256836,21535.161529541016,51099.26431274414,43301.00288391113,89366.2847290039
Lyso_PE(24:6),0.13227252845130033,6.413517259226623,0.07534214765292324,0.7837117440340535,0.9972693222116406,PE,55933.96307373047,54174.80383300781,54664.34355163574,48281.623474121094,35387.72232055664,52567.98432922363,49621.32345581055,21272.301467895508,46052.22380065918,28195.1219329834,36389.14225769043
Lyso_PG(12:0),0.31119302397887966,7.123092734866451,0.4163741219003896,0.5187518542790079,0.9972693222116406,PG,88633.44665527344,91333.70635986328,94379.62756347656,66569.78405761719,85568.40612792969,31182.0421295166,98600.6259765625,26409.362064361572,75531.40515136719,78867.64569091797,62100.60400390625
Lyso_PG(13:0) | PG (12:0),0.6418209763709695,7.810776837954609,1.7601511331465645,0.18460566574381074,0.9972693222116406,PG,191408.03393554688,173015.53125,162633.25048828125,127838.8096923828,97829.70739746094,37177.342849731445,153457.5291748047,40947.20279312134,96411.5867919922,100949.06640625,111238.74743652344
Lyso_PG(13:0) | PG (12:0)_2,0.5426337030293595,7.872136994703506,1.2610788683055034,0.2614469743078037,0.9972693222116406,PG,200283.1540527344,171086.57202148438,172401.47143554688,123895.0078125,96657.30615234376,40038.10314941406,168025.81127929688,40570.34296417236,111212.8878173828,110618.6884765625,116032.82824707033
Lyso_PG(14:0),0.30126469172966597,7.004926798960555,0.3902765519183049,0.5321540701551172,0.9972693222116406,PG,83810.86535644531,82770.1655883789,86055.206298828125,73720.32473754883,70940.22479248047,29961.382125854492,91385.8270263672,14505.84103012085,96856.80569458008,68936.86416625977,49676.62432861328
Lyso_PG(14:1) | PG (14:1),0.428395683445272,10.709843417941533,0.7877427869425446,0.374783530986383,0.9972693222116406,PG,1001464.9516601562,973650.17333984375,1029810.3491210938,1638956.1640625,972025.83935546875,329679.2849121094,1025485.4008789062,115480.76885604858,1861440.6997070312,688667.75048828125,288534.4426269531
Lyso_PG(14:1) | PG (14:1)_2,0.43271122253938665,10.721011201417939,0.8036344409265439,0.37000894811866386,0.9972693222116406,PG,1003712.3994140624,986889.6982421876,1015799.1655273438,1685621.35546875,973077.5546875,322873.14599609375,1022232.7177734376,125751.98804855348,1868853.05859375,695730.224609375,292964.9814453125
Lyso_PG(15:0) | PGo (16:0),0.4725177391728126,6.910591480724429,0.9575587252511464,0.3278027225695281,0.9972693222116406,PG,81173.56512451172,81375.80686569214,71136.7241821289,68926.52471923828,75758.04574584961,28092.201622009277,80428.92431640625,13147.240936279297,64036.48435974121,68198.02490234375,63839.22380065918
Lyso_PG(15:0) | PGo (16:0)_2,0.43240473314857575,6.892914376424952,0.8024580496048657,0.37035946777271084,0.9972693222116406,PG,79794.18621826172,74489.48546600342,72586.60479736328,65219.02471923828,76687.06607055664,25619.201568603516,76202.74573135376,15840.121170043943,68123.58480834961,66891.4652709961,63154.72477340698
Lyso_PG(15:1),0.405135316975603,7.343977893247205,0.7047648246246183,0.4011872609065862,0.9972693222116406,PG,104495.48736572266,98163.46893310548,116405.18719482422,79086.44580078125,76531.78625488281,40837.68254852295,104567.12664794922,22235.60167312622,88394.56591796875,71533.02453613281,124935.75091552734
Lyso_PG(16:0),-0.34283657634179254,6.973449947027601,0.50514997756909,0.47724596489179033,0.9972693222116406,PG,1491.400104522705,1458.3001022338867,1478.9800987243652,171428.27297973633,144265.13159179688,1482.7800903320312,1466.4600982666016,1450.540096282959,252740.62115478516,167324.37356567383,1476.4401016235352
Lyso_PG(16:1) | PG (16:1),-0.1735844931704293,5.421649677995814,0.12971399441812537,0.7187287637338523,0.9972693222116406,PG,1614.8601036071775,1543.5601196289062,1457.880100250244,54183.8239440918,56875.80374145508,1470.2001037597656,1463.5801048278809,1450.0401077270508,64573.56439208984,66019.54489135742,1547.0800971984863
Lyso_PG(16:1) | PG (16:1)_2,-0.10562397497378753,5.441765038508925,0.04804583187433309,0.8264992450060438,0.9972693222116406,PG,1512.6601181030271,1467.7400970458984,1576.0401153564453,55060.944244384766,60572.36444091797,1469.120101928711,1463.9001007080078,1450.0401077270508,65880.7639465332,63689.20376586914,1465.0601119995115
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),0.6042383357005989,10.891759898120203,1.5615329273568932,0.21144091132862372,0.9972693222116406,PG,1273750.8940429688,1236864.5703125,1347791.0725097656,1890456.380859375,1015220.5144042968,269054.2827453613,1211100.3901367188,111745.08740234376,2082794.2631835935,617377.0625,270501.8620605469
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,0.5895224316700102,10.876402151291785,1.4869132485255268,0.22269600504454895,0.9972693222116406,PG,1217808.0576171875,1187438.6079101562,1257901.6840820312,1947871.5419921875,1058646.8022460938,197801.63776016235,1120453.145263672,107011.74765777588,2211664.442138672,660171.5048828125,247907.35473632812
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,0.5527164871422141,10.850803251583647,1.3081276183729642,0.25273394023662327,0.9972693222116406,PG,1126447.8291015625,1081303.516357422,1121559.63671875,2059305.0490722656,1097944.6635742188,198501.51239395145,1032293.5270996094,97830.867919921875,2297427.8745117188,684750.39990234375,218858.333984375
Lyso_PG(17:1) | PGp (18:0),0.17614063394032892,6.682762207583465,0.1335694984222755,0.7147593945282658,0.9972693222116406,PG,62785.564697265625,63434.14459228515,77488.3851928711,44122.382553100586,50778.3837890625,21777.701599121097,75810.60586547852,11008.500839233398,76240.72598266602,62695.6833190918,50902.10313415527
Lyso_PG(17:1) | PGp (18:0)_2,0.22086051871889198,6.680050625864113,0.20992780451706494,0.6468239959600082,0.9972693222116406,PG,63624.24465942383,66983.54461669922,76294.5855102539,46387.54333496094,48502.86334228515,14801.041217803957,75472.8459777832,12291.080863952637,74860.42657470703,63838.024658203125,52266.263259887695
Lyso_PG(17:2),0.462508908110131,6.85054796725531,0.9175887610824702,0.338108882346021,0.9972693222116406,PG,85549.90576171875,81072.22622680664,69841.88537597656,61331.344329833984,56367.983947753906,19385.561241149902,83332.34609985352,14886.001098632812,57492.40423583984,60963.82360839844,74178.66488647461
Lyso_PG(18:0) | PG (18:0),0.6596545481160504,9.528224382059186,1.858514419536732,0.17279635549365727,0.9972693222116406,PG,652207.8676147461,434343.7258300781,534681.62744140625,211451.1383056641,162887.29248046875,69446.00533676147,630183.5602416992,22771.621612548828,255233.4156494141,219199.39416503903,1006352.5754394532
Lyso_PG(18:0) | PG (18:0)_2,0.5599942187424118,9.557517344408502,1.3425785000945325,0.2465797559449266,0.9972693222116406,PG,636056.0252685547,442428.6075439453,539312.3450317383,210011.31713867188,170690.38940429688,151972.39044189453,623498.3439941406,26621.441871643063,253911.3983154297,220012.93603515625,1004986.3320922852
Lyso_PG(18:1) | PG (18:1),0.35209075325299866,6.554803388278999,0.5327054750407001,0.4654716373108826,0.9972693222116406,PG,68445.10482788086,68149.84460449219,58264.5241394043,42397.12292480469,43105.663146972656,18075.04140472412,64610.56408691406,16629.501251220703,49744.88314819336,48423.263427734375,59695.784240722656
Lyso_PG(18:1) | PG (18:1)_2,0.3919530951982966,6.57264897703063,0.6597669008538105,0.41664224809544675,0.9972693222116406,PG,68721.2240600586,69439.844970703125,59982.06433105469,44153.12322998047,47224.10339355469,15275.121109008787,66471.36492919922,16074.62121963501,55122.30349731445,46652.60339355469,56918.223693847656
Lyso_PG(18:2) | PG (18:2),0.3125694535647058,6.374726030589711,0.4200432038537656,0.5169154871708628,0.9972693222116406,PG,63619.64385986328,55339.56362915039,51623.563537597656,30109.90217590332,40889.60299682617,11264.480712890623,68260.40475463867,13466.78095626831,42524.42321777344,41135.48254394531,56175.00375366211
Lyso_PG(18:2) | PG (18:2)_2,0.3759835327245797,6.400613160136272,0.6072417578534441,0.4358282311537795,0.9972693222116406,PG,69550.84503173828,60767.884033203125,52010.00346374512,30889.62190246582,38448.022369384766,14656.221046447754,67811.64450073242,12482.920879364014,39760.5428314209,41481.68314361572,56802.843490600586
Lyso_PG(18:3) | PG (18:3),0.4985815497804091,7.556664231106573,1.0655918466227376,0.30194327033839935,0.9972693222116406,PG,133609.9481201172,128052.1278076172,117964.0693359375,81030.24542236328,77895.00448608398,26986.821823120117,131288.14923095703,15666.021049499512,93182.5678100586,88314.5673828125,183594.9732971191
Lyso_PG(18:3) | PG (18:3)_2,0.46656722459509237,7.548101467010517,0.9337117897736107,0.3339002726009003,0.9972693222116406,PG,133041.33123779297,120309.20782470705,118924.87033081056,78761.90515136719,80666.20474243164,31245.822135925293,127775.82864379884,15550.881229400637,92210.64569091795,92471.20642089844,179755.27095031738
Lyso_PG(18:4),0.4781374468752743,6.660713529235184,0.9803543931411696,0.3221113278683054,0.9972693222116406,PG,72284.22543334961,65931.36386108398,80600.10614013672,42022.7428894043,51469.00341796875,20263.30142593384,74594.96514892578,13265.22089767456,47273.26371765137,49945.10363769531,64394.94375610352
Lyso_PG(19:0),0.8007444552879487,6.835870853738618,2.7273534366468084,0.09864262459275631,0.9972693222116406,PG,108059.70697021484,110797.60711669922,122283.82989501952,5680.980415344238,1743.9601135253906,22939.702033996586,99370.78726196288,29035.642517089844,7091.660499572754,1482.260097503662,129053.2489013672
Lyso_PG(19:1),0.6537727966760833,6.099055459737681,1.8256001687168464,0.17664811682983964,0.9972693222116406,PG,65129.24453735352,85627.30712890625,64191.144287109375,1501.4801063537598,2117.9601249694824,18265.441387176514,68344.76486206055,20064.701293945312,1506.5800971984863,1947.4201164245603,57384.06451416016
Lyso_PG(20:0),0.25033263289661467,6.895695136051931,0.26961885361220084,0.603587563123785,0.9972693222116406,PG,83921.706298828125,76892.60479736328,79126.90521240234,49642.72366333008,58681.46393203735,24966.14186096191,80667.50579833984,29744.1220703125,66104.90548706055,55315.6637840271,68203.16497802734
Lyso_PG(20:1) | PG (20:1),0.2543023663057824,8.10308659099459,0.2782359306111175,0.5978597881079286,0.9972693222116406,PG,186668.37353515625,205996.45629882812,175235.15234375,123581.16931152344,121059.36793136597,62393.72423553467,195821.6142578125,75050.8251953125,134309.72912597656,120683.92822647096,151699.4521484375
Lyso_PG(20:1) | PG (20:1)_2,0.26950265603115836,8.118850844465591,0.31244213786965247,0.5761854441983238,0.9972693222116406,PG,181329.5531005859,206085.6154785156,181783.69262695312,131498.34936523438,121767.40879440308,67950.94521331787,196073.693359375,72926.764892578125,136436.1104736328,117789.02828216551,157208.93017578125
Lyso_PG(20:2) | PG (20:2),0.8992357466887761,8.425273876366514,3.428593242862007,0.06407666002958469,0.9972693222116406,PG,251033.76165771484,187083.8726196289,198479.8549194336,120691.60653686523,514399.9313392639,90622.92725372314,285411.64248657227,20144.241317749023,126349.82759094238,135591.2717819214,75848.12626647949
Lyso_PG(20:2) | PG (20:2)_2,0.8739824312991574,8.399781429932645,3.241532569127685,0.07179345159776392,0.9972693222116406,PG,235590.97631835935,184173.3126220703,196787.53359985352,119170.2678527832,501887.3933105469,81918.46466064453,271632.52432250977,20788.201583862305,135710.6885986328,141949.5510559082,79736.98617553711
Lyso_PG(20:3) | PG (20:3),0.25043898272852805,6.456708624493754,0.2698415288587057,0.6034380958642891,0.9972693222116406,PG,61809.30368041992,62805.8239440918,61542.36395263672,32990.382247924805,31819.72254562378,21389.601776123047,65918.30462646484,20446.681411743164,45412.323318481445,31054.822216033936,61253.543884277344
Lyso_PG(20:3) | PG (20:3)_2,0.25178714006872904,6.475111824587551,0.2727512376725372,0.6014921613812343,0.9972693222116406,PG,59898.04443359375,67224.90475463867,63052.36437988281,32102.28219604492,32068.96195602417,23647.941619873047,69630.6644897461,19581.92126464844,43416.16328430176,30767.981941223145,62474.78518676758
Lyso_PG(20:4) | PG (20:4),0.19559040036822845,6.2778603825476615,0.16466696595261965,0.684895601415778,0.9972693222116406,PG,56572.74417114258,56602.04379272461,55253.264099121094,26133.881942749023,20793.601406097412,22074.70171356201,62411.18392944336,20803.881607055664,33355.48222732544,21874.181476593018,59044.60400390625
Lyso_PG(20:4) | PG (20:4)_2,0.226989380048001,6.244237873856789,0.2217209988966431,0.6377317207852927,0.9972693222116406,PG,55229.52404785156,58313.76467895508,52442.56378173828,27061.001876831055,21604.52149963379,22651.281490325928,58297.76396179199,19744.78142547607,32439.761947631836,23845.56146621704,54664.10339355469
Lyso_PG(20:5) | PG (20:5),0.23681585498212387,7.056704904278442,0.24132089329941664,0.6232537196187066,0.9972693222116406,PG,107147.8487548828,104231.6671142578,102666.60693359376,43626.96313858032,21553.321533203125,33279.34234237671,120679.02905273438,45513.02331542969,51847.24350357056,12547.22092819214,97097.947265625
Lyso_PG(20:5) | PG (20:5)_2,0.28861956804144945,7.077923119314906,0.3582525499223266,0.549478329774419,0.9972693222116406,PG,107943.14697265624,108893.34924316406,103052.2666015625,47068.86347579956,22859.1216506958,40075.10256958008,110495.84802246094,43231.74279785156,53899.28333663941,15377.94104385376,100433.68798828124
Lyso_PG(21:0),0.20906984889775276,6.875184956342098,0.1881324528124395,0.6644755272514362,0.9972693222116406,PG,67462.68438720703,80681.426513671875,86781.44641113281,53096.68344116211,59380.36343383789,29722.102321624756,72337.72518920898,20359.28140258789,65967.38375854492,84339.94592285156,55121.823150634766
Lyso_PG(22:0) | PG (22:0),0.23824479650879138,8.021294901549512,0.24424644375721982,0.6211557922500861,0.9972693222116406,PG,174422.05139160156,186232.0714111328,200660.7120361328,93556.506591796875,139047.10864257812,115272.68673706056,246874.18212890625,36193.022552490234,109431.30798339844,105790.38842773438,97126.206298828125
Lyso_PG(22:0) | PG (22:0)_2,0.1491805319387408,8.153597443364315,0.09583108004153473,0.7568910498061692,0.9972693222116406,PG,195903.2711791992,200491.27404785156,229813.31579589844,89512.14685058594,143580.90936279297,133046.94898986816,305872.8214111328,35623.78289794922,122322.34838867188,114068.62829589844,87367.98498535156
Lyso_PG(22:1) | PG (22:1),0.4182503718982439,6.37400758389514,0.7509406060788706,0.3861785926383249,0.9972693222116406,PG,57510.583740234375,60761.76416015625,52796.903381347656,38111.46295166016,40726.02299499512,18021.96137237549,53876.0634765625,13963.400970458984,40216.4030456543,42132.60272216797,55659.60400390625
