lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023
Cer(t18:0/20:0(2OH)),-0.3455426581160102,10.640271165887862,0.37824951048241906,0.5385415607072793,0.99988633890637435,Cer,452761.71842956543,434821.47189331055,515824.5563659668,735456.8255615234,770556.0726623535,468678.571975708,623066.1385498047,2303464.4086608887
Cer(t18:0/22:0(2OH)),-0.23042343317331754,10.404109966305105,0.16778189569413376,0.6820906776932154,0.99988633890637435,Cer,804122.7569732666,728157.9725494385,823359.8909912109,730165.2620849609,940140.0170059204,743301.6553649902,796962.058631897,240265.17665863037
Cer(t18:0/24:0(2OH)),-0.25241438201159827,9.680477233435345,0.20143847618419386,0.6535622463155422,0.99988633890637435,Cer,338621.1381378174,297379.8364715576,368194.82191467285,386955.1869506836,405635.0665588379,322809.5827178955,415376.3258514404,817832.6652984619
Cer(t18:0/26:0(2OH)),0.15498176187110232,10.33424850798744,0.07498567641232512,0.7842113280796902,0.99988633890637435,Cer,818797.5358734131,856677.1923217773,850504.3559112549,850963.30224609375,577438.0233917236,822959.9746398926,734778.9151687622,123621.6683959961
Cer(t20:0/26:0(2OH)),0.8207239406786132,8.667739602243199,2.032804726593895,0.15393629918388915,0.99988633890637435,Cer,3480.0402488708496,3503.9602279663086,650400.8204803467,633855.975189209,3401.260238647461,3327.6402549743652,529730.6989440918,3330.9602127075195
CerP(d18:0/16:0),-0.06707776428835857,8.352791535108855,0.014155098618175543,0.9052950023949476,0.99988633890637435,Cer,185886.2540283203,164322.61169433594,194416.2345275879,178817.25366210938,179596.93313598633,168011.5310974121,176126.79162597656,140538.42944335938
CerP(d18:1/12:0),-0.05485495579359731,8.748866650226777,0.00946297242444416,0.9225057770349981,0.99988633890637435,Cer,235971.45654296875,210919.67526245117,385525.347366333,224396.53659820557,250289.65614318848,246327.43495178223,255952.53527069092,60864.985023498535
CerP(d18:1/14:0),-0.12182786340387165,6.824370604475207,0.04676586766228752,0.8287896278921337,0.99988633890637435,Cer,58945.724113464355,56122.524112701416,66332.02477264404,58111.083984375,64288.3443069458,57160.08363723755,57864.88422393799,58979.4440574646
CerP(d18:1/16:0),-1.24745917677617,9.305961194014943,4.936110872280551,0.026301151846968397,0.99988633890637435,Cer,146165.06896972656,152752.17082214355,125564.2085571289,547812.8796691895,1047218.1471862792,161611.6707763672,317005.54399108887,51915.16375732422
CerP(d18:1/18:0),-0.2831498576700488,9.677939533816032,0.25365773899920896,0.614511245940974,0.99988633890637435,Cer,478227.9344711304,437254.0914840698,495465.74156570435,406274.2308502197,585449.997138977,445903.5458679199,478887.2141189575,172617.44886779785
CerP(d18:1/2:0),-0.015615233726940273,7.192846728113961,7.658433904680351e-4,0.9779222599760491,0.99988633890637435,Cer,81996.7264251709,87536.06591796875,80685.2452545166,78275.96561431885,78310.10557556152,78514.5859375,73171.8849105835,62790.16516113281
CerP(d18:1/20:0),0.07518055246741713,9.6759390493807,0.01769798398640887,0.8941666731813511,0.99988633890637435,Cer,500178.4131240845,520336.5422821045,544596.3993721008,533712.3503341675,412531.6954803467,516332.2277946472,464796.09688949585,70455.60445404053
CerP(d18:1/22:0),0.020755386225328215,7.08352583729251,0.001351389791125257,0.9706753680301996,0.99988633890637435,Cer,81210.62604522705,76022.22581481934,81157.02593231201,77514.40518188477,71332.52573013306,76476.0055770874,68321.12446212769,47523.42360687256
CerP(d18:1/24:0),-0.06204037868777931,6.8822202325895905,0.012106616178925833,0.9123855277333026,0.99988633890637435,Cer,68495.08568572998,61133.04454803467,69996.303981781,66024.405128479,59776.823780059814,69345.72481155396,64170.64370727539,44733.403621673584
CerP(d18:1/24:1(15Z)),-0.06294661454826318,6.875761212025206,0.012463234698657288,0.9111097600686352,0.99988633890637435,Cer,65380.04475784302,66128.7850189209,69014.62520980835,65748.88497924805,58633.78398513794,70399.26530075073,65185.04468154907,41887.46297836304
CerP(d18:1/26:0),-0.19937140647284446,6.588679783229416,0.12550357946042823,0.7231404121381816,0.99988633890637435,Cer,49547.48328781128,49316.36326599121,46465.52348327637,46860.86358261109,56837.58446121216,50731.8637008667,44272.76279449463,58284.964336395264
CerP(d18:1/26:1(17Z)),-0.21189051579773785,6.609156278646846,0.14180427310321875,0.7064938685244908,0.99988633890637435,Cer,49281.1033782959,51483.20338821411,43641.90308761597,48187.4834022522,57241.684047698975,52078.04344558716,44502.86340332031,60922.62433242798
CerP(d18:1/8:0),-0.9803401045177461,7.209390036371824,3.057419841009505,0.08036919478847755,0.99988633890637435,Cer,50290.66339874267,57364.64366531372,45144.32292175293,87236.04597473145,193493.39218139648,52068.70327377319,66779.88539123535,49341.603076934814
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",-0.11973008674892324,9.502210650290607,0.04516885688644834,0.8316938399990167,0.99988633890637435,CE,785230.433883667,486303.7544708252,242612.57849502563,212423.1340522766,631113.1820526123,519931.7783508301,111592.80855560304,95162.20687866212
Cholesteryl nitrolinoleate,-0.17658249477121613,10.153019984405333,0.09840137875289656,0.7537565417573047,0.99988633890637435,CE,1035345.849609375,787725.51953125,392853.3888854981,329565.4995727539,916999.603881836,793275.0352783203,235085.15655517575,321258.66369628906
cis-5-Tetradecenoylcarnitine,-0.37743152224566556,11.748164633976181,0.45155734455329366,0.5015963226122994,0.99988633890637435,CAR,1626112.324951172,1514635.1411132812,1332617.9326171875,2323887.6025390625,2559044.7060546875,1632098.033203125,1874269.0612792969,1490543.8564453125
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",-0.1934834483967581,11.250270720185979,0.11819083903901628,0.731005014306335,0.99988633890637435,CAR,1261723.3449707031,1111369.9838867188,1258329.4942626953,1109793.9830322266,1322355.9704589844,1216073.9246826172,1198193.4553222656,1682056.3947753906
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",-0.15848437093837076,9.807636465048743,0.07922645114012994,0.7783484496312595,0.99988633890637435,CE,886596.4566040039,609977.1625366211,312567.95877075195,252679.2993774414,761966.9335327148,636043.1421508789,151632.98983764648,186491.7528076172
Hexacosanoyl carnitine,-0.12218497506423524,11.506223293504515,0.04704364696226551,0.8282898043005272,0.99988633890637435,CAR,1596793.2176513672,1471556.2792663574,1644882.7238464355,1557275.4136543274,1618919.9663162231,1518398.7227973938,1581639.0426635742,1326842.521205902
"lanosteryl oleate, 20:2 Campesteryl ester",-0.2678129932806609,10.121677620821114,0.2268462963984348,0.6338721764795229,0.99988633890637435,CE,916787.4792480468,753635.3916015625,374125.9454345703,316658.740234375,926158.1354980468,760321.5709228516,230329.37713623047,399176.990234375
"lanosteryl palmitoleate, 18:2 Campesteryl ester",-0.40611966763579915,8.471746822672811,0.5230643889080966,0.46953742016548755,0.99988633890637435,CE,258433.21505737305,254542.1753540039,76438.6051864624,58802.78350067139,247770.3202819824,276087.2223815918,64100.08448791504,234444.31588745117
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",0.24410048363265924,13.704111172907323,0.1853466755583083,0.6668180927020437,0.99988633890637435,CAR,7686702.052734375,8969703.3232421875,9278342.57421875,9158495.533203123,5371311.2333984375,8483516.650390625,7063102.595703125,2163848.6259765625
Lyso_C17 sphingosine-1-phosphocholine,-0.11668016562788829,7.025392387783674,0.04289117059178693,0.8359303280413306,0.99988633890637435,SM,64286.125915527344,62736.884338378906,69570.963623046875,56818.04412841797,62717.02403259277,62700.98388671875,64643.46548461914,99362.04788208008
Lyso_PC(10:0),0.13093088120236027,6.411303755067969,0.05356361075882887,0.8169744410712982,0.99988633890637435,PC,50164.783294677734,58517.94384765625,44298.942810058594,40013.88302612305,40586.26254272461,41939.36279296875,39700.14270019531,45013.38296508789
Lyso_PC(11:0),-0.13155244196560276,6.812936296483447,0.05454446249734701,0.8153362433573083,0.99988633890637435,PC,57354.40368652344,58641.0241394043,56600.744873046875,52325.223205566406,54829.30322265625,54804.46389770508,61528.24508666992,74863.08486938477
Lyso_PC(12:0),-0.07037433157467274,7.329363980056237,0.01558178665845844,0.9006604903194838,0.99988633890637435,PC,82802.3056640625,83914.306884765625,82199.7260131836,79798.98529052734,76078.90518188477,84778.92742919922,79462.86553955078,105582.94674682616
Lyso_PC(13:0),-0.15258107985204844,6.521206463820466,0.07341709117953599,0.7864249626889585,0.99988633890637435,PC,45087.26304626465,43490.482833862305,44604.14239501953,41156.523193359375,44602.643493652344,42521.94253540039,47130.6435546875,72778.96501159668
Lyso_PC(14:0),-0.17085933362678773,8.628176599210589,0.09211120590407518,0.7615101581334954,0.99988633890637435,PC,192972.81317138672,189356.53399658203,197729.1351318359,176837.8348388672,193965.55139160156,198015.6134033203,198697.41284179688,299713.3961791992
Lyso_PC(14:1),-0.21304364652375882,8.298443231816293,0.1433630979508962,0.7049602667549938,0.99988633890637435,PC,149763.3096923828,144316.1499633789,162123.4698486328,146485.59228515625,153161.81298828125,161758.591796875,170637.77001953125,226274.31677246097
Lyso_PC(15:0),-0.21015628263686364,9.163651171924831,0.13949489702417853,0.7087836701430358,0.99988633890637435,PC,283048.4274291992,270463.05770874023,279614.7800292969,235872.07940673828,289042.0607070923,282083.1940307617,283608.35565185547,456309.5058441162
Lyso_PC(15:1),-0.13369018098524632,8.961828254072246,0.056337670980610724,0.8123809477663558,0.99988633890637435,PC,243850.07711791992,232385.6562194824,262785.76123046875,220252.45364379883,237573.4570465088,242139.5730895996,249241.88037109375,387608.71409606934
Lyso_PC(16:0),-0.12866717623004903,8.904726286717164,0.052176442160998704,0.8193184736948912,0.99988633890637435,PC,246190.39721679688,233664.29318237305,252286.0380859375,213331.29345703125,231953.0191040039,254127.5302734375,230902.83569335935,341258.92666625977
Lyso_PC(16:1),-0.13191595441309753,8.785834439358316,0.054849471340560285,0.814829994545161,0.99988633890637435,PC,225654.81509399417,212244.55975341797,233312.0537109375,204208.83319091797,218835.897857666,230079.5399169922,215836.05505371097,305760.84201049805
Lyso_PC(16:1)_2,-0.12490377807115972,8.774733379467843,0.04916359084506894,0.8245251316680955,0.99988633890637435,PC,221255.89434814453,219323.45916748047,234034.0369567871,192514.8325805664,213202.51495361328,228598.17864990231,213364.51400756836,309537.7053833008
Lyso_PC(17:0),-0.008246567833920295,7.172542090920631,2.1354179707344656e-4,0.9883408724990063,0.99988633890637435,PC,80433.16549682617,75562.06564331055,71569.82501220703,65401.86389160156,68162.02474975586,74251.02435302734,61937.68325805664,105064.66651916504
Lyso_PC(17:1),-0.06882655095260046,7.4940828596883176,0.014903323941268809,0.9028363177811273,0.99988633890637435,PC,90756.4855041504,95877.38641357422,109611.7088470459,87964.52624511719,81375.7650756836,100988.14587402344,98807.10440063477,98923.50466918944
Lyso_PC(17:2),-0.03545309050549308,7.503353508002582,0.003950302071643819,0.9498848127214862,0.99988633890637435,PC,95207.92570495604,96600.92491149902,110421.72735595705,88341.24615478516,84929.48442077637,99804.7646484375,93646.6442565918,99576.6662902832
Lyso_PC(18:0),-0.050359523228243004,7.535046018780526,0.00797423130484276,0.9288446451863258,0.99988633890637435,PC,103677.0669555664,96315.62600708008,111850.77011108398,90943.92803955078,87229.50686645508,104114.10618591309,99166.38619995116,94221.82421875
Lyso_PC(18:1),-0.059782853988399554,7.50058185992919,0.011240996886272114,0.9155636533336631,0.99988633890637435,PC,90161.96640014648,93539.20742797852,115220.08807373048,91754.70697021484,80200.70565795898,107466.66821289062,96909.36651611328,94584.084716796875
Lyso_PC(18:2),-0.027610125611037054,7.396758934257162,0.002395242725469871,0.9609661417518042,0.99988633890637435,PC,91217.8265991211,91531.76568603516,99273.46600341795,84190.48696899414,74418.724853515625,95595.8258972168,91070.74609375,88339.04705810547
Lyso_PC(18:3),0.04358008506382737,7.261627135482093,0.005953289531149153,0.9384982007656301,0.99988633890637435,PC,80445.78482055664,80603.82637023926,96231.00759887695,81310.3656616211,65040.584869384766,82826.22457885742,81849.36590576172,83306.4447631836
Lyso_PC(18:4),0.004044700085149891,6.884467773185247,5.134867910783214e-5,0.9942825683310265,0.99988633890637435,PC,58540.12380981445,58502.96405029297,71368.18505859375,58151.10464477539,47005.26303100586,61642.364349365234,63520.66418457031,79343.0454711914
Lyso_PC(19:0),0.011300960043190198,8.175535073690915,4.0077284938888624e-4,0.984027966974993,0.99988633890637435,PC,133484.70825195312,138183.5087890625,195786.01416015625,164793.45166015625,129964.28955078124,135465.22875976562,170893.55297851562,157374.3310546875
Lyso_PC(19:1),0.0036881475283665984,8.297917292534319,4.269672353984788e-5,0.9947864415635908,0.99988633890637435,PC,150078.86938476562,154914.94995117188,214270.59326171875,172565.35229492188,135391.95043945312,161986.73022460938,184284.171875,164997.83056640625
Lyso_PC(19:2),0.049396624783272475,8.365269714445079,0.0076471220127132256,0.9303155564795026,0.99988633890637435,PC,160372.84912109375,169565.75170898438,227727.15478515625,181481.63256835935,139944.62963867188,169943.39184570312,188709.69213867188,167100.55078125
Lyso_PC(19:3),0.0191719284781545,8.33474735728438,0.00115314935430888,0.9729106003589318,0.99988633890637435,PC,158020.5927734375,163001.80981445312,223008.4951171875,176559.5927734375,142770.5107421875,162278.11279296875,190301.7126464844,159312.2529296875
Lyso_PC(2:0),-0.20450597710729282,6.280328572907213,0.1320660380212786,0.7162994446728775,0.99988633890637435,PC,45422.96325683594,38938.6220703125,34502.84246826172,37131.90278625488,44527.34341430664,41813.06314086914,37966.68246459961,45205.82272338867
Lyso_PC(20:0),0.4844572938325974,7.760348975106665,0.7218990734781983,0.39552168429895407,0.99988633890637435,PC,82395.9262084961,84964.86636352539,274849.99981689453,129931.9308166504,75896.76541137695,86251.98596191406,119230.26586914062,89313.10461425781
Lyso_PC(20:1),-0.06326661725985273,7.998877007793414,0.012590751692641788,0.9106580747990484,0.99988633890637435,PC,126719.36791992188,131116.98889160156,156825.49169921875,130094.96923828124,121713.86865234376,129361.54931640624,144349.95043945312,141904.9503173828
Lyso_PC(20:2),0.015324536641981816,8.213992105845199,7.368582928393153e-4,0.9783439763866735,0.99988633890637435,PC,138021.30932617188,147486.41015625,207243.45434570312,161109.39233398438,133300.07006835938,147670.03051757812,168661.5107421875,157906.43115234375
Lyso_PC(20:3),0.014979074156264144,8.178185749149042,7.040184809739003e-4,0.9788319362276077,0.99988633890637435,PC,133171.2294921875,142479.15063476562,199596.7556152344,164369.67163085938,129584.82788085938,138929.9892578125,171967.13110351562,150656.23168945312
Lyso_PC(20:4),0.05410948160525177,8.15113193596112,0.009174386102131393,0.9236929068166295,0.99988633890637435,PC,136857.26977539062,144114.77075195312,192173.77270507812,158325.03173828125,125265.5107421875,133114.04956054688,164809.67211914062,152246.89013671875
Lyso_PC(20:5),0.01926785372937485,8.16418921958356,0.0011647099709080067,0.9727752023687201,0.99988633890637435,PC,135722.00903320312,141977.55053710938,190643.79345703125,157732.39086914062,131087.2490234375,135289.869140625,162614.03271484375,159828.591796875
Lyso_PC(21:0),-0.15187679003013224,12.02707199647506,0.07274534964835766,0.7873807058284895,0.99988633890637435,PC,2573657.0100097656,2512541.4635620117,2405274.606567383,2424112.570678711,2794677.4243164062,2359628.547241211,2431069.7095947266,466071.697845459
Lyso_PC(21:4),-0.15027068188250595,11.965341528204217,0.07121180736430688,0.7895804932052649,0.99988633890637435,PC,2503819.633544922,2403546.2154541016,2387775.853881836,2302360.3475341797,2668789.166015625,2342301.317138672,2325640.266723633,326285.36322021484
Lyso_PC(22:0),-0.2152119814842225,9.726784530585242,0.14630627707083477,0.7020905026551777,0.99988633890637435,PC,493323.0513916016,440956.6330566406,445760.1088867187,431739.87072753906,528320.7664794922,447081.2299804687,473009.36083984375,329044.4461669922
Lyso_PC(22:1),-0.23563780346088922,9.71926703988109,0.1754827351605855,0.6752843971895224,0.99988633890637435,PC,500412.5672607422,431507.3562011719,445619.5061035156,418629.79833984375,533187.63232421875,454632.5712890625,467572.7673339844,320231.9479980469
Lyso_PC(22:2),-0.21843575789566272,10.450677492235837,0.15073470799143251,0.6978342315265056,0.99988633890637435,PC,856599.9892578125,794632.3871459961,736447.3392333984,738365.06884765625,931206.0709228516,787555.9086303711,784271.0850830078,342298.45959472656
Lyso_PC(22:4),-0.1576520812848619,12.13681015215702,0.07839520805919165,0.7794840700631825,0.99988633890637435,PC,2748367.5837402344,2644568.932006836,2648642.7310791016,2621822.9510498047,2952220.6440429688,2617764.994140625,2633205.685546875,532146.7904052734
Lyso_PC(22:5),-0.12910839293689425,12.016057839104205,0.05253626563717262,0.8187073255616208,0.99988633890637435,PC,2593784.667236328,2432384.5970458984,2471233.0961914062,2402441.877807617,2687751.1931152344,2363640.3118896484,2412424.337890625,487090.3118286133
Lyso_PC(22:6),-0.12613269677568895,12.01450977228181,0.05013827682341798,0.8228228362974331,0.99988633890637435,PC,2577798.096435547,2476173.622619629,2413506.3951416016,2427370.449584961,2723061.8120117188,2354835.174438477,2362137.7236328125,482973.8822021485
Lyso_PC(24:0),0.17168439594156762,11.174533820285179,0.09195915861346293,0.7617011112130195,0.99988633890637435,PC,1459335.205444336,1529910.3149414062,1504651.7569580078,1555294.5254516602,1022237.542236328,1425788.916381836,1334252.687866211,249146.82150268555
Lyso_PC(24:1),0.13618222757973222,11.200462106203819,0.05793938166152657,0.8097829831619043,0.99988633890637435,PC,1477258.824951172,1532249.724243164,1512395.4427490234,1579637.4693603516,1068875.7888793943,1488782.1209716797,1350830.0040893557,247757.91528320312
Lyso_PC(3:0),-0.20681727272825673,11.359762284686767,0.1350876480464649,0.7132142352238645,0.99988633890637435,PC,1274452.0786743164,1169293.393371582,1445428.719329834,1173441.432876587,1381279.5592041016,1282680.5951538086,1364002.7477722168,1872528.8307800293
Lyso_PC(3:1),-0.07754514313122218,10.21026646508901,0.01892380465142196,0.8905851508427124,0.99988633890637435,PC,391063.6278381348,518584.5443725586,898208.3551025391,636155.1287841797,527429.2012023926,528513.5643310547,728880.5522155762,770069.5003662109
Lyso_PC(4:0),-0.09081703084108197,6.913060598440716,0.02596466177988077,0.8719866502572559,0.99988633890637435,PC,65335.8046875,60210.984130859375,64676.284912109375,60931.78454589844,60389.204345703125,63137.22448730469,62214.52478027344,70449.044921875
Lyso_PC(5:0),-0.22373208933451805,6.8843690092018255,0.15814464323261745,0.6908704746024831,0.99988633890637435,PC,58800.60437011719,59900.68371582031,58041.764404296875,58927.14404296875,73066.385498046875,58815.04431152344,56869.80456542969,69228.88464355469
Lyso_PC(6:0),-0.04637866816221396,6.087225261529703,0.006762059015898103,0.9344624342673594,0.99988633890637435,PC,33576.642517089844,37847.52291870117,36964.74252319336,33302.88249206543,32188.78240966797,33948.32260131836,35546.00231933594,42570.742095947266
Lyso_PC(7:0),-0.3263469826776973,7.365633548173902,0.3372520615448591,0.5614196949829953,0.99988633890637435,PC,79047.24597167969,68183.38467407227,75113.10516357422,112409.84735107422,119708.04846191406,74772.205078125,93363.28674316406,67993.1644897461
Lyso_PC(8:0),-0.1702313520720919,6.188475961163542,0.09142647984685937,0.7623714547598479,0.99988633890637435,PC,40757.34310913086,36630.982345581055,33368.962341308594,32246.442626953125,38834.263671875,36789.18226623535,35651.56294250488,49902.683906555176
Lyso_PC(9:0),-0.13247878605736918,6.031972649373094,0.05531424571799448,0.814061416313155,0.99988633890637435,PC,33834.622131347656,31667.382385253903,33960.7624206543,31637.042510986328,31338.902465820312,35567.06271362305,33157.20230102539,43231.78256225586
Lyso_PE(12:0) | PE (12:0),-0.15363567671918524,6.796760449154613,0.07443905700461073,0.7849798850147561,0.99988633890637435,PE,69337.00482177734,56660.26416015625,54248.32403564453,49633.323303222656,63051.10485839844,61949.984619140625,51484.004150390625,61092.42376708984
Lyso_PE(12:0) | PE (12:0)_2,-0.0947398894249078,6.8453362802402,0.028259414214673484,0.8665003876507226,0.99988633890637435,PE,69475.784423828125,63660.12469482422,57500.92419433594,53168.50402832031,60681.48425292969,65928.98443603516,53947.144104003906,60886.64373779297
Lyso_PE(13:0),-0.14702661675432985,5.978555248443649,0.0681569079354176,0.7940394668803364,0.99988633890637435,PE,35428.36259460449,31144.142578125,32203.52227783203,30862.321884155273,33544.54243469238,32823.98263549805,33090.301986694336,36036.30244445801
Lyso_PE(14:0),-0.13791737369351903,7.536092132016873,0.05996227058948023,0.8065555833057925,0.99988633890637435,PE,94828.7452697754,96368.72691345216,88381.2873840332,82949.8670501709,87890.40606689453,96582.22650146484,93155.24807739258,134677.56942749023
Lyso_PE(14:1),0.31699914892519887,7.676968992841738,0.31158033861811413,0.5767120417174888,0.99988633890637435,PE,114240.6683959961,129850.2887878418,150060.64965820312,149260.49179077148,81199.48522949219,115519.9476928711,110463.72792053224,39678.1423034668
Lyso_PE(15:0),-0.15070842632792641,10.199652268036395,0.07162780276212288,0.7889812803373426,0.99988633890637435,PE,586573.2970275879,500142.1717529297,600872.923538208,571153.9864196777,568512.1632080078,562622.633102417,608762.5358276367,895332.0626068115
Lyso_PE(15:1),0.3820338900469696,8.570205870434329,0.4511917723239094,0.5017695433951229,0.99988633890637435,PE,221106.73291015625,257136.58129882812,296495.0810852051,287040.02125549316,136586.97213745117,238605.2573852539,202215.25520324707,31247.9818649292
Lyso_PE(16:0),0.34160975653715236,9.739891852636285,0.3614404279469454,0.5477073450248097,0.99988633890637435,PE,1430.14009475708,2142.940139770508,605423.7229309082,614751.231048584,1662.080135345459,1416.2400932312012,707197.2882995605,1477791.6302337646
Lyso_PE(16:1),0.9243941060551092,5.026583148743948,2.561162526976659,0.10951802317220335,0.99988633890637435,PE,1490.1801109313965,16617.381031036377,28738.501998901367,28000.58169555664,1469.8201065063477,1847.620132446289,25443.601852416992,33066.92241668701
Lyso_PE(17:0),-0.3682538536799838,6.508293006929796,0.429764548690855,0.5121045032213267,0.99988633890637435,PE,65880.40432739258,34450.72262954712,63126.74530029297,40903.86225891113,74649.68531799316,56647.323181152344,47094.66287231445,8120.740547180176
Lyso_PE(17:1),-0.5924675056358225,5.7583655293791685,1.1158553562977431,0.29081265649634536,0.99988633890637435,PE,49026.66329956055,9651.7607421875,28643.881759643555,26049.30178833008,52008.18356323242,39167.603515625,24601.06184387207,1598.3600997924805
Lyso_PE(17:2),-0.401911049570927,5.144119106290017,0.5121675687619263,0.47420203466076927,0.99988633890637435,PE,26701.94183731079,1449.660099029541,27798.981964111328,23426.70184326172,29789.84210205078,13618.16082763672,27485.66192626953,1422.240089416504
Lyso_PE(18:0),-0.18790868706736197,6.4702501948083295,0.11145379542904266,0.7384950423032045,0.99988633890637435,PE,61575.624114990234,59124.883697509766,31037.84213256836,26596.16192626953,54278.94403076172,55208.08459472656,30092.482025146484,52732.1637878418
Lyso_PE(18:1),-0.13949948758591704,6.03360639466702,0.061344375386852334,0.8043835805105635,0.99988633890637435,PE,46027.40347290039,39577.70315551758,26365.00213623047,22079.82144165039,39105.662841796875,38249.242614746094,24038.881660461426,38762.44291687012
Lyso_PE(18:2),-0.2676712653447418,6.385924801928057,0.22658677648360026,0.6340663134763701,0.99988633890637435,PE,53002.404388427734,45364.44369506836,28913.782287597656,27459.941772460938,47283.28323364258,53209.36312866211,28235.62171936035,63069.78421020508
Lyso_PE(18:3),-0.2539877394198544,6.249587427290538,0.2039484555953095,0.6515524668044301,0.99988633890637435,PE,50200.14392089844,30487.08233642578,22128.90167236328,48090.983459472656,45223.44338989258,55025.18389892578,25923.22183227539,40781.843017578125
Lyso_PE(18:4),0.12034563443618637,9.159236868724735,0.04527423289255239,0.8315005722249293,0.99988633890637435,PE,132420.98950195312,49292.863525390625,50390.56359863281,1178031.4189453125,89168.46691894531,719531.388671875,200920.294921875,48831.60382080078
Lyso_PE(19:0),-0.24709709194407925,6.105005713981188,0.19299929315820918,0.6604319678089807,0.99988633890637435,PE,46659.203216552734,29181.46206665039,2494.2202072143555,53879.12384033203,37374.80270385742,51856.40417480469,23227.321685791016,40591.5235748291
Lyso_PE(19:1),-0.41145426263659096,5.980655145851945,0.5368935600791929,0.46372299483912516,0.99988633890637435,PE,41546.88317871094,34807.2820892334,12181.940929412842,24634.181762695312,38668.14279174805,38822.68280029297,27334.0020904541,43139.00271606445
Lyso_PE(20:0),-0.2442222413664394,6.2466760097756096,0.1885225716541754,0.6641491233254897,0.99988633890637435,PE,61192.003814697266,52152.00378417969,10267.620811462402,18421.96128082275,57735.70428466797,54474.34405517578,1680.3201217651367,55170.40365600586
Lyso_PE(20:1),-0.13001356187331112,7.292099578627763,0.053274684860298294,0.8174600074988284,0.99988633890637435,PE,140695.06887817383,75613.186767578125,9462.62064743042,123282.98962402344,163634.48986816406,90085.626953125,1671.4801025390625,41330.32279968262
Lyso_PE(20:2),-0.8791175774343938,8.386395220899905,2.459686898486325,0.11680206265514714,0.99988633890637435,PE,390082.1875610352,159460.3917236328,8024.360588073731,36412.722259521484,497647.7147827149,209780.2778930664,2616.640167236328,60406.58558654785
Lyso_PE(20:3),-0.2808064345677619,6.428475558396001,0.24944460712504224,0.6174664183831419,0.99988633890637435,PE,65285.88455200195,63229.82507324219,8894.660633087158,25734.46189880371,57163.64422607422,62147.364990234375,17701.481510162354,55966.783935546875
Lyso_PE(20:4),-0.34118725180093973,7.99399192765925,0.3687344846093765,0.5436948917731484,0.99988633890637435,PE,170399.51245117188,166512.65161132812,16069.201034545898,100486.6669921875,159388.17114257812,158872.29174804688,82031.42609024048,192101.29370117188
Lyso_PE(20:5),-0.6329852722707615,6.9662539251020945,1.274205570205595,0.25897919797206725,0.99988633890637435,PE,93538.5068359375,83122.82580566406,1493.7801132202148,19662.681350708008,98819.9072265625,91800.6864013672,19152.421493530273,100372.34777832033
Lyso_PE(21:0),-0.3576527239730001,6.701469881699957,0.40529692146174057,0.5243663067715796,0.99988633890637435,PE,87636.82614135742,48976.94348144531,40803.003189086914,30865.78204345703,87757.24655151367,55654.04473876953,35582.04244995117,46612.263763427734
Lyso_PE(22:0),-0.30290469803404535,6.324744760920433,0.29038808760537904,0.5899719419169931,0.99988633890637435,PE,59917.04415893555,43939.88285827637,36129.40211486816,23884.32165527344,56585.16387939453,53942.10363769531,27198.022079467773,35826.622497558594
Lyso_PE(22:1),-0.2731278456837599,6.05915215058705,0.23594356306307418,0.6271513622345826,0.99988633890637435,PE,41009.56282043457,35864.202377319336,29172.541748046875,22803.681701660156,41971.142669677734,39181.60284423828,25360.441635131836,42536.28253173828
Lyso_PE(22:2),-0.3124195071306137,6.305348550470233,0.3089775019202534,0.578308309774958,0.99988633890637435,PE,53241.88319396973,47137.2834777832,28129.241928100582,23799.181732177734,53169.623046875,46934.46314239502,29089.761947631836,47750.58319091797
Lyso_PE(22:4),-0.10110119968093494,6.381922764095641,0.03218698786281493,0.8576178810612305,0.99988633890637435,PE,61551.60513305664,48646.70365905762,36923.64253234863,27571.1420211792,47519.12307739258,47068.742767333984,34298.96237182617,46962.02322387695
Lyso_PE(22:5),-0.07953566211208023,7.342958662019494,0.019908317695808364,0.88779344156729,0.99988633890637435,PE,127142.36938476562,125781.90936279295,75621.48532104492,45936.48281860352,93331.02627563477,104717.34698486328,75396.98522949219,47812.822982788086
Lyso_PE(22:6),-0.1702633325238855,6.447471150712419,0.09146287644034601,0.7623255841378871,0.99988633890637435,PE,66757.364990234375,61184.38455200195,34541.30253601074,20840.181427001953,53752.104095458984,57161.58416748047,30662.802001953125,43074.343338012695
