Lipid,Parent_Ion,Product_Ion,Species,Class,DB Location,FA mass,[FA+AMP]+
FA(18:3)_<FF>_n-6,381.3,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:3)_<BF>_n-6,379.3,183.0,18:3,FA,<BF>,278.2,445.3
FA(18:3)_<BB>_n-6,377.3,183.0,18:3,FA,<BB>,278.2,445.3
FA(18:3)_<FF>_n-7,367.3,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:3)_<BF>_n-7,365.3,183.0,18:3,FA,<BF>,278.2,445.3
FA(18:3)_<BB>_n-7,363.3,183.0,18:3,FA,<BB>,278.2,445.3
FA(18:3)_<FF>_n-8,353.29999999999995,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:3)_<BF>_n-8,351.29999999999995,183.0,18:3,FA,<BF>,278.2,445.3
FA(18:3)_<BB>_n-8,349.29999999999995,183.0,18:3,FA,<BB>,278.2,445.3
FA(18:3)_<FF>_n-9,339.29999999999995,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:3)_<BF>_n-9,337.29999999999995,183.0,18:3,FA,<BF>,278.2,445.3
FA(18:3)_<BB>_n-9,335.29999999999995,183.0,18:3,FA,<BB>,278.2,445.3
FA(18:3)_<FF>_n-10,325.29999999999995,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:3)_<BF>_n-10,323.29999999999995,183.0,18:3,FA,<BF>,278.2,445.3
FA(18:3)_<BB>_n-10,321.29999999999995,183.0,18:3,FA,<BB>,278.2,445.3
FA(18:3)_<FF>_n-11,311.29999999999995,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:3)_<BF>_n-11,309.29999999999995,183.0,18:3,FA,<BF>,278.2,445.3
FA(18:3)_<BB>_n-11,307.29999999999995,183.0,18:3,FA,<BB>,278.2,445.3
FA(18:3)_<FF>_n-12,297.29999999999995,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:3)_<BF>_n-12,295.29999999999995,183.0,18:3,FA,<BF>,278.2,445.3
FA(18:3)_<BB>_n-12,293.29999999999995,183.0,18:3,FA,<BB>,278.2,445.3
FA(18:3)_<FF>_n-13,283.29999999999995,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:3)_<BF>_n-13,281.29999999999995,183.0,18:3,FA,<BF>,278.2,445.3
FA(18:3)_<BB>_n-13,279.29999999999995,183.0,18:3,FA,<BB>,278.2,445.3
FA(18:3)_<FF>_n-14,269.29999999999995,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:3)_<BF>_n-14,267.29999999999995,183.0,18:3,FA,<BF>,278.2,445.3
FA(18:3)_<BB>_n-14,265.29999999999995,183.0,18:3,FA,<BB>,278.2,445.3
FA(18:3)_<FF>_n-15,255.29999999999995,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:3)_<BF>_n-15,253.29999999999995,183.0,18:3,FA,<BF>,278.2,445.3
FA(18:3)_<FF>_n-16,241.29999999999995,183.0,18:3,FA,<FF>,278.2,445.3
FA(18:4)_<BBF>_n-2,433.3,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-2,431.3,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<BFF>_n-3,421.3,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-3,419.3,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-3,417.3,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-4,409.3,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-4,407.3,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-4,405.3,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-4,403.3,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-5,395.3,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-5,393.3,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-5,391.3,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-5,389.3,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-6,381.3,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-6,379.3,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-6,377.3,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-6,375.3,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-7,367.3,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-7,365.3,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-7,363.3,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-7,361.3,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-8,353.29999999999995,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-8,351.29999999999995,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-8,349.29999999999995,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-8,347.29999999999995,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-9,339.29999999999995,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-9,337.29999999999995,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-9,335.29999999999995,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-9,333.29999999999995,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-10,325.29999999999995,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-10,323.29999999999995,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-10,321.29999999999995,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-10,319.29999999999995,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-11,311.29999999999995,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-11,309.29999999999995,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-11,307.29999999999995,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-11,305.29999999999995,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-12,297.29999999999995,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-12,295.29999999999995,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-12,293.29999999999995,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-12,291.29999999999995,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-13,283.29999999999995,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-13,281.29999999999995,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-13,279.29999999999995,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<BBB>_n-13,277.29999999999995,183.0,18:4,FA,<BBB>,276.2,443.3
FA(18:4)_<FFF>_n-14,269.29999999999995,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-14,267.29999999999995,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<BBF>_n-14,265.29999999999995,183.0,18:4,FA,<BBF>,276.2,443.3
FA(18:4)_<FFF>_n-15,255.29999999999995,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:4)_<BFF>_n-15,253.29999999999995,183.0,18:4,FA,<BFF>,276.2,443.3
FA(18:4)_<FFF>_n-16,241.29999999999995,183.0,18:4,FA,<FFF>,276.2,443.3
FA(18:5)_<BBBF>_n-2,431.3,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-2,429.3,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<BBFF>_n-3,419.3,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-3,417.3,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-3,415.3,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<BFFF>_n-4,407.3,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-4,405.3,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-4,403.3,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-4,401.3,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<FFFF>_n-5,395.3,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-5,393.3,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-5,391.3,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-5,389.3,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-5,387.3,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<FFFF>_n-6,381.3,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-6,379.3,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-6,377.3,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-6,375.3,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-6,373.3,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<FFFF>_n-7,367.3,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-7,365.3,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-7,363.3,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-7,361.3,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-7,359.29999999999995,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<FFFF>_n-8,353.29999999999995,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-8,351.29999999999995,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-8,349.29999999999995,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-8,347.29999999999995,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-8,345.29999999999995,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<FFFF>_n-9,339.29999999999995,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-9,337.29999999999995,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-9,335.29999999999995,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-9,333.29999999999995,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-9,331.29999999999995,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<FFFF>_n-10,325.29999999999995,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-10,323.29999999999995,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-10,321.29999999999995,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-10,319.29999999999995,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-10,317.29999999999995,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<FFFF>_n-11,311.29999999999995,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-11,309.29999999999995,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-11,307.29999999999995,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-11,305.29999999999995,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-11,303.29999999999995,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<FFFF>_n-12,297.29999999999995,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-12,295.29999999999995,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-12,293.29999999999995,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-12,291.29999999999995,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<BBBB>_n-12,289.29999999999995,183.0,18:5,FA,<BBBB>,274.2,441.3
FA(18:5)_<FFFF>_n-13,283.29999999999995,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-13,281.29999999999995,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-13,279.29999999999995,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<BBBF>_n-13,277.29999999999995,183.0,18:5,FA,<BBBF>,274.2,441.3
FA(18:5)_<FFFF>_n-14,269.29999999999995,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-14,267.29999999999995,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<BBFF>_n-14,265.29999999999995,183.0,18:5,FA,<BBFF>,274.2,441.3
FA(18:5)_<FFFF>_n-15,255.29999999999995,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-15,253.29999999999995,183.0,18:5,FA,<BFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-16,241.29999999999995,183.0,18:5,FA,<FFFF>,274.2,441.3
FA(18:6)_<BBBBF>_n-2,429.3,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBB>_n-2,427.3,183.0,18:6,FA,<BBBBB>,272.2,439.3
FA(18:6)_<BBBFF>_n-3,417.3,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<BBBBF>_n-3,415.3,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBB>_n-3,413.3,183.0,18:6,FA,<BBBBB>,272.2,439.3
FA(18:6)_<BBFFF>_n-4,405.3,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-4,403.3,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<BBBBF>_n-4,401.3,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBB>_n-4,399.3,183.0,18:6,FA,<BBBBB>,272.2,439.3
FA(18:6)_<BFFFF>_n-5,393.3,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<BBFFF>_n-5,391.3,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-5,389.3,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<BBBBF>_n-5,387.3,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBB>_n-5,385.3,183.0,18:6,FA,<BBBBB>,272.2,439.3
FA(18:6)_<FFFFF>_n-6,381.3,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(18:6)_<BFFFF>_n-6,379.3,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<BBFFF>_n-6,377.3,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-6,375.3,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<BBBBF>_n-6,373.3,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBB>_n-6,371.3,183.0,18:6,FA,<BBBBB>,272.2,439.3
FA(18:6)_<FFFFF>_n-7,367.3,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(18:6)_<BFFFF>_n-7,365.3,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<BBFFF>_n-7,363.3,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-7,361.3,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<BBBBF>_n-7,359.29999999999995,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBB>_n-7,357.29999999999995,183.0,18:6,FA,<BBBBB>,272.2,439.3
FA(18:6)_<FFFFF>_n-8,353.29999999999995,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(18:6)_<BFFFF>_n-8,351.29999999999995,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<BBFFF>_n-8,349.29999999999995,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-8,347.29999999999995,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<BBBBF>_n-8,345.29999999999995,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBB>_n-8,343.29999999999995,183.0,18:6,FA,<BBBBB>,272.2,439.3
FA(18:6)_<FFFFF>_n-9,339.29999999999995,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(18:6)_<BFFFF>_n-9,337.29999999999995,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<BBFFF>_n-9,335.29999999999995,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-9,333.29999999999995,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<BBBBF>_n-9,331.29999999999995,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBB>_n-9,329.29999999999995,183.0,18:6,FA,<BBBBB>,272.2,439.3
FA(18:6)_<FFFFF>_n-10,325.29999999999995,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(18:6)_<BFFFF>_n-10,323.29999999999995,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<BBFFF>_n-10,321.29999999999995,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-10,319.29999999999995,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<BBBBF>_n-10,317.29999999999995,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBB>_n-10,315.29999999999995,183.0,18:6,FA,<BBBBB>,272.2,439.3
FA(18:6)_<FFFFF>_n-11,311.29999999999995,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(18:6)_<BFFFF>_n-11,309.29999999999995,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<BBFFF>_n-11,307.29999999999995,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-11,305.29999999999995,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<BBBBF>_n-11,303.29999999999995,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBB>_n-11,301.29999999999995,183.0,18:6,FA,<BBBBB>,272.2,439.3
FA(18:6)_<FFFFF>_n-12,297.29999999999995,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(18:6)_<BFFFF>_n-12,295.29999999999995,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<BBFFF>_n-12,293.29999999999995,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-12,291.29999999999995,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<BBBBF>_n-12,289.29999999999995,183.0,18:6,FA,<BBBBF>,272.2,439.3
FA(18:6)_<FFFFF>_n-13,283.29999999999995,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(18:6)_<BFFFF>_n-13,281.29999999999995,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<BBFFF>_n-13,279.29999999999995,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-13,277.29999999999995,183.0,18:6,FA,<BBBFF>,272.2,439.3
FA(18:6)_<FFFFF>_n-14,269.29999999999995,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(18:6)_<BFFFF>_n-14,267.29999999999995,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<BBFFF>_n-14,265.29999999999995,183.0,18:6,FA,<BBFFF>,272.2,439.3
FA(18:6)_<FFFFF>_n-15,255.29999999999995,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(18:6)_<BFFFF>_n-15,253.29999999999995,183.0,18:6,FA,<BFFFF>,272.2,439.3
FA(18:6)_<FFFFF>_n-16,241.29999999999995,183.0,18:6,FA,<FFFFF>,272.2,439.3
FA(19:0),465.3,183.0,19:0,FA,,298.20000000000005,477.3
FA(19:1)_<>_n-2,451.3,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-3,437.3,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-4,423.3,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-5,409.3,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-6,395.3,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-7,381.3,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-8,367.3,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-9,353.29999999999995,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-10,339.29999999999995,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-11,325.29999999999995,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-12,311.29999999999995,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-13,297.29999999999995,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-14,283.29999999999995,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-15,269.29999999999995,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-16,255.29999999999995,183.0,19:1,FA,<>,296.2,463.3
FA(19:1)_<>_n-17,241.29999999999995,183.0,19:1,FA,<>,296.2,463.3
FA(19:2)_<F>_n-2,451.3,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-2,449.3,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-3,437.3,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-3,435.3,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-4,423.3,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-4,421.3,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-5,409.3,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-5,407.3,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-6,395.3,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-6,393.3,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-7,381.3,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-7,379.3,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-8,367.3,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-8,365.3,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-9,353.29999999999995,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-9,351.29999999999995,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-10,339.29999999999995,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-10,337.29999999999995,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-11,325.29999999999995,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-11,323.29999999999995,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-12,311.29999999999995,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-12,309.29999999999995,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-13,297.29999999999995,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-13,295.29999999999995,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-14,283.29999999999995,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-14,281.29999999999995,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-15,269.29999999999995,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-15,267.29999999999995,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-16,255.29999999999995,183.0,19:2,FA,<F>,294.2,461.3
FA(19:2)_<B>_n-16,253.29999999999995,183.0,19:2,FA,<B>,294.2,461.3
FA(19:2)_<F>_n-17,241.29999999999995,183.0,19:2,FA,<F>,294.2,461.3
FA(19:3)_<BF>_n-2,449.3,183.0,19:3,FA,<BF>,292.2,459.3
FA(19:3)_<BB>_n-2,447.3,183.0,19:3,FA,<BB>,292.2,459.3
FA(19:3)_<FF>_n-3,437.3,183.0,19:3,FA,<FF>,292.2,459.3
FA(19:3)_<BF>_n-3,435.3,183.0,19:3,FA,<BF>,292.2,459.3
FA(19:3)_<BB>_n-3,433.3,183.0,19:3,FA,<BB>,292.2,459.3
FA(19:3)_<FF>_n-4,423.3,183.0,19:3,FA,<FF>,292.2,459.3
FA(19:3)_<BF>_n-4,421.3,183.0,19:3,FA,<BF>,292.2,459.3
FA(19:3)_<BB>_n-4,419.3,183.0,19:3,FA,<BB>,292.2,459.3
FA(19:3)_<FF>_n-5,409.3,183.0,19:3,FA,<FF>,292.2,459.3
FA(19:3)_<BF>_n-5,407.3,183.0,19:3,FA,<BF>,292.2,459.3
FA(19:3)_<BB>_n-5,405.3,183.0,19:3,FA,<BB>,292.2,459.3
FA(19:3)_<FF>_n-6,395.3,183.0,19:3,FA,<FF>,292.2,459.3
FA(19:3)_<BF>_n-6,393.3,183.0,19:3,FA,<BF>,292.2,459.3
FA(19:3)_<BB>_n-6,391.3,183.0,19:3,FA,<BB>,292.2,459.3
FA(19:3)_<FF>_n-7,381.3,183.0,19:3,FA,<FF>,292.2,459.3
FA(19:3)_<BF>_n-7,379.3,183.0,19:3,FA,<BF>,292.2,459.3
FA(19:3)_<BB>_n-7,377.3,183.0,19:3,FA,<BB>,292.2,459.3
FA(19:3)_<FF>_n-8,367.3,183.0,19:3,FA,<FF>,292.2,459.3
FA(19:3)_<BF>_n-8,365.3,183.0,19:3,FA,<BF>,292.2,459.3
FA(19:3)_<BB>_n-8,363.3,183.0,19:3,FA,<BB>,292.2,459.3
FA(19:3)_<FF>_n-9,353.29999999999995,183.0,19:3,FA,<FF>,292.2,459.3
FA(19:3)_<BF>_n-9,351.29999999999995,183.0,19:3,FA,<BF>,292.2,459.3
FA(19:3)_<BB>_n-9,349.29999999999995,183.0,19:3,FA,<BB>,292.2,459.3
FA(19:3)_<FF>_n-10,339.29999999999995,183.0,19:3,FA,<FF>,292.2,459.3
FA(19:3)_<BF>_n-10,337.29999999999995,183.0,19:3,FA,<BF>,292.2,459.3
FA(19:3)_<BB>_n-10,335.29999999999995,183.0,19:3,FA,<BB>,292.2,459.3
FA(19:3)_<FF>_n-11,325.29999999999995,183.0,19:3,FA,<FF>,292.2,459.3
FA(19:3)_<BF>_n-11,323.29999999999995,183.0,19:3,FA,<BF>,292.2,459.3
FA(19:3)_<BB>_n-11,321.29999999999995,183.0,19:3,FA,<BB>,292.2,459.3
