Lipid,Parent_Ion,Chain length,DB Number,DB Location,FA mass,[FA+AMP]+
FA(17:5)_<BBBF>_n-2,417.3,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBBF>_n-3,403.3,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBBF>_n-4,389.3,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBBF>_n-5,375.3,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBBF>_n-6,361.3,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBBF>_n-7,347.29999999999995,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBBF>_n-8,333.29999999999995,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBBF>_n-9,319.29999999999995,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBBF>_n-10,305.29999999999995,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBBF>_n-11,291.29999999999995,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBBF>_n-12,277.29999999999995,17,5,<BBBF>,260.2,427.3
FA(17:5)_<BBFF>_n-3,405.3,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BBFF>_n-4,391.3,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BBFF>_n-5,377.3,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BBFF>_n-6,363.3,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BBFF>_n-7,349.29999999999995,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BBFF>_n-8,335.29999999999995,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BBFF>_n-9,321.29999999999995,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BBFF>_n-10,307.29999999999995,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BBFF>_n-11,293.29999999999995,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BBFF>_n-12,279.29999999999995,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BBFF>_n-13,265.29999999999995,17,5,<BBFF>,260.2,427.3
FA(17:5)_<BFFF>_n-4,393.3,17,5,<BFFF>,260.2,427.3
FA(17:5)_<BFFF>_n-5,379.3,17,5,<BFFF>,260.2,427.3
FA(17:5)_<BFFF>_n-6,365.3,17,5,<BFFF>,260.2,427.3
FA(17:5)_<BFFF>_n-7,351.29999999999995,17,5,<BFFF>,260.2,427.3
FA(17:5)_<BFFF>_n-8,337.29999999999995,17,5,<BFFF>,260.2,427.3
FA(17:5)_<BFFF>_n-9,323.29999999999995,17,5,<BFFF>,260.2,427.3
FA(17:5)_<BFFF>_n-10,309.29999999999995,17,5,<BFFF>,260.2,427.3
FA(17:5)_<BFFF>_n-11,295.29999999999995,17,5,<BFFF>,260.2,427.3
FA(17:5)_<BFFF>_n-12,281.29999999999995,17,5,<BFFF>,260.2,427.3
FA(17:5)_<BFFF>_n-13,267.29999999999995,17,5,<BFFF>,260.2,427.3
FA(17:5)_<BFFF>_n-14,253.29999999999995,17,5,<BFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-5,381.3,17,5,<FFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-6,367.3,17,5,<FFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-7,353.29999999999995,17,5,<FFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-8,339.29999999999995,17,5,<FFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-9,325.29999999999995,17,5,<FFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-10,311.29999999999995,17,5,<FFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-11,297.29999999999995,17,5,<FFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-12,283.29999999999995,17,5,<FFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-13,269.29999999999995,17,5,<FFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-14,255.29999999999995,17,5,<FFFF>,260.2,427.3
FA(17:5)_<FFFF>_n-15,241.29999999999995,17,5,<FFFF>,260.2,427.3
FA(17:6)_<BBBBB>_n-2,413.3,17,6,<BBBBB>,258.2,425.3
FA(17:6)_<BBBBB>_n-3,399.3,17,6,<BBBBB>,258.2,425.3
FA(17:6)_<BBBBB>_n-4,385.3,17,6,<BBBBB>,258.2,425.3
FA(17:6)_<BBBBB>_n-5,371.3,17,6,<BBBBB>,258.2,425.3
FA(17:6)_<BBBBB>_n-6,357.29999999999995,17,6,<BBBBB>,258.2,425.3
FA(17:6)_<BBBBB>_n-7,343.29999999999995,17,6,<BBBBB>,258.2,425.3
FA(17:6)_<BBBBB>_n-8,329.29999999999995,17,6,<BBBBB>,258.2,425.3
FA(17:6)_<BBBBB>_n-9,315.29999999999995,17,6,<BBBBB>,258.2,425.3
FA(17:6)_<BBBBB>_n-10,301.29999999999995,17,6,<BBBBB>,258.2,425.3
FA(17:6)_<BBBBF>_n-2,415.3,17,6,<BBBBF>,258.2,425.3
FA(17:6)_<BBBBF>_n-3,401.3,17,6,<BBBBF>,258.2,425.3
FA(17:6)_<BBBBF>_n-4,387.3,17,6,<BBBBF>,258.2,425.3
FA(17:6)_<BBBBF>_n-5,373.3,17,6,<BBBBF>,258.2,425.3
FA(17:6)_<BBBBF>_n-6,359.29999999999995,17,6,<BBBBF>,258.2,425.3
FA(17:6)_<BBBBF>_n-7,345.29999999999995,17,6,<BBBBF>,258.2,425.3
FA(17:6)_<BBBBF>_n-8,331.29999999999995,17,6,<BBBBF>,258.2,425.3
FA(17:6)_<BBBBF>_n-9,317.29999999999995,17,6,<BBBBF>,258.2,425.3
FA(17:6)_<BBBBF>_n-10,303.29999999999995,17,6,<BBBBF>,258.2,425.3
FA(17:6)_<BBBBF>_n-11,289.29999999999995,17,6,<BBBBF>,258.2,425.3
FA(17:6)_<BBBFF>_n-3,403.3,17,6,<BBBFF>,258.2,425.3
FA(17:6)_<BBBFF>_n-4,389.3,17,6,<BBBFF>,258.2,425.3
FA(17:6)_<BBBFF>_n-5,375.3,17,6,<BBBFF>,258.2,425.3
FA(17:6)_<BBBFF>_n-6,361.3,17,6,<BBBFF>,258.2,425.3
FA(17:6)_<BBBFF>_n-7,347.29999999999995,17,6,<BBBFF>,258.2,425.3
FA(17:6)_<BBBFF>_n-8,333.29999999999995,17,6,<BBBFF>,258.2,425.3
FA(17:6)_<BBBFF>_n-9,319.29999999999995,17,6,<BBBFF>,258.2,425.3
FA(17:6)_<BBBFF>_n-10,305.29999999999995,17,6,<BBBFF>,258.2,425.3
FA(17:6)_<BBBFF>_n-11,291.29999999999995,17,6,<BBBFF>,258.2,425.3
FA(17:6)_<BBBFF>_n-12,277.29999999999995,17,6,<BBBFF>,258.2,425.3
FA(17:6)_<BBFFF>_n-4,391.3,17,6,<BBFFF>,258.2,425.3
FA(17:6)_<BBFFF>_n-5,377.3,17,6,<BBFFF>,258.2,425.3
FA(17:6)_<BBFFF>_n-6,363.3,17,6,<BBFFF>,258.2,425.3
FA(17:6)_<BBFFF>_n-7,349.29999999999995,17,6,<BBFFF>,258.2,425.3
FA(17:6)_<BBFFF>_n-8,335.29999999999995,17,6,<BBFFF>,258.2,425.3
FA(17:6)_<BBFFF>_n-9,321.29999999999995,17,6,<BBFFF>,258.2,425.3
FA(17:6)_<BBFFF>_n-10,307.29999999999995,17,6,<BBFFF>,258.2,425.3
FA(17:6)_<BBFFF>_n-11,293.29999999999995,17,6,<BBFFF>,258.2,425.3
FA(17:6)_<BBFFF>_n-12,279.29999999999995,17,6,<BBFFF>,258.2,425.3
FA(17:6)_<BBFFF>_n-13,265.29999999999995,17,6,<BBFFF>,258.2,425.3
FA(17:6)_<BFFFF>_n-5,379.3,17,6,<BFFFF>,258.2,425.3
FA(17:6)_<BFFFF>_n-6,365.3,17,6,<BFFFF>,258.2,425.3
FA(17:6)_<BFFFF>_n-7,351.29999999999995,17,6,<BFFFF>,258.2,425.3
FA(17:6)_<BFFFF>_n-8,337.29999999999995,17,6,<BFFFF>,258.2,425.3
FA(17:6)_<BFFFF>_n-9,323.29999999999995,17,6,<BFFFF>,258.2,425.3
FA(17:6)_<BFFFF>_n-10,309.29999999999995,17,6,<BFFFF>,258.2,425.3
FA(17:6)_<BFFFF>_n-11,295.29999999999995,17,6,<BFFFF>,258.2,425.3
FA(17:6)_<BFFFF>_n-12,281.29999999999995,17,6,<BFFFF>,258.2,425.3
FA(17:6)_<BFFFF>_n-13,267.29999999999995,17,6,<BFFFF>,258.2,425.3
FA(17:6)_<BFFFF>_n-14,253.29999999999995,17,6,<BFFFF>,258.2,425.3
FA(17:6)_<FFFFF>_n-6,367.3,17,6,<FFFFF>,258.2,425.3
FA(17:6)_<FFFFF>_n-7,353.29999999999995,17,6,<FFFFF>,258.2,425.3
FA(17:6)_<FFFFF>_n-8,339.29999999999995,17,6,<FFFFF>,258.2,425.3
FA(17:6)_<FFFFF>_n-9,325.29999999999995,17,6,<FFFFF>,258.2,425.3
FA(17:6)_<FFFFF>_n-10,311.29999999999995,17,6,<FFFFF>,258.2,425.3
FA(17:6)_<FFFFF>_n-11,297.29999999999995,17,6,<FFFFF>,258.2,425.3
FA(17:6)_<FFFFF>_n-12,283.29999999999995,17,6,<FFFFF>,258.2,425.3
FA(17:6)_<FFFFF>_n-13,269.29999999999995,17,6,<FFFFF>,258.2,425.3
FA(17:6)_<FFFFF>_n-14,255.29999999999995,17,6,<FFFFF>,258.2,425.3
FA(17:6)_<FFFFF>_n-15,241.29999999999995,17,6,<FFFFF>,258.2,425.3
FA(18:1)_<>_n-2,437.3,18,1,<>,282.2,449.3
FA(18:1)_<>_n-3,423.3,18,1,<>,282.2,449.3
FA(18:1)_<>_n-4,409.3,18,1,<>,282.2,449.3
FA(18:1)_<>_n-5,395.3,18,1,<>,282.2,449.3
FA(18:1)_<>_n-6,381.3,18,1,<>,282.2,449.3
FA(18:1)_<>_n-7,367.3,18,1,<>,282.2,449.3
FA(18:1)_<>_n-8,353.29999999999995,18,1,<>,282.2,449.3
FA(18:1)_<>_n-9,339.29999999999995,18,1,<>,282.2,449.3
FA(18:1)_<>_n-10,325.29999999999995,18,1,<>,282.2,449.3
FA(18:1)_<>_n-11,311.29999999999995,18,1,<>,282.2,449.3
FA(18:1)_<>_n-12,297.29999999999995,18,1,<>,282.2,449.3
FA(18:1)_<>_n-13,283.29999999999995,18,1,<>,282.2,449.3
FA(18:1)_<>_n-14,269.29999999999995,18,1,<>,282.2,449.3
FA(18:1)_<>_n-15,255.29999999999995,18,1,<>,282.2,449.3
FA(18:1)_<>_n-16,241.29999999999995,18,1,<>,282.2,449.3
FA(18:2)_<B>_n-2,435.3,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-3,421.3,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-4,407.3,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-5,393.3,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-6,379.3,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-7,365.3,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-8,351.29999999999995,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-9,337.29999999999995,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-10,323.29999999999995,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-11,309.29999999999995,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-12,295.29999999999995,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-13,281.29999999999995,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-14,267.29999999999995,18,2,<B>,280.2,447.3
FA(18:2)_<B>_n-15,253.29999999999995,18,2,<B>,280.2,447.3
FA(18:2)_<F>_n-2,437.3,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-3,423.3,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-4,409.3,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-5,395.3,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-6,381.3,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-7,367.3,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-8,353.29999999999995,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-9,339.29999999999995,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-10,325.29999999999995,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-11,311.29999999999995,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-12,297.29999999999995,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-13,283.29999999999995,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-14,269.29999999999995,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-15,255.29999999999995,18,2,<F>,280.2,447.3
FA(18:2)_<F>_n-16,241.29999999999995,18,2,<F>,280.2,447.3
FA(18:3)_<BB>_n-2,433.3,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-3,419.3,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-4,405.3,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-5,391.3,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-6,377.3,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-7,363.3,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-8,349.29999999999995,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-9,335.29999999999995,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-10,321.29999999999995,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-11,307.29999999999995,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-12,293.29999999999995,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-13,279.29999999999995,18,3,<BB>,278.2,445.3
FA(18:3)_<BB>_n-14,265.29999999999995,18,3,<BB>,278.2,445.3
FA(18:3)_<BF>_n-2,435.3,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-3,421.3,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-4,407.3,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-5,393.3,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-6,379.3,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-7,365.3,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-8,351.29999999999995,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-9,337.29999999999995,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-10,323.29999999999995,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-11,309.29999999999995,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-12,295.29999999999995,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-13,281.29999999999995,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-14,267.29999999999995,18,3,<BF>,278.2,445.3
FA(18:3)_<BF>_n-15,253.29999999999995,18,3,<BF>,278.2,445.3
FA(18:3)_<FF>_n-3,423.3,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-4,409.3,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-5,395.3,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-6,381.3,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-7,367.3,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-8,353.29999999999995,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-9,339.29999999999995,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-10,325.29999999999995,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-11,311.29999999999995,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-12,297.29999999999995,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-13,283.29999999999995,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-14,269.29999999999995,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-15,255.29999999999995,18,3,<FF>,278.2,445.3
FA(18:3)_<FF>_n-16,241.29999999999995,18,3,<FF>,278.2,445.3
FA(18:4)_<BBB>_n-2,431.3,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-3,417.3,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-4,403.3,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-5,389.3,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-6,375.3,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-7,361.3,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-8,347.29999999999995,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-9,333.29999999999995,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-10,319.29999999999995,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-11,305.29999999999995,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-12,291.29999999999995,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBB>_n-13,277.29999999999995,18,4,<BBB>,276.2,443.3
FA(18:4)_<BBF>_n-2,433.3,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-3,419.3,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-4,405.3,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-5,391.3,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-6,377.3,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-7,363.3,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-8,349.29999999999995,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-9,335.29999999999995,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-10,321.29999999999995,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-11,307.29999999999995,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-12,293.29999999999995,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-13,279.29999999999995,18,4,<BBF>,276.2,443.3
FA(18:4)_<BBF>_n-14,265.29999999999995,18,4,<BBF>,276.2,443.3
FA(18:4)_<BFF>_n-3,421.3,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-4,407.3,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-5,393.3,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-6,379.3,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-7,365.3,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-8,351.29999999999995,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-9,337.29999999999995,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-10,323.29999999999995,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-11,309.29999999999995,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-12,295.29999999999995,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-13,281.29999999999995,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-14,267.29999999999995,18,4,<BFF>,276.2,443.3
FA(18:4)_<BFF>_n-15,253.29999999999995,18,4,<BFF>,276.2,443.3
FA(18:4)_<FFF>_n-4,409.3,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-5,395.3,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-6,381.3,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-7,367.3,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-8,353.29999999999995,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-9,339.29999999999995,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-10,325.29999999999995,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-11,311.29999999999995,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-12,297.29999999999995,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-13,283.29999999999995,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-14,269.29999999999995,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-15,255.29999999999995,18,4,<FFF>,276.2,443.3
FA(18:4)_<FFF>_n-16,241.29999999999995,18,4,<FFF>,276.2,443.3
FA(18:5)_<BBBB>_n-2,429.3,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBB>_n-3,415.3,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBB>_n-4,401.3,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBB>_n-5,387.3,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBB>_n-6,373.3,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBB>_n-7,359.29999999999995,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBB>_n-8,345.29999999999995,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBB>_n-9,331.29999999999995,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBB>_n-10,317.29999999999995,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBB>_n-11,303.29999999999995,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBB>_n-12,289.29999999999995,18,5,<BBBB>,274.2,441.3
FA(18:5)_<BBBF>_n-2,431.3,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-3,417.3,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-4,403.3,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-5,389.3,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-6,375.3,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-7,361.3,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-8,347.29999999999995,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-9,333.29999999999995,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-10,319.29999999999995,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-11,305.29999999999995,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-12,291.29999999999995,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBBF>_n-13,277.29999999999995,18,5,<BBBF>,274.2,441.3
FA(18:5)_<BBFF>_n-3,419.3,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-4,405.3,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-5,391.3,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-6,377.3,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-7,363.3,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-8,349.29999999999995,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-9,335.29999999999995,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-10,321.29999999999995,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-11,307.29999999999995,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-12,293.29999999999995,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-13,279.29999999999995,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BBFF>_n-14,265.29999999999995,18,5,<BBFF>,274.2,441.3
FA(18:5)_<BFFF>_n-4,407.3,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-5,393.3,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-6,379.3,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-7,365.3,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-8,351.29999999999995,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-9,337.29999999999995,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-10,323.29999999999995,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-11,309.29999999999995,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-12,295.29999999999995,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-13,281.29999999999995,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-14,267.29999999999995,18,5,<BFFF>,274.2,441.3
FA(18:5)_<BFFF>_n-15,253.29999999999995,18,5,<BFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-5,395.3,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-6,381.3,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-7,367.3,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-8,353.29999999999995,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-9,339.29999999999995,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-10,325.29999999999995,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-11,311.29999999999995,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-12,297.29999999999995,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-13,283.29999999999995,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-14,269.29999999999995,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-15,255.29999999999995,18,5,<FFFF>,274.2,441.3
FA(18:5)_<FFFF>_n-16,241.29999999999995,18,5,<FFFF>,274.2,441.3
FA(18:6)_<BBBBB>_n-2,427.3,18,6,<BBBBB>,272.2,439.3
FA(18:6)_<BBBBB>_n-3,413.3,18,6,<BBBBB>,272.2,439.3
FA(18:6)_<BBBBB>_n-4,399.3,18,6,<BBBBB>,272.2,439.3
FA(18:6)_<BBBBB>_n-5,385.3,18,6,<BBBBB>,272.2,439.3
FA(18:6)_<BBBBB>_n-6,371.3,18,6,<BBBBB>,272.2,439.3
FA(18:6)_<BBBBB>_n-7,357.29999999999995,18,6,<BBBBB>,272.2,439.3
FA(18:6)_<BBBBB>_n-8,343.29999999999995,18,6,<BBBBB>,272.2,439.3
FA(18:6)_<BBBBB>_n-9,329.29999999999995,18,6,<BBBBB>,272.2,439.3
FA(18:6)_<BBBBB>_n-10,315.29999999999995,18,6,<BBBBB>,272.2,439.3
FA(18:6)_<BBBBB>_n-11,301.29999999999995,18,6,<BBBBB>,272.2,439.3
FA(18:6)_<BBBBF>_n-2,429.3,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBF>_n-3,415.3,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBF>_n-4,401.3,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBF>_n-5,387.3,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBF>_n-6,373.3,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBF>_n-7,359.29999999999995,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBF>_n-8,345.29999999999995,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBF>_n-9,331.29999999999995,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBF>_n-10,317.29999999999995,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBF>_n-11,303.29999999999995,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBBF>_n-12,289.29999999999995,18,6,<BBBBF>,272.2,439.3
FA(18:6)_<BBBFF>_n-3,417.3,18,6,<BBBFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-4,403.3,18,6,<BBBFF>,272.2,439.3
FA(18:6)_<BBBFF>_n-5,389.3,18,6,<BBBFF>,272.2,439.3
