,Lipid,Sample_ID,db_pos,Product_Ion,Retention_Time,OzESI_Intensity,Parent_Ion,Biology,Genotype,Mouse,SLBG_group,Lipid_End,total_intensity,n-9%
129,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,623.6,13.74,8607,812.8,liver,5xFAD,FAD131_M2,295,FA18:1,8607,100.0
130,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,623.6,13.74,1854,812.8,liver,5xFAD,FAD131_M4,296,FA18:1,1854,100.0
131,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,623.6,13.69,550,840.8,liver,5xFAD,FAD173_M1,297,FA18:1,6437,0.0
132,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,623.6,13.74,5887,812.8,liver,5xFAD,FAD173_M1,297,FA18:1,6437,91.45564704054684
152,"[TG(57:10),TG(56:3)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,631.5,16.76,663,820.7,dienc,WT,DOD94_F3,298,FA18:1,663,100.0
153,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,631.5,16.71,1040,820.7,cortex,WT,FAD184_F3,299,FA18:1,1040,100.0
154,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,631.5,16.67,693,820.7,hippo,WT,FAD184_F3,300,FA18:1,693,100.0
155,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,631.5,16.67,9876,820.7,cereb,WT,FAD185_M4,301,FA18:1,9876,100.0
156,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-9,631.5,16.67,1097,820.7,cortex,WT,FAD185_M4,302,FA18:1,1097,100.0
157,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,631.5,16.67,581,820.7,cereb,WT,FAD189_M3,303,FA18:1,581,100.0
158,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,631.5,16.67,1140,820.7,cortex,WT,FAD189_M3,304,FA18:1,1140,100.0
159,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,631.5,16.71,767,820.7,dienc,WT,FAD189_M3,305,FA18:1,767,100.0
133,"[TG(57:10),TG(56:3)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,631.5,17.15,711,848.7,liver,5xFAD,DOD73_M2,306,FA18:1,12364,0.0
134,"[TG(57:10),TG(56:3)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,631.5,17.25,11653,820.7,liver,5xFAD,DOD73_M2,306,FA18:1,12364,94.24943384018117
135,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,631.5,17.19,5438,848.7,liver,5xFAD,FAD131_M1,307,FA18:1,54117,0.0
136,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,631.5,17.29,48679,820.7,liver,5xFAD,FAD131_M1,307,FA18:1,54117,89.95140159284514
137,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,631.5,17.19,7002,848.7,liver,5xFAD,FAD131_M2,308,FA18:1,65398,0.0
138,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,631.5,17.25,58396,820.7,liver,5xFAD,FAD131_M2,308,FA18:1,65398,89.29325055812104
139,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,631.5,17.25,5382,820.7,liver,5xFAD,FAD131_M4,309,FA18:1,5382,100.0
140,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,631.5,17.19,1102,848.7,liver,5xFAD,FAD173_M1,310,FA18:1,18475,0.0
141,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,631.5,17.25,17373,820.7,liver,5xFAD,FAD173_M1,310,FA18:1,18475,94.03518267929634
160,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,629.5,15.56,566,818.7,cortex,WT,FAD184_F3,311,FA18:1,566,100.0
161,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-7,629.5,15.51,674,846.7,cereb,WT,FAD185_M4,312,FA18:1,6191,0.0
162,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,629.5,15.56,5517,818.7,cereb,WT,FAD185_M4,312,FA18:1,6191,89.11322888063317
163,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,629.5,15.56,584,818.7,cereb,WT,FAD189_M3,313,FA18:1,584,100.0
164,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,629.5,15.56,1377,818.7,cortex,WT,FAD189_M3,314,FA18:1,1377,100.0
165,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,629.5,15.56,550,818.7,dienc,WT,FAD189_M3,315,FA18:1,550,100.0
129,"[TG(57:11),TG(56:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,629.5,15.83,1635,818.7,cereb,5xFAD,FAD189_M1,316,FA18:1,1635,100.0
130,"[TG(57:11),TG(56:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,629.5,15.83,2394,818.7,cortex,5xFAD,FAD189_M1,317,FA18:1,2394,100.0
142,"[TG(57:11),TG(56:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,629.5,16.04,1822,846.7,liver,5xFAD,DOD73_M2,318,FA18:1,13346,0.0
143,"[TG(57:11),TG(56:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,629.5,16.14,11524,818.7,liver,5xFAD,DOD73_M2,318,FA18:1,13346,86.34796942904242
144,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,629.5,16.09,5846,846.7,liver,5xFAD,FAD131_M1,319,FA18:1,27635,0.0
145,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,629.5,16.09,21789,818.7,liver,5xFAD,FAD131_M1,319,FA18:1,27635,78.84566672697666
146,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,629.5,16.04,7550,846.7,liver,5xFAD,FAD131_M2,320,FA18:1,30615,0.0
147,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,629.5,16.09,23065,818.7,liver,5xFAD,FAD131_M2,320,FA18:1,30615,75.33888616691165
148,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,629.5,16.14,4900,818.7,liver,5xFAD,FAD131_M4,321,FA18:1,4900,100.0
149,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,629.5,16.04,2459,846.7,liver,5xFAD,FAD173_M1,322,FA18:1,18582,0.0
150,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,629.5,16.09,16123,818.7,liver,5xFAD,FAD173_M1,322,FA18:1,18582,86.76676353460337
151,"[TG(57:12),TG(56:5)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,627.5,15.07,1228,816.7,liver,5xFAD,DOD73_M2,323,FA18:1,1228,100.0
152,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,627.5,14.93,2148,844.7,liver,5xFAD,FAD131_M1,324,FA18:1,8777,0.0
153,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,627.5,14.94,6629,816.7,liver,5xFAD,FAD131_M1,324,FA18:1,8777,75.52694542554403
154,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,627.5,14.89,1967,844.7,liver,5xFAD,FAD131_M2,325,FA18:1,7594,0.0
155,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,627.5,15.12,5627,816.7,liver,5xFAD,FAD131_M2,325,FA18:1,7594,74.0979720832236
156,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,627.5,14.94,2874,816.7,liver,5xFAD,FAD131_M4,326,FA18:1,2874,100.0
157,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,627.5,14.84,669,844.7,liver,5xFAD,FAD173_M1,327,FA18:1,5137,0.0
158,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,627.5,14.94,4468,816.7,liver,5xFAD,FAD173_M1,327,FA18:1,5137,86.97683472844072
166,"[TG(57:9),TG(56:2)]_FA18:1",11282023_DOD94_F3_WT_cortex_O3on_01,n-9,633.6,17.91,679,822.8,cortex,WT,DOD94_F3,328,FA18:1,679,100.0
167,"[TG(57:9),TG(56:2)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,633.6,18.04,524,822.8,dienc,WT,DOD94_F3,329,FA18:1,524,100.0
168,"[TG(57:9),TG(56:2)]_FA18:1",11282023_DOD94_F3_WT_hippo_O3on_01,n-9,633.6,18.04,732,822.8,hippo,WT,DOD94_F3,330,FA18:1,732,100.0
169,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,633.6,17.91,511,822.8,cortex,WT,FAD184_F3,331,FA18:1,511,100.0
170,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,633.6,17.91,620,822.8,hippo,WT,FAD184_F3,332,FA18:1,620,100.0
171,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-9,633.6,17.91,549,822.8,cereb,WT,FAD184_F4,333,FA18:1,549,100.0
172,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,633.6,17.91,2292,822.8,cereb,WT,FAD185_M4,334,FA18:1,2292,100.0
173,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,633.6,17.96,996,822.8,dienc,WT,FAD189_M3,335,FA18:1,996,100.0
131,"[TG(57:9),TG(56:2)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,633.6,18.04,532,822.8,dienc,5xFAD,DOD93_F4,336,FA18:1,532,100.0
132,"[TG(57:9),TG(56:2)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,633.6,18.09,538,822.8,cereb,5xFAD,FAD185_M1,337,FA18:1,538,100.0
159,"[TG(57:9),TG(56:2)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,633.6,18.44,6926,822.8,liver,5xFAD,DOD73_M2,338,FA18:1,6926,100.0
160,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,633.6,18.44,1663,850.8,liver,5xFAD,FAD131_M1,339,FA18:1,24673,0.0
161,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,633.6,18.44,23010,822.8,liver,5xFAD,FAD131_M1,339,FA18:1,24673,93.25983869006606
162,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,633.6,18.39,2656,850.8,liver,5xFAD,FAD131_M2,340,FA18:1,32198,0.0
163,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,633.6,18.44,29542,822.8,liver,5xFAD,FAD131_M2,340,FA18:1,32198,91.75104043729424
164,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,633.6,18.44,1127,822.8,liver,5xFAD,FAD131_M4,341,FA18:1,1127,100.0
165,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,633.6,18.3,798,850.8,liver,5xFAD,FAD173_M1,342,FA18:1,10313,0.0
166,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,633.6,18.44,9515,822.8,liver,5xFAD,FAD173_M1,342,FA18:1,10313,92.26219334820131
167,"[TG(58:7),TG(57:0)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,651.6,14.22,808,840.8,liver,5xFAD,DOD73_M2,343,FA18:1,808,100.0
168,"[TG(58:7),TG(57:0)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,651.6,14.27,2162,840.8,liver,5xFAD,FAD131_M1,344,FA18:1,2162,100.0
169,"[TG(58:7),TG(57:0)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,651.6,14.22,2006,840.8,liver,5xFAD,FAD131_M2,345,FA18:1,2006,100.0
170,"[TG(58:7),TG(57:0)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,651.6,14.18,885,840.8,liver,5xFAD,FAD131_M4,346,FA18:1,885,100.0
171,"[TG(58:7),TG(57:0)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,651.6,14.22,1044,840.8,liver,5xFAD,FAD173_M1,347,FA18:1,1044,100.0
172,"[TG(59:11),TG(58:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,657.6,17.15,1534,846.8,liver,5xFAD,DOD73_M2,348,FA18:1,1534,100.0
173,"[TG(59:11),TG(58:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,657.6,17.19,1079,874.8,liver,5xFAD,FAD131_M1,349,FA18:1,4666,0.0
174,"[TG(59:11),TG(58:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,657.6,17.24,3587,846.8,liver,5xFAD,FAD131_M1,349,FA18:1,4666,76.87526789541363
175,"[TG(59:11),TG(58:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,657.6,17.1,778,874.8,liver,5xFAD,FAD131_M2,350,FA18:1,4545,0.0
176,"[TG(59:11),TG(58:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,657.6,17.2,3767,846.8,liver,5xFAD,FAD131_M2,350,FA18:1,4545,82.88228822882289
177,"[TG(59:11),TG(58:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,657.6,17.2,3132,846.8,liver,5xFAD,FAD173_M1,351,FA18:1,3132,100.0
178,"[TG(59:12),TG(58:5)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,655.5,16.0,590,844.7,liver,5xFAD,DOD73_M2,352,FA18:1,590,100.0
179,"[TG(59:12),TG(58:5)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,655.5,16.04,770,844.7,liver,5xFAD,FAD131_M1,353,FA18:1,770,100.0
180,"[TG(59:12),TG(58:5)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,655.5,16.04,619,844.7,liver,5xFAD,FAD131_M2,354,FA18:1,619,100.0
181,"[TG(59:12),TG(58:5)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,655.5,16.04,642,844.7,liver,5xFAD,FAD173_M1,355,FA18:1,642,100.0
182,"[TG(59:13),TG(58:6)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,653.5,15.51,1293,842.7,liver,5xFAD,FAD131_M1,356,FA18:1,1293,100.0
183,"[TG(59:13),TG(58:6)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,653.5,15.55,1197,842.7,liver,5xFAD,FAD131_M2,357,FA18:1,1197,100.0
22,[TG(52:6)]_FA18:2,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,571.5,11.62,629,786.7,liver,5xFAD,FAD131_M1,64,,629,0.0
