,Lipid,Sample_ID,db_pos,Product_Ion,Retention_Time,OzESI_Intensity,Parent_Ion,Biology,Genotype,Mouse
169,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,633.6,17.91,511,822.8,cortex,WT,FAD184_F3
170,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,633.6,17.91,620,822.8,hippo,WT,FAD184_F3
171,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-9,633.6,17.91,549,822.8,cereb,WT,FAD184_F4
172,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,633.6,17.91,2292,822.8,cereb,WT,FAD185_M4
173,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,633.6,17.96,996,822.8,dienc,WT,FAD189_M3
0,[TG(50:3)]_FA18:1,11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,547.5,13.8,967,736.7,cortex,5xFAD,DOD93_F4
1,[TG(50:3)]_FA18:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,547.5,13.54,654,736.7,dienc,5xFAD,DOD93_F4
2,[TG(50:3)]_FA18:1,11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,547.5,13.8,679,736.7,hippo,5xFAD,DOD93_F4
3,[TG(50:3)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,547.5,13.58,1585,736.7,cereb,5xFAD,DOD94_F4
4,[TG(50:3)]_FA18:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,547.5,13.58,1122,736.7,cortex,5xFAD,DOD94_F4
5,[TG(50:3)]_FA18:1,11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,547.5,13.76,505,736.7,dienc,5xFAD,DOD94_F4
6,[TG(50:3)]_FA18:1,11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,547.5,13.58,851,736.7,cortex,5xFAD,FAD185_M1
7,[TG(50:3)]_FA18:1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,547.5,13.58,676,736.7,dienc,5xFAD,FAD185_M1
8,[TG(50:3)]_FA18:1,11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,547.5,13.76,717,736.7,hippo,5xFAD,FAD185_M1
9,[TG(50:3)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,547.5,13.54,773,736.7,cereb,5xFAD,FAD185_M3
10,[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,547.5,13.67,3350,736.7,cereb,5xFAD,FAD189_M1
11,[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,547.5,13.63,4647,736.7,cortex,5xFAD,FAD189_M1
12,[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,547.5,13.63,1179,736.7,dienc,5xFAD,FAD189_M1
13,[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,547.5,13.85,539,736.7,hippo,5xFAD,FAD189_M1
14,[TG(50:3)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,547.5,13.63,530,736.7,cereb,5xFAD,FAD189_M2
15,[TG(50:3)]_FA18:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,547.5,13.72,689,736.7,dienc,5xFAD,FAD189_M2
16,[TG(52:5)]_FA16:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-7,599.5,12.24,586,788.7,dienc,5xFAD,DOD93_F4
17,[TG(52:5)]_FA16:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,599.5,12.24,1418,788.7,cereb,5xFAD,DOD94_F4
18,[TG(52:5)]_FA16:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-7,599.5,12.24,931,788.7,cortex,5xFAD,DOD94_F4
19,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-7,599.5,12.24,1340,788.7,cereb,5xFAD,FAD185_M1
20,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-7,599.5,12.28,2509,788.7,cortex,5xFAD,FAD185_M1
21,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-7,599.5,12.24,906,788.7,dienc,5xFAD,FAD185_M1
22,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-7,599.5,12.33,603,788.7,hippo,5xFAD,FAD185_M1
23,[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,599.5,12.24,1314,788.7,cereb,5xFAD,FAD185_M3
24,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,599.5,12.28,27260,788.7,cereb,5xFAD,FAD189_M1
25,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,599.5,12.42,1812,760.7,cereb,5xFAD,FAD189_M1
26,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,599.5,12.28,30704,788.7,cortex,5xFAD,FAD189_M1
27,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,599.5,12.33,2195,760.7,cortex,5xFAD,FAD189_M1
28,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-7,599.5,12.33,5355,788.7,dienc,5xFAD,FAD189_M1
29,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,599.5,12.38,640,760.7,dienc,5xFAD,FAD189_M1
30,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-7,599.5,12.33,934,788.7,hippo,5xFAD,FAD189_M1
31,[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-7,599.5,12.24,742,788.7,cereb,5xFAD,FAD189_M2
32,[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,599.5,13.48,967,788.7,cereb,5xFAD,DOD93_F4
33,[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,599.5,13.53,1047,788.7,cortex,5xFAD,DOD93_F4
34,[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,599.5,13.48,1571,788.7,dienc,5xFAD,DOD93_F4
35,[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,599.5,13.48,3508,788.7,cereb,5xFAD,DOD94_F4
36,[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,599.5,13.48,1140,788.7,cortex,5xFAD,DOD94_F4
37,[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,599.5,13.66,640,788.7,dienc,5xFAD,DOD94_F4
38,[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,599.5,13.57,623,788.7,hippo,5xFAD,DOD94_F4
39,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,599.5,13.48,1967,788.7,cereb,5xFAD,FAD185_M1
40,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,599.5,13.48,4133,788.7,cortex,5xFAD,FAD185_M1
41,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,599.5,13.48,2224,788.7,dienc,5xFAD,FAD185_M1
42,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,599.5,13.48,920,788.7,hippo,5xFAD,FAD185_M1
43,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,599.5,13.48,877,788.7,cereb,5xFAD,FAD185_M3
44,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,599.5,13.48,806,788.7,dienc,5xFAD,FAD185_M3
45,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,599.5,13.47,1746,816.7,cereb,5xFAD,FAD189_M1
46,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,599.5,13.53,24908,788.7,cereb,5xFAD,FAD189_M1
47,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,599.5,13.47,1563,816.7,cortex,5xFAD,FAD189_M1
48,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,599.5,13.52,25526,788.7,cortex,5xFAD,FAD189_M1
49,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-7,599.5,13.47,761,816.7,dienc,5xFAD,FAD189_M1
50,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,599.5,13.53,5131,788.7,dienc,5xFAD,FAD189_M1
51,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,599.5,13.53,1241,788.7,hippo,5xFAD,FAD189_M1
52,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,599.5,13.48,1097,788.7,cereb,5xFAD,FAD189_M2
53,[TG(54:6)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,597.5,12.46,3179,786.7,cereb,5xFAD,FAD189_M1
54,[TG(54:6)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,597.5,12.46,2368,786.7,cortex,5xFAD,FAD189_M1
55,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,603.5,15.88,9306,792.7,cereb,5xFAD,DOD93_F4
56,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,603.5,15.88,8602,792.7,cortex,5xFAD,DOD93_F4
57,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-7,603.5,15.82,1197,820.7,dienc,5xFAD,DOD93_F4
58,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,603.5,15.83,10458,792.7,dienc,5xFAD,DOD93_F4
59,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,603.5,15.88,8914,792.7,hippo,5xFAD,DOD93_F4
60,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,603.5,15.83,13394,792.7,cereb,5xFAD,DOD94_F4
61,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,603.5,15.88,10862,792.7,cortex,5xFAD,DOD94_F4
62,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,603.5,15.88,7253,792.7,dienc,5xFAD,DOD94_F4
63,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,603.5,15.97,7821,792.7,hippo,5xFAD,DOD94_F4
64,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,603.5,15.83,7610,792.7,cereb,5xFAD,FAD185_M1
65,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,603.5,15.83,10892,792.7,cortex,5xFAD,FAD185_M1
66,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,603.5,15.83,9956,792.7,dienc,5xFAD,FAD185_M1
67,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,603.5,15.83,8270,792.7,hippo,5xFAD,FAD185_M1
68,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,603.5,15.83,4918,792.7,cereb,5xFAD,FAD185_M3
69,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,603.5,15.88,3309,792.7,dienc,5xFAD,FAD185_M3
70,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M3_5xFAD_hippo_O3on_01,n-9,603.5,15.83,2921,792.7,hippo,5xFAD,FAD185_M3
71,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,603.5,15.82,1292,820.7,cereb,5xFAD,FAD189_M1
72,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,603.5,15.88,38887,792.7,cereb,5xFAD,FAD189_M1
73,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,603.5,15.82,1631,820.7,cortex,5xFAD,FAD189_M1
74,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,603.5,15.83,41162,792.7,cortex,5xFAD,FAD189_M1
75,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,603.5,15.92,8434,792.7,dienc,5xFAD,FAD189_M1
76,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,603.5,15.92,6433,792.7,hippo,5xFAD,FAD189_M1
77,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,603.5,15.83,3287,792.7,cereb,5xFAD,FAD189_M2
78,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,603.5,15.83,1895,792.7,cortex,5xFAD,FAD189_M2
79,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,603.5,15.83,2100,792.7,dienc,5xFAD,FAD189_M2
80,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M2_5xFAD_hippo_O3on_01,n-9,603.5,15.83,1493,792.7,hippo,5xFAD,FAD189_M2
81,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,601.5,14.68,1289,790.7,cereb,5xFAD,DOD93_F4
82,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,601.5,14.68,3545,790.7,cortex,5xFAD,DOD93_F4
83,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,601.5,14.68,3450,790.7,dienc,5xFAD,DOD93_F4
84,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,601.5,15.03,1359,790.7,hippo,5xFAD,DOD93_F4
85,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,601.5,14.67,940,818.7,cereb,5xFAD,DOD94_F4
86,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,601.5,14.68,10918,790.7,cereb,5xFAD,DOD94_F4
87,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,601.5,14.68,4384,790.7,cortex,5xFAD,DOD94_F4
88,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,601.5,14.68,1830,790.7,dienc,5xFAD,DOD94_F4
89,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,601.5,14.77,1717,790.7,hippo,5xFAD,DOD94_F4
90,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,601.5,14.68,4072,790.7,cereb,5xFAD,FAD185_M1
91,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,601.5,14.68,6715,790.7,cortex,5xFAD,FAD185_M1
92,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,601.5,14.68,3355,790.7,dienc,5xFAD,FAD185_M1
93,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,601.5,14.68,2489,790.7,hippo,5xFAD,FAD185_M1
94,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,601.5,14.68,2905,790.7,cereb,5xFAD,FAD185_M3
95,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,601.5,14.68,2038,790.7,dienc,5xFAD,FAD185_M3
96,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,601.5,14.67,4105,818.7,cereb,5xFAD,FAD189_M1
97,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,601.5,14.72,48676,790.7,cereb,5xFAD,FAD189_M1
98,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,601.5,14.72,2442,818.7,cortex,5xFAD,FAD189_M1
99,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,601.5,14.68,56147,790.7,cortex,5xFAD,FAD189_M1
100,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-7,601.5,14.67,674,818.7,dienc,5xFAD,FAD189_M1
101,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,601.5,14.72,8886,790.7,dienc,5xFAD,FAD189_M1
102,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,601.5,14.68,2586,790.7,hippo,5xFAD,FAD189_M1
103,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,601.5,14.68,938,790.7,cereb,5xFAD,FAD189_M2
104,"[TG(55:8),TG(54:1)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,607.5,17.03,820,796.7,dienc,5xFAD,DOD93_F4
105,"[TG(55:8),TG(54:1)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,607.5,17.12,570,796.7,cereb,5xFAD,DOD94_F4
106,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,605.5,17.08,2329,794.7,cereb,5xFAD,DOD93_F4
107,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,605.5,17.12,2027,794.7,cortex,5xFAD,DOD93_F4
108,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,605.5,17.03,2860,794.7,dienc,5xFAD,DOD93_F4
109,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,605.5,17.12,1901,794.7,hippo,5xFAD,DOD93_F4
110,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,605.5,17.03,4075,794.7,cereb,5xFAD,DOD94_F4
111,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,605.5,17.03,3034,794.7,cortex,5xFAD,DOD94_F4
112,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,605.5,17.03,2548,794.7,dienc,5xFAD,DOD94_F4
113,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,605.5,17.12,2445,794.7,hippo,5xFAD,DOD94_F4
114,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,605.5,17.12,1402,794.7,cereb,5xFAD,FAD185_M1
115,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,605.5,17.03,1610,794.7,cortex,5xFAD,FAD185_M1
116,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,605.5,17.03,1652,794.7,dienc,5xFAD,FAD185_M1
117,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,605.5,17.08,2765,794.7,hippo,5xFAD,FAD185_M1
118,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,605.5,17.03,657,794.7,cereb,5xFAD,FAD185_M3
119,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,605.5,17.25,669,794.7,dienc,5xFAD,FAD185_M3
120,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M3_5xFAD_hippo_O3on_01,n-9,605.5,17.21,501,794.7,hippo,5xFAD,FAD185_M3
121,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,605.5,17.08,2387,794.7,cereb,5xFAD,FAD189_M1
122,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,605.5,17.08,4080,794.7,cortex,5xFAD,FAD189_M1
123,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,605.5,17.16,1402,794.7,dienc,5xFAD,FAD189_M1
124,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,605.5,17.21,1836,794.7,hippo,5xFAD,FAD189_M1
125,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,605.5,17.03,813,794.7,cereb,5xFAD,FAD189_M2
126,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,605.5,17.08,561,794.7,cortex,5xFAD,FAD189_M2
127,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,605.5,17.03,530,794.7,dienc,5xFAD,FAD189_M2
128,"[TG(56:7),TG(55:0)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,623.6,13.43,579,812.8,cereb,5xFAD,FAD189_M1
129,"[TG(57:11),TG(56:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,629.5,15.83,1635,818.7,cereb,5xFAD,FAD189_M1
130,"[TG(57:11),TG(56:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,629.5,15.83,2394,818.7,cortex,5xFAD,FAD189_M1
131,"[TG(57:9),TG(56:2)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,633.6,18.04,532,822.8,dienc,5xFAD,DOD93_F4
132,"[TG(57:9),TG(56:2)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,633.6,18.09,538,822.8,cereb,5xFAD,FAD185_M1
0,[TG(50:3)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,547.5,13.89,1214,764.7,liver,5xFAD,DOD73_M2
1,[TG(50:3)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,547.5,13.94,13197,736.7,liver,5xFAD,DOD73_M2
2,[TG(50:3)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,547.5,13.93,2417,764.7,liver,5xFAD,FAD131_M1
3,[TG(50:3)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,547.5,13.98,32075,736.7,liver,5xFAD,FAD131_M1
4,[TG(50:3)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,547.5,13.93,4463,764.7,liver,5xFAD,FAD131_M2
5,[TG(50:3)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,547.5,13.98,44610,736.7,liver,5xFAD,FAD131_M2
6,[TG(50:3)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,547.5,13.89,1084,764.7,liver,5xFAD,FAD131_M4
7,[TG(50:3)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,547.5,13.98,7339,736.7,liver,5xFAD,FAD131_M4
8,[TG(50:3)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,547.5,13.89,1142,764.7,liver,5xFAD,FAD173_M1
9,[TG(50:3)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,547.5,13.94,15215,736.7,liver,5xFAD,FAD173_M1
10,[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-10,599.5,12.83,501,746.6,liver,5xFAD,DOD73_M2
11,[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,599.5,12.64,49192,788.7,liver,5xFAD,DOD73_M2
12,[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,599.5,12.69,5585,760.7,liver,5xFAD,DOD73_M2
13,[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,599.5,12.68,43297,788.7,liver,5xFAD,FAD131_M1
14,[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,599.5,12.73,14527,760.7,liver,5xFAD,FAD131_M1
15,[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,599.5,12.64,44874,788.7,liver,5xFAD,FAD131_M2
16,[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,599.5,12.73,20182,760.7,liver,5xFAD,FAD131_M2
17,[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-10,599.5,12.87,539,746.6,liver,5xFAD,FAD131_M4
18,[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,599.5,12.64,31804,788.7,liver,5xFAD,FAD131_M4
19,[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,599.5,12.69,6253,760.7,liver,5xFAD,FAD131_M4
20,[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,599.5,12.64,50976,788.7,liver,5xFAD,FAD173_M1
21,[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,599.5,12.69,16993,760.7,liver,5xFAD,FAD173_M1
22,[TG(52:6)]_FA18:2,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,571.5,11.62,629,786.7,liver,5xFAD,FAD131_M1
