,Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Transition,Area,Area_RT,Area_Ratio,FAC,TG,Biology,Genotype,Mouse,SLBG_group,Lipid_End
112,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-7,818.7,601.5,14.4,22476.0,818.7 -> 601.5,202375.0,0.2220333333333322,5.32,FA18:1,"TG(54:4), TG(55:11)",cereb,WT,FAD185_M4,75,FA18:1
113,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,790.7,601.5,14.46,102138.0,790.7 -> 601.5,1077629.0,0.4884666666666657,5.32,FA18:1,"TG(54:4), TG(55:11)",cereb,WT,FAD185_M4,75,FA18:1
114,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-7,818.7,601.5,14.4,7481.0,818.7 -> 601.5,50175.0,0.1776166666666672,11.36,FA18:1,"TG(54:4), TG(55:11)",cortex,WT,FAD185_M4,76,FA18:1
115,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-9,790.7,601.5,14.46,67236.0,790.7 -> 601.5,569880.0,0.2220333333333339,11.36,FA18:1,"TG(54:4), TG(55:11)",cortex,WT,FAD185_M4,76,FA18:1
116,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-7,818.7,601.5,14.4,1655.0,818.7 -> 601.5,12443.0,0.0888166666666663,9.43,FA18:1,"TG(54:4), TG(55:11)",dienc,WT,FAD185_M4,77,FA18:1
117,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-9,790.7,601.5,14.46,14844.0,790.7 -> 601.5,117285.0,0.1332166666666658,9.43,FA18:1,"TG(54:4), TG(55:11)",dienc,WT,FAD185_M4,77,FA18:1
118,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_hippo_O3on_01,n-9,790.7,601.5,14.5,6223.0,790.7 -> 601.5,48040.0,0.0888166666666681,,FA18:1,"TG(54:4), TG(55:11)",hippo,WT,FAD185_M4,78,FA18:1
119,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-7,818.7,601.5,14.4,2300.0,818.7 -> 601.5,16183.0,0.0888166666666663,9.66,FA18:1,"TG(54:4), TG(55:11)",cereb,WT,FAD189_M3,79,FA18:1
120,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,790.7,601.5,14.46,17600.0,790.7 -> 601.5,156266.0,0.1776166666666672,9.66,FA18:1,"TG(54:4), TG(55:11)",cereb,WT,FAD189_M3,79,FA18:1
121,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-7,818.7,601.5,14.36,5009.0,818.7 -> 601.5,50386.0,0.1332166666666658,7.48,FA18:1,"TG(54:4), TG(55:11)",cortex,WT,FAD189_M3,80,FA18:1
122,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,790.7,601.5,14.46,35027.0,790.7 -> 601.5,376915.0,0.2664500000000007,7.48,FA18:1,"TG(54:4), TG(55:11)",cortex,WT,FAD189_M3,80,FA18:1
123,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-7,818.7,601.5,14.4,1071.0,818.7 -> 601.5,10486.0,0.0888166666666663,14.07,FA18:1,"TG(54:4), TG(55:11)",dienc,WT,FAD189_M3,81,FA18:1
124,"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,790.7,601.5,14.46,14776.0,790.7 -> 601.5,147531.0,0.2220333333333339,14.07,FA18:1,"TG(54:4), TG(55:11)",dienc,WT,FAD189_M3,81,FA18:1
30,"[TG(55:8),TG(54:1)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,796.7,607.5,16.94,550.0,796.7 -> 607.5,2200.0,0.0,,FA18:1,"TG(54:1), TG(55:8)",dienc,WT,DOD94_F3,82,FA18:1
31,"[TG(55:8),TG(54:1)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-9,796.7,607.5,16.9,599.0,796.7 -> 607.5,4645.0,0.0444166666666667,,FA18:1,"TG(54:1), TG(55:8)",cereb,WT,FAD184_F3,83,FA18:1
32,"[TG(55:8),TG(54:1)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,796.7,607.5,16.9,939.0,796.7 -> 607.5,6193.0,0.0888166666666663,,FA18:1,"TG(54:1), TG(55:8)",cortex,WT,FAD184_F3,84,FA18:1
33,"[TG(55:8),TG(54:1)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,796.7,607.5,16.85,4912.0,796.7 -> 607.5,40908.0,0.1776333333333326,,FA18:1,"TG(54:1), TG(55:8)",cereb,WT,FAD185_M4,85,FA18:1
34,"[TG(55:8),TG(54:1)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,796.7,607.5,16.99,682.0,796.7 -> 607.5,5394.0,0.1332166666666694,,FA18:1,"TG(54:1), TG(55:8)",cereb,WT,FAD189_M3,86,FA18:1
35,"[TG(55:8),TG(54:1)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,796.7,607.5,16.85,1769.0,796.7 -> 607.5,18014.0,0.1332166666666694,,FA18:1,"TG(54:1), TG(55:8)",cortex,WT,FAD189_M3,87,FA18:1
36,"[TG(55:9),TG(54:2)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-7,822.7,605.5,16.89,601.0,822.7 -> 605.5,2402.0,0.0,18.21,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,DOD94_F3,88,FA18:1
37,"[TG(55:9),TG(54:2)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-9,794.7,605.5,16.9,4860.0,794.7 -> 605.5,43733.0,0.3996666666666648,18.21,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,DOD94_F3,88,FA18:1
38,"[TG(55:9),TG(54:2)]_FA18:1",11282023_DOD94_F3_WT_cortex_O3on_01,n-9,794.7,605.5,16.9,3377.0,794.7 -> 605.5,38157.0,0.3996666666666648,,FA18:1,"TG(54:2), TG(55:9)",cortex,WT,DOD94_F3,89,FA18:1
39,"[TG(55:9),TG(54:2)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,794.7,605.5,16.94,6196.0,794.7 -> 605.5,69661.0,0.4884833333333311,,FA18:1,"TG(54:2), TG(55:9)",dienc,WT,DOD94_F3,90,FA18:1
40,"[TG(55:9),TG(54:2)]_FA18:1",11282023_DOD94_F3_WT_hippo_O3on_01,n-9,794.7,605.5,17.03,3317.0,794.7 -> 605.5,73975.0,0.4884666666666675,,FA18:1,"TG(54:2), TG(55:9)",hippo,WT,DOD94_F3,91,FA18:1
41,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-7,822.7,605.5,16.85,922.0,822.7 -> 605.5,7356.0,0.0443999999999995,7.5,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,FAD184_F3,92,FA18:1
42,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-9,794.7,605.5,16.9,4539.0,794.7 -> 605.5,55140.0,0.3552500000000016,7.5,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,FAD184_F3,92,FA18:1
43,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-7,822.7,605.5,16.85,653.0,822.7 -> 605.5,5010.0,0.0443999999999995,16.6,FA18:1,"TG(54:2), TG(55:9)",cortex,WT,FAD184_F3,93,FA18:1
44,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,794.7,605.5,16.85,7909.0,794.7 -> 605.5,83146.0,0.4884833333333311,16.6,FA18:1,"TG(54:2), TG(55:9)",cortex,WT,FAD184_F3,93,FA18:1
45,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-7,822.7,605.5,16.8,876.0,822.7 -> 605.5,3504.0,0.0,13.33,FA18:1,"TG(54:2), TG(55:9)",dienc,WT,FAD184_F3,94,FA18:1
46,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-9,794.7,605.5,16.85,3978.0,794.7 -> 605.5,46700.0,0.355249999999998,13.33,FA18:1,"TG(54:2), TG(55:9)",dienc,WT,FAD184_F3,94,FA18:1
47,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,794.7,605.5,16.9,4789.0,794.7 -> 605.5,64990.0,0.3996666666666648,,FA18:1,"TG(54:2), TG(55:9)",hippo,WT,FAD184_F3,95,FA18:1
48,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-7,822.7,605.5,16.8,731.0,822.7 -> 605.5,5846.0,0.0444000000000031,6.95,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,FAD184_F4,96,FA18:1
49,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-9,794.7,605.5,16.9,3208.0,794.7 -> 605.5,40637.0,0.2220333333333322,6.95,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,FAD184_F4,96,FA18:1
50,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F4_WT_cortex_O3on_01,n-9,794.7,605.5,16.94,1741.0,794.7 -> 605.5,15014.0,0.0888166666666663,,FA18:1,"TG(54:2), TG(55:9)",cortex,WT,FAD184_F4,97,FA18:1
51,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F4_WT_dienc_O3on_01,n-9,794.7,605.5,16.9,4158.0,794.7 -> 605.5,50673.0,0.3108499999999985,,FA18:1,"TG(54:2), TG(55:9)",dienc,WT,FAD184_F4,98,FA18:1
52,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F4_WT_hippo_O3on_01,n-9,794.7,605.5,16.9,1140.0,794.7 -> 605.5,17585.0,0.3996499999999976,,FA18:1,"TG(54:2), TG(55:9)",hippo,WT,FAD184_F4,99,FA18:1
53,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-7,822.7,605.5,16.8,3020.0,822.7 -> 605.5,33560.0,0.1776499999999998,13.22,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,FAD185_M4,100,FA18:1
54,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,794.7,605.5,16.85,41704.0,794.7 -> 605.5,443580.0,0.4440833333333316,13.22,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,FAD185_M4,100,FA18:1
55,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-9,794.7,605.5,16.85,3674.0,794.7 -> 605.5,37063.0,0.1776333333333326,,FA18:1,"TG(54:2), TG(55:9)",cortex,WT,FAD185_M4,101,FA18:1
56,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-9,794.7,605.5,16.9,1924.0,794.7 -> 605.5,24950.0,0.2664499999999989,,FA18:1,"TG(54:2), TG(55:9)",dienc,WT,FAD185_M4,102,FA18:1
57,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD185_M4_WT_hippo_O3on_01,n-9,794.7,605.5,16.9,3010.0,794.7 -> 605.5,42268.0,0.5772833333333338,,FA18:1,"TG(54:2), TG(55:9)",hippo,WT,FAD185_M4,103,FA18:1
58,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-10,780.7,605.5,16.9,609.0,780.7 -> 605.5,2436.0,0.0,,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,FAD189_M3,104,FA18:1
59,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-7,822.7,605.5,16.85,1003.0,822.7 -> 605.5,7782.0,0.0444166666666667,11.28,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,FAD189_M3,104,FA18:1
60,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,794.7,605.5,16.9,6888.0,794.7 -> 605.5,87758.0,0.310850000000002,11.28,FA18:1,"TG(54:2), TG(55:9)",cereb,WT,FAD189_M3,104,FA18:1
61,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-7,822.7,605.5,16.76,842.0,822.7 -> 605.5,8236.0,0.0887999999999991,13.88,FA18:1,"TG(54:2), TG(55:9)",cortex,WT,FAD189_M3,105,FA18:1
62,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,794.7,605.5,16.85,9039.0,794.7 -> 605.5,114310.0,0.6661000000000001,13.88,FA18:1,"TG(54:2), TG(55:9)",cortex,WT,FAD189_M3,105,FA18:1
63,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-7,822.7,605.5,16.8,940.0,822.7 -> 605.5,3761.0,0.0,20.49,FA18:1,"TG(54:2), TG(55:9)",dienc,WT,FAD189_M3,106,FA18:1
64,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,794.7,605.5,16.85,5813.0,794.7 -> 605.5,77051.0,0.3552500000000016,20.49,FA18:1,"TG(54:2), TG(55:9)",dienc,WT,FAD189_M3,106,FA18:1
65,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_hippo_O3on_01,n-9,794.7,605.5,16.9,1576.0,794.7 -> 605.5,19564.0,0.4884833333333311,,FA18:1,"TG(54:2), TG(55:9)",hippo,WT,FAD189_M3,107,FA18:1
173,"[TG(56:7),]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,812.8,623.6,13.16,657.0,812.8 -> 623.6,2628.0,0.0,,FA18:1,TG(56:7),dienc,WT,FAD189_M3,108,FA18:1
159,"[TG(57:10),TG(56:3)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,820.7,631.5,16.76,663.0,820.7 -> 631.5,2652.0,0.0,,FA18:1,"TG(56:3), TG(57:10)",dienc,WT,DOD94_F3,109,FA18:1
160,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,820.7,631.5,16.71,1040.0,820.7 -> 631.5,6853.0,0.0444166666666667,,FA18:1,"TG(56:3), TG(57:10)",cortex,WT,FAD184_F3,110,FA18:1
161,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,820.7,631.5,16.67,693.0,820.7 -> 631.5,2771.0,0.0,,FA18:1,"TG(56:3), TG(57:10)",hippo,WT,FAD184_F3,111,FA18:1
162,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,820.7,631.5,16.67,9876.0,820.7 -> 631.5,97427.0,0.2664499999999989,,FA18:1,"TG(56:3), TG(57:10)",cereb,WT,FAD185_M4,112,FA18:1
163,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-9,820.7,631.5,16.67,1097.0,820.7 -> 631.5,6858.0,0.0443999999999995,,FA18:1,"TG(56:3), TG(57:10)",cortex,WT,FAD185_M4,113,FA18:1
164,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,820.7,631.5,16.67,581.0,820.7 -> 631.5,2326.0,0.0,,FA18:1,"TG(56:3), TG(57:10)",cereb,WT,FAD189_M3,114,FA18:1
165,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,820.7,631.5,16.67,1140.0,820.7 -> 631.5,8069.0,0.0443999999999995,,FA18:1,"TG(56:3), TG(57:10)",cortex,WT,FAD189_M3,115,FA18:1
166,"[TG(57:10),TG(56:3)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,820.7,631.5,16.71,767.0,820.7 -> 631.5,3067.0,0.0,,FA18:1,"TG(56:3), TG(57:10)",dienc,WT,FAD189_M3,116,FA18:1
167,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,818.7,629.5,15.56,566.0,818.7 -> 629.5,4359.0,0.0444000000000013,,FA18:1,"TG(56:4), TG(57:11)",cortex,WT,FAD184_F3,117,FA18:1
168,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-7,846.7,629.5,15.51,674.0,846.7 -> 629.5,5383.0,0.0444000000000013,20.34,FA18:1,"TG(56:4), TG(57:11)",cereb,WT,FAD185_M4,118,FA18:1
169,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,818.7,629.5,15.56,5517.0,818.7 -> 629.5,109496.0,0.1776166666666654,20.34,FA18:1,"TG(56:4), TG(57:11)",cereb,WT,FAD185_M4,118,FA18:1
170,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,818.7,629.5,15.56,584.0,818.7 -> 629.5,2335.0,0.0,,FA18:1,"TG(56:4), TG(57:11)",cereb,WT,FAD189_M3,119,FA18:1
171,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,818.7,629.5,15.56,1377.0,818.7 -> 629.5,16147.0,0.0888166666666681,,FA18:1,"TG(56:4), TG(57:11)",cortex,WT,FAD189_M3,120,FA18:1
172,"[TG(57:11),TG(56:4)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,818.7,629.5,15.56,550.0,818.7 -> 629.5,2201.0,0.0,,FA18:1,"TG(56:4), TG(57:11)",dienc,WT,FAD189_M3,121,FA18:1
151,"[TG(57:9),TG(56:2)]_FA18:1",11282023_DOD94_F3_WT_cortex_O3on_01,n-9,822.8,633.6,17.91,679.0,822.8 -> 633.6,2717.0,0.0,,FA18:1,"TG(56:2), TG(57:9)",cortex,WT,DOD94_F3,122,FA18:1
152,"[TG(57:9),TG(56:2)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,822.8,633.6,18.04,524.0,822.8 -> 633.6,2098.0,0.0,,FA18:1,"TG(56:2), TG(57:9)",dienc,WT,DOD94_F3,123,FA18:1
153,"[TG(57:9),TG(56:2)]_FA18:1",11282023_DOD94_F3_WT_hippo_O3on_01,n-9,822.8,633.6,18.04,732.0,822.8 -> 633.6,7898.0,0.0887999999999991,,FA18:1,"TG(56:2), TG(57:9)",hippo,WT,DOD94_F3,124,FA18:1
154,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,822.8,633.6,17.91,511.0,822.8 -> 633.6,2044.0,0.0,,FA18:1,"TG(56:2), TG(57:9)",cortex,WT,FAD184_F3,125,FA18:1
155,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,822.8,633.6,17.91,620.0,822.8 -> 633.6,4717.0,0.0444166666666667,,FA18:1,"TG(56:2), TG(57:9)",hippo,WT,FAD184_F3,126,FA18:1
156,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-9,822.8,633.6,17.91,549.0,822.8 -> 633.6,2197.0,0.0,,FA18:1,"TG(56:2), TG(57:9)",cereb,WT,FAD184_F4,127,FA18:1
157,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,822.8,633.6,17.91,2292.0,822.8 -> 633.6,26014.0,0.1776499999999998,,FA18:1,"TG(56:2), TG(57:9)",cereb,WT,FAD185_M4,128,FA18:1
158,"[TG(57:9),TG(56:2)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,822.8,633.6,17.96,996.0,822.8 -> 633.6,11195.0,0.0888166666666663,,FA18:1,"TG(56:2), TG(57:9)",dienc,WT,FAD189_M3,129,FA18:1
