Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
Lyso_PG(19:0),113600.58792114258,105137.92782592772,7542.400505065918,1656.7801208496094,22939.702033996586,99370.78726196288,29035.642517089844,7091.660499572754,1482.260097503662
Lyso_PG(19:1),67350.90414428711,47771.063385009766,1539.260108947754,2067.8201484680176,18265.441387176517,68344.76486206055,20064.701293945312,1506.5800971984863,1947.4201164245603
Lyso_PG(20:0),78979.90545654297,65402.36462402344,63605.12469482422,52936.24394607544,24966.141860961918,80667.50579833984,29744.1220703125,66104.90548706055,55315.6637840271
Lyso_PG(20:1) | PG (20:1),204851.41552734372,169580.41162109375,141077.81030273438,135680.8108139038,62393.72423553467,195821.6142578125,75050.8251953125,134309.72912597656,120683.92822647096
Lyso_PG(20:1) | PG (20:1)_2,207557.5524902344,173594.27221679688,136963.44897460938,130584.62813949584,67950.94521331787,196073.693359375,72926.76489257812,136436.1104736328,117789.02828216551
Lyso_PG(20:2) | PG (20:2),679506.0567626953,202158.79595947263,200675.33438110352,269932.67991256714,90622.92725372314,285411.64248657227,20144.241317749023,126349.82759094238,135591.2717819214
Lyso_PG(20:2) | PG (20:2)_2,659222.9008789062,207679.8167724609,204273.7769165039,261288.9019126892,81918.46466064453,271632.52432250977,20788.201583862305,135710.6885986328,141949.5510559082
Lyso_PG(20:3) | PG (20:3),71022.5256652832,54178.56423950195,43382.403747558594,32352.06227874756,21389.601776123047,65918.30462646484,20446.681411743164,45412.323318481445,31054.822216033936
Lyso_PG(20:3) | PG (20:3)_2,64133.085540771484,53458.60330200195,43510.6635131836,31257.76190567017,23647.941619873047,69630.6644897461,19581.92126464844,43416.16328430176,30767.981941223145
Lyso_PG(20:4) | PG (20:4),64777.54406738281,48290.02334594727,38263.022857666016,23117.98167037964,22074.70171356201,62411.18392944336,20803.881607055664,33355.48222732544,21874.181476593018
Lyso_PG(20:4) | PG (20:4)_2,62626.24395751953,45988.80380249024,37247.66262817383,22692.341346740723,22651.281490325928,58297.76396179199,19744.781425476074,32439.76194763184,23845.56146621704
Lyso_PG(20:5) | PG (20:5),116189.0887451172,86026.74609375,54350.90383529663,18926.5615234375,33279.34234237671,120679.02905273438,45513.02331542969,51847.24350357056,12547.22092819214
Lyso_PG(20:5) | PG (20:5)_2,115493.9481201172,89173.58654785156,54362.28416442871,24862.52173995972,40075.10256958008,110495.84802246094,43231.74279785156,53899.28333663941,15377.94104385376
Lyso_PG(21:0),76416.50512695312,59667.5842590332,71841.1849975586,64879.50451660156,29722.10232162476,72337.72518920898,20359.28140258789,65967.38375854492,84339.94592285156
Lyso_PG(22:0) | PG (22:0),299290.2998046875,124028.98944091795,128361.60961914062,127635.51110839844,115272.68673706056,246874.18212890625,36193.02255249024,109431.30798339844,105790.38842773438
Lyso_PG(22:0) | PG (22:0)_2,363965.40380859375,136011.8299560547,127314.50897216795,139483.65087890625,133046.94898986816,305872.8214111328,35623.78289794922,122322.34838867188,114068.62829589844
Lyso_PG(22:1) | PG (22:1),61704.28466796875,45944.74301147461,42728.823318481445,42366.663330078125,18021.96137237549,53876.0634765625,13963.400970458984,40216.4030456543,42132.60272216797
Lyso_PG(22:1) | PG (22:1)_2,58693.00408935547,45760.56314086914,47868.7033996582,42102.20310974121,19892.201599121094,57000.74412536621,15160.901260375977,43544.18281555176,40328.94276428223
Lyso_PG(22:2),74852.76498413086,66405.78477478027,57149.5438079834,52695.32504272461,25877.062007904053,70406.7251586914,15869.980918884276,56472.00408935547,49606.223205566406
Lyso_PG(22:4) | PG (22:4),119761.56866455078,112945.12878417967,73163.10412597656,70752.98461914062,32203.10205078125,97652.04718017578,21209.92155456543,62163.00408935547,65470.62438964844
Lyso_PG(22:4) | PG (22:4)_2,118605.84973144533,107015.927734375,67423.18389892578,65735.96490478516,29382.00225830078,95158.58618164062,20540.08139038086,62115.744689941406,63417.54382324219
Lyso_PG(22:6) | PG (22:6),89379.12701416016,67123.82434082031,76550.78552246094,62087.52426147461,27175.182441711426,95293.46508789062,24314.221557617188,71638.82501220703,71060.46472167969
Lyso_PG(22:6) | PG (22:6)_2,88294.32543945312,73007.82470703125,82898.18658447266,63821.98370361328,30767.982414245605,93761.96667480467,25812.70147705078,71281.52499389648,73096.96588134766
Lyso_PI(12:0) | PI (12:0),21872.961627960205,68302.94497680664,68516.46559143066,69559.30517578125,24602.56173324585,72075.10531616211,11705.90083694458,63254.58444213867,61284.885009765625
Lyso_PI(12:0) | PI (12:0)_2,23635.581630706787,70072.86456298828,66701.16535949707,72514.0647277832,21995.241653442383,77438.42562866211,13926.821025848389,64508.463775634766,65272.98348999024
Lyso_PI(12:0) | PI (12:0)_3,22919.881565093998,67789.64440917969,66922.50625610352,70307.16459655762,22679.261657714844,70420.44485473633,11940.680770874023,62476.72550964356,67985.12423706055
Lyso_PI(13:0),41458.34313201904,92059.9467163086,78218.90631103516,100321.04638671876,41032.8224029541,94464.28717041016,23581.44152450561,65335.46453857422,79814.02612304688
Lyso_PI(14:0) | PI (14:0),21771.1815032959,78718.44567871094,78933.42465209961,79741.34530639648,24732.501640319824,88409.08752441406,7737.82052230835,74173.72543334961,76086.5258178711
Lyso_PI(14:0) | PI (14:0)_2,22566.501735687256,80119.52658081055,83722.06677246094,76274.1242980957,27165.76196670532,88502.4866027832,10610.080707550049,74629.80499267578,74569.52569580078
Lyso_PI(14:1),68777.36492538452,548923.8675537109,649246.4865722656,590693.4376220703,78919.04601287842,621943.439453125,34645.622703552246,519473.103881836,514444.1762695313
Lyso_PI(15:0) | PIo (16:0),20767.781421661377,533027.7792816162,541179.3835144043,611136.9318237305,26341.74208831787,519169.1562843323,15721.86092376709,514272.61895751953,438555.193145752
Lyso_PI(15:0) | PIo (16:0)_2,13958.00080871582,524690.0135879517,535870.8276977539,610761.8307800293,18559.62121963501,411753.2945327759,8702.520603179932,518677.5618286133,467257.43045043945
Lyso_PI(15:1) | PIp (16:0),20816.681552886963,75834.58619689941,67913.44496154785,63686.02502441406,26131.481590271,81123.9048461914,11199.480709075928,65215.265716552734,60368.0033569336
Lyso_PI(15:1) | PIp (16:0)_2,25304.221797943115,74089.54528808594,70760.80419921875,65148.26458740234,25674.4416885376,78987.32531738281,16357.781074523926,66313.56491088867,68678.98593139648
Lyso_PI(16:0) | PI (16:0),1480.5401039123535,1567.200107574463,95951.26806640624,80706.6654663086,1466.2001037597656,1663.0201110839844,1457.2401084899902,82126.08554077148,90982.32696533205
Lyso_PI(16:0) | PI (16:0)_2,1461.160099029541,1469.0401000976562,93221.0658569336,85159.06494140625,1462.4600982666016,1682.400119781494,1457.5401039123535,86098.76733398438,85226.60675048828
Lyso_PI(16:1) | PI (16:1),1461.1401023864746,1464.800106048584,146457.29071044922,137414.38842773438,1461.440097808838,1534.800106048584,1457.540096282959,131743.10919189453,126482.3278503418
Lyso_PI(16:1) | PI (16:1)_2,1497.2001037597656,1606.0801162719729,138089.0884399414,136031.12857055664,1461.7001190185547,1556.3000946044922,1457.2601127624512,139959.6072998047,132299.287109375
Lyso_PI(17:0),51427.56373214722,472161.42932128906,434415.69299316406,392161.3770751953,58863.44422912598,522382.7579345703,27639.521991729736,397946.46197509766,329690.12677001953
Lyso_PI(17:1) | PIp (18:0),16624.881225585938,58258.02395629883,70246.34425354004,56134.084533691406,19301.021411895752,70460.52508544922,13459.300937652588,51768.42367553711,52180.24450683594
Lyso_PI(17:1) | PIp (18:0)_2,18149.52128982544,58474.82446289063,67698.00398254395,49347.02340698242,21061.16139984131,69667.06399536133,10627.580856323242,50402.84395599365,52614.42343139648
Lyso_PI(17:1) | PIp (18:0)_3,15123.400959014893,55434.36415863037,74555.32643127441,53713.72384643555,18456.921447753903,62928.42393493652,9971.860649108889,53803.92329406738,56377.1238861084
Lyso_PI(17:2),25638.04204940796,79326.94509887695,94695.46728515624,84302.64584350586,27981.101726531982,107351.02737426758,14149.901023864746,81839.16641235352,79082.82623291016
Lyso_PI(18:0) | PI (18:0),34684.862548828125,94868.02749633788,79584.92588806152,2110.4001502990723,38322.102600097656,103436.5867919922,18551.421348571777,72080.46458053589,2176.320163726806
Lyso_PI(18:0) | PI (18:0)_2,34451.3625793457,97017.7060546875,70214.54557037354,1624.0601119995115,35555.642578125,99550.96685791016,17264.301177978516,66940.44476699829,1763.4401245117188
Lyso_PI(18:1) | PI (18:1),24221.02160263061,92564.72671508788,72059.70501708984,1913.0401420593264,27164.421810150143,93416.80596923828,15277.001075744629,59808.5046081543,2397.2401809692383
Lyso_PI(18:1) | PI (18:1)_2,23580.961639404297,96279.5689086914,68850.4849243164,2450.080177307129,26627.401809692383,97266.56747436523,13130.76089477539,59562.644134521484,3161.0801963806152
Lyso_PI(18:2) | PI (18:2),19798.38143157959,207420.3297729492,324640.5463562012,175994.35049819946,21262.58156204224,238503.73625183103,10519.620769500732,224396.59564208984,109771.33116912842
Lyso_PI(18:2) | PI (18:2)_2,19118.32146835327,194930.4557189941,316352.9814453125,155581.1092414856,21482.98141479492,237362.48078918457,10142.400737762451,231775.11782836917,92263.0055999756
Lyso_PI(18:3) | PI (18:3),128292.34872817992,5222462.502624512,10351165.05871582,6653299.061588287,158652.03149414062,7375118.41418457,10136.16060256958,7252704.404907227,3408904.908050537
Lyso_PI(18:3) | PI (18:3)_2,121761.20742034912,5383401.006652832,10257214.948120115,6281913.514659882,155264.61316299438,7210440.148864746,16847.700981140137,7149942.082290649,3382115.435218811
Lyso_PI(18:4) | PI (18:4),22495.561809539795,70460.44506835938,55737.4841003418,64996.944915771484,23100.681579589844,82382.08529663086,11509.260780334473,44423.88299560547,53187.023986816406
Lyso_PI(18:4) | PI (18:4)_2,21912.30149078369,67203.64419555664,57006.963928222656,58346.92401123047,24983.30168914795,80452.625,11324.800689697266,47972.06332397461,51531.32424926758
Lyso_PI(19:0),87234.50659179688,482824.270690918,122232.46685028076,257660.8764038086,82597.00756835938,408106.2339477539,30866.5622253418,64033.24454498291,240850.8555297852
Lyso_PI(19:1),61288.58380126953,199263.63305664065,8759.680561065674,131175.3076171875,66387.92474365234,269989.5377807617,37572.462478637695,8240.040561676025,127007.78857421876
Lyso_PI(20:0) | PI (20:0),19930.66131591797,106673.32723999023,180514.827835083,62549.44488525391,25274.061737060547,157610.4917602539,14592.24098587036,512497.574798584,97054.64779663086
Lyso_PI(20:0) | PI (20:0)_2,22328.92156982422,105164.82763671876,178818.23100280762,60833.4248046875,24649.68182373047,163007.5096282959,11901.280815124512,500523.8868865967,96775.28717041016
Lyso_PI(20:1),79317.16619873047,151939.70959472656,129286.1279296875,151903.49047851562,79168.76550292969,162850.35131835938,41959.50308227539,131309.1094970703,141247.48767089844
Lyso_PI(20:2) | PI (20:2),37201.602478027344,561861.8635864258,381435.29878234863,1170886.2150268557,25468.841903686523,703901.0188293457,12576.040897369385,368552.2669143677,531503.3065948486
Lyso_PI(20:2) | PI (20:2)_2,37587.6025390625,556768.84765625,383117.60021972656,1106764.4852600098,28168.38198852539,700995.2515869141,12686.380825042725,365697.48373413086,537563.7187347412
Lyso_PI(20:3) | PI (20:3),20523.92153930664,72605.68594360352,53147.68426513672,64936.6848449707,19205.061546325684,95969.12576293944,13365.481002807615,48962.00325012207,60587.8642578125
Lyso_PI(20:3) | PI (20:3)_2,21250.781448364258,69017.185546875,51563.663650512695,62434.70349121094,18563.741287231445,98732.32772827148,11613.440715789797,49366.64351654053,58054.40493774414
Lyso_PI(20:4) | PI (20:4),17632.92108154297,87106.1657409668,55227.74401855469,68848.70486450195,24040.901763916016,84291.98715209961,11670.940803527832,40894.58290863037,69477.58486175537
Lyso_PI(20:4) | PI (20:4)_2,22660.181610107426,89753.96673583984,51825.86293029785,79732.8257446289,22221.72148895264,84852.90551757812,13548.32098388672,40442.462341308594,63202.024475097656
Lyso_PI(20:5) | PI (20:5),30076.642120361328,79494.80603027344,49164.38345336914,70780.54507446289,31457.8825378418,89019.9270324707,18811.801239013672,43421.78286743164,57980.24426269531
Lyso_PI(20:5) | PI (20:5)_2,30622.52243041992,88005.42596435547,50102.02349853516,72338.08581542969,31409.222442626957,87778.7265625,18829.4013671875,43663.40286254883,56066.44400024414
Lyso_PI(21:0),30948.36196899414,91590.28720092772,264638.57638549805,101205.84634399414,29458.98190307617,101518.12579345705,17956.28143310547,124497.40713500977,164064.65606689453
Lyso_PI(22:0) | PI (22:0),37486.88262939453,140767.548828125,125089.00979614258,115492.04849243164,40148.36283111572,189754.5291748047,18825.10148239136,111411.92868041992,111499.54653930664
Lyso_PI(22:0) | PI (22:0)_2,35168.702365875244,141808.4517211914,131778.3096923828,116161.00805664062,44634.322914123535,186509.37176513672,19045.521419525143,106627.42755126952,111320.5693359375
Lyso_PI(22:1) | PI (22:1),26316.72204589844,61129.96496582031,66833.24462890625,55431.84411621094,30970.28207397461,63315.50415039063,15503.781089782717,47683.48400878906,53353.90414428711
Lyso_PI(22:1) | PI (22:1)_2,25449.00187683105,56105.20346069336,60314.784744262695,53557.20397949219,27675.001953125,58459.54333496094,12406.56093597412,48086.28378295898,52988.00337219238
Lyso_PI(22:2) | PI (22:2),17725.281211853027,59695.10395812988,53020.74375152588,54673.72396850586,18641.361373901367,66297.60447692871,11351.320713043213,44713.94343566895,51878.64225769043
Lyso_PI(22:2) | PI (22:2)_2,16514.36127471924,60088.64375305176,51048.16374206543,55382.54476928711,20042.281326293945,62499.9839553833,9674.22066116333,45397.38305664063,55933.96416473389
Lyso_PI(22:4) | PI (22:4),24625.58140563965,83175.56524658203,63331.00454711914,74127.18493652344,25028.481872558597,88744.42654418945,14434.501136779783,46860.30375671387,69070.66543579102
Lyso_PI(22:4) | PI (22:4)_2,23038.22187805176,80308.14596557617,63792.02368164063,71487.34497070312,26449.541915893555,85473.4253540039,13701.620956420898,53221.50415039063,69647.72485351562
Lyso_PI(22:6) | PI (22:6),24869.0018157959,92250.28704833984,92995.88725280762,76259.06536865234,28787.32225036621,97540.4271850586,14033.281021118164,79779.06442260742,76662.54476928711
Lyso_PI(22:6) | PI (22:6)_2,22629.261688232426,94289.00485229492,95767.90649414062,77209.24542236328,27919.72213745117,97382.22714233398,15680.30118560791,79669.3249206543,79060.7251586914
Lyso_PS(12:0) | PS (12:0),40379.86267852783,17560.501140594482,70555.78540039062,64657.30401611328,41540.42281341553,14741.161052703856,37738.00271987915,73151.34539794922,73921.74536132812
Lyso_PS(12:0) | PS (12:0)_2,37503.60297012329,20239.181621551517,76382.52453613281,61082.52456665039,47412.90341949463,19645.921272277832,35490.60249710083,71540.22442626953,72475.7045288086
Lyso_PS(13:0) | PS (12:0),65955.86489486694,28188.181789398197,111091.10729980467,91875.1866455078,68251.22463226318,22225.90153121948,61587.88402938843,102089.4677734375,95705.92614746094
Lyso_PS(13:0) | PS (12:0)_2,64318.90487289429,28940.301986694336,107747.88830566406,97402.46704101562,70553.82499313354,22911.341579437256,62227.44482040405,105055.84777832033,98441.30725097656
Lyso_PS(14:0),28089.121921539307,19024.381217956543,109584.58709716795,84214.98571777344,38666.82286834717,25329.52154541016,26921.001949310303,109804.06713867188,75260.46575927734
Lyso_PS(14:1) | PS (14:1),239045.85823440552,266529.4800186157,2416793.9765625,1442131.3994140625,282551.25748443604,483356.6866378784,226702.7564468384,2609042.2309570312,863961.2026367188
Lyso_PS(14:1) | PS (14:1)_2,228577.01641845703,278942.3008422852,2363559.783203125,1425891.8232421875,332829.76709365845,440786.5257072449,229778.75658416748,2635965.3212890625,840923.5263671875
Lyso_PS(15:0) | PSo (16:0),10335.880744934082,21079.141624450684,85585.96618652344,89865.86529541016,22528.821838378903,20269.46172714233,11873.701118469238,67564.88491821289,71100.34460449219
Lyso_PS(15:0) | PSo (16:0)_2,7451.060451507568,7019.320518493652,85501.26641845703,87161.04721069336,7661.660511016846,7475.060573577881,5958.340469360352,69985.36441040039,64301.30450439453
Lyso_PS(15:1),46781.4033203125,22129.921558380127,130979.0698852539,102316.28698730467,61129.90408325195,41071.32307434082,46151.283153533936,111455.40869140624,94443.3462524414
Lyso_PS(16:0) | PS (16:0),1468.0801048278809,1464.320110321045,133364.57022094727,98567.60806274414,1527.9601135253906,1457.3200988769531,1464.14009475708,159636.81121826172,111724.26736450195
Lyso_PS(16:0) | PS (16:0)_2,1464.6000938415527,1476.9000968933103,141001.18823242188,104074.607421875,1543.3001022338867,1516.260108947754,1465.0401000976562,161409.5724182129,107296.06814575195
Lyso_PS(16:1) | PS (16:1),1605.1201171875,1463.8400955200195,69251.94485473633,59162.12438964844,1553.6800994873047,1477.8401107788086,1471.3600845336914,62240.24476623535,63962.70462036133
Lyso_PS(16:1) | PS (16:1)_2,1480.9200897216797,1464.60009765625,65641.16519165039,66995.9047241211,1510.8800926208496,1457.3400993347168,1491.6401023864746,60528.24490356445,61965.10394287109
Lyso_PS(17:0) | PSo (18:0),219361.6747894287,393649.284034729,2589490.008300781,1496242.6928710938,359486.72465133667,260469.17935943604,216954.95475006104,2845912.8603515625,796387.7397460938
Lyso_PS(17:0) | PSo (18:0)_2,208020.2352256775,393516.7474327088,2697833.5893554688,1578359.8095703125,330710.78649520874,550684.5477600098,213233.31510162356,2940551.9418945312,850072.412109375
Lyso_PS(17:0) | PSo (18:0)_3,190187.8539199829,149694.4507637024,2825750.7607421875,1659603.2670898438,316393.36210250854,554797.9565811157,185860.8109703064,3138156.794921875,885992.7954101562
Lyso_PS(17:1) | PSp (18:0),18442.22137069702,17037.38104248047,89973.02630615234,56818.244384765625,23404.44175720215,8963.56063079834,19546.821445465088,74312.28494262695,65121.16470336914
Lyso_PS(17:1) | PSp (18:0)_2,19047.681308746334,9049.580646514893,88361.52572631836,57330.34414672852,24745.4016456604,16017.641410827637,20363.84140777588,76683.08563232422,67814.50503540039
Lyso_PS(17:2),24899.18170166016,17015.300937652588,57510.04473876953,50176.52365112305,32974.62233352661,18535.201511383057,24054.261695861816,47309.48287963867,58462.4040222168
Lyso_PS(18:0) | PS (18:0),34645.342334747314,30125.28234863281,84801.46618270874,59853.704528808594,46189.12328338623,31128.3426361084,34242.96249008179,36523.18272399902,98191.40671539308
Lyso_PS(18:0) | PS (18:0)_2,35935.66244125366,17383.781337738037,18671.841175079346,41798.14281463623,44435.76314926148,29934.68165206909,36771.50286102295,13658.020862579346,67981.06462478638
Lyso_PS(18:1) | PS (18:1),31371.542274475098,19576.62127304077,58371.484466552734,46029.16339111328,33915.62237548828,20667.581172943115,34147.36234664917,50692.083808898926,51108.54357910156
Lyso_PS(18:1) | PS (18:1)_2,30154.882194519043,10031.400760650637,53223.34387588501,47070.60305786133,36546.26265335083,17113.901069641113,33297.50206375122,45030.46298217773,49712.24398803711
Lyso_PS(18:2) | PS (18:2),20752.38147354126,15020.741409301758,43043.58302307129,41076.00286865234,27120.841625213623,14270.941040039062,21472.76160430908,40825.102600097656,43300.54243469238
Lyso_PS(18:2) | PS (18:2)_2,22810.42158126831,9706.16067123413,41809.24337768555,38161.6628112793,26699.641998291016,15284.121231079102,21314.10168075561,42389.96292114258,47425.20275878906
Lyso_PS(18:3) | PS (18:3),28044.04195022583,18427.06148147583,103780.26858520508,92691.22534179688,41336.10278701782,54438.30467224121,23415.301876068115,103918.3674621582,106759.9487915039
Lyso_PS(18:3) | PS (18:3)_2,24963.621936798096,48645.52332687378,100572.3074645996,92746.68734741212,41557.16283416748,20646.78147888184,23455.161598205566,108486.90628051758,105879.5675354004
Lyso_PS(18:4),20641.26153945923,17068.201263427734,57889.10363769531,52804.8837890625,29927.142017364506,12580.90098953247,19015.921226501465,44232.583236694336,46222.14331054688
Lyso_PS(18:4)_2,19101.38132095337,9277.200714111328,54973.72351074219,52969.06381225586,27701.00207901001,18544.420864105225,21927.861667633057,46774.90368652344,49230.543853759766
Lyso_PS(19:0),32889.46223449707,19128.801414489742,52864.1237449646,43118.84292984009,48286.724182128906,28664.9222946167,34711.10255432129,40980.28325653076,38574.70235824585
Lyso_PS(19:1),26409.661903381348,18211.821186065677,22353.461757659912,16191.92098236084,31016.442176818848,17689.881072998047,22483.78160095215,27094.72204971313,11270.240825653076
Lyso_PS(20:0) | PS (20:0),39243.92268371582,21530.86117172241,66530.96484375,62854.98486328125,54240.80346679688,24875.501754760742,40564.44317626953,67574.8052368164,67541.48483276367
Lyso_PS(20:0) | PS (20:0)_2,36076.08280181885,13989.620933532717,67135.76397705078,61273.12377929688,50557.723876953125,24212.84152984619,44737.82275390625,70283.70373535156,63158.564453125
Lyso_PS(20:1) | PS (20:1),104617.2681274414,35128.26257324219,138532.6297607422,161057.83251953125,128430.44848632812,53397.26322555542,116460.24816894533,138565.61071777344,138353.67016601562
Lyso_PS(20:1) | PS (20:1)_2,104730.72741317748,46251.62301635742,133789.8682861328,151243.49084472656,120975.52856445312,37453.34279632568,112162.64819335938,131464.59045410156,130991.24951171876
Lyso_PS(20:2) | PS (20:2),35755.76300048828,50276.98205566406,222367.57165527344,341049.82904052734,71110.86404418945,53112.50434112549,31440.92218017578,137524.0294342041,184743.6107788086
Lyso_PS(20:2) | PS (20:2)_2,33538.96241760254,50328.404483795166,221433.0333251953,343622.186126709,72959.36642456055,59690.78469467163,26182.561798095703,136363.07112121582,185034.85359191892
Lyso_PS(20:3) | PS (20:3),22307.701667785645,22304.54093170166,46543.82398986816,43513.18316650391,30542.102310180664,22239.741722106934,26219.26190185547,46683.86346435547,44625.02328491211
Lyso_PS(20:3) | PS (20:3)_2,22191.761489868164,18255.94122314453,49311.224029541016,46476.843185424805,28191.62210083008,20871.1611366272,20367.80139160156,48881.66302490234,43998.64279174805
Lyso_PS(20:4) | PS (20:4),23299.421905517574,16099.041164398192,40279.94253540039,36422.5422668457,30689.3219909668,15909.421020507812,24971.241653442383,38615.502670288086,36383.322265625
Lyso_PS(20:4) | PS (20:4)_2,22559.901473999023,9024.160606384276,39108.68250274658,37333.86274719238,30036.362243652344,10216.36066055298,23003.30158996582,37890.86274719238,38156.18225097656
Lyso_PS(20:5) | PS (20:5),59290.44467163086,26863.941886901852,73986.92468261719,67697.34533691406,73361.48553466797,31502.30210876465,56554.48406982422,73900.40475463867,65048.54461669922
Lyso_PS(20:5) | PS (20:5)_2,61786.80438232422,31295.58213043213,75139.9652709961,61447.444580078125,72018.68505859375,42639.30289840698,59156.32434082031,76606.40478515625,63597.66479492188
Lyso_PS(21:0),22683.28150177002,17912.50141143799,77235.64570617676,72234.92599487305,35980.66264343262,25480.081714630127,27642.241729736328,74622.74548339844,82450.44532775879
Lyso_PS(22:0 | PS (22:0),47714.5632019043,42469.94303131104,107932.46807861328,90322.40637207033,64278.404296875,59114.12419128418,55625.283447265625,90421.82568359376,82004.52606201172
Lyso_PS(22:0 | PS (22:0)_2,47877.70329284668,43225.842834472656,103659.58673095705,82815.08575439453,61787.863830566406,64074.88482666016,55667.10418701172,91692.10675048828,84399.2060546875
Lyso_PS(22:1) | PS (22:1),15132.981048583984,14471.14087677002,41395.40264892578,41688.38258361816,25680.28192138672,15046.100765228271,18056.001403808597,42519.00328063965,41692.86318969727
Lyso_PS(22:1) | PS (22:1)_2,15877.061122894287,16157.100929260254,43814.4627532959,41421.062927246094,28686.20189666748,20363.801383972168,20400.361541748047,41728.662857055664,40676.46272277832
Lyso_PS(22:2) | PS (22:2),22050.521800994877,24956.401767730717,52078.363830566406,48897.86357116699,29130.5224609375,21467.721221923828,24793.961540222168,54672.26371765137,53836.78309631348
Lyso_PS(22:2) | PS (22:2)_2,21836.541564941406,19746.261531829838,52852.50367736816,53005.14367675781,32323.662155151367,22356.621253967285,19557.28126525879,55789.10424804688,53722.12368774414
Lyso_PS(22:4) | PS (22:4),33751.30236816406,34120.54249572754,66779.46481323242,64020.20391845703,41204.423095703125,24391.781826019287,28885.72213745117,57637.383697509766,59425.204528808594
Lyso_PS(22:4) | PS (22:4)_2,32469.6821975708,26913.48194885254,63101.56451416016,61880.30419921875,40597.042236328125,26837.021812438965,27774.26202392578,58089.00463867188,55730.90380859375
Lyso_PS(22:6) | PS (22:6),37838.8429107666,22939.90170669556,82535.50540161133,71675.64501953125,50422.78393554688,28665.26245880127,34887.622497558594,77331.68566894531,85777.22644042969
Lyso_PS(22:6) | PS (22:6)_2,37993.6028137207,26037.902084350582,83750.86569213867,71117.80517578125,49256.083251953125,31387.20221710205,39984.52301025391,76736.14617919922,80225.50509643555
Lyso_Sphinganine-1-phosphocholine,189485.9306640625,178589.7117919922,186740.51306152344,172950.71350097656,151694.17260742188,181463.50799560547,52212.203968048096,223580.6982421875,185214.31298828125
Lyso_Sphingosine-1-phosphocholine,94429.22619628906,100628.38635253906,110373.4071044922,96445.08605957033,82935.06634521484,98304.3677368164,52652.50328063965,124501.0693359375,99880.6865234375
O-(11-carboxyundecanoyl)carnitine,1557884.4775390625,1581315.2109375,1745685.2873535156,1531372.3439941406,1548128.7014160156,1759246.659423828,1817530.333251953,1818691.209472656,1472280.3151855469
O-(13-carboxytridecanoyl)carnitine,2405194.053710937,2310353.83984375,2437745.028076172,2255850.57421875,2230760.438720703,2560222.873046875,2573945.6643066406,2645433.884033203,2549217.232666016
O-(17-carboxyheptadecanoyl)carnitine,1834931.7705078125,1755247.0849609375,1839317.6376953125,1711503.1088867188,1722163.9125976562,1877667.6440429688,1855567.626953125,1958748.5366210935,2000980.7578125
O-arachidonoylcarnitine,1829980.9995117188,1706509.4047851562,1883849.1052246091,1763317.923828125,1653651.3374023438,1859686.2846679688,1922244.0390625,2052466.7138671875,2030648.822265625
O-behenoylcarnitine,1116577.554206848,1044821.2492179872,1171594.4060668943,1056279.627861023,1016328.2003860474,1170790.031513214,1169881.9305725098,1214997.707458496,1199428.261802673
"O-oleoylcarnitine, Elaidic carnitine",2773002.709960937,2983881.759765625,3085034.6826171875,3306372.66015625,3047597.2622070312,2503960.041015625,2960651.0043945312,2859035.7294921875,3032366.414550781
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",1536914.521484375,1488814.3935546875,1608873.7958984375,1493512.0478515625,1419099.778076172,1616132.1928710938,1669081.0307617188,1825302.4543457031,1595283.7138671875
PC (30:0),129933.3910522461,116630.44833374023,152744.52752685547,125665.26805114746,122156.1474609375,106600.94610595705,17507.461261749268,111930.44827270508,115846.28811645508
PC (30:1),129784.9296722412,120120.7906036377,140426.02969360352,117434.88774108888,118499.30799865724,104044.4260559082,16657.30113220215,104888.18682098389,102112.76795959473
PC (30:2),126637.08709716795,112903.4891052246,138724.5475769043,122758.89114379884,110530.94802856444,102225.46545410156,14522.701068878174,99768.40505981444,112151.60835266112
PC (32:0),2357660.930175781,1826688.9967956543,2127019.393737793,1778752.6961975098,1342194.294631958,1271427.7728424072,58652.083251953125,1263623.2343444824,1604503.2309112549
PC (32:1),2369130.5982055664,1634195.82131958,2098794.509277344,1805993.871673584,1367319.778503418,1289537.480621338,45717.76409912109,1314897.7739868164,1808885.2483520508
PC (32:2),2247709.628479004,1673276.2655944824,2173880.5497436523,1738790.2268066406,1351196.6850585938,1183275.7173461914,43436.36325073242,1236786.778274536,1631968.0472106934
PC (32:3),2136391.2243652344,1661801.962524414,2049472.7799682615,1741005.318145752,1201247.7471618652,1223784.7496948242,60236.284786224365,1225433.2733764648,1608706.7545166016
PC (32:4),1055484.4328308103,886550.6607055664,1430855.727874756,1192960.0970153809,710603.7426147461,658993.5891113281,31673.30193328857,915391.12890625,1181219.6395874023
PC (32:5),522274.98651123047,459197.47970581055,638474.694152832,572200.7554931641,386171.5890197754,379000.37130737305,29585.7017288208,453531.3371582031,579343.8569946289
