Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
Cer(d18:0/h24:0),286536.63830566406,240838.17547607425,292428.5201416016,261093.8587341309,240761.8345336914,275756.4182739258,149546.55011749268,298636.7027435303,235812.3330078125
Cer(d18:0/h26:0),1025713.672607422,1040264.00390625,1148458.9782104492,1131940.214416504,1117400.7102966309,737704.1538085938,565546.0823364258,985080.2007446288,884072.9902648926
Cer(d18:1/12:0),63449.82469177246,61244.22438049317,55030.38404083252,48155.723487854,51803.52375793457,54977.10356140137,34115.5425491333,49742.76338577271,43562.52313232422
Cer(d18:1/16:0),86145.6854171753,78090.70585250854,120567.22747039796,89648.6658782959,79366.52560424805,75720.60516357422,44248.26346588135,100157.66690826416,62700.24416351318
Cer(d18:1/18:0),107191.28673171996,104913.74673461914,151722.51126098633,88220.9656867981,80093.68602752686,78563.60559463501,44766.763191223145,119123.72885131836,88884.32696914673
Cer(d18:1/18:1(9Z)),196880.154006958,163235.93403625488,289333.9569244385,170260.25304412842,144969.15076446533,134688.0899887085,71931.1250038147,206256.79330444336,125567.94938278198
Cer(d18:1/20:0),54737.76354217529,57520.54415893555,56148.78404998779,52548.74402618408,50608.82373809815,50636.32335662842,28668.262161254883,55477.504249572754,45594.26309967041
Cer(d18:1/22:0),130621.62739562988,151102.47200012207,109917.4474029541,525000.4606437683,146988.2311859131,161351.4310951233,320065.5839996338,130616.02772140504,121500.13095474245
Cer(d18:1/24:0),471016.7649993897,442731.1507415772,495905.4539337158,430489.4275817871,413599.9075279236,534518.1505813599,189131.1501197815,566900.2385482788,446408.1731185913
Cer(d18:1/24:1(15Z)),464436.7042694092,437157.535484314,480504.5137138367,412309.7681159973,385026.1727371216,517115.7544517517,184095.2524986267,550582.1373596191,442527.93101501465
Cer(d18:1/26:0),491492.3873825073,519779.7593078613,522666.5702667236,523255.8992080689,492560.9260406494,383330.8118133545,227916.2396278381,535774.468460083,479262.7142791748
Cer(d18:1/26:1(17Z)),510814.6406173706,529813.6914978027,548930.0636520386,528228.2968902588,470614.4575347901,416360.795501709,228141.81119155884,533373.8003005981,475731.95932769775
Cer(d18:1/2:0),58468.42404174805,54853.56400299072,55860.243728637695,45350.42336273193,50673.54330444336,58472.54386901856,30049.94225692749,60483.22465515137,52440.12366485596
Cer(d18:2/14:0),184679.39221954343,320432.4026184082,169115.53117370603,1229022.122581482,269953.9761657715,341031.68334198,631264.4131202698,223841.4004974365,217743.45613861084
Cer(d18:2/16:0),68836.72449493408,68615.56415557861,72902.72587585449,89749.88606262207,59382.3444480896,63887.664978027344,38375.16290664673,64699.72451400757,52756.9833946228
Cer(d18:2/18:1),221905.8360595703,234207.21557617188,255045.33618164065,243665.77667236328,222611.87567138672,234975.7561645508,117092.22804260254,247033.1964111328,232217.13623046875
Cer(d18:2/20:0),238461.85681152344,238129.0753173828,272265.8005371094,251172.73852539065,226813.93591308597,241210.7164306641,141213.2502746582,261817.6405029297,253577.658203125
Cer(d18:2/20:1),261907.75732421875,250670.37817382807,267406.5397949219,271883.099609375,242504.0379638672,253619.15747070312,144081.65027999878,277417.9196777344,260883.01794433597
Cer(d18:2/22:0),1801188.6511230469,2145063.265625,1214662.7524414062,11023782.084228516,2336834.541748047,2660257.4807128906,6691161.921001434,1968203.3681640625,1973253.4711914065
Cer(d20:0/26:0(2OH)),376812.9503479004,372525.5853271485,401183.1261291504,378113.3486328125,366443.44442749023,283551.9197692871,172654.49328231812,382046.381652832,339947.8041687012
Cer(d20:0/26:0),374338.8665161133,363122.4821777344,383002.50425720215,372238.7746658325,374078.6063995361,292065.52265930176,173492.65392684937,386760.1452636719,340994.6609802246
Cer(t18:0/16:0(2OH)),587675.6403121948,642078.6256103516,606886.2015380859,568614.6539611816,718216.1271362305,669479.9264984131,219687.47521972656,628563.9745178223,490208.0828094482
Cer(t18:0/18:0(2OH)),130624.76856994627,113527.1477355957,169026.57264709473,119398.82891845705,109401.34896087646,120219.66716766356,53538.083866119385,142858.44998168945,96266.2470626831
Cer(t18:0/20:0(2OH)),452761.71842956543,434821.47189331055,515824.5563659668,735456.8255615234,392800.0451660156,369766.3238220215,237980.9375038147,474538.4169921875,525993.2916259766
Cer(t18:0/22:0(2OH)),804122.7569732666,728157.9725494385,823359.8909912109,730165.2620849609,721990.556602478,908199.6066970824,353796.0011749268,977294.1560134888,752070.7950363159
Cer(t18:0/24:0(2OH)),338621.1381378174,297379.8364715576,368194.82191467285,386955.1869506836,297210.1238708496,376205.0651397705,185514.272769928,385781.5661315918,435419.9460449219
Cer(t18:0/26:0(2OH)),818797.5358734131,856677.1923217773,850504.3559112549,850963.3022460938,796070.5673828125,614580.7118225098,474316.3712882996,814304.7753982544,719539.0636444092
Cer(t20:0/26:0(2OH)),3480.0402488708496,3503.9602279663086,650400.8204803467,633855.975189209,3576.000255584717,3408.480224609375,3377.100234985352,607548.4162139893,482023.9501495361
CerP(d18:0/16:0),185886.2540283203,164322.61169433594,194416.2345275879,178817.25366210938,153592.2908630371,170648.71249389648,97985.38682174684,181768.89306640625,142193.1896057129
CerP(d18:1/12:0),235971.45654296875,210919.6752624512,385525.347366333,224396.5365982056,182239.7318344116,166593.25200653076,90519.2665977478,267970.6975326538,164124.4517288208
CerP(d18:1/14:0),58945.72411346436,56122.524112701416,66332.02477264404,58111.083984375,56418.12394332886,53169.96396636963,27909.52180480957,56784.66360473633,49334.76354980469
CerP(d18:1/16:0),146165.06896972656,152752.17082214355,125564.2085571289,547812.8796691895,154111.23011779785,170179.87258148193,334149.6014022827,138412.9701309204,124573.1284790039
CerP(d18:1/18:0),478227.9344711304,437254.0914840698,495465.7415657044,406274.2308502197,384412.1473236084,518415.2689819336,187734.7562904358,549585.1438369751,430920.8674468994
CerP(d18:1/20:0),500178.4131240845,520336.5422821045,544596.3993721008,533712.3503341675,479694.8341140747,393624.5037918091,242603.55875396729,536168.8778915405,466723.27124786377
CerP(d18:1/22:0),81210.62604522705,76022.22581481934,81157.02593231201,77514.40518188477,76151.96509933472,72536.24429702759,38997.382553100586,86178.5249786377,66533.44555282593
CerP(d18:1/24:0),68495.08568572998,61133.04454803467,69996.303981781,66024.405128479,64315.52411651611,59774.24353790283,38875.48288726807,65334.00510787964,58803.8440322876
CerP(d18:1/24:1(15Z)),65380.04475784302,66128.7850189209,69014.62520980835,65748.88497924805,64242.944606781006,56766.64373016357,36634.40295028687,64861.90427780152,62789.98421859741
CerP(d18:1/26:0),49547.48328781128,49316.36326599121,46465.52348327637,46860.86358261109,45913.602966308594,45793.02334213257,31054.14239883423,45113.423412323,40847.94279098511
CerP(d18:1/26:1(17Z)),49281.1033782959,51483.20338821411,43641.90308761597,48187.4834022522,49754.40320587158,51391.563175201416,28334.442234039307,47164.7028427124,38311.702922821045
CerP(d18:1/2:0),81996.7264251709,87536.06591796875,80685.2452545166,78275.96561431885,77132.26634216309,63804.60427093506,37949.622509002686,74130.74549865723,63343.984375
CerP(d18:1/8:0),50290.66339874268,57364.64366531372,45144.32292175293,87236.04597473145,48702.82316589356,57917.04371643066,52055.8638420105,49352.64328765869,48535.96315765381
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",785230.433883667,486303.7544708252,242612.57849502563,212423.1340522766,440693.1749420166,302909.70166015625,399352.206993103,67133.70456695557,60102.20470428467
Cholesteryl nitrolinoleate,1035345.849609375,787725.51953125,392853.3888854981,329565.4995727539,706709.7972412109,587135.1596679688,709355.7329101562,189059.81372070312,186714.4732666016
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",1261723.3449707031,1111369.9838867188,1258329.4942626953,1109793.9830322266,1080654.0018310547,1256385.9179077148,1238558.3005371094,1295310.720703125,1370377.6154785156
Hexacosanoyl carnitine,1596793.2176513672,1471556.2792663574,1644882.7238464355,1557275.4136543274,1455153.986694336,1630516.3245544434,1671107.1042785645,1653309.8875427246,1669675.033695221
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",7686702.052734375,8969703.323242188,9278342.57421875,9158495.533203123,9911375.848632812,6031364.9580078125,8579670.657226562,7662019.042480469,7306841.377929687
Lyso_C17 sphingosine-1-phosphocholine,64286.125915527344,62736.884338378906,69570.96362304688,56818.04412841797,60159.94514465332,66843.00457763672,18418.86120223999,76374.4057006836,67996.30503845215
Lyso_PC(10:0),50164.78329467773,58517.94384765625,44298.942810058594,40013.88302612305,39281.82257080078,36928.883239746094,19613.30158996582,40721.34262084961,42527.74313354492
Lyso_PC(11:0),57354.40368652344,58641.0241394043,56600.74487304688,52325.223205566406,51338.043518066406,51736.5235748291,18703.64141082764,58675.30474853516,54190.66383361816
Lyso_PC(12:0),82802.3056640625,83914.30688476562,82199.7260131836,79798.98529052734,75429.7642211914,78049.42495727539,28365.92195892334,90597.0655517578,80472.10635375977
Lyso_PC(13:0),45087.26304626465,43490.48283386231,44604.14239501953,41156.523193359375,41162.24327087402,44471.322814941406,16372.781127929688,49279.36352539063,44293.26304626465
Lyso_PC(14:0),192972.81317138672,189356.53399658203,197729.13513183597,176837.8348388672,164385.7120361328,194769.2383422852,51163.12364196777,227877.7506103516,194500.9508056641
Lyso_PC(14:1),149763.3096923828,144316.1499633789,162123.4698486328,146485.59228515625,125245.96948242188,146664.79028320312,56120.70388412476,182581.0712890625,164259.01110839844
Lyso_PC(15:0),283048.4274291992,270463.05770874023,279614.7800292969,235872.07940673828,226552.53694152832,283112.6365509033,15935.061138153076,318899.8910217285,263075.3410644531
Lyso_PC(15:1),243850.07711791992,232385.6562194824,262785.76123046875,220252.45364379883,198805.51303100583,237793.6768951416,17416.541255950928,310181.9428100586,234574.1170654297
Lyso_PC(16:0),246190.39721679688,233664.29318237305,252286.0380859375,213331.29345703125,198126.77545166016,239087.98046875,29229.721927642822,255617.1134338379,218003.57788085935
Lyso_PC(16:1),225654.8150939941,212244.559753418,233312.0537109375,204208.833190918,187383.83337402344,224043.71508789065,25279.18168258667,237254.7618408203,215651.2166442871
Lyso_PC(16:1)_2,221255.89434814453,219323.45916748047,234034.0369567871,192514.8325805664,186332.89453125,223668.4510498047,28194.24187850952,241200.95623779297,203949.91314697263
Lyso_PC(17:0),80433.16549682617,75562.06564331055,71569.82501220703,65401.86389160156,65789.58569335938,74482.92492675781,21294.481231689453,73743.3850402832,68592.50366210938
Lyso_PC(17:1),90756.4855041504,95877.38641357422,109611.7088470459,87964.52624511719,80520.88494873047,92351.24615478516,22194.84173965454,93890.58757019044,95935.0874633789
Lyso_PC(17:2),95207.92570495604,96600.92491149902,110421.72735595705,88341.24615478516,83995.58670043945,91767.6462097168,20435.761486053467,98211.0690612793,101193.20846557616
Lyso_PC(18:0),103677.0669555664,96315.62600708008,111850.77011108398,90943.92803955078,85746.84637451172,93746.96667480467,28326.621746063232,92915.94525146484,97948.44711303712
Lyso_PC(18:1),90161.96640014648,93539.20742797852,115220.08807373048,91754.70697021484,80950.0260925293,91740.7664489746,23011.461570739742,99517.48974609376,92585.7476196289
Lyso_PC(18:2),91217.8265991211,91531.76568603516,99273.46600341795,84190.48696899414,78425.30471801758,82117.76602172852,27218.86197280884,90935.38598632812,89485.42565917969
Lyso_PC(18:3),80445.78482055664,80603.82637023926,96231.00759887695,81310.3656616211,67950.52459716797,71510.04502868652,24624.18169784546,80157.44537353516,82236.14553833008
Lyso_PC(18:4),58540.12380981445,58502.96405029297,71368.18505859375,58151.10464477539,50212.96365356445,58374.56494140625,20332.66146850586,67429.68365478516,59427.54446411133
Lyso_PC(19:0),133484.70825195312,138183.5087890625,195786.01416015625,164793.45166015625,130005.24951171876,143168.04907226562,103128.28701400755,200444.1748046875,176955.23266601562
Lyso_PC(19:1),150078.86938476562,154914.94995117188,214270.59326171875,172565.35229492188,140516.29028320312,146377.57153320312,106344.88717269896,200737.25463867188,187651.3142089844
Lyso_PC(19:2),160372.84912109375,169565.75170898438,227727.15478515625,181481.63256835935,145218.40942382812,152452.15161132812,105357.08718109132,213290.275390625,188717.19409179688
Lyso_PC(19:3),158020.5927734375,163001.80981445312,223008.4951171875,176559.5927734375,137885.70971679688,152351.45092773438,107093.76697540285,208153.85693359372,188297.5947265625
Lyso_PC(20:0),82395.9262084961,84964.86636352539,274849.99981689453,129931.9308166504,75538.34432983398,89896.82693481445,25593.121921539307,286000.60205078125,144259.07104492188
Lyso_PC(20:1),126719.36791992188,131116.98889160156,156825.49169921875,130094.96923828124,120447.10815429688,129449.28784179688,86893.80609512329,151578.99279785156,150034.05151367188
Lyso_PC(20:2),138021.30932617188,147486.41015625,207243.45434570312,161109.39233398438,133460.63012695312,152447.30981445312,106876.76782608032,203119.8532714844,175075.27172851562
Lyso_PC(20:3),133171.2294921875,142479.15063476562,199596.7556152344,164369.67163085938,136521.30932617188,148233.4306640625,108057.30786514282,202325.91479492188,176439.93310546875
Lyso_PC(20:4),136857.26977539062,144114.77075195312,192173.77270507807,158325.03173828125,136148.25024414062,143822.61010742188,102148.78701019289,199529.35424804688,171308.85180664062
Lyso_PC(20:5),135722.00903320312,141977.55053710938,190643.79345703125,157732.39086914062,136600.39135742188,148046.73266601562,105619.70699691772,192322.53369140625,171779.25170898438
Lyso_PC(21:0),2573657.0100097656,2512541.463562012,2405274.606567383,2424112.570678711,2679640.8024902344,2748963.807861328,105081.34548568726,2527089.627807617,2349322.855255127
Lyso_PC(21:4),2503819.633544922,2403546.2154541016,2387775.853881836,2302360.34753418,2642582.369750977,2655185.834838867,97761.72693252563,2437389.356628418,2326606.718933105
Lyso_PC(22:0),493323.0513916016,440956.6330566406,445760.1088867188,431739.8707275391,409661.5451660156,518066.68505859375,62502.624294281006,474784.1118164063,447902.2312011719
Lyso_PC(22:1),500412.5672607422,431507.3562011719,445619.5061035156,418629.79833984375,404691.5657958984,521809.1654663086,58319.6640663147,485230.8757324219,425362.0205078125
Lyso_PC(22:2),856599.9892578125,794632.3871459961,736447.3392333984,738365.0688476562,798549.1349487305,910774.310913086,56907.84363174439,808943.2789306641,756712.5284423828
Lyso_PC(22:4),2748367.5837402344,2644568.932006836,2648642.7310791016,2621822.9510498047,2938010.491821289,2952509.9721679688,101029.12980651855,2804442.2380371094,2596138.7495117188
Lyso_PC(22:5),2593784.667236328,2432384.5970458984,2471233.0961914062,2402441.877807617,2749965.2244873047,2700630.61328125,95285.62574768066,2575471.7618408203,2391764.466064453
Lyso_PC(22:6),2577798.096435547,2476173.622619629,2413506.3951416016,2427370.449584961,2721886.8592529297,2747483.4591064453,92904.56761169434,2495186.603942871,2345421.868041992
Lyso_PC(24:0),1459335.205444336,1529910.3149414062,1504651.7569580078,1555294.5254516602,1468265.4787597656,1134539.7198486328,44237.36316680908,1433342.056213379,1385462.0940551758
Lyso_PC(24:1),1477258.824951172,1532249.724243164,1512395.4427490234,1579637.4693603516,1471875.2385253906,1122963.7706298828,42183.00256729126,1438057.685974121,1403771.258972168
Lyso_PC(2:0),45422.96325683594,38938.6220703125,34502.84246826172,37131.90278625488,44733.5026550293,44887.962799072266,15113.241039276125,37693.32278442383,40071.82299804688
Lyso_PC(3:0),1274452.0786743164,1169293.393371582,1445428.719329834,1173441.432876587,972265.647705078,1264337.4810180664,16321.32116317749,1829109.1437683103,1218842.4690246582
Lyso_PC(3:1),391063.6278381348,518584.5443725586,898208.3551025391,636155.1287841797,352601.72232055664,508490.6005249024,12429.800842285156,1194990.3062286377,683363.1746520996
