Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum
CerP(d18:1/24:0),53171.32379150391,83684.60627746582,72532.48625946045,68345.40460586548,69290.18549728394,68749.28535461426,73797.66579437256,60966.98456573486
CerP(d18:1/24:1(15Z)),52777.92399597168,77358.9055519104,70387.12477493286,64805.62456130981,68889.94542312622,62809.56479644776,70478.72504425049,59639.54490280152
CerP(d18:1/26:0),50795.7237701416,48844.94369125366,57405.48349380493,53192.20389175415,43240.883228302,54308.183574676514,53668.02383422852,50444.94370651245
CerP(d18:1/26:1(17Z)),52006.94332122803,48834.88298416138,57551.08400726318,50186.58321762085,41992.88306808472,52826.94425964356,50741.76348876953,50619.08413696289
CerP(d18:1/2:0),61445.36422729492,73409.58462524414,71354.50555419922,75402.24518585205,69761.10538482666,73579.20556640625,72091.60517883301,67340.08499145508
CerP(d18:1/8:0),211300.37481307983,45715.56356048584,85170.80661773682,48379.0632019043,51838.48345184326,137604.01025009155,52283.6637802124,119431.92895507812
Cholesteryl 11-hydroperoxy-eicosatetraenoate | CE(22:2) | 20:1 Stigmasteryl ester | 20:2 Sitosteryl ester,418094.6909484863,291328.83966064453,229211.5368499756,50162.80352783203,61692.403953552246,298767.4224395752,203995.51489257807,94036.04633712769
Cholesteryl nitrolinoleate,676317.4758300781,688197.0075683594,549666.6363525391,168850.0728149414,164718.53118896484,594039.0979003906,471232.4727783203,207450.61462402344
"Docosa-4,7,10,13,16-pentaenoyl carnitine | Clupanodonyl carnitine",1014312.66015625,1064424.775756836,1110499.5349121094,1231695.2462158203,1348945.6447753906,1130974.0258789062,1205638.7025146484,1487022.7548828125
FA(12:0),49450.46340942383,52048.26383972168,101086.58731079102,253384.01986694336,786235.9553222656,51106.78370666504,91973.32678222656,579113.6983642578
FA(12:1),42574.66279602051,31922.102256774902,62159.76443481445,110787.78799438477,288506.84075927734,36461.78248596192,56407.56418609619,267596.4381713867
FA(14:0),939635.1861572266,797750.9364013672,1339612.2512207031,2224068.9370117188,6260269.737792969,742224.6928710938,1357406.8583984375,4816041.5947265625
FA(14:1),643907.5652160645,445981.771484375,738315.2306518555,837123.7770996094,1419222.2824707031,459139.11328125,698750.2480773926,1384640.4365234375
FA(15:0),102130.4673614502,60481.084144592285,133717.28941345215,249466.23806762692,1153097.682861328,83619.20587158203,114550.88809204102,980730.3876953124
FA(15:1),340894.59983825684,115592.80899047852,283884.9422607422,477691.393371582,1456058.8435058594,243891.4972076416,172873.8332824707,2037424.6431884768
FA(16:0),476165.0105895996,282093.0023803711,699194.2758483887,1572147.9837036133,24236272.677246094,492442.299697876,722177.9931945801,24710067.015625
FA(16:1),73353.28578186035,48122.00355529785,103382.14724731444,237671.4571838379,1969860.5838623047,69926.42470932007,101032.60723114014,1601274.842224121
FA(17:0),74938.32553100586,63271.40463256836,132518.6089477539,397807.56619262695,3552508.2741088867,82212.16567230225,125040.14878082275,2558531.094116211
FA(17:1),52980.52372741699,44298.18312835693,86680.3264465332,149392.1907043457,727366.4727172852,41137.10298156738,79882.28601074219,500772.4754638672
FA(18:0),299957.1216888428,168370.83210754397,534584.3980484009,1466030.654159546,30337726.126098637,315278.34188079834,433378.3914489746,25256819.70678711
FA(18:1),72029.14485168457,54737.223709106445,103639.9073486328,188620.17379760745,1253256.2690429688,55659.40390014648,90638.84634399414,810537.4561767578
FA(18:2),55990.36389923096,51525.78366088867,92575.26654052734,185614.61416625977,906998.5246582032,51517.12364196777,82772.3656463623,598530.7807617188
FA(18:3),52043.82362365723,37622.52262878418,76727.4652709961,124470.34942626952,688411.2669067383,40196.66284179688,68739.76467895508,482672.510131836
FA(18:4),36511.84266662598,29497.00204467773,50239.18350982666,83721.28591918945,296024.74157714844,29795.62212371826,42841.50294494629,253638.45809936523
FA(19:0),95653.06672668456,54873.92371368408,149977.67024993896,317735.6428527832,3007762.539672852,79735.1650314331,100824.54722595216,2517998.448852539
FA(20:0),7694.140556335449,7617.760482788086,7621.020488739014,614932.7451171875,4593185.5146484375,7625.920551300049,7608.080535888672,3569106.7729492188
FA(20:1),7796.720558166504,7857.680492401123,7617.48046875,140822.59042358398,951980.4077758788,7973.540523529053,7957.200546264648,668306.7871704102
FA(20:3),215283.09440994263,79402.42557144165,59789.083984375,399768.9284667969,1196870.639892578,135101.6886024475,104132.10711669922,2262179.7631835938
FA(20:4),37474.26264953613,33491.40241241455,51234.40377044678,101280.58700561523,553026.4783325195,32735.622283935547,49819.90333557129,443240.44958496094
FA(20:5),70922.48471832275,60085.26406097412,119466.9886932373,244713.57690429688,2424673.14263916,74016.66553497314,103986.2075958252,2072325.462463379
FA(22:0),18542.761386871334,15719.101078033447,32347.502548217773,116365.60809326172,2017461.663208008,19029.86138534546,26404.801998138428,1573388.7415161133
FA(22:1),12022.420867919922,10510.760746002195,16281.281196594238,59875.12438201904,593143.4244384766,12262.760818481443,14928.021049499512,396425.8852233887
FA(22:4),12392.4208984375,11051.060764312744,14499.901008605955,57873.984031677246,395399.9071044922,11518.540817260742,13894.041004180908,287421.85873413086
FA(22:5),20233.56142425537,15351.221035003662,27479.56188964844,113305.82827758788,2086201.6647949216,18497.501358032227,25893.501750946045,1595236.7329711914
FA(22:6),14817.141075134276,13013.76093673706,24481.1817817688,109016.28771972656,926703.7264404296,13802.64096069336,20045.46136856079,714058.3937988281
FA(24:0),11357.02081680298,9507.660655975342,12327.520847320557,31436.622299194336,7625.360515594482,10721.740745544434,11840.92082977295,7640.640575408936
FA(24:1),10371.480716705322,9577.94065475464,11683.420806884766,40447.20280456543,7623.360511779785,9778.740676879885,11193.28080368042,7639.500553131103
FA(24:5),13476.480907440186,11292.020793914797,15463.721138000488,52588.40413665772,181311.0133934021,12792.980945587158,13827.74101638794,556735.4445800781
FA(24:6),12326.400840759276,10077.6607131958,14030.540996551514,47751.12338256836,9621.36060333252,10561.200748443604,13263.780952453611,272243.0631752014
FA(26:0),10437.540744781494,9760.360664367676,11199.160816192629,139168.94984436035,305287.44200897217,9872.760688781738,11329.320789337158,263596.6177215576
FA(26:1),12093.560897827148,11289.00080871582,13996.940963745115,322982.9826965332,271971.1393432617,10679.94073867798,13171.200923919678,227776.5569458008
FA(28:0),10039.640678405762,8877.520587921143,11357.46072769165,110373.1074256897,865841.4611816406,10157.58067703247,11665.320838928224,610670.6045532227
FA(30:0),8270.06057357788,8142.360538482666,9489.280658721924,30680.30202865601,531498.6968765259,8350.92057800293,8562.020626068115,384803.0291366577
FA(32:0),7936.260559082031,8020.160530090332,8384.940536499023,20417.76132583618,334075.94386291504,8079.460540771484,8412.200569152832,226813.65603637692
FA(34:0),8990.560653686523,9386.840629577637,10317.640689849854,38431.4029083252,372294.16857528687,10201.14068222046,11093.140781402588,305333.1212348938
Hexacosanoyl carnitine,1306819.7283477783,1469721.9734268188,1477280.5765838623,1601114.1556091309,1683242.4908447266,1567602.5316314695,1540132.809577942,2344674.869720459
LPC(10:0),32828.462310791016,37395.782775878906,36815.56274414063,46392.54290771485,46797.0228881836,36329.762298583984,42434.70332336426,38280.82247924805
LPC(11:0),52298.5442199707,45589.02279663086,52335.30364990234,57822.98406982422,54605.50323486328,53397.66369628906,54590.344299316406,57148.38426208496
LPC(12:0),68740.86395263672,75311.54467773438,75648.06494140625,89628.94696044922,82573.4271850586,79859.64468383789,75837.82467651367,83757.32565307617
LPC(13:0),38803.64297485352,37973.04277038574,39844.42317199707,52873.24341583252,45919.122955322266,43675.64349365234,48060.60305786133,43648.14323425293
LPC(14:0),158144.5704345703,159397.93005371094,183461.89453125,216827.87353515625,229734.08044433597,202316.1151123047,211498.97149658203,199179.37622070312
LPC(14:1),127281.67163085938,131028.42919921876,143160.2300415039,186188.04809570312,189966.0518798828,156261.908203125,160945.83239746094,157671.35119628906
LPC(15:0),226536.878616333,217689.9557800293,240429.79470825195,311517.0654449463,310490.0026245117,298806.32095336914,292091.32440185547,277070.5731506348
LPC(15:1),186503.56999206543,187515.7371826172,225681.2386474609,288096.2198791504,318642.9030456543,261408.84521484372,269029.9136657715,257679.71942138672
LPC(16:0),183595.07577514648,260359.9955596924,221136.1763916016,244014.4180908203,236898.559753418,239863.6969604492,276419.07974243164,213644.1976013184
LPC(16:1),165961.6928100586,236137.43359375,189986.32803344727,224067.7159423828,217869.35614013672,221295.02075195312,253514.0367431641,200772.57232666016
LPC(16:1)_2,157331.0883178711,237032.3962402344,185290.3735961914,229274.2738037109,211318.89315795896,219244.1767578125,252219.7197265625,198258.15258789065
LPC(17:0),58319.66467285156,78822.5244140625,66631.16394042969,66216.52465820312,65347.16412353516,72448.84536743164,78981.82550048828,64713.08441162109
LPC(17:1),69010.26428222656,134401.46755981445,77203.74609375,86904.44613647461,85666.00604248047,87532.68469238281,112535.1264038086,75947.70532226562
LPC(17:2),63176.744049072266,137526.75009155273,74282.06518554688,87197.58618164062,82576.88522338867,81515.76544189453,112486.28619384766,68231.0248413086
LPC(18:0),71206.04479980469,165427.35009765625,87419.08764648438,91038.68643188477,87329.92602539062,85851.18676757812,126577.8508605957,77110.28485107422
LPC(18:1),66050.58395385742,155595.34814453125,81373.58599853516,88215.66705322266,79881.96746826172,79952.50616455078,125862.50830078124,80141.447265625
LPC(18:2),56757.30426025391,144246.29000854492,74633.48510742188,80155.86434936523,76964.60424804688,73813.70523071289,113064.68884277344,71832.26412963867
LPC(18:3),54805.52420043945,120562.84899902344,68145.94525146484,76510.32626342773,69051.16381835938,67000.32357788086,100859.98532104492,61119.50421142578
LPC(18:4),49765.56411743164,67411.00518798828,54752.3642578125,60825.56433105469,59868.94400024414,53213.10385131836,64248.66564941406,52957.243255615234
LPC(19:0),128490.34912109376,140378.61083984375,133586.16943359375,182244.5126953125,164165.07153320312,133058.2490234375,149937.21118164062,161593.51123046875
LPC(19:1),129420.74877929688,209859.31665039065,139541.31030273438,187752.37548828125,166440.8115234375,134736.81079101562,173027.6533203125,165624.09204101562
LPC(19:2),131067.3896484375,217381.416015625,144229.95068359375,199038.07373046875,180409.2946777344,143698.33056640625,184792.61303710935,172432.47314453125
LPC(19:3),130253.2294921875,210616.69409179688,138164.80932617188,197804.59448242188,178467.05395507812,134963.66845703125,186356.93212890625,171837.13208007812
LPC(20:0),53020.04333496094,89795.68692016602,63391.34393310547,258925.4586791992,124283.9112548828,68587.32489013672,82925.72552490234,110147.14776611328
LPC(20:1),99981.26770019533,133542.62768554688,112138.92700195312,134670.40966796875,130993.888671875,112775.58801269533,124897.18798828124,126172.74829101562
LPC(20:2),116670.1484375,138711.33032226562,133168.44970703125,184387.03271484372,150847.39086914062,124694.98828125,140742.208984375,157275.0498046875
LPC(20:3),118320.86865234376,140549.70947265625,125571.88940429688,177373.11376953125,154151.15087890625,127053.86987304688,140288.21020507812,158510.59204101562
LPC(20:4),111087.5284423828,130471.0086669922,123679.9267578125,179116.35229492188,158769.53247070312,125405.04907226562,133658.39013671875,151201.7509765625
LPC(20:5),112272.26806640624,130121.18920898438,130481.88989257812,179913.314453125,157750.53149414062,132291.2705078125,136441.76879882812,159401.79125976562
LPC(21:0),2135508.345825196,3080358.211303711,2328771.8837890625,2557704.2806396484,2450041.228149414,2448513.725830078,2459627.7224121094,2546138.637084961
LPC(21:4),2045877.7138671875,2933408.098754883,2311685.3897094727,2489929.4365844727,2287158.267700196,2409455.563110352,2350072.6596679688,2487231.534790039
LPC(22:0),402104.3272705078,591780.7458496094,421769.5837402344,476601.32189941406,479803.07189941406,510390.9329833984,556306.9787597656,479444.5811767578
LPC(22:1),412193.6673583984,597144.3286132812,420065.1723632813,486351.2375488281,492044.32421875,501695.8092041016,549451.8221435547,477169.67041015625
LPC(22:2),699060.3333740234,1052436.1103515625,744767.62890625,787112.0913085938,796816.4721679688,876453.9860839844,899871.3728027344,829656.7313232422
LPC(22:4),2334827.184814453,3282422.0932617188,2618563.2252807617,2794172.334472656,2641848.921020508,2751444.881591797,2832763.6282958984,2811222.005859375
LPC(22:5),2096277.120361328,3032590.598388672,2417187.346008301,2624155.2010498047,2443963.8299560547,2542578.0036621094,2543986.539428711,2565378.658813477
LPC(22:6),2091560.9787597656,3042154.1123046875,2424098.416015625,2589684.7756347656,2451819.653076172,2515328.8627929688,2506585.961303711,2499617.8338623047
LPC(24:0),905414.0150756836,1308010.9286499023,1414161.6682128906,1309800.9198608398,1256138.128540039,1310909.6707763672,1275861.0581054688,1252535.0736694336
LPC(24:1),928934.9002685548,1346795.9471435547,1380433.6245117188,1301702.474609375,1279635.0307006836,1331651.5457763672,1280722.564880371,1192603.1639404297
LPC(2:0),33852.34246826172,39532.8630065918,38088.52294921875,38086.94342041016,42160.02310180664,40137.80282592773,41128.80279541016,37558.702880859375
LPC(3:0),1124345.323638916,966770.605682373,1175649.0488739014,1728936.0067443848,1442466.5830993652,1378713.7521362305,1390633.641418457,1417834.058013916
LPC(3:1),342455.3679962158,391694.5922546387,462022.2652893066,1056775.1565856934,782946.4729614258,514483.30114746094,572684.3642272949,781756.6647949219
LPC(4:0),54400.62341308594,56082.72448730469,58961.98388671875,64726.70471191406,73741.14520263672,60304.72454833984,63232.78454589844,62904.52423095703
LPC(5:0),75979.12573242188,51544.48376464844,60532.9642944336,55331.1439819336,54267.083251953125,68514.30432128906,57459.34381103516,62717.72424316406
LPC(6:0),32364.74224853516,30575.88214111328,31730.502410888672,36951.78266906738,37648.20208740234,32761.942260742188,35535.06268310547,36259.36248779297
LPC(7:0),172097.3720703125,103071.6478881836,94148.36553955078,74479.54522705078,78695.1450805664,125303.5083618164,110001.16784667967,107863.72705078124
LPC(8:0),29286.64205932617,33788.582946777344,33737.96250915527,40102.943359375,37619.74258422852,37417.36247253418,38545.4026184082,35196.942642211914
LPC(9:0),29398.52230834961,29474.40216064453,31710.582153320312,35239.42236328125,34842.96243286133,32410.382263183597,32072.662628173828,33763.52233886719
LPE(12:0) | PE(12:0),55170.36413574219,67723.36492919922,53471.78387451172,52572.96398925781,52260.06414794922,63236.06427001953,58667.92419433594,50384.72381591797
LPE(12:0) | PE(12:0)_2,58445.1244506836,69220.984375,54838.38330078125,58423.08477783203,54548.30346679688,66629.96435546875,67130.94500732422,51721.76336669922
LPE(13:0),26497.22213745117,28641.182067871094,26822.44187927246,34287.042739868164,35841.38235473633,30483.321716308597,33182.66198730469,31725.02279663086
LPE(14:0),70813.6245880127,92172.7063293457,87367.1450958252,96671.90615844728,108391.64865112305,92623.6259765625,97073.1453857422,96248.90744018556
LPE(14:1),76413.66491699219,129481.44927978516,114945.54776000977,119637.89099121094,100315.06495666504,101463.24789428712,94894.80627441406,94647.7466430664
LPE(15:0),456959.5312194824,427876.7232513428,486251.75422668457,688492.4040527344,629314.9755401611,599341.5704956055,571195.5212860107,630722.2981719971
LPE(15:1),145409.79092407227,246865.09548950195,229802.3373260498,218317.0517578125,179972.17320251465,177420.15368652344,174131.95416259766,176532.44889831543
LPE(16:0),1506.1200981140137,1464.3400955200195,2413.8801307678223,658741.6114501953,777494.8527526855,1487.660099029541,1488.120101928711,735794.0842285156
LPE(16:1),1444.8600959777832,1519.700096130371,13485.360820770264,24473.36166381836,25011.54166412353,1626.66011428833,1850.8601150512693,25771.32147216797
LPE(17:0),45740.50302124024,40418.00282287598,26272.041877746586,65720.76510620117,43942.26295471192,63118.68492126465,53328.30303955078,39414.54248046875
LPE(17:1),37845.54318237305,38700.102600097656,7709.800525665283,29517.88215637207,26436.281982421875,52385.94375610352,35853.12247467041,26146.161987304688
LPE(17:2),19917.881538391117,25572.642013549805,1449.260097503662,26170.34205627441,28562.222076416016,28755.2020111084,11433.720886230469,23867.821563720703
LPE(18:0),43599.70327758789,73440.18518066406,48091.863372802734,31256.942657470703,30830.66236877441,52255.54382324219,64479.22448730469,25576.541885375977
LPE(18:1),32304.18252563477,46245.48327636719,30014.30192565918,22899.401557922363,24301.74178314209,41849.66284179688,43646.563217163086,21510.501419067383
LPE(18:2),39610.52281188965,44070.10292053223,41015.38348388672,29857.261993408203,32802.0426940918,53367.42398071289,47243.52337646485,29968.902221679688
LPE(18:3),38985.44259643555,39686.52282714844,30993.122283935547,20712.301467895508,630635.526260376,42638.46328735352,192287.69317626956,25324.861785888672
LPE(18:4),130497.98791503906,87590.98681640625,47646.68365478516,113600.64776611328,23387747.104492188,83877.54577636719,6150566.934814453,200389.6328125
LPE(19:0),32638.6025390625,36080.06256103516,31262.64222717285,9018.200611114502,832296.9360809326,35852.462799072266,203676.2134399414,22511.941551208496
LPE(19:1),30047.882232666016,37390.22265625,32892.88214111328,15635.641242980955,27347.96228027344,37309.702407836914,37366.88269042969,23654.14151000977
LPE(20:0),44762.562927246094,75812.76611328125,49080.04412841797,4900.200382232666,25299.60173034668,58415.50341796875,69577.14547729492,1800.000144958496
LPE(20:1),172299.97518920898,134553.36911010742,81137.28546142578,4352.680335998535,65364.94428253174,122085.49041748048,129404.32888793944,1773.440113067627
LPE(20:2),497813.8829345703,318945.0990600586,195583.09620666504,4073.6602478027344,34685.04236602783,323229.72283935547,303685.5765686035,15917.841033935549
LPE(20:3),43103.06295776367,59261.72497558594,48466.9033203125,4420.220294952393,23053.101638793945,55334.1037902832,58629.24478149414,15686.021110534668
LPE(20:4),139743.82934570312,153432.23095703125,214684.17236328125,5683.580379486084,109232.56677246094,153445.23095703125,162642.75170898438,97253.40704345705
LPE(20:5),88404.50671386719,89564.74597167969,103115.2081298828,1853.3801307678225,19617.9813079834,96479.5458984375,85115.74682617188,18521.781127929688
LPE(21:0),63802.24407958984,48138.98374938965,49230.18395996094,33164.922134399414,19359.12112045288,57595.30368041992,58165.3444519043,30646.54229736328
LPE(22:0),41784.18307495117,53565.64370727539,44471.48300170898,33614.08255004883,22947.84168243408,51882.02365112305,60567.04473876953,22367.821701049805
LPE(22:1),31979.582061767574,38788.56283569336,31403.34242248535,26229.521659851074,23706.12205505371,36488.56246948242,38434.30268096924,25264.32177734375
