Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
Lyso_PI(15:0) | PIo (16:0)_2,564512.1929969788,4734.740337371826,555324.547618866,533344.8758850098,464390.9094848633,18559.62121963501,411753.2945327759,8702.520603179932,518677.5618286133,467257.43045043945
Lyso_PI(15:1) | PIp (16:0),67377.20484924316,71621.02481079102,89534.94537353516,69033.58589172363,72077.68557739258,26131.481590271,81123.9048461914,11199.480709075928,65215.265716552734,60368.0033569336
Lyso_PI(15:1) | PIp (16:0)_2,73891.20491027832,71514.36463928223,90217.4255065918,74750.5260925293,79128.12576293945,25674.4416885376,78987.32531738281,16357.781074523926,66313.56491088867,68678.98593139648
Lyso_PI(16:0) | PI (16:0),1527.3001022338867,1670.1001167297363,1615.9601020812988,96092.28634643556,88828.78671264648,1466.2001037597656,1663.0201110839844,1457.2401084899902,82126.08554077148,90982.32696533205
Lyso_PI(16:0) | PI (16:0)_2,1488.2601013183594,1617.7401237487793,1543.8601112365725,93003.98657226562,85581.92584228516,1462.4600982666016,1682.400119781494,1457.5401039123535,86098.76733398438,85226.60675048828
Lyso_PI(16:1) | PI (16:1),1493.8201026916504,1551.360107421875,1495.920093536377,158491.15286254883,133583.4295349121,1461.440097808838,1534.800106048584,1457.540096282959,131743.10919189453,126482.3278503418
Lyso_PI(16:1) | PI (16:1)_2,1479.9601020812988,1533.60009765625,1613.8201141357422,152827.6737060547,133576.58923339844,1461.7001190185547,1556.3000946044922,1457.2601127624512,139959.6072998047,132299.287109375
Lyso_PI(17:0),392852.9119873047,423640.9487304688,503176.41717529297,398554.1893920898,307145.1143798828,58863.44422912598,522382.7579345703,27639.521991729736,397946.46197509766,329690.12677001953
Lyso_PI(17:1) | PIp (18:0),52347.70462036133,65386.50523376465,61339.12471008301,61824.24424743652,53001.283752441406,19301.021411895752,70460.52508544922,13459.300937652588,51768.42367553711,52180.24450683594
Lyso_PI(17:1) | PIp (18:0)_2,52208.30383300781,66959.46566772461,59933.60433959961,65727.0844116211,55461.56468200684,21061.16139984131,69667.06399536133,10627.580856323242,50402.84395599365,52614.42343139648
Lyso_PI(17:1) | PIp (18:0)_3,49741.40414428711,61349.38439941406,55866.94366455078,61857.84465026856,59144.92370605469,18456.921447753903,62928.42393493652,9971.860649108889,53803.92329406738,56377.1238861084
Lyso_PI(17:2),73574.08474731445,94209.42654418944,81939.94567871094,91189.22567749023,91960.7066040039,27981.101726531982,107351.02737426758,14149.901023864746,81839.16641235352,79082.82623291016
Lyso_PI(18:0) | PI (18:0),79190.18518066406,103337.12634277344,135226.6275024414,81393.42435455322,1695.4601135253906,38322.102600097656,103436.5867919922,18551.421348571777,72080.46458053589,2176.320163726806
Lyso_PI(18:0) | PI (18:0)_2,83925.7661743164,107355.76623535156,131907.92938232422,72758.38538742065,1489.260097503662,35555.642578125,99550.96685791016,17264.301177978516,66940.44476699829,1763.4401245117188
Lyso_PI(18:1) | PI (18:1),76160.14535522461,111757.82876586914,98335.96685791016,73354.82473754883,2444.100212097168,27164.421810150143,93416.80596923828,15277.001075744629,59808.5046081543,2397.2401809692383
Lyso_PI(18:1) | PI (18:1)_2,72141.82443237305,111600.7489013672,98978.8471069336,66598.14413452148,3166.040271759033,26627.401809692383,97266.56747436523,13130.76089477539,59562.644134521484,3161.0801963806152
Lyso_PI(18:2) | PI (18:2),149668.54858398438,128020.87036132812,180037.15363311768,314281.6018218994,234522.87727737427,21262.58156204224,238503.73625183103,10519.620769500732,224396.59564208984,109771.33116912842
Lyso_PI(18:2) | PI (18:2)_2,149745.21069335938,132682.68923950195,174039.2713317871,312813.79817199707,169663.3657836914,21482.98141479492,237362.48078918457,10142.400737762451,231775.11782836917,92263.0055999756
Lyso_PI(18:3) | PI (18:3),3834955.607788086,2725131.880004883,4437843.0965271,10656942.586486816,8679905.184753418,158652.03149414062,7375118.41418457,10136.16060256958,7252704.404907227,3408904.908050537
Lyso_PI(18:3) | PI (18:3)_2,3930294.12121582,2749517.9498291016,4529918.005340576,10675264.685180664,8648756.55594635,155264.61316299438,7210440.148864746,16847.700981140137,7149942.082290649,3382115.435218811
Lyso_PI(18:4) | PI (18:4),68908.92468261719,76902.90512084961,72776.52423095703,48817.48341369629,55700.38426208496,23100.681579589844,82382.08529663086,11509.260780334473,44423.88299560547,53187.023986816406
Lyso_PI(18:4) | PI (18:4)_2,67838.08477783203,72985.0853881836,71582.64477539062,48895.14289855957,53559.124420166016,24983.30168914795,80452.625,11324.800689697266,47972.06332397461,51531.32424926758
Lyso_PI(19:0),529254.7145385742,484439.8168334961,413745.2269897461,125100.61126708984,438352.7853088379,82597.00756835938,408106.2339477539,30866.5622253418,64033.24454498291,240850.8555297852
Lyso_PI(19:1),171724.43200683594,157603.5704345703,205387.09448242188,8626.620601654053,144426.42932128906,66387.92474365234,269989.5377807617,37572.462478637695,8240.040561676025,127007.78857421876
Lyso_PI(20:0) | PI (20:0),61579.3039855957,79255.18534851074,72635.96560668945,189781.7537536621,80585.72679138184,25274.061737060547,157610.4917602539,14592.24098587036,512497.574798584,97054.64779663086
Lyso_PI(20:0) | PI (20:0)_2,61042.98391723633,79000.14590454102,74005.36441040039,187632.29229736328,83022.92585754395,24649.68182373047,163007.5096282959,11901.280815124512,500523.8868865967,96775.28717041016
Lyso_PI(20:1),165078.49047851562,175328.35302734375,149493.8104248047,119667.44873046876,135956.27124023438,79168.76550292969,162850.35131835938,41959.50308227539,131309.1094970703,141247.48767089844
Lyso_PI(20:2) | PI (20:2),1003061.4029541016,942263.7373657228,672845.5310821533,248946.3592224121,501401.5224761963,25468.841903686523,703901.0188293457,12576.040897369385,368552.2669143677,531503.3065948486
Lyso_PI(20:2) | PI (20:2)_2,1007710.8746337892,945370.1643676758,679754.2737121582,249093.87591552731,509448.3409729004,28168.38198852539,700995.2515869141,12686.380825042725,365697.48373413086,537563.7187347412
Lyso_PI(20:3) | PI (20:3),71380.48556518555,109065.06716918944,78296.54550170898,48116.5837097168,58360.84338378906,19205.061546325684,95969.12576293944,13365.481002807615,48962.00325012207,60587.8642578125
Lyso_PI(20:3) | PI (20:3)_2,66447.80508422852,108928.9676513672,79232.84661865234,48873.56314086914,59421.383728027344,18563.741287231445,98732.32772827148,11613.440715789797,49366.64351654053,58054.40493774414
Lyso_PI(20:4) | PI (20:4),74845.50500488281,124237.82723999023,79367.46630859375,43223.42284393311,68561.72511291504,24040.901763916016,84291.98715209961,11670.940803527832,40894.58290863037,69477.58486175537
Lyso_PI(20:4) | PI (20:4)_2,72096.44534301758,124659.04876708984,76568.8053894043,43757.00346374512,64750.363998413086,22221.72148895264,84852.90551757812,13548.32098388672,40442.462341308594,63202.024475097656
Lyso_PI(20:5) | PI (20:5),91448.02639770508,84247.44598388672,100297.40631103516,51292.763092041016,67474.04556274414,31457.8825378418,89019.9270324707,18811.801239013672,43421.78286743164,57980.24426269531
Lyso_PI(20:5) | PI (20:5)_2,90679.0873413086,84855.4857788086,102349.10690307616,53015.58332824707,65923.54495239258,31409.222442626957,87778.7265625,18829.4013671875,43663.40286254883,56066.44400024414
Lyso_PI(21:0),84067.546875,87720.9663696289,95151.248046875,104170.94622802734,87422.86624145508,29458.98190307617,101518.12579345705,17956.28143310547,124497.40713500977,164064.65606689453
Lyso_PI(22:0) | PI (22:0),206093.8515625,136723.00854492188,157687.591796875,101894.08666992188,109381.94738769533,40148.36283111572,189754.5291748047,18825.10148239136,111411.92868041992,111499.54653930664
Lyso_PI(22:0) | PI (22:0)_2,204358.2969360352,140389.76947021484,162375.03314208984,99719.22708129884,107903.88751220705,44634.322914123535,186509.37176513672,19045.521419525143,106627.42755126952,111320.5693359375
Lyso_PI(22:1) | PI (22:1),72899.08612060547,55840.32385253906,59668.404052734375,48246.743255615234,57225.78430175781,30970.28207397461,63315.50415039063,15503.781089782717,47683.48400878906,53353.90414428711
Lyso_PI(22:1) | PI (22:1)_2,72859.7847290039,53866.50378417969,58015.44400024414,44562.3427734375,51698.723693847656,27675.001953125,58459.54333496094,12406.56093597412,48086.28378295898,52988.00337219238
Lyso_PI(22:2) | PI (22:2),52567.44366455078,61767.42385864258,61551.36492919922,51271.18376922608,47449.22351074219,18641.361373901367,66297.60447692871,11351.320713043213,44713.94343566895,51878.64225769043
Lyso_PI(22:2) | PI (22:2)_2,54188.56330871582,57124.38357543945,58959.60395812988,53914.123191833496,50490.88342285156,20042.281326293945,62499.9839553833,9674.22066116333,45397.38305664063,55933.96416473389
Lyso_PI(22:4) | PI (22:4),73600.02499389648,103006.76626586914,74778.62466430664,59230.54405212402,66780.70523071289,25028.481872558597,88744.42654418945,14434.501136779783,46860.30375671387,69070.66543579102
Lyso_PI(22:4) | PI (22:4)_2,73409.66497802734,105546.9481201172,85225.04528808594,59971.30480957031,64615.66500854492,26449.541915893555,85473.4253540039,13701.620956420898,53221.50415039063,69647.72485351562
Lyso_PI(22:6) | PI (22:6),75545.02505493164,88791.8857421875,87440.16510009766,80266.18502807617,119871.6668701172,28787.32225036621,97540.4271850586,14033.281021118164,79779.06442260742,76662.54476928711
Lyso_PI(22:6) | PI (22:6)_2,75985.60598754883,90237.08618164062,100554.4679260254,81945.04669189453,110091.80856323242,27919.72213745117,97382.22714233398,15680.30118560791,79669.3249206543,79060.7251586914
Lyso_PS(12:0) | PS (12:0),15442.441108703611,34404.902114868164,26479.14196395874,73219.42547607422,77032.76495361328,41540.42281341553,14741.161052703856,37738.00271987915,73151.34539794922,73921.74536132812
Lyso_PS(12:0) | PS (12:0)_2,16327.38123703003,35306.34232711792,26400.38193511963,68938.8851928711,70448.845703125,47412.90341949463,19645.921272277832,35490.60249710083,71540.22442626953,72475.7045288086
Lyso_PS(13:0) | PS (12:0),21207.081481933597,58036.60424804688,24735.54165649414,99603.64685058594,103346.74633789062,68251.22463226318,22225.90153121948,61587.88402938843,102089.4677734375,95705.92614746094
Lyso_PS(13:0) | PS (12:0)_2,21339.561714172363,64569.084400177,29634.36228942871,108921.32800292967,102911.18737792967,70553.82499313354,22911.341579437256,62227.44482040405,105055.84777832033,98441.30725097656
Lyso_PS(14:0),20525.641445159912,34221.862464904785,31639.182495117188,95390.38604736328,87068.30596923828,38666.82286834717,25329.52154541016,26921.001949310303,109804.06713867188,75260.46575927734
Lyso_PS(14:1) | PS (14:1),310236.50410461426,283956.6777610779,499643.1551513672,2019083.532714844,1399402.146484375,282551.25748443604,483356.6866378784,226702.7564468384,2609042.2309570312,863961.2026367188
Lyso_PS(14:1) | PS (14:1)_2,326401.11850357056,283205.55752182007,504826.7169189453,2027265.5493164065,1366494.2841796875,332829.76709365845,440786.5257072449,229778.75658416748,2635965.3212890625,840923.5263671875
Lyso_PS(15:0) | PSo (16:0),17739.221046447754,28534.82201385498,3884.3802375793457,64642.98434448242,80137.74743652344,22528.821838378903,20269.46172714233,11873.701118469238,67564.88491821289,71100.34460449219
Lyso_PS(15:0) | PSo (16:0)_2,14203.780868530272,19471.3415184021,3340.4602394104004,68425.32525634766,80004.34539794922,7661.660511016846,7475.060573577881,5958.340469360352,69985.36441040039,64301.30450439453
Lyso_PS(15:1),22005.74157714844,49850.543685913086,68373.52584075928,128141.25073242188,140951.90887451172,61129.90408325195,41071.32307434082,46151.283153533936,111455.40869140624,94443.3462524414
Lyso_PS(16:0) | PS (16:0),1527.2801055908203,1735.6601066589355,1470.0201034545898,128081.49114990234,125329.72994995116,1527.9601135253906,1457.3200988769531,1464.14009475708,159636.81121826172,111724.26736450195
Lyso_PS(16:0) | PS (16:0)_2,1490.920093536377,1494.4601135253906,1542.6601028442385,128352.13189697266,125700.72607421876,1543.3001022338867,1516.260108947754,1465.0401000976562,161409.5724182129,107296.06814575195
Lyso_PS(16:1) | PS (16:1),1463.0200996398926,1461.56010055542,1574.1801071166992,58237.60403442383,62345.724517822266,1553.6800994873047,1477.8401107788086,1471.3600845336914,62240.24476623535,63962.70462036133
Lyso_PS(16:1) | PS (16:1)_2,1463.2201042175293,1492.1600952148438,1474.760108947754,59639.08438110352,66766.80487060547,1510.8800926208496,1457.3400993347168,1491.6401023864746,60528.24490356445,61965.10394287109
Lyso_PS(17:0) | PSo (18:0),196158.55406570435,264401.6774787903,718753.8912353516,2134706.1748046875,1419614.7587890625,359486.72465133667,260469.17935943604,216954.95475006104,2845912.8603515625,796387.7397460938
Lyso_PS(17:0) | PSo (18:0)_2,470603.8163948059,265930.3554763794,753800.2857666016,2206227.642089844,1477076.1206054688,330710.78649520874,550684.5477600098,213233.31510162356,2940551.9418945312,850072.412109375
Lyso_PS(17:0) | PSo (18:0)_3,446125.8094329834,246916.8966331482,652264.4158935547,2317702.9331054688,1549653.1533203125,316393.36210250854,554797.9565811157,185860.8109703064,3138156.794921875,885992.7954101562
Lyso_PS(17:1) | PSp (18:0),8278.260597229004,20156.321586608887,20749.08142471313,78891.42602539062,82797.80599975586,23404.44175720215,8963.56063079834,19546.821445465088,74312.28494262695,65121.16470336914
Lyso_PS(17:1) | PSp (18:0)_2,14554.2209815979,21175.861499786377,19557.861598968502,79398.90576171875,83881.50701904297,24745.4016456604,16017.641410827637,20363.84140777588,76683.08563232422,67814.50503540039
Lyso_PS(17:2),15911.041229248049,27406.18185043335,20650.16146850586,50638.72396850586,62408.68505859375,32974.62233352661,18535.201511383057,24054.261695861816,47309.48287963867,58462.4040222168
Lyso_PS(18:0) | PS (18:0),21799.001377105717,36419.962799072266,28956.182048797607,58232.74280929565,94535.44651412964,46189.12328338623,31128.3426361084,34242.96249008179,36523.18272399902,98191.40671539308
Lyso_PS(18:0) | PS (18:0)_2,14719.001064300535,40121.50302886963,31424.701442718502,26188.54146575928,81346.66519927979,44435.76314926148,29934.68165206909,36771.50286102295,13658.020862579346,67981.06462478638
Lyso_PS(18:1) | PS (18:1),17376.641262054443,35967.84259033203,18823.72151184082,53166.703411102295,59132.34423828125,33915.62237548828,20667.581172943115,34147.36234664917,50692.083808898926,51108.54357910156
Lyso_PS(18:1) | PS (18:1)_2,10244.600658416748,32078.12224960327,20738.22127532959,45441.663356781006,57194.30383300781,36546.26265335083,17113.901069641113,33297.50206375122,45030.46298217773,49712.24398803711
Lyso_PS(18:2) | PS (18:2),15718.441352844238,22068.96136856079,16611.26108932495,41545.002700805664,43420.50286865234,27120.841625213623,14270.941040039062,21472.76160430908,40825.102600097656,43300.54243469238
Lyso_PS(18:2) | PS (18:2)_2,9508.90069580078,26627.54210281372,15198.48119354248,39460.88265991211,45614.623764038086,26699.641998291016,15284.121231079102,21314.10168075561,42389.96292114258,47425.20275878906
Lyso_PS(18:3) | PS (18:3),36644.56262207031,34596.40252685547,39233.0832862854,95792.62649536131,108431.14727783205,41336.10278701782,54438.30467224121,23415.301876068115,103918.3674621582,106759.9487915039
Lyso_PS(18:3) | PS (18:3)_2,42226.94295120239,48177.08249282837,46667.084270477295,99065.78778076172,108570.10668945312,41557.16283416748,20646.78147888184,23455.161598205566,108486.90628051758,105879.5675354004
Lyso_PS(18:4),10444.040744781494,26110.441822052,21789.04150390625,45809.62341308594,60119.624267578125,29927.142017364506,12580.90098953247,19015.921226501465,44232.583236694336,46222.14331054688
Lyso_PS(18:4)_2,14007.840728759766,23836.841815948486,23810.362174987797,43623.10290527344,60939.50473022461,27701.00207901001,18544.420864105225,21927.861667633057,46774.90368652344,49230.543853759766
Lyso_PS(19:0),14094.88098526001,37334.42266082764,22571.321590423584,43919.862648010254,43170.38347625733,48286.724182128906,28664.9222946167,34711.10255432129,40980.28325653076,38574.70235824585
Lyso_PS(19:1),15745.380931854248,28588.661991119385,16528.241382598877,21949.22170639038,14231.501075744629,31016.442176818848,17689.881072998047,22483.78160095215,27094.72204971313,11270.240825653076
Lyso_PS(20:0) | PS (20:0),18148.861431121823,44264.6428527832,20746.841636657715,60933.744689941406,71053.00567626953,54240.80346679688,24875.501754760742,40564.44317626953,67574.8052368164,67541.48483276367
Lyso_PS(20:0) | PS (20:0)_2,17281.44123840332,40406.56268310547,15365.801063537598,61411.54425048828,72123.48400878906,50557.723876953125,24212.84152984619,44737.82275390625,70283.70373535156,63158.564453125
Lyso_PS(20:1) | PS (20:1),48522.92406845093,97520.38696289062,62342.42475509644,137061.4493408203,145735.9698486328,128430.44848632812,53397.26322555542,116460.24816894533,138565.61071777344,138353.67016601562
Lyso_PS(20:1) | PS (20:1)_2,46369.48344421387,103859.56762695312,53660.86389160156,130523.71118164062,141851.28955078125,120975.52856445312,37453.34279632568,112162.64819335938,131464.59045410156,130991.24951171876
Lyso_PS(20:2) | PS (20:2),35956.58232498169,62626.42433929443,49289.90411758423,102011.44709777832,190468.65353393555,71110.86404418945,53112.50434112549,31440.92218017578,137524.0294342041,184743.6107788086
Lyso_PS(20:2) | PS (20:2)_2,36238.223011016846,56705.384017944336,62294.88401412964,108560.86581420898,188595.15321350095,72959.36642456055,59690.78469467163,26182.561798095703,136363.07112121582,185034.85359191892
Lyso_PS(20:3) | PS (20:3),17133.521060943604,28818.08209228516,15811.36103439331,49217.82362365723,47578.22351074219,30542.102310180664,22239.741722106934,26219.26190185547,46683.86346435547,44625.02328491211
Lyso_PS(20:3) | PS (20:3)_2,15695.661170959473,31765.682327270508,12438.020851135254,48319.34346008301,50257.06365966797,28191.62210083008,20871.1611366272,20367.80139160156,48881.66302490234,43998.64279174805
Lyso_PS(20:4) | PS (20:4),15432.760913848875,26313.02174377441,11885.84073638916,35489.222396850586,40933.38299560547,30689.3219909668,15909.421020507812,24971.241653442383,38615.502670288086,36383.322265625
Lyso_PS(20:4) | PS (20:4)_2,16542.641094207764,30179.64216613769,16713.220832824707,36217.50268554688,40887.402770996094,30036.362243652344,10216.36066055298,23003.30158996582,37890.86274719238,38156.18225097656
Lyso_PS(20:5) | PS (20:5),29569.921871185303,51257.02308654785,43639.64377212525,72087.56481933594,71849.56512451172,73361.48553466797,31502.30210876465,56554.48406982422,73900.40475463867,65048.54461669922
Lyso_PS(20:5) | PS (20:5)_2,24169.90156555176,63200.284255981445,43537.1630821228,66807.58410644531,66848.66497802734,72018.68505859375,42639.30289840698,59156.32434082031,76606.40478515625,63597.66479492188
Lyso_PS(21:0),15582.38094329834,33283.32272338867,14904.701164245604,65137.42344665527,70739.10446166992,35980.66264343262,25480.081714630127,27642.241729736328,74622.74548339844,82450.44532775879
Lyso_PS(22:0 | PS (22:0),64381.52437591553,61049.34436035156,63037.68505096436,87838.76629638672,87984.26611328125,64278.404296875,59114.12419128418,55625.283447265625,90421.82568359376,82004.52606201172
Lyso_PS(22:0 | PS (22:0)_2,89391.30450439453,62177.744064331055,68333.04535675049,94667.2865600586,87196.6460571289,61787.863830566406,64074.88482666016,55667.10418701172,91692.10675048828,84399.2060546875
Lyso_PS(22:1) | PS (22:1),14526.141040802002,24214.941848754883,13813.281047821043,42059.54327392578,43152.48336791992,25680.28192138672,15046.100765228271,18056.001403808597,42519.00328063965,41692.86318969727
Lyso_PS(22:1) | PS (22:1)_2,13372.660800933838,21134.881607055664,12699.06076812744,39364.14254760742,43786.26261901856,28686.20189666748,20363.801383972168,20400.361541748047,41728.662857055664,40676.46272277832
Lyso_PS(22:2) | PS (22:2),23789.44136428833,28112.181716918945,21484.681156158447,54884.78413391113,59309.903381347656,29130.5224609375,21467.721221923828,24793.961540222168,54672.26371765137,53836.78309631348
Lyso_PS(22:2) | PS (22:2)_2,24139.70188522339,30303.862174987797,22492.121616363525,48475.80354309082,59051.764221191406,32323.662155151367,22356.621253967285,19557.28126525879,55789.10424804688,53722.12368774414
Lyso_PS(22:4) | PS (22:4),22896.48169708252,34449.202239990234,24961.681854248047,61765.72454833984,60545.94415283203,41204.423095703125,24391.781826019287,28885.72213745117,57637.383697509766,59425.204528808594
Lyso_PS(22:4) | PS (22:4)_2,22884.84171295166,33150.90232849121,25564.20179367065,60122.82385253906,63084.02377319336,40597.042236328125,26837.021812438965,27774.26202392578,58089.00463867188,55730.90380859375
Lyso_PS(22:6) | PS (22:6),18537.561279296875,41547.442932128906,27948.20212554932,75914.30545043945,91221.36721801758,50422.78393554688,28665.26245880127,34887.622497558594,77331.68566894531,85777.22644042969
Lyso_PS(22:6) | PS (22:6)_2,24433.18203735352,43726.84281921387,18715.42135620117,72770.96514892578,87582.9457397461,49256.083251953125,31387.20221710205,39984.52301025391,76736.14617919922,80225.50509643555
Lyso_Sphinganine-1-phosphocholine,153746.052734375,150175.46923828125,176523.90893554688,205671.07287597656,215744.57739257807,151694.17260742188,181463.50799560547,52212.203968048096,223580.6982421875,185214.31298828125
Lyso_Sphingosine-1-phosphocholine,81775.86724853516,85903.36688232422,91782.22644042967,127676.89025878906,132027.6318359375,82935.06634521484,98304.3677368164,52652.50328063965,124501.0693359375,99880.6865234375
O-(11-carboxyundecanoyl)carnitine,1474095.4887695312,1767469.7470703125,1581158.4799804688,1897017.413330078,1605101.083984375,1548128.7014160156,1759246.659423828,1817530.333251953,1818691.209472656,1472280.3151855469
O-(13-carboxytridecanoyl)carnitine,2110475.984375,2267488.357666016,2318483.2495117188,2595080.1494140625,2656519.479736328,2230760.438720703,2560222.873046875,2573945.6643066406,2645433.884033203,2549217.232666016
O-(17-carboxyheptadecanoyl)carnitine,1547938.091796875,1767424.203125,1733107.8115234375,1904498.5239257808,1968279.7216796875,1722163.9125976562,1877667.6440429688,1855567.626953125,1958748.5366210935,2000980.7578125
O-arachidonoylcarnitine,1606444.248046875,1581450.2255859375,1706995.9501953125,1925770.7993164065,1992535.3129882808,1653651.3374023438,1859686.2846679688,1922244.0390625,2052466.7138671875,2030648.822265625
O-behenoylcarnitine,918663.254333496,1015143.6715965272,1046629.1194114684,1159352.5242614746,1183595.9450912476,1016328.2003860474,1170790.031513214,1169881.9305725098,1214997.707458496,1199428.261802673
"O-oleoylcarnitine, Elaidic carnitine",2176943.9604492188,2820594.7856445312,2794081.3002929688,2715296.607421875,2836430.014648437,3047597.2622070312,2503960.041015625,2960651.0043945312,2859035.7294921875,3032366.414550781
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",1385193.285888672,1409915.178955078,1459747.1696777344,1718928.3461914062,1681448.0129394531,1419099.778076172,1616132.1928710938,1669081.0307617188,1825302.4543457031,1595283.7138671875
PC (30:0),72801.08450317383,391338.7117919922,108587.5694580078,124928.19088745116,120522.75088500977,122156.1474609375,106600.94610595705,17507.461261749268,111930.44827270508,115846.28811645508
PC (30:1),74715.64407348633,416144.6285400391,108181.40823364258,123018.46990966795,114475.02696228027,118499.30799865724,104044.4260559082,16657.30113220215,104888.18682098389,102112.76795959473
PC (30:2),73565.58590698242,429697.21673583984,104348.8675994873,115490.2880859375,112548.90631103516,110530.94802856444,102225.46545410156,14522.701068878174,99768.40505981444,112151.60835266112
PC (32:0),426905.2700500488,7163767.58996582,695434.5860595703,846672.7756347656,836932.9093933105,1342194.294631958,1271427.7728424072,58652.083251953125,1263623.2343444824,1604503.2309112549
PC (32:1),418487.78283691406,7818270.932556152,637687.8773498535,824249.7723693848,825254.3915405273,1367319.778503418,1289537.480621338,45717.76409912109,1314897.7739868164,1808885.2483520508
PC (32:2),450606.71350097656,7888158.215942383,651045.5532684326,875913.4967651367,741068.885345459,1351196.6850585938,1183275.7173461914,43436.36325073242,1236786.778274536,1631968.0472106934
PC (32:3),419251.1065673828,7343195.507446289,621406.620513916,829960.1398010254,829691.2442321777,1201247.7471618652,1223784.7496948242,60236.284786224365,1225433.2733764648,1608706.7545166016
PC (32:4),248226.3409423828,3437179.1732788086,368471.08416748047,628592.6538391113,569757.8708496094,710603.7426147461,658993.5891113281,31673.30193328857,915391.12890625,1181219.6395874023
PC (32:5),159636.4114074707,1894942.348693848,247461.0770111084,374823.2222900391,330099.0574951172,386171.5890197754,379000.37130737305,29585.7017288208,453531.3371582031,579343.8569946289
PC (34:0),603786.881652832,12552702.819000244,941699.38772583,1125983.251739502,1178566.6207122805,1433346.9426574707,1278487.8649902344,46909.84296035767,1281487.8049316406,1696748.203277588
PC (34:1),628704.3765563965,12612282.07385254,1068184.6707305908,1098086.6652526855,1245018.453704834,1485534.6594543457,1216729.564163208,41541.74333190918,1298016.4420471191,1707484.1157989502
PC (34:2),712174.5064697266,12546810.162353516,1070276.280532837,1154056.8831176758,1295362.3955078125,1524304.7133789062,1359254.6876831057,42987.78302001953,1342187.9460754397,1779779.2218017578
PC (34:3),907888.7071533204,19383231.46862793,1467655.251373291,1773161.9710388184,1701044.7861328125,2591436.032867432,2363891.7829589844,62258.02487182617,2364359.4662475586,3140575.685760498
PC (34:4),907231.9483032228,17858137.23461914,1460516.994598389,1774699.7514038086,1810527.606201172,2593891.733215332,2182887.515686035,66044.54438781738,2359206.197570801,2929873.885848999
PC (34:5),637867.320526123,11978499.087768557,998883.9015045166,1490512.654296875,1386077.9812316897,1885691.480834961,1815037.8078918457,56134.7633972168,2069122.562347412,2655078.2959594727
PC (34:6),466239.2950744629,8511072.836547852,676761.5384521484,895605.5742645264,828511.2948608398,1453333.6697540283,1329666.5189819336,51458.523178100586,1340993.617919922,1911998.4697265625
PC (36:0); PCp(38:6),259913.45834350583,4415483.768127441,404203.798538208,501732.61752319336,490324.3750457764,608937.5494232178,536617.1040496826,30348.1622467041,512936.7006225586,704872.9450454712
PC (36:0); PCp(38:6)_2,266564.74310302734,4385001.407592773,398814.83627319336,456085.11933898926,504190.735168457,577410.3676300049,533921.7199401855,33312.14247131348,524585.4631958008,682445.1289215088
PC (36:1),267520.6982116699,4257458.500793457,410542.6410827637,476557.8649291992,519122.6141357422,585485.858581543,571128.4786071777,29771.36269378662,570017.9784545898,709561.9246673584
PC (36:2),338383.81607055664,6547054.532836914,510861.3107757568,512960.8851623535,620163.6167297363,752633.8298339844,730934.6446685791,36005.482162475586,636512.2871704102,814948.791809082
PC (36:3),719691.6755981445,13835294.039245604,1103990.530502319,1080139.570892334,1169060.3991394043,1534922.6520996094,1440910.1892700195,45851.42393493652,1198528.9013824463,1534095.840011597
PC (36:4),978536.9825439452,18627279.01867676,1459716.989868164,1832690.521575928,1901743.4043579104,2252229.1623687744,2075945.081115723,61388.68461608887,2096319.9205932615,2678085.94039917
PC (36:5),851489.8762207031,17421224.068145752,1351792.802986145,1540312.9434509275,1714870.1974487305,1948243.732421875,1901983.7871704104,53216.48407745361,1843176.958847046,2458360.6613311768
PC (36:6),746303.6601257324,15047176.547210691,1101017.4152832031,1318915.9271240234,1416989.590423584,1799577.7883911133,1649388.4610595703,52827.70310974121,1703571.7547302246,2083466.646118164
PC (36:7),693486.1385192871,12946903.819152832,1154330.5285339355,1244325.1918029785,1366423.3130493164,1573570.8822631836,1440989.174621582,48606.74264526367,1503536.1922607422,2005140.5511779785
PC (36:8),672014.317199707,13035833.316101074,1002044.469909668,1177928.201538086,1229328.3050231934,1479966.2419128418,1398340.3334350586,42692.76382446289,1436670.2541351318,1851009.7006225584
PC (38:0),451433.0520019531,4116549.240447998,633248.2685852051,1481456.2604370115,1037142.4198913574,693438.1508483887,784046.9677429199,105959.26664733888,1337352.748046875,828923.1810913086
PC (38:1),456212.6103820801,4396067.108062744,621743.3875732422,1476322.3272399902,1094164.189086914,721940.5462646484,812612.708984375,88011.82405471802,1348167.953277588,855555.1886444092
PC (38:2),501484.9812927246,4535130.460845947,703016.5674285889,1500403.1217346191,1103206.2940979004,786782.4853820801,867565.1634216309,105535.12648773192,1388953.6940307615,856192.1399078369
