Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",570225.5207519531,594318.3209838867,522056.5323486328,577011.7044067383,551185.817565918,500497.1371459961,649062.8455200195,221915.89768218997,575626.6390686035,494961.1950073242
"Cer(d16:2(4E,6E)/24:0(2OH))",121979.70907592772,131456.66970825195,149224.67126464844,151747.88934326172,153175.0912475586,136234.21002197266,147543.93057250977,69526.34452819824,150299.69073486328,138617.0086364746
Cer(d18:0/14:0),67271.1851272583,67354.10481262207,71797.26489257812,68996.70455932617,97305.06623840332,66728.50514221191,67233.50524902344,39620.402561187744,69628.84553527832,61488.22444152832
Cer(d18:0/16:0(2OH)),142359.94995117188,174073.97229003906,144255.1701965332,140065.92962646484,147288.75,140850.28994750977,154639.19134521484,77185.88529205322,156381.91052246094,133727.10833740234
Cer(d18:0/16:0),99618.26760864258,101845.4079284668,115023.52792358398,110583.48779296876,114044.14715576172,104234.02743530272,112339.7671508789,67518.32512664795,117145.42950439452,101856.56713867188
Cer(d18:0/18:0(2OH)),100195.2667388916,99591.74786376952,132923.2901611328,148217.99099731445,124513.36985778809,106416.74772644044,122158.66917419434,58387.26418685913,164841.94914245603,102301.2879638672
Cer(d18:0/18:0),119376.1890411377,115015.36853027344,136114.54983520508,171818.87350463867,152880.01196289062,130865.6294555664,146127.97019958496,72138.24514770508,174297.39086914062,125387.909866333
Cer(d18:0/20:0(2OH)),170788.87274169922,155040.87133789062,182352.23345947263,204832.8739318848,162233.4900817871,167348.95217895508,179597.57501220703,107189.30765914916,210269.03582763672,159746.17098999023
Cer(d18:0/20:0),99295.5671081543,96509.28689575195,115892.88806152344,134044.8098449707,120227.06829833984,110510.92861938477,119162.88958740234,62770.82458877564,140454.12896728516,112137.06759643556
Cer(d18:0/22:0(2OH)),2026375.7747802732,2742920.2434692383,2190395.5884399414,2249994.368652344,2191904.135192871,2465010.203918457,2480252.733398437,1345326.1305046082,2233805.578918457,2084786.02545166
Cer(d18:0/22:0),165235.2922668457,137595.92993164062,191403.1109619141,185889.1315307617,154543.90936279297,153869.08935546875,160901.95111083984,97249.60677719116,197313.95330810547,146979.09133911133
Cer(d18:0/24:0),2118778.14251709,2853717.473083496,2341071.3193969727,2387556.5045776367,2265287.441833496,2532297.484802246,2649351.746826172,1464951.2535476685,2392778.707824707,2155782.4967041016
Cer(d18:0/26:0),676692.961730957,912677.391784668,1023812.2529296876,923878.3328857422,846950.81640625,1086043.3112792969,725517.329284668,612660.3406829834,980651.1170654296,899961.4192504883
Cer(d18:0/h24:0),217935.23223876956,220435.2737121582,270501.1585083008,281859.1211547852,270440.9401245117,240761.8345336914,275756.4182739258,149546.55011749268,298636.7027435303,235812.3330078125
Cer(d18:0/h26:0),680723.8046264648,945918.1914672852,983947.007080078,901005.0484008788,832596.0748901367,1117400.7102966309,737704.1538085938,565546.0823364258,985080.2007446288,884072.9902648926
Cer(d18:1/12:0),56379.08372497559,54492.66427612305,58511.04425811768,49007.44305419922,52477.203437805176,51803.52375793457,54977.10356140137,34115.5425491333,49742.76338577271,43562.52313232422
Cer(d18:1/16:0),73185.88471221924,79267.4256362915,80618.42578125,92233.2661743164,76714.58596801758,79366.52560424805,75720.60516357422,44248.26346588135,100157.66690826416,62700.24416351318
Cer(d18:1/18:0),53637.62353515625,144486.28896331787,67352.74472045898,74389.04536819458,67009.44515991211,80093.68602752686,78563.60559463501,44766.763191223145,119123.72885131836,88884.32696914673
Cer(d18:1/18:1(9Z)),97083.00659942628,213917.95608520508,118233.36837768556,153521.65101623535,115906.10749816896,144969.15076446533,134688.0899887085,71931.1250038147,206256.79330444336,125567.94938278198
Cer(d18:1/20:0),47143.0432434082,72375.66548156738,66875.38436889648,57531.80383682251,51913.56398010254,50608.82373809815,50636.32335662842,28668.262161254883,55477.504249572754,45594.26309967041
Cer(d18:1/22:0),1678337.54813385,350475.44132995605,412625.9516067505,118941.70894622804,150862.49167633057,146988.2311859131,161351.4310951233,320065.5839996338,130616.02772140504,121500.13095474245
Cer(d18:1/24:0),428490.782875061,765089.0247497559,446831.3067474365,596964.2315216064,549719.4162902832,413599.9075279236,534518.1505813599,189131.1501197815,566900.2385482788,446408.1731185913
Cer(d18:1/24:1(15Z)),406907.6530456543,840892.3873825073,441163.0270233154,583545.0425071716,539496.9074020386,385026.1727371216,517115.7544517517,184095.2524986267,550582.1373596191,442527.93101501465
Cer(d18:1/26:0),334814.76000213623,450144.2345466614,477574.994644165,479420.3740310669,451609.0141143799,492560.9260406494,383330.8118133545,227916.2396278381,535774.468460083,479262.7142791748
Cer(d18:1/26:1(17Z)),336197.65982055664,470590.5140762329,491600.7756042481,497379.10495758057,458308.8632850647,470614.4575347901,416360.795501709,228141.81119155884,533373.8003005981,475731.95932769775
Cer(d18:1/2:0),46205.843101501465,52270.66377258301,53214.12380981445,56135.74417877197,53413.824211120605,50673.54330444336,58472.54386901856,30049.94225692749,60483.22465515137,52440.12366485596
Cer(d18:2/14:0),3884935.4225616455,161394.81140899658,1033011.22555542,216766.83670806885,195495.1930770874,269953.9761657715,341031.68334198,631264.4131202698,223841.4004974365,217743.45613861084
Cer(d18:2/16:0),104909.22849273682,60100.6841506958,69706.8044013977,62374.644313812256,54400.30355453491,59382.3444480896,63887.664978027344,38375.16290664673,64699.72451400757,52756.9833946228
Cer(d18:2/18:1),235552.5771484375,197339.59350585935,219399.75579833984,245342.51806640625,208629.7147216797,222611.87567138672,234975.7561645508,117092.22804260254,247033.1964111328,232217.13623046875
Cer(d18:2/20:0),270547.7388916016,219836.13623046875,237123.85778808597,256641.69787597656,242596.6173095703,226813.93591308597,241210.7164306641,141213.2502746582,261817.6405029297,253577.658203125
Cer(d18:2/20:1),269467.8194580078,232984.7967529297,255429.55834960935,280376.8806152344,264228.3389892578,242504.0379638672,253619.15747070312,144081.65027999878,277417.9196777344,260883.01794433597
Cer(d18:2/22:0),36221751.033203125,3476697.2163085938,7534093.382080078,1342229.7197265625,1960887.0690917969,2336834.541748047,2660257.4807128906,6691161.921001434,1968203.3681640625,1973253.4711914065
Cer(d20:0/26:0(2OH)),240957.29696655276,339605.4455566406,337163.14764404297,360355.82501220703,330102.0902404785,366443.44442749023,283551.9197692871,172654.49328231812,382046.381652832,339947.8041687012
Cer(d20:0/26:0),244875.1163330078,318238.9451751709,332974.6040496826,349255.98976135254,330922.4479827881,374078.6063995361,292065.52265930176,173492.65392684937,386760.1452636719,340994.6609802246
Cer(t18:0/16:0(2OH)),481859.3317108154,582969.4399108887,640537.6826019287,647520.004234314,495813.1138458252,718216.1271362305,669479.9264984131,219687.47521972656,628563.9745178223,490208.0828094482
Cer(t18:0/18:0(2OH)),90274.3465270996,103398.78643798828,163216.37335968018,148072.7088470459,126346.40880584715,109401.34896087646,120219.66716766356,53538.083866119385,142858.44998168945,96266.2470626831
Cer(t18:0/20:0(2OH)),667324.6309204102,364563.8634338379,468640.2548217773,681836.1105499268,651890.887512207,392800.0451660156,369766.3238220215,237980.9375038147,474538.4169921875,525993.2916259766
Cer(t18:0/22:0(2OH)),681237.164932251,854438.7332611084,721654.2887649536,886815.7178039551,825314.5011749268,721990.556602478,908199.6066970824,353796.0011749268,977294.1560134888,752070.7950363159
Cer(t18:0/24:0(2OH)),292348.955657959,335761.8866882324,310946.16340637207,458853.208114624,441023.8146667481,297210.1238708496,376205.0651397705,185514.272769928,385781.5661315918,435419.9460449219
Cer(t18:0/26:0(2OH)),543403.0151672363,782577.0425720215,784942.0381774902,764881.0336227417,695886.4866027832,796070.5673828125,614580.7118225098,474316.3712882996,814304.7753982544,719539.0636444092
Cer(t20:0/26:0(2OH)),3472.640254974365,3509.6202545166016,3504.380241394043,551505.4501037598,478902.4676361084,3576.000255584717,3408.480224609375,3377.100234985352,607548.4162139893,482023.9501495361
CerP(d18:0/16:0),165910.61169433594,153504.0506591797,190737.9141845703,186114.5530700684,149576.4500732422,153592.2908630371,170648.71249389648,97985.38682174684,181768.89306640625,142193.1896057129
CerP(d18:1/12:0),114497.92813110352,289692.12311935425,128133.2698135376,180204.93405151367,139695.7490234375,182239.7318344116,166593.25200653076,90519.2665977478,267970.6975326538,164124.4517288208
CerP(d18:1/14:0),50174.30355834961,77168.68590545654,70619.36522293091,58899.18377304077,55923.62368774414,56418.12394332886,53169.96396636963,27909.52180480957,56784.66360473633,49334.76354980469
CerP(d18:1/16:0),1734354.9717330933,394428.32166671753,426700.7503814697,127977.84979629517,154259.330619812,154111.23011779785,170179.87258148193,334149.6014022827,138412.9701309204,124573.1284790039
CerP(d18:1/18:0),425314.37715148926,828874.2796936035,429235.33068847656,586049.7076873779,525810.9160423279,384412.1473236084,518415.2689819336,187734.7562904358,549585.1438369751,430920.8674468994
CerP(d18:1/20:0),344956.46003723145,449065.007888794,476758.0706558228,491758.5409164429,461539.83221435547,479694.8341140747,393624.5037918091,242603.55875396729,536168.8778915405,466723.27124786377
CerP(d18:1/22:0),61631.84370803833,73455.42486190796,82271.40557098389,81327.52565002441,69422.86536026001,76151.96509933472,72536.24429702759,38997.382553100586,86178.5249786377,66533.44555282593
CerP(d18:1/24:0),53171.32379150391,83684.60627746582,72532.48625946045,68345.40460586548,69290.18549728394,64315.52411651611,59774.24353790283,38875.48288726807,65334.00510787964,58803.8440322876
CerP(d18:1/24:1(15Z)),52777.92399597168,77358.9055519104,70387.12477493286,64805.62456130981,68889.94542312622,64242.944606781006,56766.64373016357,36634.40295028687,64861.90427780152,62789.98421859741
CerP(d18:1/26:0),50795.7237701416,48844.94369125366,57405.48349380493,53192.20389175415,43240.883228302,45913.602966308594,45793.02334213257,31054.14239883423,45113.423412323,40847.94279098511
CerP(d18:1/26:1(17Z)),52006.94332122803,48834.88298416138,57551.08400726318,50186.58321762085,41992.88306808472,49754.40320587158,51391.563175201416,28334.442234039307,47164.7028427124,38311.702922821045
CerP(d18:1/2:0),61445.36422729492,73409.58462524414,71354.50555419922,75402.24518585205,69761.10538482666,77132.26634216309,63804.60427093506,37949.622509002686,74130.74549865723,63343.984375
CerP(d18:1/8:0),211300.37481307983,45715.56356048584,85170.80661773682,48379.0632019043,51838.48345184326,48702.82316589356,57917.04371643066,52055.8638420105,49352.64328765869,48535.96315765381
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",418094.6909484863,291328.83966064453,229211.5368499756,50162.80352783203,61692.403953552246,440693.1749420166,302909.70166015625,399352.206993103,67133.70456695557,60102.20470428467
Cholesteryl nitrolinoleate,676317.4758300781,688197.0075683594,549666.6363525391,168850.0728149414,164718.53118896484,706709.7972412109,587135.1596679688,709355.7329101562,189059.81372070312,186714.4732666016
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",1014312.66015625,1064424.775756836,1110499.5349121094,1231695.2462158203,1348945.6447753906,1080654.0018310547,1256385.9179077148,1238558.3005371094,1295310.720703125,1370377.6154785156
Hexacosanoyl carnitine,1306819.7283477783,1469721.9734268188,1477280.5765838623,1601114.1556091309,1683242.4908447266,1455153.986694336,1630516.3245544434,1671107.1042785645,1653309.8875427246,1669675.033695221
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",5187867.46875,8540479.934570312,8147970.249023437,7258763.232421875,6417243.6640625,9911375.848632812,6031364.9580078125,8579670.657226562,7662019.042480469,7306841.377929687
Lyso_C17 sphingosine-1-phosphocholine,52986.60391235352,57440.58419799805,62417.06414794922,73641.38424682617,68976.42373657227,60159.94514465332,66843.00457763672,18418.86120223999,76374.4057006836,67996.30503845215
Lyso_PC(10:0),32828.462310791016,37395.782775878906,36815.56274414063,46392.54290771485,46797.0228881836,39281.82257080078,36928.883239746094,19613.30158996582,40721.34262084961,42527.74313354492
Lyso_PC(11:0),52298.5442199707,45589.02279663086,52335.30364990234,57822.98406982422,54605.50323486328,51338.043518066406,51736.5235748291,18703.64141082764,58675.30474853516,54190.66383361816
Lyso_PC(12:0),68740.86395263672,75311.54467773438,75648.06494140625,89628.94696044922,82573.4271850586,75429.7642211914,78049.42495727539,28365.92195892334,90597.0655517578,80472.10635375977
Lyso_PC(13:0),38803.64297485352,37973.04277038574,39844.42317199707,52873.24341583252,45919.122955322266,41162.24327087402,44471.322814941406,16372.781127929688,49279.36352539063,44293.26304626465
Lyso_PC(14:0),158144.5704345703,159397.93005371094,183461.89453125,216827.87353515625,229734.08044433597,164385.7120361328,194769.2383422852,51163.12364196777,227877.7506103516,194500.9508056641
Lyso_PC(14:1),127281.67163085938,131028.42919921876,143160.2300415039,186188.04809570312,189966.0518798828,125245.96948242188,146664.79028320312,56120.70388412476,182581.0712890625,164259.01110839844
Lyso_PC(15:0),226536.878616333,217689.9557800293,240429.79470825195,311517.0654449463,310490.0026245117,226552.53694152832,283112.6365509033,15935.061138153076,318899.8910217285,263075.3410644531
Lyso_PC(15:1),186503.56999206543,187515.7371826172,225681.2386474609,288096.2198791504,318642.9030456543,198805.51303100583,237793.6768951416,17416.541255950928,310181.9428100586,234574.1170654297
Lyso_PC(16:0),183595.07577514648,260359.9955596924,221136.1763916016,244014.4180908203,236898.559753418,198126.77545166016,239087.98046875,29229.721927642822,255617.1134338379,218003.57788085935
Lyso_PC(16:1),165961.6928100586,236137.43359375,189986.32803344727,224067.7159423828,217869.35614013672,187383.83337402344,224043.71508789065,25279.18168258667,237254.7618408203,215651.2166442871
Lyso_PC(16:1)_2,157331.0883178711,237032.3962402344,185290.3735961914,229274.2738037109,211318.89315795896,186332.89453125,223668.4510498047,28194.24187850952,241200.95623779297,203949.91314697263
Lyso_PC(17:0),58319.66467285156,78822.5244140625,66631.16394042969,66216.52465820312,65347.16412353516,65789.58569335938,74482.92492675781,21294.481231689453,73743.3850402832,68592.50366210938
Lyso_PC(17:1),69010.26428222656,134401.46755981445,77203.74609375,86904.44613647461,85666.00604248047,80520.88494873047,92351.24615478516,22194.84173965454,93890.58757019044,95935.0874633789
Lyso_PC(17:2),63176.744049072266,137526.75009155273,74282.06518554688,87197.58618164062,82576.88522338867,83995.58670043945,91767.6462097168,20435.761486053467,98211.0690612793,101193.20846557616
Lyso_PC(18:0),71206.04479980469,165427.35009765625,87419.08764648438,91038.68643188477,87329.92602539062,85746.84637451172,93746.96667480467,28326.621746063232,92915.94525146484,97948.44711303712
Lyso_PC(18:1),66050.58395385742,155595.34814453125,81373.58599853516,88215.66705322266,79881.96746826172,80950.0260925293,91740.7664489746,23011.461570739742,99517.48974609376,92585.7476196289
Lyso_PC(18:2),56757.30426025391,144246.29000854492,74633.48510742188,80155.86434936523,76964.60424804688,78425.30471801758,82117.76602172852,27218.86197280884,90935.38598632812,89485.42565917969
Lyso_PC(18:3),54805.52420043945,120562.84899902344,68145.94525146484,76510.32626342773,69051.16381835938,67950.52459716797,71510.04502868652,24624.18169784546,80157.44537353516,82236.14553833008
Lyso_PC(18:4),49765.56411743164,67411.00518798828,54752.3642578125,60825.56433105469,59868.94400024414,50212.96365356445,58374.56494140625,20332.66146850586,67429.68365478516,59427.54446411133
Lyso_PC(19:0),128490.34912109376,140378.61083984375,133586.16943359375,182244.5126953125,164165.07153320312,130005.24951171876,143168.04907226562,103128.28701400755,200444.1748046875,176955.23266601562
Lyso_PC(19:1),129420.74877929688,209859.31665039065,139541.31030273438,187752.37548828125,166440.8115234375,140516.29028320312,146377.57153320312,106344.88717269896,200737.25463867188,187651.3142089844
