Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",549434.6729736328,572129.3027954102,669993.2951049805,500433.3950805664,545798.8641357422,500497.1371459961,649062.8455200195,221915.89768218997,575626.6390686035,494961.1950073242
"Cer(d16:2(4E,6E)/24:0(2OH))",149202.49026489258,142789.84912109375,150103.8106689453,139065.60968017578,131549.90896606445,136234.21002197266,147543.93057250977,69526.34452819824,150299.69073486328,138617.0086364746
Cer(d18:0/14:0),71597.4246673584,75585.72505187988,67996.16540527344,64700.82482147217,67962.92486572266,66728.50514221191,67233.50524902344,39620.402561187744,69628.84553527832,61488.22444152832
Cer(d18:0/16:0(2OH)),154019.81134033203,171576.25219726562,165317.25094604492,141531.23001098633,137383.86883544922,140850.28994750977,154639.19134521484,77185.88529205322,156381.91052246094,133727.10833740234
Cer(d18:0/16:0),114807.12731933594,119714.32794189452,107024.56784057616,107434.6078338623,109708.40719604492,104234.02743530272,112339.7671508789,67518.32512664795,117145.42950439452,101856.56713867188
Cer(d18:0/18:0(2OH)),124009.58905029295,135284.02868652344,124648.80946350098,155196.55114746094,113348.38793945312,106416.74772644044,122158.66917419434,58387.26418685913,164841.94914245603,102301.2879638672
Cer(d18:0/18:0),149866.86961364746,169939.79206848145,142915.3690185547,176109.0739440918,142564.34927368164,130865.6294555664,146127.97019958496,72138.24514770508,174297.39086914062,125387.909866333
Cer(d18:0/20:0(2OH)),179042.31350708008,209022.03158569336,175718.0521850586,202696.79278564453,188027.59396362305,167348.95217895508,179597.57501220703,107189.30765914916,210269.03582763672,159746.17098999023
Cer(d18:0/20:0),121279.4480895996,147107.85131835938,123406.50936889648,136542.16931152344,130466.98989868164,110510.92861938477,119162.88958740234,62770.82458877564,140454.12896728516,112137.06759643556
Cer(d18:0/22:0(2OH)),2288377.225036621,2502356.308288574,3017023.4556274414,2053075.6171875,2232318.895568848,2465010.203918457,2480252.733398437,1345326.1305046082,2233805.578918457,2084786.02545166
Cer(d18:0/22:0),165498.09057617188,185307.2530822754,158184.9312133789,191777.2720336914,160124.87182617188,153869.08935546875,160901.95111083984,97249.60677719116,197313.95330810547,146979.09133911133
Cer(d18:0/24:0),2445793.439575196,2662189.094848633,3124762.6466674805,2164630.489074707,2318535.864135742,2532297.484802246,2649351.746826172,1464951.2535476685,2392778.707824707,2155782.4967041016
Cer(d18:0/26:0),971922.7466430664,1013473.3427734376,927567.8104858398,1281252.9827270508,1235553.405090332,1086043.3112792969,725517.329284668,612660.3406829834,980651.1170654296,899961.4192504883
Cer(d18:0/h24:0),269886.12127685547,291022.99853515625,270901.9809875488,264787.05795288086,240514.99765014648,240761.8345336914,275756.4182739258,149546.55011749268,298636.7027435303,235812.3330078125
Cer(d18:0/h26:0),969636.9716796876,1001891.4942932128,898880.4644775391,1281324.2112426758,1234840.7830200195,1117400.7102966309,737704.1538085938,565546.0823364258,985080.2007446288,884072.9902648926
Cer(d18:1/12:0),57027.20426940918,56788.22389221192,58972.8440246582,49458.06385803223,46236.64323806763,51803.52375793457,54977.10356140137,34115.5425491333,49742.76338577271,43562.52313232422
Cer(d18:1/16:0),85878.22690582275,89286.02571868896,93289.46748352052,98833.7073059082,81981.76594543457,79366.52560424805,75720.60516357422,44248.26346588135,100157.66690826416,62700.24416351318
Cer(d18:1/18:0),92189.1464767456,80419.90634918213,141975.15132904053,85945.38529205322,75699.88483428955,80093.68602752686,78563.60559463501,44766.763191223145,119123.72885131836,88884.32696914673
Cer(d18:1/18:1(9Z)),164937.2915725708,152596.21005249023,270801.6766204834,205601.39401626587,138417.04704284668,144969.15076446533,134688.0899887085,71931.1250038147,206256.79330444336,125567.94938278198
Cer(d18:1/20:0),53830.70408630371,57624.02406692505,65562.4651260376,51220.62345123291,47064.36366271973,50608.82373809815,50636.32335662842,28668.262161254883,55477.504249572754,45594.26309967041
Cer(d18:1/22:0),130642.1097984314,147049.75035858154,207270.29676818848,134136.3509559631,175466.37070465088,146988.2311859131,161351.4310951233,320065.5839996338,130616.02772140504,121500.13095474245
Cer(d18:1/24:0),511397.65713500977,533845.4967727661,717873.4853248596,477417.161113739,440352.2726516724,413599.9075279236,534518.1505813599,189131.1501197815,566900.2385482788,446408.1731185913
Cer(d18:1/24:1(15Z)),513120.1188926697,534135.5885543823,740670.8826217651,459550.1933288574,426490.10707855225,385026.1727371216,517115.7544517517,184095.2524986267,550582.1373596191,442527.93101501465
Cer(d18:1/26:0),501981.5566177368,500951.0121841431,451098.43661499023,624782.4101486206,552998.9704055786,492560.9260406494,383330.8118133545,227916.2396278381,535774.468460083,479262.7142791748
Cer(d18:1/26:1(17Z)),512560.5685806274,503442.6001052856,460142.3742752075,643296.7020645142,560117.3584938049,470614.4575347901,416360.795501709,228141.81119155884,533373.8003005981,475731.95932769775
Cer(d18:1/2:0),62164.34376525879,54673.98387145996,57969.6241607666,52488.30390930176,46920.24327850342,50673.54330444336,58472.54386901856,30049.94225692749,60483.22465515137,52440.12366485596
Cer(d18:2/14:0),191693.1530609131,273356.99394226074,212708.6515045166,288417.4379119873,270776.73208618164,269953.9761657715,341031.68334198,631264.4131202698,223841.4004974365,217743.45613861084
Cer(d18:2/16:0),64331.34413528442,64468.56426239014,64027.62441253662,62988.524505615234,57653.644271850586,59382.3444480896,63887.664978027344,38375.16290664673,64699.72451400757,52756.9833946228
Cer(d18:2/18:1),217091.37518310547,221613.81622314453,213159.7750244141,243189.33837890625,207059.19409179688,222611.87567138672,234975.7561645508,117092.22804260254,247033.1964111328,232217.13623046875
Cer(d18:2/20:0),238374.6973876953,243750.23803710935,228731.0954589844,246530.3973388672,249912.75732421875,226813.93591308597,241210.7164306641,141213.2502746582,261817.6405029297,253577.658203125
Cer(d18:2/20:1),245388.5177001953,246218.1375732422,244516.9378662109,267017.3586425781,255831.77734375,242504.0379638672,253619.15747070312,144081.65027999878,277417.9196777344,260883.01794433597
Cer(d18:2/22:0),1686247.7287597656,1622181.5764160156,1942803.490234375,1863860.666015625,2951488.492675781,2336834.541748047,2660257.4807128906,6691161.921001434,1968203.3681640625,1973253.4711914065
Cer(d20:0/26:0(2OH)),363393.90449523926,366860.4246826172,324569.83807373047,444385.8718261719,407280.6138153076,366443.44442749023,283551.9197692871,172654.49328231812,382046.381652832,339947.8041687012
Cer(d20:0/26:0),354509.82945251465,352909.42405700684,321810.94052124023,434299.7144775391,407923.1293640137,374078.6063995361,292065.52265930176,173492.65392684937,386760.1452636719,340994.6609802246
Cer(t18:0/16:0(2OH)),567407.336227417,618271.4571685791,594643.394744873,579004.316986084,638088.210144043,718216.1271362305,669479.9264984131,219687.47521972656,628563.9745178223,490208.0828094482
Cer(t18:0/18:0(2OH)),140678.0700454712,156384.56986999512,128003.2300415039,145099.97088623047,130498.95009613036,109401.34896087646,120219.66716766356,53538.083866119385,142858.44998168945,96266.2470626831
Cer(t18:0/20:0(2OH)),393569.5289611816,355707.1466064453,419446.1728515625,306130.2199859619,614675.4814147949,392800.0451660156,369766.3238220215,237980.9375038147,474538.4169921875,525993.2916259766
Cer(t18:0/22:0(2OH)),835573.4533233643,880855.4200897217,1036186.3755187988,784071.9442367554,715731.4484939575,721990.556602478,908199.6066970824,353796.0011749268,977294.1560134888,752070.7950363159
Cer(t18:0/24:0(2OH)),342331.6445465088,365704.06297302246,381528.6145248413,301681.0581970215,387484.6117401123,297210.1238708496,376205.0651397705,185514.272769928,385781.5661315918,435419.9460449219
Cer(t18:0/26:0(2OH)),819132.8879089355,804990.539352417,698120.1741333008,984876.6770782472,897119.480545044,796070.5673828125,614580.7118225098,474316.3712882996,814304.7753982544,719539.0636444092
Cer(t20:0/26:0(2OH)),3486.5602416992188,3444.4202194213867,3574.7402420043945,698702.4664611816,655535.264541626,3576.000255584717,3408.480224609375,3377.100234985352,607548.4162139893,482023.9501495361
CerP(d18:0/16:0),167354.21173095703,172110.23361206055,153519.27124023438,184781.05389404297,151555.0101928711,153592.2908630371,170648.71249389648,97985.38682174684,181768.89306640625,142193.1896057129
CerP(d18:1/12:0),207053.93296813965,189219.3741607666,338638.8857650757,245497.26009368896,168906.83016967773,182239.7318344116,166593.25200653076,90519.2665977478,267970.6975326538,164124.4517288208
CerP(d18:1/14:0),57608.46398925781,60879.42431640625,70005.40510559082,56838.84355163574,46804.30297088623,56418.12394332886,53169.96396636963,27909.52180480957,56784.66360473633,49334.76354980469
CerP(d18:1/16:0),134544.67080688477,152515.37224578857,215635.6561279297,142268.0097846985,181937.4930496216,154111.23011779785,170179.87258148193,334149.6014022827,138412.9701309204,124573.1284790039
CerP(d18:1/18:0),508529.0331802368,545016.2441635132,778754.5726089478,466490.5502624512,426871.897190094,384412.1473236084,518415.2689819336,187734.7562904358,549585.1438369751,430920.8674468994
CerP(d18:1/20:0),508357.8988189697,504831.9145965576,469591.5770187378,627998.1846199036,554159.9758529663,479694.8341140747,393624.5037918091,242603.55875396729,536168.8778915405,466723.27124786377
CerP(d18:1/22:0),78094.42456054688,85487.36515808105,75109.58536529541,86839.4056930542,75236.56569671631,76151.96509933472,72536.24429702759,38997.382553100586,86178.5249786377,66533.44555282593
CerP(d18:1/24:0),68788.08518600464,69359.74527359009,68383.18479537964,75840.66597747803,67767.52487182617,64315.52411651611,59774.24353790283,38875.48288726807,65334.00510787964,58803.8440322876
CerP(d18:1/24:1(15Z)),62033.40418624878,70879.74507141113,65431.344665527344,75196.10556793213,64007.36405181885,64242.944606781006,56766.64373016357,36634.40295028687,64861.90427780152,62789.98421859741
CerP(d18:1/26:0),49741.92379760742,51883.223876953125,49429.0036239624,49121.68328857422,38473.88240432739,45913.602966308594,45793.02334213257,31054.14239883423,45113.423412323,40847.94279098511
CerP(d18:1/26:1(17Z)),48283.38327026367,52253.70330429077,49866.66344451904,50924.0834236145,37757.48268890381,49754.40320587158,51391.563175201416,28334.442234039307,47164.7028427124,38311.702922821045
CerP(d18:1/2:0),76570.36514282227,78236.74575042725,77440.2847290039,87621.36699676514,83306.0661315918,77132.26634216309,63804.60427093506,37949.622509002686,74130.74549865723,63343.984375
CerP(d18:1/8:0),46432.32344055176,52125.743896484375,53584.103675842285,48419.82300567627,49027.083404541016,48702.82316589356,57917.04371643066,52055.8638420105,49352.64328765869,48535.96315765381
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",4335094.217636108,2424601.445907593,1214155.489013672,473240.09295654297,260224.8973274231,440693.1749420166,302909.70166015625,399352.206993103,67133.70456695557,60102.20470428467
Cholesteryl nitrolinoleate,4343857.308349609,2643083.2318115234,1497477.1091308594,648281.0699462891,371760.6458129883,706709.7972412109,587135.1596679688,709355.7329101562,189059.81372070312,186714.4732666016
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",1282508.1748046875,1568286.4035644531,1336119.8891601562,1163869.4793701172,1387507.767944336,1080654.0018310547,1256385.9179077148,1238558.3005371094,1295310.720703125,1370377.6154785156
Hexacosanoyl carnitine,1631829.830657959,2064688.331604004,1616359.3477249146,1544224.7182312012,1700647.0773849487,1455153.986694336,1630516.3245544434,1671107.1042785645,1653309.8875427246,1669675.033695221
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",7413245.498046875,8382387.8232421875,7600345.13671875,10872286.795898438,10477917.965820312,9911375.848632812,6031364.9580078125,8579670.657226562,7662019.042480469,7306841.377929687
Lyso_C17 sphingosine-1-phosphocholine,72424.88525390625,60508.86395263672,65257.52606201172,72772.10366821289,56528.32470703125,60159.94514465332,66843.00457763672,18418.86120223999,76374.4057006836,67996.30503845215
Lyso_PC(10:0),38746.00286865234,38514.10272216797,45633.14303588867,46014.78372192383,43415.36352539063,39281.82257080078,36928.883239746094,19613.30158996582,40721.34262084961,42527.74313354492
Lyso_PC(11:0),56542.384033203125,53470.723571777344,52937.44354248047,62926.92388916016,52248.7239074707,51338.043518066406,51736.5235748291,18703.64141082764,58675.30474853516,54190.66383361816
Lyso_PC(12:0),81415.14685058594,76761.20614624023,79839.46560668945,86490.06756591797,77891.06628417969,75429.7642211914,78049.42495727539,28365.92195892334,90597.0655517578,80472.10635375977
Lyso_PC(13:0),47654.963439941406,41767.90272521973,42572.84313964844,48605.66372680664,39598.14318847656,41162.24327087402,44471.322814941406,16372.781127929688,49279.36352539063,44293.26304626465
Lyso_PC(14:0),209887.85876464844,182656.97198486328,191844.51220703125,206543.1798095703,175626.13134765625,164385.7120361328,194769.2383422852,51163.12364196777,227877.7506103516,194500.9508056641
Lyso_PC(14:1),157900.31127929688,145659.6300048828,150578.2108154297,175907.4500732422,148306.47045898438,125245.96948242188,146664.79028320312,56120.70388412476,182581.0712890625,164259.01110839844
Lyso_PC(15:0),301378.4775695801,258286.6183166504,267411.9811706543,302481.65116882324,238674.79434204104,226552.53694152832,283112.6365509033,15935.061138153076,318899.8910217285,263075.3410644531
Lyso_PC(15:1),258522.4175415039,226735.401260376,238269.0937957764,278025.0953979492,216010.9710083008,198805.51303100583,237793.6768951416,17416.541255950928,310181.9428100586,234574.1170654297
Lyso_PC(16:0),244871.02267456052,220532.0155029297,251082.41595458984,235656.4969482422,189824.8768310547,198126.77545166016,239087.98046875,29229.721927642822,255617.1134338379,218003.57788085935
Lyso_PC(16:1),223897.35287475583,211295.51513671875,230940.0400085449,228268.93450927731,177538.39709472656,187383.83337402344,224043.71508789065,25279.18168258667,237254.7618408203,215651.2166442871
Lyso_PC(16:1)_2,218162.4168395996,204568.57305908203,233947.9769897461,216502.6401977539,173068.13122558594,186332.89453125,223668.4510498047,28194.24187850952,241200.95623779297,203949.91314697263
Lyso_PC(17:0),76762.30578613281,68611.34437561035,69696.04495239258,73495.2650756836,57730.06298828125,65789.58569335938,74482.92492675781,21294.481231689453,73743.3850402832,68592.50366210938
Lyso_PC(17:1),86046.84603881836,85520.20541381836,107340.52880859376,87438.50668334961,71970.24459838867,80520.88494873047,92351.24615478516,22194.84173965454,93890.58757019044,95935.0874633789
Lyso_PC(17:2),88660.86538696289,81512.38650512695,106169.92623901369,83589.74645996094,73713.68560791016,83995.58670043945,91767.6462097168,20435.761486053467,98211.0690612793,101193.20846557616
Lyso_PC(18:0),92926.66662597656,81885.96606445312,123135.208984375,92113.98797607422,78908.14556884766,85746.84637451172,93746.96667480467,28326.621746063232,92915.94525146484,97948.44711303712
Lyso_PC(18:1),83602.20474243164,83063.76602172852,118313.86895751952,90767.50674438477,72008.54544067383,80950.0260925293,91740.7664489746,23011.461570739742,99517.48974609376,92585.7476196289
Lyso_PC(18:2),81794.42599487305,78272.64535522461,111006.98776245116,85791.68524169922,74492.74594116211,78425.30471801758,82117.76602172852,27218.86197280884,90935.38598632812,89485.42565917969
Lyso_PC(18:3),77142.88470458984,67052.60549926758,93419.86630249023,82102.64483642578,65368.00473022461,67950.52459716797,71510.04502868652,24624.18169784546,80157.44537353516,82236.14553833008
Lyso_PC(18:4),56320.86422729492,57230.08352661133,56181.184074401855,60978.04431152344,55514.56439208984,50212.96365356445,58374.56494140625,20332.66146850586,67429.68365478516,59427.54446411133
Lyso_PC(19:0),134867.60888671875,135261.78979492188,142673.12939453125,188738.5334472656,150582.03295898438,130005.24951171876,143168.04907226562,103128.28701400755,200444.1748046875,176955.23266601562
