Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
Lyso_PI(18:2) | PI (18:2)_2,326417.9494934082,253555.7018432617,301701.44357299805,298075.6281738281,85186.56508255005,21482.98141479492,237362.48078918457,10142.400737762451,231775.11782836917,92263.0055999756
Lyso_PI(18:3) | PI (18:3),10354794.567565918,7085729.344970703,9609994.51916504,10714701.921875,6500267.43334198,158652.03149414062,7375118.41418457,10136.16060256958,7252704.404907227,3408904.908050537
Lyso_PI(18:3) | PI (18:3)_2,10262036.209655762,7198681.598144531,9584171.07055664,10543160.662719728,6396502.955978394,155264.61316299438,7210440.148864746,16847.700981140137,7149942.082290649,3382115.435218811
Lyso_PI(18:4) | PI (18:4),86044.3452758789,76614.42538452148,71942.90496826172,46503.28314208984,45056.682861328125,23100.681579589844,82382.08529663086,11509.260780334473,44423.88299560547,53187.023986816406
Lyso_PI(18:4) | PI (18:4)_2,88559.62622070312,77143.50494384766,70299.40512084961,46205.28378295898,47282.24377441406,24983.30168914795,80452.625,11324.800689697266,47972.06332397461,51531.32424926758
Lyso_PI(19:0),461735.2925415039,415200.81396484375,508891.3748168945,65860.94410705566,271321.9202270508,82597.00756835938,408106.2339477539,30866.5622253418,64033.24454498291,240850.8555297852
Lyso_PI(19:1),350639.90368652344,297073.3190917969,303842.62072753906,8962.640602111816,131386.72912597656,66387.92474365234,269989.5377807617,37572.462478637695,8240.040561676025,127007.78857421876
Lyso_PI(20:0) | PI (20:0),253053.80401611328,141072.65104675293,188774.03579711917,168783.97492980957,85530.56680297852,25274.061737060547,157610.4917602539,14592.24098587036,512497.574798584,97054.64779663086
Lyso_PI(20:0) | PI (20:0)_2,263066.99642944336,146506.9499053955,184841.5696105957,170623.4105834961,80644.18676757812,24649.68182373047,163007.5096282959,11901.280815124512,500523.8868865967,96775.28717041016
Lyso_PI(20:1),176146.74963378906,156870.68896484375,161336.5916748047,117200.20910644533,140069.48876953125,79168.76550292969,162850.35131835938,41959.50308227539,131309.1094970703,141247.48767089844
Lyso_PI(20:2) | PI (20:2),624519.9059448242,415594.3294372559,558446.7062072754,289222.30207824707,967741.2130737304,25468.841903686523,703901.0188293457,12576.040897369385,368552.2669143677,531503.3065948486
Lyso_PI(20:2) | PI (20:2)_2,632751.5485229492,405783.5829467773,562216.9637756348,291387.0392303467,990985.2069702148,28168.38198852539,700995.2515869141,12686.380825042725,365697.48373413086,537563.7187347412
Lyso_PI(20:3) | PI (20:3),82353.7261352539,80191.44625854492,81469.96594238281,42316.12278747559,51043.54405212402,19205.061546325684,95969.12576293944,13365.481002807615,48962.00325012207,60587.8642578125
Lyso_PI(20:3) | PI (20:3)_2,82648.6069946289,79009.70642089844,80781.76602172852,44455.60302734375,53697.18376159668,18563.741287231445,98732.32772827148,11613.440715789797,49366.64351654053,58054.40493774414
Lyso_PI(20:4) | PI (20:4),109345.7868347168,78491.30410766602,83974.8459777832,51200.02291870117,64871.58436584473,24040.901763916016,84291.98715209961,11670.940803527832,40894.58290863037,69477.58486175537
Lyso_PI(20:4) | PI (20:4)_2,99683.26568603516,80574.26483154297,81018.30532836914,49758.76428222656,69885.12426757812,22221.72148895264,84852.90551757812,13548.32098388672,40442.462341308594,63202.024475097656
Lyso_PI(20:5) | PI (20:5),87742.2868347168,85007.96630859375,80919.64575195312,42559.002670288086,57552.704010009766,31457.8825378418,89019.9270324707,18811.801239013672,43421.78286743164,57980.24426269531
Lyso_PI(20:5) | PI (20:5)_2,83053.38552856445,82914.58563232422,78297.12490844727,41649.302642822266,56075.12380981445,31409.222442626957,87778.7265625,18829.4013671875,43663.40286254883,56066.44400024414
Lyso_PI(21:0),103664.86688232422,131981.98962402344,105857.2650756836,92895.8677368164,86174.8645324707,29458.98190307617,101518.12579345705,17956.28143310547,124497.40713500977,164064.65606689453
Lyso_PI(22:0) | PI (22:0),178951.93353271484,170888.25244140625,158728.85040283203,100345.48626708984,120222.6275024414,40148.36283111572,189754.5291748047,18825.10148239136,111411.92868041992,111499.54653930664
Lyso_PI(22:0) | PI (22:0)_2,169891.4732055664,172821.91650390625,164004.85180664062,99717.88772583008,122041.69012451172,44634.322914123535,186509.37176513672,19045.521419525143,106627.42755126952,111320.5693359375
Lyso_PI(22:1) | PI (22:1),65848.00494384766,67557.1845703125,64898.84518432617,46073.46319580078,54619.04379272461,30970.28207397461,63315.50415039063,15503.781089782717,47683.48400878906,53353.90414428711
Lyso_PI(22:1) | PI (22:1)_2,59489.94451904297,66063.3044128418,57087.96380615234,42193.86318969727,51865.60433959961,27675.001953125,58459.54333496094,12406.56093597412,48086.28378295898,52988.00337219238
Lyso_PI(22:2) | PI (22:2),63853.86378479004,59312.24496459961,50794.96334075928,43983.76333618164,41550.76284790039,18641.361373901367,66297.60447692871,11351.320713043213,44713.94343566895,51878.64225769043
Lyso_PI(22:2) | PI (22:2)_2,64205.7447052002,59025.86387634277,50291.14358520508,47725.0828704834,40043.00245666504,20042.281326293945,62499.9839553833,9674.22066116333,45397.38305664063,55933.96416473389
Lyso_PI(22:4) | PI (22:4),97513.80755615234,76704.10546875,80077.2857055664,71022.74530029297,74106.30514526367,25028.481872558597,88744.42654418945,14434.501136779783,46860.30375671387,69070.66543579102
Lyso_PI(22:4) | PI (22:4)_2,96919.48614501952,79103.84579467773,79048.26657104492,76856.26454162598,72703.64541625977,26449.541915893555,85473.4253540039,13701.620956420898,53221.50415039063,69647.72485351562
Lyso_PI(22:6) | PI (22:6),115070.26837158205,110633.36917114258,113814.06787109376,69498.18405151367,71705.32556152344,28787.32225036621,97540.4271850586,14033.281021118164,79779.06442260742,76662.54476928711
Lyso_PI(22:6) | PI (22:6)_2,116981.24786376952,111898.06866455078,111104.3485107422,72770.78509521484,72113.3256225586,27919.72213745117,97382.22714233398,15680.30118560791,79669.3249206543,79060.7251586914
Lyso_PS(12:0) | PS (12:0),36443.84262084961,82118.20629882812,40310.62251281738,61720.96380615234,62146.384338378906,41540.42281341553,14741.161052703856,37738.00271987915,73151.34539794922,73921.74536132812
Lyso_PS(12:0) | PS (12:0)_2,36320.58236312866,84129.70581054688,35063.502868652344,61292.6640625,64556.26495361328,47412.90341949463,19645.921272277832,35490.60249710083,71540.22442626953,72475.7045288086
Lyso_PS(13:0) | PS (12:0),61883.10429763794,142710.05029296875,61211.18438720703,109791.9072265625,98686.10693359376,68251.22463226318,22225.90153121948,61587.88402938843,102089.4677734375,95705.92614746094
Lyso_PS(13:0) | PS (12:0)_2,68848.54497528076,154302.91149902344,67027.92465209961,115428.44885253906,102833.94714355467,70553.82499313354,22911.341579437256,62227.44482040405,105055.84777832033,98441.30725097656
Lyso_PS(14:0),32018.26201248169,91568.44680786131,39154.82235717773,93530.70727539062,76825.26513671875,38666.82286834717,25329.52154541016,26921.001949310303,109804.06713867188,75260.46575927734
Lyso_PS(14:1) | PS (14:1),283266.5803833008,1270316.0678710938,767647.3536376953,2280680.5556640625,1318889.412109375,282551.25748443604,483356.6866378784,226702.7564468384,2609042.2309570312,863961.2026367188
Lyso_PS(14:1) | PS (14:1)_2,276489.43772888184,1292423.6420898438,722178.3780517578,2237171.5112304688,1318695.244140625,332829.76709365845,440786.5257072449,229778.75658416748,2635965.3212890625,840923.5263671875
Lyso_PS(15:0) | PSo (16:0),16784.421054840088,72695.06381225586,18401.601146698,64916.12451171875,79013.28704833984,22528.821838378903,20269.46172714233,11873.701118469238,67564.88491821289,71100.34460449219
Lyso_PS(15:0) | PSo (16:0)_2,8113.960552215576,59612.80430984497,4262.760349273682,62832.48391723633,80118.30688476562,7661.660511016846,7475.060573577881,5958.340469360352,69985.36441040039,64301.30450439453
Lyso_PS(15:1),34048.68240356445,149201.51068115234,70786.30365753174,96160.8656616211,94629.10485839844,61129.90408325195,41071.32307434082,46151.283153533936,111455.40869140624,94443.3462524414
Lyso_PS(16:0) | PS (16:0),1512.6400985717771,1509.300090789795,1514.5801162719729,112744.60830688477,104870.14755249023,1527.9601135253906,1457.3200988769531,1464.14009475708,159636.81121826172,111724.26736450195
Lyso_PS(16:0) | PS (16:0)_2,1543.0200996398926,1497.660099029541,1599.9001159667969,107314.20889282228,101195.2885131836,1543.3001022338867,1516.260108947754,1465.0401000976562,161409.5724182129,107296.06814575195
Lyso_PS(16:1) | PS (16:1),1516.9201049804688,1649.1001243591309,1458.700096130371,49777.06362915039,57765.44409179688,1553.6800994873047,1477.8401107788086,1471.3600845336914,62240.24476623535,63962.70462036133
Lyso_PS(16:1) | PS (16:1)_2,1497.0200996398926,1542.0200996398926,1459.6201133728027,53058.26403808594,52114.60397338867,1510.8800926208496,1457.3400993347168,1491.6401023864746,60528.24490356445,61965.10394287109
Lyso_PS(17:0) | PSo (18:0),303248.0227661133,1635870.8061523438,684966.6067810059,2503857.4291992188,1354585.6674804688,359486.72465133667,260469.17935943604,216954.95475006104,2845912.8603515625,796387.7397460938
Lyso_PS(17:0) | PSo (18:0)_2,300694.2626876831,1584643.9077148438,291334.8418045044,2615912.0947265625,1454720.859375,330710.78649520874,550684.5477600098,213233.31510162356,2940551.9418945312,850072.412109375
Lyso_PS(17:0) | PSo (18:0)_3,420992.9640274048,1419915.15625,254483.46104812625,2734475.970214844,1523858.4282226562,316393.36210250854,554797.9565811157,185860.8109703064,3138156.794921875,885992.7954101562
Lyso_PS(17:1) | PSp (18:0),23476.70171356201,75699.76541137695,28910.741954803467,44491.8032989502,51994.28366088867,23404.44175720215,8963.56063079834,19546.821445465088,74312.28494262695,65121.16470336914
Lyso_PS(17:1) | PSp (18:0)_2,16771.481185913086,70367.78533935547,28134.40200805664,49332.863037109375,47728.20388793945,24745.4016456604,16017.641410827637,20363.84140777588,76683.08563232422,67814.50503540039
Lyso_PS(17:2),25041.341930389404,67869.58404541016,19044.801414489742,48657.34365844727,51086.64337158203,32974.62233352661,18535.201511383057,24054.261695861816,47309.48287963867,58462.4040222168
Lyso_PS(18:0) | PS (18:0),37860.48282623291,107806.68701171876,27691.281845092773,39491.96290588379,50487.64338684082,46189.12328338623,31128.3426361084,34242.96249008179,36523.18272399902,98191.40671539308
Lyso_PS(18:0) | PS (18:0)_2,35783.68253326416,111756.2896118164,26970.841899871823,26258.762371063232,29858.842071533203,44435.76314926148,29934.68165206909,36771.50286102295,13658.020862579346,67981.06462478638
Lyso_PS(18:1) | PS (18:1),29817.722122192383,75330.96594238281,22238.361457824707,45868.66326904297,50087.062927246094,33915.62237548828,20667.581172943115,34147.36234664917,50692.083808898926,51108.54357910156
Lyso_PS(18:1) | PS (18:1)_2,31087.26217269897,78858.90588378906,22758.621696472168,40530.683208465576,44722.00347900391,36546.26265335083,17113.901069641113,33297.50206375122,45030.46298217773,49712.24398803711
Lyso_PS(18:2) | PS (18:2),22686.40163040161,59594.0842590332,17434.921356201172,34257.52247619629,39908.942779541016,27120.841625213623,14270.941040039062,21472.76160430908,40825.102600097656,43300.54243469238
Lyso_PS(18:2) | PS (18:2)_2,22291.64144134521,59054.38441467285,17852.161128997803,33951.64204406738,37185.16290283203,26699.641998291016,15284.121231079102,21314.10168075561,42389.96292114258,47425.20275878906
Lyso_PS(18:3) | PS (18:3),29198.84202575684,152399.67059326172,29055.76191329956,87696.62545776367,83811.62512207031,41336.10278701782,54438.30467224121,23415.301876068115,103918.3674621582,106759.9487915039
Lyso_PS(18:3) | PS (18:3)_2,30352.962070465088,157493.93426513672,56331.60399246216,91325.00769042967,89589.30603027344,41557.16283416748,20646.78147888184,23455.161598205566,108486.90628051758,105879.5675354004
Lyso_PS(18:4),21072.86151123047,62489.86373901367,16865.34126663208,40722.00289916992,41640.28274536133,29927.142017364506,12580.90098953247,19015.921226501465,44232.583236694336,46222.14331054688
Lyso_PS(18:4)_2,19645.72137451172,67739.56509399414,27763.561939239506,37285.122131347656,39430.362564086914,27701.00207901001,18544.420864105225,21927.861667633057,46774.90368652344,49230.543853759766
Lyso_PS(19:0),28032.84189224243,134452.87106323242,27868.902015686035,36608.58220291138,38871.3028755188,48286.724182128906,28664.9222946167,34711.10255432129,40980.28325653076,38574.70235824585
Lyso_PS(19:1),30037.262058258057,113206.9475402832,17270.441249847412,15321.58122253418,17824.18128967285,31016.442176818848,17689.881072998047,22483.78160095215,27094.72204971313,11270.240825653076
Lyso_PS(20:0) | PS (20:0),48629.54327392578,84055.44598388672,28743.16173171997,53524.544036865234,71678.86529541016,54240.80346679688,24875.501754760742,40564.44317626953,67574.8052368164,67541.48483276367
Lyso_PS(20:0) | PS (20:0)_2,47188.32299804688,86469.986328125,22194.68155670166,55587.94384765625,72104.44598388672,50557.723876953125,24212.84152984619,44737.82275390625,70283.70373535156,63158.564453125
Lyso_PS(20:1) | PS (20:1),107458.78857421876,231559.29663085935,60993.28426742554,121597.38940429688,152286.83032226562,128430.44848632812,53397.26322555542,116460.24816894533,138565.61071777344,138353.67016601562
Lyso_PS(20:1) | PS (20:1)_2,110160.90698242188,227554.6774902344,56214.20388793945,122180.76977539062,133575.73022460938,120975.52856445312,37453.34279632568,112162.64819335938,131464.59045410156,130991.24951171876
Lyso_PS(20:2) | PS (20:2),42399.16296386719,180643.97396850583,38200.62283706665,115447.36895751952,654891.6980895996,71110.86404418945,53112.50434112549,31440.92218017578,137524.0294342041,184743.6107788086
Lyso_PS(20:2) | PS (20:2)_2,46689.10316467285,179667.1521911621,37053.30271530152,112781.94929504396,648257.723526001,72959.36642456055,59690.78469467163,26182.561798095703,136363.07112121582,185034.85359191892
Lyso_PS(20:3) | PS (20:3),19326.3412399292,61891.78454589844,17282.18109512329,39712.94284057617,44104.88360595703,30542.102310180664,22239.741722106934,26219.26190185547,46683.86346435547,44625.02328491211
Lyso_PS(20:3) | PS (20:3)_2,22626.021423339844,58385.044021606445,17559.28109741211,38494.86248779297,40805.62298583984,28191.62210083008,20871.1611366272,20367.80139160156,48881.66302490234,43998.64279174805
Lyso_PS(20:4) | PS (20:4),20595.541549682617,57360.64376831055,14233.881088256836,28652.94187927246,33311.50271606445,30689.3219909668,15909.421020507812,24971.241653442383,38615.502670288086,36383.322265625
Lyso_PS(20:4) | PS (20:4)_2,20244.161338806152,58521.54458618164,18861.60121536255,30006.46208190918,34174.6823425293,30036.362243652344,10216.36066055298,23003.30158996582,37890.86274719238,38156.18225097656
Lyso_PS(20:5) | PS (20:5),53817.763790130615,105577.1279296875,39880.123096466064,59555.48422241211,58458.364318847656,73361.48553466797,31502.30210876465,56554.48406982422,73900.40475463867,65048.54461669922
Lyso_PS(20:5) | PS (20:5)_2,55513.583892822266,100645.28698730467,31408.82249450684,59676.3837890625,62237.00427246094,72018.68505859375,42639.30289840698,59156.32434082031,76606.40478515625,63597.66479492188
Lyso_PS(21:0),26657.42193603516,90924.62615966795,21774.52130889893,54742.82385253906,64909.763916015625,35980.66264343262,25480.081714630127,27642.241729736328,74622.74548339844,82450.44532775879
Lyso_PS(22:0 | PS (22:0),57513.86380004883,149153.15155029297,44862.46336364746,81682.9058227539,110419.0869140625,64278.404296875,59114.12419128418,55625.283447265625,90421.82568359376,82004.52606201172
Lyso_PS(22:0 | PS (22:0)_2,54903.24407958984,172109.39001464844,55921.70335388184,78971.7250366211,113563.34869384766,61787.863830566406,64074.88482666016,55667.10418701172,91692.10675048828,84399.2060546875
Lyso_PS(22:1) | PS (22:1),21675.54141235352,57579.72396850586,20441.701274871823,35805.04231262207,35946.10269165039,25680.28192138672,15046.100765228271,18056.001403808597,42519.00328063965,41692.86318969727
Lyso_PS(22:1) | PS (22:1)_2,23245.421676635742,57378.56503295898,21256.94152450561,34179.842361450195,38008.78268432617,28686.20189666748,20363.801383972168,20400.361541748047,41728.662857055664,40676.46272277832
Lyso_PS(22:2) | PS (22:2),27115.561767578125,66449.36477661133,22288.64160919189,43652.04325866699,53191.38427734375,29130.5224609375,21467.721221923828,24793.961540222168,54672.26371765137,53836.78309631348
Lyso_PS(22:2) | PS (22:2)_2,19505.78123474121,70862.08526611328,21103.421562194824,44471.583557128906,56415.00346374512,32323.662155151367,22356.621253967285,19557.28126525879,55789.10424804688,53722.12368774414
Lyso_PS(22:4) | PS (22:4),38141.58224487305,75608.64663696289,25375.68173217773,46928.06301879883,56045.32400512695,41204.423095703125,24391.781826019287,28885.72213745117,57637.383697509766,59425.204528808594
Lyso_PS(22:4) | PS (22:4)_2,29998.962341308597,74799.24548339844,24926.40165710449,51946.243255615234,58347.26440429688,40597.042236328125,26837.021812438965,27774.26202392578,58089.00463867188,55730.90380859375
Lyso_PS(22:6) | PS (22:6),41820.76330566406,97840.9271850586,29373.70195770264,62303.50341796875,105927.66784667967,50422.78393554688,28665.26245880127,34887.622497558594,77331.68566894531,85777.22644042969
Lyso_PS(22:6) | PS (22:6)_2,43811.74301147461,94435.12683105467,35205.08265686035,59629.14447021485,107330.64697265624,49256.083251953125,31387.20221710205,39984.52301025391,76736.14617919922,80225.50509643555
Lyso_Sphinganine-1-phosphocholine,203941.5712890625,172750.6117553711,175613.45043945312,194024.97369384769,170412.57446289062,151694.17260742188,181463.50799560547,52212.203968048096,223580.6982421875,185214.31298828125
Lyso_Sphingosine-1-phosphocholine,94008.5673828125,90738.86682128906,92334.54565429688,119596.1078491211,99931.30859375,82935.06634521484,98304.3677368164,52652.50328063965,124501.0693359375,99880.6865234375
O-(11-carboxyundecanoyl)carnitine,1731202.8771972656,1739311.9392089844,1918406.1040039065,1776006.7917480469,1649938.2678222656,1548128.7014160156,1759246.659423828,1817530.333251953,1818691.209472656,1472280.3151855469
O-(13-carboxytridecanoyl)carnitine,2665642.423339844,2598514.3828125,2535346.2927246094,2475313.7912597656,2383176.061767578,2230760.438720703,2560222.873046875,2573945.6643066406,2645433.884033203,2549217.232666016
O-(17-carboxyheptadecanoyl)carnitine,1898620.6997070312,2164544.181152344,1907903.1274414065,1809047.045410156,1838888.2495117188,1722163.9125976562,1877667.6440429688,1855567.626953125,1958748.5366210935,2000980.7578125
O-arachidonoylcarnitine,1932781.3159179688,2044320.1259765625,1834919.6635742188,1870650.3305664065,1858463.8955078125,1653651.3374023438,1859686.2846679688,1922244.0390625,2052466.7138671875,2030648.822265625
O-behenoylcarnitine,1184270.2881202698,1323492.815822601,1101060.8301696775,1107051.5848388672,1151729.6306381226,1016328.2003860474,1170790.031513214,1169881.9305725098,1214997.707458496,1199428.261802673
"O-oleoylcarnitine, Elaidic carnitine",2801788.6118164062,3094329.1772460938,2869263.9248046875,3327537.8647460938,3727183.8056640634,3047597.2622070312,2503960.041015625,2960651.0043945312,2859035.7294921875,3032366.414550781
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",1680550.531982422,1683534.466796875,1588934.2338867188,1642177.7680664062,1534474.7985839844,1419099.778076172,1616132.1928710938,1669081.0307617188,1825302.4543457031,1595283.7138671875
PC (30:0),105900.78839111328,105742.36575317384,170340.57301330566,129019.88667297363,106470.00909423828,122156.1474609375,106600.94610595705,17507.461261749268,111930.44827270508,115846.28811645508
PC (30:1),100131.08609008788,102176.80632019044,158191.79438781738,125479.73042297363,99094.60607910156,118499.30799865724,104044.4260559082,16657.30113220215,104888.18682098389,102112.76795959473
PC (30:2),99383.78677368164,106229.40826416016,168418.17153930664,123631.98880004884,96501.10516357422,110530.94802856444,102225.46545410156,14522.701068878174,99768.40505981444,112151.60835266112
PC (32:0),1022007.2694702148,998933.9606933594,3117817.8639831543,967606.019744873,941605.0653686523,1342194.294631958,1271427.7728424072,58652.083251953125,1263623.2343444824,1604503.2309112549
PC (32:1),982136.6622314452,1045170.4931640624,3294692.1028442383,1057586.0389709473,950395.5458068848,1367319.778503418,1289537.480621338,45717.76409912109,1314897.7739868164,1808885.2483520508
PC (32:2),1001608.1361694336,964986.6069335938,3214999.939819336,1057844.7817687988,917394.8801269532,1351196.6850585938,1183275.7173461914,43436.36325073242,1236786.778274536,1631968.0472106934
PC (32:3),961744.021850586,1002372.652770996,3072477.6345825195,1016463.386871338,941355.8466186523,1201247.7471618652,1223784.7496948242,60236.284786224365,1225433.2733764648,1608706.7545166016
PC (32:4),525916.8311767578,534027.8240356445,1743391.7229003906,760893.8249511719,664026.7261352539,710603.7426147461,658993.5891113281,31673.30193328857,915391.12890625,1181219.6395874023
PC (32:5),312935.3221130371,313115.3441772461,897555.8111877441,446878.0377807617,363187.6665649414,386171.5890197754,379000.37130737305,29585.7017288208,453531.3371582031,579343.8569946289
PC (34:0),1334747.8936462402,1224335.9797973633,3852212.231262207,1412344.091003418,1390857.7197875977,1433346.9426574707,1278487.8649902344,46909.84296035767,1281487.8049316406,1696748.203277588
PC (34:1),1396159.8264465332,1371552.6341552734,3690538.781036377,1381796.279296875,1401110.129699707,1485534.6594543457,1216729.564163208,41541.74333190918,1298016.4420471191,1707484.1157989502
PC (34:2),1412241.9114990234,1434621.052307129,4183366.924682617,1461674.5265655518,1430529.9355163574,1524304.7133789062,1359254.6876831057,42987.78302001953,1342187.9460754397,1779779.2218017578
PC (34:3),2212837.022460937,2136904.794555664,6288813.217102051,2238978.2575683594,2089924.302368164,2591436.032867432,2363891.7829589844,62258.02487182617,2364359.4662475586,3140575.685760498
PC (34:4),2156676.599182129,2105789.944213867,6125820.717834473,2239270.74029541,2108441.6021118164,2593891.733215332,2182887.515686035,66044.54438781738,2359206.197570801,2929873.885848999
PC (34:5),1381279.5521240234,1521125.7707519531,4748156.144165039,1839137.1158447263,1636283.299194336,1885691.480834961,1815037.8078918457,56134.7633972168,2069122.562347412,2655078.2959594727
PC (34:6),1015678.5639343262,1075447.565246582,3260180.841369629,1144480.6765441897,1039331.022644043,1453333.6697540283,1329666.5189819336,51458.523178100586,1340993.617919922,1911998.4697265625
PC (36:0); PCp(38:6),487717.5406951904,520755.48318481445,1501081.071807861,565495.3728179932,551573.441619873,608937.5494232178,536617.1040496826,30348.1622467041,512936.7006225586,704872.9450454712
PC (36:0); PCp(38:6)_2,515433.6124267578,499082.0797729492,1467203.474472046,564009.5972595215,558790.9998779297,577410.3676300049,533921.7199401855,33312.14247131348,524585.4631958008,682445.1289215088
PC (36:1),514542.4436950684,524037.9494934082,1558410.198638916,580421.2794952393,527341.399597168,585485.858581543,571128.4786071777,29771.36269378662,570017.9784545898,709561.9246673584
PC (36:2),672171.686340332,677575.8850097656,1890692.8607177732,673722.9930114746,650016.4404907227,752633.8298339844,730934.6446685791,36005.482162475586,636512.2871704102,814948.791809082
PC (36:3),1534892.1795043943,1419661.1565551758,4288650.219177246,1343225.918395996,1289068.6963500977,1534922.6520996094,1440910.1892700195,45851.42393493652,1198528.9013824463,1534095.840011597
PC (36:4),2088473.3629760745,2037568.09375,5925515.791992188,2184723.6154174805,2144820.00479126,2252229.1623687744,2075945.081115723,61388.68461608887,2096319.9205932615,2678085.94039917
PC (36:5),1835644.8310546875,1758753.9612426758,5431139.847961426,2117078.837524414,1981715.0854187007,1948243.732421875,1901983.7871704104,53216.48407745361,1843176.958847046,2458360.6613311768
PC (36:6),1514455.0162353516,1515136.3699951172,4269117.551086426,1679083.563415527,1643278.8785095215,1799577.7883911133,1649388.4610595703,52827.70310974121,1703571.7547302246,2083466.646118164
PC (36:7),1540253.7851867676,1432013.2853393557,4133002.510467529,1586092.474761963,1588428.2809448242,1573570.8822631836,1440989.174621582,48606.74264526367,1503536.1922607422,2005140.5511779785
PC (36:8),1328760.4218139648,1401810.8900146484,4153762.8084869385,1428254.4309692385,1423884.5290222168,1479966.2419128418,1398340.3334350586,42692.76382446289,1436670.2541351318,1851009.7006225584
PC (38:0),961997.10055542,692323.9741516113,1544220.5084533691,1540335.292541504,858190.6138305664,693438.1508483887,784046.9677429199,105959.26664733888,1337352.748046875,828923.1810913086
PC (38:1),921103.0446166992,758168.2310791016,1540768.4653625488,1526734.8310546875,882011.9263916016,721940.5462646484,812612.708984375,88011.82405471802,1348167.953277588,855555.1886444092
PC (38:2),1013753.8958129884,816662.5343017578,1690591.3887634275,1579069.3018798828,897935.2758789062,786782.4853820801,867565.1634216309,105535.12648773192,1388953.6940307615,856192.1399078369
PC (38:3),1230750.2282104492,1066339.7164916992,2550043.2766418457,1944783.3080444336,1204400.215209961,949413.2244262696,1052499.165222168,100276.1467590332,1576680.2421264648,1178898.9043884275
PC (38:4),1197282.5147705078,1106307.772125244,2688871.127319336,1882282.0358276367,1259628.8879699707,1063857.2419433594,1010126.9606323242,95018.5260848999,1558908.745513916,1119988.7946014404
PC (38:5),1161199.7526245115,1040244.238708496,2514339.6647338867,1791273.2988891602,1187661.6634521484,1000440.7562866212,1063915.464263916,99053.1286468506,1584955.8664093018,1162575.3454589844
PC (38:6),1329026.1171569824,1096592.3419189453,3136485.163543701,1987675.758178711,1303691.910522461,1209353.5899047852,1331739.1172485352,117856.31089019775,1800276.5747375488,1468527.944580078
PC (38:7),1241948.6104736328,1069392.1952514648,2644534.98046875,1908615.1712036133,1262968.332763672,1223141.7564697266,1216041.545928955,106129.6877593994,1759045.2538604736,1400932.369781494
PC (38:8),1156137.2275390625,1009596.0447387696,2434330.098510742,1812139.113647461,1186555.0354614258,1125102.172454834,1132825.0487060547,95940.6453704834,1636398.6145324707,1296047.0419769287
PC (38:9),1123529.1834716797,905738.0805664062,2267927.247894287,1711167.0705871582,1081376.6384277344,920448.3539733888,963678.3581237792,80500.1660079956,1513855.494720459,1116396.079360962
PC (40:0),1448404.92578125,1222904.2131347656,1488455.0051269531,1432089.041015625,1387893.5847167969,1503540.5104980469,1818939.474853516,105705.78713989258,1569123.3962402344,1592963.552734375
PC (40:1),1452266.237548828,1244676.9318847656,1511477.6423339844,1492374.822265625,1412461.0703125,1528783.8793945312,1746561.9645996094,334229.2057495117,1601225.7878417969,1533684.8386230469
PC (40:10),1027946.158569336,766694.6724853516,1683945.4159851074,1588597.3434448242,956192.2734680176,759703.5677032471,848570.2675170898,106903.5273513794,1413595.9789123535,864567.3347625732
PC (40:2),1279268.3020019531,1103519.4831542969,1436023.740234375,1379619.2543945312,1277553.9731445312,1369581.4201660156,1607764.5209960938,258324.25643920896,1494383.1506347656,1430177.4392089844
PC (40:3),1240400.8415527344,1105497.292236328,1410619.938232422,1275827.8666992188,1262121.912109375,1298649.3984375,1508715.9663085938,295240.0443725586,1441822.223388672,1358761.4748535156
PC (40:4),848982.7995605469,778181.5689697266,1168042.4727783203,1157312.3801269531,1033120.259765625,929686.3768310548,994638.546875,219072.87855529785,1229471.6206054688,1098481.0408935547
PC (40:5),387625.72805023193,370193.5038757324,786520.5244750977,500717.0267944336,408577.66415405273,344288.92321777344,377377.6748352051,35561.84296798706,494106.6475219727,431340.1515045166
PC (40:6),460299.0145874024,446873.098236084,1083875.3007354736,562043.6393737793,507747.7749633789,482976.9560699463,484574.9701957703,34112.822608947754,558778.6848907471,598694.6440048218
PC (40:7),557978.7012023926,485296.1728210449,1273069.6962738037,576494.4826049805,575257.8496246338,527305.7916107178,557571.6177520752,38610.16279220581,670839.423034668,696864.1000061035
PC (40:8),691568.1838684082,664083.3470153809,1452812.238357544,912447.7685546876,761100.6529846191,641225.174987793,711345.0379333496,59751.22533416748,871231.815612793,839428.156539917
PC (40:9),1021380.1309814452,799959.0910949707,1772807.013305664,1621786.4715881348,939977.9172973632,779031.0030212402,830082.9394989014,103123.38779067992,1416058.2973175049,893497.7504272461
PC (42:0),582000.2416381836,479390.55627441406,520529.3158569336,402835.9885559082,438820.7575073242,573865.4173583984,698479.719543457,29069.262031555176,469904.2754821777,509809.1464538574
