Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
PS (36:3),28318.06192779541,62970.284240722656,31460.202087402344,49642.90393066406,47027.68310546875,26856.081943511963,22834.52177047729,58160.42428588867,55895.92376708984
PS (36:4),35149.64265060425,69546.42575073242,35281.042236328125,56495.24420166016,54719.58361816406,33280.46258544922,28274.221755981445,66649.1449584961,65205.74392700195
PS (36:5),27038.562004089355,55191.72344970703,24734.22169494629,43489.36291503906,44666.86343383789,23598.16160583496,21713.1012878418,53231.18325805664,52366.9245300293
PS (36:6),27856.141849517822,67266.00466918945,25886.281936645508,48991.38342285156,46484.46310424805,21767.34158706665,21414.461181640625,60909.86389160156,50342.543853759766
PS (36:7),28875.98207092285,76563.04528808594,35396.10249328613,63708.50378417969,63496.74533081055,27084.88210678101,27510.821952819824,75584.2060546875,62419.72454833984
PS (36:8),47170.743827819824,163959.59271240234,51102.34369659424,197168.1160583496,154746.65454101562,34515.12283325195,57241.924545288086,233469.4765625,157965.9104309082
PS (38:0),42338.42288208008,139236.3894958496,83814.86393737793,136508.2098388672,111766.5082397461,32298.60204696656,41113.20247268677,140584.44940185547,118234.86840820312
PS (38:1),38926.46291732788,99168.88708496094,64805.8638458252,94169.626953125,78135.22528076172,35804.84243392944,31500.28200531006,99247.7055053711,78971.70520019531
PS (38:2),38912.54280853272,155034.69140625,62471.323959350586,140118.00997924805,106037.82763671876,27322.581691741943,45181.06272125244,163567.55233764648,98250.84719848631
PS (38:3),30231.16193008423,75399.20556640625,32936.50231933594,55142.68383789063,51999.58386230469,28829.96213912964,17586.761360168457,63569.88415527344,56285.20349121094
PS (38:4),50468.32362747192,94971.82653808594,46455.043548583984,88262.32666015625,79174.30554199219,45452.86298370361,24091.461532592773,98407.22790527344,89794.02587890625
PS (38:5),34157.242347717285,69796.92492675781,32678.70198059082,53728.52407836914,54586.94384765625,32762.54225540161,19140.48137283325,63059.48422241211,58986.324645996094
PS (38:6),29442.862060546875,77154.20556640625,29721.24197387696,72736.50524902344,59884.744140625,27615.1420288086,16948.081161499023,87267.16540527344,61976.04412841797
PS (38:7),57409.52429199219,224444.3193359375,73830.60495758057,374274.98596191406,178839.57360839844,26930.92216110229,60851.16357803345,375748.8223571777,175261.23010253906
PS (38:8),33750.74229812622,78155.1060180664,46625.84379577637,63561.80453491211,56234.184173583984,31014.10216140747,24131.74139022827,73212.56506347656,64288.28387451172
PS (38:9),36033.70265579224,96516.30712890624,51459.88371276856,98586.84887695312,78501.32604980469,32715.86241531372,22969.94143676757,118426.52853393556,82396.525390625
PS (40:0) | PSp (42:6),48266.12330245972,346339.828125,141717.3702697754,288451.74114990234,316418.28326416016,40355.863010406494,128967.00898742676,286763.1971435547,311860.84338378906
PS (40:0) | PSp (42:6)_2,46779.76300048828,321441.8991088867,131002.26849365234,265810.0760498047,301817.4851074219,37313.42265701294,127696.9910507202,288895.7034301758,298978.4621582031
PS (40:1),29680.542121887207,59622.8639831543,24358.681686401367,45276.72277832031,48628.96340942383,23410.6217918396,16039.901100158691,63561.104888916016,48526.26364135742
PS (40:2),35901.54243469238,193712.6323852539,83091.18702697754,88581.04553222656,123856.14752197266,25284.24168777466,30526.32146835327,298594.32626342773,127281.40963745116
PS (40:3),31227.92232513428,62642.26446533203,25855.761825561523,46435.70324707031,47374.46353149414,30067.802112579346,19779.481536865234,54444.58395385742,49847.76361083984
PS (40:4),45969.02293777466,75695.18548583984,37001.1628112793,67102.76513671875,78430.94580078125,46129.60350036621,19599.081268310547,71572.38439941406,70408.36492919922
PS (40:5),61469.32461166382,104937.3878173828,47308.8236694336,81209.98565673828,94285.72705078124,60666.06475448608,32364.22224426269,91142.08721923828,91194.88659667967
PS (40:7),38074.582611083984,104902.96728515624,62276.24346923828,79841.80517578125,83323.88562011719,32976.302280426025,29376.74249267578,79977.26446533203,79137.66595458984
PS (40:8),33258.44249725342,82800.28546142578,57551.58473968506,66502.70523071289,62967.2444152832,25334.04183959961,25354.28164672852,77094.70513916016,54937.86441040039
PS (40:9),26341.301864624023,74270.70574951172,38059.38217163086,63829.14453125,56661.42370605469,24774.20173263549,20343.78136444092,99384.6866760254,62869.524505615234
PS (42:0),30667.06234359741,113612.80603027344,54771.16382980347,51870.04409790039,110991.4488067627,21352.0016708374,22729.96195220948,121599.0094909668,144855.82821655273
PS (42:10),21683.72155380249,59832.76385498047,26880.361785888672,45546.38302612305,46268.9835357666,23627.241653442383,21818.181217193604,53579.5827331543,56659.68411254883
PS (42:11),29533.541927337646,229813.17849731445,122780.36867523192,163291.00895690918,203385.41217041016,22466.50152206421,86117.22554779053,177927.4303894043,185541.9150390625
PS (42:2),21692.28144454956,54414.52368164063,23748.941955566406,39843.2633972168,44225.70343017578,21818.661491394043,13474.920886993408,53544.62364196777,52829.82369995117
PS (42:3),34593.96266555786,177165.51498413086,87139.02598571777,83258.70590209961,140306.0877685547,28435.38189315796,29424.362159729004,194245.7154846192,186883.2135314941
PS (42:4),20832.521549224854,43927.86315917969,22970.521774291992,44662.703125,43944.26295471192,21068.52140808105,12883.22081375122,58692.904846191406,38646.52261352539
PS (42:5),25271.861865997314,48403.0832824707,19602.82130432129,38907.14288330078,38814.02233886719,21846.70139312744,13439.620956420898,46462.24295043945,43877.12347412109
PS (42:6),26895.041912078857,64527.24450683594,32000.94207763672,58249.383880615234,56708.704193115234,25698.681636810303,16881.941329956055,68928.544921875,57607.3444519043
PS (42:7),26658.561904907227,54388.8645324707,25191.76156616211,37304.1826171875,47254.423248291016,27663.40212249756,13908.440925598145,50961.78305053711,48836.10321044922
PS (42:8),22272.701572418213,59384.40490722656,25070.42169189453,42228.082916259766,47967.92385864258,24145.34182739257,14433.780868530272,64583.04486083984,50667.58404541016
PS (42:9),23492.22171401977,50849.44418334961,22208.261596679688,37238.72262573242,34399.482666015625,24096.96171569824,18801.96155548096,48792.80337524414,44155.60314941406
PS (44:0),16786.101146697998,28886.46189880371,16073.281204223633,26702.90182495117,30618.182106018063,15923.181171417236,10198.74073791504,31249.60221862793,29007.98225402832
PS (44:1),15582.821144104004,31902.48208618164,14471.021102905272,27252.281951904297,28828.141792297363,18106.381328582764,9058.22063446045,29550.48175048828,30328.741996765137
PS (44:10),27841.18190002441,53075.92385864258,25460.301696777344,35754.562255859375,39629.86291503906,26012.30182647705,12322.5608253479,47139.063568115234,40923.84295654297
PS (44:2),21508.701557159424,34103.68231201172,15872.241161346436,27869.361785888672,30204.861991882324,22308.68145370484,10882.520774841309,34245.2826499939,32832.90235900879
PS (44:4),17791.021183013916,35826.58285522461,15826.80115890503,30896.64213562012,30430.92210388184,17006.481323242188,10547.08066558838,34333.40222167969,32691.16226196289
PS (44:5),19531.101413726807,35200.44243621826,15632.521133422852,26999.162048339844,28217.50201416016,17572.901168823242,9651.200561523438,33792.46253967285,30679.76235961914
PS (44:6),18353.8212928772,36483.102783203125,16371.061256408691,27269.041763305664,32435.862243652344,17120.801292419434,9243.620700836182,35176.52229309082,33663.842224121094
PS (44:7),17426.521266937256,37116.0627746582,18651.18143081665,29145.50225830078,36101.34237670898,18092.38140106201,9886.32077407837,37369.00262451172,35263.9621887207
PS (44:8),18319.061294555664,36106.623291015625,16615.001377105713,31330.06231689453,33402.16213989258,17806.321281433105,9712.620609283447,42641.28300476074,34179.52224731445
PSo (20:0),26564.401889801025,117108.328125,20228.30140304565,36689.06271362305,38447.98226928711,31653.84228515625,17291.040996551514,47357.16324996948,38881.68235397339
PSo (28:0),29341.762145996094,72035.3244934082,22710.721725463867,57785.423828125,50935.3039855957,27303.502151489258,25937.06191253662,62390.50430297852,86565.64456176758
PSo (30:0),27214.92202758789,83680.3669128418,19837.64144897461,83448.74694824219,79984.20419311523,20146.441371917725,22313.74167251587,90006.2660522461,70395.20599365234
PSo (30:1),23472.00151062012,63781.50463867188,22505.581676483154,52587.70315551758,55822.58401489258,17236.621311187744,19263.90130996704,58489.1841583252,66218.14483642578
PSo (32:0),30464.382217407227,63576.1633605957,23204.721405029297,41671.422592163086,67104.28414916992,26477.421840667725,17555.58106994629,54581.88394165039,49530.90365600586
PSo (32:1),24134.82162475586,47943.62371826172,20090.60137939453,33909.162353515625,33453.522064208984,21610.161659240723,14073.18105316162,42531.90313720703,40188.78268432617
PSo (34:0),35983.68240737915,136792.90997314453,29566.52207565308,98357.7082824707,103396.26678466795,32082.18228912353,34092.24271774292,116501.20794677734,95112.68692016602
PSo (34:1),26331.062046051025,61996.70407104492,23624.561477661133,40306.50247192383,43190.20323181152,24724.40158843994,20499.16152572632,53658.60397338867,50089.36373901367
PSo (34:2),27106.961853027344,60009.564025878906,26888.74200439453,43465.02331542969,44092.30325317383,26623.82179260254,17860.480964660645,54104.64416503906,51143.5436706543
PSo (34:2)_2,30860.66213989257,62156.98440551758,24543.721786499023,53543.10369873047,54117.42401123047,29356.082153320312,21086.40129852295,66933.54467773438,59633.94409179688
PSo (34:4),28017.801971435547,55961.38360595703,22741.24169921875,40997.48243713379,47128.62319946289,26166.20198440552,17030.081398010254,46979.84356689453,45977.88348388672
PSo (36:2),30103.962215423584,62464.824645996094,27031.741928100582,50544.10321044922,49760.80355834961,29939.802310943604,19776.201530456543,64480.10354614258,54140.14416503906
PSo (36:3),27007.42193222046,62045.88354492188,22303.3217086792,49401.323486328125,43944.46292114258,19664.861293792725,21362.241947174072,60801.56475830078,55861.9638671875
PSo (36:4),26720.262245178223,61314.16403198242,22780.481533050537,43881.38293457031,44459.623046875,23933.541820526123,16462.180934906006,49446.103271484375,55563.02429199219
PSo (36:5),26102.98162460327,58734.14450073242,24444.28179168701,45014.78317260742,46355.5036315918,24587.24160385132,15320.541004180908,51490.6241607666,50321.36347961426
PSo (38:0),41175.58310317993,153954.01287841797,93078.5850830078,253564.1517944336,135152.96807861328,26083.0018157959,42026.70355987549,257251.10018920896,126788.2489013672
PSo (38:2),33066.48232650757,84903.38534545898,34399.30248260498,79812.1655883789,68392.38534545898,28560.60204315185,27920.06170654297,97880.30682373048,68763.22576904297
PSo (38:3),26335.00220108032,97030.42706298828,57001.38348388672,112605.70877075195,71608.04541015625,27028.68207550049,28592.362449646,134958.80838012695,77093.96533203125
PSo (38:3)_2,31707.80219650269,78140.1650390625,33601.94203186035,60726.64422607422,61688.78411865234,30949.221935272217,19942.02137756348,70899.32531738281,65478.405334472656
PSo (38:4),28487.94202423096,71847.78573608398,30802.742156982426,55288.94403076172,52115.24407958984,25181.041610717773,25328.461853027344,64511.524841308594,57977.98428344727
PSo (38:5),25554.86183929444,56982.8642578125,25379.04180908203,43885.00360107422,45678.56335449219,23082.601696014404,16740.681232452393,52858.1233215332,51363.98391723633
PSo (38:6),24321.92162322998,64774.96475219727,26328.541748046875,46571.24298095703,49506.54376220703,23542.061767578125,16432.48139190674,56986.92422485352,54283.8037109375
PSo (40:0),35178.36259460449,102847.4658203125,59915.10316467285,78997.32498168945,80120.88647460938,31488.14249801636,26469.201709747314,79315.58517456055,73470.16510009766
PSo (40:1),32884.66255187988,95138.80615234376,44251.74327087402,73075.90509033203,62338.66479492188,29479.84213256836,23408.922050476074,81130.76654052734,61300.34405517578
PSo (40:2),28729.141841888428,70186.2043762207,42399.56272125244,56938.98352050781,52235.60366821289,22800.981601715088,21609.52123641968,78153.1060180664,54678.50402832031
PSo (40:3),49959.683574676514,271731.3420410156,152717.4727935791,246878.6385498047,214363.59405517572,26382.72173690796,29060.72262954712,793856.6752319336,256759.1345825196
PSo (40:4),28202.741828918457,63270.48385620117,33004.34226226807,51219.40319824219,61329.88461303711,23913.341556549072,18385.881301879883,57756.144454956055,48731.22348022461
PSo (40:5),25903.301670074463,59640.58441162109,25614.34168624878,45549.10336303711,45907.743560791016,25303.16176605225,18420.581504821777,54581.70413208008,47668.763916015625
PSo (40:6),36913.603061676025,119081.04858398438,52230.583068847656,107342.78567504884,95920.6470336914,27190.162071228027,21400.001388549805,116630.80892944336,101857.34780883788
PSo (40:6)_2,309569.12157440186,426336.7919921875,178094.01171875,329031.103515625,408944.3286132813,333605.06538009644,112703.70849609376,328331.88671875,411639.8095703125
PSo (42:1),22045.44149780273,52001.223541259766,23041.36180114746,40358.72283935547,45170.78338623047,23534.32168960572,13761.481021881104,52587.18350219727,45259.96322631836
PSo (42:2),25325.961570739742,48892.78359985352,19372.841369628903,39801.64251708984,35505.022369384766,24032.42179489136,15677.74110031128,45574.78329467773,39686.84289550781
PSo (42:4),23598.921813964844,148679.70889282227,72809.18574905396,115984.57064819336,133170.69116210938,22856.50157546997,55382.52477264404,125052.03169250488,132300.62673950195
PSo (42:6),24543.00162887573,77254.1654663086,36880.08332443237,64826.78512573242,77736.68579101562,26237.321849823,27602.70195388794,76928.00614929199,75918.34432983398
PSp (16:0),34822.80218887329,157075.61193847656,63241.54411697388,96159.92791748048,102972.84759521484,43705.50267791748,24031.66201400757,137842.17193603516,100630.88659667967
PSp (20:0),22440.58142471313,105878.04620361328,19389.34132385254,15331.641101837158,16495.361194610596,23069.081310272217,19164.00131607056,21778.26166152954,17985.681266784668
PSp (28:0),25322.58171081543,54817.18380737305,19206.9012298584,39979.56294250488,44785.8830871582,19350.04141235352,17367.12120437622,52560.5432434082,53177.40365600586
PSp (30:1),30552.42219543457,74926.6060180664,25239.66166687012,71687.86508178711,58131.9040222168,21954.28169631958,22639.1615600586,91655.62791442873,66516.9846496582
PSp (32:1),23891.92169189453,50197.3239440918,22220.721530914307,34993.82209777832,40629.5634765625,18112.26130676269,16701.761249542236,47038.22314453125,48569.34381103516
PSp (34:4),27001.361988067627,56778.40408325195,24724.521530151367,38903.16305541992,180062.17440795898,21998.021453857426,18906.30139923096,65314.26351928711,47207.44317626953
