Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum
PG (44:2),39695.98309326172,38770.38278198242,38519.26271820068,30933.522216796875,35797.42272186279,30198.9418258667,39605.82264709473,36339.50257873535,36613.74233627319,33831.262187957764
PG (44:3),38283.70246887207,37785.04299163818,34570.922439575195,28057.42183303833,34163.28224182129,27568.261852264404,33831.022327423096,30655.46228027344,29992.042068481445,34824.80202102661
PG (44:4),36533.94282531738,37665.702545166016,35826.86231994629,30539.70205688477,33166.36219787598,32948.442070007324,36476.562255859375,32516.00245666504,34677.38235473633,34254.48239135742
PG (44:5),34507.822174072266,37953.22282409668,33316.542907714844,28985.422119140625,31009.90234375,34204.9425201416,35061.74249267578,33778.36238861084,31462.86256408692,35061.40249633789
PG (44:6),41252.9033203125,40664.16311645508,34859.08248901367,32164.90200805664,32855.98263549805,30522.62208557129,37562.20266723633,30951.46208190918,35249.142517089844,35107.52217102051
PG (44:7),43665.802978515625,41975.58322143555,36995.62266540527,32634.682189941406,34361.982421875,31636.7421875,40347.42263793945,34578.80241394043,33821.44236755371,35237.78240966797
PG (44:8),40206.22254943848,39163.66271972656,37373.22262573242,32170.701919555664,36344.56268310547,34687.202575683594,37011.10250854492,35951.66230773926,37906.90237426758,37591.80274963379
PGo (20:0),106353.24645996094,111833.12884521484,123521.9282836914,7293.420551300049,1648.2601051330566,107158.6884765625,95430.3275756836,101121.42553710938,6600.080539703369,1503.0401039123535
PGo (28:0),51344.883880615234,51423.883728027344,43285.28297424317,40643.56301879883,42008.8830871582,56091.62335205078,54547.60409545898,50482.56378173828,40448.80242919922,41623.942810058594
PGo (30:0),121970.80911254884,110258.84930419922,101886.22778320312,135901.11166381836,112289.70913696288,73922.72442626953,71450.32458496094,76882.72653198242,141522.60998535156,119964.36660766602
PGo (30:1),65734.34509277344,62013.88436889648,53894.06335449219,53240.38414001465,50412.70373535156,62190.004623413086,60578.824295043945,64490.78479003906,60783.16442871094,53253.10397338867
PGo (32:0),52410.18362426758,67573.68389892578,52174.24380493164,42973.76338195801,70712.22467041016,45790.64334106445,55396.52392578125,47337.68316650391,47612.26370239258,52058.84298706055
PGo (32:1),43399.40313720703,44685.44345092773,43116.12322998047,31902.102264404297,31763.24194335937,37739.8625793457,44287.58383178711,44292.02328491211,33991.94256591797,40933.84243774414
PGo (34:0),147962.90979003906,144800.19140625,137951.48767089844,127518.47024536131,108975.42572021484,79673.3655090332,123698.02682495116,97434.90585327148,133470.40977478027,118071.3696899414
PGo (34:2),57677.22416687012,62742.48425292969,62336.42428588867,48829.98388671875,45797.00338745117,45785.10333251953,58491.76403808594,58313.904296875,60177.72409057617,57557.76480102539
PGo (34:3),53470.9235534668,55239.32369995117,48015.223693847656,42450.76290893555,42789.1830444336,46760.723709106445,51994.26379394531,54248.00378417969,47621.74319458008,48283.603088378906
PGo (34:4),57459.58367919922,55837.5837097168,52802.26397705078,44142.38342285156,47042.12313842773,44776.723541259766,72534.18572998047,53104.90393066406,43919.66323852539,43163.46286010742
PGo (36:0),63029.284240722656,66638.3044128418,74250.78521728516,57272.52355957031,57981.7038269043,53835.2639465332,87438.14575195312,54178.44400024414,62304.204162597656,56807.32421875
PGo (36:1),212902.2555541992,228189.5577392578,267436.33978271484,283170.20001220703,209126.19213867188,158981.85247802734,164362.9312133789,170646.51348876953,239490.4559936524,183805.0336303711
PGo (36:2),59199.32434082031,65004.32421875,61816.52429199219,48079.2633972168,47908.923278808594,53714.00442504883,67142.32501220703,56822.40451049805,56315.28399658203,54979.3041381836
PGo (36:4),57019.96417236328,61228.124603271484,54145.663482666016,44735.54287719727,44089.00305175781,51030.20376586914,69138.82485961914,58203.68426513672,47424.4631652832,50918.4833984375
PGo (36:5),54220.224029541016,58850.42404174805,53354.26318359375,42615.76316833496,42119.902770996094,41377.76266479492,58255.30450439453,50197.66320800781,47838.50302124024,52422.18371582031
PGo (38:0),162514.95251464844,148778.8544921875,217882.8976135254,242934.3030395508,134640.6496887207,80749.26577758789,249144.15167236328,104514.62854003906,261600.5397644043,184452.7532653809
PGo (38:1),70282.40417480469,88166.9465637207,112122.6078491211,67446.6044921875,58819.80493164063,58823.26449584961,161909.6123046875,74302.00518798828,73218.38464355469,67058.66513061523
PGo (38:2),81415.66632080078,93094.1068725586,123847.58911132812,85559.98693847656,65325.624755859375,58788.68408203125,153349.11065673828,75032.90515136719,94286.06622314452,83359.54760742188
PGo (38:3),100311.42752075195,91012.02655029295,125071.16854858398,91530.44647216795,65831.74401855469,61974.684478759766,96118.56741333008,71968.22448730469,102668.20739746094,85530.08587646484
PGo (38:4),80301.1851196289,85623.70581054688,82073.98608398438,66444.8850402832,60345.164611816406,66727.0845336914,114884.00741577148,74798.10485839844,72316.70489501953,62966.26431274414
PGo (38:6),64729.784423828125,65833.02439880371,61032.90444946289,50604.5837097168,56200.48391723633,49447.18325805664,64841.80514526367,57526.684478759766,57173.86349487305,55083.003997802734
PGo (40:0),101454.26635742188,127744.94946289062,128338.18969726562,78485.54486083984,76255.92431640625,76295.86547851562,263379.5407714844,79038.14520263672,91064.2455444336,88027.96618652344
PGo (40:1),79098.52471923828,93215.3662109375,139178.4486694336,79367.60546875,69999.86489868164,59387.76361083984,208862.71618652344,72534.70489501953,81808.3656616211,80181.30551147461
PGo (40:2),66584.02459716797,66074.88467407227,92730.96719360352,57301.52362060547,52351.78341674805,49646.3236694336,115778.14813232422,54217.80368041992,71894.38552856445,64820.84393310547
PGo (40:4),55666.54376220703,54964.463775634766,55922.2041015625,44864.68298339844,56461.58404541016,55300.56427001953,60776.22421264648,52863.72341918945,46850.443115234375,50179.48333740234
PGo (40:5),56943.264221191406,61393.64437866211,54145.66390991211,46708.28289794922,47307.823150634766,47564.28384399414,60833.20397949219,50786.343841552734,53282.32385253906,57481.28411865234
PGo (40:6),122254.33013916016,129706.07000732422,133155.06811523438,110165.54736328124,95192.44805908205,81835.74560546875,126769.62915039062,112055.14715576172,150703.74807739258,134175.1094970703
PGo (40:9),218527.59844970703,200792.33477783203,303335.9182128906,193919.05346679688,168442.53268432617,98460.02630615234,105062.66589355467,119809.24899291992,431962.1937866211,268092.61798095703
PGo (42:0),52528.96362304688,58730.62384033203,50193.84341430664,40204.54263305664,43817.16317749024,41330.02297973633,52037.12362670898,42704.683197021484,43601.6028137207,48105.263427734375
PGo (42:1),58909.24411010742,58962.70458984375,52864.74353027344,44111.583068847656,49487.56359863281,45664.04309082031,57974.76382446289,47849.86346435547,53338.08322143555,53440.4040222168
PGo (42:2),91254.00811767578,110912.52880859376,112713.7078857422,74202.70458984375,84755.68759155273,66563.22436523438,113919.32891845705,88194.02612304688,89940.18579101562,98927.62719726562
PGo (42:4),143740.29278564453,129006.68927001952,124974.1713256836,107923.90731811523,125516.89013671876,102439.62475585938,125096.34692382812,118961.5500793457,120249.94937133788,141191.51052856445
PGo (42:6),83804.84512329102,82242.24591064453,84952.82583618164,64340.86489868164,72211.08517456055,69984.54504394531,88818.70642089844,82758.10638427734,79573.90594482422,80420.38491821289
PGp (16:0),108143.8862915039,96737.1254272461,113934.62670898438,80719.92443847656,77906.76550292969,105575.58947753906,105804.40789794922,98270.66787719728,95625.62496948242,109399.20831298828
PGp (20:0),56985.76461791992,76613.60510253906,62363.304107666016,1497.4600982666016,1833.8201370239256,45124.98327636719,48408.1438293457,51403.3840637207,1526.9401092529297,2131.0401191711426
PGp (28:0),55938.70420837402,58198.224060058594,51979.98352050781,40892.702713012695,46896.683197021484,50570.48370361328,60856.724182128906,55566.40347290039,51366.04431152344,55591.563568115234
PGp (30:1),73189.6450805664,73660.46533203125,79343.82583618164,76744.08724975586,58196.304290771484,55908.04455566406,63136.10430908203,60500.54440307617,78770.26524353027,71716.00495910645
PGp (34:4),48838.86334228516,55859.82376098633,51915.66363525391,37744.942794799805,189333.2740478516,43716.9228515625,55615.0439453125,46150.66326904297,42615.4631652832,44502.90344238281
PGp (36:5),96549.64642333984,105980.40783691406,115259.33010864258,79874.9446105957,106385.1282043457,78488.48553466797,105550.3862915039,95747.60568237305,95087.98706054688,88533.12683105469
PGp (38:6),162678.26916503906,179898.9305419922,160630.13061523438,106568.44653320312,120876.5093383789,136998.94897460938,214106.295288086,168010.61157226562,121540.72857666016,137078.7713623047
PGp (42:2),61280.44470214844,59022.164611816406,55299.08383178711,41528.46337890625,43659.40310668945,46137.083251953125,61756.58364868164,48109.8432006836,50937.0637512207,52279.88400268555
PGp (42:4),50037.223693847656,46959.68353271485,44103.62307739258,34371.80221557617,38437.26252746582,36751.48251342773,51924.22366333008,39481.442626953125,41673.72296142578,41880.723205566406
PI (14:1),607243.7204589844,604533.6967773438,471780.5607910156,557731.1015625,568436.5787353516,504336.7962646485,460703.2735595703,540601.5620117188,604275.8529052734,458993.2548828125
PI (20:1),176337.99072265625,165071.912109375,162509.8291015625,112579.84814453124,140278.310546875,169894.91040039062,170756.0526123047,143691.14978027344,118362.0888671875,134352.1092529297
PI (24:0),84000.90612792969,102650.82592773438,93005.0867614746,68874.76431274414,94340.60583496094,68688.38439941406,85529.54528808594,77901.70614624023,67226.28378295898,68118.74536132812
PI (26:0),75220.20477294922,103417.34777832033,90860.4264831543,65520.74505615234,73266.48541259766,61271.764892578125,70851.4642944336,79370.9653930664,89150.18643188477,83605.42520141602
PI (26:1),178687.63256835938,173766.71264648438,162546.8115234375,157340.9306640625,154262.11206054688,164507.2119140625,181094.2326660156,174071.2509765625,162411.892578125,162135.07177734375
PI (28:0),112084.2495727539,195373.49578857425,119199.4076538086,139012.63159179688,119413.64901733398,83152.7866821289,95611.3465576172,194340.71459960932,204496.0541381836,130094.6685180664
PI (28:1),67810.78399658203,91720.92657470705,59826.52377319336,70419.28469085693,53344.82411956787,51201.20346069336,57888.48361206055,102537.32611083984,107217.16775512695,69296.12548828125
PI (28:2),48041.20364379883,48834.64323425293,47890.08352661133,38904.96280670166,35043.66226196289,37711.26298522949,62540.48455810547,49501.96339416504,47002.72297668457,48060.80389404297
PI (30:0),357370.9462890625,609979.5649414062,369863.1088867188,482991.9484863281,433582.0698242188,310404.6030273437,326832.125,647673.7392578125,707586.13671875,463536.9926757813
PI (30:1),159271.89099121094,299681.939453125,173713.4306640625,242862.4569091797,140924.70776367188,135217.0469970703,137244.98889160156,338167.0826416016,413948.8756713867,235504.99572753903
PI (30:2),98734.16665649414,118375.00805664062,103222.1470336914,85535.46490478516,81310.84552001953,98563.8671875,100380.74731445312,124207.87091064452,125196.56747436523,107441.74755859376
PI (30:3),52883.96446228027,46183.78335571289,45992.06312561035,38032.10270690918,40218.02278137207,36376.36247253418,48477.66346740723,49633.06365966797,42154.82305908203,40587.902893066406
PI (30:4),61434.00435638428,63289.32426452637,52124.543548583984,41317.18298339844,38948.12258911133,52417.74417114258,57911.90394592285,55129.62385559082,54808.26358795166,43200.90319824219
PI (32:0),668516.2817382812,994461.80859375,649407.4189453125,878776.3989257812,686272.1884765625,465637.03271484375,584831.0185546875,1078860.2841796875,1156881.6694335938,740467.8706054688
PI (32:1),379101.685546875,695660.8833007812,428982.6674804688,574713.3654785156,354317.765625,293106.51953125,366409.61083984375,854576.5961914062,960867.1137695312,527543.3203125
PI (32:2),312086.4819335937,423891.8461914063,334695.443359375,356966.2280273437,305596.583984375,291768.1220703125,310688.22119140625,464319.4956054688,507412.4721679688,364060.64599609375
PI (32:3),61423.8046875,56341.38383483887,56064.48393249512,41206.92315673828,49413.6238861084,45247.76300048828,56594.26390075684,63420.28433227539,53147.423400878906,50590.90408325195
PI (32:4),90194.12619018556,87537.88430786133,74675.38552856445,64488.26512145996,61843.16426086426,78353.60540008545,73756.00584411621,79937.9662322998,83744.78527832031,65199.94488525391
PI (32:5),81582.96562194824,70268.8256072998,75195.48400878906,59188.10517883301,62756.283920288086,52770.90321350098,81500.24800109863,74484.02453613281,75598.18504333496,62385.02542114258
PI (34:0),467545.91259765625,587753.8369140625,489278.2939453125,496137.53271484375,489661.81396484375,377184.5668945313,500490.037109375,601387.8852539062,592946.6708984375,511483.3950195313
PI (34:1),529532.5502929688,606621.6520996094,576836.7194824219,730402.2119140625,379717.8098144531,318003.42236328125,619242.9846191406,697137.9099121094,907259.7536621094,547465.1938476562
PI (34:2),268655.44140625,384849.6345214844,367502.7817382813,369554.0876464844,237568.619140625,242025.5170898437,335212.30810546875,490307.89697265625,528920.3359375,349480.8212890625
PI (34:3),72940.00534057617,90497.2062072754,94420.10650634766,76094.30541992188,57143.80380249024,58902.584228515625,85611.6255645752,112296.98770141602,116582.70852661131,80771.60748291016
PI (34:4),57947.26460266113,54153.063903808594,51086.56340026856,44581.14328765869,38950.923095703125,41874.50280761719,69401.2846069336,53862.204010009766,53563.08317565918,47976.06316375733
PI (34:5),113831.56800842284,108975.46835327148,102904.62707519533,73019.96557617188,68117.04403686523,76796.72567749023,202981.05598449707,103293.08644104004,93527.30529785156,93661.1258544922
PI (34:6),64362.18502807617,71522.90579223633,63653.724029541016,49120.72317504883,48461.92269897461,43168.32342529297,54438.403564453125,62828.86517333984,74416.92486572266,60323.08407592773
PI (36:0),212997.7360839844,264478.13671875,217528.2756347656,201262.97631835932,213503.0954589844,177390.61303710938,207073.17456054688,246674.03881835932,218658.69506835932,212853.5546875
PI (36:1),150014.5502319336,166304.69213867188,179063.07299804688,191498.59259033203,108739.1671142578,86775.52667236328,208773.77752685547,165297.89385986328,195521.01489257807,130904.89080810548
PI (36:2),225678.5352783203,245852.21618652344,262156.51696777344,326538.3807373047,165871.8116455078,140296.8302001953,312138.76110839844,289985.23779296875,366416.1658935547,220050.3961181641
PI (36:3),108962.6259765625,139432.7700805664,189700.6735229492,162956.6492614746,88589.44757080078,85260.04669189453,264521.796875,210477.9165649414,223532.67498779297,156284.70867919922
PI (36:4),247130.57885742188,243553.056640625,429703.2889404297,239993.4952392578,206597.3741455078,100988.26586914062,914497.1207275392,203363.1124267578,257187.39874267572,205875.73638916016
PI (36:5),61285.76403808594,64349.20385742188,65863.62535095215,53508.56332397461,50344.32357788086,45106.80313110352,83131.04649353027,63631.524475097656,62471.18437194824,52367.90310668945
PI (36:6),69590.92532348633,68192.30572509766,63436.84448242188,57714.10382080078,53705.62438964844,52327.98376464844,62679.16394042969,62016.58447265625,68388.90423583984,65306.64492797852
PI (36:7),79991.76513671875,107597.22717285156,80432.60690307617,75120.00521850586,71000.36630249023,60930.125,71904.76531982422,103139.8864440918,102183.486328125,86637.14596557617
PI (36:8),106384.86798095705,192347.7721557617,106272.24786376952,124876.12799072266,137056.03149414062,79676.90588378906,108215.30755615234,177403.85418701172,178770.1128540039,122926.7886352539
PI (38:0) | PIp (40:6),65512.76416015625,76972.70489501953,66443.66455078125,60127.36404418945,54883.42376708984,47527.82287597656,61264.78448486328,83124.00588989258,74042.58471679688,64967.7248840332
PI (38:0) | PIp (40:6)_2,62202.4447631836,79229.16595458984,61793.1044921875,56460.84375,53292.704040527344,44229.12313842773,62701.32467651367,78805.02560424805,71034.56454467773,57952.68449401856
PI (38:1),53768.9041595459,61840.28485107422,65385.165283203125,53438.86381530762,44305.06309509277,36174.88258361816,69235.6446685791,65006.884033203125,71682.52545166016,54245.184143066406
PI (38:2),62831.28482055664,67242.14414978027,67141.30570983887,65505.5451965332,44851.64372253418,43956.14291381836,95853.98693847656,68296.02522277832,72385.02490234375,56961.68423461914
PI (38:3),121547.9091796875,133061.08911132812,263321.8995361328,134234.70867919922,127406.55078125,71037.14511108398,613214.9002075195,93223.74716186523,130455.16806030272,111191.0869140625
PI (38:4),740163.1522827148,874214.037109375,2263271.1743164062,953171.1728515624,940725.1865234376,358304.6840209961,5697146.599731445,487689.3484191895,799294.2954101562,727740.4931640625
PI (38:5),179355.21249389648,208781.435546875,380437.1266479492,195691.23559570312,197859.4149780273,134137.92880249023,1174254.846496582,153558.68927001953,189538.533203125,193860.15155029297
PI (38:6),125900.75030517578,132386.26947021484,175962.05249023438,124525.7487487793,99560.9071044922,82134.62573242188,504326.20782470703,107226.1079711914,132818.2098083496,151443.10989379883
PI (38:7),227171.0609741211,137250.6922607422,141290.1492614746,336788.8462219238,104680.42791748048,82226.90475463867,89665.24618530273,123533.06784057616,404383.88671875,179946.09423828125
PI (38:8),66207.96520996094,85931.36520385742,56606.9841003418,63356.0041809082,63270.304779052734,52729.10357666016,68502.32382202148,75661.60534667969,74905.10502624512,63792.26467895508
PI (38:9),56915.4443359375,63615.06439208984,54955.383697509766,49956.40347290039,44430.08255004883,42604.3830871582,60017.44332885742,62989.104553222656,61526.14414215088,58080.864334106445
PI (40:0),278325.8396911621,196856.3951721192,191403.03326416016,211960.09451293945,171659.79229736328,236385.4772033692,194318.01251220703,278214.580657959,270972.2455749512,227833.97509765625
PI (40:1),49422.02333068848,56289.84358215332,44288.50277709961,42580.02267456055,37555.62243652344,31192.74211120605,43750.46270751953,63646.16467285156,54725.96382141113,49536.26301574707
PI (40:10),121661.1304321289,78485.74584960938,89704.60670471191,98659.6248626709,91258.56518554688,63463.883613586426,57663.30380249024,62296.54461669922,102498.52571105956,81649.70567703247
PI (40:2),73420.9058380127,58042.52429199219,56830.36353302002,56634.764793396,54503.563720703125,40781.84252929688,49762.6431427002,51730.06386566162,60124.32367706299,63483.04507446289
PI (40:3),46339.94314575195,49137.30270385742,44908.402435302734,34929.32260131836,38168.68273925781,35606.10235595703,49467.34393310547,45227.56301879883,41139.20281982422,38802.56265258789
PI (40:4),49736.9832611084,49897.2834777832,60045.30435180664,45845.12345886231,38984.20307922363,38413.38279724121,100631.88793945312,47278.20314025879,45723.42347717285,47752.68273925781
PI (40:5),69362.24449920654,68318.8843383789,84293.72583007812,64601.94515991211,54502.86367797852,51201.963928222656,188056.6916809082,62421.82443237305,77656.70529174805,75430.8843383789
PI (40:6),110017.92721557616,145274.47192382812,191544.11352539065,115246.04745483398,114120.98928833008,95400.52703857422,880145.4570922852,112043.58770751952,153318.1918334961,159172.87158203125
PI (40:7),74704.5852355957,84432.0866394043,78716.10522460938,72549.32498168945,66503.92498779297,58048.76425170898,157154.71102905273,83130.00622558594,82239.68566894531,67863.92532348633
PI (40:8),64918.52423095703,69131.7653503418,70456.94552612305,58800.964599609375,73916.58428955078,103117.44793701172,76876.22497558594,89296.08660888672,59110.68377685547,56739.083892822266
PI (40:9),49616.86367797852,43441.42325592041,40139.42251586914,35050.20266723633,38227.52258300781,35590.70245361328,46810.38342285156,41437.58334350586,44457.90333557129,39865.38270568848
PI (42:0),59231.12435913086,57611.54426574707,52233.50400543213,38772.42231750488,61017.48442077637,45021.42318725586,41553.88245391846,58078.30426025391,43936.14300537109,52442.9439239502
PI (42:1),32161.682159423828,35525.52209472656,29054.762214660645,27341.221870422363,27642.941955566406,25810.62190246582,31539.462005615234,41372.56286621094,35357.0625,31060.501754760742
PI (42:10),38887.40287780762,39061.862701416016,35033.64236450195,27947.121952056885,31422.182373046875,27936.522064208984,47162.88305664063,35341.64193725586,32444.42218399048,34087.362186431885
PI (42:11),114288.80925750732,91583.60701751708,78970.94470977783,79490.30630493164,72832.08546447754,73269.06666564941,83742.20545959473,80286.40408325195,91419.80700683594,95826.7081298828
PI (42:3),62767.1456451416,49256.743408203125,49429.12368774414,33719.041931152344,61476.02383422852,88446.66730499268,56574.74318695068,62539.223876953125,38993.82270050049,48931.58309173584
PI (42:4),29335.0020904541,27712.462127685547,28955.30226135254,22299.90160369873,25737.88175201416,21935.98147583008,26832.50170898437,25510.141983032227,23085.42162322998,26955.22206878662
PI (42:5),46575.46311187744,38298.24282836914,34829.92283630371,28194.182067871094,35552.942611694336,30620.4022064209,35453.38229370117,38003.64198303223,30403.021926879883,36818.28274536133
PI (42:6),34487.46209716797,37416.02241516113,30461.58201599121,26478.522018432617,29888.14208984375,27257.58212280273,33187.042388916016,33620.08279418945,29361.02174377441,33351.08297729492
PI (42:7),48277.302642822266,49412.063385009766,45075.98327636719,39695.92300415039,41367.80310058594,32815.2424621582,42961.12310791016,57648.84396362305,49528.002838134766,45076.0227355957
PI (42:8),65006.28433227539,61022.48403930664,49271.46391296387,55048.48371887207,44225.383239746094,41409.74317932129,51169.70346069336,64474.92518615723,62477.864654541016,57382.864349365234
PI (42:9),36928.562591552734,33984.12260437012,33202.92208862305,28498.701972961426,27795.422035217285,27483.78155517578,40909.8228302002,34116.122619628906,28107.622131347656,33700.682357788086
PI (44:0),26253.56182861328,24553.9617767334,21233.241424560547,20620.82176208496,24239.54163360596,17903.681259155273,21473.601402282715,23302.18155670166,22521.92170715332,21353.96157836914
PI (44:1),24089.82176208496,25518.10178756714,24134.36158752441,17973.981414794922,20533.26174926757,15800.9411277771,21312.841438293457,22400.02135848999,20838.061584472656,20099.381301879883
PI (44:10),31954.14236450196,31013.022247314453,31035.022354125977,22638.541564941406,27380.1622467041,24950.041778564453,30448.20213317871,27337.72213745117,28061.50230407715,27112.88186645508
PI (44:12),27197.341995239258,29105.642044067383,26451.362060546875,22625.641624450684,27902.601684570312,20245.701629638672,28365.6618347168,25507.50171661377,26017.96173095703,26417.121627807617
PI (44:2),28364.0818901062,26732.962127685547,25222.041816711426,23477.341819763184,23504.00188446045,27458.4416885376,24259.781818389893,26671.24180603028,21032.42147064209,24802.04162597656
PI (44:3),29314.48220825196,24035.661529541016,23408.50173187256,17364.14098739624,20944.98156738281,19207.981296539307,22447.40146255493,24250.16164016724,19390.36134338379,21005.30163192749
PI (44:4),23524.141651153564,24197.80181121826,23423.201690673828,17389.80132293701,19659.0613861084,17104.74115753174,20843.721405029297,21068.521293640137,17997.12127685547,20930.061729431152
PI (44:5),33261.98233795166,26382.80192565918,30083.12226867676,22018.301528930664,24610.72208404541,24279.281616210938,23792.961700439453,27506.741958618164,22650.281818389893,28671.80181503296
PI (44:6),27973.04211425781,25619.06163787841,25025.46158599853,18133.76141357422,24426.98175048828,20581.72166442871,26350.20165252685,25207.561599731445,21760.40151977539,23105.32145690918
PI (44:7),29301.70243835449,34550.80276489258,25950.8819732666,24961.342041015625,32426.002243041992,26159.722038269043,25770.06167602539,31937.56211853028,28278.26209259033,26901.201934814453
PI (44:8),31745.10217285156,35243.942321777344,31259.742385864258,25928.12176513672,21630.52143859864,24623.501556396484,24892.40167236328,33002.78254699707,28313.822074890137,30165.44212341309
PIo (18:0),471371.5096435547,552663.3298339844,435087.1071777344,418904.56872558594,442421.1895751953,397564.3499145508,418452.1057128906,469583.3852539063,438693.2154541016,327508.7631835937
PIo (20:5),368493.8444824219,338357.5690917969,409219.5886230469,56082.50337982178,211362.63537597656,401664.2630615234,404593.8909912109,337387.618347168,109972.3669090271,347691.3250427246
PIo (28:0),95951.26651000977,119182.6879272461,78880.02575683594,92763.58773803712,79320.24584960938,75431.64514160156,92905.96676635742,110082.14581298828,120990.94818115234,82535.94720458984
PIo (30:0),127804.0101928711,234403.1566162109,148171.50982666016,174867.5150756836,152241.79150390625,106644.40740966795,168425.29174804688,251716.3592529297,278638.29901123047,163659.49029541016
PIo (30:1),106683.54821777344,133338.41177368164,123386.3677368164,112964.94799804688,86842.46704101562,85775.0866394043,245583.8984375,143669.2885131836,171062.60913085938,110364.12728881836
PIo (32:0),220058.57397460932,430207.0443115234,228435.51696777344,317854.0466308594,274878.09924316406,172066.57299804688,178967.8936767578,524565.5144042969,519953.4655761719,324035.94104003906
"PIo (32:1), PIp (32:0)",121197.24792480467,246106.67999267572,140117.75122070312,192014.01092529297,118717.12829589844,95205.18713378906,100682.58697509766,296565.2592163086,339270.56188964844,183732.27307128903
PIo (34:0),181452.7147216797,301035.0224609375,202139.9369506836,233830.51666259769,192125.89196777344,129319.82861328124,150696.0302734375,324007.5778808594,359711.7479248047,234050.65991210932
"PIo (34:1), PIp (34:0)",238942.53839111328,394722.5700683594,293761.8656616211,287418.1414794922,213911.13696289065,153183.19177246094,197938.07165527344,409487.873046875,487205.23651123047,281167.88439941406
"PIo (34:3), PIp (34:2)",54832.92445373535,55380.88345336914,45201.44378662109,40416.16358184815,41070.64318847656,53689.483795166016,51218.22286987305,57501.08462524414,47596.22309875488,43629.802978515625
"PIo (34:4), PIp (34:3)",52499.4835357666,47867.442810058594,45381.44329833984,35784.58251953125,34676.382736206055,38098.04254150391,50223.06298828125,46808.6432800293,42862.24296569824,37920.88250732422
PIo (36:0),73924.30578613281,104336.58529663086,72745.2255859375,74484.6247253418,69183.94448852539,57656.68389892578,64047.823638916016,101058.36688232422,94694.00723266602,78331.56530761719
"PIo (36:1), PIp (36:0)",92371.02673339844,188418.8334960937,100644.14764404295,110571.60858154295,119546.80828857422,74672.08477783203,97843.62683105467,158029.435546875,162907.1943359375,106109.34732055664
"PIo (36:2), PIp (36:1)",66756.04391479492,84545.66659545898,65872.18478393555,69553.86553955078,53189.42391967773,50995.643798828125,64300.52416992188,86108.62561035156,98160.1668548584,65035.88455200195
"PIo (36:3), PIp (36:2)",65590.32511901855,59521.72445678711,49909.363372802734,48385.72425842285,46920.56369018555,47593.163818359375,58482.02459716797,58054.823654174805,58805.564025878906,52108.46378326416
"PIo (36:4), PIp (36:3)",53920.94429016113,57604.90403747559,51806.64297485352,38422.56262207031,37071.16215515137,37258.702407836914,65839.70421218872,53012.26365661621,47720.42304992676,50263.12384033203
"PIo (36:5), PIp (36:4)",51941.12350463867,53236.00411987305,50187.14349365234,36081.962341308594,38195.52279663086,38528.36276245117,50141.08319091797,46296.28341674805,41458.08251953125,43320.90283203125
"PIo (38:1), PIp (38:0)",56572.70397949219,80771.58508300781,53930.28393554688,51620.64291381836,56919.84457397461,49834.44345092773,62419.224060058594,68945.70526123047,66905.42501831055,55178.563903808594
"PIo (38:2), PIp (38:1)",51211.743713378906,56531.083740234375,50296.66412353516,44639.92332458496,38843.84265136719,39576.90267944336,58145.64453125,57368.82400512695,58113.2234954834,53545.0231628418
"PIo (38:3), PIp (38:2)",51393.24447631836,50638.74383544922,50182.52355957031,40969.92344665527,37127.522521972656,37894.56274414063,59075.38397216797,55268.90353393555,44458.66302490234,46034.38320922852
"PIo (38:4), PIp (38:3)",60594.9447631836,64115.68487548828,61350.02412414551,51188.00343322754,49895.503173828125,48831.20365905762,101175.4871520996,61087.664642333984,53259.944396972656,49765.72366333008
"PIo (38:5), PIp (38:4)",48527.60354614258,47041.103439331055,46834.6231842041,33108.462005615234,34961.12258911133,31376.2420501709,59775.18395996094,39037.602935791016,37896.92216491699,37296.46292114258
"PIo (38:6), PIp (38:5)",61781.12420654297,65619.98510742188,56058.403747558594,48432.48350524902,55655.04415893555,45123.44354248047,60525.46398925781,60564.62414550781,51140.76347351074,52045.56427001953
"PIo (40:1), PIp (40:0)",61921.06474304199,62824.3645324707,66427.50473022461,52365.30358886719,63461.684509277344,85600.96676635742,75181.48538208008,83256.60650634766,57576.16360473633,55573.48483276367
"PIo (40:2), PIp (40:1)",42643.18273925781,41275.94329833984,40603.282470703125,32652.102462768555,33204.3825378418,30551.581939697266,39892.50262451172,38713.42265319824,38012.50285339356,39607.22311401367
"PIo (40:3), PIp (40:2)",76642.16402435303,54197.0233001709,63043.14372253418,64760.98432922363,61649.223541259766,45778.183685302734,50504.82333374024,46318.02350616455,76732.3256072998,57381.96388244629
"PIo (40:4), PIp (40:3)",51186.94346618652,47569.26354980469,51875.54357910156,41719.64337158203,39846.34288024902,68081.6044921875,71894.38552856445,56043.44464111328,41085.802642822266,44068.76303100586
