Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",549434.6729736328,572129.3027954102,669993.2951049805,500433.3950805664,545798.8641357422,570225.5207519531,594318.3209838867,522056.5323486328,577011.7044067383,551185.817565918
"Cer(d16:2(4E,6E)/24:0(2OH))",149202.49026489258,142789.84912109375,150103.8106689453,139065.60968017578,131549.90896606445,121979.70907592772,131456.66970825195,149224.67126464844,151747.88934326172,153175.0912475586
Cer(d18:0/14:0),71597.4246673584,75585.72505187988,67996.16540527344,64700.82482147217,67962.92486572266,67271.1851272583,67354.10481262207,71797.26489257812,68996.70455932617,97305.06623840332
Cer(d18:0/16:0(2OH)),154019.81134033203,171576.25219726562,165317.25094604492,141531.23001098633,137383.86883544922,142359.94995117188,174073.97229003906,144255.1701965332,140065.92962646484,147288.75
Cer(d18:0/16:0),114807.12731933594,119714.32794189452,107024.56784057616,107434.6078338623,109708.40719604492,99618.26760864258,101845.4079284668,115023.52792358398,110583.48779296876,114044.14715576172
Cer(d18:0/18:0(2OH)),124009.58905029295,135284.02868652344,124648.80946350098,155196.55114746094,113348.38793945312,100195.2667388916,99591.74786376952,132923.2901611328,148217.99099731445,124513.36985778809
Cer(d18:0/18:0),149866.86961364746,169939.79206848145,142915.3690185547,176109.0739440918,142564.34927368164,119376.1890411377,115015.36853027344,136114.54983520508,171818.87350463867,152880.01196289062
Cer(d18:0/20:0(2OH)),179042.31350708008,209022.03158569336,175718.0521850586,202696.79278564453,188027.59396362305,170788.87274169922,155040.87133789062,182352.23345947263,204832.8739318848,162233.4900817871
Cer(d18:0/20:0),121279.4480895996,147107.85131835938,123406.50936889648,136542.16931152344,130466.98989868164,99295.5671081543,96509.28689575195,115892.88806152344,134044.8098449707,120227.06829833984
Cer(d18:0/22:0(2OH)),2288377.225036621,2502356.308288574,3017023.4556274414,2053075.6171875,2232318.895568848,2026375.7747802727,2742920.2434692383,2190395.5884399414,2249994.368652344,2191904.135192871
Cer(d18:0/22:0),165498.09057617188,185307.2530822754,158184.9312133789,191777.2720336914,160124.87182617188,165235.2922668457,137595.92993164062,191403.1109619141,185889.1315307617,154543.90936279297
Cer(d18:0/24:0),2445793.439575196,2662189.094848633,3124762.6466674805,2164630.489074707,2318535.864135742,2118778.14251709,2853717.473083496,2341071.3193969727,2387556.5045776367,2265287.441833496
Cer(d18:0/26:0),971922.7466430664,1013473.3427734376,927567.8104858398,1281252.9827270508,1235553.405090332,676692.961730957,912677.391784668,1023812.2529296876,923878.3328857422,846950.81640625
Cer(d18:0/h24:0),269886.12127685547,291022.99853515625,270901.9809875488,264787.05795288086,240514.99765014648,217935.2322387696,220435.2737121582,270501.1585083008,281859.1211547852,270440.9401245117
Cer(d18:0/h26:0),969636.9716796876,1001891.4942932128,898880.4644775391,1281324.2112426758,1234840.7830200195,680723.8046264648,945918.1914672852,983947.007080078,901005.0484008788,832596.0748901367
Cer(d18:1/12:0),57027.20426940918,56788.22389221192,58972.8440246582,49458.06385803223,46236.64323806763,56379.08372497559,54492.66427612305,58511.04425811768,49007.44305419922,52477.203437805176
Cer(d18:1/16:0),85878.22690582275,89286.02571868896,93289.46748352052,98833.7073059082,81981.76594543457,73185.88471221924,79267.4256362915,80618.42578125,92233.2661743164,76714.58596801758
Cer(d18:1/18:0),92189.1464767456,80419.90634918213,141975.15132904053,85945.38529205322,75699.88483428955,53637.62353515625,144486.28896331787,67352.74472045898,74389.04536819458,67009.44515991211
Cer(d18:1/18:1(9Z)),164937.2915725708,152596.21005249023,270801.6766204834,205601.39401626587,138417.04704284668,97083.00659942628,213917.95608520508,118233.36837768556,153521.65101623535,115906.10749816896
Cer(d18:1/20:0),53830.70408630371,57624.02406692505,65562.4651260376,51220.62345123291,47064.36366271973,47143.0432434082,72375.66548156738,66875.38436889648,57531.80383682251,51913.56398010254
Cer(d18:1/22:0),130642.1097984314,147049.75035858154,207270.29676818848,134136.3509559631,175466.37070465088,1678337.54813385,350475.44132995605,412625.9516067505,118941.70894622804,150862.49167633057
Cer(d18:1/24:0),511397.65713500977,533845.4967727661,717873.4853248596,477417.161113739,440352.2726516724,428490.782875061,765089.0247497559,446831.3067474365,596964.2315216064,549719.4162902832
Cer(d18:1/24:1(15Z)),513120.1188926697,534135.5885543823,740670.8826217651,459550.1933288574,426490.10707855225,406907.6530456543,840892.3873825073,441163.0270233154,583545.0425071716,539496.9074020386
Cer(d18:1/26:0),501981.5566177368,500951.0121841431,451098.43661499023,624782.4101486206,552998.9704055786,334814.76000213623,450144.2345466614,477574.994644165,479420.3740310669,451609.0141143799
Cer(d18:1/26:1(17Z)),512560.5685806274,503442.6001052856,460142.3742752075,643296.7020645142,560117.3584938049,336197.65982055664,470590.5140762329,491600.7756042481,497379.10495758057,458308.8632850647
Cer(d18:1/2:0),62164.34376525879,54673.98387145996,57969.6241607666,52488.30390930176,46920.24327850342,46205.843101501465,52270.66377258301,53214.12380981445,56135.74417877197,53413.824211120605
Cer(d18:2/14:0),191693.1530609131,273356.99394226074,212708.6515045166,288417.4379119873,270776.73208618164,3884935.4225616455,161394.81140899658,1033011.22555542,216766.83670806885,195495.1930770874
Cer(d18:2/16:0),64331.34413528442,64468.56426239014,64027.62441253662,62988.524505615234,57653.644271850586,104909.22849273682,60100.6841506958,69706.8044013977,62374.644313812256,54400.30355453491
Cer(d18:2/18:1),217091.37518310547,221613.81622314453,213159.7750244141,243189.33837890625,207059.19409179688,235552.5771484375,197339.59350585932,219399.75579833984,245342.51806640625,208629.7147216797
Cer(d18:2/20:0),238374.6973876953,243750.23803710932,228731.0954589844,246530.3973388672,249912.75732421875,270547.7388916016,219836.13623046875,237123.857788086,256641.69787597656,242596.6173095703
Cer(d18:2/20:1),245388.5177001953,246218.1375732422,244516.9378662109,267017.3586425781,255831.77734375,269467.8194580078,232984.7967529297,255429.55834960932,280376.8806152344,264228.3389892578
Cer(d18:2/22:0),1686247.7287597656,1622181.5764160156,1942803.490234375,1863860.666015625,2951488.492675781,36221751.033203125,3476697.2163085938,7534093.382080078,1342229.7197265625,1960887.0690917969
Cer(d20:0/26:0(2OH)),363393.90449523926,366860.4246826172,324569.83807373047,444385.8718261719,407280.6138153076,240957.2969665528,339605.4455566406,337163.14764404297,360355.82501220703,330102.0902404785
Cer(d20:0/26:0),354509.82945251465,352909.42405700684,321810.94052124023,434299.7144775391,407923.1293640137,244875.1163330078,318238.9451751709,332974.6040496826,349255.98976135254,330922.4479827881
Cer(t18:0/16:0(2OH)),567407.336227417,618271.4571685791,594643.394744873,579004.316986084,638088.210144043,481859.3317108154,582969.4399108887,640537.6826019287,647520.004234314,495813.1138458252
Cer(t18:0/18:0(2OH)),140678.0700454712,156384.56986999512,128003.2300415039,145099.97088623047,130498.95009613036,90274.3465270996,103398.78643798828,163216.37335968018,148072.7088470459,126346.40880584715
Cer(t18:0/20:0(2OH)),393569.5289611816,355707.1466064453,419446.1728515625,306130.2199859619,614675.4814147949,667324.6309204102,364563.8634338379,468640.2548217773,681836.1105499268,651890.887512207
Cer(t18:0/22:0(2OH)),835573.4533233643,880855.4200897217,1036186.3755187988,784071.9442367554,715731.4484939575,681237.164932251,854438.7332611084,721654.2887649536,886815.7178039551,825314.5011749268
Cer(t18:0/24:0(2OH)),342331.6445465088,365704.06297302246,381528.6145248413,301681.0581970215,387484.6117401123,292348.955657959,335761.8866882324,310946.16340637207,458853.208114624,441023.8146667481
Cer(t18:0/26:0(2OH)),819132.8879089355,804990.539352417,698120.1741333008,984876.6770782472,897119.480545044,543403.0151672363,782577.0425720215,784942.0381774902,764881.0336227417,695886.4866027832
Cer(t20:0/26:0(2OH)),3486.5602416992188,3444.4202194213867,3574.7402420043945,698702.4664611816,655535.264541626,3472.640254974365,3509.6202545166016,3504.380241394043,551505.4501037598,478902.4676361084
CerP(d18:0/16:0),167354.21173095703,172110.23361206055,153519.27124023438,184781.05389404297,151555.0101928711,165910.61169433594,153504.0506591797,190737.9141845703,186114.5530700684,149576.4500732422
CerP(d18:1/12:0),207053.93296813965,189219.3741607666,338638.8857650757,245497.26009368896,168906.83016967773,114497.92813110352,289692.12311935425,128133.2698135376,180204.93405151367,139695.7490234375
CerP(d18:1/14:0),57608.46398925781,60879.42431640625,70005.40510559082,56838.84355163574,46804.30297088623,50174.30355834961,77168.68590545654,70619.36522293091,58899.18377304077,55923.62368774414
CerP(d18:1/16:0),134544.67080688477,152515.37224578857,215635.6561279297,142268.0097846985,181937.4930496216,1734354.9717330933,394428.32166671753,426700.7503814697,127977.84979629517,154259.330619812
CerP(d18:1/18:0),508529.0331802368,545016.2441635132,778754.5726089478,466490.5502624512,426871.897190094,425314.37715148926,828874.2796936035,429235.33068847656,586049.7076873779,525810.9160423279
CerP(d18:1/20:0),508357.8988189697,504831.9145965576,469591.5770187378,627998.1846199036,554159.9758529663,344956.46003723145,449065.007888794,476758.0706558228,491758.5409164429,461539.83221435547
CerP(d18:1/22:0),78094.42456054688,85487.36515808105,75109.58536529541,86839.4056930542,75236.56569671631,61631.84370803833,73455.42486190796,82271.40557098389,81327.52565002441,69422.86536026001
CerP(d18:1/24:0),68788.08518600464,69359.74527359009,68383.18479537964,75840.66597747803,67767.52487182617,53171.32379150391,83684.60627746582,72532.48625946045,68345.40460586548,69290.18549728394
CerP(d18:1/24:1(15Z)),62033.40418624878,70879.74507141113,65431.344665527344,75196.10556793213,64007.36405181885,52777.92399597168,77358.9055519104,70387.12477493286,64805.62456130981,68889.94542312622
CerP(d18:1/26:0),49741.92379760742,51883.223876953125,49429.0036239624,49121.68328857422,38473.88240432739,50795.7237701416,48844.94369125366,57405.48349380493,53192.20389175415,43240.883228302
CerP(d18:1/26:1(17Z)),48283.38327026367,52253.70330429077,49866.66344451904,50924.0834236145,37757.48268890381,52006.94332122803,48834.88298416138,57551.08400726318,50186.58321762085,41992.88306808472
CerP(d18:1/2:0),76570.36514282227,78236.74575042725,77440.2847290039,87621.36699676514,83306.0661315918,61445.36422729492,73409.58462524414,71354.50555419922,75402.24518585205,69761.10538482666
CerP(d18:1/8:0),46432.32344055176,52125.743896484375,53584.103675842285,48419.82300567627,49027.083404541016,211300.37481307983,45715.56356048584,85170.80661773682,48379.0632019043,51838.48345184326
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",4335094.217636108,2424601.445907593,1214155.489013672,473240.09295654297,260224.8973274231,418094.6909484863,291328.83966064453,229211.5368499756,50162.80352783203,61692.403953552246
Cholesteryl nitrolinoleate,4343857.308349609,2643083.2318115234,1497477.1091308594,648281.0699462891,371760.6458129883,676317.4758300781,688197.0075683594,549666.6363525391,168850.0728149414,164718.53118896484
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",1282508.1748046875,1568286.4035644531,1336119.8891601562,1163869.4793701172,1387507.767944336,1014312.66015625,1064424.775756836,1110499.5349121094,1231695.2462158203,1348945.6447753906
Hexacosanoyl carnitine,1631829.830657959,2064688.331604004,1616359.3477249146,1544224.7182312012,1700647.0773849487,1306819.7283477783,1469721.9734268188,1477280.5765838623,1601114.1556091309,1683242.4908447266
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",7413245.498046875,8382387.8232421875,7600345.13671875,10872286.795898438,10477917.965820312,5187867.46875,8540479.934570312,8147970.249023437,7258763.232421875,6417243.6640625
Lyso_C17 sphingosine-1-phosphocholine,72424.88525390625,60508.86395263672,65257.52606201172,72772.10366821289,56528.32470703125,52986.60391235352,57440.58419799805,62417.06414794922,73641.38424682617,68976.42373657227
Lyso_PC(10:0),38746.00286865234,38514.10272216797,45633.14303588867,46014.78372192383,43415.36352539063,32828.462310791016,37395.782775878906,36815.56274414063,46392.54290771485,46797.0228881836
Lyso_PC(11:0),56542.384033203125,53470.723571777344,52937.44354248047,62926.92388916016,52248.7239074707,52298.5442199707,45589.02279663086,52335.30364990234,57822.98406982422,54605.50323486328
Lyso_PC(12:0),81415.14685058594,76761.20614624023,79839.46560668945,86490.06756591797,77891.06628417969,68740.86395263672,75311.54467773438,75648.06494140625,89628.94696044922,82573.4271850586
Lyso_PC(13:0),47654.963439941406,41767.90272521973,42572.84313964844,48605.66372680664,39598.14318847656,38803.64297485352,37973.04277038574,39844.42317199707,52873.24341583252,45919.122955322266
Lyso_PC(14:0),209887.85876464844,182656.97198486328,191844.51220703125,206543.1798095703,175626.13134765625,158144.5704345703,159397.93005371094,183461.89453125,216827.87353515625,229734.080444336
Lyso_PC(14:1),157900.31127929688,145659.6300048828,150578.2108154297,175907.4500732422,148306.47045898438,127281.67163085938,131028.42919921876,143160.2300415039,186188.04809570312,189966.0518798828
Lyso_PC(15:0),301378.4775695801,258286.6183166504,267411.9811706543,302481.65116882324,238674.79434204104,226536.878616333,217689.9557800293,240429.79470825195,311517.0654449463,310490.0026245117
Lyso_PC(15:1),258522.4175415039,226735.401260376,238269.0937957764,278025.0953979492,216010.9710083008,186503.56999206543,187515.7371826172,225681.2386474609,288096.2198791504,318642.9030456543
Lyso_PC(16:0),244871.0226745605,220532.0155029297,251082.41595458984,235656.4969482422,189824.8768310547,183595.07577514648,260359.9955596924,221136.1763916016,244014.4180908203,236898.559753418
Lyso_PC(16:1),223897.35287475583,211295.51513671875,230940.0400085449,228268.9345092773,177538.39709472656,165961.6928100586,236137.43359375,189986.32803344727,224067.7159423828,217869.35614013672
Lyso_PC(16:1)_2,218162.4168395996,204568.57305908203,233947.9769897461,216502.6401977539,173068.13122558594,157331.0883178711,237032.3962402344,185290.3735961914,229274.2738037109,211318.89315795896
Lyso_PC(17:0),76762.30578613281,68611.34437561035,69696.04495239258,73495.2650756836,57730.06298828125,58319.66467285156,78822.5244140625,66631.16394042969,66216.52465820312,65347.16412353516
Lyso_PC(17:1),86046.84603881836,85520.20541381836,107340.52880859376,87438.50668334961,71970.24459838867,69010.26428222656,134401.46755981445,77203.74609375,86904.44613647461,85666.00604248047
Lyso_PC(17:2),88660.86538696289,81512.38650512695,106169.92623901369,83589.74645996094,73713.68560791016,63176.744049072266,137526.75009155273,74282.06518554688,87197.58618164062,82576.88522338867
Lyso_PC(18:0),92926.66662597656,81885.96606445312,123135.208984375,92113.98797607422,78908.14556884766,71206.04479980469,165427.35009765625,87419.08764648438,91038.68643188477,87329.92602539062
Lyso_PC(18:1),83602.20474243164,83063.76602172852,118313.86895751952,90767.50674438477,72008.54544067383,66050.58395385742,155595.34814453125,81373.58599853516,88215.66705322266,79881.96746826172
Lyso_PC(18:2),81794.42599487305,78272.64535522461,111006.98776245116,85791.68524169922,74492.74594116211,56757.30426025391,144246.29000854492,74633.48510742188,80155.86434936523,76964.60424804688
Lyso_PC(18:3),77142.88470458984,67052.60549926758,93419.86630249023,82102.64483642578,65368.00473022461,54805.52420043945,120562.84899902344,68145.94525146484,76510.32626342773,69051.16381835938
Lyso_PC(18:4),56320.86422729492,57230.08352661133,56181.184074401855,60978.04431152344,55514.56439208984,49765.56411743164,67411.00518798828,54752.3642578125,60825.56433105469,59868.94400024414
Lyso_PC(19:0),134867.60888671875,135261.78979492188,142673.12939453125,188738.5334472656,150582.03295898438,128490.34912109376,140378.61083984375,133586.16943359375,182244.5126953125,164165.07153320312
