Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
PS (24:0),21829.561614990234,28598.92232513428,108883.9266052246,99720.44705200195,28246.92185974121,38838.403175354,101403.02737426758
PS (26:0),29095.941986083984,24374.761825561523,66280.98489379883,56558.22393798828,37191.48278808594,26486.96222686768,63937.90487670898
PS (26:1),94313.10675048828,43262.84280395508,116503.109375,118051.82775878906,99263.48693847656,43230.30316162109,123377.94848632812
PS (28:0),31181.74199295044,110219.67010498048,719310.3837280273,679836.0830688477,54947.40398788452,550477.2261352539,712738.479675293
PS (28:1),37838.52248382568,24984.661712646484,69461.36462402344,64296.404541015625,47762.94343185425,27232.28172302246,64382.104064941406
PS (28:2),20267.321563720703,14547.480869293213,46920.50387573242,45032.0228881836,19340.28129196167,14911.520931243896,46687.60311889648
PS (30:0),46587.40333938599,26861.141830444336,99919.34704589844,76934.82446289062,53828.66361236572,29616.682022094727,76207.18505859375
PS (30:1),21482.761501312256,18780.661487579346,56516.183685302734,48704.34390258789,26218.54200363159,19261.66156768799,48666.50296020508
PS (30:2),21962.841678619385,19494.16138458252,61529.504333496094,54529.9436340332,27909.921852111816,24241.08181762696,57705.38317871094
PS (30:3),24493.901851654053,18131.98160934448,66082.20527648926,63886.06454467773,30807.542594909668,24230.72176361084,73847.64532470703
PS (30:4),19212.16128540039,18474.98120880127,50300.50357055664,50800.16340637207,26559.98180770874,18464.921585083008,49316.68336486816
PS (32:0),36637.28247833252,25809.9617843628,108374.26641845705,102922.96643066406,42790.563049316406,29146.001918792725,89615.1669921875
PS (32:1),24452.22193908692,15150.00106048584,85463.96557617188,65170.963928222656,29151.28229522705,15174.561126708984,71986.04565429688
PS (32:2),33530.86236190796,114085.02656555176,475194.3399963379,333417.3272705078,42816.62282180786,137008.33222961426,414176.0900878906
PS (32:3),21374.34161758423,20976.80143737793,64627.28521728516,56843.82421875,26860.801837921143,21787.661544799805,59723.264709472656
PS (32:4),23979.481693267822,23449.32168197632,64326.38485717773,76931.7857055664,32740.00189971924,21568.20168685913,65654.98489379883
PS (32:5),30044.382289886475,21637.281494140625,142611.30975341797,50807.263427734375,37565.022899627686,23301.04162597656,54567.80407714844
PS (34:0),32929.64246368408,23892.461463928223,76153.78503417969,67579.66473388672,38444.66296005249,29043.04231262207,63773.04486083984
PS (34:1),46207.16332244873,28177.122283935547,106927.16693115234,77712.10531616211,50307.90349197388,28238.70178222656,86913.22546386719
PS (34:2),26004.10190963745,24176.36159133911,67439.02572631836,59263.84454345703,29475.18188858032,21672.601501464844,58243.68460083008
PS (34:3),26847.40201950073,22302.42156600952,59020.1637878418,52649.54376220703,31984.922370910645,21972.441333770752,57423.64367675781
PS (34:4),28707.28199005127,20434.8814163208,58804.74398803711,53288.34475708008,31691.50220870972,23358.06192398072,57946.30401611328
PS (34:5),26357.841831207275,40124.98286437988,83140.0853881836,88650.94677734375,34500.72255706787,43335.403160095215,85559.7651977539
PS (34:5)_2,27900.222034454346,37932.08257293701,83201.04708862305,81193.42602539062,33704.30220413208,33024.26192855835,79380.86596679688
PS (34:6),25929.381717681885,21466.901725769043,88718.48614501953,62725.60403442383,31264.38235092163,22341.181480407715,67618.08407592773
PS (36:0),52910.764293670654,43362.8423614502,107704.7469482422,109754.90783691406,67556.64473724365,31713.16227722168,119429.82861328124
PS (36:1),133283.82870864868,59962.3837890625,155995.7705078125,132463.3681640625,145423.82960891724,63556.46466064453,175310.75268554688
PS (36:2),60291.184715271,52247.98394775391,128674.7494506836,118549.50854492188,75961.42540740967,56412.584533691406,130704.20971679688
PS (36:3),26856.081943511963,22834.52177047729,58160.42428588867,55895.92376708984,33709.26248931885,23811.60182952881,57067.70455932617
PS (36:4),33280.46258544922,28274.221755981445,66649.1449584961,65205.74392700195,37108.66270446777,21183.961486816406,67460.44464111328
PS (36:5),23598.16160583496,21713.1012878418,53231.18325805664,52366.9245300293,29224.28189849853,12946.860942840576,54930.32424926758
PS (36:6),21767.34158706665,21414.461181640625,60909.86389160156,50342.543853759766,27902.242210388184,19953.641468048096,56909.64324951172
PS (36:7),27084.88210678101,27510.821952819824,75584.2060546875,62419.72454833984,26808.4220123291,29727.18278884888,66849.20483398438
PS (36:8),34515.12283325195,57241.924545288086,233469.4765625,157965.9104309082,39263.26274871826,62595.58390045166,205452.856628418
PS (38:0),32298.60204696656,41113.20247268677,140584.44940185547,118234.86840820312,32678.462383270264,47105.48307800293,130565.6883544922
PS (38:1),35804.84243392944,31500.28200531006,99247.7055053711,78971.70520019531,43899.6035118103,24711.661750793457,91140.3461303711
PS (38:2),27322.581691741943,45181.06272125244,163567.55233764648,98250.84719848631,44294.90383529663,32576.142555236816,123504.68865966795
PS (38:3),28829.96213912964,17586.761360168457,63569.88415527344,56285.20349121094,33547.42235183716,25837.82186126709,61674.464599609375
PS (38:4),45452.86298370361,24091.461532592773,98407.22790527344,89794.02587890625,55198.32405090332,36469.44209289551,105593.2465209961
PS (38:5),32762.54225540161,19140.48137283325,63059.48422241211,58986.324645996094,35185.20259475708,21789.501693725582,59960.60400390625
PS (38:6),27615.1420288086,16948.081161499023,87267.16540527344,61976.04412841797,35925.02222061157,27203.1018447876,73335.74523925781
PS (38:7),26930.92216110229,60851.16357803345,375748.8223571777,175261.23010253906,46249.40324783325,80822.52835845947,247327.15606689453
PS (38:8),31014.10216140747,24131.74139022827,73212.56506347656,64288.28387451172,37097.6628112793,23465.34154510498,66427.86544799805
PS (38:9),32715.86241531372,22969.94143676757,118426.52853393556,82396.525390625,45210.84302902222,22725.101417541504,105273.5087890625
PS (40:0) | PSp (42:6),40355.863010406494,128967.00898742676,286763.1971435547,311860.84338378906,125622.3500404358,103226.74681091309,347498.86309814453
PS (40:0) | PSp (42:6)_2,37313.42265701294,127696.9910507202,288895.7034301758,298978.4621582031,119149.04978179932,87034.16751098633,326959.7857666016
PS (40:1),23410.6217918396,16039.901100158691,63561.104888916016,48526.26364135742,28781.24189376831,21427.381462097168,59754.12506103516
PS (40:2),25284.24168777466,30526.32146835327,298594.32626342773,127281.40963745116,36064.90216445923,59689.9245262146,274937.94024658203
PS (40:3),30067.802112579346,19779.481536865234,54444.58395385742,49847.76361083984,33902.262268066406,23523.681785583496,57351.023986816406
PS (40:4),46129.60350036621,19599.081268310547,71572.38439941406,70408.36492919922,49603.54345703125,26462.501693725582,80490.94598388672
PS (40:5),60666.06475448608,32364.22224426269,91142.08721923828,91194.88659667967,65691.26494979858,36523.72247314453,121250.6689453125
PS (40:7),32976.302280426025,29376.74249267578,79977.26446533203,79137.66595458984,42479.72296142578,24645.781768798828,85731.38494873047
PS (40:8),25334.04183959961,25354.28164672852,77094.70513916016,54937.86441040039,36530.242500305176,19420.3814163208,62678.08471679688
PS (40:9),24774.20173263549,20343.78136444092,99384.6866760254,62869.524505615234,31724.402420043945,22927.081634521484,85435.56634521484
PS (42:0),21352.0016708374,22729.96195220948,121599.0094909668,144855.82821655273,28318.8218460083,52382.52353286743,162574.57028198242
PS (42:10),23627.241653442383,21818.181217193604,53579.5827331543,56659.68411254883,24552.54166412353,29501.20146560669,57627.364807128906
PS (42:11),22466.50152206421,86117.22554779053,177927.4303894043,185541.9150390625,26238.74187850952,122816.78534317017,219791.4352416992
PS (42:2),21818.661491394043,13474.920886993408,53544.62364196777,52829.82369995117,24835.981746673584,19539.20122528076,62562.02532958984
PS (42:3),28435.38189315796,29424.362159729004,194245.7154846192,186883.2135314941,34223.3826751709,75283.14516448975,276485.2793273926
PS (42:4),21068.52140808105,12883.22081375122,58692.904846191406,38646.52261352539,23119.041481018063,17350.02117538452,51396.48358154297
PS (42:5),21846.70139312744,13439.620956420898,46462.24295043945,43877.12347412109,28317.66189956665,18449.021396636963,43336.702728271484
PS (42:6),25698.681636810303,16881.941329956055,68928.544921875,57607.3444519043,33611.6821937561,27546.70220184326,61931.30364990234
PS (42:7),27663.40212249756,13908.440925598145,50961.78305053711,48836.10321044922,28013.622066497803,20690.50148010254,51683.163818359375
PS (42:8),24145.34182739257,14433.780868530272,64583.04486083984,50667.58404541016,27455.48207855225,24253.94133758545,54996.74444580078
PS (42:9),24096.96171569824,18801.96155548096,48792.80337524414,44155.60314941406,28391.081958770752,20613.241592407227,44230.28317260742
PS (44:0),15923.181171417236,10198.74073791504,31249.60221862793,29007.98225402832,17099.28134918213,12306.580799102783,31310.36181640625
PS (44:1),18106.381328582764,9058.22063446045,29550.48175048828,30328.741996765137,18615.04130935669,10129.440757751465,30339.642238616943
PS (44:10),26012.30182647705,12322.5608253479,47139.063568115234,40923.84295654297,29597.801975250244,20535.40139770508,45422.78271484375
PS (44:2),22308.68145370484,10882.520774841309,34245.2826499939,32832.90235900879,22086.9415550232,12646.421005249023,33464.202156066895
PS (44:4),17006.481323242188,10547.08066558838,34333.40222167969,32691.16226196289,18873.061267852783,15006.440948486328,34923.14224243164
PS (44:5),17572.901168823242,9651.200561523438,33792.46253967285,30679.76235961914,18495.60134887696,14583.621063232422,33519.90216064453
PS (44:6),17120.801292419434,9243.620700836182,35176.52229309082,33663.842224121094,18553.401321411133,13642.861087799072,33546.102447509766
PS (44:7),18092.38140106201,9886.32077407837,37369.00262451172,35263.9621887207,21468.74165725708,13712.401107788086,36325.122955322266
PS (44:8),17806.321281433105,9712.620609283447,42641.28300476074,34179.52224731445,21350.121536254883,15123.120929718018,38592.40283203125
PSo (20:0),31653.84228515625,17291.040996551514,47357.16324996948,38881.68235397339,35287.56256103516,36337.66214370728,47590.063079833984
PSo (28:0),27303.502151489258,25937.06191253662,62390.50430297852,86565.64456176758,24469.221885681152,24439.64133453369,67688.38395690918
PSo (30:0),20146.441371917725,22313.74167251587,90006.2660522461,70395.20599365234,23198.18173980713,30467.821849823,81656.30516052246
PSo (30:1),17236.621311187744,19263.90130996704,58489.1841583252,66218.14483642578,24479.061779022217,19473.78120803833,68299.78514099121
PSo (32:0),26477.421840667725,17555.58106994629,54581.88394165039,49530.90365600586,26585.501945495605,21766.361625671387,47628.52313232422
PSo (32:1),21610.161659240723,14073.18105316162,42531.90313720703,40188.78268432617,22760.141681671143,17891.94130706787,40278.14305114746
PSo (34:0),32082.18228912353,34092.24271774292,116501.20794677734,95112.68692016602,31427.82216262817,44146.9027633667,115337.22924804688
PSo (34:1),24724.40158843994,20499.16152572632,53658.60397338867,50089.36373901367,22356.041454315186,13870.40085220337,52906.10385131836
PSo (34:2),26623.82179260254,17860.480964660645,54104.64416503906,51143.5436706543,29800.20202255249,21125.401695251465,54109.34414672852
PSo (34:2)_2,29356.082153320312,21086.40129852295,66933.54467773438,59633.94409179688,34087.84229660034,23067.202102661133,62258.74526977539
PSo (34:4),26166.20198440552,17030.081398010254,46979.84356689453,45977.88348388672,31348.782222747803,20639.241497039795,50347.883728027344
PSo (36:2),29939.802310943604,19776.201530456543,64480.10354614258,54140.14416503906,31943.00213241577,22051.521606445312,63526.38427734375
PSo (36:3),19664.861293792725,21362.241947174072,60801.56475830078,55861.9638671875,26756.802032470703,21410.561546325684,57698.64375305176
PSo (36:4),23933.541820526123,16462.180934906006,49446.103271484375,55563.02429199219,28998.10196685791,18040.7215423584,53119.18356323242
PSo (36:5),24587.24160385132,15320.541004180908,51490.6241607666,50321.36347961426,30490.562129974365,20605.56116104126,51854.46374511719
PSo (38:0),26083.0018157959,42026.70355987549,257251.10018920896,126788.2489013672,39594.12263870239,35132.10289764404,179502.59155273438
PSo (38:2),28560.60204315185,27920.06170654297,97880.30682373048,68763.22576904297,34488.66242599487,31364.942169189453,87192.8051147461
PSo (38:3),27028.68207550049,28592.362449646,134958.80838012695,77093.96533203125,31773.24230194092,21796.70139312744,106290.8289794922
PSo (38:3)_2,30949.221935272217,19942.02137756348,70899.32531738281,65478.405334472656,30365.56206130981,26918.54206085205,64085.364654541016
PSo (38:4),25181.041610717773,25328.461853027344,64511.524841308594,57977.98428344727,29015.462032318115,21605.401496887207,64533.364318847656
PSo (38:5),23082.601696014404,16740.681232452393,52858.1233215332,51363.98391723633,27303.181930541992,17669.101329803467,48441.06317138672
PSo (38:6),23542.061767578125,16432.48139190674,56986.92422485352,54283.8037109375,25590.401695251465,20039.581504821777,56738.18347167969
PSo (40:0),31488.14249801636,26469.201709747314,79315.58517456055,73470.16510009766,39730.522830963135,30170.002151489258,80517.22552490234
PSo (40:1),29479.84213256836,23408.922050476074,81130.76654052734,61300.34405517578,32459.462230682373,30232.36176300049,68886.90533447266
PSo (40:2),22800.981601715088,21609.52123641968,78153.1060180664,54678.50402832031,28951.24183654785,22484.24171066284,71167.24523925781
PSo (40:3),26382.72173690796,29060.72262954712,793856.6752319336,256759.1345825196,59821.02407836914,93062.08519363403,559531.7231445312
PSo (40:4),23913.341556549072,18385.881301879883,57756.144454956055,48731.22348022461,28844.84208297729,17652.281482696533,51783.44415283203
PSo (40:5),25303.16176605225,18420.581504821777,54581.70413208008,47668.763916015625,26584.30199050904,18220.12104797364,50878.12377929688
PSo (40:6),27190.162071228027,21400.001388549805,116630.80892944336,101857.34780883788,40715.74273300171,23238.801780700684,129664.64981079102
PSo (40:6)_2,333605.06538009644,112703.70849609376,328331.88671875,411639.8095703125,357477.68729400635,162176.79174804688,598811.0205078125
PSo (42:1),23534.32168960572,13761.481021881104,52587.18350219727,45259.96322631836,26750.90223693848,18124.54128265381,52466.44372558594
PSo (42:2),24032.42179489136,15677.74110031128,45574.78329467773,39686.84289550781,26898.22163772583,19622.901458740234,45507.40313720703
PSo (42:4),22856.50157546997,55382.52477264404,125052.03169250488,132300.62673950195,27135.162059783936,81384.76665115356,153850.12774658203
PSo (42:6),26237.321849823,27602.70195388794,76928.00614929199,75918.34432983398,35488.14221954346,32629.20212554932,84356.2864074707
PSp (16:0),43705.50267791748,24031.66201400757,137842.17193603516,100630.88659667967,46687.32364273071,60950.36455154419,127918.927734375
PSp (20:0),23069.081310272217,19164.00131607056,21778.26166152954,17985.681266784668,27396.02163696289,24735.2020187378,31242.062282562256
