Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
TAG(52:3)_FA 18:2,329998.58154296875,599616.3811035156,914686.416015625,380616.9064941406,440163.2136230469,527180.7751464844,596084.5637207031
TAG(52:3)_FA 20:0,23680.261825561523,21235.621669769287,18447.0411529541,15957.381252288818,18695.121284484863,19717.5415725708,18132.36125183105
TAG(52:3)_FA 20:4,34046.922912597656,35773.78318786621,48464.04363250733,32291.542083740234,28260.12208557129,38171.8828201294,36664.14300537109
TAG(52:4)_FA 16:0,291833.04205322266,296298.11993408203,386280.4926757813,343173.58142089844,92058.126953125,284087.3794555664,323881.74029541016
TAG(52:4)_FA 16:1,73786.80438232422,158688.51040649414,143914.12951660156,85240.986328125,60458.564208984375,144616.03085327148,107618.90676879884
TAG(52:4)_FA 18:0,23008.62149047852,25452.441970825195,20102.40138244629,17835.34112548828,20384.90135192871,24118.861923217773,20406.92169189453
TAG(52:4)_FA 18:1,35718.062744140625,90479.3273010254,61291.62432861328,36201.24234008789,39409.94290161133,75835.98518371582,59379.36462402344
TAG(52:4)_FA 18:2,185427.33129882807,403520.1440429688,411099.626953125,216289.29663085932,267215.2392578125,376592.431640625,355617.0876464844
TAG(52:4)_FA 20:0,22327.861373901367,17869.121406555176,18535.74133300781,16200.001190185549,23703.98163986206,18514.221340179443,16366.681133270264
TAG(52:4)_FA 20:4,167506.13159179688,244584.93408203125,371441.4104003906,181585.673828125,197768.59106445312,225464.0764160156,267310.7585449219
TAG(52:5)_FA 16:0,39267.82263183594,43819.64315795898,40849.02311706543,33693.7024230957,28952.36204528809,39809.82284545898,32474.50262451172
TAG(52:5)_FA 16:1,295840.762878418,295879.681640625,370536.2312011719,341312.6061401367,89690.72607421875,282498.9182739258,307672.61798095703
TAG(52:5)_FA 18:0,39668.482971191406,45742.54328918457,38768.442878723145,34110.0029296875,30389.76190185547,40747.38285064697,30916.02210998535
TAG(52:5)_FA 18:1,22151.54133605957,22867.341506958008,22707.62173461914,21371.441440582275,20686.52149963379,23700.08161926269,21379.861434936523
TAG(52:5)_FA 18:2,39781.54293823242,81896.26510620117,68460.32516479492,39835.82295227051,47456.80360412598,83781.94519042969,60207.48392486572
TAG(52:5)_FA 20:0,22046.041381835938,20191.021614074707,20039.181274414062,17490.28148651123,22574.96134185791,25505.721908569336,18922.201332092285
TAG(52:5)_FA 20:4,69580.02502441406,141142.99060058594,169024.1089477539,75571.28497314453,97571.68548583984,126569.74993896484,154831.50805664062
TAG(52:6)_FA 16:0,40918.66253662109,43840.08361816406,45678.62356567383,40104.1630859375,36008.36260986328,41403.52294921875,42414.763122558594
TAG(52:6)_FA 16:1,41110.98284912109,48284.44351196289,42886.68354797363,33220.302154541016,34067.522453308105,39329.32269287109,41196.26329040527
TAG(52:6)_FA 18:0,27310.52195739746,30067.602020263672,30998.801971435547,22737.921508789062,25735.46175384521,27656.942092895508,24901.881797790527
TAG(52:6)_FA 18:1,45381.4637298584,51278.54330444336,37929.46241760254,37019.06256103516,31249.36220550537,43514.50253295898,34731.30239868164
TAG(52:6)_FA 18:2,28438.58197784424,27720.561737060547,29941.14192199707,22160.92137145996,24501.38163757324,29320.721923828125,23059.98147583008
TAG(52:6)_FA 20:0,38756.22282791138,46535.18362045288,36414.0429763794,29344.82213973999,34194.00304412842,41340.9231376648,34129.24175262451
TAG(52:6)_FA 20:4,71868.68505859375,105216.2080078125,109591.34704589844,75282.88525390625,81023.76489257812,98875.92657470705,103094.52740478516
TAG(54:0)_FA 16:0,41110.84286499024,51913.70341491699,51578.78393554688,40025.40297698975,36460.56274414063,45030.94320678711,51231.60443115234
TAG(54:0)_FA 16:1,46719.9231262207,46393.88299560547,51520.62300109863,32567.62263488769,32985.06201171875,41721.542892456055,38165.54246520996
TAG(54:0)_FA 18:0,198024.95288085932,227883.07495117188,244745.8388671875,180291.35107421875,196810.8537597656,218722.29760742188,218585.39453125
TAG(54:0)_FA 18:1,36569.902099609375,35597.28219604492,40388.4831237793,34065.402587890625,30981.70217895508,37544.862884521484,35245.90264892578
TAG(54:0)_FA 18:2,25819.72169494629,25503.0817565918,25336.80172729492,21278.641563415527,19546.72142028809,26851.08176422119,22756.28160095215
TAG(54:0)_FA 20:0,128066.38842773438,129408.36840820312,161584.55053710938,111170.40771484376,134810.98828125,133982.048828125,129501.6085205078
TAG(54:0)_FA 20:4,22943.4419631958,21048.34135437012,22270.581886291504,16789.221145629883,18374.721366882324,20390.401260375977,20522.701583862305
TAG(54:1)_FA 16:0,37747.44274902344,50855.64323425293,50168.90385437012,36288.46224975586,39048.00253295898,43280.82293701172,51364.12384033203
TAG(54:1)_FA 16:1,51772.08386230469,70523.70458984375,63620.684631347656,44632.08312988281,45438.60321044922,53916.82412719727,69849.36532592773
TAG(54:1)_FA 18:0,113902.5089111328,247289.85821533203,259115.4970092773,126001.52642822266,146971.5499267578,181986.3721923828,185623.6298217773
TAG(54:1)_FA 18:1,288859.9389648437,358750.0615234375,384628.97021484375,265205.0986328125,289784.66259765625,316311.1240234375,327556.9621582031
TAG(54:1)_FA 18:2,48462.50344848633,44597.30334472656,55870.70361328125,39113.20248413086,42713.0033569336,44068.36318969727,43784.08316040039
TAG(54:1)_FA 20:0,80341.7866821289,100954.00762939452,165362.3503112793,76236.52542114258,85750.76599121094,93418.26596069336,96644.42700195312
TAG(54:1)_FA 20:4,22712.521675109863,22661.021522521973,19111.58131408692,15947.921394348145,18593.361335754395,21530.701328277588,17493.361209869385
TAG(54:2)_FA 16:0,40767.423278808594,54999.643966674805,56586.36357116699,39819.86279296875,36587.36264038086,44683.203552246094,46783.38327026367
TAG(54:2)_FA 16:1,34263.38201904297,53607.56362915039,47515.64342498779,35259.86260986328,35718.40234375,43700.40333557129,50058.48321533203
TAG(54:2)_FA 18:0,218395.5548095703,508819.67810058594,517921.45959472656,227938.43432617188,286293.1201171875,417735.21240234375,346307.1442871094
TAG(54:2)_FA 18:1,128535.6473388672,273998.6813354492,300970.60040283203,145222.6498413086,160182.01220703125,205017.6331787109,216148.9596557617
TAG(54:2)_FA 18:2,284375.90185546875,327200.6655273437,376492.0073242188,266162.3359375,337104.2631835937,317557.58203125,333130.884765625
TAG(54:2)_FA 20:0,36992.122467041016,52142.34365844727,53625.94421386719,30042.162406921387,41260.66261291504,45085.80331420898,44137.80342102051
TAG(54:2)_FA 20:4,32036.90216064453,24711.88180541992,27889.50203704834,24956.62187194824,24210.00173950196,25696.74177551269,26610.96199798584
TAG(54:3)_FA 16:0,155057.06938171387,154834.3487854004,221196.67721557617,215735.4157409668,58438.98416137695,144079.39016723633,193666.67294311523
TAG(54:3)_FA 16:1,42563.98318481445,57692.56425476074,58545.363372802734,40391.96295166016,35207.68243408203,43922.64294433594,50094.02394104004
TAG(54:3)_FA 18:0,104234.1870727539,385792.06036376953,272545.7598876953,122967.84979248048,125736.54876708984,301239.97930908203,195664.73150634769
TAG(54:3)_FA 18:1,240492.05541992188,542129.6162109375,564504.8635253906,260649.73693847656,307030.19580078125,474908.7526855469,406569.8758544922
TAG(54:3)_FA 18:2,122757.92956542967,229469.61694335932,311139.8978881836,140594.40838623047,204503.4705810547,188663.2724609375,214912.9552001953
TAG(54:3)_FA 20:0,21606.50151062012,27500.02195739746,27222.462287902832,19726.621505737305,23180.221450805664,23286.20167160034,21455.561477661133
TAG(54:3)_FA 20:4,80037.76586914062,81045.78552246094,84270.8857421875,70122.58459472656,83854.78588867188,82644.54516601562,71665.60540771484
TAG(54:4)_FA 16:0,1600420.909790039,1439629.483459473,2001986.9545288088,2226638.4025878906,394552.2039794922,1349423.0673828125,1925240.4794311523
TAG(54:4)_FA 16:1,154485.32920837402,152863.19102478027,203715.53309631348,199939.41319274905,60033.04479980469,140169.82940673828,184607.31423950195
TAG(54:4)_FA 18:0,225901.13635253903,397345.5668334961,369077.0267333984,287129.181640625,116603.98797607422,298737.14166259766,304893.0209960937
TAG(54:4)_FA 18:1,107273.02868652344,443473.6642456055,332128.55938720703,136290.68774414062,137067.6700439453,318922.22540283203,226601.2787475586
TAG(54:4)_FA 18:2,229150.31591796875,476057.4169921875,576311.1030273438,257779.1407470703,373306.3642578125,438840.1293945313,414908.27734375
TAG(54:4)_FA 20:0,30781.66254425049,26545.961868286133,24170.761753082275,14445.90100479126,17864.701286315918,24357.82221221924,17205.761150360107
TAG(54:4)_FA 20:4,218117.33447265625,261265.39697265625,352834.923828125,201649.552734375,245203.8955078125,251819.53515625,258439.8764648437
TAG(54:5)_FA 16:0,339657.20703125,254834.21920776367,344947.97036743164,398968.4401550293,94699.68594360352,293059.9981689453,359914.07205200195
TAG(54:5)_FA 16:1,1594977.9271240234,1410784.7252197266,1892655.1440429688,2054466.271850586,374479.7854003906,1323234.896850586,1762077.9721069336
TAG(54:5)_FA 18:0,36554.16232299805,50849.88313293457,46693.5237121582,34496.84248352051,30146.042053222656,41770.66302490234,39006.022521972656
TAG(54:5)_FA 18:1,236688.27667236328,421616.1289672852,404809.0903930664,287714.0787963867,124778.10766601562,322199.8243408203,321606.1256713867
TAG(54:5)_FA 18:2,110613.68841552734,338472.1978149414,298799.7570800781,127937.71063232422,159208.7305908203,308835.8635253906,238090.3939819336
TAG(54:5)_FA 20:0,27549.32218170166,30730.042110443115,28912.94239807129,22631.981323242188,23696.881896972656,30866.282333374023,23203.60167694092
TAG(54:5)_FA 20:4,178245.15063476562,317465.7023925781,494204.2227783203,213596.2166748047,259594.53979492188,298196.55993652344,290583.14013671875
TAG(54:6)_FA 16:0,89169.80700683594,82430.02557373047,99235.80648803712,97061.76669311523,56707.184020996094,82788.10534667969,90747.62557983398
TAG(54:6)_FA 16:1,344407.3873291016,259975.02294921875,329418.9237060547,388399.0502929688,97345.82723999023,286427.1427001953,339951.1645202637
TAG(54:6)_FA 18:0,36459.60235595703,43105.48309326172,43011.56301879883,33196.002532958984,35837.102447509766,42113.86315917969,37953.182678222656
TAG(54:6)_FA 18:1,39177.081954956055,51947.24368286133,54198.863861083984,33342.6022644043,32961.44268798828,43180.003341674805,41792.18295288086
TAG(54:6)_FA 18:2,202643.53454589844,319480.6640625,354396.1455078125,217270.7760620117,124195.98901367188,281157.6409301758,282689.5408935547
TAG(54:6)_FA 20:0,21313.54128265381,19626.34144592285,18845.041191101074,14920.160972595217,18326.521392822266,18618.80139160156,17794.52155303955
TAG(54:6)_FA 20:4,80510.26568603516,214352.2969360352,206308.49578857425,94340.08569335938,112843.9271850586,188684.5550537109,162560.95141601562
TAG(54:7)_FA 16:0,68104.26434326172,70878.58462524414,150282.4521331787,85264.0259399414,64442.32403564453,68662.80471801758,87115.20486450195
TAG(54:7)_FA 16:1,83903.62600708008,87045.14654541016,96108.4853515625,89893.1467590332,54179.78366088867,80429.46588134766,92863.96704101562
TAG(54:7)_FA 18:0,40007.422943115234,51794.86395263672,47100.68276977539,30671.042083740234,36814.98243713379,38533.362701416016,44214.403411865234
TAG(54:7)_FA 18:1,38810.76287841797,41932.463134765625,46293.922943115234,35214.642501831055,34879.74237060547,38014.34225463867,39672.76281738281
TAG(54:7)_FA 18:2,38758.76245117188,48007.88342285156,52613.9641418457,34672.662689208984,33746.78242492676,44156.80319213867,37769.96226501465
TAG(54:7)_FA 20:0,30293.98176574707,34249.54204559326,36466.30293273926,26427.94175720215,29409.74239349365,35066.142082214355,27651.401580810547
TAG(54:7)_FA 20:4,29009.62260437012,52431.46346282959,44540.68263244629,24081.98169708252,28791.121963500977,48526.32357788086,32827.08174133301
TAG(54:8)_FA 16:0,42403.36322021485,61512.10353088379,56808.74401855469,46078.08361816406,43191.60330200195,50443.10345458984,51646.62344360352
TAG(54:8)_FA 16:1,73536.32504272461,74681.56564331055,155082.3117828369,83415.26513671875,74394.58395385742,85384.66761779785,100697.44738769533
TAG(54:8)_FA 18:0,48617.22341918945,97932.5071105957,87224.76721191406,57340.28366088867,48373.2033996582,65575.94403076172,65930.00457763672
TAG(54:8)_FA 18:1,48133.74383544922,77370.24560546875,79878.2861328125,49051.12362670898,48965.34307861328,61141.26354980469,74778.52432250977
TAG(54:8)_FA 18:2,49053.52359008789,48708.12356567383,55671.8236694336,37894.022521972656,43451.603271484375,49747.863372802734,43558.82299804688
TAG(54:8)_FA 20:0,34499.04229736328,47122.92324066162,40047.942474365234,25649.721740722656,33200.00241088867,37069.14289855957,34556.18242645264
TAG(54:8)_FA 20:4,25447.841598510742,26870.501945495605,23702.92176055908,18025.46138763428,20025.741287231445,25682.321899414062,19425.201442718502
TAG(56:0)_FA 16:0,81253.52651977539,98018.76704406738,98995.86653137208,93409.08682250977,86589.98574829102,93392.34646606444,108849.70791625977
TAG(56:0)_FA 16:1,31165.462463378903,36461.84286499024,29590.04219055176,27648.78205871582,28636.842224121094,36607.762786865234,34656.46282196045
TAG(56:0)_FA 18:0,38889.60250854492,53617.30368041992,54947.20378112793,37230.7229309082,36218.362365722656,41190.24336242676,54800.58377075195
TAG(56:0)_FA 18:1,42863.64291381836,45359.6035232544,55867.963386535645,37852.10263824463,38173.48265075684,44130.54293823242,43137.48360443115
TAG(56:0)_FA 18:2,46406.54315185547,45410.68310546875,39622.64306640625,32410.74237060547,40685.04266357422,42359.84274291992,33110.66221618652
TAG(56:0)_FA 20:0,126145.16833496094,147716.43212890625,169617.97216796875,124051.52941894533,142800.6307373047,137864.36962890625,137633.34936523438
TAG(56:0)_FA 20:4,21728.00151062012,25556.92182922364,21754.20156097412,19367.28143310547,23222.921546936035,22785.681747436523,18864.721534729004
TAG(56:1)_FA 16:0,31926.882446289062,45179.94288635254,39452.16284179688,27336.8219833374,29944.72201538086,35998.762283325195,40580.76348876953
TAG(56:1)_FA 16:1,85453.986328125,94920.92596435548,93122.60595703124,85866.90573120117,89452.44689941406,97541.0672302246,107523.96685791016
TAG(56:1)_FA 18:0,27470.52198791504,45259.42352294922,50054.48426055908,27511.14213562012,28938.94189453125,35705.58289337158,41833.80288696289
TAG(56:1)_FA 18:1,42167.8625793457,53814.70361328125,52824.54412841797,36819.8225402832,41675.12289428711,49483.96420288086,59321.32452392578
TAG(56:1)_FA 18:2,53277.06340026856,49173.98376464844,56674.32405090332,37984.42261123657,40694.32272338867,44690.78266143799,42031.88300704956
TAG(56:1)_FA 20:0,56565.463928222656,84959.02661132812,88113.16595458984,53248.723571777344,77232.52513122559,72426.30474853516,74662.14456176758
TAG(56:1)_FA 20:4,29967.62191772461,31862.301986694336,25172.66148376465,22632.861625671387,24973.521911621094,27138.642066955566,25811.92186355591
TAG(56:2)_FA 16:0,35885.12283325195,43374.58352661133,35793.442947387695,26323.002082824707,32681.38270568848,37233.28276062012,37484.74286651611
TAG(56:2)_FA 16:1,28818.56208801269,46891.12347412109,39853.54328918457,29758.70204925537,28262.102157592773,38180.7227935791,38668.36289978027
TAG(56:2)_FA 18:0,33849.142517089844,47093.48352050781,47724.40351867676,33548.28256225586,29958.802139282227,43118.76300048828,39895.68280029297
TAG(56:2)_FA 18:1,32901.822174072266,44846.9033203125,44837.76300048828,26285.26167297364,35248.44216918945,38434.822814941406,41891.00309753418
TAG(56:2)_FA 18:2,41446.243103027344,52598.72344970703,53298.704010009766,40872.14280700684,45035.14340209961,46382.1637878418,56579.52444458008
TAG(56:2)_FA 20:0,126684.88684082033,161870.3726196289,154717.27099609375,90474.9873046875,210208.05432128903,170964.05340576172,121554.58728027344
TAG(56:2)_FA 20:4,19992.381355285645,20702.981506347656,19080.50144958496,16807.761192321777,17199.30108642578,18257.62117767334,18077.441375732426
TAG(56:3)_FA 16:0,36191.16262817383,33438.742126464844,31870.022338867188,29165.16227722168,32351.10235595703,34404.68231201172,30380.342010498047
TAG(56:3)_FA 16:1,34451.44241333008,52903.28407287598,37201.6424407959,28846.982109069824,33847.822021484375,38938.60279846192,40898.842781066895
TAG(56:3)_FA 18:0,108849.84762573242,112039.92868041992,154421.21216583252,151697.17221069336,47650.38320922852,100376.10720825195,142189.14962768555
TAG(56:3)_FA 18:1,43967.62251281738,52332.76306152344,56779.882904052734,35577.32260131836,37554.90223693848,44234.12341308594,50578.14443969727
TAG(56:3)_FA 18:2,36503.962463378906,53533.96469116211,56212.90406799317,35263.88269042969,41141.12275695801,45689.12313842773,56424.18342590332
TAG(56:3)_FA 20:0,47817.223236083984,91390.86611938477,76384.0461730957,37765.06253051758,59268.20422363281,75857.60513305664,52943.18315124512
TAG(56:3)_FA 20:4,34181.58224487305,32479.58233642578,39598.50256347656,30219.102142333984,35278.84280395508,34656.562438964844,33912.702392578125
TAG(56:4)_FA 16:0,37293.462310791016,36387.46258544922,38043.102767944336,36677.08251953125,35983.202560424805,39857.70265197754,40346.68249511719
TAG(56:4)_FA 16:1,36086.242599487305,39725.18347167969,32547.90237426757,31436.78239440918,33837.36242675781,35114.122497558594,30171.222290039062
TAG(56:4)_FA 18:0,1081914.4838256836,940356.2775268556,1396293.1130981443,1473491.635803223,271809.7192993164,910866.8001708984,1295228.152770996
TAG(56:4)_FA 18:1,98930.16709136964,85979.48587036133,134194.80751037598,112522.92791748048,48496.66360473633,91594.80651855467,119913.60856628418
TAG(56:4)_FA 18:2,38953.28248596192,52862.90467834473,56033.48385620117,37263.482902526855,41496.84336853027,47847.90315246582,47596.78332519531
TAG(56:4)_FA 20:0,53757.54391479492,100890.9469909668,85093.1459350586,58056.06315612793,53687.08462524414,79781.50523376465,63737.82518005371
TAG(56:4)_FA 20:4,169199.0126953125,192189.69506835932,220351.61694335932,161885.69140625,203110.91479492188,192799.8334960937,189908.513671875
TAG(56:5)_FA 16:0,50766.78381347656,51300.76377868652,55488.08407592773,49605.6240234375,51673.76382446289,49630.243713378906,49408.36376953125
TAG(56:5)_FA 16:1,38740.44239807129,35791.72236633301,43635.24305725098,37087.0625,37800.28317260742,40998.36302947998,37396.04277038574
TAG(56:5)_FA 18:0,241764.3969116211,198799.87841796875,254397.55963134769,290106.8412475586,76432.22546386719,215786.09631347656,257733.63774108887
TAG(56:5)_FA 18:1,868390.4983520508,640880.0054321289,1176088.0549316406,1008719.0228881836,205120.73559570312,784323.4182128906,1009389.6517333984
TAG(56:5)_FA 18:2,99958.58764648438,91072.96661376952,147125.89100646973,112275.2075805664,46966.82371520996,95671.8867340088,112015.7871170044
TAG(56:5)_FA 20:0,24009.841873168945,32776.68231201172,25186.641815185547,20164.96131134033,25643.34164428711,27347.322074890137,25514.80174255371
TAG(56:5)_FA 20:4,94263.72619628906,175689.77124023438,203461.15557861328,100880.08740234376,151515.5098876953,141967.4111328125,142972.6905517578
TAG(56:6)_FA 16:0,114412.96936035156,107024.6082763672,134016.62982177734,115794.58865356444,232518.6374206543,106593.86703491212,129801.52951049805
TAG(56:6)_FA 16:1,49567.52313232422,50740.64376831055,53543.163986206055,45643.3836517334,48852.4033203125,46733.76348876953,51971.04376220703
TAG(56:6)_FA 18:0,77011.30529785156,82826.86560058594,104271.80920410156,89214.04565429688,60730.04443359375,78161.70574951172,90410.78649902344
TAG(56:6)_FA 18:1,195534.8745422364,139990.65017700195,216495.93350219727,197317.1764221192,71692.62524414062,193261.0736694336,204881.4331665039
TAG(56:6)_FA 18:2,861346.7537841797,650853.4294433594,1154738.3102416992,990685.4310913086,203782.4548950196,792521.8972167969,987505.9201049804
TAG(56:6)_FA 20:0,27108.981994628903,25244.28173828125,23750.40156555176,18656.061309814453,22977.4015045166,25641.541679382324,22635.081413269043
TAG(56:6)_FA 20:4,181965.77307128903,377625.5628662109,439604.4080810547,199043.5538330078,358989.66650390625,346449.8078613281,294964.12072753906
TAG(56:7)_FA 16:0,59181.04412841797,77358.2456665039,69161.96524047852,56993.52508544922,48600.2829284668,64995.40478515625,76218.40551757812
TAG(56:7)_FA 16:1,120569.50909423828,117083.34826660156,137540.0881652832,112666.68865966795,230641.89727783203,108681.24829101562,126585.70915222168
TAG(56:7)_FA 18:0,66603.04486083984,65841.38426208496,145218.54914855957,78687.80503845215,60387.7048034668,61925.184020996094,82155.4848022461
TAG(56:7)_FA 18:1,75569.70538330078,67982.48443603516,95320.96664428712,73830.68536376953,53814.54370117188,77643.12658691406,76086.0053100586
TAG(56:7)_FA 18:2,196867.7940979004,148117.21185302734,209846.97595214844,206363.2973022461,73851.7448425293,190598.3320922852,205044.0758666992
TAG(56:7)_FA 20:0,24664.78199005127,53576.26408386231,33334.34254074097,24899.721755981445,30172.102157592773,29181.44218444824,21488.061546325684
TAG(56:7)_FA 20:4,78261.26458740234,263853.7944335937,218175.3532104492,93297.80596923828,121387.62902832033,211212.1752319336,155958.25421142578
TAG(56:8)_FA 16:0,52574.70327758789,59451.6841583252,54265.70388793945,54245.06373596192,62691.74478149414,52300.16345214844,55806.08331298828
TAG(56:8)_FA 16:1,57795.94415283203,74753.82586669922,73561.58420562744,58329.1838684082,46177.023529052734,64726.364685058594,77040.96501159668
TAG(56:8)_FA 18:0,31679.84228515625,66720.5048828125,50581.5036315918,35458.14242553711,36643.44255065918,39283.50274658203,42799.92280578613
TAG(56:8)_FA 18:1,66575.34494018555,64820.764488220215,135102.16955566406,68078.64498901367,68756.98583984375,69111.14437866211,83043.60549926758
TAG(56:8)_FA 18:2,76685.50604248047,68910.74478149414,94502.18743896484,75188.00595092773,56827.14440917969,77130.06494140625,80875.44659423828
TAG(56:8)_FA 20:0,26597.74201202393,173175.7313232422,37737.922424316406,23624.361877441406,37472.80239868164,38237.06274414063,29816.94208526612
TAG(56:8)_FA 20:4,81157.88632202148,209956.21307373047,179515.49221801758,90647.80819702148,98856.6674194336,152536.5343322754,121386.8489074707
TAG(58:0)_FA 16:0,40376.26301574707,42417.06294250488,38439.30296325684,31142.261993408203,38114.6025390625,41809.54312133789,55975.62414550781
TAG(58:0)_FA 16:1,67200.20513916016,91294.7860107422,62058.704010009766,52752.66323852539,53225.8642578125,73933.9242553711,59974.52487182617
TAG(58:0)_FA 18:0,84380.36560058594,101504.48705291748,112081.50674438477,88767.86622619629,91567.7466430664,97682.48794555664,106857.96771240234
TAG(58:0)_FA 18:1,35450.68272399902,26219.141540527344,28129.522003173828,24328.06162261963,28950.921875,30174.28196716309,28174.421867370605
TAG(58:0)_FA 18:2,24780.141960144043,21425.461669921875,21335.06150817871,18652.04133605957,23096.101638793945,23700.881622314453,16841.701179504395
TAG(58:0)_FA 20:0,27608.681915283203,28178.96217346192,32198.88209533692,26893.20164489746,28103.40203857422,29346.442092895508,31089.302276611328
TAG(58:0)_FA 20:4,48166.763244628906,25764.18197631836,51175.22462463379,25984.841735839844,48613.02300262451,37241.86246490479,38656.2825012207
TAG(58:1)_FA 16:0,25055.161712646484,33924.282653808594,28797.6619720459,23265.741729736328,25689.16192626953,29278.022033691406,29388.302474975582
TAG(58:1)_FA 16:1,40188.1828918457,44645.50273132324,40561.36279296875,30851.022338867188,39073.52264404297,44418.503509521484,53217.82395172119
TAG(58:1)_FA 18:0,26031.10173034668,49639.1233215332,40291.50303649902,27519.06188964844,28479.742126464844,36998.622497558594,38859.00326538086
TAG(58:1)_FA 18:1,92331.74649047852,106890.82995605467,110288.64561462402,111081.32710266112,112015.9696044922,110151.10565185548,118829.86987304688
TAG(58:1)_FA 18:2,34888.48258972168,28687.521865844727,27601.701736450195,25999.44189453125,28051.441787719727,30445.98193359375,31967.902534484863
TAG(58:1)_FA 20:0,22969.541778564453,28590.42172241211,29898.782318115234,20684.32159423828,26124.40187072754,26465.06214904785,24352.121688842773
TAG(58:1)_FA 20:4,22857.84182739257,19736.081298828125,21746.24133300781,20748.56113433838,20259.42144012451,19558.42146301269,20051.36135864257
TAG(58:10)_FA 16:0,27064.92196655273,25616.40168762207,27975.401977539062,24088.061767578125,21799.38153076172,24338.90200805664,23550.721771240234
TAG(58:10)_FA 16:1,26481.12203979492,26468.02212905884,25588.921730041504,21287.82145690918,22126.62139892578,23951.34158325196,24513.38153839112
TAG(58:10)_FA 18:0,38352.102279663086,33060.66246032715,46083.964012146,30256.46202850341,41191.24327850342,40570.80290222168,49021.84438323975
TAG(58:10)_FA 18:1,32917.44255065918,29872.34230041504,31071.96237182617,23490.121696472168,27418.16200256348,27169.90182495117,28580.30200958252
TAG(58:10)_FA 18:2,45868.84346008301,52903.96420288086,45545.26344299317,57161.624099731445,63931.82495117188,48827.98333740234,53029.02345275879
TAG(58:10)_FA 20:0,25711.401809692383,23881.081832885742,22531.821701049805,16585.48126220703,20881.421508789062,21849.941528320312,21397.62156677246
TAG(58:10)_FA 20:4,35930.16307067871,35634.66247558594,42180.52275085449,32737.96209716797,30700.342163085938,35308.522857666016,34241.00199890137
TAG(58:2)_FA 16:0,25689.12174987793,29743.46209716797,21724.98169708252,19266.42126464844,22541.44162750244,27334.72203063965,23767.60159301757
TAG(58:2)_FA 16:1,23759.601669311523,33006.102478027344,29892.1823387146,18804.36117553711,24026.401611328125,26215.04168701172,32486.16248321533
TAG(58:2)_FA 18:0,32864.602294921875,59222.40362548828,36279.80258178711,21938.881759643555,32704.92250061035,37445.56265258789,41653.62289428711
TAG(58:2)_FA 18:1,32299.682388305664,45958.90327453613,38872.22265625,24116.46171569824,30812.422149658203,35633.08200073242,38212.5827331543
TAG(58:2)_FA 18:2,91168.32626342772,105058.16790771484,105777.7862548828,101502.10615539552,114083.34765625,113753.9680480957,118013.46801757812
TAG(58:2)_FA 20:0,26816.42155456543,26717.30187225341,30441.561729431152,22400.52138519287,26567.321517944336,26685.98191833496,26167.82208251953
TAG(58:2)_FA 20:4,48604.24319458008,51454.18342590332,43820.46282958984,41591.9631652832,48038.983459472656,48927.24346923828,43023.92297363281
TAG(58:3)_FA 16:0,29685.962127685547,30701.58198547364,23325.30167388916,22987.861618041992,32704.462867736816,30275.241989135742,34826.60223388672
TAG(58:3)_FA 16:1,23635.5817565918,26128.5818939209,21351.2816696167,19010.721389770508,21059.781463623047,27886.44204711914,23265.5018157959
TAG(58:3)_FA 18:0,31932.402153015137,33866.50244140625,30324.08242034912,24578.221633911133,27200.26203918457,27700.622146606445,26049.64192199707
TAG(58:3)_FA 18:1,48493.32325744629,52537.12367248535,49261.50346374512,27983.662078857426,36840.36255645752,38686.2629699707,35778.88252258301
TAG(58:3)_FA 18:2,34313.82231140137,42830.80308532715,42798.20295715332,25898.141876220703,35965.822265625,36729.022872924805,39057.76290130615
TAG(58:3)_FA 20:0,21740.381591796875,24587.86125183105,22797.121585845947,18874.381355285645,19508.881462097168,21915.921703338623,21435.28175354004
TAG(58:3)_FA 20:4,36731.02226257324,39542.92289733887,39282.06246185303,29145.182136535645,32734.98181152344,36456.16272735596,34618.78212738037
TAG(58:4)_FA 16:0,23708.88163757324,21664.20150756836,18379.881423950195,19777.04132080078,23267.281616210938,21395.58151245117,19117.30139160156
TAG(58:4)_FA 16:1,31269.90203857422,31189.88201904297,23785.581909179688,24256.9620513916,31286.74269104004,30536.86210632324,32637.88191986084
TAG(58:4)_FA 18:0,26557.301849365234,31423.162078857426,36307.262535095215,27210.422164916992,30159.301864624023,28275.96216583252,28081.40185546875
TAG(58:4)_FA 18:1,30578.862091064453,31222.522521972656,27578.94190979004,20400.00146484375,26616.74180603028,29644.56228637696,25547.62184906006
TAG(58:4)_FA 18:2,48488.182693481445,55514.98388671875,42702.52290344238,29156.86183166504,38743.44230651856,41849.50346374512,39784.68251037598
TAG(58:4)_FA 20:0,34065.94227600098,32736.802673339844,33353.962310791016,26414.4022064209,29538.90202331543,32710.5223236084,28734.942260742188
TAG(58:4)_FA 20:4,29015.861892700195,31559.162155151367,35537.90312194824,25089.001525878903,28362.122116088867,28516.90217590332,28750.74200439453
