Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon
PE(38:0),129761.2289428711,262306.2798461914,174315.65057373047,242607.4946899414,214216.5955810547,168119.25256347656,209017.13568115237,149930.8895263672,169398.33056640625,158546.96911621094,358387.5340576172,225327.65673828125,150278.93170166016,131781.13012695312,113506.56823730467
PE(38:0)_2,129204.46966552734,278558.69885253906,181098.83184814453,237365.8583984375,205195.55017089844,172629.5323486328,197329.95361328125,146967.1522216797,169547.97143554688,156172.0499267578,351369.9623413086,215894.55401611328,149333.89208984375,132917.36853027344,122821.02966308594
PE(38:1),92108.32611083984,138464.55053710938,105895.30786132812,143178.7108154297,138117.92803955078,96305.3856201172,113219.34753417967,100431.00604248048,110074.7080078125,115817.72680664062,195293.1737060547,140369.54998779297,98840.40789794922,96826.90588378906,90295.8671875
PE(38:2),82006.00598144531,100242.58819580078,91422.28692626952,97908.30755615234,101125.3657836914,71535.62490844727,88503.38665771484,92766.9267578125,103179.02770996094,98100.92639160156,142802.6103515625,109904.38763427734,99562.4263305664,73704.22540283203,83524.74517822266
PE(38:3),141843.2300415039,274412.50341796875,191857.15368652344,225172.31842041016,267357.10205078125,174310.86975097656,224891.23858642575,147001.27270507812,168522.21020507812,160741.451171875,371555.9915161133,202386.41528320312,156816.45068359375,125058.34942626952,118903.52838134766
PE(38:5),247667.33850097656,379571.1047973633,263377.4570922852,351137.78326416016,402690.8424682617,270807.56213378906,341453.66387939453,197832.57446289065,222908.3555908203,249111.99951171875,599726.0632324219,352413.5667114258,217657.87768554688,188465.0720214844,151106.4708251953
PE(38:6),394748.89349365234,992508.4794921876,607292.7166748047,812677.4947509766,887661.8643188477,591610.7357788086,737133.0584106445,282491.89978027344,356927.0231933594,381135.8875732422,1115205.1264648438,590891.3835449219,353961.6632080078,307938.2802734375,231611.75469970703
PE(38:7),448657.7229614258,496837.0963745117,353105.70556640625,428626.08984375,643243.8280029297,368436.4611816406,534994.2560424805,383508.4016113281,485848.49822998047,379863.7474365234,455524.1460571289,415435.1082763672,580218.8879394531,345931.1182861328,267203.1423339844
PE(38:8),86028.88543701172,103691.0263671875,84146.30548095703,99728.26611328124,95686.14617919922,74504.38513183594,75118.48553466797,93463.6859741211,94263.0675048828,99839.7866821289,97801.46746826172,89312.16528320312,86126.36645507812,83107.08563232422,89875.74639892578
PE(38:9),87587.40612792969,97380.68737792967,93708.4868774414,90469.0062866211,91585.3666381836,70014.5249633789,78527.345703125,100935.9467163086,98409.28582763672,104569.90887451172,138363.89068603516,101014.24725341795,91818.38696289062,80365.54522705078,84849.7055053711
PE(40:0) | PE(P-42:6),773127.8358154297,800198.1977539062,713660.6779785156,866622.1533203125,558756.7760620117,562627.7478637695,613230.7310180664,557503.5219726562,685876.4397583008,626185.5817871094,621580.4085693359,607879.9024658203,507540.6408691406,545803.5051269531,701361.3684692383
PE(40:0) | PE(P-42:6)_2,724214.4650878906,719276.8778076172,639406.1754150391,777254.9626464844,547221.0676879883,505161.4763183594,588412.1475830078,487129.6883544922,603920.4534912109,574450.5363769531,615475.5221557617,568996.9581298828,464967.7630004883,532328.8236694336,620193.7921142578
PE(40:1),58242.06384277344,72810.76477050781,64397.40447998047,65968.48486328125,60178.70407104492,51317.162994384766,50532.14340209961,71274.3447265625,70193.66497802734,70061.24523925781,59299.28472900391,69832.50463867188,58536.724853515625,49855.70364379883,63568.88497924805
PE(40:10),140631.26953125,162900.990234375,96610.82611083984,121859.42785644533,169137.81268310547,97040.64611816406,120207.80688476562,146715.71026611328,128756.5101928711,108774.78576660156,117412.88708496094,171900.79125976562,135896.91082763672,118259.14825439452,94585.52642822266
PE(40:2),94437.1671142578,141695.30920410156,118208.70935058594,115422.14947509766,138472.5887451172,72104.26544189453,95128.44677734376,129332.84777832033,121558.4896850586,113159.72845458984,109192.7885131836,124192.74731445312,101073.14654541016,104079.0881652832,120437.58758544922
PE(40:3),78103.80596923828,113235.48876953124,90775.72637939452,92991.6860961914,94619.54638671876,74415.4457397461,82066.52612304688,92540.68725585938,99568.70654296876,91197.46649169922,112052.3486328125,92942.1456298828,77745.90509033203,67894.10467529297,74585.00463867188
PE(40:4),166557.65283203125,369221.6298828125,249479.69677734372,287013.3419189453,320296.03759765625,218520.57653808597,274893.4588623047,167750.0499267578,206671.3326416016,186923.17456054688,534348.9006347656,264756.27966308594,185356.9742431641,164087.21118164062,138631.69067382812
PE(40:5),197005.73321533203,437240.2690429688,273071.9189453125,348541.12451171875,396678.18713378906,253974.4393310547,335866.7429199219,186610.83282470703,229401.3387451172,230035.23852539065,556275.206237793,299146.661315918,214503.39739990237,174250.95190429688,148760.04888916016
PE(40:7),170593.48974609375,316690.32373046875,229236.8599853516,289568.5792236328,285049.1793823242,191215.71466064453,262864.318359375,158646.5330810547,178487.8927001953,197748.89331054688,395570.04162597656,248377.6788330078,151515.53149414062,154594.8302001953,130629.56872558594
PE(40:8),99558.12707519533,101895.8275756836,84553.90563964844,94253.70654296876,91674.18566894533,77233.66564941406,85259.0658569336,99832.7667236328,91292.78619384766,95728.7465209961,87262.92626953125,100581.88745117188,79471.10559082031,91176.8257446289,81155.48602294922
PE(40:9),75348.4458618164,89511.40588378906,70852.90533447266,72730.40496826172,69128.96514892578,62451.46432495117,64214.04498291016,89809.8062133789,84437.10498046875,74746.0249633789,70963.60485839844,74011.14520263672,73400.88549804688,61082.20391845703,67562.84533691406
PE(42:0),56539.02423095703,76234.0650024414,59089.56427001953,58189.08471679688,59094.36462402344,43964.6828918457,46664.32345581055,66159.80493164062,67245.54425048828,61247.244689941406,53130.303955078125,64139.60467529297,50731.26400756836,61826.44454956055,59271.90423583984
PE(42:1),78242.1460571289,80123.86584472656,71070.84484863281,78728.10552978516,92693.48788452148,57040.12448120117,78220.14559936523,71888.46508789062,80931.18585205078,67585.94512939453,77086.88595581055,77468.50564575195,83888.76574707031,59171.94430541992,62800.86407470703
PE(42:10),103207.06707763672,120221.0078125,91929.2056274414,107352.72802734376,105109.4891357422,69129.1851196289,86554.72564697266,103112.56860351562,107693.86767578124,94947.02563476562,116823.02947998048,103937.26721191406,88718.505859375,66012.46405029297,74799.66519165039
PE(42:11),282842.1987915039,336079.50744628906,274845.4053955078,295777.7412109375,231877.8159790039,239085.26123046875,267561.0255432129,263724.90228271484,346742.6225585937,283145.6584472656,258766.63671875,246769.03442382807,237020.95642089844,238649.720703125,348091.9440917969
PE(42:2),111901.90783691406,110175.44714355467,86668.9058227539,105577.4678955078,127458.84686279295,65980.20532226562,93198.76635742188,95642.40655517578,117680.9093017578,103222.68853759766,122090.12731933594,122957.4476928711,101732.84631347656,68732.46490478516,67429.12515258789
PE(42:2)_2,117095.98803710938,103248.1275024414,78270.70489501953,97625.7275390625,123858.24884033205,65511.88540649414,89923.90692138672,91042.88702392578,112319.08764648438,89643.6879272461,118007.04833984376,121785.66833496094,106556.0085144043,67236.50393676758,65120.36389160156
PE(42:3),97899.6870727539,112199.82806396484,77081.02587890625,91917.58520507812,80656.34600830078,72275.46594238281,75507.82537841797,93023.08709716795,87045.94512939453,82296.60626220703,74656.76538085938,101776.8462524414,64348.70471191406,80232.68664550781,83910.36584472656
PE(42:4),52811.263671875,61524.60412597656,52206.82379150391,56289.50415039063,57988.724365234375,45284.183197021484,47593.28329467773,60501.84405517578,58046.42401123047,57864.52429199219,51978.54415893555,54475.76351928711,51386.68353271485,46916.50384521485,50886.80407714844
PE(42:5),56801.82391357422,70070.94458007812,52993.403381347656,58653.56433105469,53321.5234375,47786.64340209961,47999.62310791016,69497.70495605469,62555.6845703125,61479.06393432617,55426.86389160156,55772.56414794922,53681.083984375,40450.782958984375,49341.88391113281
PE(42:6),58609.404541015625,76354.86538696289,61058.74432373047,63437.14434814453,61370.263916015625,48814.6233215332,46240.80352783203,67328.8247680664,67285.26477050781,63977.62438964844,57907.48416137695,58967.30383300781,54569.403747558594,48987.8235168457,54063.96420288086
PE(42:7),60102.903869628906,77579.80535888672,59538.92456054688,68533.22448730469,62347.70440673828,51500.70361328125,52911.42449951172,68473.36474609375,72783.185546875,67896.20495605469,68594.78442382812,70139.68548583984,57633.584228515625,58357.80419921875,56842.0036315918
PE(42:9),104353.62713623048,114205.7494506836,79611.20532226562,102575.92584228516,127197.9291381836,77644.02557373047,103216.32818603516,94125.62719726562,107519.7681274414,89783.24523925781,119554.20770263672,112393.64776611328,108842.04736328124,74801.06546020508,73462.26458740234
PE(44:0),38184.34267425537,50326.54362487793,39747.30229187012,37649.022857666016,37956.702880859375,32796.22211456299,32886.68236541748,47681.32361984253,46133.062911987305,38993.24252319336,37687.82267761231,40775.26218795776,40903.2229309082,38189.98310089111,35409.06221008301
PE(44:1),39070.18296813965,49304.54325866699,38533.48267364502,35791.882694244385,35213.5622253418,31411.482456207275,34547.242362976074,47551.18375778198,48105.443534851074,42884.48335266113,33211.82206726074,42756.82312011719,34496.642486572266,32477.08213043213,36020.92266082764
PE(44:12),50180.663330078125,65093.9642944336,52799.38345336914,57951.02404785156,54213.16342163086,40281.86251831055,47060.00326538086,63922.90521240234,63115.54428100586,60814.26461791992,63058.24493408203,60711.14459228516,52271.24353027344,45284.84371948242,46399.50323486328
PE(44:2),38098.58279418945,48901.08352661133,41608.26330566406,39984.50280761719,41813.86306762695,31025.142211914062,35298.3625793457,50957.34332275391,48847.063720703125,42078.56301879883,37326.122467041016,42253.22280883789,41859.74298095703,36952.54260253906,36627.66255187988
PE(44:3),42581.84326171875,49010.64343261719,42610.843017578125,41059.40252685547,41338.6828918457,33556.80253601074,36489.08267211914,50228.783203125,53781.003662109375,47251.063079833984,39392.663146972656,39460.24249267578,39965.14294433594,34507.78244018555,39721.48281860352
PE(44:4),45224.743225097656,49406.34381103516,39633.10287475586,39325.94268798828,37149.44256591797,33140.5421295166,36044.36260986328,47040.003173828125,46217.0032043457,42603.64315795898,37414.7024230957,42586.46282958984,41697.40301513672,32990.74230957031,35995.18258666992
PE(44:5),46622.98309326172,55609.72430419922,43227.82318115234,46198.68353271485,41108.502990722656,34826.722595214844,37450.72268676758,54834.64392089844,52107.263916015625,48135.52359008789,41476.62298583984,43527.80340576172,44645.2431640625,35618.16244506836,40315.62258911133
PE(44:6),49749.34399414063,61859.82421875,44831.20318603516,48166.52359008789,48250.40319824219,43588.40286254883,44181.28326416016,58426.00473022461,51879.00360107422,51018.64340209961,39126.06280517578,49402.683197021484,42397.7825012207,42033.2829284668,47195.40316772461
PE(44:7),52070.884216308594,61677.184631347656,47911.22302246094,50861.74337768555,49767.9033203125,41003.52310180664,41794.54318237305,57923.92456054688,55814.10443115234,49461.36349487305,46872.10357666016,51558.08392333984,54745.50347900391,46005.40362548828,42413.98318481445
PE(44:8),46730.22341918945,53509.16387939453,47816.06359863281,48981.68371582031,47802.34362792969,36401.6823425293,41565.38272094727,54874.14385986328,52956.44409179688,47017.22338867188,46999.82354736328,54885.46337890625,46520.28317260742,38027.8427734375,44967.56280517578
PE(46:1),37066.88287353516,37962.50276184082,29962.742065429688,35373.66261291504,34745.62237548828,30614.102081298828,31517.34250640869,37620.06265258789,38747.24267578125,36345.42250061035,30332.142250061035,34513.40249633789,31683.722274780277,26652.742156982426,30911.962329864506
PE(52:4),28129.282012939453,36003.06246948242,25263.92204284668,26462.541931152344,29815.7223815918,19891.54123687744,24697.781524658203,28340.042053222656,30461.942443847656,25062.161849975582,24132.681579589844,28180.481994628903,22938.481689453125,20333.54136657715,21441.26141357422
PE(O-18:0),76938.20446777344,82564.62487792969,48356.383361816406,64030.94467163086,95847.40698242188,77417.90447998047,78885.4856262207,69466.42578125,75195.80480957031,77633.92565917969,54051.38371276856,70017.66452026367,86090.86529541016,64943.70495605469,71102.58520507812
PE(O-18:1),177609.5901184082,168129.41235351562,17352.401336669922,124362.16766357422,244741.0719604492,146765.36883544922,178808.41259765625,143689.90783691406,158602.2300415039,122476.92971801758,66611.02384567261,126090.60876464844,274937.6385192871,121009.78741455078,89539.92742919922
PE(O-20:0),37509.24255371094,36968.5224609375,34761.88259887695,37430.22286987305,2612.5601692199707,36323.202880859375,31773.202377319336,37974.64291381836,40041.042572021484,40742.703048706055,38724.642822265625,33909.082748413086,1850.440143585205,36070.58264160156,36208.162353515625
PE(O-28:0),53408.403411865234,66857.26419067383,56953.10321044922,59609.32391357422,50213.04386901856,45350.2229309082,50720.42398071289,59384.1044921875,63986.66418457031,63499.80505371094,58432.163330078125,59947.50506591797,48085.54341125488,41661.06266784668,53012.38439941406
PE(O-30:0),639415.3953552246,602326.8801879883,379120.5016174317,553249.5683288574,1127907.279876709,454103.3826599121,667432.3133239746,489825.76431274414,626733.8186645508,455000.4356689453,576084.8134155273,607526.670501709,1273750.7508239746,485816.0946044922,277419.37954711914
PE(O-32:1),70100.7446899414,77582.02606201172,72172.28509521484,78035.60656738281,65487.22454833984,63256.30487060547,66772.3441772461,69745.10552978516,75853.8853149414,74267.86499023438,70745.60565185547,69501.40545654297,68659.60461425781,59904.74444580078,66611.84454345703
PE(O-32:5),52718.44302368164,54839.8034362793,46099.96353149414,51982.12289428711,48073.72280883789,42457.5832824707,43282.22328186035,48942.24349975586,53400.50442504883,60795.96453857422,46805.18371582031,47289.7834777832,42115.44345092773,45443.84313964844,44685.58303833008
PE(O-34:0),59802.00408935547,70473.32452392578,60793.324645996094,64632.28378295898,69213.80480957031,56580.74362182617,55802.82400512695,58837.88394165039,65457.22470092773,69974.40460205078,61835.984802246094,59794.783752441406,56280.56362915039,49094.22314453125,58835.3835144043
PE(O-34:1),64402.364654541016,88872.68566894531,71248.90606689453,79426.98486328125,83802.90698242188,62263.04397583008,69444.18453979492,69691.9644165039,73200.68493652344,80553.64520263672,106589.8076171875,78173.4248046875,65107.44403076172,60272.403717041016,62287.56393432617
PE(O-34:2),97502.56817626952,107130.06848144533,84286.54516601562,97252.3070678711,120799.70852661131,82850.02584838867,92902.66607666016,100358.84600830078,108891.08917236328,107043.6278076172,133152.11010742188,112603.0889892578,101592.7670288086,92836.44555664062,75709.00469970703
PE(O-34:3),71678.52508544922,62402.5244140625,52314.7434387207,52152.243591308594,55549.34390258789,49794.70388793945,46889.40328979492,53741.103759765625,57484.90466308594,67618.66436767578,47562.083251953125,50033.38357543945,43781.14343261719,62328.14392089844,44003.56335449219
PE(O-34:4),51438.76336669922,60597.8041381836,53803.06335449219,53120.68350219727,46162.723205566406,42367.243103027344,45029.86306762695,53788.363830566406,58479.184814453125,55940.00427246094,51588.544006347656,51407.92370605469,42871.7428894043,45886.32293701172,50269.283111572266
PE(O-36:0),46337.083099365234,59330.14407348633,49994.48278808594,49936.48355102539,48667.7434387207,41543.283203125,43298.44290161133,54260.34365844727,54289.54406738281,52963.563720703125,45341.52301025391,50479.32360839844,45229.48300170898,41163.12274169922,45195.02310180664
PE(O-36:1),71407.46466064453,77646.6852722168,67480.56436157227,76528.62591552734,90181.7667236328,70191.384765625,70667.42611694336,71095.06549072266,76431.76574707031,93994.16650390624,105679.7280883789,83505.84606933594,76137.96612548828,66060.06414794922,77814.52600097656
PE(O-36:2),76567.8442993164,88423.22662353516,91593.64697265624,92981.86694335938,98241.52642822266,70779.40533447266,75222.6254272461,89990.64569091797,100296.9267578125,112921.82720947266,173537.15338134766,119662.0675048828,95388.74813842772,91405.28717041016,79316.70516967773
PE(O-36:3),74189.62512207031,96551.96618652344,86930.32577514648,104341.9266052246,105171.2678527832,69956.92449951172,81331.86529541016,92813.78649902344,100696.9871826172,105139.56744384766,193511.09552001956,134241.3094482422,102788.56784057616,73165.22476196289,77434.42501831055
PE(O-36:4),67878.16467285156,95222.12677001952,79189.66561889648,86054.42559814453,78640.68637084961,61634.14453125,69081.6244506836,75299.44439697266,81378.62673950195,72804.32510375977,106236.46823120116,77296.0248413086,58444.88400268555,56807.60443115234,57665.16436767578
PE(O-36:5),59866.76412963867,79590.08514404297,60611.684143066406,69164.98526000977,73115.02459716797,55549.04425048828,60921.40365600586,57749.58419799805,63926.264709472656,59815.3844909668,75385.80444335938,56975.46438598633,50145.38333129883,44420.403259277344,52657.30404663086
PE(O-38:0),332766.72637939453,378051.5602416992,274026.8442687988,343708.8399658203,529550.8460083008,244269.28125,397464.12353515625,299715.5195922852,383186.3036499024,295294.8049926758,341314.2416381836,338284.18463134766,494076.2807006836,252335.26147460935,196594.5511474609
PE(O-38:1),85216.22662353516,96572.30682373048,78046.10479736328,91455.66723632812,83847.62677001953,67985.86486816406,72497.42517089844,80095.40545654297,85975.98712158203,95049.90692138672,86823.70587158203,82706.02575683594,77584.14562988281,79237.06536865234,80843.02569580078
PE(O-38:2),79928.90563964844,90720.60614013672,74886.88513183594,83461.92602539062,88748.9455871582,68604.44448852539,73385.28485107422,86306.96551513672,92128.80651855467,90515.62713623048,127150.20770263672,102332.26788330078,92239.80603027344,71845.06579589844,78835.7857055664
PE(O-38:3),69430.30529785156,82555.08581542969,70056.50476074219,76780.00610351562,74571.48565673828,56650.32415771485,62912.66436767578,84834.74645996094,76704.62469482422,80887.96551513672,136916.41033935547,92710.3471069336,76127.92590332031,64373.92431640625,63081.64385986328
PE(O-38:4),92418.24658203124,155280.57385253906,119347.7880859375,129701.30682373048,127507.75073242188,106120.82836914062,112231.58654785156,105212.7470703125,124398.29125976562,117253.56768798828,182581.85223388672,134540.74963378906,100827.88739013672,83645.90628051758,93779.18688964844
PE(O-38:5),91941.32635498048,170824.51232910156,112015.9285888672,141368.2294921875,147091.42999267578,115182.98760986328,129745.5485534668,94667.5464477539,109767.1459350586,105052.427734375,213687.83728027344,136186.59075927734,100836.4460144043,89518.86560058594,82799.76538085938
PE(O-38:6),98562.04724121094,211948.2742919922,132721.73052978516,173657.81365966797,172952.8525390625,126779.82766723631,142710.3310546875,98189.86712646484,123169.03021240234,109189.86755371094,272596.5817260742,153218.76983642578,106280.40716552734,93796.7269897461,87432.166015625
PE(O-40:0),164939.2127685547,315270.1842041016,218887.3348388672,272763.0583496094,264178.88049316406,194472.6951904297,248706.11767578125,146661.47204589844,174776.1739501953,186638.49291992188,395599.3834228516,240076.25756835935,154034.88897705078,144443.37109375,122394.50854492188
PE(O-40:2),69966.14489746094,82492.1254272461,66850.8246459961,66417.76470947266,70382.40521240234,54739.40380859375,60677.16418457031,74735.5458984375,76449.68591308594,69752.38439941406,69678.72454833984,71195.14465332031,70114.94458007812,57209.94396972656,62257.204650878906
PE(O-40:3),112520.40759277344,130340.2109375,90680.4467163086,102256.50775146484,136067.02905273438,87470.56579589844,100322.36764526369,119468.7681274414,108766.36822509766,91917.6264038086,100672.12701416016,138081.34881591797,116152.62786865234,98312.94677734376,77269.96514892578
PE(O-40:4),81118.4453125,106263.0062866211,92255.26623535156,96803.80651855467,94831.36614990234,76007.88543701172,85884.02709960938,97157.80670166016,100833.28759765624,94851.50659179688,136259.24810791016,105567.22717285156,88499.02600097656,77087.80517578125,80072.88568115234
PE(O-40:5),116743.58850097656,178015.1524658203,137389.0899658203,149097.48992919922,155940.41046142578,120341.51013183594,140389.28930664062,125988.20935058594,146543.62841796875,137195.9110107422,213344.9549560547,156156.95056152344,135659.03076171875,117780.38763427734,130290.14910888672
PE(O-40:6),614852.5393066406,821650.1892089844,818281.1588745117,692385.1274414062,874977.5704345703,604285.979309082,833936.813293457,602669.748046875,760379.9854125977,720103.0008544922,901165.6768798828,717795.7928466797,794539.7785644531,655233.3315429688,912397.2744750977
PE(O-42:0),55635.0439453125,73775.60498046875,59225.24420166016,64105.504455566406,58126.62414550781,46906.00302124024,51507.26419067383,64077.3041381836,65596.44482421875,64663.084869384766,63250.46472167969,59292.64422607422,57328.72448730469,54242.04406738281,54903.00387573242
PE(O-42:2),89784.94592285156,98808.26763916016,73378.66510009766,87104.44519042969,105967.02709960938,69393.22485351562,91116.3462524414,82795.72540283203,94029.3471069336,82754.30560302734,97542.08712768556,92715.7074584961,92628.12658691406,70162.18426513672,68302.90454101562
PE(O-42:4),181655.37341308597,215031.19512939453,194828.51489257807,190498.37701416016,163592.37042236328,162146.7514038086,178411.17449951172,169455.55560302734,217147.4961547852,200121.0791015625,178594.9962158203,181097.1959228516,166375.21124267578,154981.89233398438,214879.4782714844
PE(O-42:6),126248.02783203124,141706.29022216797,114357.84796142578,139468.56970214844,111707.92922973631,101329.38775634766,107876.20764160156,114303.84857177734,124135.28912353516,119256.41015625,119720.26852416992,129090.28829956056,103557.54833984376,112056.08792114258,115344.26727294922
PE(P-16:0),215155.05310058597,255020.06353759769,217841.6905517578,247365.79345703125,350705.28479003906,263159.78216552734,253359.15576171875,258065.21942138672,251169.0972290039,222606.99530029297,219816.8980102539,247666.9150390625,418059.7351074219,263602.8385925293,122082.09100341795
PE(P-20:0),48199.982666015625,56272.94403076172,47258.64300537109,56083.26397705078,20454.341537475582,36302.02197265625,38722.58270263672,52287.78402709961,53882.94369506836,55237.90423583984,63896.864807128906,52446.9035949707,6040.200435638428,35550.462493896484,44060.4833984375
PE(P-28:0),36952.422760009766,46402.94329833984,40028.06280517578,44932.22314453125,36550.46223449707,36277.42248535156,35256.82297515869,39014.42346191406,46192.26335144043,46191.18322753906,41532.602630615234,39162.64320373535,34385.74272155762,31737.62219238281,33667.14198303223
PE(P-30:0),45755.0036315918,56659.784423828125,53178.0439453125,52444.68399047852,49401.16394042969,41447.10321044922,42135.32308959961,51571.66360473633,55023.144134521484,61388.58404541016,43204.04296875,49904.44384765625,47735.78329467773,38488.02279663086,46030.08337402344
PE(P-30:1),47501.34332275391,58232.22479248047,50142.84408569336,54120.782958984375,51883.00439453125,46060.7633972168,45457.32299804688,51380.723571777344,57859.1643371582,54773.24407958984,47992.68344116211,49956.36334228516,41499.28289794922,43364.14309692383,46339.262924194336
PE(P-32:1),68658.26602172852,66854.74404907227,54412.46435546875,59229.42378234863,61264.88458251953,46339.44268798828,55012.34359741211,55411.40414428711,64988.12377929688,62870.92404174805,60323.3044128418,63384.08450317383,54781.18382263184,48193.4231262207,54138.5641784668
PE(P-34:4),47205.643463134766,56597.4838256836,45841.78366088867,45382.743255615234,45115.603271484375,34504.2825012207,37385.60256958008,52017.863830566406,54545.88415527344,51968.20330810547,42986.44296264648,49395.80383300781,39328.44274902344,58340.34411621094,39097.78237915039
PE(P-36:5),80397.70574951172,88505.90643310547,73715.52465820312,81396.98614501953,73882.00451660156,63465.58471679688,68607.3645324707,78158.0454711914,83961.74584960938,89037.32531738281,75987.58465576172,81695.74450683594,64709.94467163086,71942.52517700195,71977.88464355469
PE(P-36:6),125313.6089477539,211815.05657958984,136512.46783447266,180956.63311767575,196287.39443969727,133271.5888671875,153616.70956420898,105726.4076538086,128701.32873535156,119788.86865234376,249197.6159057617,149800.4691772461,104069.82800292967,98205.20733642578,92878.06616210938
PE(P-40:7),99151.94757080078,139920.40838623047,109352.86846923828,144619.43029785156,136445.169921875,100773.98693847656,112584.58807373048,103795.50787353516,108454.04815673828,116515.06927490234,186654.4956665039,130181.048828125,102622.2866821289,101637.38659667967,93577.50634765624
PE(P-42:0),55436.10409545898,85472.26599121094,62200.925048828125,64396.22424316406,69371.92462158203,49023.563873291016,52356.924072265625,70375.14422607422,67671.54431152344,62738.484375,57738.18438720703,66909.28503417969,57994.904541015625,50124.08404541016,64166.72396850586
PE(P-42:4),55114.82373046875,67722.06481933594,51640.38397216797,59375.62438964844,55543.1044921875,47769.10400390625,50245.883361816406,60382.684509277344,62150.42395019531,55461.56399536133,55328.88342285156,59181.14450073242,48559.38348388672,46814.043518066406,54499.86395263672
PG(14:0),92057.68649291992,91191.6474609375,62724.744140625,80660.38568115234,98580.30694580078,77553.60552978516,96692.30676269533,61639.36407470703,89092.84759521484,86966.28625488281,86250.64630126953,71233.14532470703,75101.62530517578,67410.04513549805,89454.2861328125
PG(18:4),70045.68469238281,83605.90576171875,58997.643127441406,77322.94515991211,58279.484130859375,70194.98486328125,57985.8836517334,58937.00390625,70874.26434326172,68988.00497436523,77864.28503417969,64064.14419555664,43407.50328063965,50610.84323120117,79660.66485595703
PG(20:0),75892.68557739258,79647.06494140625,57828.26431274414,69056.58480834961,73174.98498535156,62700.984924316406,68136.02557373047,61948.724517822266,71234.06494140625,84153.34555053711,82781.88632202148,61246.6049194336,51911.16345214844,58910.64392089844,75659.30575561523
PG(22:2),83179.98571777344,81775.78591918945,61614.3232421875,74684.48416137695,55461.843673706055,50480.50378417969,59362.9833984375,64401.98516845703,69647.88473510742,69045.94515991211,89776.64556884766,66228.8649597168,49668.48336029053,54714.3833770752,63082.68376159668
PG(24:0),90739.64486694336,108425.7279663086,60099.38528442383,80734.3063659668,95325.42694091795,105818.68759155272,101787.96563720705,57251.0842590332,75010.72607421875,95667.9059753418,101553.74723815918,97977.98626708984,53127.10417175293,90617.20492553712,77918.72494506836
PG(24:1),103270.78771972656,107814.70776367188,102523.80712890624,107933.9874267578,101890.18725585938,107324.7078857422,110757.42749023438,92905.20666503906,109177.02758789062,112716.06787109376,106247.08801269533,105148.50793457033,95172.46716308594,96555.60668945312,101908.18737792967
PG(26:0),62452.3642578125,67901.64450073242,53811.32443237305,62535.40435791016,69080.32556152344,58074.4436340332,59004.04357910156,58088.70440673828,66235.84509277344,84886.80572509766,74311.68463134766,57170.24365234375,46195.34280395508,58374.72375488281,78658.56594848633
PG(28:0),818957.7813720703,816771.732421875,736989.5354614258,891870.2127685547,727348.2096557617,786074.7878417969,904993.8998413086,538328.4263305664,718908.9151000977,670174.6101074219,650422.0460205078,622773.063659668,680955.0684814453,826968.3687744141,1031013.9747924804
PG(28:1),71089.1244506836,76626.22595214844,65540.96484375,74185.76556396484,68795.52465820312,66357.14373779297,69193.70495605469,66117.46496582031,69539.72497558594,81051.10522460938,73453.96551513672,66095.12390136719,59529.96441650391,61926.12438964844,73219.505859375
PG(28:2),49840.40347290039,56898.7239074707,48334.52359008789,54123.06405639648,49241.383361816406,48001.30319213867,51616.563537597656,44807.36318969727,53529.94366455078,50906.14373779297,60729.04376220703,48303.203552246094,38068.5224609375,44777.60345458984,51090.06314086914
PG(30:0),83002.36596679688,87563.66687011719,73238.14440917969,83474.96557617188,99541.10772705078,82987.365234375,78109.96606445312,72160.88464355469,81537.98608398438,98035.7862548828,80108.8060913086,79109.26556396484,68573.1455078125,90816.98699951172,91742.30627441406
PG(30:1),51745.68344116211,56729.98385620117,48126.76364135742,51292.80355834961,55123.92353820801,45026.88320922852,49604.723541259766,47028.32333374024,52076.263427734375,56070.34362792969,50230.44332885742,44048.48304748535,41905.222747802734,41835.14291381836,53536.66427612305
PG(30:2),52254.52365112305,67671.5845336914,55108.96371459961,57778.74432373047,52014.78283691406,42471.76290893555,51340.64407348633,51810.54397583008,63196.82540893555,57632.56311035156,56427.523529052734,51573.5231628418,40607.88272094727,41277.02262878418,56091.14419555664
PG(30:3),70875.1044921875,80264.76602172852,49391.28369140625,62135.58456420898,64444.065200805664,61979.42498779297,70677.96459960938,47844.06344604492,62836.44418334961,65559.02520751953,58737.66400146485,62687.1442565918,45472.78323364258,54388.44338989258,84933.68667602539
PG(30:4),49336.36349487305,55495.7236328125,43390.92321777344,50233.30279541016,44866.08331298828,44173.02355957031,40374.5828704834,44217.262298583984,47431.04391479492,51552.94409179688,45182.62298583984,44229.78329467773,35421.26232910156,44195.46307373047,48141.243591308594
PG(32:0),99233.5284423828,110267.2474975586,94173.0069580078,101251.18731689452,120860.2699584961,103335.9873046875,100266.4672241211,86060.94647216797,102661.30920410156,122131.96990966795,90913.38623046876,93189.24645996094,78924.9262084961,97710.2476196289,120055.34701538086
