Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon
SM(d18:0/14:0),82142.14590454102,99663.90524291992,95893.60638427734,94399.74618530272,92500.76580810548,95247.54794311523,93502.2268371582,84101.96643066406,96004.9072265625,90422.64694213869,95079.78723144533,84144.9067993164,99203.62857055664,84841.98623657227,89748.4252319336
SM(d18:0/16:0),86829.80401611328,134498.40774536133,119156.64865112305,114451.8070526123,139060.08853149414,119570.82821655272,134033.7706604004,100818.02690124512,106722.98835754396,102149.7664794922,155469.93353271484,89557.90686035156,129293.50813293456,100304.74768066406,92060.94570922852
SM(d18:0/18:0),998479.635986328,2319129.4290161133,1727778.9300842285,1812625.467834473,2077510.0770874023,1820215.5923156736,2002969.9391479488,884400.4700622559,1028937.7539978029,1051451.8552246094,3016044.37298584,1440497.1675109863,1021443.349609375,916883.3209838868,568607.1145019531
SM(d18:0/20:0),986783.2487182616,2700856.8665771484,1775628.7166137695,2018824.0397949216,2285526.6716918945,2001863.716217041,1970696.55267334,1034950.1957092284,1330014.0678710938,1284755.4793701172,3742924.1753845215,1864390.5732421875,1346701.0880126953,1348049.2524719238,778023.3022766113
SM(d18:0/22:0),446879.0196685791,1116235.869781494,810800.1287078857,831710.0670776367,970623.5717163086,801817.6889038086,853287.6826477051,457172.8372039795,493464.2671966553,518308.02041625977,1454363.061004639,818319.9411621094,575057.0542755127,585322.7519836426,319490.0831298828
SM(d18:0/24:0),865513.1522521973,1475446.5462036133,935969.4414978029,1100870.9494628906,1756542.1348266602,1083946.0730895996,1340864.2787475586,718528.645690918,944316.576812744,737377.5873413086,1579896.951461792,1199277.6301879885,1514129.2025146484,851128.633026123,561150.6427612305
SM(d18:0/26:0),1505239.4128417969,1613827.2202148438,1444364.053955078,1714257.6423339844,1567237.0405273438,1461420.836669922,1671651.9821777344,1075005.0837402344,1470916.186767578,1259866.1677246094,1459356.8212890625,1498191.843017578,1489851.6430664062,1431346.9611816406,1637779.0329589844
SM(d18:1/12:0),99529.9868774414,145914.34902954102,149127.2516784668,140406.91067504883,130513.70672607422,145430.21054077148,131846.01287841797,135425.11114501953,142370.51306152344,126842.4659729004,131404.48931884766,136219.2290649414,144325.1092224121,139147.2504272461,102179.2057800293
SM(d18:1/14:0),92892.0258178711,107370.74942016602,96908.50791931152,105997.26806640624,99708.18661499023,85844.30645751953,94147.94692993164,83538.70639038086,99147.62710571288,91195.64752197266,98554.44714355467,84467.2873840332,104408.74815368652,90236.94519042967,98662.54653930664
SM(d18:1/16:0),84965.8060913086,128370.7709350586,112848.96862792967,120367.72705078124,140844.7283782959,124830.3269958496,131800.10913085938,98482.5269317627,98734.6078491211,106869.9683227539,156480.08744812012,105034.7489013672,125298.04907226562,100757.52841186523,89493.26739501953
SM(d18:1/18:0),931932.4204711914,2294850.584136963,1707010.9404296875,1813142.9102172847,2114347.927551269,1832848.2950439453,1937364.6416015625,858096.3284301758,1005317.210144043,1042091.4332885742,3281009.3433532715,1319506.6448059082,1114232.060119629,953386.0375976562,593758.2431030273
SM(d18:1/18:1)9Z)),929212.705444336,2271728.3581237798,1685109.8793640137,1731401.8906860352,2056311.1509399412,1813052.699645996,2037188.2634887693,926014.8485107422,1042221.1514892578,980684.5364379884,2998299.4664611816,1434173.331604004,1043867.3071289062,987808.5922851562,583603.7045898438
SM(d18:1/20:0),1066051.8616333008,2687815.3551330566,1978167.869781494,2070437.1381225584,2304092.663085937,1926542.476409912,2136144.566833496,1068832.215423584,1351595.5618896484,1332155.0217895508,3838104.4809265137,1977030.138305664,1415425.961364746,1432152.8619995115,725875.1154174805
SM(d18:1/24:0),872961.7922363281,1383838.4104614258,915364.3561706544,1184779.7463989258,1727925.583984375,1067906.1524047852,1326063.6212768557,747197.6982421875,973231.2134399414,747032.4548950195,1564004.304397583,1237009.142150879,1544755.5499267578,915924.66897583,549306.3381652832
SM(d18:1/24:1)15Z)),962896.5946044922,1680294.4908447266,1150831.0893859863,1365750.3084106443,1902989.950744629,1218132.936340332,1454634.9368896484,907904.1148071288,1128917.448852539,902451.2876586914,2060425.8222045896,1460097.5220336914,1665325.3455200195,992320.8182373048,619438.9797363281
SM(d18:1/26:0),1373673.2355957031,1579011.1005859375,1358874.8278808594,1647000.975830078,1553699.4858398438,1457877.6833496094,1580047.3745117188,1001213.2197265624,1365607.2575683594,1191475.301513672,1473297.5185546875,1387931.41796875,1441085.276611328,1415886.1740722656,1518431.354736328
SM(d18:1/26:1)17Z)),1335114.1015625,1460243.8317871094,1282363.8107910156,1540887.0966796875,1383825.248046875,1316506.2739257812,1464365.7561035156,980881.5139160156,1289433.874267578,1098509.784423828,1432014.8791503906,1311593.0395507812,1313327.1306152344,1279854.974609375,1382329.055419922
SM(d18:2/14:0),79887.56494140625,109133.56900024414,102176.66625976562,96881.8076171875,98887.96643066406,88461.4264831543,95603.54806518556,84832.40637207031,96408.3684387207,94213.20739746094,94810.08724975586,83364.92602539062,104647.32763671876,87352.18676757812,94493.8874206543
SM(d18:2/18:1),734168.4274902344,1760347.929473877,1420860.0427246094,1577761.676574707,1920055.9350891116,1636000.2002563477,1714000.6220703125,690353.8835449219,839667.9732666016,836913.7100219727,2749532.805633545,1221823.288696289,1004863.5840454102,819748.7165527344,549699.913482666
SM(d18:2/20:1),1835263.694519043,4985529.915222168,3306493.546569824,3437455.1517333984,4153291.087402344,3592698.867553711,3600225.588699341,1802015.496520996,2110029.226867676,2010324.973388672,6351303.946289063,2993744.121459961,2168632.104125977,2064306.700378418,1234392.1383666992
SM(d18:2/22:1),1758494.5338745115,4667575.459350586,3403853.964904785,3357379.8198242188,3970800.074523926,3301464.9154663086,3452800.418548584,1928752.6020507808,2070703.0107421875,2193962.321777344,6083787.410827637,3160079.0315856934,2315998.779022217,2340796.2645874023,1242327.5891723633
SM(d18:2/24:1),1023155.2295227052,1972650.2966918943,1326923.9537658691,1487641.1779785156,2214474.596801758,1453966.8481140137,1715608.3386230469,997071.2756958008,1227283.998840332,1061922.1692504885,2630033.4037475586,1753742.6036987305,1915034.3080444336,1204316.4586791992,710964.2376098633
Stearidonyl carnitine,5348070.927734375,7719313.077148437,9012002.37109375,8463771.866210938,9297414.064453123,9192763.309570312,7144606.3486328125,10644083.75,7413143.80859375,8357928.888671875,7617386.715820312,9018326.963867188,10886106.6484375,10714777.014648438,4267791.2158203125
Stearoylcarnitine | hexadecanedioic acid mono-L-carnitine ester,6859729.1611328125,10644177.73046875,12876266.864257812,11970636.8671875,13329018.735351562,15009478.30859375,11003102.81640625,14826436.037109377,10146290.541015623,11433944.416992188,10667193.811523438,12788091.098632812,15841526.404296877,17365327.075195312,6072765.6220703125
Tetradecanoylcarnitine,1355258.702392578,1279637.8471679688,1311845.446044922,1317943.5366210938,1419323.188232422,1369985.1411132812,1386846.6630859375,1429469.1391601562,1439723.1918945312,1426850.8347167969,1478751.2360839844,1199532.0002441406,1418723.0268554688,1426888.6076660156,1401760.232421875
[TG(48:0)]_FA16:0,309270.12451171875,313736.28125,560805.5747070312,434160.67578125,664738.3505859375,347109.8427734375,600059.5280761719,377415.5307617188,454355.150390625,539813.2314453125,392991.54833984375,378374.22802734375,577110.4565429688,341892.3061523437,376332.0466308594
[TG(48:0)]_FA16:1,42086.962890625,46945.46292114258,60323.94436645508,54984.88333129883,69319.64477539062,45019.62292480469,64157.26510620117,52227.64370727539,63452.2649230957,61018.62322998047,43994.582916259766,49788.583435058594,62390.66487121582,40324.743408203125,45975.42352294922
[TG(48:0)]_FA18:0,60942.1044921875,58915.20397949219,118127.4888305664,90946.20718383788,142392.349609375,62380.34451293945,110413.98794555664,80037.70538330078,84953.30548095703,108037.86669921876,70077.60479736328,82316.30578613281,104163.84771728516,64714.24472045898,74634.06567382812
[TG(48:0)]_FA18:1,46641.78326416016,50954.94380187988,61281.204528808594,57665.56326293945,60934.40475463867,38231.50263214111,50596.46374511719,63696.28515625,62525.46438598633,49429.84306335449,45729.94332885742,57780.54469299317,55230.44451904297,31213.98208618164,37223.802490234375
[TG(48:0)]_FA18:2,28465.10173034668,27026.841903686523,25081.00177001953,28739.02229309082,27697.101943969727,21051.421424865723,23251.46166229248,27892.501945495605,29945.082077026367,30632.50210571289,27329.921783447266,24458.901641845703,26489.44203186035,20137.30139160156,23696.88157653809
[TG(48:1)]_FA16:0,193029.57373046875,158455.03051757812,388043.2907714844,284632.84228515625,416234.5618896485,180525.59228515625,366828.7635498047,218301.01513671875,221680.4982910156,318377.482421875,238422.17700195312,257047.75927734372,338591.1826171875,175902.23022460938,231555.83520507807
[TG(48:1)]_FA16:1,318652.32421875,309096.8603515625,590013.5590820312,451398.7309570313,666680.6860351562,338593.9228515625,589237.8383789062,368600.6274414063,481882.341796875,552821.4609375,395407.3081054688,404160.087890625,597999.6254882812,348810.64404296875,391587.0893554688
[TG(48:1)]_FA18:0,47229.26318359375,37418.02307128906,72420.50616455078,56783.34420776367,79831.72462463379,43135.58262634277,67604.54489135742,51430.583435058594,48536.00312805176,60684.52412414551,41388.10232543945,49803.58364868164,58598.6435546875,34963.882637023926,47647.14295959473
[TG(48:1)]_FA18:1,78662.16589355469,77587.92431640625,145540.65197753906,113992.40789794922,156836.59219360352,71881.0855102539,130304.53009033205,96930.42645263672,113582.40637207033,151877.41076660156,87458.16516113281,104817.52612304688,119218.94717407228,71037.36450195312,83936.54528808594
[TG(48:1)]_FA18:2,49756.5237121582,55240.38438415527,54352.86422729492,50470.80438232422,61099.50401306152,41838.262268066406,51198.063568115234,49496.88342285156,58125.32336425781,55506.58419799805,52518.22375488281,57188.06407165527,56740.90391540527,35639.5827331543,42305.96356201172
[TG(48:2)]_FA16:0,158729.11157226562,155836.19140625,226148.0751953125,185677.05346679688,221907.21557617188,139358.8095703125,198842.01171875,174857.9921875,181052.55346679688,195211.85400390625,168323.61254882812,180901.533203125,185258.91357421875,140686.90991210938,153699.7900390625
[TG(48:2)]_FA16:1,192773.33178710935,158453.17236328125,403834.2087402344,293449.09765625,416225.0104980469,179032.23266601562,394206.2287597656,222769.91723632807,227844.41430664065,334650.9855957031,235031.36010742188,263811.1389160156,330623.2038574219,181808.7137451172,218839.77294921875
[TG(48:2)]_FA18:0,28103.541885375977,40307.0626373291,49056.18395996094,40751.00294494629,44614.423095703125,32610.102294921875,39684.06237030029,45180.12348937988,43263.46347045898,35554.52235412598,28619.642028808597,40567.522872924805,39931.04264831543,25345.26164245605,31189.302536010742
[TG(48:2)]_FA18:1,47211.26327514648,41851.38345336914,87979.9263305664,67789.18515014648,85360.3250579834,40118.94302368164,72384.96482849121,55481.544342041016,52703.90435791016,70396.42404174805,49542.22422790527,55715.72399902344,59811.00393676758,37966.0025177002,54284.963928222656
[TG(48:2)]_FA18:2,137402.06994628906,106904.22888183594,192499.0760498047,166354.79235839844,276162.49981689453,110022.52868652344,213221.45629882807,120112.0888671875,135707.02783203125,214365.0948486328,128598.30981445312,162907.04943847656,190865.2724609375,145471.25061035156,162512.79028320312
[TG(48:3)]_FA16:0,25362.62188720703,29981.922149658203,32405.76234436035,30841.702041625977,27463.741989135742,25331.761795043945,29885.802185058597,32738.66220092773,32832.2024230957,33122.60251617432,25245.28207397461,30241.64207458496,26139.621334075928,19889.08154296875,23663.72183227539
[TG(48:3)]_FA16:1,163499.57177734375,146784.99096679688,224572.03662109372,193412.2724609375,217217.19384765625,141107.69018554688,211688.85498046875,170424.87280273438,170404.33203125,205557.6552734375,171820.13110351562,183426.31323242188,191621.75439453125,140271.41088867188,152961.02880859375
[TG(48:3)]_FA18:0,18235.661323547363,22112.12149047852,20227.94129180908,22111.02171325684,23993.24144744873,18166.72116470337,22023.60144805908,21903.52154541016,24513.84169006348,22368.92143249512,17592.181091308594,23733.941486358643,22067.50157546997,17172.881225585938,18754.46156311035
[TG(48:3)]_FA18:1,31929.88198852539,39531.562255859375,49237.52374267578,43157.14320373535,43745.38291931152,34169.7223815918,38281.7424621582,44977.04327392578,47275.142822265625,39184.2830657959,31406.882110595703,39227.68270874024,38614.98231506348,25987.942169189453,34994.00276184082
[TG(48:3)]_FA18:2,81036.96618652344,53619.18322753906,108654.64624023438,87078.30606079102,125890.7660522461,57548.204193115234,103366.02728271484,65312.90417480469,62026.68432617188,96077.54672241212,63820.76446533203,87809.50534057617,98971.8272705078,54926.80406188965,80499.66485595703
[TG(50:0)]_FA16:0,278968.3803710937,289225.17919921875,362522.34521484375,331402.82421875,416211.53271484375,277153.7202148437,360659.0849609375,325911.8232421875,380459.35009765625,383024.048828125,325377.0849609375,307501.8022460937,358669.10498046875,256712.43676757807,275749.0419921875
[TG(50:0)]_FA16:1,79855.10607910156,90446.14697265624,86823.3076171875,86864.12646484375,87284.18713378906,73494.96533203125,83769.36608886719,88763.00659179688,96275.30651855467,93594.36669921876,86402.76647949219,84919.02514648438,81874.025390625,73131.42529296875,75962.4853515625
[TG(50:1)]_FA18:0,207259.57470703125,215956.0334472656,321024.9245605469,258929.91821289065,391794.54443359375,194452.37243652344,309336.8594970703,244437.69604492188,299785.68408203125,307774.3803710937,263078.638671875,255356.61401367188,333819.4426269531,197198.19287109372,233456.1728515625
[TG(50:1)]_FA18:1,40445.14288330078,47110.9033203125,56556.36428833008,53409.064025878906,77982.26480102539,47415.86325073242,59045.58447265625,53991.0032043457,67729.30493164062,59656.00393676758,46185.36315917969,49600.80322265625,63490.925201416016,43414.76306152344,47078.24395751953
[TG(50:1)]_FA18:2,26566.622032165527,30473.522384643555,24907.74175262451,25940.742233276367,23845.401847839355,20775.841438293457,21761.821815490723,25930.04179382324,28454.36195373535,25467.981964111328,21051.2412109375,22264.22146224976,21943.66162109375,18106.10124206543,19591.301483154297
[TG(50:2)]_FA16:0,217393.9346923828,211516.2332763672,406425.81640625,314472.0827636719,502565.1213378906,235704.55700683597,359336.2862548828,305100.06103515625,363779.62341308594,357810.0642089844,369138.14208984375,324811.5632324219,477444.94958496094,221784.29663085935,284928.84216308594
[TG(50:2)]_FA16:1,292589.818359375,297296.8818359375,376635.6025390625,345653.185546875,433420.0102539063,283749.017578125,389978.2075195313,328377.4428710937,409876.685546875,404281.5087890625,347116.544921875,323438.74169921875,374746.328125,270193.85888671875,293924.5615234375
[TG(50:2)]_FA18:0,94908.20690917967,82613.98657226562,201453.09619140625,158689.85388183594,203718.79876708984,88845.3471069336,174760.8931274414,111207.36920166016,114335.4482421875,156521.9892578125,130366.3699951172,130578.80822753906,159370.87072753906,88347.72650146484,114836.70959472656
[TG(50:2)]_FA18:1,359058.82421875,386235.486328125,592065.4775390625,495672.0805664063,672071.5268554688,359556.46533203125,521101.6713867188,441889.2890625,580547.1083984375,591752.5200195312,472559.25537109375,459499.0888671875,585494.2006835938,341880.3798828125,372995.4838867188
[TG(50:2)]_FA18:2,52139.64309692383,54494.40347290039,61808.28466796875,54345.72412109375,75760.60557556152,49144.66369628906,66716.48474121094,49572.98356628418,61544.36508178711,71723.06457519531,52111.583557128906,54471.06454467773,69331.18472290039,52707.34420776367,54441.78381347656
[TG(50:3)]_FA16:0,157631.78930664062,136634.2890625,268438.5185546875,228172.45776367188,250195.6956787109,137931.029296875,231297.8179931641,182183.8728027344,174340.15270996094,208072.9353027344,220707.95361328125,205557.81372070312,232520.7972412109,126812.20959472656,170442.61181640625
[TG(50:3)]_FA16:1,220354.59521484372,229305.53564453125,443383.95166015625,350367.7785644531,522046.73974609375,246939.99865722656,392367.5891113281,327088.7849121094,373991.7471923828,376919.701171875,373465.5672607422,344530.8811035156,491540.0616455078,228749.25415039065,291571.3000488281
[TG(50:3)]_FA18:0,63248.704162597656,63637.58428955078,103538.38708496094,85408.0859375,94238.1265258789,57809.64404296875,79596.10571289062,78059.0658569336,75264.08477783203,86357.96563720703,75863.72619628906,75175.68518066406,79364.22534179688,55814.3236694336,60483.34448242188
[TG(50:3)]_FA18:1,139095.30981445312,115917.34826660156,315540.5830078125,229717.2196044922,274956.04064941406,120963.6495361328,251190.8181152344,169977.41162109375,184159.89404296875,238983.5977783203,190772.07421875,205420.0592041016,232195.4571533203,111334.8291015625,155126.9903564453
[TG(50:3)]_FA18:2,487914.162109375,402923.46728515625,649689.7250976562,586193.1049804688,913357.8872070312,464570.17333984375,712855.513671875,458856.15478515625,555770.7397460938,711192.6767578125,553127.5551757812,561731.1005859375,757489.873046875,516185.5791015625,557134.0444335938
[TG(50:4)]_FA16:0,32706.12238311768,31777.442428588867,57722.54406738281,57739.90423583984,50835.0438079834,33402.02250671387,50571.26345062256,42724.3030090332,43024.403060913086,44207.74383544922,42203.44282531738,41726.26295471192,42125.06366729736,26707.422119140625,37068.84248352051
[TG(50:4)]_FA16:1,159295.89135742188,141887.82983398438,298857.6030273437,246745.07861328125,267303.84020996094,142666.9708251953,240895.4149169922,188531.53515625,191632.7734375,228848.99462890625,234190.03784179688,211088.55346679688,237596.294921875,131417.6885986328,174064.4697265625
[TG(50:4)]_FA18:0,24549.44180297852,25313.06187438965,27889.302337646484,27760.161750793457,22968.08140563965,20312.48143005371,22982.101634979248,31428.142547607426,27963.401985168457,26172.16195678711,25195.98176574707,28524.621688842773,20707.06164550781,20895.721534729004,24304.961784362797
[TG(50:4)]_FA18:1,86669.42608642578,90654.48596191406,150531.25134277344,128149.2666015625,119229.22778320312,77697.66564941406,118327.78759765624,101097.38647460938,108800.66821289062,118509.74829101562,103441.86785888672,112325.76708984376,105566.20770263672,71868.24548339844,83190.205078125
[TG(50:4)]_FA18:2,259013.77868652344,170426.2109375,373858.2473144531,309394.08544921875,424215.5666503906,183860.8337402344,385415.583984375,218886.53393554688,223954.45581054688,360618.6516113281,266631.0998535156,310807.4416503906,351159.18359375,188168.39379882807,270245.1162109375
[TG(52:0)]_FA16:0,154321.23095703125,158434.09204101562,181485.65307617188,161895.11181640625,183773.15234375,139745.70947265625,176356.29174804688,173022.0927734375,202138.99243164065,201194.2353515625,160031.63208007812,163229.79077148438,161335.3515625,136146.02978515625,134015.14916992188
[TG(52:0)]_FA16:1,34307.72216796875,38350.90274047852,42725.8828125,41464.2028503418,42092.78288269043,36086.74258422852,40455.8630065918,45290.702880859375,47144.3835144043,42595.623046875,35096.6823425293,36356.74258422852,36397.88262939453,31221.622344970703,33823.522369384766
[TG(52:0)]_FA18:0,292742.4624023437,300363.5009765625,365023.3852539063,333824.14306640625,403900.484375,266634.92138671875,327175.703125,338223.84326171875,431298.9487304688,412741.05322265625,338455.00634765625,326238.69873046875,337480.60400390625,251547.25927734372,272269.0009765625
[TG(52:0)]_FA18:1,51699.32336425781,61348.024658203125,63273.364196777344,60770.40435791016,70228.40545654297,52887.66387939453,61122.78381347656,63618.82482910156,76731.48498535156,70865.78466796875,51962.38342285156,55072.04364013672,60850.044189453125,48664.00347900391,53720.583740234375
[TG(52:0)]_FA18:2,23244.481704711918,29994.92219543457,26106.16166687012,27066.881797790527,23647.26166534424,21766.381439208984,23180.24155426025,26572.082061767574,28414.941970825195,26468.64175415039,25479.401962280277,23021.781784057617,20857.241569519043,19904.76141357422,22269.041397094727
[TG(52:0)]_FA20:0,73550.48565673828,68358.14483642578,78648.265625,77008.4857788086,97184.6866760254,58949.06478881836,73791.7857055664,66726.0648803711,80268.26489257812,92286.64581298828,75206.18518066406,76378.20532226562,85078.98559570312,76890.90454101562,62965.42388916016
[TG(52:0)]_FA20:4,28866.88195800781,24549.12187957764,23962.3818359375,23267.14177703857,21053.061462402344,21074.18145751953,20026.081428527832,25200.381622314453,25453.14183807373,24570.72164916992,18610.9612197876,21823.901580810547,19395.621391296387,16056.100952148438,21055.44135284424
[TG(52:1)]_FA16:0,102741.18780517578,83871.30572509766,137687.7095336914,111438.7078552246,180498.03088378903,88401.34600830078,131755.0909423828,130377.34942626952,133847.36987304688,112646.82696533205,151174.88995361328,133374.7294921875,142396.57037353516,81189.62585449219,97926.98846435548
[TG(52:1)]_FA16:1,159307.650390625,157143.21142578125,187174.453125,173699.79174804688,201887.55346679688,143067.29052734375,180309.37377929688,173711.45263671875,209399.43383789065,210765.11596679688,168494.81079101562,164710.97216796875,167897.1123046875,135542.689453125,139764.80981445312
[TG(52:1)]_FA18:0,232994.13793945312,222722.25415039065,446893.54833984375,375907.8435058594,510872.2493896485,241074.8603515625,348531.6114501953,356997.3474121094,396015.9409179688,336507.0080566406,382526.3271484375,382122.6105957031,509767.4923095703,213105.615234375,313462.13830566406
[TG(52:1)]_FA18:1,478325.490234375,490359.494140625,577407.662109375,532085.736328125,680849.98828125,444960.6103515625,566806.3388671875,522287.7373046875,644329.2099609375,631530.86328125,532379.8583984375,516145.1171875,570810.9204101562,426939.6044921875,474326.8979492188
[TG(52:1)]_FA18:2,57819.404541015625,61569.403869628906,62175.3041381836,62138.704528808594,71670.8052368164,54537.76385498047,64080.82412719727,60019.28436279297,64416.84490966797,66952.00457763672,57007.30416870117,57058.82440185547,59387.98455810547,55142.3236694336,53825.723876953125
[TG(52:1)]_FA20:0,31535.54151916504,28922.101669311523,41234.70335388184,36717.10217285156,42454.72268676758,26303.60173034668,35772.44221496582,29617.02183532715,37267.98271179199,40907.58403015137,32345.68194580078,35381.90301513672,35814.522888183594,28195.601776123047,30456.022117614742
[TG(52:1)]_FA20:4,17737.10118484497,21300.22134399414,19962.60167312622,20283.22145843506,19719.12120819092,15904.841190338137,17976.601470947266,18159.72132110596,22423.08162689209,20651.281494140625,18304.581283569336,18519.961307525635,17555.101104736328,14785.480880737305,19098.561294555664
[TG(52:2)]_FA16:0,133135.7905883789,116000.48712158205,212729.7584228516,178237.95166015625,241348.91680908203,123922.00860595705,173126.97528076172,180536.01306152344,179617.01513671875,166286.19342041016,185158.01403808597,195569.5943603516,226650.5942993164,113291.82861328124,157368.05462646484
[TG(52:2)]_FA16:1,110757.34747314452,83587.86596679688,143942.63104248047,119475.02716064452,180689.87322998047,90789.62530517578,134005.63116455078,132362.609375,132409.14916992188,114282.46862792967,143445.8311767578,146566.5899658203,159437.21112060547,85573.42645263672,104716.44711303712
[TG(52:2)]_FA18:0,117730.98669433594,101019.2061767578,290407.30212402344,231612.0360107422,232776.0946044922,103048.90789794922,186158.0142211914,145610.94873046875,145703.93090820312,175386.45483398438,208527.2354736328,192718.65161132807,190274.93280029297,90569.22692871094,137424.68817138672
[TG(52:2)]_FA18:1,320359.38330078125,311382.70263671875,623399.8991699219,513281.6794433594,786854.5153808594,345975.14306640625,497078.1955566406,474953.4719238281,569937.28125,504093.1254882813,564345.3569335938,531462.0034179688,751794.3227539062,313613.1652832031,450488.654296875
[TG(52:2)]_FA18:2,532718.896484375,474282.271484375,576523.5234375,557451.0771484375,728729.818359375,455644.0927734375,598956.0087890625,494694.59375,572832.7421875,653710.3525390625,552109.60546875,537311.8369140625,607948.05859375,500496.330078125,514907.4931640625
[TG(52:2)]_FA20:0,23000.04162597656,23711.281616210938,27441.20196533203,24285.68173217773,25601.28207397461,20607.161418914795,23175.04165649414,25315.8018951416,25363.041702270508,27821.94184112549,22367.701446533203,23217.981521606445,23021.44198989868,18293.321228027344,23015.20175933838
[TG(52:2)]_FA20:4,19346.981163024902,24178.201629638672,22248.501419067383,22557.641746521,21842.7216796875,18193.001167297363,18187.421409606934,20870.10148620605,22558.18158340454,23783.84161376953,21200.64129638672,20118.621559143063,18451.241233825684,17358.02109527588,17986.761142730713
[TG(52:3)]_FA16:0,64078.14477539063,68756.7846069336,160723.13412475586,144197.51123046875,142149.6911315918,82917.52606201172,116421.04748535156,81137.08657836914,79175.1456451416,87166.30590820312,122336.79022216795,117460.42761230467,112680.52960205078,54715.80435180664,73559.0048828125
[TG(52:3)]_FA16:1,140817.71020507812,116365.30834960938,218307.49908447263,188762.2950439453,245166.93560791016,126424.52960205078,189594.21026611328,189613.61169433597,184094.25341796875,179435.6328125,196124.1151123047,205122.3770751953,236472.0557861328,113175.48797607422,156137.05206298828
[TG(52:3)]_FA18:0,35019.36247253418,30770.322296142574,71373.50550842285,63845.92388916016,49942.464111328125,31800.36242675781,44108.26333618164,43404.88340759277,38873.32235717773,40853.082748413086,49295.023864746094,49286.703674316406,44339.263122558594,27287.06186676025,34767.42254638672
[TG(52:3)]_FA18:1,173095.03186035156,148373.8516845703,409551.1950683594,329384.20703125,332597.78088378906,155965.90893554688,257755.0355224609,216080.33520507807,212227.95678710935,249802.59765625,299627.7021484375,274629.8740234375,294033.3848876953,141420.4697265625,201120.51831054688
[TG(52:3)]_FA18:2,440163.2136230469,329998.58154296875,599616.3811035156,527180.7751464844,914686.416015625,380616.9064941406,596084.5637207031,442561.6477050781,525458.7326660156,545050.9421386719,588633.2114257812,579090.8618164062,823178.6530761719,380297.4665527344,555692.2248535156
[TG(52:3)]_FA20:0,18695.121284484863,23680.261825561523,21235.621669769287,19717.5415725708,18447.0411529541,15957.381252288818,18132.36125183105,18799.76113128662,23566.5216217041,21542.98159790039,16068.661067962646,23693.06189346313,17313.8412399292,14751.941009521484,16657.62117767334
[TG(52:3)]_FA20:4,28260.12208557129,34046.922912597656,35773.78318786621,38171.8828201294,48464.04363250733,32291.542083740234,36664.14300537109,31880.502410888672,35528.102447509766,40021.122482299805,31396.262176513672,36556.3825378418,40782.92328643799,30431.5426940918,30256.06202697754
[TG(52:4)]_FA16:0,92058.126953125,291833.04205322266,296298.11993408203,284087.3794555664,386280.4926757813,343173.58142089844,323881.74029541016,171673.5106201172,164342.49194335938,135038.56939697266,307872.60388183594,267051.59869384766,166524.41067504883,164323.99084472656,112134.64736938477
[TG(52:4)]_FA16:1,60458.564208984375,73786.80438232422,158688.51040649414,144616.03085327148,143914.12951660156,85240.986328125,107618.90676879884,86246.24609375,80699.06634521484,87583.44622802734,124252.78881835938,118527.85012817384,106950.94647216795,61419.54443359375,73549.08444213867
[TG(52:4)]_FA18:0,20384.90135192871,23008.62149047852,25452.441970825195,24118.861923217773,20102.40138244629,17835.34112548828,20406.92169189453,23880.281883239742,24079.241790771484,21047.121475219727,20774.82160186768,20790.56143951416,20404.84117126465,16630.90104675293,17157.381450653076
[TG(52:4)]_FA18:1,39409.94290161133,35718.062744140625,90479.3273010254,75835.98518371582,61291.62432861328,36201.24234008789,59379.36462402344,48077.96380615234,42704.72282409668,44213.86280822754,64278.82415771485,60136.90399169922,51422.04405212402,32952.0622253418,43139.70358276367
[TG(52:4)]_FA18:2,267215.2392578125,185427.33129882807,403520.1440429688,376592.431640625,411099.626953125,216289.29663085935,355617.0876464844,243106.875,240084.5576171875,323722.0458984375,342811.5217285156,352115.9040527344,374499.1022949219,207562.43481445312,297493.640625
[TG(52:4)]_FA20:0,23703.98163986206,22327.861373901367,17869.121406555176,18514.221340179443,18535.74133300781,16200.001190185549,16366.681133270264,19865.761192321777,18791.24129486084,19804.941345214844,16059.321235656738,20490.42162322998,15053.40104675293,14177.50119781494,13716.640922546389
[TG(52:4)]_FA20:4,197768.59106445312,167506.13159179688,244584.93408203125,225464.0764160156,371441.4104003906,181585.673828125,267310.7585449219,191446.53369140625,223715.97290039065,265235.17822265625,222685.9189453125,229040.07666015625,306894.56103515625,207446.85668945312,225718.1170654297
[TG(52:5)]_FA16:0,28952.36204528809,39267.82263183594,43819.64315795898,39809.82284545898,40849.02311706543,33693.7024230957,32474.50262451172,37445.32247924805,37503.78302001953,34762.64291381836,32152.3018951416,40065.90308380127,34794.702407836914,27355.741638183597,29792.762252807617
