Lipid,Class,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,8591.540615081787,8456.700565338135,7244.800518035889,7988.360569000244,7816.26053237915,8907.860569000244,13441.081062316896,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C18:2,DAG,109299.7276725769,113251.20805740356,109317.9079246521,109915.72829437256,111832.16817474364,111020.0676765442,709841.7547607422,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C16:0,DAG,130581.6091003418,50691.26340484619,98555.92654418944,90613.24697875977,98344.44711303712,112278.04809570312,52276.98394775391,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C16:1,DAG,67069.66470336914,46460.62314224243,55960.34382247925,74295.64514160156,55659.34371948242,65955.8447265625,45867.14334106445,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C18:0,DAG,26704.64191055298,25374.261680603027,27514.74207687378,40624.70297241211,35630.18248748779,42274.72296142578,29006.86210632324,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C18:1,DAG,42256.54303359985,40151.42259597778,41986.6427154541,42853.24292755127,40387.16309738159,40802.52306365967,44881.66304016113,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C18:2,DAG,45363.322982788086,45607.54321289063,45655.34311294556,46769.00330734253,48093.62321853638,44082.02321624756,52044.78363037109,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C16:0,DAG,102057.5484008789,31000.86223602295,72302.76501464844,74846.68493652344,63046.20407104492,72877.54525756836,43977.2028503418,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C16:1,DAG,109318.46719360352,52973.3235282898,77004.34592437744,93688.8663330078,105465.96740722656,122806.8289794922,55637.703552246094,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C18:0,DAG,46388.06331253052,43428.14306640625,39939.32264328003,71013.56498718262,54174.62399291992,87921.56652832031,52143.92370605469,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C18:1,DAG,28939.62195968628,28068.68203353882,30405.00210571289,29646.322006225582,30460.52212524414,30672.162090301517,30433.421905517574,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C18:2,DAG,46557.163330078125,44818.74328613281,49830.50387954712,45236.743072509766,47366.543422698975,44700.58319091797,50028.90385437012,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C16:0,DAG,2675.9801864624023,2634.5201873779297,2629.900188446045,5739.160369873047,2655.0401649475098,14320.860980987549,23162.98149871826,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C16:1,DAG,16482.981239318848,25595.8419380188,2925.840209960937,2927.060199737549,2928.700206756592,3175.8002166748047,5898.74040222168,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C18:0,DAG,34286.72241592407,32671.36211013794,32912.922355651855,75808.60562896729,62219.023944854736,102812.00730514526,45704.34292602539,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C18:1,DAG,36473.7025642395,35219.08277511597,35950.72249984741,36243.3222618103,38286.28260040283,34051.22240447998,44023.92338562012,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C18:2,DAG,55590.90390396118,60123.82418823242,60156.10428619385,60464.32412338257,60343.30421829224,53721.56405258179,65164.82434082031,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:0,DAG,2624.980182647705,2634.140182495117,2629.0401725769043,4313.620273590088,2629.1601753234863,2627.2401809692383,3767.960250854492,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,DAG,78845.845703125,33282.022159576416,4323.400299072266,3423.520206451416,3527.30025100708,9142.540592193604,2929.0802116394043,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:0,DAG,28495.80195617676,25348.08180999756,28186.682067871094,52429.503509521484,33266.92207336426,36082.98226547241,31889.96241760254,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:1,DAG,35343.36249542236,33004.12224960327,35267.56262969971,37908.14261627197,36874.5226020813,33221.76237487793,52983.62411499024,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:2,DAG,40435.8829536438,40035.00287628174,40262.46292114258,41722.54307937622,40110.76300430298,39192.22269439697,46965.44367980957,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C16:0,DAG,2624.8001823425293,2634.3401794433594,2629.560173034668,10666.580825805664,2628.8601837158203,2653.7601776123047,2623.7001914978027,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C16:1,DAG,46276.88342285156,36553.82249832153,19771.90140914917,26582.581882476807,8858.200733184814,50574.44366073608,2927.8002281188965,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:0,DAG,34271.30238723755,35524.222343444824,33342.56246185303,44601.40347290039,33725.6422958374,39328.4630279541,34644.682525634766,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:1,DAG,28525.78195953369,31621.08224105835,30879.66227722168,33675.20240402222,29984.9821434021,28317.96198272705,32716.282470703125,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:2,DAG,37798.88283920288,35759.042404174805,41647.62302017212,38805.38270950317,36826.08271026611,38969.78276062012,49277.9236831665,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C16:0,DAG,3085.680233001709,5064.200336456299,3712.300239562988,222648.13648986816,3154.3002281188965,2700.920185089112,2623.120189666748,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C16:1,DAG,55218.52389526367,32942.702575683594,47512.52352523804,66513.86492919922,49060.12350463867,62158.224197387695,3145.3802223205566,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:0,DAG,30780.222339630127,28770.321952819824,30585.02226257324,44491.46307373047,36801.22239303589,39221.862995147705,34969.36227416992,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:1,DAG,37224.72280502319,36925.722370147705,37609.122619628906,37298.22264480591,38430.32266616821,35237.98267364502,38631.74266052246,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:2,DAG,37310.302734375,35170.062675476074,31922.062313079838,35372.16262435913,33264.96236419678,33743.662494659424,36274.84265136719,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C16:0,DAG,82408.26580810547,30754.14221572876,63281.56448364258,77735.76496887207,53907.80375671387,71316.46490478516,41486.92295837402,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C16:1,DAG,171294.5137939453,26513.001823425293,567428.6007919312,591705.0591125488,418174.77209472656,666989.4177398682,48801.16325378418,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C18:0,DAG,59030.08438491821,58519.24393081665,57437.42406845093,995385.1899681092,515416.0616493225,975274.7439804076,65619.12463378906,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C18:1,DAG,32248.48246383667,32160.94245147705,30317.822330474854,31608.92223739624,33709.62228012085,32215.902297973636,36607.54252624512,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C18:2,DAG,38083.72281265259,9768.140670776367,7226.800510406494,8451.220531463623,17772.701358795166,27065.482021331787,68660.08500671387,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C16:0,DAG,62751.604164123535,25052.661849975582,53422.54386901856,65540.02490234375,43534.243240356445,54383.30375671387,44099.44332885742,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C16:1,DAG,41400.20281982422,23066.96155929565,45416.58310699463,63759.42420959473,48150.46347045898,52802.54364013672,39241.48283386231,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C18:0,DAG,32326.74236679077,29156.901977539062,29479.72217941284,47719.94356918335,36199.22253417969,35289.40252685547,33375.92207336426,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C18:1,DAG,70616.42520523071,73708.36491012573,72653.2653427124,71807.62506484985,76765.4054222107,72294.42510604858,75473.78607177734,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C18:2,DAG,39001.48250579834,35581.82252120972,35586.82238006592,38371.50268936157,37431.98266220093,38350.62273025513,45777.18324279785,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C16:0,DAG,181273.23345947263,44351.043323516846,106015.9469909668,260542.7165527344,91304.46649169922,128337.40913391112,459848.6701354981,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C16:1,DAG,30595.982021331787,15604.701118469238,38435.54262161255,72869.30493927002,42877.04292297363,47073.60346221924,98653.00793457033,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C18:0,DAG,38530.54296875,39210.52281188965,36762.02254867554,62855.56407165527,64417.46405029297,68530.78498840332,44310.54315185547,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C18:1,DAG,28511.762042999268,31293.32211303711,33080.102184295654,30394.26226043701,29353.542140960693,30920.32209014893,34826.782455444336,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C18:2,DAG,73813.50559616089,68155.10456085205,67618.88465881348,71555.66498947144,69295.72491455078,66172.68467712402,78404.32556152344,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C16:0,DAG,1070405.0447998047,140778.8073539734,476966.8588562012,2177050.8026428223,459338.4711303711,511793.8184814453,5644166.026489258,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C16:1,DAG,9784.160690307615,12947.620826721191,90420.52602386476,583394.2962036133,139548.87042236328,142566.6081047058,1920249.1141052248,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C18:0,DAG,30105.98211669922,31413.44222259521,30288.38204574585,55043.0245475769,35912.80265045166,39752.72287750244,109558.00833129884,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C18:1,DAG,38306.682720184326,40778.32300567627,35319.64282989502,36702.72272872925,39864.4229850769,38230.10275268555,59077.4241027832,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C18:2,DAG,32197.16237258911,31187.88228225708,32687.30244064331,30840.18218231201,31200.5020904541,32377.682346343998,35194.90222930908,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:7)|DG(35:0)_C16:0,DAG,3254173.058166504,357169.2051124573,1248185.9158325195,5987836.217910767,1243300.4282226562,1592000.1146240234,19974577.3984375,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:7)|DG(35:0)_C16:1,DAG,2928.8402137756348,7936.96053314209,294905.582447052,2562404.407539368,511315.8357887268,187126.4339790344,15056646.359405518,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:7)|DG(35:0)_C18:0,DAG,109248.72749328612,105522.46744537354,101422.38722991943,262946.91856765747,142555.50914001465,160368.25204086304,510965.3532714844,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:7)|DG(35:0)_C18:1,DAG,38111.32259750366,39237.30274581909,41866.302993774414,43699.04281997681,43063.48302459717,34999.18257522583,298467.1682128906,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:7)|DG(35:0)_C18:2,DAG,43425.383266448975,41186.98294830322,43665.362995147705,44043.503299713135,41405.68296813965,41003.12269973755,60321.48377990723,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:8)|DG(35:1)_C16:0,DAG,129288.40892410278,24872.861686706543,87140.92568969727,65046.06453323364,77802.54521179199,121746.24911499023,56387.70364379883,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
DG(36:8)|DG(35:1)_C16:1,DAG,2927.500198364258,9304.880458831787,3550.7402381896973,3436.740257263184,172521.23169326782,2926.340209960937,47492099.30102539,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Male,Genotype: WT | Brain Region: diencephalon | Sex: Male,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Male vs Genotype: WT__Brain Region: diencephalon__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
