lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cerebellum,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_diencephalon,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
LPE(20:3),3.5266843328731734,3.058118065298373,229.4291825158777,7.940155671041511e-52,6.100686273916894e-50,PE,103445.78802108765,154099.91077041626,152708.03170776367,118867.42853164671,83106.7262916565,44359.44305801392,103787.7872505188,77489.36529541016,46858.88328170776,28154.30215072632,54969.74362564087,7855.660625457764,2524.6801681518555,4231.86022567749,9953.24084854126,2019.980136871338,10546.960926055908,2204.24015045166,3469.9802780151367,2139.6401557922363,3029.920223236084,4398.340377807617,2223.3801498413086,3120.4002113342285,4029.80033493042,2424.300148010254,2875.400218963623,2212.4001693725586,2059.740146636963
LPE(20:0),3.509637851238993,2.307987056538774,227.528310662758,2.062477521621355e-51,1.547817433086538e-49,PE,54358.74401855469,71327.20523071289,89018.14569473267,62723.90397262573,57580.28396606445,28689.922233581543,62791.22442626953,54680.84397888184,31308.202213287357,20198.2014503479,34505.16239929199,4801.900329589844,2990.2601928710938,3630.240203857422,8640.460594177246,2571.800178527832,2225.06014251709,2104.6001472473145,2223.6801376342773,2034.1601486206052,2085.120147705078,1964.2201461791992,2188.1601524353027,2124.74015045166,2348.7601776123047,2012.6401329040527,2066.400131225586,2062.580146789551,2168.840148925781
PC(22:0),-3.1647547561213925,9.048009267922755,226.96248010778072,2.740272785102025e-51,2.009740972164599e-49,PC,531887.6955566406,672325.24755859375,588671.8991699219,742475.70751953125,695501.8420410156,564488.13671875,426230.734375,560010.240234375,516390.697265625,548612.9410400391,569792.064453125,475063.4091796875,411023.3898925781,624878.14599609375,304280.3046875,587647.1022949219,3104708.169921875,3380154.7939453125,3391033.039550781,4077941.171142578,3523188.8232421875,3545898.803222656,2950728.889160156,2455371.291015625,2865448.8569335938,3060141.030273437,2676939.390625,3219591.5419921875,98047.44714355467
PI(36:3)|PI(P-37:2),3.456420857548029,11.089790889165974,222.14150840333153,3.0851483071128167e-50,2.2123941304562353e-48,PI,4428727.073242188,5443784.540649414,2147870.8178710938,630803.6973876953,29083947.72460937,66877751.630615234,10330258.842285156,3184005.4140625,59990527.765625,53845530.97094727,9342740.931274414,1947539.044555664,24984236.60632324,5091914.101928711,4712844.533203125,1350169.4668579102,757759.4771728516,1254464.4721679688,1975137.4112548828,581778.1024169922,582837.7598876953,2432135.750488281,535294.7381591797,433679.2108154297,970968.29638671875,1303868.2182617188,514046.9611816406,369922.0651855469,65510.98474121094
[TG(52:6)]_FA18:1,-3.122185125656984,7.086774834359884,221.54695151235683,4.158716076475257e-50,2.917429734518621e-48,TAG,102243.20776367188,121069.18780517578,112425.6277770996,131967.18701171875,178240.21319580078,245038.7148132324,120684.38989257812,112161.5473022461,285289.8380432129,242291.735534668,116571.5085144043,87690.1060180664,182451.2543334961,139051.8494873047,99112.92694091795,96259.62655639648,688485.6643676758,931401.8006591796,1066035.6912231443,1258333.384338379,1120744.7209472656,920275.6701660156,654447.2392883301,516530.4511413574,665263.981628418,526427.0777587891,642801.4500732422,758671.7067260742,25199.92176818848
DG(37:3)_C18:1,-3.1187605395343376,2.333629324873641,220.9724483944426,5.5497047470367035e-50,3.81040366355052e-48,DAG,6432.740455627441,13280.180881500244,2912.7402153015137,6818.940452575684,2889.380210876465,2895.7602005004883,2888.8001976013184,2897.8402137756348,2895.6802139282227,2895.220195770264,5565.220329284668,2891.4002113342285,5187.640392303467,2897.7801933288574,2904.4201889038086,2893.7402114868164,60563.52417373657,62273.94435882568,61991.58452606201,60999.32406616211,3869.980239868164,2896.24019241333,5508.500411987305,2895.380207061768,2901.360202789306,2894.9402084350586,2895.280216217041,19418.38132095337,57847.16430664063
[TG(55:9)|TG(54:2)]_FA18:0,3.43248311144908,12.665302296492962,219.62523559764605,1.0917660192907686e-49,7.339851967190231e-48,TAG,20135186.63671875,22466129.80859375,10897411.421875,4728910.48828125,93737257.5703125,166212090.7294922,57749567.3203125,14667957.84375,130882423.875,130580360.55566406,30752217.77050781,9017738.70703125,86933857.62792969,20687776.190429688,16983914.890625,8741742.3681640625,2413840.3603515625,3012699.4794921875,5918211.8486328125,1105045.3950195312,2124234.59375,7007404.674804688,1831947.828125,2179943.7119140625,3688242.5615234375,3207255.908203125,1973981.6337890625,1147009.3598632812,511983.2807617188
[TG(52:5)]_FA16:1,3.4220502876847596,11.067291513147012,218.52998860427937,1.8924976224833304e-49,1.2214179655507416e-47,TAG,4311219.927612305,6939905.562011719,2812605.356201172,1145394.4672851562,22756955.450195312,52519768.52233887,13118733.21484375,4005388.576660156,59299441.791015625,58937981.88745117,13869488.4453125,2926417.892700196,22583279.70800781,5971475.83215332,4966075.661621094,1683229.173828125,796958.3020629883,982088.5549316406,1761280.443359375,587599.0573730469,534998.7801513672,1964969.8090820312,874450.8079833984,725052.80029296875,1049022.6844482422,1408945.859741211,705024.6236572266,434275.0645751953,94951.92645263672
DG(37:5)_C18:1,-3.0993527272994763,2.5018462659160896,218.54234526182532,1.8807884982109662e-49,1.2214179655507416e-47,DAG,2886.6801986694336,2891.3601989746094,2884.100215911865,6905.040473937988,2890.080207824707,2894.860202789306,2889.0202026367188,2896.9002227783203,2896.280204772949,2894.880207061768,10883.44066619873,2890.8602142333984,12381.320919036863,12526.460834503174,2903.9202041625977,6792.460395812988,33694.60223007202,34951.06262588501,33703.902561187744,33076.502296447754,30997.30223464966,31499.762420654297,30619.48203277588,31515.062091827396,14356.421070098875,11309.060817718506,24446.92170715332,27365.08196258545,56453.1436920166
PI(35:5)|PI(O-36:5)|PI(P-36:4),-3.0114372212747482,6.320473001890555,207.66165545119475,4.446718280213046e-47,2.8136391941661765e-45,PI,82408.72607421875,98120.70639038086,99700.68795776369,109441.62689208984,112311.36953735352,111296.08819580078,71653.2045288086,90236.58599853516,93909.50631713869,88087.32638549805,72486.544921875,74545.58480834961,74308.6450805664,120402.6078491211,79399.58547973633,80061.4253540039,388572.6688232422,533139.2157592773,583100.7196350098,718094.7596435547,528024.7982177734,533183.2753295898,377364.7880554199,306537.96182250977,425933.5524902344,376345.1072692871,410958.17178344727,466885.6948852539,43434.64291381836
[TG(53:10)|TG(52:3)]_FA18:1,3.2914501964368403,12.425092840672662,204.9419874298124,1.7435869245859187e-46,1.0820298087766845e-44,TAG,14022044.471679688,15628177.849121094,7012539.479003906,2511466.0415039062,71928675.7084961,142125803.67773438,41884178.62304688,9725174.7822265625,129024829.703125,117030653.37792967,33074835.2109375,6051459.1767578125,75896209.75097656,13668517.287109377,13862517.69140625,4838401.55078125,2161427.8603515625,3610917.8413085938,6315117.249511719,645112.4892578125,1059440.830078125,7800747.215820312,1209792.3237304688,1198258.2353515625,3417249.4409179688,3785124.1166992183,1297879.94921875,586284.3837890625,236402.71728515625
[TG(52:4)]_FA16:0,3.2799016651851076,10.92696976138343,203.7503817955102,3.172865298609672e-46,1.9318559091723417e-44,TAG,4344533.141845703,6648161.799194336,2829650.803955078,1077039.3637695312,21466997.586914062,49522538.92163086,11294375.028320312,3815947.595214844,50693618.10070801,54317168.25537109,12653907.200195312,3212579.6696777344,17195213.707763672,5562128.345581055,4698419.847167969,1615988.9428710938,822426.9315185547,1009654.7579345704,1812122.2934570312,590144.6213378906,500030.8565673828,1929035.4139404297,850963.6040649414,720762.3729248047,1097110.1400146484,1331776.1258544922,695746.9313964844,411426.8530883789,62756.04425048828
[TG(55:11)|TG(54:4)]_FA18:2,3.2573883096154272,13.047449657586721,201.43422308076862,1.0159159319225558e-45,6.071038356137199e-44,TAG,26001397.98828125,27005010.8125,17258326.552734375,8431649.31640625,116537301.6015625,207771472.12695312,73999389.046875,17617256.4296875,170129615.60546875,161575940.31640625,47583899.3125,12136160.314453123,114856313.2109375,25594918.41210937,25500714.728515625,11815217.748046877,3301543.952148437,4472253.104492188,8819074.50390625,1738401.873046875,3078562.138671875,9954842.626953123,2268618.998046875,2899568.306640625,5685630.9228515625,4988067.837890625,3101833.4892578125,1706629.7392578125,661027.271484375
[TG(58:8)|TG(57:1)]_FA22:5,3.250717444678152,9.372351434532357,200.74771902924292,1.4343804420834095e-45,8.415901248369386e-44,TAG,1745997.344909668,2097906.6514282227,1127911.9031982422,480557.8311767578,7419300.512939453,16270115.06225586,4018195.4786376953,1169496.2634887695,15087319.422851562,16822360.100219727,3335192.1372680664,913452.8427734376,9398054.451416016,1753179.598449707,1866207.271728516,760021.5360717773,314967.899597168,263464.4387817383,293226.9401245117,200758.1923828125,359791.5073852539,751142.2346801758,259154.2781677246,348053.2848510742,321026.10388183594,460648.3713684082,226508.2974243164,249467.2393798828,52418.30358886719
[TG(58:9)|TG(57:2)]_FA22:6,3.246565070443846,9.531002586223403,200.3217003242571,1.776764882910449e-45,1.0238607637771463e-43,TAG,1972776.3262939453,2385301.756347656,1212081.3287963867,574878.4618530273,8125127.973144531,18189864.07666016,4386463.037963867,1222356.7747802734,17362240.228515625,18077291.34069824,3830376.834472656,1084350.172241211,10723650.870483398,1922102.0542297363,2090926.7958984373,779887.7354125977,368826.1061401367,291211.6604003906,350254.0643310547,224808.09393310547,390536.54486083984,836424.27880859375,269657.8424682617,387442.3811035156,363793.22497558594,522255.4940795898,236036.97723388672,291046.56091308594,65577.12463378906
[TG(55:10)|TG(54:3)]_FA18:1,3.233072285320625,12.900842601770636,198.93974341926952,3.558005514608076e-45,2.0143304904632037e-43,TAG,24022268.41015625,26828180.169921875,14899053.809570312,7219502.12890625,102442900.00976562,195246782.48828125,67976102.9765625,17210453.130859375,149903945.83984375,140243757.23828125,46036114,12078700.556640623,100669974.07421876,23405168.529296875,20457025.31640625,10445643.185546877,3244739.0869140625,4212054.8203125,7935249.62109375,1429987.4130859375,2251847.0361328125,9058805.5,2203328.951171875,2932485.890625,5268510.0693359375,4833666.279296875,2680393.280273437,1718448.5458984375,573113.1435546875
[TG(57:12)|TG(56:5)]_FA18:2,3.206246655297245,9.584639519991251,196.1960972209827,1.41243226732488e-44,7.858480908029979e-43,TAG,2276504.5861816406,3050178.5345458984,1952659.9949951167,986785.0477294922,8441733.1611328125,16995880.77380371,5242910.946044922,1827373.2243652344,16960404.431640625,18438864.83972168,5251584.755859375,1966623.3892822263,8046625.0693359375,2618191.253051758,1969789.5361328125,1128849.8087158203,403290.5104980469,293535.4989013672,663654.440246582,187006.0157470703,256642.74005126956,461261.3913574219,415274.2276611328,429406.5279541016,648714.1624755859,536300.6734008789,408651.07177734375,203441.07550048828,49453.223205566406
[TG(57:9)|TG(56:2)]_FA18:0,3.198215255407153,8.771266411237947,195.3760884495823,2.1327045120167495e-44,1.166480925470856e-42,TAG,1399876.3697509766,1271203.9591064453,1188641.5225830078,625587.4868774414,5152419.646484375,10191903.440979004,2980041.9189453125,803179.7800292969,9988929.838134766,10101040.147460938,2352660.5584106445,948547.505493164,5093689.684509277,1145732.017944336,1052739.1328125,823417.0814819336,207988.35424804688,193606.85424804688,276994.12017822266,129703.0894165039,206444.85485839844,262665.6979370117,172794.3324584961,262015.45849609372,379287.67010498047,253663.67669677731,252235.5555419922,194470.53515625,43043.86297607422
[TG(52:4)]_FA18:2,3.1925415398400308,12.631202481915107,194.79998918762266,2.848812606875364e-44,1.5321863803977998e-42,TAG,15949917.62890625,16607130.829101562,8464221.0908203125,3331929.3486328125,84051406.8984375,154451018.515625,47752305.224609375,10069088.485351562,149859883.40625,142734082.1533203,36815894.7109375,6784304.91015625,88280283.59863281,15805425.666015623,15305682.774414062,5960757.330078125,2498661.77734375,4184281.209472656,7982811.5703125,918628.2783203124,1752291.62890625,9391646.5234375,1411529.3525390625,1335286.2202148438,4278430.5458984375,4405087.896972656,1804337.041015625,698688.4267578125,400788.845703125
[TG(57:11)|TG(56:4)]_FA18:2,3.1910734101895017,8.928626507364777,194.64863922228506,3.073945742408873e-44,1.626167690287448e-42,TAG,1525076.6829833984,1364942.889892578,1310881.4432373047,749877.8983154297,5960703.369628906,10995359.990112305,3502541.3828125,889038.8934326172,10961054.037597656,10822770.368286133,2682525.8408203125,994420.1602783204,5980027.896728516,1294508.6135864258,1373933.6539916992,883114.4450683594,225100.8756103516,205797.7950439453,316715.801940918,149593.69146728516,237883.77575683597,292889.2003173828,175957.61419677734,278134.52154541016,458830.8281860352,290301.6027832031,287992.54260253906,212845.3153076172,51036.283752441406
[TG(54:5)]_FA18:3,3.188979278972672,13.066829101532527,194.43716105296556,3.4186275031694685e-44,1.7793404762464315e-42,TAG,28444067.935546875,31108026.01953125,19196420.65234375,8056271.05859375,118270568.8828125,207756667.5556641,72305130.765625,20063448.3203125,164483905.14941406,160982949.77734375,48681706.8203125,13647533.337890623,116783358.08203124,26541942.56640625,24288603.046875,12705059.989257812,3550991.163085937,4798174.0634765625,9120615.2783203125,1648068.705078125,2720882.05078125,10674971.7734375,2349270.6494140625,3395985.734375,6000276.9736328125,5452906.95703125,3358846.0712890625,2035862.8037109373,720653.3662109375
[TG(52:7)|TG(51:0)]_FA18:2,-2.903312607343588,6.9536111612031,194.39877978435743,3.485207236911885e-44,1.7852005957959767e-42,TAG,103231.98809814452,116841.22833251952,119245.9077758789,126505.8480834961,177558.99172973633,248778.0178527832,127277.9086303711,110327.00775146484,290025.6623535156,273637.92028808594,124679.2495727539,86249.22595214844,197324.45251464844,149924.77075195312,99181.94775390624,113300.70819091795,558020.3389892578,767296.1175231934,960822.2669067384,1000513.9033203124,863468.7344665527,839619.7496948242,647520.7823486328,468646.31213378906,671083.8134765625,516822.9959106445,667017.1068115234,754460.041809082,31425.24237060547
[TG(57:11)|TG(56:4)]_FA18:1,3.1832520097089456,9.497149344800548,193.85314417083643,4.584754503354282e-44,2.311719184738167e-42,TAG,2097619.41003418,2943675.2709350586,1729387.2676391602,846326.5197753906,7033007.064331055,16991797.455932617,4613641.12109375,1863100.9135742188,16299215.590820312,17338957.65753174,4994340.529052734,1860284.0654296875,7654108.523071289,2401187.067932129,1702132.4145507812,1032349.5600585938,398067.6519775391,303255.9664916992,616025.5849609375,179568.55419921875,201815.2554931641,443088.79052734375,404515.74853515625,435894.4509277344,612248.3125,518743.6163330078,368295.76696777344,204883.63623046875,41847.18273925781
[TG(57:10)|TG(56:3)]_FA18:0,3.1810253337463412,9.386488107992998,193.62657295418282,5.137676906667937e-44,2.550658981202682e-42,TAG,2024598.7119140625,2812167.376220703,1747088.8176269531,731171.4381103516,7224117.029296875,15283537.65197754,4424058.561279297,1658019.0948486328,15068046.932128906,16527461.751342772,3966932.4439086914,1797301.6671142578,6642723.069702148,2312920.196533203,1574035.2817382812,979512.8357543944,371757.7614746094,252815.4339599609,613320.8469238281,159467.4721069336,203809.43432617188,397273.4122314453,402701.30670166016,392010.63067626953,541845.7578125,474341.0657348633,359602.74475097656,177720.77178955078,43386.563079833984
PG(16:0)|LPG(17:0)|LPG(O-18:0),-2.886471129913774,5.153140202874583,192.34901586269734,9.763550040465112e-44,4.7737842394819566e-42,PG,4172.8003005981445,18692.180980682373,2115.7601585388184,2188.340156555176,2144.260154724121,4005.600296020508,2063.680145263672,57335.52450942993,2183.820152282715,4044.0602111816406,3967.66032409668,8105.900585174561,8641.86054611206,161909.91320037842,147172.33005523682,244495.80291748047,273059.59765625,262679.36181640625,228141.4754638672,303641.2001953125,139641.58758926392,159108.67184829712,96246.5067062378,311080.121219635,186003.81185531616,251638.29901885983,177645.45287322998,93454.22579193117,39920.40306472778
[TG(57:10)|TG(56:3)]_FA18:1,3.166589869845158,8.86451101274647,192.1594746266419,1.0739350696125305e-43,5.172520103939755e-42,TAG,1404570.0012207031,1363360.4318237305,1153755.5366210938,668297.9665527344,5069868.409851074,11189371.845214844,3112014.184936523,897075.9157714844,10681460.308105469,10268396.130432129,2613663.984863281,1027099.6799316406,5888966.952392578,1217817.961303711,1159069.5668945312,859304.3580322266,219873.79418945312,210141.032409668,296877.96112060547,146430.55059814453,200868.234375,295512.0810546875,176788.83197021484,287935.04260253906,442820.0521240234,292972.45794677734,261485.51922607425,211665.0748291016,45031.72344970703
DG(40:10)|DG(39:3)_C18:0,3.1601795196991542,4.338161710472876,191.46925954811655,1.5192517818789914e-43,7.209743382534566e-42,DAG,21454.76149368286,162299.21299362183,21008.58154296875,20237.28147506714,18276.901279449463,14495.061027526855,19755.66139984131,14984.681056976318,15597.841064453123,16362.201206207275,15612.34119796753,11934.500816345217,15486.941066741943,1000045.3145713806,1184083.7992134094,15891.101108551024,8911.440658569336,2589.300205230713,9638.220623016356,2687.540180206299,16221.381072998049,11740.800819396973,17079.741241455078,10694.380760192871,13053.840934753418,10730.2007522583,17500.981315612793,10710.380760192871,3224.120246887207
