Lipid,Class,07052023_ELOVL1_5Xdilution_HEPG2-01,07052023_ELOVL1_5Xdilution_HEPG2-02,07052023_ELOVL1_5Xdilution_HEPG2-03,07052023_ELOVL1_5Xdilution_HEK293-01,07052023_ELOVL1_5Xdilution_HEK293-02,07052023_ELOVL1_5Xdilution_HEK293-03,07052023_ELOVL1_5Xdilution_Blank-01,Title1,Title2,Title,length1,length2,Blank_name
FA(27:1),FA,8887.020676,12141.22092,13746.02106,10969.56067,13492.52098,12606.80089,5409.960396,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(27:2),FA,6150.840443,8424.140587,10140.72068,7368.84053,7991.780579,8817.52063,4250.640263,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(27:3),FA,11632.18085,14442.92104,15319.34108,11442.84093,10667.96083,12982.70087,6121.680454,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(27:4),FA,13962.84099,15609.72113,15089.20116,13890.781,12067.70084,12407.88083,7599.560547,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(28:0),FA,6801.740486,9462.720673,10657.62082,7790.300514,8157.240589,9942.900627,4102.540291,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(28:1),FA,12779.94096,17346.36116,17765.08133,14267.94105,15144.9611,15920.1812,5316.000389,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(28:2),FA,75035.52639,112456.4103,130870.1862,56028.16447,54253.52287,83812.30568,5432.480377,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(28:3),FA,5405.980358,8456.020561,10247.8607,6870.840439,6849.640518,8856.820667,4240.540302,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(28:4),FA,5992.860413,8065.400581,10146.58076,7213.940514,7916.300583,9899.560699,3978.220268,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(28:5),FA,5943.960388,9046.980698,9730.460732,8364.840611,8869.560558,9397.200653,4229.600285,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(28:6),FA,7518.780518,10491.26073,13391.34097,8334.96051,8873.040619,11443.02086,3830.300293,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(29:0),FA,12763.18091,21163.2814,28489.36212,17971.00122,20788.12149,26591.1618,6769.060425,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(29:1),FA,11147.48087,18019.62115,20986.9016,16152.12112,16960.34113,20495.62144,6129.800438,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(29:2),FA,8273.300625,11976.34085,13779.26102,9903.720734,10463.12079,13457.78084,4415.180332,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(29:3),FA,7961.160603,11852.56084,12668.10088,9452.160667,10734.80082,12471.58093,5307.300369,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(2:0),FA,23971.78171,42817.12302,54278.98367,35533.08255,53085.66364,55396.52426,15082.46107,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(30:1),FA,11093.64078,16440.98114,21065.0415,13008.48087,15694.76112,20745.96143,5440.700443,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(30:2),FA,9495.660728,14239.70107,17991.48131,11677.70084,13427.68099,16089.6013,5662.980434,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(30:3),FA,10285.08078,17656.72121,19790.86128,14002.82101,16452.30126,20664.40142,5974.480423,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(30:4),FA,9954.500732,13185.22101,15006.40105,11443.76085,12194.34085,14924.44105,4936.740372,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(30:5),FA,5638.720375,8057.000481,9539.920708,7346.8405,8846.640713,8757.060665,3173.680229,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(30:6),FA,6614.540466,10525.04077,12831.60088,9140.860645,10057.72069,11927.38087,4340.360271,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(31:0),FA,6571.180496,9584.760742,12927.76091,7976.760498,9795.120705,10741.62074,4243.860313,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(32:0),FA,6710.540482,9951.400734,12886.42091,8617.700581,10525.54069,12938.3409,4565.180313,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(32:1),FA,6654.380447,10373.10068,12336.62097,8204.360546,9801.58062,12207.54094,4333.580303,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(32:4),FA,6622.000435,11775.68079,14173.02098,9997.320717,11227.44077,13332.96103,4205.400303,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(32:5),FA,6695.920464,10233.26068,11424.46082,8253.500626,8805.740608,11773.88084,3698.360226,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(32:6),FA,6705.640472,8815.420589,9822.980652,7588.500629,8233.100574,9132.700668,4315.640335,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(33:0),FA,10352.04066,15046.02106,20252.1214,10741.78083,16065.72101,20357.72162,4086.460278,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(34:0),FA,6452.780479,8760.860565,11215.16077,7781.160576,8066.720623,9764.200691,3381.980247,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(34:1),FA,6690.78046,9472.500656,12004.28084,7700.660542,9819.960659,12338.76083,4421.580296,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(34:5),FA,5888.520416,8491.460518,10017.06085,6869.180473,8352.040562,10331.84073,3664.260242,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(34:6),FA,6251.260445,9480.780636,11755.62081,7321.360535,10357.60069,11557.86084,3633.320255,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(35:0),FA,6723.480476,10631.40076,12055.32092,7287.000492,9557.840691,11691.58086,4055.560299,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(36:0),FA,4547.360325,7093.560448,8851.94059,6060.560371,7284.400513,9530.22068,3457.080219,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(36:4),FA,5962.740398,7268.260544,9403.160645,6593.420444,7470.14045,9134.560638,3213.740219,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(36:5),FA,5094.120415,6621.68045,8704.40065,6288.120468,7145.24049,8194.960526,3121.400215,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(37:0),FA,4339.880302,6722.140507,8126.080597,5382.680386,7236.800499,9417.840618,3255.660225,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(38:0),FA,4293.540306,6573.660469,8969.940605,5699.800373,7698.980579,9095.060669,3379.200256,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(38:4),FA,3835.400291,5550.800415,6839.300514,4900.420303,6623.32045,6997.320473,3252.62022,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(38:5),FA,3649.480244,5840.220409,7604.140614,5002.540398,5886.440407,7663.200546,3051.800213,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(38:6),FA,4085.000286,5951.700455,7646.020561,5028.28035,6198.960445,7897.980583,2876.860207,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(3:0),FA,13955.521,30213.74231,39201.34265,23130.70169,36504.72235,42030.06329,9272.680641,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(3:1),FA,9775.82061,18129.62125,24411.04175,14799.5811,22631.68169,24426.04166,6526.520515,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(40:6),FA,3605.520267,4754.380333,5341.180389,4114.900311,4822.380344,5776.6604,2522.500187,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(42:6),FA,3623.000267,4664.420319,5415.360359,4355.18029,4866.92033,6024.760445,2434.860184,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(46:0),FA,2689.560211,3251.960232,4015.880272,3291.080269,3345.280258,4292.460323,1957.000141,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(4:0),FA,59131.80389,131787.8899,190948.715,88853.42645,158971.5911,186972.7934,28305.64191,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(4:1),FA,16788.88113,35542.54251,49915.36337,26426.86182,43876.30328,50015.86377,11034.38086,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(5:0),FA,46131.38287,101660.9879,143455.75,70090.84467,121189.9486,141616.6898,23658.74176,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(5:1),FA,37229.86258,77979.08582,108944.8884,55932.80365,94465.60699,108592.0873,18946.44144,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(5:2),FA,74595.12451,143448.7513,205228.3542,106599.2677,171317.8327,208991.9349,37717.22263,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(6:0),FA,78408.18573,164131.6517,200527.5944,123051.9883,182251.972,220108.3761,41795.34302,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(6:1),FA,8491731.172,13417756.07,13135031.44,11515363.95,11756658.18,12596248.78,4880420.875,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(6:2),FA,36891.92267,73364.76514,105262.3477,52864.5433,85088.84622,105181.3074,20814.14142,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(7:0),FA,71546.7655,168029.5502,224051.4949,121221.0486,199815.274,230612.0967,40338.50275,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(7:1),FA,64101.88464,141112.0503,198140.7122,99296.7674,168855.4712,198219.1537,32291.58191,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(7:2),FA,22975.72177,50576.30396,67559.245,36707.78282,59141.30408,65947.50439,12877.78087,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(7:3),FA,12822.98089,24818.4416,30635.56226,15780.40111,28073.80211,30722.72244,6144.880455,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(8:0),FA,69699.00482,166877.7921,236280.6771,119561.3484,204930.8745,240792.2376,37232.0025,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(8:1),FA,24430.00165,52193.46371,74029.8056,37958.46249,59119.60446,72457.96539,13264.48102,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(8:2),FA,20494.62149,44699.56345,62815.92447,34300.02264,55300.30379,63633.88452,11765.04088,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(8:5),FA,90134.80573,211413.5354,333643.9664,127881.5893,241759.9572,334721.4442,41653.16287,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(8:6),FA,117102.5689,260470.6592,348350.4819,183244.0728,298107.2202,359339.9452,52870.20367,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(9:0) | FA(10:7),FA,59884.08405,132577.8091,190399.854,91943.78687,150913.2111,191477.7328,29677.32202,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(9:0) | FA(10:7)_2,FA,53323.34381,122809.009,174547.6509,86717.56622,145318.3098,176032.6736,25549.90176,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(9:1),FA,73693.90546,127343.9885,141735.3704,83767.76642,98917.74661,120885.1475,32956.00226,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
FA(9:2),FA,23636.58191,44899.56317,62012.02466,32950.36243,50556.92365,61617.72424,11124.1207,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(10:0)|PC(O-10:0),PC,1927.400139,2781.560177,3150.760204,2405.420166,2685.980202,3286.760239,1971.020138,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(12:0),PC,2019.140133,2448.460155,2616.740177,2418.160191,2480.300182,2785.640205,2208.520161,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(14:0)|PC(O-14:0)|LPC(O-15:0),PC,2372.180149,3057.420216,2861.480198,2276.900169,2565.680183,3093.380215,2042.340137,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(14:1)|LPC(P-15:0),PC,2072.080147,2218.320145,2564.240173,2483.260193,2810.860191,2817.120232,2281.28017,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(15:1)|LPC(O-16:1)|LPC(P-16:0),PC,2090.90015,2289.020145,2788.500202,3356.120247,4137.420284,3479.560246,2258.280167,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(16:0)|PC(O-16:0)|LPC(O-17:0),PC,2251.080158,3601.020267,3828.240299,3851.960251,5397.800415,4909.560375,2742.640202,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(16:1)|LPC(P-17:0),PC,2811.380203,4919.060326,5660.700394,6087.280415,9140.260658,8424.160622,3548.680252,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(17:1)|LPC(O-18:1)|LPC(P-18:0),PC,1914.56012,2734.820175,2561.480171,3210.600239,4117.780235,4209.180283,2219.48016,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(17:2)|LPC(P-18:1),PC,1881.800121,2265.780182,2684.800198,2373.900158,3602.880257,3271.720234,2272.980145,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(18:0)|PC(O-18:0)|LPC(O-19:0),PC,2196.880157,3089.2402,3971.320301,4096.42028,4250.520298,4479.260315,2577.120186,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(18:1)|PC(O-18:1)|PC(P-18:0),PC,2605.30019,3961.060261,4491.300304,6023.300411,9054.060654,7987.040623,3196.580235,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(18:2)|LPC(P-19:1),PC,2425.880184,3610.080238,4688.340363,5479.480385,7073.420525,7509.760502,3746.380276,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(18:3),PC,2125.940136,2666.800201,2987.900219,2391.000187,3227.260231,4105.660305,2437.540173,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(18:4),PC,2165.460155,2811.980202,3338.740246,2502.940182,3270.520233,3490.940216,2214.06015,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(19:3),PC,2092.660152,2556.340187,3427.020229,2675.500198,2927.660206,3372.880268,2056.740143,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(20:2)|PC(O-20:2),PC,2409.520176,2705.300186,3678.580246,3969.70031,5511.520412,5137.76038,3341.960224,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(20:3),PC,3163.880249,3523.200245,4709.820301,3533.20026,3971.840279,4079.700294,2134.120144,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(20:4),PC,4684.580326,5387.620422,6758.160469,4614.080349,5869.100449,5627.920414,2316.78017,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(20:5),PC,2405.680172,3319.360245,3775.180275,2789.580189,3486.020264,3045.640221,2751.760201,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(22:2),PC,2658.640179,3153.860226,3797.580307,3184.160198,3557.140255,3728.900242,2616.46019,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(22:4),PC,11505.34081,15385.18113,13364.64083,19048.38137,14565.82111,12925.18093,4044.480328,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(22:5),PC,2281.140156,2867.120209,3245.680233,3492.92025,4504.060349,4775.840351,2662.560188,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(22:6),PC,2144.740128,3011.220215,3534.020279,3364.460258,3145.680256,3485.440281,2484.660172,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(24:0),PC,2870.800205,3407.300243,3769.180271,4058.120262,3921.920277,3691.340294,2596.220181,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(24:1),PC,2882.940201,3654.220242,4193.380299,4105.720333,4271.580265,4808.180317,2491.300179,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(2:0),PC,1932.760136,1931.360134,2084.060143,1895.300148,1989.400112,1784.600132,2069.460133,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(3:0)|PC(O-3:0),PC,2014.880138,1995.080139,2138.860134,1799.580139,2061.380146,2053.300144,2295.220146,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(3:1),PC,2268.060173,2280.04015,2366.10017,2215.140141,2384.720173,2018.460136,1922.560146,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(4:0)|PC(O-4:0)|PC(O-5:0),PC,1985.980133,2121.880142,2108.100147,2074.540157,1806.120132,1886.920143,1923.980125,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(6:0),PC,1940.26012,2187.040176,2076.080147,1868.100132,2093.680164,1973.440132,2124.180138,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(8:0),PC,1768.640129,2389.580173,2564.04018,1975.62014,2292.580173,2370.220177,1924.160137,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(O-10:1),PC,1806.260124,2236.780148,2585.340183,2275.460159,2292.92017,2667.380184,2189.900139,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
LPC(O-20:4),PC,2573.28019,3383.880245,3063.340225,2909.940212,3400.980232,3032.140221,2430.440163,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
PC(10:0)|LPC(11:0),PC,1902.760136,2830.560181,2890.420212,2222.280186,2329.320168,2689.040192,2235.860168,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
PC(12:0)|LPC(13:0)|LPC(O-14:0),PC,1797.520119,2482.980164,2935.580204,2217.760151,2580.820183,3065.840225,2466.760174,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
PC(14:0)|LPC(15:0)|LPC(O-16:0),PC,2047.640152,2692.86018,3019.340218,3062.500233,3191.520229,3597.540218,2258.180157,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
PC(16:0)|PC(O-17:0)|LPC(O-18:0),PC,2352.980171,2769.62022,3512.680244,2792.700226,3565.840225,3276.180248,2314.320168,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
PC(18:0)|LPC(19:0)|PC(O-19:0)|LPC(O-20:0),PC,2057.220142,2838.9202,3512.880234,2866.620193,3104.020199,3614.300278,1971.50013,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
PC(18:1)|LPC(19:1)|PC(O-19:1)|LPC(P-20:0),PC,2179.860168,2914.460186,3729.820286,3172.740219,3419.100235,4256.480297,2355.180168,Cell Line: HEP,Cell Line: HEK,Cell Line: HEP vs Cell Line: HEKBlank1,3,3,07052023_ELOVL1_5Xdilution_Blank-01
