lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M4_Male_WT_cortex,FAD189_M3_Male_WT_cortex,Blank_Blank_Blank_Blank_Blank
PC(36:7)|PC(35:0)|PC(O-36:0),0.7610357395052557,13.623766737487005,3.1033321409660912,0.07813222125826738,0.9834201234751213,PC,73876346.83496094,36357956.89208984,118973451.54296876,94258425.376953125,124939591.61523438,101292535.43286131,26668045.66748047,39255529.91308594,55862692.1875,45136219.01123047,14952829.978027344,326317.0236816406
[TG(57:11)|TG(56:4)]_FA18:2,0.7574069918715628,9.028224475638437,3.074351945529571,0.07953628703078985,0.9860171190424736,TAG,443951.8137817383,252702.99786376953,1364942.889892578,10995359.990112305,10822770.368286133,1294508.6135864258,205797.7950439453,292889.2003173828,290301.6027832031,7751460.697021484,828544.5628662109,51036.283752441406
[TG(57:12)|TG(56:5)]_FA18:0,0.7586290452131639,8.844648006368,3.084095705562504,0.07906120139176565,0.9860171190424736,TAG,1221017.7849731443,565653.8587646484,3504772.0095214844,6369552.703857422,7188401.797119141,2528334.0931396484,433776.18963623047,604196.4787597656,789851.4609985352,5104474.5584106445,809785.4364013672,48617.743591308594
[TG(57:12)|TG(56:5)]_FA18:3,0.7573018551967773,9.204087404296429,3.0735134015316277,0.07957731620275546,0.9860171190424736,TAG,522209.11096191406,258286.6590576172,1693782.461364746,12510109.10546875,11965111.209960938,1456050.521484375,260911.0407714844,362808.5865478515,343221.7452392578,8599162.70123291,976332.7137451172,62687.90417480469
[TG(58:9)|TG(57:2)]_FA18:3,0.7565253783805208,8.106820227087123,3.0673283846699633,0.07988064868063831,0.9860171190424736,TAG,772109.751953125,367479.74743652344,2796286.656616211,3329504.80859375,3488677.5322265625,1761944.7618408203,376416.5065917969,521100.244140625,794737.49462890625,2007813.8786621096,615455.5635986328,118838.9676513672
DG(dO-38:9)|DG(35:2)_C16:1,-0.7466970588924231,2.454551881181652,3.082500904087283,0.07913875093160327,0.9860171190424736,DAG,54988.82339477539,3819.6402854919434,2926.2602043151855,2924.3402099609375,2932.7801933288574,6812.580539703369,66430.00452804565,2925.5202293395996,2919.4202003479004,2934.2401962280273,2931.7201919555664,43695.28314971924
DG(42:11)|DG(41:4)_C16:0,0.7546795517991539,11.28168973440945,3.052657779838654,0.08060513590148656,0.9911331518348174,DAG,9619421.22607422,1588635.5583496094,1484031.2303466797,2398482.3598632812,1525370.524181366,1530558.3594970703,3473496.8383789062,320895.1580543518,779291.3789367676,1249363.7735595703,1314846.879272461,44577926.87664795
[TG(54:6)]_FA16:0,0.7517822960828231,7.169166630876614,3.029684223140068,0.08175392610174707,0.9929275120447308,TAG,388625.7305908203,216141.01208496097,1259257.759765625,2022839.380859375,1973991.7817382812,670306.8075561523,187142.1329345703,259656.05767822263,374230.5495605469,1127721.5475463867,340405.80267333984,56072.563537597656
FA(14:1),-0.739572803711885,5.515930999153104,3.0249393116664596,0.08199338854545166,0.9929275120447308,FA,131147.5087890625,156113.15112304688,81588.48651123047,73441.32525634766,241357.57666015625,107794.10693359376,280975.81982421875,67806.16506958008,76347.04626464844,296216.3203125,111611.6278076172,314367.603515625
FA(6:2),-0.7413156125517932,3.8138464683517137,3.0390352916811025,0.08128420971988057,0.9929275120447308,FA,44484.243072509766,64265.88458251953,41608.10369873047,47333.90316772461,66504.60479736328,42909.16345214844,69603.426025390625,35443.682037353516,72745.2658996582,75463.30627441406,74870.84509277344,36849.022521972656
LPC(10:0)|PC(O-10:0),-0.739810815193131,4.532118353446493,3.026830515525944,0.08189785416752518,0.9929275120447308,PC,113342.12762451172,138986.6903076172,61239.44445800781,58859.924377441406,53031.06359863281,55648.64373779297,119903.72790527344,119309.548828125,109160.68768310548,107475.46801757812,82371.04571533203,41544.883056640625
[TG(44:5)]_FA20:4,-0.7385642050421575,8.022456174006818,3.0167937109217746,0.08240624130063896,0.9941613337288406,TAG,1812963.6931152344,1629974.7221679688,576859.1759033203,554113.59716796875,551474.5849609375,484908.3676757813,1519464.244140625,1456315.6481933594,1210410.1540527344,1469297.6317138672,832777.5146484375,66933.42498779297
PC(36:6),0.7486062506527121,13.676346972371118,3.0046251646892346,0.083027179573231,0.9978868161489455,PC,76278732.76953125,37938651.81591797,121919543.703125,97680827.0078125,128502071.9765625,105815951.44335938,28306745.93798828,40982134.01269531,57596495.87841797,46763098.744140625,15963160.758789062,399503.1044921875
[TG(37:0)]_FA14:0,-0.16340463144199108,4.161649227620684,0.14740818311565806,0.7010245984708812,0.9991512009554627,TAG,62025.08410644531,61422.92419433594,102726.1866455078,76987.42517089844,83257.80596923828,117497.42797851562,57146.62451171875,64227.04455566406,64433.00500488281,66010.965087890625,85667.64599609375,53841.62384033203
[TG(37:0)]_FA16:0,-0.06522830562713124,5.380606316058467,0.023451913126336876,0.8782877346356569,0.9991512009554627,TAG,114335.1470336914,82937.7251586914,154496.5502319336,133137.84924316406,168021.9139404297,739715.1964111328,89185.6069946289,95002.5259399414,112241.92797851562,112886.82830810548,475194.974609375,63377.284606933594
[TG(37:0)]_FA18:0,0.20939078496350952,5.930570805724309,0.24009408773599716,0.6241381679125593,0.9991512009554627,TAG,203138.51538085935,188696.5134277344,494381.79388427734,435350.8660888672,413390.39025878906,337943.5686035156,167566.45080566406,172782.87255859375,208804.85571289065,271753.2000732422,232724.77630615231,133977.5894165039
[TG(38:0)]_FA14:0,-0.27827962408375817,6.880723048674508,0.42814006125263404,0.5129030058920011,0.9991512009554627,TAG,488922.1025390625,673425.7041015625,502846.35546875,423534.0283203125,444194.83203125,537698.6728515625,313084.14306640625,645809.3076171875,459092.4375,515673.0126953125,432055.65234375,263183.95703125
[TG(38:0)]_FA16:0,-0.08259383811048093,5.575325893196314,0.03761297289520371,0.8462223595428359,0.9991512009554627,TAG,156396.91259765625,142518.25073242188,258137.33862304688,228535.9353027344,250322.7978515625,378790.8054199219,153971.97143554688,151971.27001953125,169172.55346679688,168245.09155273438,237564.3154296875,139112.30981445312
[TG(38:0)]_FA18:0,0.03737827392813893,6.196636281895123,0.0076848687299388985,0.9301442236219992,0.9991512009554627,TAG,226232.49633789065,214999.17700195312,408379.93115234375,392086.8244628906,517066.75634765625,584651.6628417969,216683.8134765625,196513.73388671875,234072.49536132812,327425.822265625,377423.1245117187,184773.5329589844
[TG(38:1)]_FA14:0,-0.6640913203482504,9.696314609357755,2.4403989410699296,0.11824614944743597,0.9991512009554627,TAG,4636515.900512695,9838704.557861328,435299.61181640625,362804.68322753906,418657.89306640625,331275.9782714844,992602.9139404296,9688093.11669922,3726056.857666016,4904561.684204102,690909.6423339844,49943.38360595703
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,-0.0920750071232401,4.9399363894048305,0.04675125570133787,0.828815962963866,0.9991512009554627,TAG | DAG,107868.6577758789,95695.62664794922,162996.9712524414,166568.14184570312,165140.3303451538,209904.64385986328,102655.4776611328,86258.13564491272,106036.59748840332,164131.9315185547,121603.69873046876,84683.08590698242
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,-0.03931336338338327,5.867572109612752,0.008514808044594702,0.9264789806520171,0.9991512009554627,TAG | DAG,209333.72509002688,189416.5241203308,334741.34326171875,276433.48828125,243727.16744041443,476154.69274902344,199394.51446533203,187965.59371185303,198887.4439659119,222003.76525878903,242987.52690696716,172613.37231445312
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,0.03652063118843169,3.8980663379196896,0.007336025240874733,0.9317441734156482,0.9991512009554627,TAG | DAG,48611.3233833313,48872.25354576111,90612.5265865326,76169.11540985107,90384.59623146056,126399.88964653017,41586.072998046875,47867.38317871094,53279.193506240845,70713.35536766052,64232.79431724548,31205.932207107544
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,-0.09105148049734337,7.146525117646234,0.04571795214383201,0.8306893249179145,0.9991512009554627,TAG | DAG,463379.3624439239,436700.68857192993,798920.4132442474,705775.1914424896,736025.0770397186,845744.8381576538,442682.7002105713,381680.3974781037,560583.4987068176,511776.6732711792,623873.3283290863,524108.4887695313
[TG(39:0)]_FA14:0,-0.6730943169897997,5.31797513494726,2.5067681439631997,0.11335819280140454,0.9991512009554627,TAG,126427.9461669922,327101.7223510742,136171.44995117188,75933.02545166016,100936.72747802734,113082.74853515624,83010.24627685547,461425.4254760742,128199.83026123048,169067.41217041016,72240.50469970703,38063.52276611328
[TG(39:0)]_FA16:0,-0.1467139356534041,4.47775876823701,0.11880451945164339,0.7303347187265281,0.9991512009554627,TAG,76277.62561035156,71298.76513671875,114190.00805664062,103713.50744628906,116132.14807128906,159922.51013183594,73343.505615234375,81417.2861328125,78385.785400390625,86124.2865600586,99845.38720703124,64290.10437011719
[TG(39:0)]_FA18:0,-0.1853083955274596,5.992464535384923,0.18964246515315608,0.6632143573525909,0.9991512009554627,TAG,170253.07067871094,136306.86987304688,286941.7204589844,247731.96118164065,243120.0562744141,977428.2493896484,143580.81005859375,139374.1094970703,215401.17248535156,175741.37268066406,755841.7919921875,76476.26623535156
[TG(39:1)]_FA14:0,-0.0940084696091592,4.430008369523535,0.048736282428762934,0.8252770093101296,0.9991512009554627,TAG,98365.1058959961,90977.504638671875,118339.22967529295,100238.54748535156,112443.20794677734,114813.00756835938,75107.54431152344,83550.94519042969,81936.84460449219,96070.54504394533,75171.94610595703,43193.203216552734
[TG(39:1)]_FA16:0,-0.3120154816545142,4.340229179336649,0.5383859783000844,0.46310240012076576,0.9991512009554627,TAG,75762.02587890625,65490.885009765625,105676.1278076172,93957.245849609375,100081.6870727539,118776.2689819336,77742.9652709961,71722.32550048828,80044.96575927734,90132.80596923828,96543.86755371094,47120.243408203125
[TG(39:1)]_FA16:1,-0.13084571534909417,4.611706160682119,0.09447231866079164,0.7585667102146119,0.9991512009554627,TAG,80657.28527832031,81661.30529785156,139736.6505126953,119146.72839355467,125644.72912597656,173473.71264648438,73887.885009765625,87220.0659790039,89392.14611816406,98672.3074951172,120618.90942382812,62350.10430908203
[TG(39:1)]_FA18:0,-0.08288100856153516,5.263877948142478,0.037875036953664676,0.8456942813875086,0.9991512009554627,TAG,127507.06915283205,137162.2099609375,207054.85498046875,181975.8922119141,240815.37536621097,299380.4805908203,101372.92651367188,145351.89111328125,135470.80908203125,153131.5703125,222515.6968994141,72345.824951171875
[TG(39:1)]_FA18:1,-0.26673799346045407,6.087883646403243,0.3933147719162662,0.530562142980438,0.9991512009554627,TAG,189237.69165039065,151218.4708251953,303253.2413330078,264712.30114746094,247410.29638671875,980048.1213378906,159127.9306640625,159893.912109375,241780.15563964844,182274.5528564453,830043.5471191406,76259.26550292969
[TG(40:0)]_FA14:0,-0.07018927969520863,5.6879247684583305,0.027157353383699956,0.8691054319408797,0.9991512009554627,TAG,174418.23168945312,173516.17431640625,292257.98291015625,256953.56005859375,280124.2587890625,293058.85986328125,163043.1513671875,158957.1708984375,176406.47216796875,180455.6337890625,242624.43896484375,178000.93212890625
[TG(40:0)]_FA16:0,-0.17689246118592963,5.897076810659042,0.17278742695498295,0.6776463220238422,0.9991512009554627,TAG,218721.07470703125,206933.33642578125,323377.484375,282088.2204589844,312809.0009765625,357354.08251953125,216805.39379882812,218458.33666992188,221676.4755859375,217053.79321289065,266049.6572265625,156035.61059570312
[TG(40:0)]_FA18:0,0.011380566750228301,5.471967378402591,7.1280384757344e-4,0.9787002999736664,0.9991512009554627,TAG,142239.05004882812,131733.6494140625,238036.177734375,212150.57397460935,295593.90185546875,397847.1423339844,132144.4892578125,133430.76904296875,154588.37060546875,168682.87377929688,237145.21533203125,102814.8074951172
[TG(40:1)]_FA14:0,-0.136224315271437,3.885839074338088,0.10240467517860452,0.7489627930123922,0.9991512009554627,TAG,49883.98327636719,56249.72412109375,74566.5855102539,62498.70471191406,72956.104736328125,109357.20770263672,48228.40362548828,48984.543395996094,50619.143493652344,56327.38366699219,78832.38635253906,40020.12298583984
[TG(40:1)]_FA16:1,-0.1404781644683353,5.973662840344615,0.10891285874549794,0.7413852412588962,0.9991512009554627,TAG,233902.13745117188,232099.53784179688,357621.46337890625,299431.8830566406,318609.982421875,401270.0888671875,209977.01708984375,222028.8376464844,240329.8984375,240820.07568359375,307395.72265625,142653.38940429688
[TG(40:1)]_FA18:0,0.0028699865281265314,4.820461497846929,4.533941682893783e-5,0.9946275207771127,0.9991512009554627,TAG,82608.94567871094,67961.74499511719,147193.29235839844,145215.56866455078,289829.21936035156,205773.1160888672,69658.04455566406,75449.54541015625,90012.40710449219,207837.69451904297,111009.4483642578,56847.50402832031
[TG(40:1)]_FA18:1,-0.012980990135626877,5.490918954448774,9.278548938596032e-4,0.9756996271820643,0.9991512009554627,TAG,148304.55029296875,137070.68920898438,239119.95703125,219845.65307617188,292193.8825683594,400439.3740234375,134136.82958984375,138432.28979492188,164150.69311523438,172805.87182617188,244789.51708984375,93546.30700683594
[TG(40:2)]_FA14:0,-0.31731665312544766,4.27442426175474,0.556859579043703,0.45552834048418245,0.9991512009554627,TAG,84736.18585205078,94409.88677978516,92652.38641357422,76561.40557861328,85831.12603759766,89302.34606933594,74902.2653503418,84983.74560546875,73863.90539550781,95614.14636230467,78329.86505126953,32060.7021484375
[TG(40:2)]_FA16:0,0.032310579168169394,4.163721954843819,0.0057426799122595185,0.9395937526578373,0.9991512009554627,TAG,67554.52490234375,46646.78335571289,69346.5853881836,73103.54479980469,134777.36907958984,91604.10693359376,57635.104400634766,43819.34289550781,48986.70318603515,67017.4243774414,60244.58410644531,94824.2857055664
[TG(40:2)]_FA18:0,0.1293178242783469,4.634508353200121,0.09177724765868334,0.7619297960859989,0.9991512009554627,TAG,69118.645263671875,61034.84460449219,129140.78857421876,133354.228515625,302780.142578125,173843.45239257812,60978.30474853515,61424.323974609375,64651.84558105469,179016.11267089844,103211.267578125,47691.243591308594
[TG(40:2)]_FA18:1,0.05321146541504264,4.866382457969229,0.015568396187518374,0.9007029628891005,0.9991512009554627,TAG,90131.98620605467,77215.10498046875,156302.2716064453,153955.57104492188,281809.8182373047,227616.3181152344,71823.824951171875,74677.78527832031,93104.10534667967,206791.99493408203,120848.02917480467,52584.48400878906
[TG(40:2)]_FA18:2,0.07801602335108969,5.54286733514164,0.03344657338061552,0.8548890031529042,0.9991512009554627,TAG,148022.81115722656,139628.36987304688,250085.2131347656,234003.4559326172,335607.6845703125,428990.009765625,131649.09020996094,130831.96923828124,160368.0711669922,179234.1728515625,254588.11865234375,101763.20703125
[TG(41:0)]_FA14:0,-0.15797641849177213,3.9211938573871543,0.1377652582700648,0.7105128330975514,0.9991512009554627,TAG,54818.16375732422,57711.40368652344,79198.165283203125,63862.48513793945,84811.58624267578,105078.6273803711,52024.92401123047,53712.92419433594,56533.964599609375,61165.48419189453,75172.324951171875,32394.162384033203
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,-0.17284655365820925,5.040431904238937,0.16496223446483782,0.6846283990038919,0.9991512009554627,TAG | DAG,151327.3302307129,159591.8518371582,174596.7015838623,131560.80990600586,114357.82779502869,197051.2631225586,135469.94845581055,111756.26801109314,133519.78892326355,144251.36004638672,126107.47885131836,61289.40441894531
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,-0.11191424236741382,4.480138147538031,0.06909086371842932,0.7926651088840746,0.9991512009554627,TAG | DAG,75720.42558288574,74819.46500968933,117633.93852996826,91628.5362071991,107645.1674118042,169780.12183570862,72438.96516990662,81453.41599273682,79459.9753856659,81400.19597625732,90665.97640228271,71211.89463806152
[TG(41:1)]_FA14:0,-0.22663734177153816,4.367995660829395,0.28380742316494434,0.5942164866916905,0.9991512009554627,TAG,89207.6460571289,94314.84796142578,101468.24688720705,89632.36721801758,101275.58825683594,110527.10833740234,80328.64547729492,88647.32751464844,83203.16589355469,89271.50579833984,75953.8648071289,34149.50248718262
[TG(41:1)]_FA16:0,-0.09936668646504367,4.049883090209156,0.05445454977497377,0.8154857637919274,0.9991512009554627,TAG,63928.86422729492,61544.26419067383,94574.04675292967,79502.32696533203,93916.36779785156,101059.7276611328,60072.04409790039,56151.723876953125,64655.40383911133,68339.5845336914,66143.44445800781,36475.022399902344
[TG(41:1)]_FA16:1,-0.24623044857247722,4.844362240441379,0.3350802580906702,0.5626828502854037,0.9991512009554627,TAG,115167.14739990234,130029.73071289062,145144.79119873047,109896.48645019533,148265.16967773438,178261.75225830078,102881.46643066406,150629.21112060547,116150.1889038086,105861.98797607422,109206.2875366211,41192.46307373047
[TG(41:1)]_FA18:0,-0.3055835654406507,4.164347631746689,0.5163866711145602,0.4723871084404861,0.9991512009554627,TAG,61973.44403076172,54480.42352294922,98507.82818603516,83650.70587158203,91110.94610595705,118601.42822265624,59548.8837890625,64888.903869628906,72108.98583984375,81769.36584472656,97658.487548828125,37963.42251586914
[TG(41:1)]_FA18:1,-0.11466437895670091,4.600044558473508,0.07253195871226126,0.7876853051835659,0.9991512009554627,TAG,83685.30615234375,77074.68542480469,140911.97021484375,118867.08837890624,135963.4100341797,182089.53247070312,72962.00476074219,95628.40612792967,93602.466796875,87498.14697265625,119378.52807617188,51342.70361328125
[TG(41:2)]_FA14:0,-0.4113795072194469,4.263111778972108,0.9365016767251291,0.33317914774759877,0.9991512009554627,TAG,58865.84393310547,157157.95245361328,61201.98443603515,54031.863525390625,66337.6647644043,76172.22595214844,51868.763916015625,148664.8094482422,66825.72512817383,84445.44625854492,59284.76434326172,26025.10171508789
[TG(41:2)]_FA16:0,-0.10644541632957857,3.4189913474420237,0.06249467527732122,0.8025955844224955,0.9991512009554627,TAG,44902.88342285156,34881.682373046875,51965.38381958008,48283.32339477539,55939.044342041016,72727.08450317383,45286.76361083984,33076.962310791016,36143.16256713867,37728.2825012207,43973.78302001953,30333.022064208984
[TG(41:2)]_FA16:1,-0.07494652370221404,4.169768165864598,0.030965042492198336,0.8603184005308747,0.9991512009554627,TAG,73520.78503417969,70111.76544189453,104843.84832763672,86307.96649169922,101118.38665771484,108276.8081665039,63287.764709472656,58236.06411743164,71528.30490112305,78583.06512451172,73714.185546875,35800.64254760742
[TG(41:2)]_FA18:0,-0.06194417501701285,3.89435921441733,0.021147647830844107,0.8843774521877458,0.9991512009554627,TAG,56323.643615722656,48934.243072509766,87894.50607299805,69894.66458129883,89452.36608886719,111373.1273803711,49728.78350830078,45297.92349243164,54502.50454711914,66060.4848022461,73758.705322265625,28303.062103271484
[TG(41:2)]_FA18:1,-0.2752162042936244,4.290393079045646,0.41873634751027566,0.5175682566501827,0.9991512009554627,TAG,67158.96514892578,63101.103942871094,111931.02709960938,95709.06658935548,99702.40682983398,125595.4483642578,66034.48468017578,65263.664489746094,83048.00549316406,87804.126220703125,107101.7879638672,38625.762786865234
[TG(41:2)]_FA18:2,-0.048218102555379394,4.706915802001293,0.012810928731596505,0.9098835915525483,0.9991512009554627,TAG,87786.78625488281,85783.385986328125,155786.87060546875,122947.74853515624,158113.47106933594,193664.85510253903,71836.44482421875,97390.26690673828,94820.846435546875,96607.46618652344,130067.3485107422,61773.204162597656
[TG(42:0)]_FA14:0,0.0583306005615949,5.377811373599151,0.018705868419374383,0.8912130726025393,0.9991512009554627,TAG,138935.25024414062,141182.00952148438,269388.8386230469,215709.59497070312,278453.880859375,256666.439453125,127147.84887695312,123500.18798828124,150887.05102539062,145477.98950195312,188241.4755859375,113048.08764648438
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,-0.10575950295039804,5.76329334126553,0.06169583988048544,0.8038353988274884,0.9991512009554627,TAG | DAG,184112.73307228088,181543.45231246948,346036.3424129486,282889.71958732605,251338.3173904419,314846.46296691895,189962.9842453003,172193.37246131897,199918.0348987579,201215.70442581177,232284.5767288208,166154.8020915985
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,-0.19041035485995306,5.2997921539963615,0.20024013256647777,0.6545270877203265,0.9991512009554627,TAG | DAG,143245.61021232605,135360.22992897034,192011.4228916168,168575.1113910675,179092.3626537323,273085.58852005005,139914.41899108887,137956.67960357666,144081.54979896545,148674.930683136,172289.40250778198,120412.78922271729
[TG(42:1)]_FA14:0,-0.09969636402140061,5.594607347123424,0.05481887691757947,0.8148807075791695,0.9991512009554627,TAG,163439.23046875,167269.51293945312,261984.23681640625,239303.416015625,274204.419921875,279965.60009765625,151246.3310546875,160441.97143554688,163824.65209960938,188244.79296875,225026.87524414065,152156.83129882812
[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0,-0.172637686775555,4.884273180833617,0.16456265457964026,0.6849900643929264,0.9991512009554627,TAG | DAG,112703.16818237305,106699.1974811554,149647.4503364563,133699.57929992676,126801.96865272522,195258.71265411377,99885.65742874146,89608.88597488403,105972.00729942322,123474.62907218932,150216.17082977295,84968.39628219604
[TG(42:1)]_FA16:1 | DG(44:8)|DG(43:1)_C16:1,-0.06652124021001149,5.816047602575472,0.02439148631086141,0.8758929227287813,0.9991512009554627,TAG | DAG,204424.3837623596,191430.19409561157,346561.1848163605,288169.3499240875,271927.0003490448,338003.77244377136,200871.26371002197,175042.65232658386,199758.62466430664,216946.12448120117,227749.1864490509,169028.24241638184
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,-0.6560482197387637,6.629947694155896,2.381668763671769,0.12276634243123419,0.9991512009554627,TAG | DAG,561269.2962722778,548175.3269882202,314361.2632408142,244618.65543556213,252698.3304824829,381230.0896015167,546694.0458126068,538185.7660827637,438404.83815193176,547122.8660011292,295956.830619812,68314.28453826904
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,-0.3142875307773798,5.403590824869353,0.5462789891780631,0.4598420957091367,0.9991512009554627,TAG | DAG,162059.85202026367,156533.27229118347,195170.86335372925,183766.91254997253,188964.2626209259,223008.0159664154,160355.69132995603,157066.68991279602,159380.24144172668,160825.29091072085,199401.57474517825,124857.18955230711
[TG(42:2)]_FA14:0,0.011105010801490905,3.371441651848246,6.78658272050825e-4,0.979216603919044,0.9991512009554627,TAG,39688.96292114258,44656.383209228516,53329.62341308594,50916.16290283203,63261.68426513672,66253.58435058594,34426.96240234375,32945.062324523926,34668.86233520508,42087.20324707031,47659.883544921875,22672.82162475586
[TG(42:2)]_FA16:0,-0.19801103533181225,4.4436050312771025,0.21656340532103968,0.6416710001707429,0.9991512009554627,TAG,103705.48669433594,88431.865966796875,108029.16772460938,99478.027099609375,137480.75006103516,108260.78778076172,90062.1664428711,84198.42578125,86152.36560058594,103278.48767089844,83919.96572875977,26854.082092285156
[TG(42:2)]_FA16:1,-0.06134895952416529,4.72146652974948,0.02074351396322527,0.8854798693281486,0.9991512009554627,TAG,97729.346923828125,92468.12658691406,146103.13037109375,120265.2686767578,161133.85021972656,179219.31286621094,81675.505126953125,79600.625732421875,95669.9873046875,104500.34741210938,139871.35021972656,63914.5048828125
[TG(42:2)]_FA18:0,-0.012470839705294487,4.18709215303717,8.56324144649534e-4,0.9766548226835805,0.9991512009554627,TAG,71837.84518432617,58635.94415283203,87994.40704345703,92071.76727294922,163460.32928466797,113712.2681274414,57756.04425048828,54808.98352050781,65814.8037109375,98599.08752441406,75524.16595458984,31618.68270874023
[TG(42:2)]_FA18:2,-0.1342528260708998,5.503040495664557,0.09946352923526547,0.7524743721183863,0.9991512009554627,TAG,177006.25122070312,161717.6708984375,239500.09716796875,204612.65588378903,255151.75805664065,315967.1435546875,160174.07104492188,158536.25146484375,165974.51196289062,176629.23266601562,228210.95458984375,92525.246826171875
[TG(42:3)]_FA14:0,-0.1410514320785903,3.699242180815404,0.10979786016514487,0.7403743865475173,0.9991512009554627,TAG,45125.08288574219,42765.74279785156,74634.8256225586,64678.164611816406,70641.56451416016,78306.1455078125,49457.983642578125,41750.86315917969,44154.92343139648,57667.424713134766,52597.403747558594,35728.92272949219
[TG(42:3)]_FA16:0,-0.12158055230983023,3.3985280868806824,0.0815505102109455,0.7752071008553766,0.9991512009554627,TAG,38284.622970581055,36638.94284057617,53393.90362548828,51182.70327758789,59093.66436767578,73831.90563964844,37414.4425201416,33714.362243652344,37930.24285888672,42305.90280151367,51707.283752441406,25102.121856689453
[TG(42:3)]_FA16:1,-0.11464962249415167,4.517512390874406,0.07251315832854743,0.7877121643263518,0.9991512009554627,TAG,111968.78845214844,100297.32733154295,119058.42874145508,102995.70678710938,141100.68939208984,120112.74871826172,88677.62634277344,79962.36602783203,93116.1669921875,106444.46807861328,92557.24560546876,27811.601989746097
[TG(42:3)]_FA18:0,-0.08083316342968046,3.618114145678132,0.036023222168978464,0.8494675442261171,0.9991512009554627,TAG,49518.443786621094,44271.96304321289,70944.684814453125,60152.68438720703,64037.38458251953,80089.0259399414,40310.14340209961,43797.44329833984,46960.28359985352,48352.823303222656,54165.464111328125,26775.0419921875
[TG(42:3)]_FA18:1,0.00931690590945572,4.219411335905977,4.777412345902121e-4,0.9825617922915034,0.9991512009554627,TAG,68998.82489013672,62587.984924316406,98385.30676269533,92387.125732421875,180318.57220458984,109449.60766601562,58667.0241394043,54486.323974609375,65224.10479736328,102043.54708862305,81386.82571411133,29450.76205444336
[TG(42:3)]_FA18:3,-0.21927578691141283,5.767394799028665,0.26565380741476474,0.6062622495573129,0.9991512009554627,TAG,204614.8728027344,174534.01342773438,289239.6208496094,256744.6579589844,291579.60205078125,358333.8464355469,198459.75439453125,198585.65356445312,201082.31518554688,206843.83447265625,284996.9020996094,120483.86853027344
[TG(42:4)]_FA14:0,-0.06496397004446046,3.25044664508544,0.02326027668914321,0.8787821787991084,0.9991512009554627,TAG,32365.58218383789,29116.04183959961,53180.42428588867,42848.983306884766,47887.603591918945,91344.60665893556,34106.56271362305,26695.42205810547,31575.78196716309,34947.022552490234,56952.6845703125,19876.821411132812
[TG(42:4)]_FA16:0,-0.10469447824778196,5.110065217589098,0.06045803129745764,0.8057734625681694,0.9991512009554627,TAG,112110.248046875,87218.96691894531,138325.9107055664,123116.6279296875,148648.07080078125,525636.07177734375,97582.5673828125,90749.18646240234,102640.94848632812,106623.92767333984,341018.662109375,40400.123046875
[TG(42:4)]_FA16:1,-0.1308509543139092,3.5701552680593793,0.0944760398791118,0.7585621031548593,0.9991512009554627,TAG,43679.92288208008,38323.742431640625,65007.60479736328,57216.04357910156,62402.18420410156,88310.68698120117,39609.262786865234,36975.96260070801,44432.183013916016,48267.963775634766,63610.324645996094,26625.481826782227
[TG(42:4)]_FA18:0,-0.22037667229171454,3.6393175862779077,0.2683134268703782,0.6044653900435558,0.9991512009554627,TAG,49729.4836730957,39329.422790527344,59332.28433227539,53939.50338745117,51928.183990478516,72750.4048461914,55492.20346069336,39239.1630859375,40887.98278808594,43085.80319213867,46756.50323486328,46545.34292602539
[TG(42:4)]_FA18:1,-0.0725451105389963,3.7572864923354232,0.029010726080059612,0.8647542732838943,0.9991512009554627,TAG,54455.18408203125,47001.723236083984,82067.42532348633,68332.68493652344,71969.02478027344,89892.78594970703,46988.70318603515,44678.623046875,52847.683837890625,52758.644104003906,62191.28436279297,26707.681701660156
[TG(42:4)]_FA18:2,0.06725607865644212,4.326620443293819,0.024862639685125032,0.8747098173949556,0.9991512009554627,TAG,79368.06512451172,66488.30477905273,100713.00744628906,98462.5668334961,199994.5333251953,120166.85037231444,57523.24417114258,57177.72393798828,68749.78411865234,106421.1875,89812.96728515625,35190.76235961914
