lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_hippocampus,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_hippocampus,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
DG(32:3)_C16:1,1.2688929831310638,7.876259873882143,17.529543664951234,2.828778013901188e-5,0.0016442915109894723,DAG,794466.192565918,1658128.8932495115,814093.9433326721,200632.7957611084,1711520.6823730469,2129486.6334228516,1353201.9163208008,1116295.9083862305,204442.37398529053,1133135.9825210571,1830228.6081542969,994220.6136779784,1003141.7907714844,72543.48545837402,71837.34516906738,76907.56525039673,70784.58513259888,504374.49139404297,1269429.293334961,210910.21404647827,194862.07474136353,78990.96538925171,532644.7174072266
PC(22:1),-1.2397978731562074,8.791047405124381,17.625973549322225,2.6889077351431896e-5,0.0016442915109894723,PC,1782454.3083496094,1340169.357055664,2136853.821533203,1924378.4270019531,438398.8709716797,491123.11560058594,382454.0256347656,397054.2487792969,383037.4649658203,361428.70471191406,434667.2119140625,404476.8093261719,1869939.1118164065,2237458.8244628906,1950957.370361328,1362720.0190429688,1718454.61328125,1742295.3833007812,1629733.6245117188,1916914.8725585935,1212431.7705078125,1944850.131958008,94402.546142578125
PE(34:1)|PE(O-35:1)|PE(P-35:0),1.2698777229946563,8.183489429687791,17.555663735409322,2.7901846300032633e-5,0.0016442915109894723,PE,1480760.4100341797,594014.7645263672,415527.7700195313,593945.8189697266,3483166.6595458984,603311.9455566406,2151868.8321533203,2103671.1135253906,3730881.174682617,1756486.5932617188,2204433.140991211,643481.4313964844,395656.6053466797,298811.4217529297,381315.8688964844,562199.9061279297,976025.5106201172,229791.91870117188,819113.8359375,325466.9846191406,425985.3041992187,226962.61596679688,129344.28930664062
PG(40:6),1.2723040824617051,13.192438297517837,17.620110625654405,2.697209856448689e-5,0.0016442915109894723,PG,35941538.203125,18683186.83203125,16318027.291015623,19319321.28125,91332560.65625,31759921.5859375,86909209.125,45473533.171875,122695345.265625,65841394.2578125,80955134.140625,20240906.169921875,8951768.888671875,8742602.26171875,16144537.72265625,18092163.046875,21708278.05078125,11430485.155273438,23102026.1640625,13273320.662109377,13995563.025390623,11431993.840820312,6247493.1796875
PI(35:5)|PI(O-36:5)|PI(P-36:4),-1.2385961739808462,6.8824580804663995,17.592230192888564,2.7370434738681087e-5,0.0016442915109894723,PI,520114.29901123047,246323.53637695312,564647.5192260742,639757.0421447754,98120.70639038086,109441.62689208984,111296.08819580078,90236.58599853516,88087.32638549805,74545.58480834961,120402.6078491211,80061.4253540039,533139.2157592773,718094.7596435547,533183.2753295898,306537.96182250977,376345.1072692871,466885.6948852539,437375.2327270508,553821.1786499023,259233.63604736328,446469.6868896485,43434.64291381836
[TG(63:12)|TG(62:5)]_FA22:5,1.267490884601299,11.87974660926068,17.492546106606078,2.8843631887385906e-5,0.0016466623418566562,TAG,8718040.465332031,25577164.55029297,5458933.4091796875,4535241.6337890625,21708936.1015625,37643102.32763672,13590199.073242188,39383942.55078125,28251584.165039062,19374738.36376953,17012377.07763672,17534117.747070312,9181460.8798828125,2987563.3342285156,2632493.298828125,9825324.81982422,4770224.136230469,6291452.6435546875,6315648.813964844,3343065.6357421875,9157865.9658203125,5020843.780761719,1611737.7868652344
[TG(58:12)|TG(57:5)]_FA20:4,-1.227701015334372,8.459090681295459,17.2893712373334,3.209772260588652e-5,0.0017392613418816814,TAG,346676.7258300781,157650.88940429688,429139.6723022461,128976.369140625,3226479.6328125,254074.59643554688,3081779.358642578,287838.98248291016,2556454.357055664,256017.19885253903,437030.0534057617,289424.43768310547,970408.9857177734,118441.20794677734,3079960.5739746094,157310.39190673828,352631.5078125,122339.5288696289,5767369.647827148,124497.78955078124,4611952.990356445,144439.87030029297,75362.9658203125
LPC(12:0),-1.2283711444201335,6.920515784209651,17.307779880192356,3.178827264135726e-5,0.0017392613418816814,PC,462708.43225097656,340645.20251464844,553230.1634521484,536952.68212890625,128387.22900390624,154140.75244140625,113818.24768066406,121968.24963378906,110524.7274169922,120525.78924560548,122477.32891845705,122555.30725097656,507907.9095458984,642995.1253662109,515724.1162109375,344214.4606933594,467635.4538574219,475047.6719970703,430605.8671875,490687.3289794922,307463.7596435547,574231.9425048828,53912.94366455078
PG(40:5),1.261986333875209,10.392964606112,17.347147876001223,3.113652001887282e-5,0.0017392613418816814,PG,5296196.798828125,2732990.1298828125,2459894.5283203125,2908393.2680664062,12990467.689453123,4629158.3525390625,12140071.599609377,6597018.900390625,17123154.8359375,9588163.708984377,11258568.373046877,2947665.0146484375,1287889.1137695312,1275875.197265625,2316902.0146484375,2589034.7470703125,3103028.1162109375,1668339.53125,3317074.04296875,1927920.4560546875,2102062.8798828125,1621636.4321289062,911319.083984375
[TG(52:7)|TG(51:0)]_FA18:2,-1.226007859236199,7.4931472683523115,17.24241330020959,3.290086939034432e-5,0.00175306799068218,TAG,880930.999206543,349148.40173339844,881160.3641357422,933448.6290283204,116841.22833251952,126505.8480834961,248778.0178527832,110327.00775146484,273637.92028808594,86249.22595214844,149924.77075195312,113300.70819091795,767296.1175231934,1000513.9033203124,839619.7496948242,468646.31213378906,516822.99591064453,754460.041809082,867446.3400878906,865282.1577758789,368765.8861083984,667690.5902099609,31425.24237060547
DG(31:1)_C16:1,1.2514909400855834,8.777724740474865,17.071407456744055,3.6000249031213485e-5,0.0018867671500457297,DAG,1490152.085205078,3142247.3413085938,1702884.4187393188,368648.7060852051,3200691.5897216797,4106221.7010498047,2555174.6284179688,2292516.308959961,457769.0843925476,1884771.9234046936,2882912.5723876953,1665236.3315429688,1864716.5989990232,125250.8090171814,124834.94946670532,143884.9900894165,131342.14960861206,945925.6959571838,2440071.186767578,393086.95028305054,408477.935295105,140743.26978302002,988632.05859375
[TG(38:1)]_FA14:0,-1.2171109504122954,10.254102642785785,16.997459242216365,3.742987229846101e-5,0.0019020840444977742,TAG,4636515.900512695,3074246.5869140625,9838704.557861328,6324180.271362305,435299.61181640625,523998.888671875,362804.68322753906,391473.1638183594,418657.89306640625,290212.60119628906,331275.9782714844,418595.0930175781,992602.9139404296,6419185.5390625,9688093.11669922,3620762.0290527344,3726056.857666016,6663640.892578125,4904561.684204102,2959342.0509033203,690909.6423339844,8168069.145141602,49943.38360595703
PE(36:4)|PE(O-37:4),1.2485620594790425,8.199639829799285,16.994795600661746,3.748241939423202e-5,0.0019020840444977742,PE,1346798.0341796875,680002.1915283203,415863.3293457031,695135.1060791016,3307400.5643310547,717675.7144775391,2280871.6212158203,1832106.3175048828,3512245.4926757812,2063991.4517822263,2218425.6708984375,772470.1588134766,414488.7325439453,309810.0848388672,421888.1517333984,661249.7674560547,863531.0770263672,267715.61865234375,755541.5720214844,343303.7615966797,422999.6525878906,272697.8194580078,98054.26770019533
[TG(54:5)]_FA16:0,1.2436904194166392,8.433159690856694,16.86776335848117,4.0076484686074784e-5,0.0019569909592284987,TAG,1171736.9924316406,467434.5317993164,497345.7489013672,529648.4367675781,3547548.057006836,890218.9950561523,4376900.6455078125,1838848.318359375,5260067.856201172,2273129.1099853516,2447693.9404907227,795606.6456298828,390061.08447265625,235865.2359619141,549514.2028808594,586576.1473388672,709402.1491699219,185972.5541381836,1878019.436645508,435045.55725097656,508651.7344970703,277117.7213745117,40556.68292236328
DG(37:5)_C18:1,-1.2119654658928178,3.0761524887512106,16.85246541963261,4.0400814297491686e-5,0.0019569909592284987,DAG,32376.762588500977,31190.822185516357,31443.982135772705,29332.20210647583,2891.3601989746094,6905.040473937988,2894.860202789306,2896.9002227783203,2894.8802070617676,2890.8602142333984,12526.460834503174,6792.460395812988,34951.06262588501,33076.502296447754,31499.762420654297,31515.062091827393,11309.060817718506,27365.08196258545,29488.90195465088,30324.102184295654,17225.401206970215,29078.302101135258,56453.1436920166
PS(40:4),1.244000550544788,8.96464022789066,16.87585854853387,3.990591988930975e-5,0.0019569909592284987,PS,2035990.462890625,1152130.240234375,989768.6083984376,1144135.7211914062,4976274.6201171875,1203503.01171875,4757635.73046875,3754743.650390625,5086891.26953125,3440276.724609375,3696157.09765625,900103.3232421875,635715.2255859375,537618.63623046875,511712.8385543823,1206509.5498046875,1519825.486328125,635577.6259765625,1158994.94921875,770806.17578125,578633.96435546875,375867.1860656738,383398.1474609375
PG(40:4),1.2339150497353326,9.270159234624597,16.61414111577814,4.580819938815693e-5,0.0021858031857304133,PG,2493463.6215820312,1383966.92578125,1177726.2592773438,1479122.0434570312,5736583.6123046875,2229195.1279296875,5233927.9609375,3271032.37109375,7657596.0546875,4291713.5419921875,4491225.3916015625,1453481.8842773438,634237.32421875,605539.43994140625,963610.7668457032,1201207.34375,1474767.2685546875,870665.8996582031,1506665.7421875,899610.70068359375,978264.73681640625,720053.5505371094,462435.61083984375
[TG(52:6)]_FA18:1,-1.190336407052899,7.653346702777663,16.26887456485383,5.49593646385676e-5,0.0025838983639632444,TAG,986546.4791259766,369897.2868652344,1085275.2827148438,1148746.1612854004,121069.18780517578,131967.18701171875,245038.7148132324,112161.5473022461,242291.73553466797,87690.1060180664,139051.8494873047,96259.62655639648,931401.8006591796,1258333.384338379,920275.6701660156,516530.4511413574,526427.0777587891,758671.7067260742,873183.5701293945,976454.0100097656,355601.88583374023,739445.55419921875,25199.921768188477
DG(33:1)|DG(O-34:1)_C16:1,1.2185082969990837,8.306935295713478,16.217805414969916,5.646094282196002e-5,0.0026160236840841477,DAG,1062341.048828125,2188595.5294189453,1062277.610038757,312822.4830818176,2366339.483520508,2966604.6619262695,1878235.0213012695,1489372.6487464905,278210.7614021301,1439206.9345703125,2366124.217895508,1200891.0610961914,1345288.6333618164,102539.9465751648,98294.62686538696,116786.80853652954,98829.8869972229,710003.7331848145,1706396.3819580078,301555.761051178,332965.22539520264,106432.18765258788,719989.2328491211
PS(44:10),1.1922245588757727,7.5499665600188,15.551583089578342,8.028439236308171e-5,0.003666702891211032,PS,641092.24072265625,443008.6696777344,345416.46423339844,368931.00390625,1755101.0349731443,508433.9324951172,1924792.956298828,1387481.0334472656,1813574.4926757812,1271905.5263671875,1501847.7849121094,368893.34606933594,266842.44091796875,231398.5570068359,214642.7950630188,445915.4747314453,428408.1923828125,244102.31677246097,425464.2678222656,335982.5070800781,259238.83850097656,172611.49179458618,178567.05322265625
PC(O-12:1),-1.1592746671633967,6.937177731935798,15.442799688042214,8.504031696306684e-5,0.00382829388033371,PC,472558.5048828125,350359.3273925781,571767.6578979492,540094.1427001953,152450.47143554688,160738.1498413086,123497.00842285156,127725.82946777344,131038.56860351562,134071.16870117188,138423.6300048828,136643.73120117188,483847.5163574219,645291.8428955078,529255.1566162109,356065.3035888672,449900.9721679687,465003.0361328125,424195.52893066406,491075.23291015625,301585.82568359375,583332.4037475586,56245.024169921875
PE(39:6)|PE(O-40:6)|PE(P-40:5),1.186844407397588,8.30183785962398,15.416820254013148,8.621744115859466e-5,0.00382829388033371,PE,960872.0323486328,546366.0407714844,488905.7979736328,514873.4343261719,2965650.240966797,1620027.153076172,2179750.1737060547,2122428.4814453125,3169389.4306640625,2094684.497680664,2592859.2263183594,1577094.4291992188,467438.49572753906,396685.2286376953,472563.2149658203,667936.9072265625,651361.5799560547,336049.5852050781,720396.8547363281,439536.01135253906,561026.2607421875,434539.4323730469,231214.3924560547
[TG(40:2)]_FA16:1,-1.1535997790845034,8.340219874146266,15.294208022309249,9.199816051407341e-5,0.004029015331006749,TAG,1482576.8410644531,880463.9066162109,1477031.2862548828,1105074.0538330078,422996.4069824219,484046.9956054687,421313.0487060547,561752.9835205078,432292.8681640625,310873.20068359375,363653.3035888672,355219.1472167969,1210467.3424072266,1112482.7717285156,1522519.9248046875,1443883.5083007812,1012230.0789794922,1713808.1204833984,1213003.7310791016,1724577.0482177734,602039.6982421875,1053503.5642089844,54243.983825683594
[TG(60:13)|TG(59:6)]_FA22:6,1.1783881252606137,9.383823059345593,15.206029311600304,9.639515830915844e-5,0.004164531366410534,TAG,1036551.7901000977,2134506.2614746094,897239.0059814453,523672.66119384766,5400713.091552734,10119959.764160156,4025912.014770508,4239623.92590332,5535857.171569824,1584279.1650390625,4333035.746948242,3783968.7817382817,1314016.0071411133,352898.9637451172,1397733.0390014648,1488364.9786376953,577301.3978881836,497115.1334228515,2202506.105255127,532863.2984619141,2431124.061645508,659605.2498168945,48173.06344604492
[TG(51:4)]_FA16:0,-1.140959253695788,6.9273849701319605,14.965294553089734,1.0950680276026965e-4,0.004667909978994428,TAG,571481.9776611328,217770.43780517575,600266.6621704102,642144.8049926758,121425.30828857422,107664.56826782228,169740.51239013672,103271.36825561523,187372.45220947263,103905.76654052734,140507.44952392578,81494.88568115234,538069.7835998535,755284.1890258789,562813.8607177734,295769.01861572266,341310.80743408203,486527.2729492187,477078.5906982422,559708.716796875,201313.31170654297,457797.0746765137,23257.22166442871
PG(44:10),1.161581885639568,7.796807323390033,14.790827887298292,1.201183198835352e-4,0.004998469009648484,PG,744821.0944824219,527907.7990722656,389888.1271972656,446900.1944580078,1921570.922241211,870177.5577392578,2041307.1669921875,1166931.77734375,2616082.8555908203,1474870.2888183594,1722463.9986572266,589286.46337890625,255423.93798828125,249258.6767578125,395361.4685058594,434475.29217529297,408634.56884765625,304241.28076171875,529206.7170410156,370328.6254882813,385704.8481445313,306106.3430175781,225876.27685546875
PI(38:3),1.161408533957462,7.955110775585203,14.786590719872045,1.2038852478665414e-4,0.004998469009648484,PI,687645.2074584961,328779.6243286133,284759.6233520508,342957.18670654297,2249156.5861816406,538990.1713256836,3529127.8259887695,1264685.3935546875,4325737.012512207,1473440.204711914,1716780.173034668,484871.7539672851,239982.79669189453,180480.69522094727,277575.43743896484,359278.80798339844,477160.389251709,127648.5482788086,1952794.881652832,238886.2164306641,354022.7213745117,180160.69329833984,41249.6227722168
[TG(63:12)|TG(62:5)]_FA22:6,1.1596175175367012,8.703110884875201,14.742692806532432,1.2322416601165458e-4,0.005050611009477689,TAG,1010062.674987793,2715589.7318725586,669286.9645385742,542690.6159667969,2379185.5115966797,4180855.971313477,1538921.8188476562,4086265.0678710938,2839887.6392211914,2087615.2139892576,1903678.6029052737,1851836.204284668,1055024.0245361328,400965.5833129883,396099.9051513672,1092590.8434448242,569012.9207763672,698280.6698608398,702366.92919921875,386061.94549560547,1028624.4090576172,604010.4847412109,183103.4722290039
[TG(51:5)]_FA14:0,-1.1234804513923708,6.060808545375113,14.5160865907892,1.3896778090208853e-4,0.005623797411949076,TAG,294276.28259277344,131292.74884033203,311993.4020996094,329275.5208129883,79282.78503417969,80668.0258178711,72975.38522338867,68916.44454956055,74370.385498046875,71441.78448486328,93441.64556884766,76613.56524658203,269471.3980102539,376095.7059326172,312193.84045410156,163281.61102294922,188528.31427001953,281168.6604614258,230541.2951660156,296817.4184265137,141499.5891418457,275805.84033203125,34294.842529296875
[TG(42:2)]_FA18:1,-1.115690179263222,8.219063017780288,14.318288469810799,1.54357955345172e-4,0.006040465290025048,TAG,1253088.417602539,1000278.7729492188,1206959.9322509766,945589.0728759766,457628.5540161133,520081.7818603515,441241.81506347656,552866.8704223633,457645.3914794922,348704.6661376953,352480.60412597656,336641.3446044922,1212233.0595703125,1102115.320678711,1301213.1651611328,1422977.1583251953,876264.8203125,1398237.60546875,1135802.4056396484,1517538.612915039,601347.93896484375,934916.9182128906,53799.88366699219
[TG(54:6)]_FA16:1,1.1433266248203189,8.418250216259878,14.345826928754832,1.5211648706000107e-4,0.006040465290025048,TAG,1187692.739868164,475440.9324951172,557356.958190918,527335.6348876953,3506234.354736328,919954.4642333984,4074372.939025879,1825837.8395996096,4953412.208129883,2042997.5251464844,2423520.9853515625,815215.6125488281,374828.5094299317,232097.15869140625,545581.2186279297,585663.6198730469,749778.0291748047,203222.8155517578,2056706.8399658203,418971.5090942383,559705.65771484375,292088.59979248047,41776.86294555664
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0,-1.1156839510120045,2.3583083559548403,14.31129849047062,1.54932171968112e-4,0.006040465290025048,DAG,35038.62218093872,6355.400508880615,2587.2001991271973,2589.5601921081543,2598.980178833008,2705.600200653076,5730.060398101807,2607.9201698303223,2609.940185546875,13197.52096939087,2604.920196533203,2603.3201789855957,32607.002166748047,36169.40261077881,11232.560749053957,4030.780296325683,2589.8401947021484,2588.3601875305176,2611.960189819336,12708.580894470217,2589.6201934814453,2593.8601722717285,83052.00598144531
