lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_hippocampus,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_hippocampus,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
DG(42:10)|DG(41:3)_C16:0,0.392388342795983,7.400830757259257,1.7534989336809303,0.18543747162580998,0.6272848483499619,DAG,864496.5432739258,230133.9165649414,188861.67364501953,149704.52996826172,215472.13397216797,514633.76290893555,285808.3187866211,292203.76110839844,213504.8345413208,220008.73834228516,235715.65625,178464.03350830078,345031.70208740234,227915.27675628665,67604.58470916748,242119.95753479004,129779.36725997923,138386.8289794922,175375.33056640625,148676.9306640625,183741.09313964844,71857.96493530273,3677631.8136291504
SM(d18:2/20:1),-0.38835433064784125,4.0677368104058385,1.7458449065343298,0.18639993929698587,0.6272848483499619,SM,39439.74291229248,38674.2029838562,35017.322326660156,36921.262687683105,49339.0033454895,32124.782474517822,36997.982734680176,32673.02236557007,36049.36265182495,35085.58243560791,36891.16248703003,35685.60276412964,33183.94241333008,38971.76274108887,41686.76303482056,36127.72230529785,31407.74222946167,37498.1025428772,41097.68296432495,35990.32263183594,31900.78240585327,32750.86239624023,207325.0698852539
FA(12:2),-0.38792024477958753,4.918067200528692,1.7420558255744396,0.186878550746254,0.6275742927896787,FA,62745.604248046875,122200.00830078124,85915.60583496094,124196.12841796876,54708.64416503906,72999.54504394531,59983.484619140625,59445.44464111328,156830.810546875,49344.22326660156,70654.14501953125,82593.225830078125,124485.16870117188,121451.68884277344,42921.703033447266,60188.004150390625,51010.82403564453,61744.78494262695,143701.23046875,53732.66387939453,99705.22705078124,84416.446044921875,150367.69140625
FA(17:1),-0.38793181412306776,5.176947914170579,1.7421783653771783,0.18686304999842968,0.6275742927896787,FA,58091.36474609375,200220.33740234375,115538.54724121094,227178.67504882812,45700.243408203125,48145.32360839844,42370.10302734375,39702.382904052734,313617.08203125,43285.96286010742,47481.10363769531,63171.34436035156,137507.6307373047,245029.2147216797,42737.402893066406,42290.94299316406,46381.50354003906,52888.86413574219,326274.44580078125,55554.3837890625,67041.384765625,68638.08489990234,95713.3671875
CerP(d18:1/26:0),-0.3873868125243648,2.0736971281018826,1.7367324495501748,0.18755338011341738,0.6285200798978987,Cer,13062.701026916504,13072.520881652832,12857.760875701904,12289.380847930908,12258.98080444336,12889.940967559814,13365.780960083008,11542.660842895508,12842.561000823976,10505.00066757202,10803.840789794922,10652.680809020996,12825.240913391111,12145.580867767334,11630.000820159912,10542.66077041626,11909.960781097412,11656.140838623049,11671.820831298828,12215.68083190918,12635.68091583252,12496.6409034729,16853.80121612549
DG(44:11)|DG(43:4)_C18:1,-0.3873574357290472,3.7351170727822445,1.736894422444038,0.18753280550506526,0.6285200798978987,DAG,36618.96253204346,36034.022636413574,36734.662525177,37406.18242263794,45610.883209228516,40032.622829437256,41660.14294433594,41214.86296463013,39935.18280792236,40621.382652282715,36623.64247131348,37323.22301864624,37405.38251495361,37476.642459869385,38141.2227973938,40060.40288543701,37201.38274002075,36908.60257720947,36046.76234436035,35638.082553863525,38922.58293914795,41529.843032836914,52952.24349975586
DG(35:6)_C16:0,0.38969803249336343,4.241841624376856,1.7296179659260815,0.1884596941857297,0.630005366074213,DAG,2623.2201919555664,2627.0601959228516,2630.7801818847656,2626.6201820373535,354742.18701171875,384453.9259910583,4213.16032409668,273101.8372077942,2626.160186767578,3007.7002029418945,2716.520195007324,2629.8601837158203,44525.6035118103,2619.440196990967,2629.5001792907715,312484.14295196533,87727.64617919922,2637.020179748535,2631.7801780700684,2630.0801734924316,2674.1001892089844,2628.780174255371,2623.120189666748
omega-linoleoyloxy-Cer(d18:0/31:0),-0.3867854209088736,1.4643276952172462,1.7310242335928532,0.1882801463059936,0.630005366074213,Cer,8389.520523071289,7426.720474243164,8318.320568084717,8476.580554962158,9386.96071243286,7942.880462646484,8028.880546569824,7911.880535125732,6957.1404457092285,8469.18063735962,7675.480506896973,7988.02059173584,8322.500602722168,7954.400608062744,7198.500503540039,8154.820579528809,8074.480541229248,7303.2405281066895,8511.480640411377,8545.240634918213,7589.560565948486,7592.220607757568,10269.740734100342
PG(41:6)|PG(O-42:6),0.38957453972931394,6.186431512792833,1.7286157093631118,0.18858778083610317,0.630005366074213,PG,184471.9937744141,219579.5360107422,169344.25268554688,159464.71142578125,413542.7891845703,312430.14318847656,380508.607421875,354066.38330078125,435770.5125732422,391810.4484863281,414153.5280761719,297869.5,140546.97009277344,121026.70910644533,129806.68872070312,181163.33325195312,202743.9140625,158951.6922607422,177928.513671875,159202.47119140625,244611.375,162120.71154785156,119861.927734375
PS(P-40:0),0.38899078174670254,6.269912758698741,1.723478330544367,0.1892459224855372,0.6308855205279066,PS,327754.5645751953,175371.35424804688,168053.31030273438,147749.65087890625,499997.7774658203,224537.45385742188,368631.36328125,523629.4747314453,609288.2451171875,305470.28283691406,534553.6588134766,210045.6345214844,145676.130859375,131864.36975097656,91446.42654418944,181281.2717285156,328750.14294433594,133143.74963378906,249115.1585693359,144941.67065429688,331928.24475097656,104444.38789367676,81851.465576171875
SM(d18:1/17:0),-0.38601135137063614,3.90806912071097,1.7247754259413028,0.18907950153345435,0.6308855205279066,SM,31000.562423706055,32464.402297973633,29538.701934814453,34054.58256530762,30968.522270202637,28873.642013549805,28047.322021484375,30047.72200012207,30152.101837158203,30203.881958007812,31617.102294921875,26273.06187438965,30819.242065429688,33244.64221191406,29275.441955566406,32624.622497558594,29380.701934814453,28938.162033081055,28844.66209411621,28315.54192352295,27264.78192138672,27760.62188720703,217041.5557861328
[TG(56:9)|TG(55:2)]_FA18:0,0.3887292389784119,7.501039441834164,1.7211968364772474,0.18953905871057283,0.6312045528101056,TAG,143921.04907226562,108207.64721679688,123291.7489013672,94581.3468017578,499378.1329345703,188220.11462402344,4480857.731689453,338227.40313720703,3724295.8260498047,271205.24029541016,660493.0238037109,267769.7424316406,112266.22875976562,76844.5054321289,151893.3309326172,112606.34753417967,129609.01043701172,82407.40612792969,3410248.683654785,112924.3878173828,510809.412902832,104300.60766601562,55071.92364501953
[TG(56:10)|TG(55:3)]_FA20:4,0.3882383773973693,5.943204097074031,1.7168580034540355,0.1900979917858284,0.6321729973443868,TAG,115243.84826660156,98417.90692138672,88979.48547363281,82880.90563964844,272919.3772583008,142869.70947265625,793010.4384155273,162673.67053222656,1155084.7001953125,182616.49395751953,217337.33447265625,160123.03100585938,90428.18688964844,73847.92565917969,90142.56610107422,89426.64636230469,103161.18719482422,82082.34524536133,602959.2265625,87343.42672729492,204254.73364257812,96421.46697998048,54523.183990478516
DG(33:4)_C18:0,-0.38484181886249097,5.924535812558019,1.7145340516719894,0.19039815566201984,0.6321729973443868,DAG,170985.27236557007,172361.9320449829,174048.31200027466,179188.35264968872,187694.07390213013,179270.07190322876,184295.41354751587,173101.15240478516,178571.21272277832,185453.59252166748,223069.8360595703,173395.9126548767,178600.55208969116,180578.89270401,177216.07202911377,172912.45099258423,175125.89211273193,170906.75162506104,176742.73250961304,180354.653339386,173237.77084350586,170158.57264328003,207783.83520507812
SM(d16:1/22:1),-0.3848403580204962,3.956759368730677,1.7143412492041037,0.19042308302866578,0.6321729973443868,SM,35239.72228240967,35520.9227104187,34825.00238800049,32119.842124938965,44016.682762146,33512.10208892822,30413.222038269043,31778.742389678955,37695.46257019043,29298.22206878662,31287.78212356567,30827.72239303589,32856.78234863281,35608.82228851318,33324.80247116089,34199.3625869751,31570.422382354736,31342.24214553833,36278.16215133667,32142.16258621216,30895.722328186035,31726.302227020264,197034.0920410156
CerP(d18:1/12:0),-0.3840558119933608,3.1670423991476415,1.707288664392081,0.19133753065134557,0.6338923165723852,Cer,26306.52183151245,26625.061798095703,26232.20188903809,29206.222019195557,28078.902046203613,25890.04182815552,25634.121742248535,23966.461807250977,26893.081954956055,26150.681797027588,26488.382026672363,25176.341930389404,27655.361808776855,26033.42162704468,26237.782009124756,27791.40186691284,23389.161670684814,27949.72198486328,24802.48175430298,25709.521892547607,24216.721755981445,23662.18183517456,32613.582275390625
DG(39:6)_C16:0,0.3872096255238066,6.052396653522563,1.7078341170351905,0.19126662404295192,0.6338923165723852,DAG,249899.53790283203,230151.43658447263,181426.7928466797,161490.63134765625,303258.2007446289,340981.32623291016,299562.1605834961,373768.7282104492,93745.50666427612,310445.4839477539,331945.6623535156,393564.4712524414,181563.31134033203,102361.94718551636,64097.64489746094,205476.6732559204,150234.57028198242,181692.2342529297,206303.09423828125,181401.27182006836,205991.57489013672,64921.84457397461,92743.06671142578
[TG(52:10)|TG(51:3)]_FA22:5,-0.3834155553804065,5.290331494498587,1.7018171375839302,0.19205050651811803,0.6343007979041638,TAG,112532.2481842041,104797.22790527344,132132.8493347168,129199.5104675293,120127.84753417967,108053.08770751952,125148.98852539062,128929.3285522461,150078.66952514648,130652.44979858398,163972.81323242188,115320.90823364258,81874.84506225586,136435.63018798828,162730.15155029297,160736.15008544922,96312.82708740234,101900.18728637695,113806.84857177734,98141.14666748048,94417.08673095705,165827.23095703125,28960.982009887695
[TG(56:10)|TG(55:3)]_FA18:1,0.3865143226409434,7.596821935629828,1.701774735323852,0.19205604390717254,0.6343007979041638,TAG,159745.05078125,116337.94744873048,142412.470703125,102820.82751464844,539786.5776977539,208103.77392578125,4944599.091064453,375524.5478515625,3761875.353393554,292035.7604980469,702262.0393066406,271198.1618652344,121049.56854248048,83147.606201171875,163159.5916748047,128817.28784179688,150480.74963378906,89588.54528808594,3595287.0986328125,125269.78918457033,568349.6607666016,111731.62719726562,55790.32385253906
Cer(d18:0/18:0),-0.3834374721714744,3.5238692504549554,1.7018513042204688,0.19204604476987014,0.6343007979041638,Cer,36887.94264602661,36655.88275146485,35706.782413482666,35408.762466430664,33156.86259460449,34906.36234283447,30753.642280578613,31293.481773376465,31845.12244796753,34680.42227935791,31420.32205581665,30474.622066497803,32066.00249862671,34626.96241760254,36209.36262893677,34106.26224517822,32053.002380371097,30483.84224319458,33265.722438812256,32975.38241195679,32116.482219696045,33173.4624671936,40826.322814941406
Cer(d18:0/32:0),-0.3825652436907899,2.987334302420433,1.6940009212572704,0.1930743982970935,0.634932339749205,Cer,23413.681804656982,26129.661918640137,25555.161739349365,22867.021488189697,21570.06149291992,22826.641647338867,20953.701473236084,20060.901279449463,22125.72158050537,22175.701431274418,20830.68137741089,21389.281394958496,20589.521476745605,25132.801807403564,23274.221591949463,23572.54140472412,20966.36156463623,22120.50156402588,21700.321563720703,22609.881462097168,21675.56142044067,20031.18146514893,35743.24252319336
Cer(d18:2/21:0),-0.38242385638458437,3.347018944306159,1.692828851257346,0.19322848372859863,0.634932339749205,Cer,29628.62205886841,31481.841995239258,27986.561904907227,31398.44212341309,31968.942039489742,29156.12200164795,28410.28203201294,27815.50196456909,30358.222217559814,32192.302249908447,31282.242221832275,29712.04188919067,29593.802154541016,29353.62216949463,28882.26191329956,28851.182220458984,30038.42208480835,28985.142097473145,30176.80202865601,28543.18196105957,30548.74231338501,28488.502197265625,36043.38250732422
DG(42:6)_C18:1,-0.3822242315979638,5.1882691637365586,1.6912302094647202,0.193438879861034,0.634932339749205,DAG,95871.9262008667,86972.36547470093,86849.64632415771,102451.84728622437,113327.76929473875,116839.22830200195,116922.48736572266,92348.46672439577,89418.16634750366,99675.00703811646,87368.54624557495,90129.72652435304,85014.14598464966,82893.94535064697,91249.22625732422,164439.07258605957,85520.82591247559,94457.54719543456,92077.92714309692,91979.68648529051,86709.9260673523,81337.82559204102,247750.95782470703
DG(44:5)_C18:1,-0.3826127285642766,3.679579876466199,1.6945519251983217,0.1930020105282363,0.634932339749205,DAG,34489.82247543335,34050.46228790283,35165.22254943848,36493.68267059326,38482.9427986145,42319.76318359375,43205.44298171997,38973.962982177734,38317.322872161865,35541.34233856201,37733.3426361084,37351.04288101196,35985.242362976074,33664.90232086182,33878.10240936279,41076.06276321411,35048.782386779785,39482.06299972534,37859.542697906494,34745.16227340698,35877.922454833984,36854.042709350586,51488.66332244873
FA(14:0),-0.3822880844155347,5.18636313781454,1.6917989091784875,0.19336400302400472,0.634932339749205,FA,78905.605224609375,155569.63159179688,111547.107421875,208133.91259765625,54790.16375732422,70064.52478027344,49502.72360229492,55234.463806152344,204238.69384765625,53038.82385253906,66805.56481933594,89533.686279296875,173370.45166015625,201465.83325195312,43403.42318725586,56363.603942871094,49516.283447265625,65254.064453125,223663.41430664065,60273.664489746094,70563.64489746094,84519.18615722656,154558.71142578125
FA(36:0),-0.38304178958343826,4.450870615230583,1.6984468236146313,0.19249122402663715,0.634932339749205,FA,58959.523696899414,91912.1452140808,93138.2879257202,117540.5288772583,51957.56410217285,54723.423919677734,51230.542808532715,47453.76256561279,82949.52544403076,38525.40214538574,48303.883140563965,58688.74375152588,93978.5877609253,112445.2290878296,41654.62252807617,44437.46324157715,50789.704040527344,69470.26522064209,94020.18677520752,53772.80347442627,45684.962898254395,70190.08461761475,13235.52099609375
LPC(16:1)|LPC(P-17:0),0.38490926536326636,6.2344787198607525,1.6877466569794697,0.19389827589163666,0.6357874748980127,PC,412061.2305908203,232153.4196166992,273853.740234375,205833.55401611328,507952.7772216797,204728.1958618164,481997.97283935547,290568.177734375,417533.9904785156,305112.4192504883,328549.07861328125,179219.43258666992,177617.47338867188,134339.3500366211,202911.77276611328,172063.1336669922,295529.5825500488,119998.728515625,269033.3585205078,141016.97039794922,136003.43096923828,132141.30926513672,52141.703857421875
Cer(d18:2/14:0),-0.381648585694827,2.677878659279178,1.6858229383257708,0.19415251430660077,0.6359688404079945,Cer,19124.201179504395,18236.761333465576,19418.341373443604,18307.16135787964,20151.64151000977,18028.501373291016,18102.30140686035,19977.24148178101,20601.20156478882,19577.501426696777,19905.46143722534,18119.421222686768,17276.301219940186,18568.50128173828,20515.76152420044,19619.741485595703,17444.821228027344,18022.501266479492,18486.48137664795,17447.60117340088,18133.361240386963,19684.30132675171,21388.84144592285
[TG(49:7)|TG(48:0)]_FA16:0,0.38378566382991147,9.165836767274246,1.678002351836767,0.1951901045515338,0.6386392734823726,TAG,1532413.6943359375,1187414.2509765625,1500505.0146484375,1014713.6259765624,3972345.365234375,2991809.126953125,4958055.775390625,1911725.828125,4458813.130859375,2090984.2294921875,1716390.052734375,3061025.6162109375,1409935.107421875,653570.2041015625,1309006.923828125,1321856.3916015625,2018715.1611328125,673652.3662109375,2638482.2431640625,828252.818359375,2190472.087890625,910948.9775390624,365920.0244140625
[TG(56:10)|TG(55:3)]_FA16:0,0.38309992674087434,5.107137841993092,1.6719927489175461,0.19599183465605285,0.6386392734823726,TAG,57059.32424926758,57895.90365600586,57474.52420043945,44761.60321044922,138865.46978759766,98167.2269897461,522553.8571166992,111185.92919921876,474070.08966064453,98449.88665771484,152905.2303466797,109903.40838623048,44232.583068847656,45178.503326416016,50000.443450927734,63193.24401855469,53359.08435058594,45224.92318725586,367183.1213684082,49385.94375610352,88885.48651123047,48697.943771362305,28348.062133789062
[TG(58:9)|TG(57:2)]_FA22:6,0.38290555703602597,9.562785001378158,1.6703680748066745,0.19620924113434626,0.6386392734823726,TAG,666169.2702636719,316658.1837158203,513757.40032958984,303063.6811828613,2385301.756347656,574878.4618530273,18189864.076660156,1222356.7747802734,18077291.34069824,1084350.172241211,1922102.0542297363,779887.7354125977,291211.6604003906,224808.09393310547,836424.27880859375,387442.3811035156,522255.49407958984,291046.56091308594,15454737.135742188,289119.37982177734,1618862.169128418,399908.0455932617,65577.12463378906
[TG(60:11)|TG(59:4)]_FA22:6,0.3822566394660261,6.858859686898449,1.664733834683716,0.19696538118661852,0.6386392734823726,TAG,335210.60317993164,236708.5758056641,358437.82482910156,197190.23348999023,858096.294342041,507333.93994140625,1132790.510406494,320993.56787109375,887204.0617675781,549812.0900878906,440347.1692199707,392207.4076843262,155532.22967529297,191823.35189819336,418833.4934692383,243487.05657958984,349973.80477905273,132522.7889099121,419063.0749359131,131190.70831298828,260423.5796508789,462408.4732666016,54179.08381652832
Cer(d18:1/19:0),-0.3793704892397794,3.048908139965256,1.6658046399051614,0.19682141194628233,0.6386392734823726,Cer,28244.781982421875,22246.461624145508,22186.88154220581,24011.061740875244,21039.721572875977,24266.101734161377,22689.54168701172,21343.781620025635,28927.001998901367,23913.64158630371,21474.321517944336,19152.10131454468,21168.961517333984,22449.281635284424,21767.381408691406,21275.701580047607,23895.421630859375,23911.541763305664,25819.981887817383,22973.44147491455,21422.641445159912,22398.781616210938,42978.6032409668
DG(38:3)_C18:2,-0.3793878547736565,4.962855349415968,1.6661906582867236,0.19676954220658516,0.6386392734823726,DAG,93204.98637008668,96427.84665298462,95199.2668952942,90704.56658554076,92595.18604660034,91028.68656158449,90241.32621002196,91626.62643432616,84945.90613174438,92227.68642044067,95370.18675994872,91819.14627075195,87687.84673690796,90456.40587234496,89024.72673797607,86618.84624099731,86428.9864578247,95762.4866142273,88540.48598480225,86233.46606826782,90336.3265991211,95705.02640533449,109760.32781982422
DG(38:7)|DG(37:0)_C18:2,-0.379279077217092,3.520234890455985,1.6650987336301455,0.19691630684303787,0.6386392734823726,DAG,35382.822719573975,38209.04250717163,33159.482387542725,31274.822288513184,30100.702041625977,37398.76276779175,32782.76239013672,34125.182399749756,35036.122497558594,33843.14226150513,32670.54218673706,32313.18242263794,29165.122131347656,34424.08239364624,32493.262271881104,34530.92252731323,27473.74200820923,36812.36267089844,33467.80234146118,31121.30209350586,37212.86252593994,33772.50256347656,40522.842834472656
FA(35:0),-0.37973371944536366,4.019578775519839,1.6691668437315457,0.196370166036002,0.6386392734823726,FA,53429.564208984375,64865.96383666992,68041.22566223145,83741.745849609375,37121.642822265625,33816.20252990723,39149.50254821777,35221.02303314209,58849.044078826904,30150.76210784912,39925.902656555176,44991.98401641846,70150.54487609863,88422.78652954102,27927.88168334961,34853.56285858154,37212.963050842285,48696.64316558838,68456.44539642334,40846.46340179443,33556.68271636963,48376.323333740234,12657.021057128906
LPC(18:0)|PC(O-18:0)|LPC(O-19:0),0.3831874868629306,6.754276375083689,1.6727937309060508,0.1958847547340699,0.6386392734823726,PC,545972.9470214844,298149.21923828125,374916.6841430664,276497.78063964844,715475.9619140625,292619.6819458008,739185.3910522461,436926.7703857422,600267.0975341797,504826.4776611328,496177.9559326172,269619.60052490234,249961.0379638672,213313.77404785156,307873.8786621094,259385.73767089844,378046.2858886719,165430.20947265625,348897.259765625,203024.69525146484,192668.9945068359,222926.8162841797,77296.1060180664
PG(25:0),0.3830578479576851,6.228033988631038,1.6716602333790433,0.1960363073974365,0.6386392734823726,PG,194819.3953857422,213631.21502685547,196338.55346679688,158700.95086669922,380687.6829833984,502450.1003417969,397405.9855957031,300203.64123535156,339177.4991455078,206191.03564453125,541120.4161376953,454450.6130371094,173871.55157470703,141377.6495361328,172493.17309570312,229616.25897216797,178713.07293701172,136865.62939453125,183929.6937255859,206282.3353881836,180256.8929443359,149456.25061035156,64068.224609375
DG(41:6)_C18:1,-0.37849270863122575,6.796015433543526,1.658347402129266,0.197826602086614,0.6407818104061854,DAG,116937.24814224245,91075.14528274536,91447.8871383667,135109.4881286621,140450.7275466919,154735.8130645752,189771.39544296265,100234.88660812378,113695.66806793211,137571.76970291138,90709.02728271484,89652.62523269653,81956.80629348755,94064.88679504396,87396.90609359741,359093.0448989868,84328.0464515686,124203.34787750244,100777.34846115112,67602.16435241699,91856.20667266846,83022.36688232422,2855366.872772217
CE(17:1),-0.37815871482590546,6.206910300759538,1.655442267892795,0.19821982496894233,0.6411968288510245,CE,201750.65371704104,198670.55419921875,185497.65365982056,201212.35383605957,203696.57319641113,199641.294216156,217938.61616134644,201488.0143508911,203077.09367370603,199636.15341949463,200598.97402572632,192196.2543525696,193355.13340759277,193828.81385421753,198955.51418304443,194247.09354019165,193613.3935470581,185854.1329689026,196085.23316574097,195372.99397659305,196493.95406723025,193012.5531463623,485049.5936889648
Cer(d18:1/27:0),-0.3780786848208851,2.8636296296146804,1.6544388611860654,0.19835585352945362,0.6411968288510245,Cer,23627.30185699463,22387.621658325195,21839.28140258789,27108.22201538086,19358.341201782227,19925.7813873291,19605.941375732426,19694.021484375,21527.70147705078,20835.74153137207,20134.321517944336,19060.68116760254,19312.961463928223,22320.321746826172,19575.801483154297,23468.821769714355,19642.901290893555,20781.28157043457,21008.601570129395,22603.901557922363,18374.581268310547,22411.401580810547,24916.221603393555
CerP(d18:1/16:0),-0.37780531082003066,2.779918166454561,1.6520247561784345,0.1986835748587,0.6416074634578424,Cer,22805.82155609131,20964.261501312256,21588.601528167725,21806.261421203613,18569.081302642822,19087.881309509277,18937.161319732662,18319.52128982544,20063.221519470215,20998.16144180298,17661.841316223145,20689.32166671753,20826.96152496338,20403.401348114017,19315.461448669434,20218.121334075928,19399.42139816284,20763.241458892822,17693.021297454834,19829.68137359619,17834.10126876831,20891.10147857666,23629.98181152344
[TG(59:11)|TG(58:4)]_FA22:6,-0.37614287788309464,5.972912261455341,1.6378208399892173,0.200624719932764,0.6438865144542364,TAG,152111.01069641113,224732.03717041016,220854.75631713867,126152.30899047852,202544.7946472168,201982.97302246097,260266.15911865231,197407.1349182129,244355.31756591797,253664.81719970703,198303.4337158203,185390.87530517575,90132.90603637695,150379.85125732422,302001.9019165039,261588.88360595703,151296.3098449707,254051.59939575195,158944.7119140625,154149.71353149414,112376.50756835938,299035.44232177734,41723.98324584961
[TG(61:12)|TG(60:5)]_FA18:2,0.37915453199034466,5.7474339068276725,1.6379805087121895,0.20060277569375615,0.6438865144542364,TAG,129955.42980957033,143027.91015625,107007.18780517578,89030.166015625,204736.61334228516,239832.5767211914,290552.7785644531,387415.2067260742,379912.869934082,314628.7448730469,203308.35424804688,201335.11407470703,111850.20721435548,73901.985107421875,86915.3861694336,205879.5714111328,87320.06579589844,144711.0689086914,181314.8936767578,124082.92950439452,105739.82705688477,91653.66696166992,129003.18823242188
CE(12:0),-0.37618481110067437,5.960499118588094,1.6381819813686884,0.20057509011303892,0.6438865144542364,CE,175960.992313385,176173.13314437866,168865.45133972168,182891.11331939697,184482.85298538208,179536.5928955078,189543.31326293945,180746.43229675293,180547.57319641113,177646.8929824829,185959.05354690552,181341.87307357788,176684.41248703003,174634.71250534058,168517.39233398438,176160.09268188477,175453.39252471924,174566.35233306885,166646.45176696777,172947.05282974243,176860.5522994995,179012.27239227295,278011.49908447266
Cer(d18:1/26:0),-0.37688327986094194,2.9654927456702898,1.6440028279720877,0.19977714774441166,0.6438865144542364,Cer,25523.00163269043,23697.22191619873,20597.441452026367,28205.501922607426,21327.661651611328,22249.281448364258,20159.641479492188,21697.981567382812,22197.62142944336,20970.22149658203,22839.941635131836,23237.241790771484,20857.021411895752,23231.501846313477,22498.06149291992,26148.48193359375,22762.181640625,21974.641662597656,21904.42172241211,21254.00148010254,19833.58135986328,22522.101669311523,29251.602096557617
DG(31:2)|DG(P-14:0/18:1)_C16:1,0.37908065259673024,5.323309085680001,1.6373295915532253,0.2006922528766488,0.6438865144542364,DAG,134408.66850280762,190663.25213623047,116816.98892211914,71224.74507141113,210338.55401611328,255071.76098632812,183814.47241210935,159954.79039764404,83984.96605300903,155696.45181655884,238449.7387084961,107800.18760681152,150317.57025146484,67056.42429733276,64814.74440765381,86303.84627532959,63297.08445739746,89668.4468460083,153495.67044067383,72755.46509552002,74080.20503234863,67580.72464752197,113693.02801513672
DG(39:6)_C18:1,-0.3761988309480462,3.278891120942502,1.6381042722163954,0.20058576806727096,0.6438865144542364,DAG,23705.341751098633,21288.66159439087,24984.421752929688,25118.481742858887,36551.70240020752,34760.642612457275,36776.94268035889,33987.54218292236,29001.26212310791,32659.922164916992,29795.82207870483,33540.722343444824,25357.14176940918,17198.46112060547,29128.622158050537,32519.142139434814,30185.862133026123,31037.78212738037,30247.10213470459,29361.962142944336,30423.16205596924,31370.08228302002,27044.781745910645
SM(d16:1/22:0),-0.37601821995974655,3.9138977740885177,1.636552459964833,0.20079914135466803,0.6438865144542364,SM,34021.9824256897,31936.44248199463,34162.62254714966,31386.922241210938,50451.90339279175,29400.061992645264,33139.24243545532,29090.94202041626,35159.1826210022,31072.38217163086,30512.42225265503,27954.16220855713,31938.40225982666,34163.34268951416,32455.322425842285,30553.342163085938,29061.582229614258,30586.58209991455,35428.822441101074,32263.322185516357,31207.122245788574,31448.64211654663,191499.85546875
[TG(50:6)]_FA18:1,-0.37446841606547526,4.590980585202296,1.6231980463585387,0.2026464416488464,0.6453415596792287,TAG,69976.9443359375,76664.30535888672,59678.584716796875,73584.52630615234,75703.36505126953,74424.82550048828,84654.02569580078,71796.24514770508,75265.165283203125,74377.90591430664,123042.0284729004,78911.06457519531,62045.58447265625,61884.56457519531,57362.32391357422,70889.24472045898,72748.76525878906,69749.06555175781,71989.6449584961,80041.62588500977,104390.14715576172,94153.70684814452,28731.062133789062
CE(14:1),-0.37469479708721437,5.858828611606818,1.6252126168765244,0.20236649167625642,0.6453415596792287,CE,154855.11110305786,158549.8510169983,159670.75106811523,168904.93194580078,176583.5521736145,169920.09197235107,180309.91213607788,165459.99153137207,164943.09185409546,172219.63164520264,165333.791557312,164208.97136306763,155778.4715194702,162583.19137954712,155772.3708190918,163873.0714416504,155357.55110549927,165511.9321899414,152928.450756073,171071.3720588684,163512.25117492676,160378.71139526367,276747.3796386719
DG(29:2)_C18:2,-0.374730370968732,4.005648886875036,1.6254158079711085,0.2023382809950725,0.6453415596792287,DAG,49501.10345077515,51722.123542785645,47180.78351974487,47709.703384399414,44864.68322753906,48993.20364379883,46036.20289611816,46075.02342224121,46929.70330810547,46434.743282318115,50681.323722839355,48102.92333602905,46244.48328781128,44521.403301239014,48443.40349960327,42938.84308624267,47054.02324676514,43562.80294799805,45768.28345870972,44991.903160095215,47437.80339813232,54036.94354248047,52492.02407836914
DG(31:2)|DG(P-14:0/18:1)_C18:1,-0.3744500179740009,5.086371959694356,1.6230580442614837,0.20266591364339867,0.6453415596792287,DAG,107743.26781082152,98807.34661865234,92357.66661834715,106020.20739746094,99648.58769607544,93203.88608169556,86056.14652633667,102619.547000885,96090.46677780151,111595.88832855225,81547.78566360474,98259.14768600464,85568.14598464966,81338.18591690063,89826.14622879028,152163.67332839966,82863.2657623291,93165.18699645996,98947.02633285522,95201.88624572754,83696.62575149536,95412.20664596558,145467.04931640625
FA(25:4),-0.3749715990885275,5.819608626055638,1.627619806927214,0.20203257901003027,0.6453415596792287,FA,129194.3077392578,237076.9202270508,233479.33532714844,272107.20025634766,108435.6082763672,128144.58807373048,144663.1908569336,117842.34790039062,326014.09759521484,119093.94787597656,108954.06646728516,147076.70947265625,101708.84832763672,207066.1350097656,146226.44897460938,151021.34893798828,112933.88861083984,260684.6131591797,377983.80322265625,128262.28778076172,86248.78625488281,172783.95153808594,60962.44451904297
