Lipid,Class,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,DOD94_F3_Female_WT_cortex ,FAD184_F3_Female_WT_cortex ,FAD184_F4_Female_WT_cortex ,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,8721.760601043701,7482.000534057617,8591.540615081787,8456.700565338135,7244.800518035889,7988.360569000244,8556.320613861084,9057.300678253174,9157.600639343262,13441.081062316896,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C16:0,DAG,1381300.924621582,699873.0219726562,1717942.1681518557,57416.064598083496,3714557.839111328,1477727.1171264648,1452496.082946777,58029.90397262573,730290.0448913574,43855.44302368164,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C16:1,DAG,35487.32258605957,32734.34223175049,91837.08576965332,34674.42261505127,127974.72759628296,127484.529006958,86137.2657623291,33291.14233016968,34092.6424407959,41195.38296508789,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C18:0,DAG,37434.04251861572,38409.94271850586,41161.78303909302,40927.86293029785,38310.10276031494,65102.84490966797,41408.14306259155,39767.02272415161,37000.28256225586,43404.04296875,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C18:1,DAG,91244.2664527893,91986.84649276732,91241.3064956665,87120.92639541626,92672.22644424438,91059.2862548828,96380.10678100586,85969.10638046265,86606.64669418335,483603.3756103516,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C18:2,DAG,76825.7253036499,80560.84574890137,78360.36562728882,81981.90550994873,76817.88509750366,79175.14560699463,79114.80540084839,75478.40495300293,76356.54565048218,204294.35400390625,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C16:0,DAG,49221.143814086914,53753.74380493164,81984.326171875,46326.80313110352,70553.24487304688,79434.72604370117,56651.1641998291,41729.0429763794,51601.12350463867,39824.60289001465,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C16:1,DAG,75224.76482009888,71454.06485366821,1290547.743347168,73770.2452507019,2514010.6904296875,1752089.1856689453,1301695.4321899414,68321.00469589233,70054.56513595581,77399.72564697266,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C18:0,DAG,38859.10271835327,36655.78259277344,46421.02328872681,40846.002796173096,39689.3825340271,95698.88676452637,37946.12281417847,38199.28273010254,39231.04261779785,44942.38348388672,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C18:1,DAG,48153.50339508057,43609.80312728882,42736.56278991699,45747.763233184814,44120.1635017395,40668.80282592773,44724.02328491211,42371.06329727173,46083.743434906006,51128.74368286133,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C18:2,DAG,109349.2278137207,114905.02848815918,109299.7276725769,113251.20805740356,109317.9079246521,109915.72829437256,113433.10765075684,111632.36821365356,109120.86782073976,709841.7547607422,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C16:0,DAG,87368.76654052734,88380.88684082031,130581.6091003418,50691.26340484619,98555.92654418944,90613.24697875977,100703.86700439452,52371.42389678955,86608.7857055664,52276.98394775391,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C16:1,DAG,44748.70317840576,47442.84349822998,67069.66470336914,46460.62314224243,55960.34382247925,74295.64514160156,53474.52392578125,42810.82304382324,40710.66290664673,45867.14334106445,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C18:0,DAG,24729.16180038452,25233.121646881104,26704.64191055298,25374.261680603027,27514.74207687378,40624.70297241211,24452.56169509888,24618.541679382324,24092.14176940918,29006.86210632324,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C18:1,DAG,45375.963161468506,43187.88298797608,42256.54303359985,40151.42259597778,41986.6427154541,42853.24292755127,42606.363021850586,43000.74312973023,42374.46307373047,44881.66304016113,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C18:2,DAG,43914.203243255615,43890.48317718506,45363.322982788086,45607.54321289063,45655.34311294556,46769.00330734253,44344.60311508179,46208.86321640015,44895.483097076416,52044.78363037109,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C16:0,DAG,48991.70350646973,58146.92361450195,102057.5484008789,31000.86223602295,72302.76501464844,74846.68493652344,70792.3649597168,30624.56198501587,56728.68423461914,43977.2028503418,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C16:1,DAG,51034.26356506348,48502.5834274292,109318.46719360352,52973.3235282898,77004.34592437744,93688.8663330078,99657.84844970705,50625.383670806885,45046.923027038574,55637.703552246094,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C18:0,DAG,41273.28288269043,39191.54272842407,46388.06331253052,43428.14306640625,39939.32264328003,71013.56498718262,41846.20282745361,43400.22278594971,40825.94309997559,52143.92370605469,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C18:1,DAG,27577.94200515747,29235.28221511841,28939.62195968628,28068.68203353882,30405.00210571289,29646.322006225582,31005.902088165283,27611.40204238892,30159.522312164307,30433.421905517574,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C18:2,DAG,46403.403202056885,45924.68326187134,46557.163330078125,44818.74328613281,49830.50387954712,45236.743072509766,45249.46310424805,47206.96329879761,47048.24333572388,50028.90385437012,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C16:0,DAG,19393.72135162353,4440.520351409912,2675.9801864624023,2634.5201873779297,2629.900188446045,5739.160369873047,12730.06084060669,10050.380668640137,7517.620529174805,23162.98149871826,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C16:1,DAG,2930.560195922852,2927.120216369629,16482.981239318848,25595.8419380188,2925.840209960937,2927.060199737549,15222.121109008787,2924.440216064453,2919.9802207946777,5898.74040222168,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C18:0,DAG,32191.2423248291,30719.122146606445,34286.72241592407,32671.36211013794,32912.922355651855,75808.60562896729,30461.782146453857,33993.402267456055,31971.382320404053,45704.34292602539,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C18:1,DAG,39336.023021698,34429.66234588623,36473.7025642395,35219.08277511597,35950.72249984741,36243.3222618103,35266.64234161377,38218.50268554688,36193.26262664795,44023.92338562012,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C18:2,DAG,56596.724071502686,57499.60417556763,55590.90390396118,60123.82418823242,60156.10428619385,60464.32412338257,60389.884284973145,54879.923847198486,59093.00441741943,65164.82434082031,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:0,DAG,2626.820198059082,4518.980358123779,2624.980182647705,2634.140182495117,2629.0401725769043,4313.620273590088,2842.0802040100098,2630.220184326172,2845.560203552246,3767.960250854492,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,DAG,2931.4602088928223,2927.7802085876465,78845.845703125,33282.022159576416,4323.400299072266,3423.520206451416,2930.920207977295,2925.6802253723145,2994.740207672119,2929.0802116394043,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:0,DAG,27649.941875457764,25969.621921539307,28495.80195617676,25348.08180999756,28186.682067871094,52429.503509521484,24673.941772460938,26518.56171798706,24578.08161926269,31889.96241760254,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:1,DAG,37631.60277175903,37240.80277633667,35343.36249542236,33004.12224960327,35267.56262969971,37908.14261627197,38186.622619628906,34860.142402648926,35915.84270477295,52983.62411499024,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:2,DAG,40926.7427520752,39692.62265396118,40435.8829536438,40035.00287628174,40262.46292114258,41722.54307937622,35868.46237945557,40503.602977752686,37072.18267059326,46965.44367980957,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C16:0,DAG,2627.4601860046387,11245.600883483889,2624.8001823425293,2634.3401794433594,2629.560173034668,10666.580825805664,3764.38024520874,2630.720184326172,7429.760589599609,2623.7001914978027,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C16:1,DAG,2930.940200805664,2972.2802085876465,46276.88342285156,36553.82249832153,19771.90140914917,26582.581882476807,2930.480209350586,25158.76187133789,32331.02208328247,2927.8002281188965,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:0,DAG,35098.40267944336,32004.28229522705,34271.30238723755,35524.222343444824,33342.56246185303,44601.40347290039,28791.48187637329,34175.28218841553,31886.422313690186,34644.682525634766,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:1,DAG,31511.082370758057,31504.942226409912,28525.78195953369,31621.08224105835,30879.66227722168,33675.20240402222,29763.22206878662,30146.742149353027,30355.12201309204,32716.282470703125,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:2,DAG,39681.46266937256,38973.182846069336,37798.88283920288,35759.042404174805,41647.62302017212,38805.38270950317,41826.60303878784,38214.92245101929,39071.842681884766,49277.9236831665,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C16:0,DAG,2627.080173492432,103629.78706359863,3085.680233001709,5064.200336456299,3712.300239562988,222648.13648986816,44525.6035118103,2629.5001792907715,87727.64617919922,2623.120189666748,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C16:1,DAG,4084.2603149414062,13690.600978851318,55218.52389526367,32942.702575683594,47512.52352523804,66513.86492919922,2929.3202209472656,33497.96231460571,34886.682430267334,3145.3802223205566,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:0,DAG,28925.362003326416,28545.062015533447,30780.222339630127,28770.321952819824,30585.02226257324,44491.46307373047,28588.76210784912,27879.222160339355,26543.02174377441,34969.36227416992,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:1,DAG,40843.22304534912,34532.44248962402,37224.72280502319,36925.722370147705,37609.122619628906,37298.22264480591,39082.96263885498,36914.58250808716,35272.182415008545,38631.74266052246,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:2,DAG,31977.42237854004,35830.24254989624,37310.302734375,35170.062675476074,31922.062313079838,35372.16262435913,34943.50224685669,34243.80235671997,33965.40214920044,36274.84265136719,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C16:0,DAG,42034.24304199219,49047.58346557617,82408.26580810547,30754.14221572876,63281.56448364258,77735.76496887207,54352.12387084961,36559.86262130737,46798.90342712402,41486.92295837402,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C16:1,DAG,42905.20286178589,39123.682483673096,171294.5137939453,26513.001823425293,567428.6007919312,591705.0591125488,74434.1650390625,33302.52237701416,32338.66215133667,48801.16325378418,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C18:0,DAG,59659.6245765686,60354.08452606201,59030.08438491821,58519.24393081665,57437.42406845093,995385.1899681092,58645.66415786743,59841.54425430298,56077.08395767212,65619.12463378906,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C18:1,DAG,34481.462394714355,31489.04217147827,32248.48246383667,32160.94245147705,30317.822330474854,31608.92223739624,34310.44237136841,31934.4422454834,32130.462268829346,36607.54252624512,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C18:2,DAG,42885.64295196533,40457.56283569336,38083.72281265259,9768.140670776367,7226.800510406494,8451.220531463623,42358.122829437256,40351.22283554077,28613.20219039917,68660.08500671387,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C16:0,DAG,39822.74281311035,36115.60259246826,62751.604164123535,25052.661849975582,53422.54386901856,65540.02490234375,44257.50328063965,25276.021686553955,36845.522521972656,44099.44332885742,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C16:1,DAG,34101.242500305176,33030.78217697144,41400.20281982422,23066.96155929565,45416.58310699463,63759.42420959473,54589.8642578125,25757.2417678833,26314.06177520752,39241.48283386231,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C18:0,DAG,30513.002227783203,29869.762104034424,32326.74236679077,29156.901977539062,29479.72217941284,47719.94356918335,30143.822078704838,30579.98203277588,26176.66184616089,33375.92207336426,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C18:1,DAG,74589.04564666748,74748.54541778564,70616.42520523071,73708.36491012573,72653.2653427124,71807.62506484985,77917.86514282227,70731.7653427124,69434.2850189209,75473.78607177734,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C18:2,DAG,37741.78273773193,36935.34248352051,39001.48250579834,35581.82252120972,35586.82238006592,38371.50268936157,36759.36278533936,34302.942626953125,37520.30298614502,45777.18324279785,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C16:0,DAG,161088.6498413086,80614.86528015137,181273.23345947263,44351.043323516846,106015.9469909668,260542.7165527344,143533.46978759766,48379.66307067871,78691.32516479492,459848.6701354981,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C16:1,DAG,29887.96195602417,24956.661701202396,30595.982021331787,15604.701118469238,38435.54262161255,72869.30493927002,53439.6035232544,21061.02149963379,22404.841430664062,98653.00793457033,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C18:0,DAG,35034.402759552,35911.702671051025,38530.54296875,39210.52281188965,36762.02254867554,62855.56407165527,36689.96259307861,36881.262702941895,34774.16250228882,44310.54315185547,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C18:1,DAG,33032.28245162964,30066.52212524414,28511.762042999268,31293.32211303711,33080.102184295654,30394.26226043701,33043.90237426758,31617.242221832275,30213.72198486328,34826.782455444336,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C18:2,DAG,70437.98480987549,69844.76505279541,73813.50559616089,68155.10456085205,67618.88465881348,71555.66498947144,67342.86494064331,67224.14454650879,70484.68544006348,78404.32556152344,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C16:0,DAG,1637845.086883545,548806.2364883423,1070405.0447998047,140778.8073539734,476966.8588562012,2177050.8026428223,1174833.744934082,192644.3758773804,375976.9256134033,5644166.026489258,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C16:1,DAG,95318.82795333862,100371.42808151244,9784.160690307615,12947.620826721191,90420.52602386476,583394.2962036133,311117.70303344727,35323.88272476196,27023.7419128418,1920249.1141052248,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C18:0,DAG,28757.862049102783,28019.001998901367,30105.98211669922,31413.44222259521,30288.38204574585,55043.0245475769,26609.721771240234,26573.081859588623,28546.42177963257,109558.00833129884,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C18:1,DAG,39655.08275985718,37151.16262817383,38306.682720184326,40778.32300567627,35319.64282989502,36702.72272872925,43363.96302413941,35701.94277191162,37748.24264526367,59077.4241027832,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C18:2,DAG,29845.02209472656,31314.642238616943,32197.16237258911,31187.88228225708,32687.30244064331,30840.18218231201,31198.3219833374,30657.24220275879,31331.482440948486,35194.90222930908,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
