Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,Name,Type,Sex,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
[TG(60:12)|TG(59:5)]_FA22:6,968.9,623.6,3850.1002502441406,968.9 -> 623.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,2349.920150756836,TG,TG,12,(60:12),22:6
[TG(60:11)|TG(59:4)]_FA22:6,970.9,625.6,4584.220291137695,970.9 -> 625.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,3083.780185699463,TG,TG,11,(60:11),22:6
[TG(60:10)|TG(59:3)]_FA22:6,972.9,627.6,17295.661071777344,972.9 -> 627.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,15795.320976257324,TG,TG,10,(60:10),22:6
[TG(60:9)|TG(59:2)]_FA22:6,974.9,629.6,23391.401763916016,974.9 -> 629.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,21890.161666870117,TG,TG,9,(60:9),22:6
[TG(60:8)|TG(59:1)]_FA22:6,976.9,631.6,9388.280727386475,976.9 -> 631.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,7888.040630340576,TG,TG,8,(60:8),22:6
[TG(61:14)|TG(60:7)|TG(59:0)]_FA22:6,978.9,633.6,3055.980213165283,978.9 -> 633.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,1555.6401023864746,TG,TG,14,(61:14),22:6
[TG(61:13)|TG(60:6)]_FA22:6,980.9,635.6,2478.0801544189453,980.9 -> 635.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,881.2400321960449,TG,TG,13,(61:13),22:6
[TG(61:12)|TG(60:5)]_FA22:6,982.9,637.6,2158.0001525878906,982.9 -> 637.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,647.7200508117676,TG,TG,12,(61:12),22:6
[TG(61:11)|TG(60:4)]_FA22:6,984.9,639.6,2038.8201332092285,984.9 -> 639.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,538.6200294494629,TG,TG,11,(61:11),22:6
[TG(61:10)|TG(60:3)]_FA22:6,986.9,641.6,3080.940242767334,986.9 -> 641.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,1580.540153503418,TG,TG,10,(61:10),22:6
[TG(62:16)|TG(61:9)|TG(60:2)]_FA22:6,988.9,643.6,3560.320266723633,988.9 -> 643.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,2019.240161895752,TG,TG,16,(62:16),22:6
[TG(62:15)|TG(61:8)|TG(60:1)]_FA22:6,990.9,645.6,3433.9202423095703,990.9 -> 645.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,1933.960147857666,TG,TG,15,(62:15),22:6
[TG(62:14)|TG(61:7)|TG(60:0)]_FA22:6,993.0,647.7,4527.680274963379,993.0 -> 647.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,3019.7001724243164,TG,TG,14,(62:14),22:6
[TG(62:13)|TG(61:6)]_FA22:6,994.9,649.6,4122.960311889648,994.9 -> 649.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,2508.560199737549,TG,TG,13,(62:13),22:6
[TG(62:12)|TG(61:5)]_FA22:6,996.9,651.6,6348.880420684814,996.9 -> 651.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,4848.940311431885,TG,TG,12,(62:12),22:6
[TG(62:11)|TG(61:4)]_FA22:6,998.9,653.6,8434.840564727783,998.9 -> 653.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,6893.8404541015625,TG,TG,11,(62:11),22:6
[TG(62:10)|TG(61:3)]_FA22:6,1000.9,655.6,9728.560607910156,1000.9 -> 655.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,8127.180500030518,TG,TG,10,(62:10),22:6
[TG(62:9)|TG(61:2)]_FA22:6,1002.9,657.6,4615.180309295654,1002.9 -> 657.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,3073.7001914978027,TG,TG,9,(62:9),22:6
[TG(62:8)|TG(61:1)]_FA22:6,1005.0,659.7,2036.6601333618164,1005.0 -> 659.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,444.8800239562988,TG,TG,8,(62:8),22:6
[TG(62:7)|TG(61:0)]_FA22:6,1007.0,661.7,1772.280117034912,1007.0 -> 661.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,230.5,TG,TG,7,(62:7),22:6
[TG(63:13)|TG(62:6)]_FA22:6,1008.9,663.6,1720.2201118469238,1008.9 -> 663.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,178.760009765625,TG,TG,13,(63:13),22:6
[TG(63:12)|TG(62:5)]_FA22:6,1010.9,665.6,2363.60013961792,1010.9 -> 665.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,821.4800262451172,TG,TG,12,(63:12),22:6
[TG(63:11)|TG(62:4)]_FA22:6,1012.9,667.6,2321.280185699463,1012.9 -> 667.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,779.1600875854492,TG,TG,11,(63:11),22:6
[TG(64:17)|TG(63:10)|TG(62:3)]_FA22:6,1014.9,669.6,3186.140235900879,1014.9 -> 669.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,1645.000114440918,TG,TG,17,(64:17),22:6
[TG(64:16)|TG(63:9)|TG(62:2)]_FA22:6,1017.0,671.7,2298.280170440674,1017.0 -> 671.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,756.3000717163086,TG,TG,16,(64:16),22:6
[TG(64:15)|TG(63:8)|TG(62:1)]_FA22:6,1019.0,673.7,2592.540153503418,1019.0 -> 673.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,1050.9400482177734,TG,TG,15,(64:15),22:6
[TG(64:14)|TG(63:7)|TG(62:0)]_FA22:6,1021.0,675.7,3728.2802925109863,1021.0 -> 675.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,2159.260185241699,TG,TG,14,(64:14),22:6
[TG(64:13)|TG(63:6)]_FA22:6,1022.9,677.6,2672.320167541504,1022.9 -> 677.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,971.5200538635254,TG,TG,13,(64:13),22:6
[TG(64:12)|TG(63:5)]_FA22:6,1024.9,679.6,3111.0802459716797,1024.9 -> 679.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,1570.240135192871,TG,TG,12,(64:12),22:6
[TG(64:11)|TG(63:4)]_FA22:6,1026.9,681.6,2690.180206298828,1026.9 -> 681.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,1110.0401077270508,TG,TG,11,(64:11),22:6
[TG(64:10)|TG(63:3)]_FA22:6,1029.0,683.7,1991.360122680664,1029.0 -> 683.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,449.5000190734863,TG,TG,10,(64:10),22:6
[TG(64:9)|TG(63:2)]_FA22:6,1031.0,685.7,1548.4801063537598,1031.0 -> 685.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,0.0,TG,TG,9,(64:9),22:6
[TG(64:8)|TG(63:1)]_FA22:6,1033.0,687.7,1773.3801307678223,1033.0 -> 687.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,231.54002380371094,TG,TG,8,(64:8),22:6
[TG(64:7)|TG(63:0)]_FA22:6,1035.0,689.7,1583.0601081848145,1035.0 -> 689.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,41.079994201660156,TG,TG,7,(64:7),22:6
[TG(64:6)]_FA22:6,1036.9,691.6,1587.0201034545898,1036.9 -> 691.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,44.720001220703125,TG,TG,6,(64:6),22:6
[TG(65:12)|TG(64:5)]_FA22:6,1038.9,693.6,1910.7801055908203,1038.9 -> 693.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,369.679988861084,TG,TG,12,(65:12),22:6
[TG(66:18)|TG(65:11)|TG(64:4)]_FA22:6,1041.0,695.7,1749.1401062011719,1041.0 -> 695.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,207.87998962402344,TG,TG,18,(66:18),22:6
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:6,1043.0,697.7,1767.4001121520996,1043.0 -> 697.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,225.3400001525879,TG,TG,17,(66:17),22:6
[TG(66:16)|TG(65:9)|TG(64:2)]_FA22:6,1045.0,699.7,2330.3401527404785,1045.0 -> 699.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,789.4600563049316,TG,TG,16,(66:16),22:6
[TG(66:15)|TG(65:8)|TG(64:1)]_FA22:6,1047.0,701.7,3086.6601905822754,1047.0 -> 701.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,1544.4600868225098,TG,TG,15,(66:15),22:6
[TG(66:14)|TG(65:7)|TG(64:0)]_FA22:6,1049.0,703.7,2323.6601791381836,1049.0 -> 703.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,782.8400802612305,TG,TG,14,(66:14),22:6
[TG(66:13)|TG(65:6)]_FA22:6,1050.9,705.6,3085.820209503174,1050.9 -> 705.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,1544.540111541748,TG,TG,13,(66:13),22:6
[TG(66:12)|TG(65:5)]_FA22:6,1053.0,707.7,2488.7801551818848,1053.0 -> 707.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,947.220043182373,TG,TG,12,(66:12),22:6
[TG(66:11)|TG(65:4)]_FA22:6,1055.0,709.7,1673.360107421875,1055.0 -> 709.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,79.31999588012695,TG,TG,11,(66:11),22:6
[TG(66:10)|TG(65:3)]_FA22:6,1057.0,711.7,1746.1401252746582,1057.0 -> 711.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,146.52001571655273,TG,TG,10,(66:10),22:6
[TG(66:9)|TG(65:2)]_FA22:6,1059.0,713.7,1597.3801040649414,1059.0 -> 713.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,22.660003662109375,TG,TG,9,(66:9),22:6
[TG(66:8)|TG(65:1)]_FA22:6,1061.0,715.7,1664.980110168457,1061.0 -> 715.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,123.48000717163086,TG,TG,8,(66:8),22:6
[TG(66:7)]_FA22:6,1062.9,717.6,1579.3401107788086,1062.9 -> 717.6,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,36.89999771118164,TG,TG,7,(66:7),22:6
[TG(66:6)]_FA22:6,1065.0,719.7,1752.180118560791,1065.0 -> 719.7,TAG,TAG22_6_E-4LiverM_N1_daneman_lab_11_21_23,E-4LiverM,p1-C7,E-4,Liver,M,TAG22,168.82001495361328,TG,TG,6,(66:6),22:6
[TG(46:6)]_FA22:6,784.6,439.3,1999.5401344299316,784.6 -> 439.3,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,409.8600273132324,TG,TG,6,(46:6),22:6
[TG(47:6)]_FA22:6,798.7,453.4,1727.1001167297363,798.7 -> 453.4,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,141.7400016784668,TG,TG,6,(47:6),22:6
[TG(48:8)|TG(47:1)]_FA22:6,808.7,463.4,2052.5201454162598,808.7 -> 463.4,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,276.70001220703125,TG,TG,8,(48:8),22:6
[TG(48:7)|TG(47:0)]_FA22:6,810.8,465.5,1846.7401428222656,810.8 -> 465.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,0.0,TG,TG,7,(48:7),22:6
[TG(48:6)]_FA22:6,812.7,467.4,1672.3001289367676,812.7 -> 467.4,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,118.10002136230469,TG,TG,6,(48:6),22:6
[TG(49:8)|TG(48:1)]_FA22:6,822.8,477.5,1810.620132446289,822.8 -> 477.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,310.52001571655273,TG,TG,8,(49:8),22:6
[TG(49:7)|TG(48:0)]_FA22:6,824.8,479.5,1948.9601364135742,824.8 -> 479.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,304.56002044677734,TG,TG,7,(49:7),22:6
[TG(49:6)]_FA22:6,826.7,481.4,1502.0601119995117,826.7 -> 481.4,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,0.0,TG,TG,6,(49:6),22:6
[TG(50:9)|TG(49:2)]_FA22:6,834.8,489.5,2130.900146484375,834.8 -> 489.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,0.0,TG,TG,9,(50:9),22:6
[TG(50:8)|TG(49:1)]_FA22:6,836.8,491.5,1696.9201202392578,836.8 -> 491.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,78.38000869750977,TG,TG,8,(50:8),22:6
[TG(50:7)|TG(49:0)]_FA22:6,838.8,493.5,1777.1601181030273,838.8 -> 493.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,261.3800048828125,TG,TG,7,(50:7),22:6
[TG(50:6)]_FA22:6,840.7,495.4,1770.7401275634766,840.7 -> 495.4,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,268.5600242614746,TG,TG,6,(50:6),22:6
[TG(51:9)|TG(50:2)]_FA22:6,848.8,503.5,2522.6601791381836,848.8 -> 503.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,0.0,TG,TG,9,(51:9),22:6
[TG(51:8)|TG(50:1)]_FA22:6,850.8,505.5,1834.0001258850098,850.8 -> 505.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,152.50000381469727,TG,TG,8,(51:8),22:6
[TG(51:7)|TG(50:0)]_FA22:6,852.8,507.5,2142.9201469421387,852.8 -> 507.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,366.68002700805664,TG,TG,7,(51:7),22:6
[TG(51:6)]_FA22:6,854.7,509.4,1558.1400985717773,854.7 -> 509.4,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,0.0,TG,TG,6,(51:6),22:6
[TG(52:10)|TG(51:3)]_FA22:6,860.8,515.5,1617.9601135253906,860.8 -> 515.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,8.8800048828125,TG,TG,10,(52:10),22:6
[TG(52:9)|TG(51:2)]_FA22:6,862.8,517.5,1642.9801139831543,862.8 -> 517.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,0.0,TG,TG,9,(52:9),22:6
[TG(52:8)|TG(51:1)]_FA22:6,864.8,519.5,2568.9601821899414,864.8 -> 519.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,0.0,TG,TG,8,(52:8),22:6
[TG(52:7)|TG(51:0)]_FA22:6,866.8,521.5,2259.020175933838,866.8 -> 521.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,458.34004974365234,TG,TG,7,(52:7),22:6
[TG(52:6)]_FA22:6,868.7,523.4,3081.800224304199,868.7 -> 523.4,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,1461.8601150512695,TG,TG,6,(52:6),22:6
[TG(53:10)|TG(52:3)]_FA22:6,874.8,529.5,1729.3201332092285,874.8 -> 529.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,228.48003387451172,TG,TG,10,(53:10),22:6
[TG(53:9)|TG(52:2)]_FA22:6,876.8,531.5,1995.1201400756836,876.8 -> 531.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,415.3600425720215,TG,TG,9,(53:9),22:6
[TG(53:8)|TG(52:1)]_FA22:6,878.8,533.5,1650.9801216125488,878.8 -> 533.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,0.0,TG,TG,8,(53:8),22:6
[TG(53:7)|TG(52:0)]_FA22:6,880.8,535.5,1609.260124206543,880.8 -> 535.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,91.16000747680664,TG,TG,7,(53:7),22:6
[TG(53:6)]_FA22:6,882.8,537.5,1782.6201248168945,882.8 -> 537.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,228.34000778198242,TG,TG,6,(53:6),22:6
[TG(54:12)|TG(53:5)]_FA22:6,884.8,539.5,1549.560115814209,884.8 -> 539.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,2.039997100830078,TG,TG,12,(54:12),22:6
[TG(54:11)|TG(53:4)]_FA22:6,886.8,541.5,1596.5401000976562,886.8 -> 541.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,30.35999298095703,TG,TG,11,(54:11),22:6
[TG(54:10)|TG(53:3)]_FA22:6,888.8,543.5,2152.880138397217,888.8 -> 543.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,503.9800262451172,TG,TG,10,(54:10),22:6
[TG(54:9)|TG(53:2)]_FA22:6,890.8,545.5,1934.6401405334473,890.8 -> 545.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,118.79999542236328,TG,TG,9,(54:9),22:6
[TG(54:8)|TG(53:1)]_FA22:6,892.8,547.5,8246.400577545166,892.8 -> 547.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,6653.240474700928,TG,TG,8,(54:8),22:6
[TG(54:7)|TG(53:0)]_FA22:6,894.8,549.5,21943.461429595947,894.8 -> 549.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,20407.221324920654,TG,TG,7,(54:7),22:6
[TG(54:6)]_FA22:6,896.8,551.5,12124.820873260498,896.8 -> 551.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,10461.120754241943,TG,TG,6,(54:6),22:6
[TG(55:11)|TG(54:4)]_FA22:6,900.8,555.5,1671.460117340088,900.8 -> 555.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,170.46001815795898,TG,TG,11,(55:11),22:6
[TG(55:10)|TG(54:3)]_FA22:6,902.8,557.5,1670.0201263427734,902.8 -> 557.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,169.72002410888672,TG,TG,10,(55:10),22:6
[TG(55:9)|TG(54:2)]_FA22:6,904.8,559.5,1906.6201362609863,904.8 -> 559.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,391.18003845214844,TG,TG,9,(55:9),22:6
[TG(55:8)|TG(54:1)]_FA22:6,906.8,561.5,2984.940196990967,906.8 -> 561.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,1385.680076599121,TG,TG,8,(55:8),22:6
[TG(55:7)|TG(54:0)]_FA22:6,908.9,563.6,4635.300289154053,908.9 -> 563.6,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,2718.2001762390137,TG,TG,7,(55:7),22:6
[TG(56:13)|TG(55:6)]_FA22:6,910.8,565.5,3561.2802352905273,910.8 -> 565.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,2033.700122833252,TG,TG,13,(56:13),22:6
[TG(56:12)|TG(55:5)]_FA22:6,912.8,567.5,1931.3601379394531,912.8 -> 567.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,428.14004135131836,TG,TG,12,(56:12),22:6
[TG(56:11)|TG(55:4)]_FA22:6,914.8,569.5,2218.5001487731934,914.8 -> 569.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,718.7600364685059,TG,TG,11,(56:11),22:6
[TG(56:10)|TG(55:3)]_FA22:6,916.8,571.5,3502.600269317627,916.8 -> 571.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,1991.960163116455,TG,TG,10,(56:10),22:6
[TG(56:9)|TG(55:2)]_FA22:6,918.8,573.5,28891.821941375732,918.8 -> 573.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,27323.181827545166,TG,TG,9,(56:9),22:6
[TG(56:8)|TG(55:1)]_FA22:6,920.9,575.6,203687.29341888428,920.9 -> 575.6,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,201762.8932800293,TG,TG,8,(56:8),22:6
[TG(56:7)|TG(55:0)]_FA22:6,922.9,577.6,216156.19577026367,922.9 -> 577.6,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,214446.97565078735,TG,TG,7,(56:7),22:6
[TG(56:6)]_FA22:6,924.8,579.5,13739.241046905518,924.8 -> 579.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,12112.380931854248,TG,TG,6,(56:6),22:6
[TG(57:12)|TG(56:5)]_FA22:6,926.8,581.5,1753.540126800537,926.8 -> 581.5,TAG,TAG22_6_E-4PlasmaM_N1_daneman_lab_11_21_23,E-4PlasmaM,p1-f6,E-4,Plasma,M,TAG22,133.8000144958496,TG,TG,12,(57:12),22:6
