Lipid,Class,DOD73-5xFAD-M2liver_033123,FAD131-5xFAD-M1liver_033123,FAD131-5xFAD-M2liver_033123,FAD131-5xFAD-M4liver_033123,FAD173-5xFAD-M1liver_033123,DOD73m2_500x_N1__liverLD__8_8_23,FAD131m1_500x_N1__liverLD__8_8_23,FAD131m2_500x_N1__liverLD__8_8_23,FAD131m4_500x_N1__liverLD__8_8_23,FAD173m1_500x_N1__liverLD__8_8_23,Blank_500x_N1__liverLD__8_8_23,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PI(20:0) | PI (20:0),PI,19583.721313476562,19826.261260986328,17678.581268310547,20962.641540527344,20921.061645507812,1926.5201301574707,2272.4801635742188,2387.3001747131348,2089.380157470703,1949.4801292419434,2186.5601654052734,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:1),PI,27118.94158935547,27002.342041015625,28105.261962890625,27457.202026367188,25342.50177001953,1957.780143737793,2471.900177001953,2496.5401649475098,2737.960205078125,1916.7401390075684,2591.460178375244,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:2) | PI (20:2),PI,10060.140655517578,12059.940902709961,10908.000671386719,12209.880767822266,13048.020736694336,1984.2001457214355,1989.9401397705078,1989.6401405334473,2116.380138397217,1919.1401405334473,2131.020175933838,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:3) | PI (20:3),PI,10678.300765991211,11999.700805664062,10471.880798339844,10986.380844116211,11755.620880126953,1926.1001281738281,2091.0201454162598,1914.660140991211,2043.3601531982422,1927.0201301574707,2089.0201530456543,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:4) | PI (20:4),PI,10664.320770263672,11303.420852661133,9672.380752563477,11610.960861206055,10762.380676269531,1926.18013381958,2104.0801391601562,2066.760150909424,2097.4801597595215,1917.4601249694824,2128.0201568603516,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:5) | PI (20:5),PI,15815.821044921875,17607.681274414062,15544.461059570312,15107.321166992188,16373.601257324219,1926.300148010254,2126.820156097412,1962.5401458740234,2212.4401664733887,1916.2001419067383,2229.220169067383,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(21:0),PI,130346.2294921875,126703.009765625,119525.31005859375,123039.5087890625,124601.30908203125,1926.460132598877,2313.100154876709,1979.3401412963867,2414.640167236328,1916.1801490783691,2640.64017868042,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:0) | PI (22:0),PI,23262.52178955078,24792.421630859375,22789.401428222656,21926.561462402344,21737.84164428711,1954.5201301574707,2756.120216369629,2693.3201942443848,2821.720203399658,1917.1401290893555,2792.1801986694336,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:1) | PI (22:1),PI,18328.4013671875,19243.581451416016,18055.281311035156,18447.161254882812,19524.04135131836,1926.4001388549805,2047.6401405334473,2050.0601387023926,2228.9201622009277,1916.720142364502,2180.560161590576,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:2) | PI (22:2),PI,8570.20053100586,9386.240585327148,10062.800796508789,9352.540649414062,11251.600814819336,1934.700138092041,1991.720142364502,1915.2601318359375,2139.5001678466797,1916.5201377868652,1930.3001441955566,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:4) | PI (22:4),PI,11791.500762939453,10050.240615844727,10205.260665893555,11269.280792236328,10371.200775146484,1926.140121459961,2294.9001846313477,2054.800163269043,2296.3201751708984,1972.6801376342773,2183.6001586914062,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:6) | PI (22:6),PI,23515.76156616211,21207.28143310547,21405.401428222656,23251.621643066406,22642.80145263672,1929.3601303100586,2243.6601638793945,1953.4001388549805,2478.6601791381836,1916.9001350402832,2337.8001861572266,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(12:0) | PS (12:0),PS,26967.2618560791,28125.842163085938,28853.542114257812,26541.52182006836,26048.62171936035,1960.8401336669922,1963.0801315307617,2038.2201461791992,1958.1601295471191,1959.7401313781738,1958.7801399230957,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(13:0) | PS (12:0),PS,29768.922119140625,31121.102081298828,31529.702178955078,32464.062255859375,30392.242248535156,2008.6001434326172,1962.8401184082031,1958.9801445007324,1958.5801429748535,1959.9601249694824,2009.4401512145996,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(14:1) | PS (14:1),PS,288447.541015625,278448.2626953125,285210.34033203125,284993.84033203125,279395.0400390625,1960.6801300048828,2030.240135192871,2036.2001457214355,1993.5201416015625,2031.1801414489746,2028.3001594543457,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(15:0) | PSo (16:0),PS,157555.990234375,150249.3505859375,160264.59155273438,161238.93139648438,159170.59155273438,2066.2801513671875,1962.8401260375977,2028.7401542663574,2055.300148010254,1976.9801483154297,1958.4801292419434,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(16:1) | PS (16:1),PS,1997.2201499938965,2147.080146789551,1966.4201393127441,1978.4201393127441,2068.980155944824,1961.660140991211,1962.8201370239258,1959.2801551818848,1965.8001441955566,2012.3801460266113,1959.220142364502,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(17:0) | PSo (18:0),PS,249903.978515625,252658.478515625,252323.71630859375,256716.05859375,249314.556640625,1960.9201431274414,2131.3801612854004,1959.1601219177246,1958.6801528930664,2048.580135345459,1960.3001403808594,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(17:1) | PSp (18:0),PS,33089.86218261719,31539.802185058594,28641.74201965332,30474.541961669922,32670.20233154297,1961.040126800537,1962.8001327514648,1959.0201530456543,1958.6201477050781,1959.60013961792,1958.9201431274414,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(17:2),PS,33551.722412109375,35792.32257080078,32494.982391357422,36017.162536621094,34839.50241088867,2005.1201362609863,1962.560131072998,2040.7201538085938,1959.9201354980469,1960.10013961792,1989.0201454162598,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(18:1) | PS (18:1),PS,35907.50244140625,34275.86260986328,33826.08264160156,32986.90216064453,33635.942443847656,1960.3401336669922,2006.5201301574707,1959.0601196289062,1958.2601432800293,1982.6601448059082,1958.7601280212402,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(18:2) | PS (18:2),PS,28764.80191040039,27993.48178100586,28187.1220703125,30067.922149658203,28347.922149658203,1961.1601486206055,1963.9401321411133,2026.7401390075684,1958.040138244629,1960.6401443481445,1959.1601371765137,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(18:3) | PS (18:3),PS,30147.4220123291,30400.122268676758,29299.362106323242,29347.121994018555,27568.621780395508,1961.1201400756836,1963.700138092041,1959.4201583862305,1958.2601432800293,1960.380142211914,1958.9001350402832,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(18:4),PS,27204.142028808594,25503.581634521484,27396.241989135742,27158.001998901367,26964.881774902344,1961.1801376342773,1963.8801612854004,1958.8201370239258,1960.1601371765137,1960.300136566162,1959.1601333618164,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:0) | PS (20:0),PS,33299.86245727539,32409.102264404297,32216.54214477539,33119.6623840332,31238.821975708008,1960.68013381958,1962.4801292419434,1966.4801406860352,2039.480136871338,1972.64013671875,1958.5201454162598,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:1) | PS (20:1),PS,57568.0234375,58424.784606933594,54855.14404296875,55191.08349609375,55830.804138183594,1961.9201354980469,1963.8201217651367,1959.3801460266113,1958.480136871338,1959.780128479004,1958.8401260375977,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:2) | PS (20:2),PS,26794.64175415039,24445.901824951172,31362.68212890625,22737.001495361328,26501.22203063965,1961.2801551818848,1963.8801307678223,1959.1201362609863,1958.840145111084,1960.3201370239258,1958.7801361083984,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:3) | PS (20:3),PS,32563.28256225586,31431.822265625,40881.98254394531,30481.322143554688,34005.68193054199,1961.400131225586,1963.6401290893555,1959.4601287841797,1980.3801383972168,1992.440143585205,1957.7201309204102,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:4) | PS (20:4),PS,30915.802276611328,30914.702041625977,30446.962036132812,25454.641693115234,26786.921646118164,1961.2201347351074,1962.9801483154297,1959.1801261901855,1958.5201416015625,1960.380126953125,1958.780143737793,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:5) | PS (20:5),PS,47123.382904052734,50781.80355834961,51934.86364746094,44811.68356323242,44738.582946777344,1961.140121459961,1963.4401397705078,1959.1601257324219,1959.500144958496,1960.4801445007324,1958.7401275634766,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(21:0),PS,81078.60559082031,80597.84545898438,80485.32604980469,80490.22619628906,75861.74560546875,1960.9401550292969,1963.460117340088,1958.960132598877,1959.580135345459,2067.9801445007324,1958.8201446533203,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(22:0 | PS (22:0),PS,39124.18280029297,41415.722747802734,40468.043060302734,38984.822814941406,38324.38247680664,1961.7401313781738,1968.2801246643066,2003.040138244629,1959.200138092041,1959.800136566162,1958.5601425170898,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(22:1) | PS (22:1),PS,26736.061950683594,22600.981491088867,23900.921630859375,22694.741592407227,26223.442016601562,1961.1401329040527,1978.2601432800293,1987.7801513671875,1959.0801391601562,1961.0001335144043,1959.08012008667,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(22:2) | PS (22:2),PS,26110.081817626953,23578.58172607422,27666.122039794922,24020.76155090332,26790.74183654785,1961.7801399230957,1962.8001327514648,1959.520133972168,1958.6801376342773,1960.7201309204102,1958.9001502990723,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(22:4) | PS (22:4),PS,29882.802215576172,30843.242126464844,31029.922485351562,29661.92202758789,30807.98211669922,1961.460132598877,1963.1801414489746,1959.7801361083984,1975.900146484375,1959.9401359558105,1958.4401473999023,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(22:6) | PS (22:6),PS,39734.42282104492,39025.84265136719,41105.7428894043,39425.56286621094,40123.04275512695,2077.3401374816895,2013.4001502990723,2100.5201416015625,2037.5201530456543,1997.6801376342773,1958.560131072998,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
O-arachidonoylcarnitine,CAR,359051.26611328125,348501.76611328125,384076.0673828125,360059.00390625,441488.2314453125,10463.540710449219,10386.300773620605,10312.580749511719,11067.380786895752,10514.420692443848,10346.120727539062,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
O-behenoylcarnitine,CAR,179824.51150512695,181549.45281982422,197831.7540283203,194057.23443603516,224834.85488891602,30511.88215637207,29072.842010498047,39892.06301879883,31641.202209472656,26519.781967163086,30668.6220703125,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"O-oleoylcarnitine, Elaidic carnitine",CAR,1979574.865234375,1972617.470703125,2185124.79296875,2032419.55078125,2574827.34375,11997.22085571289,11189.280807495117,12544.741039276123,11605.160827636719,11277.860801696777,11667.48078918457,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",CAR,178248.45239257812,171398.95239257812,187777.2529296875,178034.07275390625,213471.9755859375,7136.320461273193,6721.760467529297,7188.70051574707,6584.440460205078,7075.7004737854,7062.320529937744,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PC (30:2),PC,43635.50291442871,33543.382415771484,38352.2626953125,27075.501739501953,31698.782440185547,2802.9601860046387,2157.300151824951,2508.360179901123,1940.9601364135742,2219.4001274108887,1771.420108795166,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PC (32:0),PC,87605.00549316406,103570.56823730469,105829.28735351562,40026.24304199219,155206.69314575195,52666.54346084595,72336.8846321106,56514.60353088379,27061.201808929443,44950.10347366333,5839.080394744873,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PC (32:1),PC,88416.14794921875,94861.22717285156,105874.14836120605,37044.981994628906,134976.22970581055,23144.94123840332,36435.46287536621,30107.06287765503,8498.880626678467,12526.60073852539,2668.520206451416,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PC (32:4),PC,63043.864501953125,71370.96591186523,76943.78628540039,30708.141983032227,54504.0832824707,2014.8801574707031,1859.1601257324219,2012.7001457214355,1735.3001251220703,1715.0601196289062,1894.380126953125,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PC (32:5),PC,52130.92266845703,51419.66384887695,56007.36268615723,27974.522186279297,39102.04248046875,2190.4801712036133,2295.060173034668,2461.860179901123,2083.4601402282715,1994.7001457214355,2256.1401710510254,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PC (34:0),PC,788458.2072143555,943320.0327148438,1015073.9608764648,147491.9864501953,368829.1076660156,10671.120658874512,36586.24224472046,28833.202491760254,9961.16077041626,10174.020538330078,3462.000228881836,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
