,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain,IDs,Names
1697,[TG(47:6)]_FA14:0,798.7,553.5,31061.08203125,798.7 -> 553.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,6,(47:6),14:0,,
1698,[TG(47:5)]_FA14:0,800.7,555.5,24749.94171142578,800.7 -> 555.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,5,(47:5),14:0,"LMGL03014204, LMGL03013693","TG(14:0/15:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(13:0/14:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
1699,[TG(47:4)]_FA14:0,802.7,557.5,23968.66146850586,802.7 -> 557.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,4,(47:4),14:0,"LMGL03013692, LMGL03014203, LMGL03014177, LMGL03014202","TG(13:0/14:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/15:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/15:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/15:1(9Z)/18:3(6Z,9Z,12Z))[iso6]"
1700,[TG(47:3)]_FA14:0,804.7,559.5,29354.662048339844,804.7 -> 559.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,3,(47:3),14:0,"LMGL03014175, LMGL03014176, LMGL03014249, LMGL03014201, LMGL03013691","TG(14:0/15:0/18:3(6Z,9Z,12Z))[iso6], TG(14:0/15:0/18:3(9Z,12Z,15Z))[iso6], TG(14:0/16:1(9Z)/17:2(9Z,12Z))[iso6], TG(14:0/15:1(9Z)/18:2(9Z,12Z))[iso6], TG(13:0/14:0/20:3(8Z,11Z,14Z))[iso6]"
1701,[TG(47:2)]_FA14:0,806.7,561.5,30075.582305908203,806.7 -> 561.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,2,(47:2),14:0,"LMGL03014200, LMGL03013690, LMGL03014224, LMGL03014151, LMGL03014174, LMGL03014248","TG(14:0/15:1(9Z)/18:1(9Z))[iso6], TG(13:0/14:0/20:2(11Z,14Z))[iso6], TG(14:0/16:0/17:2(9Z,12Z))[iso6], TG(14:0/14:1(9Z)/19:1(9Z))[iso6], TG(14:0/15:0/18:2(9Z,12Z))[iso6], TG(14:0/16:1(9Z)/17:1(9Z))[iso6]"
1702,[TG(48:8)|TG(47:1)]_FA14:0,808.7,563.5,42736.063415527344,808.7 -> 563.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,8,(48:8),14:0,"LMGL03013689, LMGL03012768, LMGL03014199, LMGL03014150, LMGL03014247, LMGL03014173, LMGL03014223","TG(13:0/14:0/20:1(11Z))[iso6], TG(14:0/14:0/19:1(9Z))[iso3], TG(14:0/15:1(9Z)/18:0)[iso6], TG(14:0/14:1(9Z)/19:0)[iso6], TG(14:0/16:1(9Z)/17:0)[iso6], TG(14:0/15:0/18:1(9Z))[iso6], TG(14:0/16:0/17:1(9Z))[iso6]"
1703,[TG(48:7)|TG(47:0)]_FA14:0,810.8,565.6,57228.583557128906,810.8 -> 565.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,7,(48:7),14:0,"LMGL03012767, LMGL03013230, LMGL03013688, LMGL03014172, LMGL03014222","TG(14:0/14:0/19:0)[iso3], TG(12:0/14:0/21:0)[iso6], TG(13:0/14:0/20:0)[iso6], TG(14:0/15:0/18:0)[iso6], TG(14:0/16:0/17:0)[iso6]"
1704,[TG(48:6)]_FA14:0,812.7,567.5,65996.14453125,812.7 -> 567.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,6,(48:6),14:0,"LMGL03014157, LMGL03013237","TG(14:0/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(12:0/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
1705,[TG(48:5)]_FA14:0,814.7,569.5,43245.98303222656,814.7 -> 569.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,5,(48:5),14:0,"LMGL03012774, LMGL03014156, LMGL03013236, LMGL03014255","TG(14:0/14:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(14:0/14:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(12:0/14:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]"
1706,[TG(48:4)]_FA14:0,816.7,571.5,28108.98190307617,816.7 -> 571.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,4,(48:4),14:0,"LMGL03014155, LMGL03012773, LMGL03014230, LMGL03014253, LMGL03013235, LMGL03014254, LMGL03012790","TG(14:0/14:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/14:0/20:4(5Z,8Z,11Z,14Z))[iso3], TG(14:0/16:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/16:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(12:0/14:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/16:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/17:2(9Z,12Z)/17:2(9Z,12Z))[iso3]"
1707,[TG(48:3)]_FA14:0,818.7,573.5,29783.30210876465,818.7 -> 573.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,3,(48:3),14:0,"LMGL03014229, LMGL03014252, LMGL03014154, LMGL03014296, LMGL03014228, LMGL03012772, LMGL03013234","TG(14:0/16:0/18:3(9Z,12Z,15Z))[iso6], TG(14:0/16:1(9Z)/18:2(9Z,12Z))[iso6], TG(14:0/14:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/17:1(9Z)/17:2(9Z,12Z))[iso6], TG(14:0/16:0/18:3(6Z,9Z,12Z))[iso6], TG(14:0/14:0/20:3(8Z,11Z,14Z))[iso3], TG(12:0/14:0/22:3(10Z,13Z,16Z))[iso6]"
1708,[TG(48:2)]_FA14:0,820.7,575.5,44309.38317871094,820.7 -> 575.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,2,(48:2),14:0,"LMGL03012789, LMGL03014251, LMGL03014273, LMGL03014227, LMGL03014206, LMGL03012771, LMGL03014153, LMGL03013233","TG(14:0/17:1(9Z)/17:1(9Z))[iso3], TG(14:0/16:1(9Z)/18:1(9Z))[iso6], TG(14:0/17:0/17:2(9Z,12Z))[iso6], TG(14:0/16:0/18:2(9Z,12Z))[iso6], TG(14:0/15:1(9Z)/19:1(9Z))[iso6], TG(14:0/14:0/20:2(11Z,14Z))[iso3], TG(14:0/14:1(9Z)/20:1(11Z))[iso6], TG(12:0/14:0/22:2(13Z,16Z))[iso6]"
1709,[TG(49:8)|TG(48:1)]_FA14:0,822.8,577.6,135786.2509765625,822.8 -> 577.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,8,(49:8),14:0,"LMGL03014179, LMGL03013232, LMGL03014272, LMGL03012770, LMGL03014250, LMGL03014152, LMGL03014226, LMGL03014205","TG(14:0/15:0/19:1(9Z))[iso6], TG(12:0/14:0/22:1(11Z))[iso6], TG(14:0/17:0/17:1(9Z))[iso6], TG(14:0/14:0/20:1(11Z))[iso3], TG(14:0/16:1(9Z)/18:0)[iso6], TG(14:0/14:1(9Z)/20:0)[iso6], TG(14:0/16:0/18:1(9Z))[iso6], TG(14:0/15:1(9Z)/19:0)[iso6]"
1710,[TG(49:7)|TG(48:0)]_FA14:0,824.8,579.6,92583.26684570312,824.8 -> 579.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,7,(49:7),14:0,"LMGL03012788, LMGL03013231, LMGL03014178, LMGL03014225, LMGL03013694, LMGL03012769","TG(14:0/17:0/17:0)[iso3], TG(12:0/14:0/22:0)[iso6], TG(14:0/15:0/19:0)[iso6], TG(14:0/16:0/18:0)[iso6], TG(13:0/14:0/21:0)[iso6], TG(14:0/14:0/20:0)[iso3]"
1711,[TG(49:6)]_FA14:0,826.7,581.5,41631.30267333984,826.7 -> 581.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,6,(49:6),14:0,"LMGL03014324, LMGL03013701, LMGL03014212","TG(14:0/17:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(13:0/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
1712,[TG(49:5)]_FA14:0,828.7,583.5,35786.88232421875,828.7 -> 583.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,5,(49:5),14:0,"LMGL03014322, LMGL03014211, LMGL03014185, LMGL03014323, LMGL03013700, LMGL03014302","TG(14:0/17:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:0/15:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/15:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/17:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(13:0/14:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/17:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]"
1713,[TG(49:4)]_FA14:0,830.7,585.5,27751.90209960937,830.7 -> 585.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,4,(49:4),14:0,"LMGL03014300, LMGL03014210, LMGL03013699, LMGL03014301, LMGL03014321, LMGL03014279, LMGL03014184","TG(14:0/17:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:0/15:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(13:0/14:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/17:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/17:2(9Z,12Z)/18:2(9Z,12Z))[iso6], TG(14:0/17:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/15:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
1714,[TG(49:3)]_FA14:0,832.7,587.5,34042.70227050781,832.7 -> 587.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,3,(49:3),14:0,"LMGL03014299, LMGL03014277, LMGL03013698, LMGL03014183, LMGL03014278, LMGL03014209, LMGL03014320","TG(14:0/17:1(9Z)/18:2(9Z,12Z))[iso6], TG(14:0/17:0/18:3(6Z,9Z,12Z))[iso6], TG(13:0/14:0/22:3(10Z,13Z,16Z))[iso6], TG(14:0/15:0/20:3(8Z,11Z,14Z))[iso6], TG(14:0/17:0/18:3(9Z,12Z,15Z))[iso6], TG(14:0/15:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/17:2(9Z,12Z)/18:1(9Z))[iso6]"
1715,[TG(50:9)|TG(49:2)]_FA14:0,834.8,589.6,31564.60223388672,834.8 -> 589.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,9,(50:9),14:0,"LMGL03014257, LMGL03014276, LMGL03014298, LMGL03013697, LMGL03014182, LMGL03014208, LMGL03014319","TG(14:0/16:1(9Z)/19:1(9Z))[iso6], TG(14:0/17:0/18:2(9Z,12Z))[iso6], TG(14:0/17:1(9Z)/18:1(9Z))[iso6], TG(13:0/14:0/22:2(13Z,16Z))[iso6], TG(14:0/15:0/20:2(11Z,14Z))[iso6], TG(14:0/15:1(9Z)/20:1(11Z))[iso6], TG(14:0/17:2(9Z,12Z)/18:0)[iso6]"
1716,[TG(50:8)|TG(49:1)]_FA14:0,836.8,591.6,39048.70275878906,836.8 -> 591.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,8,(50:8),14:0,"LMGL03012796, LMGL03014207, LMGL03014181, LMGL03014256, LMGL03013696, LMGL03014158, LMGL03014297, LMGL03014275, LMGL03014232","TG(14:0/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso3], TG(14:0/15:1(9Z)/20:0)[iso6], TG(14:0/15:0/20:1(11Z))[iso6], TG(14:0/16:1(9Z)/19:0)[iso6], TG(13:0/14:0/22:1(11Z))[iso6], TG(14:0/14:1(9Z)/21:0)[iso6], TG(14:0/17:1(9Z)/18:0)[iso6], TG(14:0/17:0/18:1(9Z))[iso6], TG(14:0/16:0/19:1(9Z))[iso6]"
1717,[TG(50:7)|TG(49:0)]_FA14:0,838.8,593.6,60887.56506347656,838.8 -> 593.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,7,(50:7),14:0,"LMGL03014419, LMGL03014165, LMGL03014402, LMGL03014180, LMGL03013695, LMGL03014231, LMGL03014274, LMGL03012775","TG(14:0/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/15:0/20:0)[iso6], TG(13:0/14:0/22:0)[iso6], TG(14:0/16:0/19:0)[iso6], TG(14:0/17:0/18:0)[iso6], TG(14:0/14:0/21:0)[iso3]"
1718,[TG(50:6)]_FA14:0,840.7,595.5,41217.00314331055,840.7 -> 595.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,6,(50:6),14:0,"LMGL03012794, LMGL03014384, LMGL03014401, LMGL03014263, LMGL03012795, LMGL03012782, LMGL03014164","TG(14:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3], TG(14:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3], TG(14:0/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(14:0/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
1719,[TG(50:5)]_FA14:0,842.7,597.5,30640.102111816406,842.7 -> 597.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,5,(50:5),14:0,"LMGL03014365, LMGL03014163, LMGL03012781, LMGL03014238, LMGL03014262, LMGL03014383, LMGL03014382","TG(14:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/14:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/14:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(14:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6]"
1720,[TG(50:4)]_FA14:0,844.7,599.5,42804.84313964844,844.7 -> 599.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,4,(50:4),14:0,"LMGL03012793, LMGL03014364, LMGL03014162, LMGL03014237, LMGL03012780, LMGL03014345, LMGL03014363, LMGL03014261","TG(14:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3], TG(14:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/14:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/14:0/22:4(7Z,10Z,13Z,16Z))[iso3], TG(14:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:0/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6]"
1721,[TG(50:3)]_FA14:0,846.8,601.6,38698.122619628906,846.8 -> 601.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,3,(50:3),14:0,"LMGL03012779, LMGL03014236, LMGL03014344, LMGL03014343, LMGL03014326, LMGL03014362, LMGL03014260, LMGL03014161","TG(14:0/14:0/22:3(10Z,13Z,16Z))[iso3], TG(14:0/16:0/20:3(8Z,11Z,14Z))[iso6], TG(14:0/18:0/18:3(9Z,12Z,15Z))[iso6], TG(14:0/18:0/18:3(6Z,9Z,12Z))[iso6], TG(14:0/17:2(9Z,12Z)/19:1(9Z))[iso6], TG(14:0/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(14:0/16:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/14:1(9Z)/22:2(13Z,16Z))[iso6]"
1722,[TG(51:9)|TG(50:2)]_FA14:0,848.8,603.6,52113.48333740234,848.8 -> 603.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,9,(51:9),14:0,"LMGL03014235, LMGL03012792, LMGL03012778, LMGL03014325, LMGL03014259, LMGL03014342, LMGL03014160, LMGL03014304","TG(14:0/16:0/20:2(11Z,14Z))[iso6], TG(14:0/18:1(9Z)/18:1(9Z))[iso3], TG(14:0/14:0/22:2(13Z,16Z))[iso3], TG(14:0/17:2(9Z,12Z)/19:0)[iso6], TG(14:0/16:1(9Z)/20:1(11Z))[iso6], TG(14:0/18:0/18:2(9Z,12Z))[iso6], TG(14:0/14:1(9Z)/22:1(11Z))[iso6], TG(14:0/17:1(9Z)/19:1(9Z))[iso6]"
1723,[TG(51:8)|TG(50:1)]_FA14:0,850.8,605.6,50990.10345458984,850.8 -> 605.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,8,(51:8),14:0,"LMGL03014341, LMGL03014213, LMGL03012777, LMGL03014303, LMGL03014281, LMGL03014159, LMGL03014258, LMGL03014234","TG(14:0/18:0/18:1(9Z))[iso6], TG(14:0/15:1(9Z)/21:0)[iso6], TG(14:0/14:0/22:1(11Z))[iso3], TG(14:0/17:1(9Z)/19:0)[iso6], TG(14:0/17:0/19:1(9Z))[iso6], TG(14:0/14:1(9Z)/22:0)[iso6], TG(14:0/16:1(9Z)/20:0)[iso6], TG(14:0/16:0/20:1(11Z))[iso6]"
1724,[TG(51:7)|TG(50:0)]_FA14:0,852.8,607.6,72492.10528564453,852.8 -> 607.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,7,(51:7),14:0,"LMGL03014220, LMGL03014332, LMGL03014233, LMGL03014186, LMGL03014280, LMGL03012776, LMGL03012791","TG(14:0/15:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/17:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/16:0/20:0)[iso6], TG(14:0/15:0/21:0)[iso6], TG(14:0/17:0/19:0)[iso6], TG(14:0/14:0/22:0)[iso3], TG(14:0/18:0/18:0)[iso3]"
1725,[TG(51:6)]_FA14:0,854.7,609.5,61720.044494628906,854.7 -> 609.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,6,(51:6),14:0,"LMGL03014331, LMGL03014310, LMGL03014193, LMGL03014219","TG(14:0/17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/15:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
1726,[TG(51:5)]_FA14:0,856.7,611.5,34294.842529296875,856.7 -> 611.5,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,5,(51:5),14:0,"LMGL03014437, LMGL03014287, LMGL03014330, LMGL03014309, LMGL03014218, LMGL03014192","TG(14:0/18:4(6Z,9Z,12Z,15Z)/19:1(9Z))[iso6], TG(14:0/17:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/17:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/17:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/15:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/15:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
1727,[TG(51:4)]_FA14:0,858.8,613.6,82697.70608520508,858.8 -> 613.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,4,(51:4),14:0,"LMGL03014436, LMGL03014329, LMGL03014191, LMGL03014286, LMGL03014308, LMGL03014404, LMGL03014217, LMGL03014421","TG(14:0/18:4(6Z,9Z,12Z,15Z)/19:0)[iso6], TG(14:0/17:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(14:0/15:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/17:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/17:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/19:1(9Z))[iso6], TG(14:0/15:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/19:1(9Z))[iso6]"
1728,[TG(52:10)|TG(51:3)]_FA14:0,860.8,615.6,44885.722412109375,860.8 -> 615.6,TG,TAG14_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG14,0.0,TG,TG,10,(52:10),14:0,"LMGL03014307, LMGL03014403, LMGL03014190, LMGL03014386, LMGL03014216, LMGL03014420, LMGL03014328, LMGL03014285","TG(14:0/17:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/19:0)[iso6], TG(14:0/15:0/22:3(10Z,13Z,16Z))[iso6], TG(14:0/18:2(9Z,12Z)/19:1(9Z))[iso6], TG(14:0/15:1(9Z)/22:2(13Z,16Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/19:0)[iso6], TG(14:0/17:2(9Z,12Z)/20:1(11Z))[iso6], TG(14:0/17:0/20:3(8Z,11Z,14Z))[iso6]"
