,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain,IDs,Names
2929,[TG(59:9)|TG(58:2)]_FA20:4,960.9,639.6,172834.35400390625,960.9 -> 639.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,9,(59:9),20:4,"LMGL03011505, LMGL03011598, LMGL03011606, LMGL03011550, LMGL03013141","TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(17:0/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(19:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]"
2930,[TG(60:15)|TG(59:8)|TG(58:1)]_FA20:4,962.9,641.6,44161.42297363281,962.9 -> 641.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,15,(60:15),20:4,"LMGL03011470, LMGL03011522, LMGL03011430, LMGL03011589, LMGL03016630, LMGL03016738","TG(19:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(17:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(19:1(9Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2931,[TG(60:14)|TG(59:7)|TG(58:0)]_FA20:4,964.9,643.6,47400.38345336914,964.9 -> 643.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,14,(60:14),20:4,"LMGL03016637, LMGL03011975, LMGL03011421, LMGL03011514, LMGL03011353, LMGL03011394, LMGL03011555, LMGL03016132, LMGL03016464, LMGL03016728","TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6], TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(17:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(19:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(19:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2932,[TG(60:13)|TG(59:6)]_FA20:4,966.8,645.5,44397.54302978516,966.8 -> 645.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,13,(60:13),20:4,"LMGL03011910, LMGL03012094, LMGL03016471, LMGL03016636, LMGL03011438, LMGL03011480, LMGL03011318, LMGL03011336, LMGL03011345, LMGL03016053, LMGL03016717","TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(19:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6], TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(19:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2933,[TG(60:12)|TG(59:5)]_FA20:4,968.9,647.6,69197.26501464844,968.9 -> 647.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,12,(60:12),20:4,"LMGL03011842, LMGL03011840, LMGL03012034, LMGL03012023, LMGL03016470, LMGL03016635, LMGL03011404, LMGL03011261, LMGL03011269, LMGL03011242, LMGL03015970, LMGL03016705","TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(17:0/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6], TG(19:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:0/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(19:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
2934,[TG(60:11)|TG(59:4)]_FA20:4,970.9,649.6,50261.60354614258,970.9 -> 649.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,11,(60:11),20:4,"LMGL03011769, LMGL03011970, LMGL03011771, LMGL03011949, LMGL03011960, LMGL03016469, LMGL03016634, LMGL03011185, LMGL03011328, LMGL03011167","TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(17:0/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(18:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(19:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
2935,[TG(60:10)|TG(59:3)]_FA20:4,972.9,651.6,210904.8147583008,972.9 -> 651.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,10,(60:10),20:4,"LMGL03011699, LMGL03011894, LMGL03011697, LMGL03011884, LMGL03011904, LMGL03011795, LMGL03011696, LMGL03016468, LMGL03016633","TG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]"
2936,[TG(60:9)|TG(59:2)]_FA20:4,974.9,653.6,99676.78784179688,974.9 -> 653.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,9,(60:9),20:4,"LMGL03011873, LMGL03011815, LMGL03011622, LMGL03011825, LMGL03011725, LMGL03011623, LMGL03011625, LMGL03016467, LMGL03016632","TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:0/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(20:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6]"
2937,[TG(60:8)|TG(59:1)]_FA20:4,976.9,655.6,44606.08319091797,976.9 -> 655.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,8,(60:8),20:4,"LMGL03011745, LMGL03016466, LMGL03011805, LMGL03011716, LMGL03011547, LMGL03011546, LMGL03011548, LMGL03011653, LMGL03016544, LMGL03016631","TG(18:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6], TG(20:1(11Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(20:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(20:2(11Z,14Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6]"
2938,[TG(61:14)|TG(60:7)|TG(59:0)]_FA20:4,978.9,657.6,39428.54293823242,978.9 -> 657.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,14,(61:14),20:4,"LMGL03011472, LMGL03011735, LMGL03011471, LMGL03011644, LMGL03011636, LMGL03011580, LMGL03016345, LMGL03016465","TG(20:1(11Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(20:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(18:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6]"
2939,[TG(61:13)|TG(60:6)]_FA20:4,980.9,659.6,35177.422424316406,980.9 -> 659.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,13,(61:13),20:4,"LMGL03011570, LMGL03011562, LMGL03011663, LMGL03011395, LMGL03011396, LMGL03016278","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(18:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(20:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(20:1(11Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6]"
2940,[TG(61:12)|TG(60:5)]_FA20:4,982.9,661.6,38990.58288574219,982.9 -> 661.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,12,(61:12),20:4,"LMGL03016207, LMGL03011487, LMGL03011496, LMGL03011319, LMGL03016749","TG(18:0/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(18:0/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6], TG(20:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]"
2941,[TG(61:11)|TG(60:4)]_FA20:4,984.9,663.6,184800.55477905276,984.9 -> 663.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,11,(61:11),20:4,"LMGL03016756, LMGL03011412, LMGL03011630, LMGL03011243","TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:0/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(19:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(20:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso3]"
2942,[TG(61:10)|TG(60:3)]_FA20:4,986.9,665.6,48920.24319458008,986.9 -> 665.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,10,(61:10),20:4,"LMGL03012151, LMGL03016755","TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
2943,[TG(62:16)|TG(61:9)|TG(60:2)]_FA20:4,988.9,667.6,39173.8427734375,988.9 -> 667.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,16,(62:16),20:4,"LMGL03016754, LMGL03012083, LMGL03012040","TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6]"
2944,[TG(62:15)|TG(61:8)|TG(60:1)]_FA20:4,990.9,669.6,47277.34315490723,990.9 -> 669.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,15,(62:15),20:4,"LMGL03012407, LMGL03011978, LMGL03012012, LMGL03016753","TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso3], TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]"
2945,[TG(62:14)|TG(61:7)|TG(60:0)]_FA20:4,993.0,671.7,35520.5422668457,993.0 -> 671.7,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,14,(62:14),20:4,"LMGL03012364, LMGL03012374, LMGL03016752, LMGL03011864, LMGL03011913","TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]"
2946,[TG(62:13)|TG(61:6)]_FA20:4,994.9,673.6,29583.88220214844,994.9 -> 673.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,13,(62:13),20:4,"LMGL03012318, LMGL03012327, LMGL03012337, LMGL03011939, LMGL03011845, LMGL03016751","TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6]"
2947,[TG(62:12)|TG(61:5)]_FA20:4,996.9,675.6,30850.342376708984,996.9 -> 675.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,12,(62:12),20:4,"LMGL03012277, LMGL03012286, LMGL03012296, LMGL03012217, LMGL03011787, LMGL03011775, LMGL03016692, LMGL03016750","TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso3], TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:3(10Z,13Z,16Z))[iso6], TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6], TG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6]"
2948,[TG(62:11)|TG(61:4)]_FA20:4,998.9,677.6,31877.522247314453,998.9 -> 677.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,11,(62:11),20:4,"LMGL03012252, LMGL03012269, LMGL03012241, LMGL03012167, LMGL03012232, LMGL03011703, LMGL03011709","TG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))[iso6], TG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso3], TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(20:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6]"
2949,[TG(62:10)|TG(61:3)]_FA20:4,1000.9,679.6,28890.62225341797,1000.9 -> 679.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,10,(62:10),20:4,"LMGL03012192, LMGL03012203, LMGL03016839, LMGL03012113, LMGL03012224, LMGL03012161, LMGL03012182","TG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z))[iso6], TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso3], TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))[iso6], TG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
2950,[TG(62:9)|TG(61:2)]_FA20:4,1002.9,681.6,28724.882110595703,1002.9 -> 681.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,9,(62:9),20:4,"LMGL03012174, LMGL03012055, LMGL03013159, LMGL03012102, LMGL03012139, LMGL03012107, LMGL03012129","TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso3], TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6], TG(20:0/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso3], TG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
