,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,nickname,Sex,Genotype,time point,method_type,Blank Subtraction,IDs,Names
163,22:1 Campesteryl ester,738.7,369.1,1188570.3987731934,738.7 -> 369.1,CE,CE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CE,1161811.796962738,LMST01020084,22:1 Campesterol ester
164,22:0 Campesteryl ester,740.7,369.1,1275047.7465286255,740.7 -> 369.1,CE,CE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CE,1248173.4444885254,LMST01020046,22:0 Campesterol ester
165,22:3 Stigmasteryl ester,746.6,369.1,1338237.8420524595,746.6 -> 369.1,CE,CE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CE,1308788.859958649,LMST01020088,22:3 Stigmasterol ester
166,22:2 Stigmasteryl ester | 22:3 Sitosteryl ester,748.7,369.1,1411064.4920082092,748.7 -> 369.1,CE,CE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CE,1379257.3497505188,"LMST01020087, LMST01020089","22:2 Stigmasterol ester, 22:3 Sitosterol ester"
167,22:1 Stigmasteryl ester | 22:2 Sitosteryl ester,750.7,369.1,1374862.726989746,750.7 -> 369.1,CE,CE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CE,1315201.6821250916,"LMST01020082, LMST01020086","22:1 Stigmasterol ester, 22:2 Sitosterol ester"
168,CE(24:1) | 22:0 Stigmasteryl ester | 22:1 Sitosteryl ester,752.7,369.1,1381231.5258789062,752.7 -> 369.1,CE,CE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CE,1306018.2206039429,"LMST01020020, LMST01020051, LMST01020083","Cholesteryl nervonate, 22:0 Stigmasterol ester, 22:1 Sitosterol ester"
169,22:0 Sitosteryl ester,754.7,369.1,1351542.3395996094,754.7 -> 369.1,CE,CE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CE,1274372.833705902,LMST01020050,22:0 Sitosterol ester
170,FA(12:1),197.2,197.2,488290.3934326172,197.2 -> 197.2,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,310337.86026000977,"LMFA01030225, LMFA01030037, LMFA01030038, LMFA01020106, LMFA01140105, LMFA01140106, LMFA01030788, LMFA01030043, LMFA01030039, LMFA01030223, LMFA07040040, LMFA01030042, LMFA01030229, LMFA01140056, LMFA01030224, LMFA07040042, LMFA01030772, LMFA01030768, LMFA01030040, LMFA01030041, LMFA01030226, LMFA01030228, LMFA07040127, LMFA07040038, LMFA01030227","5E-dodecenoic acid, 2-lauroleic acid, Linderic acid, 5-methyl-2-undecenoic acid, (+)-cis-olibanic acid, (+)-trans-olibanic acid, 2E-Lauroleic acid, 11-lauroleic acid, 6-lauroleic acid, 10Z-dodecenoic acid, delta-dodecalactone, 10-Lauroleic acid, Lauroleic acid, Cyclopropanenonanoic acid, 2Z-dodecenoic acid, gamma-dodecalactone, trans-dodec-3-enoic acid, cis-dodec-3-enoic acid, 7-lauroleic acid, 9-lauroleic acid, Lauroleinic acid, 7Z-dodecenoic acid, 10-methyl-6R-undecanolide, 11-Dodecanolide, 6Z-dodecenoic acid"
171,FA(12:0),199.2,199.2,559962.1970825195,199.2 -> 199.2,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,367024.38458251953,"LMFA01020054, LMFA01020053, LMFA01020156, LMFA01020058, LMFA01010012, LMFA01020004, LMFA01020059, LMFA01020055, LMFA01020056, LMFA01020057, LMFA01020430","3-methyl-undecanoic acid, 2-methyl-undecanoic acid, 3R-methyl-undecanoic acid, 8-methyl-undecanoic acid, Lauric acid, Isolauric acid, 9-methyl-undecanoic acid, 4-methyl-undecanoic acid, 5-methyl-undecanoic acid, 6-methyl-undecanoic acid, 4,9-dimethyldecanoic acid"
172,FA(14:1),225.2,225.2,2277477.3720703125,225.2 -> 225.2,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,372035.69677734375,"LMFA01031161, LMFA07040045, LMFA01030913, LMFA01140047, LMFA01030050, LMFA01030250, LMFA01030249, LMFA01030770, LMFA01030771, LMFA01030247, LMFA07040051, LMFA01030246, LMFA01020132, LMFA01030051, LMFA01031183, LMFA01020108, LMFA07040050, LMFA01030248, LMFA01030047, LMFA01030048, LMFA01031196","2Z-tetradecenoic acid, delta-nonyl-valeralactone, 5E-Tetradecenoic acid, 5,6-methylene-tridecanoic acid, 8Z-tetradecenoic acid, Myristelaidic acid, 7Z-tetradecenoic acid, cis-tetradec-11-enoic acid, trans-tetradec-11-enoic acid, Tsuzuic acid, gamma-tetradecalactone, 3E-tetradecenoic acid, 2,4-dimethyl-2E-dodecenoic acid, Myristoleic acid, 6Z-tetradecenoic acid, 5-methyl-2E-tridecenoic acid, 13-tetradecanolide, Physeteric acid, 2-tetradecenoic acid, Tsuzuic acid, 7E-tetradecenoic acid"
173,FA(14:0),227.3,227.3,1317589.0909423828,227.3 -> 227.3,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,948439.6443481444,"LMFA01020159, LMFA01020160, LMFA01020191, LMFA01020070, LMFA01020285, LMFA01020190, LMFA01020035, LMFA01020158, LMFA01020007, LMFA01020036, LMFA01020388, LMFA01010053, LMFA01010014, LMFA01020161, LMFA01020189, LMFA01020069, LMFA01020272, LMFA01020431, LMFA01020432","9-methyl-tridecanoic acid, 6-ethyl-dodecanoic acid, 3-methyl-tridecanoic acid, 4-methyl-tridecanoic acid, 2,6,10-trimethyl-undecanoic acid, Anteisomyristic acid, 2,6-dimethyl-dodecanoic acid, 2-ethyl-dodecanoic acid, Isomyristic acid, 4,8-dimethyl-dodecanoic acid, 3,5-Dimethyldodecanoic acid, 3R,5S-Dimethyldodecanoic acid, Myristic acid, 2,4-dimethyl-dodecanoic acid, 2,5-dimethyl-dodecanoic acid, 2-methyl-tridecanoic acid, 2,4,6,8-tetramethyl-decanoic acid, 4,11-dimethyldodecanoic acid, 4,10-dimethyldodecanoic acid"
174,FA(15:1),239.3,239.3,1577863.0067138672,239.3 -> 239.3,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,"LMFA01030580, LMFA01031184, LMFA01031162, LMFA01030259, LMFA01030052, LMFA01140043, LMFA01030866, LMFA01020109, LMFA01030855, LMFA01031197, LMFA01030053","6-pentadecenoic acid, 6Z-pentadecenoic acid, 2Z-pentadecenoic acid, 10Z-pentadecenoic acid, 2-pentadecenoic acid, 5,6-methylenetetradecanoic acid, 15:1(9Z), 2,5-dimethyl-2E-tridecenoic acid, 15:1(7Z), 5Z-pentadecenoic acid, 14-pentadecenoic acid"
175,FA(15:0),241.3,241.3,905970.5747070312,241.3 -> 241.3,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,465381.1615600586,"LMFA01020009, LMFA01010015, LMFA01020163, LMFA01020348, LMFA01020037, LMFA01020389, LMFA01020008, LMFA01020162, LMFA01020248, LMFA01020091","Isopentadecylic acid, Pentadecylic acid, 11-methyl-tetradecanoic acid, 13:0(12Me,12Me), 4,12-dimethyl-tridecanoic acid, 3,5-Dimethyltridecanoic acid, Sarcinic acid, 3-methyl-tetradecanoic acid, Farnesylic acid, 2-methyl-tetradecanoic acid"
176,FA(16:1),253.3,253.3,511186.95458984375,253.3 -> 253.3,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,349480.4835357666,"LMFA01031198, LMFA07040055, LMFA01031082, LMFA01030055, LMFA01020142, LMFA01030261, LMFA01020141, LMFA01030808, LMFA01030057, LMFA01030262, LMFA01030056, LMFA01030267, LMFA01030260, LMFA01030265, LMFA01030894, LMFA07040032, LMFA01030058, LMFA01020133, LMFA01030264, LMFA01140044, LMFA01020140, LMFA01030054, LMFA01020440, LMFA01030893, LMFA01030266, LMFA01031081, LMFA01140096, LMFA07040052, LMFA07040054, LMFA01030263, LMFA01031190, LMFA01030854","None, delta-hexadecalactone, 6E-Hexadecenoic acid, 7Z-palmitoleic acid, 6-isopentyl-9-methyl-5-decenoic acid, Lycopodic acid, 2-hexyl-2-decenoic acid, Hypogeic acid, trans-9-palmitoleic acid, cis-Palmitvaccenic acid, cis-9-palmitoleic acid, Sapienic acid, 10-hexadecenoic acid, 2Z-hexadecenoic acid, 16:1(4), Vittatalactone, cis-10-palmitoleic acid, 2,4-dimethyl-2E-tetradecenoic acid, 13Z-hexadecenoic acid, 6,7-methylene-pentadecanoic acid, 14-methyl-4-pentadecenoic acid, Gaidic acid, 14-methyl-6Z-pentadecenoic acid, 15:1(4)(13Me), 3E-hexadecenoic acid, 8Z-Hexadecenoic acid, 11-Cycloheptylnonanoic acid, 15R-Hexadecanolide, 16-Hexadecanolide, 13-hexadecenoic acid, 8E-hexadecenoic acid, 16:1(5Z)"
177,FA(16:0),255.3,255.3,5640369.882202148,255.3 -> 255.3,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,2232095.7123413086,"LMFA01020289, LMFA01020192, LMFA01020167, LMFA01020169, LMFA01020166, LMFA01020355, LMFA01020165, LMFA01020010, LMFA01020039, LMFA01020172, LMFA01020173, LMFA01020170, LMFA01020171, LMFA01020164, LMFA01020249, LMFA01010001, LMFA01020038, LMFA01020168, LMFA01020435, LMFA01020434, LMFA01020433, LMFA01020429","Neopalmitic acid, Anteisohexadecanoic acid, 3-ethyl-3-methyl-tridecanoic acid, 6-ethyl-tetradecanoic acid, 2-hexyl-decanoic acid, 14:0(10Me,13Me), 2-propyl-tridecanoic acid, Isopalmitic acid, 2,8-dimethyl-tetradecanoic acid, 4-hexyl-decanoic acid, 2-ethyl-2-butyl-decanoic acid, 2,4-dimethyl-tetradecanoic acid, 3,5-dimethyl-tetradecanoic acid, 3-methyl-pentadecanoic acid, 4,8,12-trimethyl-tridecanoic acid, Palmitic acid, 2,6-dimethyl-tetradecanoic acid, 2-heptyl-nonanoic acid, 2,12-dimethyltetradecanoic acid, 4,12-dimethyltetradecanoic acid, 4,13-dimethyltetradecanoic acid, 2,13-dimethyltetradecanoic acid"
178,FA(17:1),267.3,267.3,628173.3426513672,267.3 -> 267.3,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,455563.0102233887,"LMFA01020203, LMFA01030285, LMFA01020406, LMFA01140026, LMFA01030287, LMFA01030283, LMFA01020383, LMFA01020384, LMFA01020410, LMFA01020382, LMFA01030907, LMFA01020204, LMFA01030286, LMFA01031072, LMFA01140050, LMFA01030059, LMFA01020266, LMFA01030480, LMFA01030060, LMFA01030288, LMFA01030284, LMFA01020385, LMFA01020409, LMFA01030856, LMFA01140038, LMFA01020267, LMFA01020268, LMFA01030282, LMFA01140007, LMFA01140037, LMFA01140095, LMFA07040053, LMFA01030481, LMFA01031186, LMFA01030289","7-methyl-6E-hexadecenoic acid, 2Z-heptadecenoic acid, 15-methyl-11-Hexadecenoic acid, cis-9,10-methylene-hexadecanoic acid, 8E-heptadecenoic acid, 10Z-heptadecenoic acid, 16:1(8Z)(15Me), 16:1(9Z)(15Me), 9-methyl-10Z-hexadecenoic acid, 16:1(6Z)(15Me), 17:1(12Z), 14-methyl-8E-hexadecenoic acid, 7Z-heptadecenoic acid, 11-Heptadecenoic acid, 9,10-Methylenehexadecanoic acid, 2-heptadecylenic acid, 10-methyl-9-hexadecenoic acid, 3-heptadecenoic acid, Margaroleic acid, Civetic acid, 16-heptadecenoic acid, 16:1(10Z)(15Me), 15-methyl-11Z-hexadecenoic acid, 17:1(11Z), 7,8-methylenehexanoic acid, 14R-methyl-8Z-hexadecenoic acid, 14S-methyl-8Z-hexadecenoic acid, 10E-heptadecenoic acid, 11-Cyclohexylundecanoic acid, 7R,8S-methylenehexanoic acid, 11-Cycloheptyldecanoic acid, 1-methylpropyl-tridecanolide, 7-heptadecenoic acid, 6Z-heptadecenoic acid, 9E-heptadecenoic acid"
179,FA(17:0),269.3,269.3,1991620.5350952148,269.3 -> 269.3,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1250353.082458496,"LMFA01020202, LMFA01020390, LMFA01020011, LMFA01020265, LMFA01020201, LMFA01020198, LMFA01020200, LMFA01020092, LMFA01020012, LMFA01020041, LMFA01020194, LMFA01010017, LMFA01020193, LMFA01020418, LMFA01020195, LMFA01020196, LMFA01020040, LMFA01020199, LMFA01020197, LMFA01020281","9-methyl-hexadecanoic acid, 3,5-Dimethylpentadecanoic acid, Anteisoheptadecanoic acid, 4R-methyl-hexadecanoic acid, 8-methyl-hexadecanoic acid, 4-methyl-hexadecanoic acid, 7-methyl-hexadecanoic acid, 2-methyl-hexadecanoic acid, Isoheptadecanoic acid, 4,8-dimethyl-pentadecanoic acid, 11-methyl-hexadecanoic acid, Margaric acid, 10-methyl-hexadecanoic acid, 8,14-dimethyl-pentadecanoic acid, 12-methyl-hexadecanoic acid, 13-methyl-hexadecanoic acid, 2,6-dimethyl-pentadecanoic acid, 5-methyl-hexadecanoic acid, 3-methyl-hexadecanoic acid, 9,14-dimethylpentadecanoic acid"
180,FA(18:4),275.3,275.3,403199.9313354492,275.3 -> 275.3,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,275356.34199523926,"LMFA01031051, LMFA01030520, LMFA01030735, LMFA01030547, LMFA01030548, LMFA01030536, LMFA01030541, LMFA01030538, LMFA02000328, LMFA01030524, LMFA01031062, LMFA01030172, LMFA01030539, LMFA01030355, LMFA01030512, LMFA01030550, LMFA01030540, LMFA01030543, LMFA01030546, LMFA01030813, LMFA01031067, LMFA01031088, LMFA01030514, LMFA01030516, LMFA01030527, LMFA01030532, LMFA02000323, LMFA03000018, LMFA01030523, LMFA01030535, LMFA01030551, LMFA01030537, LMFA01030517, LMFA01140005, LMFA01030513, LMFA01030533, LMFA01030734, LMFA02000320, LMFA01140066, LMFA01030358, LMFA01030552, LMFA02000353, LMFA02000304, LMFA01030521, LMFA01030356, LMFA01030542, LMFA01030534, LMFA01030531, LMFA01030526, LMFA01030522, LMFA02000296, LMFA01030515, LMFA01030518, LMFA01030354, LMFA01030167, LMFA01030511, LMFA01030544, LMFA01030525, LMFA01030529, LMFA01030530, LMFA01030545, LMFA01030169, LMFA01030549, LMFA01030519, LMFA01030764, LMFA01030357, LMFA01030171, LMFA01030528","8E,10E-Octadecadien-12-ynoic acid, 4,8-octadecadiynoic acid, Dehydrocrepenynic acid, Macrocarpic acid, 12,15-octadecadiynoic acid, 8,10-octadecadiynoic acid, 9,13-octadecadiynoic acid, 8,12-octadecadiynoic acid, 9Z,11Z,13Z,15Z-octadecatetraenoic acid, 5,9-octadecadiynoic acid, 14,15-Dehydrocrepenynic acid, 9,12,15,17-octadecatetraenoic acid, 9,11-octadecadiynoic acid, Coniferonic acid, 2,5-octadecadiynoic acid, 13,16-octadecadiynoic acid, 9,12-octadecadiynoic acid, 10,13-octadecadiynoic acid, 11,15-octadecadiynoic acid, 2E,4E,6E,11Z-octadecatetraenoic acid, Heisteric acid, 11E,17-Octadecadien-9-ynoic acid, 2,7-octadecadiynoic acid, 3,7-octadecadiynoic acid, 6,8-octadecadiynoic acid, 7,9-octadecadiynoic acid, 3Z,6Z,9Z,12Z-Octadecatetraenoic acid, 8Z,11Z,14Z,17Z-octadecatetraenoic acid, 5,8-octadecadiynoic acid, 7,12-octadecadiynoic acid, 13,17-octadecadiynoic acid, 8,11-octadecadiynoic acid, 3,8-octadecadiynoic acid, 6-[3]-ladderane-hexanoic acid, 2,6-octadecadiynoic acid, 7,10-octadecadiynoic acid, 9Z,12Z-Octadecadien-6-ynoic acid, 4Z,8Z,12Z,15Z-Octadecatetraenoic acid, 12-phenyl dodecanoic acid, 9Z,11Z,13E,15E-octadecatetraenoic acid, 14,17-octadecadiynoic acid, 6Z,8E,10E,12Z-octadecatetraenoic acid, 5E,9Z,12Z,15Z-Octadecatetraenoic acid, 4,9-octadecadiynoic acid, 5Z,8Z,11Z,14Z-octadecatetraenoic acid, 10,12-octadecadiynoic acid, 7,11-octadecadiynoic acid, 6,12-octadecadiynoic acid, 5,12-octadecadiynoic acid, 5,7-octadecadiynoic acid, Ixoric acid , 3,6-octadecadiynoic acid, 4,6-octadecadiynoic acid, 5,8,11,14-octadecatetraenoic acid, 3E,9Z,12Z,15Z-octadecatetraenoic acid, 11E,13E-octadecadien-9-ynoic acid, 10,14-octadecadiynoic acid, 5,10-octadecadiynoic acid, 6,10-octadecadiynoic acid, 6,11-octadecadiynoic acid, 11,14-octadecadiynoic acid, 6,9,12,15-octadecatetraenoic acid, 12,16-octadecadiynoic acid, 4,7-octadecadiynoic acid, cis-parinaric acid, Stearidonic acid, beta-parinaric acid, 6,9-octadecadiynoic acid"
181,FA(18:3),277.3,277.3,1054323.3951416016,277.3 -> 277.3,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,822958.3590087891,"LMFA01030777, LMFA01031246, LMFA01031259, LMFA01030815, LMFA01030140, LMFA01030142, LMFA01030156, LMFA01030152, LMFA01030148, LMFA01030883, LMFA01031047, LMFA01030147, LMFA01030346, LMFA01030141, LMFA01030153, LMFA01030143, LMFA07040144, LMFA01030344, LMFA01031276, LMFA07040153, LMFA01030341, LMFA01030144, LMFA01030151, LMFA01140042, LMFA02000344, LMFA01030741, LMFA02000299, LMFA01030561, LMFA01030339, LMFA01030347, LMFA01030349, LMFA01031055, LMFA01030145, LMFA01030342, LMFA01030776, LMFA01031029, LMFA01030348, LMFA01030343, LMFA01030773, LMFA02000347, LMFA02000350, LMFA01030351, LMFA01020209, LMFA01030742, LMFA01030345, LMFA02000319, LMFA01030155, LMFA01030353, LMFA01030560, LMFA01030352, LMFA01140062, LMFA01031030, LMFA01031148, LMFA01140020, LMFA02000348, LMFA01030923, LMFA02000298, LMFA01030350, LMFA01031039, LMFA01030775, LMFA01140035, LMFA01030562, LMFA01030146, LMFA01030154, LMFA01031145, LMFA01031135","octadeca-11E,13E,15Z-trienoic acid, None, None, Columbinic acid, Caleic acid, 6,10,14-octadecatrienoic acid, 10,12,15-octadecatrienoic acid, alpha-Linolenic acid, beta-eleostearic acid, Catalpic acid, 7E-Octadecen-9-ynoic acid, alpha-eleostearic acid, 7Z,9Z,12Z-octadecatrienoic acid, gamma-Linolenic acid, Elaidolinolenic acid, Jacaric acid, cucujolide XI, Pinolenic acid, None, Mueggelone, 5,8,11-octadecatrienoic acid, alpha-calendic acid, 9,12,14-octadecatrienoic acid, 13-(2-Cyclopentenyl)-9Z-tridecenoic acid, 9E,11E,15Z-octadecatrienoic acid, 9E-Octadecen-12-ynoic acid, Rumelenic acid, 11Z-octadecen-9-ynoic acid, 2E,9Z,12Z-octadecatrienoic acid, 9E,11Z,13Z-octadecatrienoic acid, 9E,12Z,15E-octadecatrienoic acid, 3Z,9Z,12Z-Octadecatrienoic acid, beta-calendic acid, 5,9,12-octadecatrienoic acid, (S)-lamenallenic acid, Alvaradoic acid, 9E,12E,15Z-octadecatrienoic acid, 5Z,9Z,12E-octadecatrienoic acid, octadeca-9Z,11E,14Z-trienoic acid, 6E,9E,11E-octadecatrienoic acid, 8Z,11Z,14Z-octadecatrienoic acid, 9Z,12E,15E-octadecatrienoic acid, 16-methyl-6Z,9Z,12Z-heptadecatrienoic acid, Crepenynic acid, 7E,9Z,12Z-octadecatrienoic acid, 3Z,6Z,9Z-Octadecatrienoic acid, Pseudoeleostearic acid, 9Z,12Z,15E-octadecatrienoic acid, Ximenynic acid, 9Z,12E,15Z-octadecatrienoic acid, 2-(1,2-tetra-decadienyl)-cyclopropanecarboxylic acid, Alvaradonic acid, (E)-octadec-13-en-11-ynoic acid, Gorlic acid, 6Z,9E,11E-octadecatrienoic acid, 9E,11Z,13E-octadecatrienoic acid, Isorumelenic acid, 9E,12Z,15Z-octadecatrienoic acid, Xionenynic acid, (R)-lamenallenic acid, Isogorlic acid, 17-octadecen-9-ynoic acid, Punicic acid, 10,12,14-octadecatrienoic acid, Octadec-17-en-7-ynoic acid, Scleropyric acid"
182,FA(18:2),279.3,279.3,1040349.2161865234,279.3 -> 279.3,FA,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,848838.1227722168,"LMFA01030315, LMFA01030120, LMFA01030307, LMFA01030127, LMFA01030335, LMFA01030328, LMFA01031168, LMFA01140098, LMFA01030114, LMFA01030110, LMFA01030454, LMFA01030573, LMFA01030304, LMFA01030563, LMFA01030774, LMFA01030323, LMFA01030299, LMFA01031279, LMFA01030322, LMFA01030310, LMFA01030311, LMFA01030571, LMFA01030329, LMFA01030575, LMFA01030298, LMFA01031105, LMFA01030301, LMFA01030309, LMFA01030312, LMFA01030574, LMFA01030564, LMFA01030119, LMFA01030326, LMFA01030297, LMFA01030327, LMFA01030567, LMFA01030116, LMFA01020208, LMFA01031083, LMFA01031059, LMFA01020207, LMFA01030317, LMFA01030319, LMFA01030565, LMFA01030812, LMFA01030112, LMFA01030316, LMFA01030325, LMFA01030313, LMFA01030338, LMFA01030566, LMFA01020369, LMFA01020377, LMFA02000300, LMFA02000307, LMFA01030302, LMFA07040057, LMFA01030568, LMFA01030914, LMFA02000324, LMFA01030118, LMFA01030330, LMFA01030126, LMFA01030117, LMFA01030318, LMFA01030321, LMFA01030336, LMFA01030337, LMFA01030332, LMFA01030572, LMFA01140055, LMFA01030124, LMFA01030320, LMFA01030300, LMFA01031096, LMFA01030570, LMFA01140002, LMFA01030306, LMFA01030569, LMFA01030125, LMFA01030333, LMFA01140017, LMFA01030122, LMFA01030331, LMFA01030305, LMFA01030303, LMFA01030314, LMFA01030324, LMFA01020416, LMFA01030308, LMFA01030455, LMFA01030334, LMFA01020427, LMFA07040090, LMFA07040064, LMFA01030111, LMFA01030115, LMFA01030453, LMFA01030123, LMFA01030121, LMFA01031102, LMFA01030113","4E,8E-octadecadienoic acid, Linoleic acid, 2E,6E-octadecadienoic acid, 10Z,13Z-octadecadienoic acid, 7Z,11Z-octadecadienoic acid, 6E,11Z-octadecadienoic acid, 4Z,11Z-octadecadienoic acid, Adiantic acid, 6,8-octadecadienoic acid, 5Z,12Z-octadecadienoic acid, 8-octadecynoic acid, 15-octadecynoic acid, 13Z,16Z-octadecadienoic acid, 2-octadecynoic acid, (R)-laballenic acid, Sebaleic acid, 11Z,14Z-octadecadienoic acid, 11E,13Z-Octadecadienoic acid, Ephedrenic acid, 3E,7E-octadecadienoic acid, 3Z,12Z-octadecadienoic acid, 13-octadecynoic acid, 6E,12E-octadecadienoic acid, 17-octadecynoic acid, 10Z,14Z-octadecadienoic acid, 10,13-Octadecadienoic acid, 12E,16E-octadecadienoic acid, 2Z,6Z-octadecadienoic acid, 3Z,6Z-octadecadienoic acid, 16-octadecynoic acid, 3-octadecynoic acid, Mangold's acid, 6,11-octadecadienoic acid, 10E,14E-octadecadienoic acid, 6E,10E-octadecadienoic acid, 7-octadecynoic acid, 8Z,11Z-octadecadienoic acid, 16-methyl-9Z,12Z-heptadecadienoic acid, 13,16-Octadecadienoic acid, 10Z,12E-Octadecadienoic acid, 16-methyl-6Z,9Z-heptadecadienoic acid, 4Z,8Z-octadecadienoic acid, 5,11-octadecadienoic acid, 4-octadecynoic acid, 7-trans,9-cis-octadecadienoic acid, 5E,12Z-octadecadienoic acid, 4Z,7Z-octadecadienoic acid, Taxoleic acid, 3Z,7Z-octadecadienoic acid, 9,13-octadecadienoic acid, 5-octadecynoic acid, 16:2(2E,4E)(4Me,6Me[S]), 16:2(2E,4E)(5Me,7Me[S]), Vaccelenic acid, 11-cis-Linoleic acid, 12Z,15Z-octadecadienoic acid, 9-octadecen-4-olide, 10-octadecynoic acid, (S)-laballenic acid, 3Z,9Z-Octadecadienoic acid, Rumenic acid, 6E,9E-octadecadienoic acid, Mikusch's acid, Ricinenic acid, 5,10-octadecadienoic acid, 5E,9Z-octadecadienoic acid, 8,11-octadecadienoic acid, 8,12-octadecadienoic acid, 6Z,9Z-octadecadienoic acid, 14-octadecynoic acid, 2-Cyclopentene-1S-tridecanoic acid, 10Z,12Z-octadecadienoic acid, 5,6-octadecadienoic acid, 11Z,15Z-octadecadienoic acid, 7,10-Octadecadienoic acid, 12-octadecynoic acid, Malvalic acid, 2,4-octadecadienoic acid, 11-octadecynoic acid, 10E,12Z-octadecadienoic acid, 7E,12E-octadecadienoic acid, Chaulmoogric acid, 9E,12Z-octadecadienoic acid, Cilienic acid, 14Z,17-octadecadienoic acid, 13E,17-octadecadienoic acid, 4,9-octadecadienoic acid, 5Z,9E-octadecadienoic acid, 4R-methyl-7Z,11Z-heptadecadienoic acid, 2Z,5Z-octadecadienoic acid, Stearolic acid, 7Z,10Z-octadecadienoic acid, 4-Methyl-7,11-heptadecadienoic acid, 9-octadecenolide, 9Z-octadecen-4R-olide, 5Z,12E-octadecadienoic acid, 8E,10E-octadecadienoic acid, Tariric acid, Linoelaidic acid, 9Z,12E-octadecadienoic acid, 14,17-Octadecadienoic acid, 5E,12E-octadecadienoic acid"
