,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID
251,,964.7,687.6,7639.8804931640625,964.7 -> 687.6,,PI_FAD173-5xFAD-M1liver_033123_r005
252,,966.7,689.7,7499.160545349121,966.7 -> 689.7,,PI_FAD173-5xFAD-M1liver_033123_r005
253,,966.7,689.7,7004.700477600098,966.7 -> 689.7,,PI_FAD173-5xFAD-M1liver_033123_r005
254,,968.7,691.7,6955.3804931640625,968.7 -> 691.7,,PI_FAD173-5xFAD-M1liver_033123_r005
255,,968.7,691.7,6930.760513305664,968.7 -> 691.7,,PI_FAD173-5xFAD-M1liver_033123_r005
256,,970.6,693.6,6541.180473327637,970.6 -> 693.6,,PI_FAD173-5xFAD-M1liver_033123_r005
257,,970.6,693.6,6909.180419921875,970.6 -> 693.6,,PI_FAD173-5xFAD-M1liver_033123_r005
258,,972.5,695.5,5679.000392913818,972.5 -> 695.5,,PI_FAD173-5xFAD-M1liver_033123_r005
259,,972.5,695.5,6403.220527648926,972.5 -> 695.5,,PI_FAD173-5xFAD-M1liver_033123_r005
260,,974.6,697.6,8237.060531616211,974.6 -> 697.6,,PI_FAD173-5xFAD-M1liver_033123_r005
261,,974.6,697.6,8349.42056274414,974.6 -> 697.6,,PI_FAD173-5xFAD-M1liver_033123_r005
262,,976.6,699.6,6348.360420227051,976.6 -> 699.6,,PI_FAD173-5xFAD-M1liver_033123_r005
263,,976.6,699.6,6059.700477600098,976.6 -> 699.6,,PI_FAD173-5xFAD-M1liver_033123_r005
264,,978.7,701.7,6339.400390625,978.7 -> 701.7,,PI_FAD173-5xFAD-M1liver_033123_r005
265,,978.7,701.7,5552.980438232422,978.7 -> 701.7,,PI_FAD173-5xFAD-M1liver_033123_r005
266,,980.7,703.7,7086.900527954102,980.7 -> 703.7,,PI_FAD173-5xFAD-M1liver_033123_r005
267,,980.7,703.7,6590.500442504883,980.7 -> 703.7,,PI_FAD173-5xFAD-M1liver_033123_r005
268,,982.7,705.7,6956.880416870117,982.7 -> 705.7,,PI_FAD173-5xFAD-M1liver_033123_r005
269,,982.7,705.7,6443.260414123535,982.7 -> 705.7,,PI_FAD173-5xFAD-M1liver_033123_r005
270,,984.6,707.6,5061.760353088379,984.6 -> 707.6,,PI_FAD173-5xFAD-M1liver_033123_r005
271,,984.6,707.6,6481.780494689941,984.6 -> 707.6,,PI_FAD173-5xFAD-M1liver_033123_r005
272,,986.6,709.6,5262.280342102051,986.6 -> 709.6,,PI_FAD173-5xFAD-M1liver_033123_r005
273,,986.6,709.6,5156.260345458984,986.6 -> 709.6,,PI_FAD173-5xFAD-M1liver_033123_r005
274,,988.7,711.6,5765.940444946289,988.7 -> 711.6,,PI_FAD173-5xFAD-M1liver_033123_r005
275,,988.7,711.6,5179.520343780518,988.7 -> 711.6,,PI_FAD173-5xFAD-M1liver_033123_r005
276,,990.7,713.7,5560.780426025391,990.7 -> 713.7,,PI_FAD173-5xFAD-M1liver_033123_r005
277,,990.7,713.7,5950.560501098633,990.7 -> 713.7,,PI_FAD173-5xFAD-M1liver_033123_r005
278,,992.7,715.7,4386.480316162109,992.7 -> 715.7,,PI_FAD173-5xFAD-M1liver_033123_r005
279,,992.7,715.7,4943.260288238525,992.7 -> 715.7,,PI_FAD173-5xFAD-M1liver_033123_r005
280,,994.7,717.7,5440.140407562256,994.7 -> 717.7,,PI_FAD173-5xFAD-M1liver_033123_r005
281,,994.7,717.7,6339.5205001831055,994.7 -> 717.7,,PI_FAD173-5xFAD-M1liver_033123_r005
282,,996.7,719.7,5170.680328369141,996.7 -> 719.7,,PI_FAD173-5xFAD-M1liver_033123_r005
283,,996.7,719.7,5089.200344085693,996.7 -> 719.7,,PI_FAD173-5xFAD-M1liver_033123_r005
