lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,Transition,type,AK0161-1x_p1-b2,AK0170-1x_p1-b4,AK0139-1x_p1-b6,AK0200-1x_p1-b8,AK0202-2x_p1-c5,AK0204-1x_p1-c1,AK0174-1x_p1-b1,AK0145-1x_p1-b3,AK0175-2x_p1-c3,AK0164-1x_p1-b5,AK0141-1x_p1-b9,Blank-1x_p1 -a2
PG (30:3),0.0711067067403657,7.652478981262546,0.05692768173321383,0.8114194675553424,0.9995784849370064,6,5,H KO,H WT,706.4389 -> 517.4389,PG,256982.241210858,182649.511779813,364004.711975186,332504.02294925,204270.934997523,362140.866821233,344902.265899477,303270.14086908,182190.592773393,206913.256713945,308764.66247552,39235.902587899
PG (30:4),-0.017765800093801434,6.709543205234793,0.003560481552995043,0.9524186481889865,0.9995784849370064,6,5,H KO,H WT,704.4233 -> 515.4233,PG,144825.631347518,113247.006896867,147031.1123048,145500.051757748,101898.985961893,143479.431579513,127413.249999925,133990.608520396,97201.926574647,138567.588378845,181999.194518947,31260.322082525
PG (32:0),-0.031887424861288864,8.301324986307124,0.011474107952835766,0.9146959523652262,0.9995784849370064,6,5,H KO,H WT,740.5172 -> 551.5172,PG,367081.36291498,362465.75207511,436956.57482918,409258.64929191,264045.53979496,382298.2609864,378069.727111872,417795.3508302,242949.3817141,398130.62915031,480649.45605454,126148.20886226
PG (32:1),-0.05705016392821506,7.777653836285922,0.03674530093553585,0.8479845393014546,0.9995784849370064,6,5,H KO,H WT,738.5015 -> 549.5015,PG,304008.105529738,251815.117614612,372794.44274884,327915.98205566,226736.69433605,304999.543396055,315686.442932089,288229.10083013,217670.351318287,334706.620849455,414071.25164772,39124.002807599
PG (32:2),0.04712598723164542,8.95173992647387,0.02501926627883222,0.8743190631252575,0.9995784849370064,6,5,H KO,H WT,736.4859 -> 547.4859,PG,980400.53002876,655638.25988769,855293.65539551,704428.86560053006,590695.10400401,537488.91247559,672300.4753418,826029.93749995,457247.409606927,813992.56213374,756391.63842771,55113.164001461
PG (32:3),0.0903113608442011,7.685943156760635,0.0917879602748144,0.7619163221313173,0.9995784849370064,6,5,H KO,H WT,734.4702 -> 545.4702,PG,259791.378540131,173804.371337792,395543.327453454,334539.966980082,208479.313110281,370231.146118258,338577.105407611,350732.343993968,170699.811706618,195053.57235723,305221.26428229,42340.862762451
PG (32:4),-0.12153110744195875,6.801644223755527,0.16693167696017497,0.6828532453832518,0.9995784849370064,6,5,H KO,H WT,732.4546 -> 543.4546,PG,154375.65014656,119964.069183315,152161.109130985,149305.410217275,106741.98608398,157209.092224215,135104.129882763,207387.134948793,95597.466796883,143589.931030282,188073.574707032,29641.862060544
PG (34:0),-0.0718906673456795,7.819353528872668,0.05836494800678338,0.8090991225796054,0.9995784849370064,6,5,H KO,H WT,768.5485 -> 579.5485,PG,289377.43749993,223693.918762136,408666.610107347,336908.48437501,238466.076171858,320486.00183104,337254.585083022,310354.26049813,259926.155334518,290893.30139157,388571.23254377,42991.883361795
PG (34:1),9.177178233766488e-4,8.095970916133773,9.497311111772433e-6,0.9975411065705652,0.9995784849370064,6,5,H KO,H WT,766.5328 -> 577.5328,PG,387304.44750974,298742.224853499,503048.7954101,425268.65197747,313425.65979001,380248.86608877,330733.780883847,310487.05993659,313158.397827096,426186.84765625,565539.81604003,40589.682861346
PG (34:2),0.05850479633714564,7.9291754628488835,0.0385493396012464,0.8443441667649972,0.9995784849370064,6,5,H KO,H WT,764.5172 -> 575.5172,PG,408570.843078647,322600.227722056,385365.107910229,403960.95019538,259991.376342802,326226.388061725,313210.66070556,340336.20581056,236894.07171623,368868.043029815,444530.27441406,35156.322143564
PG (34:3),0.0045893397931707665,8.00687610712113,2.3749529191263719e-4,0.9877043816733113,0.9995784849370064,6,5,H KO,H WT,762.5015 -> 573.5015,PG,376136.946350262,290474.556579575,427512.60229491,414061.713378941,284143.240051141,365166.50134297,363029.210998577,333432.984130912,258482.398742689,377458.766479425,483098.166442904,41636.883087151
PG (34:4),-0.11746901890289435,7.765114385491374,0.1559531898007549,0.6929099808596086,0.9995784849370064,6,5,H KO,H WT,760.4859 -> 571.4859,PG,314252.90747061,225120.617126487,325573.62146001,296593.77880861,222919.23901369,254210.277710044,323977.80810559,280433.99768059,208302.61596683,308830.80120852,381844.18444823,56762.904174764
PG (34:5),-0.16860084932600028,8.116959418442303,0.3215197003490857,0.5706957888866949,0.9995784849370064,6,5,H KO,H WT,758.4702 -> 569.4702,PG,296434.718078511,250304.178039499,311043.74072271,294577.22338867,216705.796875088,263966.219360295,289167.46179204,414444.82861333,196309.85388182,308175.94079591,335138.32141096,155749.01080325
PG (34:6),0.05878833423385691,8.005400229851794,0.03892349764055325,0.8436002999111931,0.9995784849370064,6,5,H KO,H WT,756.4546 -> 567.4546,PG,293202.51867669,245224.59655755,326688.38049316,318732.14501961,214792.31347652,449828.81396484,315613.842285,351709.56628425,199841.57312011,272362.00085448,335361.56494147,107167.88720706
PG (36:0),-0.13244207410460448,8.708285143638458,0.19829442432092037,0.6561010739690258,0.9995784849370064,6,5,H KO,H WT,796.5798 -> 607.5798,PG,561220.04284676,432541.310974274,720560.47192385,593278.73083494,473357.45654308,534656.63818366,462576.676147414,453518.11450189,520687.51904295,719465.87304678,916851.70788568,72060.525268518
PG (36:1),-0.4204821653467552,10.022413215777789,2.0045049267064314,0.156832488533974,0.9995784849370064,6,5,H KO,H WT,794.5641 -> 605.5641,PG,901841.12597664,656482.5078123,2580734.9882806,1167048.32324206,1510657.9863282,989411.69189484,633463.04553239,816692.93212881,2468219.69482367,2210939.14794974,2433022.85839776,67118.16467283
PG (36:2),-0.3126654900087437,8.983904269943231,1.107568287916365,0.29261116023571576,0.9995784849370064,6,5,H KO,H WT,792.5485 -> 603.5485,PG,622054.66357436,441200.27160646,1016107.59863229,694525.80786121,589368.58300781,589480.1793214,493743.55194101,504959.75463871,886643.4012453,988332.18298251,1193449.61572253,49047.803771958
PG (36:3),-0.22851187801459596,8.097840307294906,0.5910850924374245,0.44199982670346316,0.9995784849370064,6,5,H KO,H WT,790.5328 -> 601.5328,PG,381640.030944657,285984.178527832,474414.130920525,386878.75073244,289738.99743664,335867.48498526,354855.786926106,311384.500122062,336193.367248418,509822.212585338,622810.60742088,38447.622711181
PG (36:4),-0.031271972453824695,7.677993627084094,0.011035242649086285,0.9163371153051311,0.9995784849370064,6,5,H KO,H WT,788.5172 -> 599.5172,PG,281382.83929451,215465.656005776,353095.52123999,295340.78271494,225993.45715327,271731.49841304,259532.920227044,234370.539611833,182887.853149338,330179.31884775,437321.15637222,42649.803527814
PG (36:5),-0.06808472637789861,7.191531424443097,0.05234428350058806,0.8190331257533209,0.9995784849370064,6,5,H KO,H WT,786.5015 -> 597.5015,PG,211398.493408134,163149.610473548,216200.274353201,212062.036193836,143463.130309989,188499.934387166,173601.152038664,215104.415954641,131451.810180675,209919.273742695,278640.242736709,36031.722656242
PG (36:6),-0.10480386267191674,7.436873738761577,0.12411046085526323,0.7246184276477131,0.9995784849370064,6,5,H KO,H WT,784.4859 -> 595.4859,PG,247341.197448652,188110.6948852,273452.81848157,258036.099731641,175924.113281234,240488.556457548,225671.135620106,270191.638794025,166910.37048343,257481.499755797,336758.164611836,32429.642395017
PG (36:7),-0.044823694885826076,8.076911891008379,0.0226780080156459,0.8802974217516103,0.9995784849370064,6,5,H KO,H WT,782.4702 -> 593.4702,PG,400761.60668949,285954.106689572,454760.19458012,400742.55175779,298811.4243164,406833.233459417,372243.365051307,340037.063720697,308659.101501513,407488.068847734,514322.71533202,40332.002624491
PG (36:8),0.022902585505206238,8.962177433390893,0.0059123235505467164,0.9387097520588158,0.9995784849370064,6,5,H KO,H WT,780.4546 -> 591.4546,PG,915998.94506884,634614.72265677,824400.34387246,745655.35876466,609660.25000057,588117.31030268,640192.69238226,721452.77966312,502913.43371533,849112.65502937,885439.70117191,55007.524108896
PG (38:0),-0.16027483226626146,8.849880739492011,0.29051849850657163,0.5898884557193518,0.9995784849370064,6,5,H KO,H WT,824.6111 -> 635.6111,PG,731576.61547893,518592.957946846,823107.13049375,669778.36694323,526348.36962887,545423.57165535,575930.863891671,559288.6164556,549465.53967289,889326.43005375,1045258.81103418,43205.883117676
PG (38:1),-0.32740490929507937,9.594804903672399,1.2146064914268209,0.2704217332222904,0.9995784849370064,6,5,H KO,H WT,822.5954 -> 633.5954,PG,947531.20410151,914344.82971193,1469520.04296891,1009538.84497063,993157.43603635,706004.80676271,836809.789123568,803982.70544422,1337141.26049811,1614234.56640636,1775769.71215832,50623.983581532
PG (38:2),-0.21728144196775448,10.298092131490026,0.534350437039393,0.46478356606631277,0.9995784849370064,6,5,H KO,H WT,820.5798 -> 631.5798,PG,1815606.99407971,2058687.6071778,2095566.15429687,1933777.95092771,1370859.15893552,1268924.46862744,1758245.98339842,1738628.97241202,1845608.01293948,2427637.20471196,2431627.86084,42362.102905284
PG (38:3),-0.36554376922434517,8.013389425970896,1.5144534612754805,0.21846078334622687,0.9995784849370064,6,5,H KO,H WT,818.5641 -> 629.5641,PG,311934.84130864,252293.156066808,463779.01354963,340410.00537104,269671.45776364,304102.72228989,262099.858703656,283020.29785141,471399.147766204,479435.99609373,547808.80334475,34165.062377925
PG (38:4),0.007826676317943064,8.76297880236507,6.906923954375088e-4,0.9790331877137163,0.9995784849370064,6,5,H KO,H WT,816.5485 -> 627.5485,PG,483526.15454086,370469.84680174,1019829.13916022,711793.95434562,529654.53417947,686857.43151824,427254.431213376,605871.20507813,429525.16906742,664508.24658214,1132884.04150379,41624.202514618
PG (38:5),-0.019400559122147474,7.682928165221236,0.0042461636339794495,0.948044543606085,0.9995784849370064,6,5,H KO,H WT,814.5328 -> 625.5328,PG,307169.60693361,223802.155456644,331158.90148909,302384.96118159,218412.57348634,278382.72094728,246012.696838369,233837.83740228,202160.15515135,305866.08398438,449507.07128893,42511.682983405
PG (38:6),-0.09722167314367443,8.130833680535089,0.10678988532299649,0.7438288283115179,0.9995784849370064,6,5,H KO,H WT,812.5172 -> 623.5172,PG,416359.83239762,302624.242614751,461825.07739279,420035.4093018,305860.04431166,365776.88623044,345821.363647486,313537.304931651,295660.922546302,473565.61621104,649362.74292037,45368.7434082
PG (38:7),-0.3220477836321737,8.781564372649633,1.1751259609991394,0.2783504913796029,0.9995784849370064,6,5,H KO,H WT,810.5015 -> 621.5015,PG,586287.3375855,430811.850097695,679610.26684523,576589.88012698,591819.5374756,507271.732482941,467678.927917519,389448.002624412,798848.742065371,867329.432861354,1005818.81518498,42770.442932142
PG (38:8),-0.3292160585060941,8.51823758890395,1.22808843315579,0.2677791146358685,0.9995784849370064,6,5,H KO,H WT,808.4859 -> 619.4859,PG,492244.81164554,368224.82073977,625266.73266605,496611.95690914,389968.62890626,421991.786377,413593.410766618,380318.04748549,497628.82971188,758436.211730878,928860.74462881,47806.68359375
PG (38:9),-0.11076453624702398,8.450686848455865,0.13864578195989452,0.7096310168964958,0.9995784849370064,6,5,H KO,H WT,806.4702 -> 617.4702,PG,523837.35839832,457901.42749018,572404.90734909,512978.05957024,380730.14379882,422104.625976751,446938.61926262,441391.47424305,401938.37170404,613177.87884372,716748.127562,46187.583251921
PG (40:0),-0.05006985061699527,10.785613657398482,0.028300497942836955,0.8664042929005038,0.9995784849370064,6,5,H KO,H WT,852.6424 -> 663.6424,PG,2531385.34790039,2721507.27087443,2908857.06518555,2416984.7048341,1497699.24902345,2248355.54394541,2864269.33996571,1640603.52270508,1098647.72241269,3595319.65991208,3680548.90185542,344294.1184082
PG (40:1),-0.15644669954493926,7.937722126611025,0.27678724951692857,0.598814740821225,0.9995784849370064,6,5,H KO,H WT,850.6267 -> 661.6267,PG,331505.639831641,244417.89660645,446891.15673831,340705.76000955,285983.16210927,293054.89709455,276657.437866063,249752.27905261,310986.72265625,441260.19152833,558793.33874533,38701.562866205
PG (40:10),-0.029661279271223064,7.371983275872346,0.009927361526479217,0.9206331964913103,0.9995784849370064,6,5,H KO,H WT,832.4859 -> 643.4859,PG,230225.715698261,177626.471435529,254456.678222578,248736.93762213,185632.371948315,218722.135070671,203753.734314053,201694.393981962,163312.852783161,240320.11706546,336645.82446293,36700.142700192
PG (40:2),-0.050467923186408,8.1641337122881,0.02875199166260245,0.865352939927447,0.9995784849370064,6,5,H KO,H WT,848.6111 -> 659.6111,PG,404903.44958509,380112.5450439,503973.99389657,410684.82641604,301678.04345687,373148.54418961,370938.029022222,379808.60791009,302079.362426898,454314.43395992,573796.5571291,43731.283264181
PG (40:3),-0.09345942939572026,7.61977626368217,0.09867740463778318,0.7534226101752899,0.9995784849370064,6,5,H KO,H WT,846.5954 -> 657.5954,PG,264340.85888693,196571.734130906,336748.9260253,294322.56188971,206317.15502927,269309.97851562,251856.577880876,333915.12084951,186282.25427244,258844.955993655,383736.16674796,38133.562561028
PG (40:4),-0.052424414475553974,7.914688668050633,0.031025496296479105,0.8601835180611798,0.9995784849370064,6,5,H KO,H WT,844.5798 -> 655.5798,PG,319606.7037351,236656.377685395,468234.05480937,378816.42700196,276510.91723612,335473.243957611,276201.400329599,324207.463073667,251382.875854651,385022.7456054,544361.0384521,33429.982482915
PG (40:5),-0.04233847464844639,7.942817633848044,0.02023198375445645,0.8868910868195602,0.9995784849370064,6,5,H KO,H WT,842.5641 -> 653.5641,PG,363732.81201162,257628.738708602,448712.85327165,379189.14672825,271055.24194334,344726.60284407,297328.539733793,311682.82397466,231189.414855961,407817.3918457,577601.55834933,34341.282745356
PG (40:6),-0.013861212986732423,9.054225803850144,0.002167355993151432,0.962868000903805,0.9995784849370064,6,5,H KO,H WT,840.5485 -> 651.5485,PG,667205.44458018,469582.47302267,1211979.51025383,858567.51855448,618956.02343737,868988.95214839,559769.361633303,690674.29174805,512552.65808101,896097.26025374,1431211.59912146,40265.443115201
PG (40:7),-0.3313867779504777,8.456227188268878,1.2443573805844608,0.2646329298983047,0.9995784849370064,6,5,H KO,H WT,838.5328 -> 649.5328,PG,484493.89746096,356051.60125745,614965.14526353,494831.64257819,353264.46569815,429741.85327155,405663.284973255,373831.9647217,541539.66552794,705092.84277388,834614.50109803,36716.142730713
PG (40:8),-0.37535344864922626,8.326328148340304,1.5969330630123295,0.20633838248146458,0.9995784849370064,6,5,H KO,H WT,836.5172 -> 647.5172,PG,426065.389465464,340094.62426751,527331.45837393,430192.56628415,316594.61999508,370471.569702201,370394.925781252,333386.76074216,452081.05847163,663690.40441889,820459.17651366,42435.803009069
PG (40:9),-0.16006021880508278,7.5974958148719,0.2897344096818415,0.590390777057406,0.9995784849370064,6,5,H KO,H WT,834.5015 -> 645.5015,PG,266581.798278708,212815.052551252,305600.12072755,287436.000305151,199605.054809674,236694.674987622,238805.835266075,237291.6984862,215575.457397486,321412.40161131,414467.46984854,37113.202758768
PG (42:0),0.00478579259524908,7.316283866330327,2.582583413186512e-4,0.9871782133189838,0.9995784849370064,6,5,H KO,H WT,880.6737 -> 691.6737,PG,224298.294799791,170286.351989792,272096.800231981,241735.896728392,164147.552673379,229800.517639226,203983.155425947,187458.595580863,148962.971069333,226225.937560968,339147.46398939,33003.382537824
PG (42:1),-0.14712673272106522,7.632952185482515,0.24475490336590155,0.6207927694372615,0.9995784849370064,6,5,H KO,H WT,878.658 -> 689.658,PG,233452.196350101,187521.434081993,301604.68359373,247668.216918941,206499.25390621,221550.334838915,226549.676269416,205048.375000091,240405.776794259,278497.099243201,343905.46191414,66277.124816918
PG (42:10),0.04080049452940561,7.43984754249178,0.018755856071010157,0.8910687193219154,0.9995784849370064,6,5,H KO,H WT,860.5172 -> 671.5172,PG,242671.517761268,174698.252136101,311001.201598907,294470.78198239,180714.59265153,265845.617248404,223560.674011091,254471.63916024,145830.911254933,231659.938232478,360299.98583993,30539.141723635
PG (42:11),0.0033788506238968193,7.469760403673865,1.287357426917879e-4,0.990947254425487,0.9995784849370064,6,5,H KO,H WT,858.5015 -> 669.5015,PG,260678.461669885,210222.296020497,291998.081725998,259740.935363798,188747.05242914,258143.51806638,220013.252929738,220056.034912067,169710.791503787,275827.840637247,361809.40856929,31885.682006827
PG (42:2),-0.027822507982623517,7.268957733453913,0.008734311546206186,0.9255400811844958,0.9995784849370064,6,5,H KO,H WT,876.6424 -> 687.6424,PG,195747.19616698,160878.710998568,243914.53771972,220227.39550766,157857.9505615,198030.693969592,180451.533386146,176295.431884761,152320.990478431,217656.134155405,288371.54174809,44076.982910159
PG (42:3),0.010598380498613915,8.498933809228403,0.001266425593371423,0.9716117748102976,0.9995784849370064,6,5,H KO,H WT,874.6267 -> 685.6267,PG,405364.24682612,355549.32519517,462242.44921892,435568.35058589,297472.98095719,406882.82470706,359981.24780264,390109.48852524,264699.47607413,416108.31030274,561762.45703122,184585.71386709
PG (42:4),-0.011348152027595397,8.622489475732452,0.0014526264894811902,0.9695973173117589,0.9995784849370064,6,5,H KO,H WT,872.6111 -> 683.6111,PG,625087.247803155,693537.544250501,680220.435546795,627152.495911229,398336.19177253,422826.530212411,561685.589782642,648852.005584676,383430.869873008,612723.094726116,729588.7583008,33507.362731939
PG (42:5),-0.006662308163425651,7.3806948095438525,5.006121814403741e-4,0.9821493294924701,0.9995784849370064,6,5,H KO,H WT,870.5954 -> 681.5954,PG,252400.114685122,175902.653686544,273678.3568725,256907.47790532,184098.1719971,227161.816040016,211640.83386229,196291.754638719,153151.490051293,256689.560119585,362305.04919426,31095.622039803
PG (42:6),2.1700349109101918e-4,7.947702172278127,5.308097570377868e-7,0.9994186877543826,0.9995784849370064,6,5,H KO,H WT,868.5798 -> 679.5798,PG,400824.011779949,264178.27923582,411161.18933103,386041.94470206,270640.86279279,345020.28332525,328972.162841881,331712.36297611,211887.115417332,392971.667724468,511302.69604481,38850.243164044
PG (42:7),-0.05480362169308868,7.615358011323502,0.03390678960749938,0.8539052250707723,0.9995784849370064,6,5,H KO,H WT,866.5641 -> 677.5641,PG,282132.500793459,210002.436035135,329410.946289068,289263.32006834,200824.77539059,267821.139404227,260831.878051694,238887.515319869,175726.412597694,304611.099609317,423670.05249027,38993.863037122
PG (42:8),-0.09496734594565877,7.54487639434525,0.10188964475059947,0.7495736635806975,0.9995784849370064,6,5,H KO,H WT,864.5485 -> 675.5485,PG,246476.756897099,203017.05255126,290259.901306032,263217.87646483,187616.97106928,233167.336059558,223774.073852522,228877.33715807,176252.773437593,284361.62219238,384373.52758772,47794.64318848
PG (42:9),-0.17082157355474234,7.370519520465179,0.33005237836187007,0.5656282474257013,0.9995784849370064,6,5,H KO,H WT,862.5328 -> 673.5328,PG,209712.5935059,152144.550659164,239619.17639157,221415.31457525,221389.194946211,200331.0738525,186970.274230893,178812.89361566,276972.53790275,214419.515746962,300610.663635398,34404.862609855
