lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,Transition,type,AK0161-1x_p1-b2,AK0170-1x_p1-b4,AK0139-1x_p1-b6,AK0200-1x_p1-b8,AK0202-2x_p1-c5,AK0204-1x_p1-c1,AK0174-1x_p1-b1,AK0145-1x_p1-b3,AK0175-2x_p1-c3,AK0164-1x_p1-b5,AK0141-1x_p1-b9,Blank-1x_p1 -a2
TAG(58:10)_FA 20:0,0.050047212811645994,8.213395391927348,0.028215078490120504,0.8666041694267781,0.9995784849370064,6,5,H KO,H WT,944.8 -> 615.8,TAG,462548.531860353,366416.727356003,550569.35910074,515827.416686986,303619.523467957,522635.558776791,462714.372680658,344581.30743417,307319.221435585,465925.7657471,630912.948089565,17125.621307374
TAG(58:10)_FA 20:4,0.12780188726205496,8.544622001447783,0.18364129475230578,0.6682624654514804,0.9995784849370064,6,5,H KO,H WT,944.8 -> 623.8,TAG,705526.815185641,525551.713012726,591210.945861681,649771.92285157,431422.123291102,579599.99682622,515759.528717111,471488.510315037,383801.941162038,597787.784973057,717536.944519344,20603.7814331
TAG(58:2)_FA 16:0,0.03169393600903755,6.725691628805441,0.011319780496933163,0.9152693907282036,0.9995784849370064,6,5,H KO,H WT,960.9 -> 687.9,TAG,176557.612915002,124588.969848659,179351.254974401,167264.871582031,112304.087493834,161070.891418532,137872.329986566,136814.088806261,100270.728485049,163705.370910675,227087.89672861,13210.580902098
TAG(58:2)_FA 16:1,-0.0020774294866807127,6.859909579451161,4.866929248237284e-5,0.9944337327360816,0.9995784849370064,6,5,H KO,H WT,960.9 -> 689.9,TAG,178000.052276529,142795.550018355,210462.256347633,180603.114562945,119081.947540247,164648.731872567,154843.829696691,155356.149963304,111100.307464532,183328.152191247,240387.158660937,15323.701019284
TAG(58:2)_FA 18:0,0.12802835902732582,8.257771711554655,0.1842910974633014,0.6677111819306671,0.9995784849370064,6,5,H KO,H WT,960.9 -> 659.9,TAG,518211.074096811,466536.110107311,497838.055694136,507843.567749052,279096.457275527,635145.330932141,476736.613647523,422354.063171278,246704.639526418,421950.329864472,695138.538268706,14580.120956414
TAG(58:2)_FA 18:1,0.22332151577184228,8.630494231006638,0.5592438034884708,0.4545650861575773,0.9995784849370064,6,5,H KO,H WT,960.9 -> 661.9,TAG,709311.448120654,698238.890258798,607608.701843311,712578.09576417,389939.704620365,735842.81219479,605561.892638714,527318.992218101,352724.983825708,579483.593841547,706883.950988902,17866.001251216
TAG(58:2)_FA 18:2,0.2950387031980773,14.071495487432593,0.9739480028003442,0.3236975282151451,0.9995784849370064,6,5,H KO,H WT,960.9 -> 663.9,TAG,31517637.856872,33447542.585083,24904106.3276977,32016187.4925539,17440833.9282226,35838531.2830816,27247654.9008789,25483385.7700805,14300916.9019165,24680886.2020264,28019655.4483033,34402.922210704
TAG(58:2)_FA 20:0,0.01226215729715541,7.764983012520232,0.0016951842912362736,0.9671582845862963,0.9995784849370064,6,5,H KO,H WT,960.9 -> 631.9,TAG,378585.647369447,292264.437927322,371318.708404577,364816.888305661,224249.518219126,317618.241149987,318469.027099593,271124.278106643,226126.758666922,356277.064056391,457440.192199623,15332.2412262
TAG(58:2)_FA 20:4,0.04960681341151132,8.434000295079075,0.02772104691371169,0.8677663261762089,0.9995784849370064,6,5,H KO,H WT,960.9 -> 639.9,TAG,622150.747741608,515514.346008248,557943.60479731,567312.94067383,364608.567565802,496574.912597854,497996.195037828,415365.165588426,341457.089599488,589508.589783676,714771.901001331,24693.181671149
TAG(58:3)_FA 16:0,0.12181349486682826,7.637338194462647,0.16685833117844595,0.6829191358755802,0.9995784849370064,6,5,H KO,H WT,958.9 -> 685.9,TAG,294501.103637644,242338.99627683,290169.160888777,327597.367370758,170438.832153366,461604.593566366,250888.918456976,232969.899658338,136874.009765576,268029.756805314,533300.97125279,28311.141876211
TAG(58:3)_FA 16:1,0.04209672122358943,6.7271877477966555,0.019965522888696796,0.8876334167463679,0.9995784849370064,6,5,H KO,H WT,958.9 -> 687.9,TAG,178100.153961125,125370.408630298,177203.393005394,169897.250732503,111152.68740841,161025.391113328,140554.229751522,132183.368591224,99068.847747814,166769.47308344,222240.735046365,13777.94093323
TAG(58:3)_FA 18:0,0.06773773354634856,7.5108631824783645,0.05166518569239997,0.8201906515124577,0.9995784849370064,6,5,H KO,H WT,958.9 -> 657.9,TAG,308920.724120819,240890.559082046,301405.026184088,291464.596130397,204253.914794807,287612.399505662,242776.858490088,293021.062561128,171315.809295754,266725.700317417,343781.864624042,16466.000991814
TAG(58:3)_FA 18:1,0.21224929157659134,8.004533561817446,0.5053251685476428,0.4771695878134204,0.9995784849370064,6,5,H KO,H WT,958.9 -> 659.896,TAG,428167.053741449,385075.213531003,412668.209228562,458705.811462419,226834.036376981,537723.112853988,379208.645171637,316183.57812498,203992.534454377,342710.407302895,550167.598236594,21752.221435539
TAG(58:3)_FA 18:2,0.2356504324788644,8.578157888007066,0.6224663746536409,0.43013223970625497,0.9995784849370064,6,5,H KO,H WT,958.9 -> 661.9,TAG,679473.184020907,666396.415100121,577207.98492334,691203.870666538,379289.766113777,722333.456542948,579547.292663098,512280.854461684,330399.789642313,546870.475281256,686427.2973023,19453.041503906
TAG(58:3)_FA 20:0,0.03796206791002959,7.332631249008341,0.01623802618951231,0.8986012492574234,0.9995784849370064,6,5,H KO,H WT,958.9 -> 629.9,TAG,289291.801452718,210161.778747607,266617.058715815,268499.29718029,164018.089965771,245381.077209588,238279.478149407,211589.412780657,155644.551483048,251884.254730279,329435.705047767,13927.940994261
TAG(58:3)_FA 20:4,-0.13326995599555563,10.976396635191506,0.20078626886243,0.6540869396028222,0.9995784849370064,6,5,H KO,H WT,958.9 -> 637.9,TAG,3326866.68347158,3316439.27700801,3563687.93371585,2745673.64086877,2258472.33105466,2402707.26525877,3783947.42626959,1887157.70242314,1584483.29617307,4788167.37365728,4897028.17630003,22625.681640625
TAG(58:4)_FA 16:0,0.054241489528536725,6.84919306416985,0.03313817056186963,0.8555521777460487,0.9995784849370064,6,5,H KO,H WT,956.9 -> 683.9,TAG,190456.832428034,136782.549774127,196756.355163612,178590.650695877,126876.148010231,172642.771301187,149494.730636496,142932.930481004,99709.307952873,188601.832885777,246123.117797943,15429.461013798
TAG(58:4)_FA 16:1,0.11845317378263517,7.482026760963943,0.15779248634044052,0.6911971064739673,0.9995784849370064,6,5,H KO,H WT,956.9 -> 685.9,TAG,269405.018554825,214557.612854086,267349.239562983,284263.659545908,162804.912719619,377436.383727971,218683.05326848399,211813.736450243,123893.470397984,252165.597595103,450049.435119704,28959.761993407
TAG(58:4)_FA 18:0,0.10885296886172954,8.654475336762676,0.13328700600686716,0.7150480098940085,0.9995784849370064,6,5,H KO,H WT,956.9 -> 655.9,TAG,706915.97448772,618958.171112168,621496.442322188,604892.1586304,603670.140076173,527500.175110448,573036.107543479,597516.58020028,511511.710631339,563960.976623072,619020.406432456,16277.521179202
TAG(58:4)_FA 18:1,0.08240679475542426,7.0963781104691694,0.07643723130206581,0.78218491746003,0.9995784849370064,6,5,H KO,H WT,956.9 -> 657.9,TAG,232325.155761697,175658.491760254,218893.11486812,229024.256958,138474.728332504,212139.792694061,197098.553009062,211395.914978085,127480.369293083,179170.192199815,238255.298034763,18220.361175533
TAG(58:4)_FA 18:2,0.19747260492021027,7.993839460444601,0.4376009631941997,0.5082826468227042,0.9995784849370064,6,5,H KO,H WT,956.9 -> 659.9,TAG,430743.931610152,383540.049438417,398316.202972396,467586.16760212,216715.335632447,530629.007689982,381564.923400846,320928.024352919,194490.933166468,329729.725768989,573577.199523379,21162.821823123
TAG(58:4)_FA 20:0,0.039586314434624396,7.3222982968313595,0.0176566171852528,0.8942897044576585,0.9995784849370064,6,5,H KO,H WT,956.9 -> 627.9,TAG,278110.597290175,207122.992736829,260571.597503817,261131.82049559,162815.252502433,252555.260314864,224014.495178231,207624.194915819,156589.551574807,254132.120300345,324542.758300774,15893.461120601
TAG(58:4)_FA 20:4,-0.016613661798042276,8.972278777688533,0.003113744515758299,0.9555003888785379,0.9995784849370064,6,5,H KO,H WT,956.9 -> 635.9,TAG,850602.211731022,709003.334441623,876108.385559643,806688.73681629,565249.948975098,708892.44628811,789602.205260518,549563.143615229,501158.795349145,953694.071289032,1111468.43206768,19298.06135559
TAG(58:5)_FA 16:0,0.03656554869427557,7.139380561109739,0.01506568228433025,0.9023111340442481,0.9995784849370064,6,5,H KO,H WT,954.8 -> 681.8,TAG,233407.277526985,168381.353088298,246133.516509988,229807.55688474,146064.468383784,209383.855377311,178382.312622021,175336.473266582,122537.727783152,234775.255004801,317765.860229618,17180.241302487
TAG(58:5)_FA 16:1,0.040448142968368676,6.9402556495722,0.018433218452628353,0.8920039069788779,0.9995784849370064,6,5,H KO,H WT,954.8 -> 683.8,TAG,212352.256744385,143917.329956153,212707.412414579,197042.553833058,130304.588256881,182726.592468328,165014.492523228,153254.311187696,107509.967437669,201339.433441058,269408.076904253,14173.821014405
TAG(58:5)_FA 18:0,0.03256684555597434,8.332881562326353,0.011952127268386903,0.9129440956865852,0.9995784849370064,6,5,H KO,H WT,954.8 -> 653.8,TAG,562394.862854097,454767.154907111,521109.418273859,516599.83612059,359624.646911665,469697.512390243,427561.806854337,431650.023559641,333851.944091814,547242.118896561,643977.24322528206,23729.621337895
TAG(58:5)_FA 18:1,0.09953148564500994,8.418727156272302,0.11146245697818813,0.7384852531089541,0.9995784849370064,6,5,H KO,H WT,954.8 -> 655.8,TAG,588603.625670322,515174.612884553,525458.453659586,506914.97772175,510560.655029284,446191.852722157,500399.219146769,485087.213714587,459586.573548433,455107.768096913,507076.797241235,18452.341125491
TAG(58:5)_FA 18:2,0.10403435572781439,7.221358198352512,0.12175936531062348,0.7271340945954557,0.9995784849370064,6,5,H KO,H WT,954.8 -> 657.8,TAG,247074.338867126,195413.393493693,242512.095062259,260218.475921628,148165.249755849,233781.735656717,207961.872375464,226040.977905383,135988.748413072,204976.173919622,257864.658630438,19706.741577149
TAG(58:5)_FA 20:0,0.06520789895601196,7.791962380436055,0.047881263774797844,0.8267919196391414,0.9995784849370064,6,5,H KO,H WT,954.8 -> 625.8,TAG,408205.210205153,307024.098449649,346337.465301466,373566.823059102,240867.255523785,333194.241210966,305015.117218016,281515.602844332,236808.46023567,351165.186340418,439910.05004882,16353.9812087991
TAG(58:5)_FA 20:4,-0.030120775305052385,8.612161429688738,0.010237661699648015,0.9194065165283738,0.9995784849370064,6,5,H KO,H WT,954.8 -> 633.8,TAG,678589.187010152,501514.61737057,695990.528351757,624749.018555289,429248.784301769,569547.262451009,542646.515655656,435384.585723971,435639.890991181,728713.517090257,884486.608642624,17934.241195682
TAG(58:6)_FA 16:0,0.005009674590436669,7.3860913065226,2.8298666438786313e-4,0.9865784533985181,0.9995784849370064,6,5,H KO,H WT,952.8 -> 679.8,TAG,266671.378051674,200468.573242219,299972.482849265,277511.160705572,180898.573364311,260157.716247526,240396.074829119,221220.11535649,153300.57073978,270858.322509788,379101.18249508,13126.300888058
TAG(58:6)_FA 16:1,0.01958835309953043,7.136922827187388,0.004325172038079472,0.9475640937070136,0.9995784849370064,6,5,H KO,H WT,952.8 -> 681.8,TAG,226230.038025013,168021.551696721,242060.956542964,219227.757324303,153841.892395031,210458.535339385,180493.17433166,173252.5315857,127229.448242168,239115.034790018,310539.503692625,17059.841186517
TAG(58:6)_FA 18:0,-0.08953751698517376,8.70361217045073,0.0905648707812361,0.7634602639642892,0.9995784849370064,6,5,H KO,H WT,952.8 -> 651.8,TAG,627370.623169001,499272.778320275,764829.118347054,652544.03271491,448871.72747813,646264.604919966,537556.433166503,538344.95520009,511644.23229973,783619.417174755,867592.21765197,22833.541610722
TAG(58:6)_FA 18:1,0.060358695454612254,7.860884713643899,0.0410293530517265,0.8394812736604748,0.9995784849370064,6,5,H KO,H WT,952.8 -> 653.8,TAG,404991.249267752,330449.727447398,366216.748016554,377280.030090426,241132.680053823,346303.208007733,319708.122375407,301433.399658189,233663.936401295,376583.470642102,434346.475097694,24252.181716923
TAG(58:6)_FA 18:2,0.10174416901421487,8.41409768014999,0.11646694716091588,0.7328984176063816,0.9995784849370064,6,5,H KO,H WT,952.8 -> 655.8,TAG,583454.341797004,508659.336899357,509507.624084515,526773.491332535,512208.896483364,444500.135070761,500734.682601899,489887.348602778,454038.332153728,452791.787200918,500832.635864281,18326.72126769
TAG(58:6)_FA 20:0,0.12092260462925619,8.429501790133443,0.16443243766070736,0.6851080360257472,0.9995784849370064,6,5,H KO,H WT,952.8 -> 623.8,TAG,639784.826050778,471346.129760773,562167.105407848,586035.1183471,399585.828735507,518309.52917482,484469.893798785,402713.430847056,362472.528869694,550173.944396825,661619.907043403,24343.961700452
TAG(58:6)_FA 20:4,0.04974228647755257,7.992893539624908,0.02787240949351144,0.8674091387405428,0.9995784849370064,6,5,H KO,H WT,952.8 -> 631.8,TAG,442052.768280025,337584.526397782,453768.163391229,421870.807495076,270464.057128731,384632.322448629,376791.14108273,336183.883026302,260137.218780547,397666.248504646,507596.01797485,17461.601135267
TAG(58:7)_FA 16:0,0.10070776160039013,7.5735103776226005,0.11410772589965745,0.7355151526761365,0.9995784849370064,6,5,H KO,H WT,950.8 -> 677.8,TAG,284008.9001464,233979.596679578,374396.623901574,332138.3963625,190045.995727518,320337.699829065,296741.400512721,232056.457214239,171726.951049836,278876.097839357,387323.2880859,18226.681442252
TAG(58:7)_FA 16:1,0.025834019713297292,7.373309645945856,0.007522033359236957,0.9308864025575644,0.9995784849370064,6,5,H KO,H WT,950.8 -> 679.8,TAG,263755.540832448,199170.833434997,298466.199829122,277234.81921406,176636.193359429,260363.419738884,231168.255828777,212111.554992707,148351.150298977,272319.360046383,374900.1258546,14512.141014099
TAG(58:7)_FA 18:0,0.04424039958106762,8.405152063225406,0.022050490728361183,0.8819528604725424,0.9995784849370064,6,5,H KO,H WT,950.8 -> 649.8,TAG,526557.935668925,419175.834595034,643155.33959947,582357.26489258,368521.12622072,547520.494872962,492989.755233906,421844.28442368,319784.406860458,576331.58715831,735074.61120636,19981.661300661
TAG(58:7)_FA 18:1,-0.10990702444766723,8.163601540471488,0.13650496853210825,0.7117805692561536,0.9995784849370064,6,5,H KO,H WT,950.8 -> 651.8,TAG,432312.830993671,334996.522460821,492287.051879793,452574.597351024,276087.859130869,438193.475463868,365142.191284256,352646.964904963,353236.464904811,500668.787475674,608419.657226469,29581.842407229
TAG(58:7)_FA 18:2,0.04140101550445902,7.843955485768506,0.019311956842557265,0.8894758572476492,0.9995784849370064,6,5,H KO,H WT,950.8 -> 653.8,TAG,395275.230987438,320156.060089188,362724.02584838,373226.4086914,238513.274536256,337743.646362227,319863.442932041,287529.422638036,231493.815338203,376054.748413065,445300.105926449,24387.841629025
TAG(58:7)_FA 20:0,0.05931873983372948,9.106985658188535,0.03962923692597542,0.8422072571522831,0.9995784849370064,6,5,H KO,H WT,950.8 -> 621.8,TAG,848781.665710011,641978.501403278,817007.179077268,815286.87280239,1038695.67443839,712363.01477059,690864.757873062,541889.609405375,868793.378173369,834988.217529906,1045842.34545905,21032.881500244
TAG(58:7)_FA 20:4,0.10974371795630934,7.626177902372674,0.13547224944275627,0.712824357286267,0.9995784849370064,6,5,H KO,H WT,950.8 -> 629.8,TAG,352459.960510108,268426.362304622,336980.864807134,330450.30175785,205070.353881776,321406.403808747,300049.100708045,268604.179229745,192072.55187984,280836.501251104,369088.462707696,16009.261138918
TAG(58:8)_FA 16:0,0.010032811085062527,7.192046719195899,0.001134861767241091,0.9731261798578227,0.9995784849370064,6,5,H KO,H WT,948.8 -> 675.8,TAG,227312.514526285,179950.673583764,257298.500854424,237980.03662101,151198.89141858,205926.875915644,193706.792678938,191680.314331052,132773.811798141,229622.956115702,319169.503112775,19020.981170664
TAG(58:8)_FA 16:1,0.09140478835608516,7.5947819051984995,0.09402153733753948,0.7591255370444225,0.9995784849370064,6,5,H KO,H WT,948.8 -> 677.8,TAG,283312.78167719,235355.514526353,374077.664184271,341812.94274911,191872.813781676,321662.624115016,296100.098632742,245775.89807135,167137.190307634,279147.2994995,402548.7861329,19857.6813430739
TAG(58:8)_FA 18:0,-0.04001300302698554,8.012913339017796,0.018069732885123813,0.893067536632978,0.9995784849370064,6,5,H KO,H WT,948.8 -> 647.8,TAG,399128.35156259,309272.523864654,462670.850403038,413979.68847645,290573.17846697,383666.465881376,341930.205017245,312240.562988207,239281.576232963,466383.55279556,645561.79113763,19029.501449586
TAG(58:8)_FA 18:1,0.01908868433945905,7.8946611340449655,0.0041074468666693065,0.9488990689407749,0.9995784849370064,6,5,H KO,H WT,948.8 -> 649.8,TAG,360391.225158579,288710.916809074,430674.292419374,414297.92529316,231032.174255471,385826.30737311,355503.000396666,277404.680358857,227665.076721202,394865.6108398,503557.852478124,23293.141632079
TAG(58:8)_FA 18:2,-0.10991909053302307,8.146850038097234,0.13653493590481958,0.7117503477752921,0.9995784849370064,6,5,H KO,H WT,948.8 -> 651.8,TAG,421528.98278808,329960.259521372,489019.878662125,444367.95629891,273954.160583592,442091.29211425,361797.826232918,351930.708435182,353281.821166999,500592.617736775,584464.557250411,28701.801971433
TAG(58:8)_FA 20:0,-0.035293570337362155,8.87237391397032,0.01405739900997105,0.9056208650878464,0.9995784849370064,6,5,H KO,H WT,948.8 -> 619.796,TAG,822825.020386235,621483.021850696,802954.339050749,762303.84680219,516890.512207104,655308.17041014,665389.029509546,539035.096038807,501294.29980416,880683.046630872,1055422.6979375,21131.901443473
TAG(58:8)_FA 20:4,0.07747574511338184,7.6080320933527625,0.06757222642704619,0.7949049773658827,0.9995784849370064,6,5,H KO,H WT,948.8 -> 627.8,TAG,335968.32537844,257628.695434675,321381.464172485,329809.164977982,203837.173217741,313710.741424632,267623.393005413,253884.696685819,189814.715881259,313822.316741888,381703.331421024,17688.581237794
TAG(58:9)_FA 16:0,0.0440974440000934,6.942603390754938,0.021907599268160993,0.8823331722932285,0.9995784849370064,6,5,H KO,H WT,946.8 -> 673.8,TAG,207468.074218768,148092.969360256,204369.256195008,196723.055297925,132155.489624076,186062.972625779,168097.333160392,161300.170532262,107787.70832829,189164.954589889,264273.577819846,15167.180999753
TAG(58:9)_FA 16:1,0.022407250930216557,7.180295239514252,0.005659245351836262,0.940033341763305,0.9995784849370064,6,5,H KO,H WT,946.8 -> 675.8,TAG,229612.515624949,184416.234191642,250892.737732111,232505.85644544,152872.951293955,210534.396728534,188387.012908991,191733.274780205,133514.590759294,226423.155578736,319619.2835693,17404.080978391
TAG(58:9)_FA 18:0,0.014889522764301203,7.576189297059095,0.0024992998860398075,0.9601279678378208,0.9995784849370064,6,5,H KO,H WT,946.8 -> 645.8,TAG,313712.023010333,244227.573608536,325721.622436459,297893.71936041,205847.652771044,291511.921325732,262921.737487677,264213.096618518,176199.152221758,309783.201599133,401726.890686071,18304.901260373
TAG(58:9)_FA 18:1,-0.0582868308194058,7.5714220960660885,0.038356387996827834,0.8447292410631165,0.9995784849370064,6,5,H KO,H WT,946.8 -> 647.8,TAG,291595.340392962,225912.4769288,314030.141784648,317209.262573365,180770.913574138,281698.602111845,256451.059753524,211274.614746203,178749.090148888,333914.985748385,450691.189392089,24678.681671139
TAG(58:9)_FA 18:2,-0.023451036897877926,7.885017027828978,0.0062048370293723565,0.9372149396919777,0.9995784849370064,6,5,H KO,H WT,946.8 -> 649.8,TAG,358621.202514646,285722.901062276,416136.130981543,400240.04821785,223358.213928277,370604.26452633,360995.707702607,279539.002807678,228407.736083963,388228.89978023,506060.256347663,25816.561828608
TAG(58:9)_FA 20:0,-0.01741688571149869,8.171973167386959,0.0034221286314277677,0.9533511887647631,0.9995784849370064,6,5,H KO,H WT,946.8 -> 617.8,TAG,484494.895294125,371663.331695588,509801.020019582,463939.71136476,313805.61956781,406286.624938836,409974.873718233,330147.162262083,322293.245971633,509161.489502054,604288.481109596,20387.141433711
TAG(58:9)_FA 20:4,0.11392308193701163,7.9108183810146215,0.14597239330134926,0.7024143856414659,0.9995784849370064,6,5,H KO,H WT,946.8 -> 625.8,TAG,468914.211517363,334406.562072816,374145.003997886,422077.658508264,253240.498947057,377003.947998092,331219.826171815,312620.942809981,241567.738647406,371436.747222834,474220.208007884,16527.341094967
TAG(60:0)_FA 16:0,0.12319851156848609,6.679634744429596,0.17066336735592813,0.6795229238640046,0.9995784849370064,6,5,H KO,H WT,992.9 -> 719.9,TAG,165576.809326176,114812.528926869,190283.07241048,175445.074432319,110648.247573921,174160.111377659,139438.349838284,137075.069808913,92117.6067161975,147575.029846236,207074.954849236,10925.7807388292
TAG(60:0)_FA 16:1,0.06572285452705083,6.585273834070356,0.04863821455296602,0.8254500534807176,0.9995784849370064,6,5,H KO,H WT,992.9 -> 721.9,TAG,160750.290557962,113569.22760010201,165597.811859133,161251.129821844,101873.406433064,151731.91026677,132813.190368708,122776.849121126,82856.086288383,149612.03067017,209174.235626334,10414.220764163
TAG(60:0)_FA 18:0,0.1609305260283844,7.881271766215885,0.290927943206043,0.5896264952583911,0.9995784849370064,6,5,H KO,H WT,992.9 -> 691.9,TAG,381310.405998213,368577.641609338,477195.091358345,432764.331962628,211136.096633997,392439.768615736,354784.322662301,309398.482811026,186988.171318041,338915.584304889,534126.984542261,10897.1607131933
TAG(60:0)_FA 18:1,0.16008671255579546,7.005489429869893,0.28788553459867217,0.5915787264320402,0.9995784849370064,6,5,H KO,H WT,992.9 -> 693.9,TAG,217703.910625565,196973.493957577,231315.757980458,229815.917266586,113675.108535815,206168.354690645,195157.993911761,161934.990097153,103231.086624136,192447.297195352,251223.79779801,12305.6608810434
TAG(60:0)_FA 18:2,0.07119814212687262,6.7138547345390664,0.05707260794793001,0.8111841026524225,0.9995784849370064,6,5,H KO,H WT,992.9 -> 695.9,TAG,177695.955017078,137355.590881343,173745.274658231,173694.653045676,106403.047790656,159866.832336313,157013.170944084,124703.528091555,95673.067718508,161487.131774924,209864.054473815,12758.0210113506
TAG(60:0)_FA 20:0,-0.12634273878374414,12.669522207515916,0.18043571537611136,0.6709990607570347,0.9995784849370064,6,5,H KO,H WT,992.9 -> 663.9,TAG,9106929.15197749,12327376.9909058,10290600.0026245,8839363.34796142,5607706.43127388,7976159.70805345,9908253.45072932,5769923.57394406,4113676.90335079,17261400.440689,14721373.2639466,722759.352325416
TAG(60:0)_FA 20:4,0.1720971285445628,7.386588711205596,0.33259643420115026,0.5641341985105663,0.9995784849370064,6,5,H KO,H WT,992.9 -> 671.9,TAG,302782.584915197,237187.81684879,279934.379337411,319289.781166096,160232.791049931,283437.4163743,242019.096359409,233060.318359457,163481.312698403,238739.258590665,287479.182456955,12325.8609313943
TAG(60:1)_FA 16:0,0.05372770368454689,6.5262093173341515,0.03251333605214768,0.856905635573285,0.9995784849370064,6,5,H KO,H WT,990.9 -> 717.9,TAG,151571.151733336,110642.128143356,163896.072647004,150954.071136398,92215.206603988,139520.429962065,125260.327602312,116710.768371586,81612.805816671,146079.449859532,191458.074981684,11866.840820314
TAG(60:1)_FA 16:1,0.08276424060599381,6.692240395966747,0.07710010886125929,0.7812664107467351,0.9995784849370064,6,5,H KO,H WT,990.9 -> 719.9,TAG,159751.389759044,114293.148498557,189980.213607905,180967.6320953,107721.928058611,173250.312248259,140582.168998768,140060.007988001,91066.846393635,152941.210830722,216708.633361923,11553.6008567826
TAG(60:1)_FA 18:0,0.0638162824222031,7.134633246572533,0.04586019324233348,0.8304301389989697,0.9995784849370064,6,5,H KO,H WT,990.9 -> 689.9,TAG,232523.858367926,189149.69464113,263950.21908563,235966.254516527,137031.309905939,211882.236053428,192505.832778885,184139.81314086,132359.45074453,225209.118408192,291752.903442445,12329.600883484
TAG(60:1)_FA 18:1,0.15868745870705964,7.463530597112455,0.282889268496092,0.594813710941647,0.9995784849370064,6,5,H KO,H WT,990.9 -> 691.9,TAG,284929.818969768,276555.281188949,329896.699615632,326498.421325671,151204.270492565,278352.104186918,262319.955779998,209198.393615616,143703.789520165,243703.155242917,396375.207428037,16261.001312261
TAG(60:1)_FA 18:2,0.1255693771164023,7.050000471652267,0.17728662584977428,0.6737155161811238,0.9995784849370064,6,5,H KO,H WT,990.9 -> 693.9,TAG,215270.674011184,197341.094177228,232315.237060523,240865.495086799,114975.728393474,206021.094360518,197760.912994442,164381.671531549,108488.247817951,190008.013061523,276336.338516338,15146.381103516
TAG(60:1)_FA 20:0,-0.011125302745837678,8.335551320950062,0.0013961246228291202,0.9701941776014826,0.9995784849370064,6,5,H KO,H WT,990.9 -> 661.9,TAG,529401.978119342,509324.535492304,553422.895262678,503115.04949951,328381.86727139,449365.053161659,485886.956238238,348508.611541865,286587.864227362,654499.357422363,708529.196121157,20744.521392828
TAG(60:1)_FA 20:4,0.1367097361770413,8.197520759317543,0.21008338123601789,0.6467020585076689,0.9995784849370064,6,5,H KO,H WT,990.9 -> 669.9,TAG,550309.063049177,517307.714507975,515791.341079687,498742.616089918,306922.723953254,382174.741516033,420746.852401765,397486.809692358,258345.577026459,478747.714950147,590366.041701723,12311.120903016
TAG(60:10)_FA 16:0,0.07127041756240966,6.653785657632108,0.057188289483974586,0.810996458673506,0.9995784849370064,6,5,H KO,H WT,972.9 -> 699.9,TAG,170548.371276755,116105.38912961,164397.691650397,173507.432067936,107996.168029869,152609.170562691,130905.308715816,136850.069702173,87423.166381826,153138.732238814,208755.095459011,13064.92098999
TAG(60:10)_FA 16:1,0.003836009003415614,6.6000380589760255,1.659222275520733e-4,0.989722669175595,0.9995784849370064,6,5,H KO,H WT,972.9 -> 701.9,TAG,156977.009704623,112943.206787151,160219.790924003,154243.830017171,100151.585327133,143733.330718982,128088.029418938,145626.870483443,86147.245880162,151577.670288051,187738.753479031,13787.16104126
TAG(60:10)_FA 18:0,0.1302861935156392,7.325430705170728,0.1908338247202153,0.662223536725479,0.9995784849370064,6,5,H KO,H WT,972.9 -> 671.9,TAG,278260.682861322,214224.873809788,277252.79815680097,275497.180236753,179550.992004319,247617.215576115,219090.015853983,226209.055053669,149430.429656975,233048.817413449,309915.558166467,13649.5610733031
TAG(60:10)_FA 18:1,0.05841064317943825,6.73774585654091,0.038424239849973674,0.8445937144328027,0.9995784849370064,6,5,H KO,H WT,972.9 -> 673.9,TAG,181361.151183941,141003.509246897,174399.249816987,181027.293670666,96634.105926527,158971.431640614,146529.769195595,134218.269683799,101212.46765134,163102.311675843,206233.235015773,15195.621047971
TAG(60:10)_FA 18:2,0.07704900596653744,6.9767374060870395,0.06682936917559346,0.7960104232469879,0.9995784849370064,6,5,H KO,H WT,972.9 -> 675.9,TAG,209174.035491925,165957.950653206,207993.636962812,208778.716125515,125647.869140554,179065.011230497,175755.150421139,154392.850982665,118256.228485053,182528.351135211,246816.498046706,18787.261306763
TAG(60:10)_FA 20:0,0.08431428940312591,7.274803341878619,0.0800135605112473,0.7772790348530291,0.9995784849370064,6,5,H KO,H WT,972.9 -> 643.9,TAG,278222.237365753,212543.114746118,252483.838653662,252169.221008212,161476.292297283,228542.177490306,224488.676086335,198435.93426507,159213.749694784,226210.117248533,286411.322875882,16620.70114136
TAG(60:10)_FA 20:4,0.024170815780142504,8.459246838899839,0.006585029561506417,0.9353240979226265,0.9995784849370064,6,5,H KO,H WT,972.9 -> 651.9,TAG,611389.567962646,463384.842834472,592445.323242129,570435.916442852,371723.609161431,505295.39642325,495634.360137866,419317.188720819,368204.730468622,584001.26416067,715270.918793249,32881.562377922
TAG(60:11)_FA 16:0,0.0670531782280102,6.724000439398342,0.0506258092545977,0.8219778752621987,0.9995784849370064,6,5,H KO,H WT,970.9 -> 697.9,TAG,183894.4925842,123350.18826293,180420.392395058,165463.551452734,113907.507080067,161755.312042257,137782.028747539,138496.288818419,90926.167572059,165010.011352619,224971.676330612,13443.64099884
