,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,nickname,Sex,Genotype,time point,method_type,Blank Subtraction,IDs,Names
1154,[TG(52:4)]_FA18:0,872.8,571.8,281612.30072021484,872.8 -> 571.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,235733.69804382324,"LMGL03015724, LMGL03010146, LMGL03014352, LMGL03013459, LMGL03010117, LMGL03014757, LMGL03015814","TG(16:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(16:1(9Z)/18:0/18:3(9Z,12Z,15Z))[iso6], TG(14:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(12:0/18:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(17:2(9Z,12Z)/17:2(9Z,12Z)/18:0)[iso3], TG(14:1(9Z)/18:0/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/18:3(6Z,9Z,12Z))[iso6]"
1155,[TG(52:4)]_FA18:1,872.8,573.8,425105.494506836,872.8 -> 573.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,404323.4330596924,"LMGL03013478, LMGL03015727, LMGL03010120, LMGL03014371, LMGL03010145, LMGL03010142, LMGL03014776","TG(12:0/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(17:1(9Z)/17:2(9Z,12Z)/18:1(9Z))[iso6], TG(14:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(14:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso6]"
1156,[TG(52:4)]_FA16:0,872.8,599.8,970141.2642211914,872.8 -> 599.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,947161.562713623,"LMGL03014649, LMGL03015724, LMGL03015727, LMGL03010159, LMGL03010141, LMGL03014244, LMGL03010160, LMGL03010145","TG(14:1(9Z)/16:0/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(16:0/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3], TG(14:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6]"
1157,[TG(52:4)]_FA16:1,872.8,601.8,382023.2856445313,872.8 -> 601.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,355960.7438659668,"LMGL03015812, LMGL03010146, LMGL03010159, LMGL03010158, LMGL03010142, LMGL03014268, LMGL03014673, LMGL03015814","TG(16:1(9Z)/17:2(9Z,12Z)/19:1(9Z))[iso6], TG(16:1(9Z)/18:0/18:3(9Z,12Z,15Z))[iso6], TG(16:0/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/16:1(9Z)/20:2(11Z,14Z))[iso3], TG(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(14:0/16:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:1(9Z)/16:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:0/18:3(6Z,9Z,12Z))[iso6]"
1158,[TG(52:3)]_FA18:0,874.8,573.8,428227.4829711914,874.8 -> 573.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,409377.9216156006,"LMGL03010125, LMGL03015723, LMGL03014351, LMGL03010122, LMGL03013458, LMGL03010099, LMGL03014756","TG(16:0/18:0/18:3(9Z,12Z,15Z))[iso6], TG(16:0/18:0/18:3(6Z,9Z,12Z))[iso6], TG(14:0/18:0/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/18:2(9Z,12Z))[iso6], TG(12:0/18:0/22:3(10Z,13Z,16Z))[iso6], TG(17:1(9Z)/17:2(9Z,12Z)/18:0)[iso6], TG(14:1(9Z)/18:0/20:2(11Z,14Z))[iso6]"
1159,[TG(52:3)]_FA18:1,874.8,575.8,539356.0633544922,874.8 -> 575.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,502006.8409118652,"LMGL03013477, LMGL03010118, LMGL03010102, LMGL03014370, LMGL03010121, LMGL03014775, LMGL03010103, LMGL03015502","TG(12:0/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:1(9Z)/18:1(9Z))[iso3], TG(17:0/17:2(9Z,12Z)/18:1(9Z))[iso6], TG(14:0/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(14:1(9Z)/18:1(9Z)/20:1(11Z))[iso6], TG(17:1(9Z)/17:1(9Z)/18:1(9Z))[iso3], TG(15:1(9Z)/18:1(9Z)/19:1(9Z))[iso6]"
1160,[TG(52:3)]_FA16:0,874.8,601.8,401980.13104248047,874.8 -> 601.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,374696.5891723633,"LMGL03010125, LMGL03015721, LMGL03015723, LMGL03014648, LMGL03010136, LMGL03010135, LMGL03014243, LMGL03010121","TG(16:0/18:0/18:3(9Z,12Z,15Z))[iso6], TG(16:0/17:2(9Z,12Z)/19:1(9Z))[iso6], TG(16:0/18:0/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/16:0/22:2(13Z,16Z))[iso6], TG(16:0/16:0/20:3(8Z,11Z,14Z))[iso3], TG(16:0/16:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/16:0/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]"
1161,[TG(52:3)]_FA16:1,874.8,603.8,553069.458190918,874.8 -> 603.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,513035.2155151367,"LMGL03010150, LMGL03014267, LMGL03010118, LMGL03010135, LMGL03010122, LMGL03010134, LMGL03014672, LMGL03015808","TG(16:1(9Z)/17:2(9Z,12Z)/19:0)[iso6], TG(14:0/16:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:1(9Z)/18:1(9Z))[iso3], TG(16:0/16:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:0/18:2(9Z,12Z))[iso6], TG(16:1(9Z)/16:1(9Z)/20:1(11Z))[iso3], TG(14:1(9Z)/16:1(9Z)/22:1(11Z))[iso6], TG(16:1(9Z)/17:1(9Z)/19:1(9Z))[iso6]"
1162,[TG(52:2)]_FA18:0,876.8,575.8,540007.1877441406,876.8 -> 575.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,510016.0657806397,"LMGL03014350, LMGL03010084, LMGL03013457, LMGL03010101, LMGL03010104, LMGL03010083, LMGL03014755, LMGL03015482","TG(14:0/18:0/20:2(11Z,14Z))[iso6], TG(17:1(9Z)/17:1(9Z)/18:0)[iso3], TG(12:0/18:0/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:0/18:1(9Z))[iso6], TG(16:0/18:0/18:2(9Z,12Z))[iso6], TG(17:0/17:2(9Z,12Z)/18:0)[iso6], TG(14:1(9Z)/18:0/20:1(11Z))[iso6], TG(15:1(9Z)/18:0/19:1(9Z))[iso6]"
1163,[TG(52:2)]_FA18:1,876.8,577.8,545008.3537597656,876.8 -> 577.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,469579.06799316406,"LMGL03010087, LMGL03010101, LMGL03013476, LMGL03010100, LMGL03014369, LMGL03014774, LMGL03015151, LMGL03015501","TG(17:0/17:1(9Z)/18:1(9Z))[iso6], TG(16:1(9Z)/18:0/18:1(9Z))[iso6], TG(12:0/18:1(9Z)/22:1(11Z))[iso6], TG(16:0/18:1(9Z)/18:1(9Z))[iso3], TG(14:0/18:1(9Z)/20:1(11Z))[iso6], TG(14:1(9Z)/18:1(9Z)/20:0)[iso6], TG(15:0/18:1(9Z)/19:1(9Z))[iso6], TG(15:1(9Z)/18:1(9Z)/19:0)[iso6]"
1164,[TG(52:2)]_FA16:0,876.8,603.8,555463.6967163086,876.8 -> 603.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,516557.2538452149,"LMGL03015717, LMGL03010114, LMGL03014242, LMGL03010115, LMGL03010128, LMGL03010104, LMGL03010100, LMGL03014647","TG(16:0/17:1(9Z)/19:1(9Z))[iso6], TG(16:0/16:1(9Z)/20:1(11Z))[iso6], TG(14:0/16:0/22:2(13Z,16Z))[iso6], TG(16:0/16:0/20:2(11Z,14Z))[iso3], TG(16:0/17:2(9Z,12Z)/19:0)[iso6], TG(16:0/18:0/18:2(9Z,12Z))[iso6], TG(16:0/18:1(9Z)/18:1(9Z))[iso3], TG(14:1(9Z)/16:0/22:1(11Z))[iso6]"
1165,[TG(52:2)]_FA16:1,876.8,605.8,531411.5729370117,876.8 -> 605.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,501833.1109313965,"LMGL03010114, LMGL03010129, LMGL03014266, LMGL03010113, LMGL03010101, LMGL03014671, LMGL03015399, LMGL03015804","TG(16:0/16:1(9Z)/20:1(11Z))[iso6], TG(16:1(9Z)/17:1(9Z)/19:0)[iso6], TG(14:0/16:1(9Z)/22:1(11Z))[iso6], TG(16:1(9Z)/16:1(9Z)/20:0)[iso3], TG(16:1(9Z)/18:0/18:1(9Z))[iso6], TG(14:1(9Z)/16:1(9Z)/22:0)[iso6], TG(15:1(9Z)/16:1(9Z)/21:0)[iso6], TG(16:1(9Z)/17:0/19:1(9Z))[iso6]"
1166,[TG(52:1)]_FA18:0,878.8,577.8,494377.1719360352,878.8 -> 577.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,437019.22790527344,"LMGL03010071, LMGL03010082, LMGL03013456, LMGL03014349, LMGL03010085, LMGL03014754, LMGL03015131, LMGL03015481","TG(17:0/17:1(9Z)/18:0)[iso6], TG(16:1(9Z)/18:0/18:0)[iso3], TG(12:0/18:0/22:1(11Z))[iso6], TG(14:0/18:0/20:1(11Z))[iso6], TG(16:0/18:0/18:1(9Z))[iso6], TG(14:1(9Z)/18:0/20:0)[iso6], TG(15:0/18:0/19:1(9Z))[iso6], TG(15:1(9Z)/18:0/19:0)[iso6]"
1167,[TG(52:1)]_FA18:1,878.8,579.8,551019.1845703125,878.8 -> 579.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,441769.2150878906,"LMGL03013475, LMGL03010074, LMGL03010085, LMGL03013939, LMGL03014368, LMGL03015150","TG(12:0/18:1(9Z)/22:0)[iso6], TG(17:0/17:0/18:1(9Z))[iso3], TG(16:0/18:0/18:1(9Z))[iso6], TG(13:0/18:1(9Z)/21:0)[iso6], TG(14:0/18:1(9Z)/20:0)[iso6], TG(15:0/18:1(9Z)/19:0)[iso6]"
1168,[TG(52:1)]_FA16:0,878.8,605.8,525305.1846923828,878.8 -> 605.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,497959.9226989746,"LMGL03015713, LMGL03014241, LMGL03010096, LMGL03010095, LMGL03010085, LMGL03010110, LMGL03014646, LMGL03015374","TG(16:0/17:0/19:1(9Z))[iso6], TG(14:0/16:0/22:1(11Z))[iso6], TG(16:0/16:0/20:1(11Z))[iso3], TG(16:0/16:1(9Z)/20:0)[iso6], TG(16:0/18:0/18:1(9Z))[iso6], TG(16:0/17:1(9Z)/19:0)[iso6], TG(14:1(9Z)/16:0/22:0)[iso6], TG(15:1(9Z)/16:0/21:0)[iso6]"
1169,[TG(52:1)]_FA16:1,878.8,607.8,430890.4914550781,878.8 -> 607.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,368959.0472717285,"LMGL03010111, LMGL03010082, LMGL03010095, LMGL03014265, LMGL03015048","TG(16:1(9Z)/17:0/19:0)[iso6], TG(16:1(9Z)/18:0/18:0)[iso3], TG(16:0/16:1(9Z)/20:0)[iso6], TG(14:0/16:1(9Z)/22:0)[iso6], TG(15:0/16:1(9Z)/21:0)[iso6]"
1170,[TG(52:0)]_FA18:0,880.8,579.8,441969.3293457031,880.8 -> 579.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,370526.6447753906,"LMGL03010069, LMGL03013455, LMGL03014348, LMGL03010060, LMGL03013919, LMGL03015130","TG(16:0/18:0/18:0)[iso3], TG(12:0/18:0/22:0)[iso6], TG(14:0/18:0/20:0)[iso6], TG(17:0/17:0/18:0)[iso3], TG(13:0/18:0/21:0)[iso6], TG(15:0/18:0/19:0)[iso6]"
1171,[TG(52:0)]_FA18:1,880.8,581.8,251307.45568847656,880.8 -> 581.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,225989.59391784668,,
1172,[TG(52:0)]_FA16:0,880.8,607.8,439115.588256836,880.8 -> 607.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,379850.7444458008,"LMGL03015023, LMGL03010069, LMGL03010093, LMGL03014240, LMGL03010080","TG(15:0/16:0/21:0)[iso6], TG(16:0/18:0/18:0)[iso3], TG(16:0/17:0/19:0)[iso6], TG(14:0/16:0/22:0)[iso6], TG(16:0/16:0/20:0)[iso3]"
1173,[TG(52:0)]_FA16:1,880.8,609.8,243820.0178222656,880.8 -> 609.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,216952.8157653809,,
1174,[TG(54:8)]_FA18:0,892.7,591.7,376631.46279907227,892.7 -> 591.7,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,353893.9413757324,LMGL03013026,"TG(18:0/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso3]"
1175,[TG(54:8)]_FA18:1,892.7,593.7,596626.3002319336,892.7 -> 593.7,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,566576.5579223633,"LMGL03016222, LMGL03016239, LMGL03014787","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
1176,[TG(54:8)]_FA16:0,892.7,619.7,412980.8358764648,892.7 -> 619.7,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,390296.1142578125,"LMGL03010502, LMGL03015744, LMGL03015762","TG(16:0/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
1177,[TG(54:8)]_FA16:1,892.7,621.7,1579035.663146973,892.7 -> 621.7,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,1549599.901031494,"LMGL03010498, LMGL03010649, LMGL03015834, LMGL03010503, LMGL03015852","TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6]"
1178,[TG(54:7)]_FA18:0,894.8,593.8,523913.2621459961,894.8 -> 593.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,502692.2806396485,"LMGL03016151, LMGL03016168, LMGL03014767","TG(18:0/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:0/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:1(9Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
1179,[TG(54:7)]_FA18:1,894.8,595.8,240936.6383666992,894.8 -> 595.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,218394.9367980957,"LMGL03016218, LMGL03016221, LMGL03014381, LMGL03010419, LMGL03010452, LMGL03013033, LMGL03014786","TG(18:1(9Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3], TG(16:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3], TG(14:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
1180,[TG(54:7)]_FA16:0,894.8,621.8,2041557.714416504,894.8 -> 621.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,2017402.8525390625,"LMGL03010586, LMGL03010451, LMGL03010446, LMGL03015743, LMGL03015761","TG(16:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6]"
1181,[TG(54:7)]_FA16:1,894.8,623.8,375487.1460571289,894.8 -> 623.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,350367.98446655273,"LMGL03010586, LMGL03015851, LMGL03010585, LMGL03010447, LMGL03010452, LMGL03010442, LMGL03015833","TG(16:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]"
1182,[TG(54:6)]_FA18:0,896.8,595.8,237499.1800842285,896.8 -> 595.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,216155.75868225095,"LMGL03016147, LMGL03016150, LMGL03014766, LMGL03010404, LMGL03010372, LMGL03013025, LMGL03014361","TG(18:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3], TG(18:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3], TG(14:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
1183,[TG(54:6)]_FA18:1,896.8,597.8,183940.99368286133,896.8 -> 597.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,167437.01248168945,"LMGL03010373, LMGL03014785, LMGL03016217, LMGL03010400, LMGL03013030, LMGL03014380, LMGL03010403","TG(18:1(9Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso3], TG(14:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
1184,[TG(54:6)]_FA16:0,896.8,623.8,422402.586730957,896.8 -> 623.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,396468.4649658203,"LMGL03015742, LMGL03010525, LMGL03010526, LMGL03010394, LMGL03010403, LMGL03010399, LMGL03015760","TG(16:0/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:0/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]"
1185,[TG(54:6)]_FA16:1,896.8,625.8,1005318.5527648926,896.8 -> 625.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,987278.0514221193,"LMGL03015832, LMGL03015850, LMGL03010525, LMGL03010400, LMGL03010395, LMGL03010404, LMGL03010524, LMGL03010390","TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6], TG(16:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso3], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]"
1186,[TG(54:5)]_FA18:0,898.8,597.8,188925.83380126956,898.8 -> 597.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,173277.81271362305,"LMGL03010329, LMGL03010356, LMGL03010359, LMGL03016143, LMGL03016146, LMGL03014765, LMGL03014360","TG(18:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:1(9Z)/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/18:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
1187,[TG(54:5)]_FA18:1,898.8,599.8,729807.8674926758,898.8 -> 599.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,701042.5656738281,"LMGL03010327, LMGL03010352, LMGL03010355, LMGL03014784, LMGL03016143, LMGL03010330, LMGL03014379, LMGL03013029","TG(18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3], TG(16:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso3], TG(14:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))[iso3]"
