,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition_new,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Start,End,_tmpkey_new,Parent_Ion_old,Product_Ion_old,Intensity_old,Transition_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,_tmpkey_old,Lipid
17112,225.2,225.2,314367.603515625,225.2 -> 225.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(14:1),(14:1),225.2,225.2,FA750.0750.0,225.2,225.2,2277477.3720703125,225.2 -> 225.2,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,372035.69677734375,FA750.0750.0,FA(14:1)
17149,227.2,227.2,154558.71142578125,227.2 -> 227.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(14:0),(14:0),227.2,227.2,FA757.0757.0,227.3,227.3,1317589.0909423828,227.3 -> 227.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,948439.6443481444,FA757.0757.0,FA(14:0)
17330,239.2,239.2,191162.11645507807,239.2 -> 239.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(15:1),(15:1),239.2,239.2,FA797.0797.0,239.3,239.3,1577863.0067138672,239.3 -> 239.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,FA797.0797.0,FA(15:1)
17367,241.1,241.1,88953.10632324219,241.1 -> 241.1,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0 | 7,(15:0) | (16:7),(15:0) | (16:7),241.1,241.1,FA803.0803.0,241.3,241.3,905970.5747070312,241.3 -> 241.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,465381.1615600586,FA804.0804.0,FA(15:0) | FA(16:7)
17403,241.2,241.2,103434.90783691406,241.2 -> 241.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0 | 7,(15:0) | (16:7),(15:0) | (16:7),241.2,241.2,FA803.0803.0,241.3,241.3,905970.5747070312,241.3 -> 241.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,465381.1615600586,FA804.0804.0,FA(15:0) | FA(16:7)
17620,253.2,253.2,109596.80712890624,253.2 -> 253.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(16:1),(16:1),253.2,253.2,FA843.0843.0,253.3,253.3,511186.95458984375,253.3 -> 253.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,349480.4835357666,FA844.0844.0,FA(16:1)
17657,255.2,255.2,127026.0908203125,255.2 -> 255.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(16:0),(16:0),255.2,255.2,FA850.0850.0,255.3,255.3,5640369.882202148,255.3 -> 255.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,2232095.7123413086,FA851.0851.0,FA(16:0)
17838,267.2,267.2,95713.3671875,267.2 -> 267.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(17:1),(17:1),267.2,267.2,FA890.0890.0,267.3,267.3,628173.3426513672,267.3 -> 267.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,455563.0102233887,FA891.0891.0,FA(17:1)
17875,269.2,269.1,134354.74926757812,269.2 -> 269.1,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0 | 7,(17:0) | (18:7),(17:0) | (18:7),269.2,269.1,FA897.0897.0,269.3,269.3,1991620.5350952148,269.3 -> 269.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1250353.082458496,FA897.0897.0,FA(17:0) | FA(18:7)
17911,269.2,269.2,106074.14672851562,269.2 -> 269.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0 | 7,(17:0) | (18:7),(17:0) | (18:7),269.2,269.2,FA897.0897.0,269.3,269.3,1991620.5350952148,269.3 -> 269.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1250353.082458496,FA897.0897.0,FA(17:0) | FA(18:7)
18020,275.2,275.2,145822.72924804688,275.2 -> 275.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,4,(18:4),(18:4),275.2,275.2,FA917.0917.0,275.3,275.3,403199.9313354492,275.3 -> 275.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,275356.34199523926,FA917.0917.0,FA(18:4)
18057,277.2,277.2,165620.63159179688,277.2 -> 277.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,3,(18:3),(18:3),277.2,277.2,FA923.0923.0,277.3,277.3,1054323.3951416016,277.3 -> 277.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,822958.3590087891,FA924.0924.0,FA(18:3)
18094,279.2,279.2,92326.447265625,279.2 -> 279.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,2,(18:2),(18:2),279.2,279.2,FA930.0930.0,279.3,279.3,1040349.2161865234,279.3 -> 279.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,848838.1227722168,FA931.0931.0,FA(18:2)
18131,281.2,281.2,118149.4287109375,281.2 -> 281.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(18:1),(18:1),281.2,281.2,FA937.0937.0,281.3,281.3,1269482.4680786133,281.3 -> 281.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1031252.3924560548,FA937.0937.0,FA(18:1)
18168,283.3,283.3,142626.45068359375,283.3 -> 283.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(18:0),(18:0),283.3,283.3,FA944.0944.0,283.3,283.3,11906935.778808594,283.3 -> 283.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,6363088.594909668,FA944.0944.0,FA(18:0)
18385,297.3,297.3,183205.93432617188,297.3 -> 297.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(19:0),(19:0),297.3,297.3,FA991.0991.0,297.3,297.3,7954.340511322021,297.3 -> 297.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,FA991.0991.0,FA(19:0)
18458,301.2,301.2,98341.04724121094,301.2 -> 301.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,5,(20:5),(20:5),301.2,301.2,FA1003.01003.0,301.3,301.3,7958.200542449951,301.3 -> 301.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,FA1004.01004.0,FA(20:5)
18495,303.2,303.2,74704.64587402344,303.2 -> 303.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,4,(20:4),(20:4),303.2,303.2,FA1010.01010.0,303.3,303.3,7955.160545349121,303.3 -> 303.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,FA1011.01011.0,FA(20:4)
18532,305.2,305.2,136383.86962890625,305.2 -> 305.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,3,(20:3),(20:3),305.2,305.2,FA1017.01017.0,305.3,305.3,7956.24055480957,305.3 -> 305.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,FA1017.01017.0,FA(20:3)
18605,309.3,309.3,98814.62719726562,309.3 -> 309.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(20:1),(20:1),309.3,309.3,FA1031.01031.0,309.3,309.3,7957.380546569824,309.3 -> 309.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,FA1031.01031.0,FA(20:1)
18642,311.3,311.3,258155.2587890625,311.3 -> 311.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(20:0),(20:0),311.3,311.3,FA1037.01037.0,311.3,311.3,7961.160514831543,311.3 -> 311.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,FA1037.01037.0,FA(20:0)
18895,327.2,327.2,117102.00854492188,327.2 -> 327.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,6,(22:6),(22:6),327.2,327.2,FA1090.01090.0,327.3,327.3,3607529.3559265137,327.3 -> 327.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,3110147.055541992,FA1091.01091.0,FA(22:6)
18932,329.2,329.2,90716.666015625,329.2 -> 329.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,5,(22:5),(22:5),329.2,329.2,FA1097.01097.0,329.3,329.3,3252209.494995117,329.3 -> 329.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,2360220.73551178,FA1097.01097.0,FA(22:5)
18969,331.3,331.3,73046.98486328125,331.3 -> 331.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,4,(22:4),(22:4),331.3,331.3,FA1104.01104.0,331.3,331.3,966979.874206543,331.3 -> 331.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,842215.2465362549,FA1104.01104.0,FA(22:4)
19078,337.3,337.3,66904.96472167969,337.3 -> 337.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(22:1),(22:1),337.3,337.3,FA1124.01124.0,337.3,337.3,1382191.5220031738,337.3 -> 337.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1152517.7425003052,FA1124.01124.0,FA(22:1)
19115,339.3,339.3,158888.591796875,339.3 -> 339.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(22:0),(22:0),339.3,339.3,FA1131.01131.0,339.3,339.3,6921673.673706055,339.3 -> 339.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,5764015.133331299,FA1131.01131.0,FA(22:0)
19296,353.2,353.2,69632.14453125,353.2 -> 353.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,7,(24:7),(24:7),353.2,353.2,FA1177.01177.0,353.3,353.3,2389622.010498047,353.3 -> 353.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1884313.6782913208,FA1177.01177.0,FA(24:7)
19332,353.3,353.3,58693.98394775391,353.3 -> 353.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(23:0),(23:0),353.3,353.3,FA1177.01177.0,353.3,353.3,2389622.010498047,353.3 -> 353.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1884313.6782913208,FA1177.01177.0,FA(23:0)
19369,355.3,355.3,49563.42321777344,355.3 -> 355.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,6,(24:6),(24:6),355.3,355.3,FA1184.01184.0,355.3,355.3,3935161.329467773,355.3 -> 355.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,3524471.7628936768,FA1184.01184.0,FA(24:6)
19550,365.3,365.3,45426.24346923828,365.3 -> 365.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(24:1),(24:1),365.3,365.3,FA1217.01217.0,365.3,365.3,2184860.599914551,365.3 -> 365.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1989106.0662460327,FA1217.01217.0,FA(24:1)
19587,367.4,367.4,45829.36328125,367.4 -> 367.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(24:0),(24:0),367.4,367.4,FA1224.01224.0,367.3,367.3,3295477.663192749,367.3 -> 367.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,2816040.1474456787,FA1224.01224.0,FA(24:0)
19912,393.4,393.4,39933.90270996094,393.4 -> 393.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(26:1),(26:1),393.4,393.4,FA1311.01311.0,393.3,393.3,2798202.533325196,393.3 -> 393.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,2644163.1630477905,FA1311.01311.0,FA(26:1)
19949,395.4,395.4,44583.703674316406,395.4 -> 395.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(26:0),(26:0),395.4,395.4,FA1317.01317.0,395.3,395.3,4076158.4682998657,395.3 -> 395.3,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,3849755.7733078,FA1317.01317.0,FA(26:0)
20418,423.4,423.4,28822.442321777344,423.4 -> 423.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(28:0),(28:0),423.4,423.4,FA1411.01411.0,423.4,423.4,4162727.565383911,423.4 -> 423.4,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,3943707.270931244,FA1411.01411.0,FA(28:0)
20996,479.5,479.5,13181.56095123291,479.5 -> 479.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(32:0),(32:0),479.5,479.5,FA1598.01598.0,479.4,479.4,1627699.7334861755,479.4 -> 479.4,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1535868.9674835205,FA1597.01597.0,FA(32:0)
21177,507.5,507.5,13632.401084899902,507.5 -> 507.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(34:0),(34:0),507.5,507.5,FA1691.01691.0,507.5,507.5,1373733.1092185974,507.5 -> 507.5,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1189965.1360473633,FA1691.01691.0,FA(34:0)
21610,300.1,184.1,21602.38175201416,300.1 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(2:0),,300.1,184.1,PC1000.0613.0,300.1,184.1,229172.8354187012,300.1 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,210419.43405151367,PC1000.0613.0,LPC(2:0)
21780,312.1,184.1,17637.001205444336,312.1 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,1,(3:1),,312.1,184.1,PC1040.0613.0,312.1,184.1,132699.2713623047,312.1 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,105773.18960571288,PC1040.0613.0,LPC(3:1)
21950,314.1,184.1,19077.801300048828,314.1 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(3:0),,314.1,184.1,PC1047.0613.0,314.1,184.1,134642.36819458008,314.1 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,117016.44686889648,PC1047.0613.0,LPC(3:0)|PC(O-3:0)
22120,328.2,184.1,62643.72424316406,328.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(4:0),,328.2,184.1,PC1094.0613.0,328.1,184.1,205610.4560546875,328.1 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,110951.91009521484,PC1093.0613.0,LPC(4:0)|PC(O-4:0)|PC(O-5:0)
22290,342.2,184.1,72521.76513671875,342.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(4:0),,342.2,184.1,PC1140.0613.0,342.2,184.1,186421.55560302731,342.2 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,156630.61328125,PC1140.0613.0,PC(4:0)|LPC(5:0)
22460,356.2,184.1,33953.34265136719,356.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(6:0),,356.2,184.1,PC1187.0613.0,356.2,184.1,145689.9501953125,356.2 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,101778.6671447754,PC1187.0613.0,LPC(6:0)
22630,370.2,184.1,59714.54412841797,370.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(6:0),,370.2,184.1,PC1234.0613.0,370.2,184.1,149242.05017089844,370.2 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,44628.86297607422,PC1234.0613.0,PC(6:0)|LPC(7:0)
22800,384.2,184.1,25071.181671142574,384.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(8:0),,384.2,184.1,PC1280.0613.0,384.2,184.1,68446.12509155273,384.2 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,42561.08334350586,PC1280.0613.0,LPC(8:0)
23139,398.2,184.1,44395.063415527344,398.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(8:0),,398.2,184.1,PC1327.0613.0,398.2,184.1,74487.62567138672,398.2 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,39241.3430480957,PC1327.0613.0,PC(8:0)|LPC(9:0)
23309,412.2,184.1,41544.88305664063,412.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(10:0),,412.2,184.1,PC1374.0613.0,412.2,184.1,84429.36669921875,412.2 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,39944.88375854492,PC1374.0613.0,LPC(10:0)|PC(O-10:0)
23479,426.3,184.1,45321.36334228516,426.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(10:0),,426.3,184.1,PC1421.0613.0,426.3,184.1,78483.80651855469,426.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,50333.12448120117,PC1421.0613.0,PC(10:0)|LPC(11:0)
