,Unnamed: 0,Class,Transition,Lipid,LipidInfo,IsInNew
700,1394,TAG,934.9 -> 613.9,[TG(56:1)]_FA20:4,"({'[TG(56:1)]'}, 'FA20:4')",False
701,1395,TAG,934.9 -> 635.9,[TG(56:1)]_FA18:1,"({'[TG(56:1)]'}, 'FA18:1')",False
702,1396,TAG,934.9 -> 637.9,[TG(56:1)]_FA18:2,"({'[TG(56:1)]'}, 'FA18:2')",False
703,1397,TAG,936.9 -> 607.9,[TG(56:0)]_FA20:0,"({'[TG(56:0)]'}, 'FA20:0')",False
704,1398,TAG,936.9 -> 615.9,[TG(56:0)]_FA20:4,"({'[TG(56:0)]'}, 'FA20:4')",False
705,1399,TAG,936.9 -> 637.9,[TG(56:0)]_FA18:1,"({'[TG(56:0)]'}, 'FA18:1')",False
706,1400,TAG,936.9 -> 639.9,[TG(56:0)]_FA18:2,"({'[TG(56:0)]'}, 'FA18:2')",False
707,1401,TAG,944.8 -> 615.8,[TG(58:10)]_FA20:0,"({'[TG(58:10)]'}, 'FA20:0')",False
708,1402,TAG,944.8 -> 623.8,[TG(58:10)]_FA20:4,"({'[TG(58:10)]'}, 'FA20:4')",False
709,1403,TAG,944.8 -> 645.8,[TG(58:10)]_FA18:1,"({'[TG(58:10)]'}, 'FA18:1')",False
710,1404,TAG,944.8 -> 647.8,[TG(58:10)]_FA18:2,"({'[TG(58:10)]'}, 'FA18:2')",False
711,1405,TAG,946.8 -> 617.8,[TG(58:9)]_FA20:0,"({'[TG(58:9)]'}, 'FA20:0')",False
712,1406,TAG,946.8 -> 625.8,[TG(58:9)]_FA20:4,"({'[TG(58:9)]'}, 'FA20:4')",False
713,1407,TAG,946.8 -> 647.8,[TG(58:9)]_FA18:1,"({'[TG(58:9)]'}, 'FA18:1')",False
714,1408,TAG,946.8 -> 649.8,[TG(58:9)]_FA18:2,"({'[TG(58:9)]'}, 'FA18:2')",False
715,1409,TAG,948.8 -> 619.8,[TG(58:8)]_FA20:0,"({'[TG(58:8)]'}, 'FA20:0')",False
716,1410,TAG,948.8 -> 627.8,[TG(58:8)]_FA20:4,"({'[TG(58:8)]'}, 'FA20:4')",False
717,1411,TAG,948.8 -> 649.8,[TG(58:8)]_FA18:1,"({'[TG(58:8)]'}, 'FA18:1')",False
718,1412,TAG,948.8 -> 651.8,[TG(58:8)]_FA18:2,"({'[TG(58:8)]'}, 'FA18:2')",False
719,1413,TAG,950.8 -> 621.8,[TG(58:7)]_FA20:0,"({'[TG(58:7)]'}, 'FA20:0')",False
720,1414,TAG,950.8 -> 629.8,[TG(58:7)]_FA20:4,"({'[TG(58:7)]'}, 'FA20:4')",False
721,1415,TAG,950.8 -> 651.8,[TG(58:7)]_FA18:1,"({'[TG(58:7)]'}, 'FA18:1')",False
722,1416,TAG,950.8 -> 653.8,[TG(58:7)]_FA18:2,"({'[TG(58:7)]'}, 'FA18:2')",False
723,1417,TAG,952.8 -> 623.8,[TG(58:6)]_FA20:0,"({'[TG(58:6)]'}, 'FA20:0')",False
724,1418,TAG,952.8 -> 631.8,[TG(58:6)]_FA20:4,"({'[TG(58:6)]'}, 'FA20:4')",False
725,1419,TAG,952.8 -> 653.8,[TG(58:6)]_FA18:1,"({'[TG(58:6)]'}, 'FA18:1')",False
726,1420,TAG,952.8 -> 655.8,[TG(58:6)]_FA18:2,"({'[TG(58:6)]'}, 'FA18:2')",False
727,1421,TAG,954.8 -> 625.8,[TG(58:5)]_FA20:0,"({'[TG(58:5)]'}, 'FA20:0')",False
728,1422,TAG,954.8 -> 633.8,[TG(58:5)]_FA20:4,"({'[TG(58:5)]'}, 'FA20:4')",False
729,1423,TAG,954.8 -> 655.8,[TG(58:5)]_FA18:1,"({'[TG(58:5)]'}, 'FA18:1')",False
730,1424,TAG,954.8 -> 657.8,[TG(58:5)]_FA18:2,"({'[TG(58:5)]'}, 'FA18:2')",False
731,1425,TAG,956.9 -> 627.9,[TG(58:4)]_FA20:0,"({'[TG(58:4)]'}, 'FA20:0')",False
732,1426,TAG,956.9 -> 635.9,[TG(58:4)]_FA20:4,"({'[TG(58:4)]'}, 'FA20:4')",False
733,1427,TAG,956.9 -> 657.9,[TG(58:4)]_FA18:1,"({'[TG(58:4)]'}, 'FA18:1')",False
734,1428,TAG,956.9 -> 659.9,[TG(58:4)]_FA18:2,"({'[TG(58:4)]'}, 'FA18:2')",False
735,1429,TAG,958.9 -> 629.9,[TG(58:3)]_FA20:0,"({'[TG(58:3)]'}, 'FA20:0')",False
736,1430,TAG,958.9 -> 637.9,[TG(58:3)]_FA20:4,"({'[TG(58:3)]'}, 'FA20:4')",False
737,1431,TAG,958.9 -> 659.9,[TG(58:3)]_FA18:1,"({'[TG(58:3)]'}, 'FA18:1')",False
738,1432,TAG,958.9 -> 661.9,[TG(58:3)]_FA18:2,"({'[TG(58:3)]'}, 'FA18:2')",False
739,1433,TAG,960.9 -> 631.9,[TG(58:2)]_FA20:0,"({'[TG(58:2)]'}, 'FA20:0')",False
740,1434,TAG,960.9 -> 639.9,[TG(58:2)]_FA20:4,"({'[TG(58:2)]'}, 'FA20:4')",False
741,1435,TAG,960.9 -> 661.9,[TG(58:2)]_FA18:1,"({'[TG(58:2)]'}, 'FA18:1')",False
742,1436,TAG,960.9 -> 663.9,[TG(58:2)]_FA18:2,"({'[TG(58:2)]'}, 'FA18:2')",False
743,1437,TAG,962.9 -> 633.9,[TG(58:1)]_FA20:0,"({'[TG(58:1)]'}, 'FA20:0')",False
744,1438,TAG,962.9 -> 641.9,[TG(58:1)]_FA20:4,"({'[TG(58:1)]'}, 'FA20:4')",False
745,1439,TAG,962.9 -> 663.9,[TG(58:1)]_FA18:1,"({'[TG(58:1)]'}, 'FA18:1')",False
746,1440,TAG,962.9 -> 665.9,[TG(58:1)]_FA18:2,"({'[TG(58:1)]'}, 'FA18:2')",False
747,1441,TAG,964.9 -> 635.9,[TG(58:0)]_FA20:0,"({'[TG(58:0)]'}, 'FA20:0')",False
748,1442,TAG,964.9 -> 643.9,[TG(58:0)]_FA20:4,"({'[TG(58:0)]'}, 'FA20:4')",False
749,1443,TAG,964.9 -> 665.9,[TG(58:0)]_FA18:1,"({'[TG(58:0)]'}, 'FA18:1')",False
750,1444,TAG,964.9 -> 667.9,[TG(58:0)]_FA18:2,"({'[TG(58:0)]'}, 'FA18:2')",False
751,1445,TAG,968.9 -> 639.9,[TG(60:12)]_FA20:0,"({'[TG(60:12)]'}, 'FA20:0')",False
752,1446,TAG,968.9 -> 647.9,[TG(60:12)]_FA20:4,"({'[TG(60:12)]'}, 'FA20:4')",False
753,1447,TAG,968.9 -> 669.9,[TG(60:12)]_FA18:1,"({'[TG(60:12)]'}, 'FA18:1')",False
754,1448,TAG,968.9 -> 671.9,[TG(60:12)]_FA18:2,"({'[TG(60:12)]'}, 'FA18:2')",False
755,1449,TAG,970.9 -> 641.9,[TG(60:11)]_FA20:0,"({'[TG(60:11)]'}, 'FA20:0')",False
756,1450,TAG,970.9 -> 649.9,[TG(60:11)]_FA20:4,"({'[TG(60:11)]'}, 'FA20:4')",False
757,1451,TAG,970.9 -> 671.9,[TG(60:11)]_FA18:1,"({'[TG(60:11)]'}, 'FA18:1')",False
758,1452,TAG,970.9 -> 673.9,[TG(60:11)]_FA18:2,"({'[TG(60:11)]'}, 'FA18:2')",False
759,1453,TAG,972.9 -> 643.9,[TG(60:10)]_FA20:0,"({'[TG(60:10)]'}, 'FA20:0')",False
760,1454,TAG,972.9 -> 651.9,[TG(60:10)]_FA20:4,"({'[TG(60:10)]'}, 'FA20:4')",False
761,1455,TAG,972.9 -> 673.9,[TG(60:10)]_FA18:1,"({'[TG(60:10)]'}, 'FA18:1')",False
762,1456,TAG,972.9 -> 675.9,[TG(60:10)]_FA18:2,"({'[TG(60:10)]'}, 'FA18:2')",False
763,1457,TAG,974.9 -> 645.9,[TG(60:9)]_FA20:0,"({'[TG(60:9)]'}, 'FA20:0')",False
764,1458,TAG,974.9 -> 653.9,[TG(60:9)]_FA20:4,"({'[TG(60:9)]'}, 'FA20:4')",False
765,1459,TAG,974.9 -> 675.9,[TG(60:9)]_FA18:1,"({'[TG(60:9)]'}, 'FA18:1')",False
766,1460,TAG,974.9 -> 677.9,[TG(60:9)]_FA18:2,"({'[TG(60:9)]'}, 'FA18:2')",False
767,1461,TAG,976.9 -> 647.9,[TG(60:8)]_FA20:0,"({'[TG(60:8)]'}, 'FA20:0')",False
768,1462,TAG,976.9 -> 655.9,[TG(60:8)]_FA20:4,"({'[TG(60:8)]'}, 'FA20:4')",False
769,1463,TAG,976.9 -> 677.9,[TG(60:8)]_FA18:1,"({'[TG(60:8)]'}, 'FA18:1')",False
770,1464,TAG,976.9 -> 679.9,[TG(60:8)]_FA18:2,"({'[TG(60:8)]'}, 'FA18:2')",False
771,1465,TAG,978.9 -> 649.9,[TG(60:7)]_FA20:0,"({'[TG(60:7)]'}, 'FA20:0')",False
772,1466,TAG,978.9 -> 657.9,[TG(60:7)]_FA20:4,"({'[TG(60:7)]'}, 'FA20:4')",False
773,1467,TAG,978.9 -> 679.9,[TG(60:7)]_FA18:1,"({'[TG(60:7)]'}, 'FA18:1')",False
774,1468,TAG,978.9 -> 681.9,[TG(60:7)]_FA18:2,"({'[TG(60:7)]'}, 'FA18:2')",False
775,1469,TAG,980.9 -> 651.9,[TG(60:6)]_FA20:0,"({'[TG(60:6)]'}, 'FA20:0')",False
776,1470,TAG,980.9 -> 659.9,[TG(60:6)]_FA20:4,"({'[TG(60:6)]'}, 'FA20:4')",False
777,1471,TAG,980.9 -> 681.9,[TG(60:6)]_FA18:1,"({'[TG(60:6)]'}, 'FA18:1')",False
778,1472,TAG,980.9 -> 683.9,[TG(60:6)]_FA18:2,"({'[TG(60:6)]'}, 'FA18:2')",False
779,1473,TAG,982.9 -> 653.9,[TG(60:5)]_FA20:0,"({'[TG(60:5)]'}, 'FA20:0')",False
780,1474,TAG,982.9 -> 661.9,[TG(60:5)]_FA20:4,"({'[TG(60:5)]'}, 'FA20:4')",False
781,1475,TAG,982.9 -> 683.9,[TG(60:5)]_FA18:1,"({'[TG(60:5)]'}, 'FA18:1')",False
782,1476,TAG,982.9 -> 685.9,[TG(60:5)]_FA18:2,"({'[TG(60:5)]'}, 'FA18:2')",False
783,1477,TAG,984.9 -> 655.9,[TG(60:4)]_FA20:0,"({'[TG(60:4)]'}, 'FA20:0')",False
784,1478,TAG,984.9 -> 663.9,[TG(60:4)]_FA20:4,"({'[TG(60:4)]'}, 'FA20:4')",False
785,1479,TAG,984.9 -> 685.9,[TG(60:4)]_FA18:1,"({'[TG(60:4)]'}, 'FA18:1')",False
786,1480,TAG,984.9 -> 687.9,[TG(60:4)]_FA18:2,"({'[TG(60:4)]'}, 'FA18:2')",False
787,1481,TAG,986.9 -> 657.9,[TG(60:3)]_FA20:0,"({'[TG(60:3)]'}, 'FA20:0')",False
788,1482,TAG,986.9 -> 665.9,[TG(60:3)]_FA20:4,"({'[TG(60:3)]'}, 'FA20:4')",False
789,1483,TAG,986.9 -> 687.9,[TG(60:3)]_FA18:1,"({'[TG(60:3)]'}, 'FA18:1')",False
790,1484,TAG,986.9 -> 689.9,[TG(60:3)]_FA18:2,"({'[TG(60:3)]'}, 'FA18:2')",False
791,1485,TAG,988.9 -> 659.9,[TG(60:2)]_FA20:0,"({'[TG(60:2)]'}, 'FA20:0')",False
792,1486,TAG,988.9 -> 667.9,[TG(60:2)]_FA20:4,"({'[TG(60:2)]'}, 'FA20:4')",False
793,1487,TAG,988.9 -> 689.9,[TG(60:2)]_FA18:1,"({'[TG(60:2)]'}, 'FA18:1')",False
794,1488,TAG,988.9 -> 691.9,[TG(60:2)]_FA18:2,"({'[TG(60:2)]'}, 'FA18:2')",False
795,1489,TAG,990.9 -> 661.9,[TG(60:1)]_FA20:0,"({'[TG(60:1)]'}, 'FA20:0')",False
796,1490,TAG,990.9 -> 669.9,[TG(60:1)]_FA20:4,"({'[TG(60:1)]'}, 'FA20:4')",False
797,1491,TAG,990.9 -> 691.9,[TG(60:1)]_FA18:1,"({'[TG(60:1)]'}, 'FA18:1')",False
798,1492,TAG,990.9 -> 693.9,[TG(60:1)]_FA18:2,"({'[TG(60:1)]'}, 'FA18:2')",False
799,1493,TAG,992.9 -> 663.9,[TG(60:0)]_FA20:0,"({'[TG(60:0)]'}, 'FA20:0')",False
800,1494,TAG,992.9 -> 671.9,[TG(60:0)]_FA20:4,"({'[TG(60:0)]'}, 'FA20:4')",False
801,1495,TAG,992.9 -> 693.9,[TG(60:0)]_FA18:1,"({'[TG(60:0)]'}, 'FA18:1')",False
802,1496,TAG,992.9 -> 695.9,[TG(60:0)]_FA18:2,"({'[TG(60:0)]'}, 'FA18:2')",False
