Class,Lipid,OzESI_Intensity,Precursor_Ion,Product_Ion,Retention_Time,Sample_ID,Transition,n-7,n-9,n-12,db_pos,Ratio
TG,TG(50:2)]_FA16:1,22626.0,848.8,577.5,11.27,Bsub-A-T2-8GEN-r001,848.8 -> 577.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA18:1,18466.0,848.8,549.5,11.26,Bsub-A-T2-8GEN-r001,848.8 -> 549.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA18:2,9824.0,848.8,551.5,11.27,Bsub-A-T2-8GEN-r001,848.8 -> 551.5,766.8,738.8,696.8,,
TG,TG(51:0)]_FA16:0,1401.0,866.7,593.4,11.71,Bsub-A-T2-8GEN-r001,866.7 -> 593.4,784.7,756.7,714.7,,
TG,TG(51:1)]_FA16:0,754.0,864.8,591.5,12.02,Bsub-A-T2-8GEN-r001,864.8 -> 591.5,782.8,754.8,712.8,,
TG,TG(51:1)]_FA18:1,566.0,864.8,565.5,11.6,Bsub-A-T2-8GEN-r001,864.8 -> 565.5,782.8,754.8,712.8,,
TG,TG(51:2)]_FA16:0,4336.0,862.8,589.5,11.37,Bsub-A-T2-8GEN-r001,862.8 -> 589.5,780.8,752.8,710.8,,
TG,TG(51:2)]_FA18:1,8498.0,862.8,563.5,11.37,Bsub-A-T2-8GEN-r001,862.8 -> 563.5,780.8,752.8,710.8,,
TG,TG(52:1)]_FA18:0,8926.0,878.8,577.5,11.63,Bsub-A-T2-8GEN-r001,878.8 -> 577.5,796.8,768.8,726.8,,
TG,TG(52:1)]_FA18:1,7136.0,878.8,579.5,11.64,Bsub-A-T2-8GEN-r001,878.8 -> 579.5,796.8,768.8,726.8,,
TG,TG(52:2)]_FA16:0,20196.0,876.8,603.5,11.44,Bsub-A-T2-8GEN-r001,876.8 -> 603.5,794.8,766.8,724.8,,
TG,TG(52:2)]_FA18:2,6724.0,876.8,579.5,11.45,Bsub-A-T2-8GEN-r001,876.8 -> 579.5,794.8,766.8,724.8,,
TG,TG(52:3)]_FA16:1,6156.0,874.8,603.5,11.29,Bsub-A-T2-8GEN-r001,874.8 -> 603.5,792.8,764.8,722.8,,
TG,TG(52:3)]_FA18:2,19388.0,874.8,577.5,11.28,Bsub-A-T2-8GEN-r001,874.8 -> 577.5,792.8,764.8,722.8,,
TG,TG(53:2)]_FA18:1,2297.0,890.8,591.5,11.54,Bsub-A-T2-8GEN-r001,890.8 -> 591.5,808.8,780.8,738.8,,
TG,TG(53:3)]_FA18:1,2083.0,888.8,589.5,11.4,Bsub-A-T2-8GEN-r001,888.8 -> 589.5,806.8,778.8,736.8,,
TG,TG(53:4)]_FA18:2,2401.0,886.8,589.5,11.22,Bsub-A-T2-8GEN-r001,886.8 -> 589.5,804.8,776.8,734.8,,
TG,TG(54:0)]_FA18:0,5355.0,908.8,607.5,12.04,Bsub-A-T2-8GEN-r001,908.8 -> 607.5,826.8,798.8,756.8,,
TG,TG(54:1)]_FA18:1,2660.0,906.8,607.5,11.87,Bsub-A-T2-8GEN-r001,906.8 -> 607.5,824.8,796.8,754.8,,
TG,TG(54:2)]_FA18:0,7703.0,904.8,603.5,11.66,Bsub-A-T2-8GEN-r001,904.8 -> 603.5,822.8,794.8,752.8,,
,TG(54:3)]_FA18:1,3403.0,820.8,577.5,11.08,Bsub-A-T2-8GEN-r001,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:1,22166.0,902.8,603.5,11.46,Bsub-A-T2-8GEN-r001,902.8 -> 603.5,820.8,792.8,750.8,,
,TG(54:3)]_FA18:2,3403.0,820.8,577.5,11.08,Bsub-A-T2-8GEN-r001,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:2,7443.0,902.8,605.5,11.47,Bsub-A-T2-8GEN-r001,902.8 -> 605.5,820.8,792.8,750.8,,
TG,TG(54:4)]_FA18:2,20629.0,900.8,603.5,11.3,Bsub-A-T2-8GEN-r001,900.8 -> 603.5,818.8,790.8,748.8,,
,TG(54:4)]_FA18:2,33116.0,818.8,818.8,10.95,Bsub-A-T2-8GEN-r001,818.8 -> 818.8,736.8,708.8,666.8,n-7,
,TG(57:2)]_FA22:6,4681.0,836.8,551.5,11.32,Bsub-A-T2-8GEN-r001,836.8 -> 551.5,754.8,726.8,684.8,n-9,1.11
,TG(57:2)]_FA22:6,4209.0,864.8,577.5,11.51,Bsub-A-T2-8GEN-r001,864.8 -> 577.5,782.8,754.8,712.8,n-7,
,TG(57:3)]_FA22:6,3399.0,862.8,575.5,11.34,Bsub-A-T2-8GEN-r001,862.8 -> 575.5,780.8,752.8,710.8,n-7,
TG,[TG(48:2)]_FA14:0,7719.0,820.8,575.5,11.08,Bsub-A-T2-8GEN-r001,820.8 -> 575.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA16:1,48731.0,820.8,549.5,11.09,Bsub-A-T2-8GEN-r001,820.8 -> 549.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA18:2,5007.0,820.8,523.5,11.1,Bsub-A-T2-8GEN-r001,820.8 -> 523.5,738.8,710.8,668.8,,
TG,[TG(48:3)]_FA14:0,1161.0,818.8,573.5,10.95,Bsub-A-T2-8GEN-r001,818.8 -> 573.5,736.8,708.8,666.8,,
TG,[TG(48:3)]_FA16:1,19684.0,818.8,547.5,10.95,Bsub-A-T2-8GEN-r001,818.8 -> 547.5,736.8,708.8,666.8,,
TG,[TG(50:3)]_FA14:0,2166.0,846.8,601.5,11.09,Bsub-A-T2-8GEN-r001,846.8 -> 601.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA16:1,17776.0,846.8,575.5,11.11,Bsub-A-T2-8GEN-r001,846.8 -> 575.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA18:2,8312.0,846.8,549.5,11.15,Bsub-A-T2-8GEN-r001,846.8 -> 549.5,764.8,736.8,694.8,,
TG,[TG(50:4)]_FA14:0,1542.0,844.8,599.5,10.93,Bsub-A-T2-8GEN-r001,844.8 -> 599.5,762.8,734.8,692.8,,
TG,[TG(50:4)]_FA18:3,500.0,844.8,549.5,10.99,Bsub-A-T2-8GEN-r001,844.8 -> 549.5,762.8,734.8,692.8,,
TG,[TG(52:4)]_FA16:1,3004.0,872.8,601.5,11.13,Bsub-A-T2-8GEN-r001,872.8 -> 601.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:2,36488.0,872.8,575.5,11.11,Bsub-A-T2-8GEN-r001,872.8 -> 575.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:3,1179.0,872.8,577.5,11.12,Bsub-A-T2-8GEN-r001,872.8 -> 577.5,790.8,762.8,720.8,,
TG,[TG(52:5)]_FA18:3,782.0,870.8,575.5,10.99,Bsub-A-T2-8GEN-r001,870.8 -> 575.5,788.8,760.8,718.8,,
TG,[TG(54:5)]_FA18:3,1179.0,898.8,603.5,11.14,Bsub-A-T2-8GEN-r001,898.8 -> 603.5,816.8,788.8,746.8,,
TG,[TG(54:6)]_FA18:3,1585.0,896.8,601.5,10.98,Bsub-A-T2-8GEN-r001,896.8 -> 601.5,814.8,786.8,744.8,,
DG,DG(32:0)_C16:0,13693.0,586.5,313.2,10.03,Bsub-A-T2-8GEN-r002,586.5 -> 313.2,504.5,476.5,434.5,,
DG,DG(34:1)_C18:1,8025.0,612.6,313.3,10.08,Bsub-A-T2-8GEN-r002,612.6 -> 313.3,530.6,502.6,460.6,,
DG,DG(34:2)_C18:2,1308.0,610.5,313.2,10.01,Bsub-A-T2-8GEN-r002,610.5 -> 313.2,528.5,500.5,458.5,,
DG,DG(36:1)_C18:1,2034.0,640.6,341.3,10.26,Bsub-A-T2-8GEN-r002,640.6 -> 341.3,558.6,530.6,488.6,,
DG,DG(36:2)_C18:1,9443.0,638.6,339.3,10.11,Bsub-A-T2-8GEN-r002,638.6 -> 339.3,556.6,528.6,486.6,,
DG,DG(36:2)_C18:2,1621.0,638.6,341.3,10.13,Bsub-A-T2-8GEN-r002,638.6 -> 341.3,556.6,528.6,486.6,,
DG,DG(36:3)_C18:2,1766.0,636.6,339.3,10.02,Bsub-A-T2-8GEN-r002,636.6 -> 339.3,554.6,526.6,484.6,,
TG,TG(48:0)]_FA16:0,44697.0,824.8,551.5,11.4,Bsub-A-T2-8GEN-r002,824.8 -> 551.5,742.8,714.8,672.8,,
TG,TG(48:0)]_FA18:0,4306.0,824.8,523.5,11.4,Bsub-A-T2-8GEN-r002,824.8 -> 523.5,742.8,714.8,672.8,,
TG,TG(48:1)]_FA16:1,30575.0,822.8,551.5,11.24,Bsub-A-T2-8GEN-r002,822.8 -> 551.5,740.8,712.8,670.8,,
TG,TG(48:1)]_FA18:1,12879.0,822.8,523.5,11.22,Bsub-A-T2-8GEN-r002,822.8 -> 523.5,740.8,712.8,670.8,,
TG,TG(49:1)]_FA16:0,7622.0,836.8,563.5,11.37,Bsub-A-T2-8GEN-r002,836.8 -> 563.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA16:1,10742.0,836.8,565.5,11.32,Bsub-A-T2-8GEN-r002,836.8 -> 565.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA18:1,3264.0,836.8,537.5,11.37,Bsub-A-T2-8GEN-r002,836.8 -> 537.5,754.8,726.8,684.8,,
TG,TG(49:2)]_FA16:1,20378.0,834.8,563.5,11.19,Bsub-A-T2-8GEN-r002,834.8 -> 563.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:1,11335.0,834.8,535.5,11.17,Bsub-A-T2-8GEN-r002,834.8 -> 535.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:2,5760.0,834.8,537.5,11.2,Bsub-A-T2-8GEN-r002,834.8 -> 537.5,752.8,724.8,682.8,,
TG,TG(50:0)]_FA18:0,7251.0,852.8,551.5,11.61,Bsub-A-T2-8GEN-r002,852.8 -> 551.5,770.8,742.8,700.8,,
TG,TG(50:1)]_FA14:0,1860.0,850.8,605.5,11.42,Bsub-A-T2-8GEN-r002,850.8 -> 605.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA16:0,36412.0,850.8,577.5,11.42,Bsub-A-T2-8GEN-r002,850.8 -> 577.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA18:1,18738.0,850.8,551.5,11.42,Bsub-A-T2-8GEN-r002,850.8 -> 551.5,768.8,740.8,698.8,,
TG,TG(50:2)]_FA14:0,3042.0,848.8,603.5,11.26,Bsub-A-T2-8GEN-r002,848.8 -> 603.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA16:1,22565.0,848.8,577.5,11.27,Bsub-A-T2-8GEN-r002,848.8 -> 577.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA18:1,19308.0,848.8,549.5,11.26,Bsub-A-T2-8GEN-r002,848.8 -> 549.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA18:2,9793.0,848.8,551.5,11.27,Bsub-A-T2-8GEN-r002,848.8 -> 551.5,766.8,738.8,696.8,,
TG,TG(51:0)]_FA16:0,1402.0,866.7,593.4,11.71,Bsub-A-T2-8GEN-r002,866.7 -> 593.4,784.7,756.7,714.7,,
TG,TG(51:1)]_FA16:0,764.0,864.8,591.5,12.02,Bsub-A-T2-8GEN-r002,864.8 -> 591.5,782.8,754.8,712.8,,
TG,TG(51:1)]_FA18:1,536.0,864.8,565.5,11.6,Bsub-A-T2-8GEN-r002,864.8 -> 565.5,782.8,754.8,712.8,,
TG,TG(51:2)]_FA16:0,4985.0,862.8,589.5,11.37,Bsub-A-T2-8GEN-r002,862.8 -> 589.5,780.8,752.8,710.8,,
TG,TG(51:2)]_FA18:1,8832.0,862.8,563.5,11.37,Bsub-A-T2-8GEN-r002,862.8 -> 563.5,780.8,752.8,710.8,,
TG,TG(52:1)]_FA18:0,8554.0,878.8,577.5,11.63,Bsub-A-T2-8GEN-r002,878.8 -> 577.5,796.8,768.8,726.8,,
TG,TG(52:1)]_FA18:1,7047.0,878.8,579.5,11.63,Bsub-A-T2-8GEN-r002,878.8 -> 579.5,796.8,768.8,726.8,,
TG,TG(52:2)]_FA16:0,19794.0,876.8,603.5,11.44,Bsub-A-T2-8GEN-r002,876.8 -> 603.5,794.8,766.8,724.8,,
TG,TG(52:2)]_FA18:2,6412.0,876.8,579.5,11.45,Bsub-A-T2-8GEN-r002,876.8 -> 579.5,794.8,766.8,724.8,,
TG,TG(52:3)]_FA16:1,5894.0,874.8,603.5,11.29,Bsub-A-T2-8GEN-r002,874.8 -> 603.5,792.8,764.8,722.8,,
TG,TG(52:3)]_FA18:2,18974.0,874.8,577.5,11.28,Bsub-A-T2-8GEN-r002,874.8 -> 577.5,792.8,764.8,722.8,,
TG,TG(53:2)]_FA18:1,2285.0,890.8,591.5,11.54,Bsub-A-T2-8GEN-r002,890.8 -> 591.5,808.8,780.8,738.8,,
TG,TG(53:3)]_FA18:1,2077.0,888.8,589.5,11.4,Bsub-A-T2-8GEN-r002,888.8 -> 589.5,806.8,778.8,736.8,,
TG,TG(53:4)]_FA18:2,2375.0,886.8,589.5,11.22,Bsub-A-T2-8GEN-r002,886.8 -> 589.5,804.8,776.8,734.8,,
TG,TG(54:0)]_FA18:0,5395.0,908.8,607.5,12.03,Bsub-A-T2-8GEN-r002,908.8 -> 607.5,826.8,798.8,756.8,,
TG,TG(54:1)]_FA18:1,2538.0,906.8,607.5,11.86,Bsub-A-T2-8GEN-r002,906.8 -> 607.5,824.8,796.8,754.8,,
TG,TG(54:2)]_FA18:0,8066.0,904.8,603.5,11.66,Bsub-A-T2-8GEN-r002,904.8 -> 603.5,822.8,794.8,752.8,,
,TG(54:3)]_FA18:1,3553.0,820.8,577.5,11.08,Bsub-A-T2-8GEN-r002,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:1,21101.0,902.8,603.5,11.45,Bsub-A-T2-8GEN-r002,902.8 -> 603.5,820.8,792.8,750.8,,
,TG(54:3)]_FA18:2,3553.0,820.8,577.5,11.08,Bsub-A-T2-8GEN-r002,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:2,7365.0,902.8,605.5,11.47,Bsub-A-T2-8GEN-r002,902.8 -> 605.5,820.8,792.8,750.8,,
TG,TG(54:4)]_FA18:2,21493.0,900.8,603.5,11.3,Bsub-A-T2-8GEN-r002,900.8 -> 603.5,818.8,790.8,748.8,,
,TG(54:4)]_FA18:2,32853.0,818.8,818.8,10.95,Bsub-A-T2-8GEN-r002,818.8 -> 818.8,736.8,708.8,666.8,n-7,
,TG(57:2)]_FA22:6,4714.0,836.8,551.5,11.32,Bsub-A-T2-8GEN-r002,836.8 -> 551.5,754.8,726.8,684.8,n-9,1.12
,TG(57:2)]_FA22:6,4192.0,864.8,577.5,11.51,Bsub-A-T2-8GEN-r002,864.8 -> 577.5,782.8,754.8,712.8,n-7,
,TG(57:3)]_FA22:6,3502.0,862.8,575.5,11.34,Bsub-A-T2-8GEN-r002,862.8 -> 575.5,780.8,752.8,710.8,n-7,
TG,[TG(48:2)]_FA14:0,7696.0,820.8,575.5,11.08,Bsub-A-T2-8GEN-r002,820.8 -> 575.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA16:1,49414.0,820.8,549.5,11.09,Bsub-A-T2-8GEN-r002,820.8 -> 549.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA18:2,5081.0,820.8,523.5,11.1,Bsub-A-T2-8GEN-r002,820.8 -> 523.5,738.8,710.8,668.8,,
TG,[TG(48:3)]_FA14:0,1146.0,818.8,573.5,10.95,Bsub-A-T2-8GEN-r002,818.8 -> 573.5,736.8,708.8,666.8,,
TG,[TG(48:3)]_FA16:1,19988.0,818.8,547.5,10.95,Bsub-A-T2-8GEN-r002,818.8 -> 547.5,736.8,708.8,666.8,,
TG,[TG(50:3)]_FA14:0,2057.0,846.8,601.5,11.09,Bsub-A-T2-8GEN-r002,846.8 -> 601.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA16:1,17849.0,846.8,575.5,11.11,Bsub-A-T2-8GEN-r002,846.8 -> 575.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA18:2,8184.0,846.8,549.5,11.14,Bsub-A-T2-8GEN-r002,846.8 -> 549.5,764.8,736.8,694.8,,
TG,[TG(50:4)]_FA14:0,1621.0,844.8,599.5,10.93,Bsub-A-T2-8GEN-r002,844.8 -> 599.5,762.8,734.8,692.8,,
TG,[TG(50:4)]_FA18:3,490.0,844.8,549.5,10.98,Bsub-A-T2-8GEN-r002,844.8 -> 549.5,762.8,734.8,692.8,,
TG,[TG(52:4)]_FA16:1,3015.0,872.8,601.5,11.13,Bsub-A-T2-8GEN-r002,872.8 -> 601.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:2,36301.0,872.8,575.5,11.11,Bsub-A-T2-8GEN-r002,872.8 -> 575.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:3,1257.0,872.8,577.5,11.12,Bsub-A-T2-8GEN-r002,872.8 -> 577.5,790.8,762.8,720.8,,
TG,[TG(52:5)]_FA18:3,676.0,870.8,575.5,10.99,Bsub-A-T2-8GEN-r002,870.8 -> 575.5,788.8,760.8,718.8,,
TG,[TG(54:5)]_FA18:3,1187.0,898.8,603.5,11.14,Bsub-A-T2-8GEN-r002,898.8 -> 603.5,816.8,788.8,746.8,,
TG,[TG(54:6)]_FA18:3,1563.0,896.8,601.5,10.98,Bsub-A-T2-8GEN-r002,896.8 -> 601.5,814.8,786.8,744.8,,
DG,DG(32:0)_C16:0,14044.0,586.5,313.2,10.03,Bsub-A-T2-8GEN-r003,586.5 -> 313.2,504.5,476.5,434.5,,
DG,DG(34:1)_C18:1,8084.0,612.6,313.3,10.07,Bsub-A-T2-8GEN-r003,612.6 -> 313.3,530.6,502.6,460.6,,
DG,DG(34:2)_C18:2,1289.0,610.5,313.2,10.11,Bsub-A-T2-8GEN-r003,610.5 -> 313.2,528.5,500.5,458.5,,
DG,DG(36:1)_C18:1,2026.0,640.6,341.3,10.26,Bsub-A-T2-8GEN-r003,640.6 -> 341.3,558.6,530.6,488.6,,
DG,DG(36:2)_C18:1,9610.0,638.6,339.3,10.1,Bsub-A-T2-8GEN-r003,638.6 -> 339.3,556.6,528.6,486.6,,
DG,DG(36:2)_C18:2,1653.0,638.6,341.3,10.13,Bsub-A-T2-8GEN-r003,638.6 -> 341.3,556.6,528.6,486.6,,
DG,DG(36:3)_C18:2,1783.0,636.6,339.3,10.02,Bsub-A-T2-8GEN-r003,636.6 -> 339.3,554.6,526.6,484.6,,
TG,TG(48:0)]_FA16:0,43463.0,824.8,551.5,11.4,Bsub-A-T2-8GEN-r003,824.8 -> 551.5,742.8,714.8,672.8,,
TG,TG(48:0)]_FA18:0,4223.0,824.8,523.5,11.4,Bsub-A-T2-8GEN-r003,824.8 -> 523.5,742.8,714.8,672.8,,
TG,TG(48:1)]_FA16:1,29743.0,822.8,551.5,11.24,Bsub-A-T2-8GEN-r003,822.8 -> 551.5,740.8,712.8,670.8,,
TG,TG(48:1)]_FA18:1,12674.0,822.8,523.5,11.22,Bsub-A-T2-8GEN-r003,822.8 -> 523.5,740.8,712.8,670.8,,
TG,TG(49:1)]_FA16:0,6679.0,836.8,563.5,11.37,Bsub-A-T2-8GEN-r003,836.8 -> 563.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA16:1,10645.0,836.8,565.5,11.32,Bsub-A-T2-8GEN-r003,836.8 -> 565.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA18:1,3059.0,836.8,537.5,11.37,Bsub-A-T2-8GEN-r003,836.8 -> 537.5,754.8,726.8,684.8,,
TG,TG(49:2)]_FA16:1,24953.0,834.8,563.5,11.18,Bsub-A-T2-8GEN-r003,834.8 -> 563.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:1,11339.0,834.8,535.5,11.17,Bsub-A-T2-8GEN-r003,834.8 -> 535.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:2,5482.0,834.8,537.5,11.2,Bsub-A-T2-8GEN-r003,834.8 -> 537.5,752.8,724.8,682.8,,
TG,TG(50:0)]_FA18:0,7362.0,852.8,551.5,11.62,Bsub-A-T2-8GEN-r003,852.8 -> 551.5,770.8,742.8,700.8,,
TG,TG(50:1)]_FA14:0,1750.0,850.8,605.5,11.42,Bsub-A-T2-8GEN-r003,850.8 -> 605.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA16:0,36500.0,850.8,577.5,11.42,Bsub-A-T2-8GEN-r003,850.8 -> 577.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA18:1,18839.0,850.8,551.5,11.42,Bsub-A-T2-8GEN-r003,850.8 -> 551.5,768.8,740.8,698.8,,
TG,TG(50:2)]_FA14:0,3102.0,848.8,603.5,11.24,Bsub-A-T2-8GEN-r003,848.8 -> 603.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA16:1,22744.0,848.8,577.5,11.27,Bsub-A-T2-8GEN-r003,848.8 -> 577.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA18:1,19229.0,848.8,549.5,11.26,Bsub-A-T2-8GEN-r003,848.8 -> 549.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA18:2,9489.0,848.8,551.5,11.27,Bsub-A-T2-8GEN-r003,848.8 -> 551.5,766.8,738.8,696.8,,
TG,TG(51:0)]_FA16:0,1408.0,866.7,593.4,11.71,Bsub-A-T2-8GEN-r003,866.7 -> 593.4,784.7,756.7,714.7,,
TG,TG(51:1)]_FA16:0,758.0,864.8,591.5,12.02,Bsub-A-T2-8GEN-r003,864.8 -> 591.5,782.8,754.8,712.8,,
TG,TG(51:1)]_FA18:1,589.0,864.8,565.5,11.6,Bsub-A-T2-8GEN-r003,864.8 -> 565.5,782.8,754.8,712.8,,
TG,TG(51:2)]_FA16:0,4620.0,862.8,589.5,11.37,Bsub-A-T2-8GEN-r003,862.8 -> 589.5,780.8,752.8,710.8,,
TG,TG(51:2)]_FA18:1,8606.0,862.8,563.5,11.37,Bsub-A-T2-8GEN-r003,862.8 -> 563.5,780.8,752.8,710.8,,
TG,TG(52:1)]_FA18:0,9181.0,878.8,577.5,11.63,Bsub-A-T2-8GEN-r003,878.8 -> 577.5,796.8,768.8,726.8,,
TG,TG(52:1)]_FA18:1,7186.0,878.8,579.5,11.63,Bsub-A-T2-8GEN-r003,878.8 -> 579.5,796.8,768.8,726.8,,
TG,TG(52:2)]_FA16:0,19741.0,876.8,603.5,11.44,Bsub-A-T2-8GEN-r003,876.8 -> 603.5,794.8,766.8,724.8,,
TG,TG(52:2)]_FA18:2,6386.0,876.8,579.5,11.45,Bsub-A-T2-8GEN-r003,876.8 -> 579.5,794.8,766.8,724.8,,
TG,TG(52:3)]_FA16:1,5724.0,874.8,603.5,11.29,Bsub-A-T2-8GEN-r003,874.8 -> 603.5,792.8,764.8,722.8,,
TG,TG(52:3)]_FA18:2,19350.0,874.8,577.5,11.28,Bsub-A-T2-8GEN-r003,874.8 -> 577.5,792.8,764.8,722.8,,
TG,TG(53:2)]_FA18:1,2272.0,890.8,591.5,11.54,Bsub-A-T2-8GEN-r003,890.8 -> 591.5,808.8,780.8,738.8,,
TG,TG(53:3)]_FA18:1,2075.0,888.8,589.5,11.4,Bsub-A-T2-8GEN-r003,888.8 -> 589.5,806.8,778.8,736.8,,
TG,TG(53:4)]_FA18:2,2327.0,886.8,589.5,11.22,Bsub-A-T2-8GEN-r003,886.8 -> 589.5,804.8,776.8,734.8,,
TG,TG(54:0)]_FA18:0,5661.0,908.8,607.5,12.03,Bsub-A-T2-8GEN-r003,908.8 -> 607.5,826.8,798.8,756.8,,
TG,TG(54:1)]_FA18:1,2697.0,906.8,607.5,11.86,Bsub-A-T2-8GEN-r003,906.8 -> 607.5,824.8,796.8,754.8,,
TG,TG(54:2)]_FA18:0,7797.0,904.8,603.5,11.66,Bsub-A-T2-8GEN-r003,904.8 -> 603.5,822.8,794.8,752.8,,
,TG(54:3)]_FA18:1,3444.0,820.8,577.5,11.08,Bsub-A-T2-8GEN-r003,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:1,20826.0,902.8,603.5,11.46,Bsub-A-T2-8GEN-r003,902.8 -> 603.5,820.8,792.8,750.8,,
,TG(54:3)]_FA18:2,3444.0,820.8,577.5,11.08,Bsub-A-T2-8GEN-r003,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:2,7287.0,902.8,605.5,11.47,Bsub-A-T2-8GEN-r003,902.8 -> 605.5,820.8,792.8,750.8,,
TG,TG(54:4)]_FA18:2,20683.0,900.8,603.5,11.3,Bsub-A-T2-8GEN-r003,900.8 -> 603.5,818.8,790.8,748.8,,
,TG(54:4)]_FA18:2,32468.0,818.8,818.8,10.95,Bsub-A-T2-8GEN-r003,818.8 -> 818.8,736.8,708.8,666.8,n-7,
,TG(57:2)]_FA22:6,4724.0,836.8,551.5,11.32,Bsub-A-T2-8GEN-r003,836.8 -> 551.5,754.8,726.8,684.8,n-9,1.11
,TG(57:2)]_FA22:6,4253.0,864.8,577.5,11.51,Bsub-A-T2-8GEN-r003,864.8 -> 577.5,782.8,754.8,712.8,n-7,
,TG(57:3)]_FA22:6,3400.0,862.8,575.5,11.34,Bsub-A-T2-8GEN-r003,862.8 -> 575.5,780.8,752.8,710.8,n-7,
TG,[TG(48:2)]_FA14:0,7699.0,820.8,575.5,11.07,Bsub-A-T2-8GEN-r003,820.8 -> 575.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA16:1,47319.0,820.8,549.5,11.09,Bsub-A-T2-8GEN-r003,820.8 -> 549.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA18:2,5044.0,820.8,523.5,11.1,Bsub-A-T2-8GEN-r003,820.8 -> 523.5,738.8,710.8,668.8,,
TG,[TG(48:3)]_FA14:0,1271.0,818.8,573.5,10.95,Bsub-A-T2-8GEN-r003,818.8 -> 573.5,736.8,708.8,666.8,,
TG,[TG(48:3)]_FA16:1,20001.0,818.8,547.5,10.95,Bsub-A-T2-8GEN-r003,818.8 -> 547.5,736.8,708.8,666.8,,
TG,[TG(50:3)]_FA14:0,2149.0,846.8,601.5,11.09,Bsub-A-T2-8GEN-r003,846.8 -> 601.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA16:1,18544.0,846.8,575.5,11.11,Bsub-A-T2-8GEN-r003,846.8 -> 575.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA18:2,8192.0,846.8,549.5,11.14,Bsub-A-T2-8GEN-r003,846.8 -> 549.5,764.8,736.8,694.8,,
TG,[TG(50:4)]_FA14:0,1587.0,844.8,599.5,10.93,Bsub-A-T2-8GEN-r003,844.8 -> 599.5,762.8,734.8,692.8,,
TG,[TG(50:4)]_FA18:3,486.0,844.8,549.5,10.98,Bsub-A-T2-8GEN-r003,844.8 -> 549.5,762.8,734.8,692.8,,
TG,[TG(52:4)]_FA16:1,3153.0,872.8,601.5,11.12,Bsub-A-T2-8GEN-r003,872.8 -> 601.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:2,36410.0,872.8,575.5,11.11,Bsub-A-T2-8GEN-r003,872.8 -> 575.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:3,1231.0,872.8,577.5,11.12,Bsub-A-T2-8GEN-r003,872.8 -> 577.5,790.8,762.8,720.8,,
TG,[TG(52:5)]_FA18:3,712.0,870.8,575.5,10.98,Bsub-A-T2-8GEN-r003,870.8 -> 575.5,788.8,760.8,718.8,,
TG,[TG(54:5)]_FA18:3,1157.0,898.8,603.5,11.14,Bsub-A-T2-8GEN-r003,898.8 -> 603.5,816.8,788.8,746.8,,
