,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
2533,[TG(66:4)]_FA18:1,1069.0,769.7,14202.721061706545,1069.0 -> 769.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(66:4),18:1
2534,[TG(66:3)]_FA18:1,1071.0,771.7,32148.582347869877,1071.0 -> 771.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(66:3),18:1
2535,[TG(66:2)]_FA18:1,1073.0,773.7,21498.20147705078,1073.0 -> 773.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,2,(66:2),18:1
2536,[TG(66:1)]_FA18:1,1075.0,775.7,17164.96128845215,1075.0 -> 775.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,1,(66:1),18:1
2537,[TG(40:2)]_FA18:2,708.6,411.3,101763.20703125,708.6 -> 411.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,2,(40:2),18:2
2538,[TG(41:2)]_FA18:2,722.6,425.3,61773.204162597656,722.6 -> 425.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,2,(41:2),18:2
2539,[TG(42:4)]_FA18:2,732.6,435.3,35190.76235961914,732.6 -> 435.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(42:4),18:2
2540,[TG(42:3)]_FA18:2,734.6,437.3,58494.303955078125,734.6 -> 437.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(42:3),18:2
2541,[TG(42:2)]_FA18:2,736.6,439.3,92525.24682617188,736.6 -> 439.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,2,(42:2),18:2
2542,[TG(43:4)]_FA18:2,746.6,449.3,25692.42185974121,746.6 -> 449.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(43:4),18:2
2543,[TG(43:3)]_FA18:2,748.6,451.3,39748.602966308594,748.6 -> 451.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(43:3),18:2
2544,[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,750.7,453.4,46888.12365722656,750.7 -> 453.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG | DG,TG | DG,2 | 2,(43:2) | (44:2),18:2  | 18:2
2545,[TG(44:5)]_FA18:2,758.6,461.3,32948.562255859375,758.6 -> 461.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(44:5),18:2
2546,[TG(44:4)]_FA18:2,760.6,463.3,28619.62210083008,760.6 -> 463.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(44:4),18:2
2547,[TG(44:3)]_FA18:2,762.7,465.4,51067.963439941406,762.7 -> 465.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(44:3),18:2
2548,[TG(44:2)]_FA18:2,764.7,467.4,92367.046875,764.7 -> 467.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,2,(44:2),18:2
2549,[TG(45:5)]_FA18:2,772.6,475.3,187914.2703552246,772.6 -> 475.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(45:5),18:2
2550,[TG(45:4)]_FA18:2,774.7,477.4,66961.52572631836,774.7 -> 477.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(45:4),18:2
2551,[TG(45:3)]_FA18:2,776.7,479.4,36739.90274047852,776.7 -> 479.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(45:3),18:2
2552,[TG(45:2)]_FA18:2,778.7,481.4,50049.823486328125,778.7 -> 481.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,2,(45:2),18:2
2553,[TG(46:6)]_FA18:2,784.6,487.3,27439.662078857426,784.6 -> 487.3,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(46:6),18:2
2554,[TG(46:5)]_FA18:2,786.7,489.4,72666.74557495117,786.7 -> 489.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(46:5),18:2
2555,[TG(46:4)]_FA18:2,788.7,491.4,36456.08303833008,788.7 -> 491.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(46:4),18:2
2556,[TG(46:3)]_FA18:2,790.7,493.4,83974.86608886719,790.7 -> 493.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(46:3),18:2
2557,[TG(46:2)]_FA18:2,792.7,495.4,91476.46630859376,792.7 -> 495.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,2,(46:2),18:2
2558,[TG(47:6)]_FA18:2,798.7,501.4,22874.74151611328,798.7 -> 501.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(47:6),18:2
2559,[TG(47:5)]_FA18:2,800.7,503.4,114814.22702026369,800.7 -> 503.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(47:5),18:2
2560,[TG(47:4)]_FA18:2,802.7,505.4,52618.50405883789,802.7 -> 505.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(47:4),18:2
2561,[TG(47:3)]_FA18:2,804.7,507.4,49353.00384521485,804.7 -> 507.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(47:3),18:2
2562,[TG(47:2)]_FA18:2,806.7,509.4,92427.16748046876,806.7 -> 509.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,2,(47:2),18:2
2563,[TG(48:8)|TG(47:1)]_FA18:2,808.7,511.4,54384.02368164063,808.7 -> 511.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(48:8),18:2
2564,[TG(48:7)|TG(47:0)]_FA18:2,810.8,513.5,31198.32241821289,810.8 -> 513.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(48:7),18:2
2565,[TG(48:6)]_FA18:2,812.7,515.4,27828.181884765625,812.7 -> 515.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(48:6),18:2
2566,[TG(48:5)]_FA18:2,814.7,517.4,26923.101928710938,814.7 -> 517.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(48:5),18:2
2567,[TG(48:4)]_FA18:2,816.7,519.4,43992.80352783203,816.7 -> 519.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(48:4),18:2
2568,[TG(48:3)]_FA18:2,818.7,521.4,100720.38708496094,818.7 -> 521.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(48:3),18:2
2569,[TG(48:2)]_FA18:2,820.7,523.4,210560.85620117188,820.7 -> 523.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,2,(48:2),18:2
2570,[TG(49:8)|TG(48:1)]_FA18:2,822.8,525.5,47429.82373046875,822.8 -> 525.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(49:8),18:2
2571,[TG(49:7)|TG(48:0)]_FA18:2,824.8,527.5,39438.96295166016,824.8 -> 527.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(49:7),18:2
2572,[TG(49:6)]_FA18:2,826.7,529.4,36630.38232421875,826.7 -> 529.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(49:6),18:2
2573,[TG(49:5)]_FA18:2,828.7,531.4,28106.20196533203,828.7 -> 531.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(49:5),18:2
2574,[TG(49:4)]_FA18:2,830.7,533.4,35482.06262207031,830.7 -> 533.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(49:4),18:2
2575,[TG(49:3)]_FA18:2,832.7,535.4,91238.3862915039,832.7 -> 535.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(49:3),18:2
2576,[TG(50:9)|TG(49:2)]_FA18:2,834.8,537.5,161758.3310546875,834.8 -> 537.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(50:9),18:2
2577,[TG(50:8)|TG(49:1)]_FA18:2,836.8,539.5,40756.982666015625,836.8 -> 539.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(50:8),18:2
2578,[TG(50:7)|TG(49:0)]_FA18:2,838.8,541.5,32208.06225585937,838.8 -> 541.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(50:7),18:2
2579,[TG(50:6)]_FA18:2,840.7,543.4,27456.741821289062,840.7 -> 543.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(50:6),18:2
2580,[TG(50:5)]_FA18:2,842.7,545.4,33025.062072753906,842.7 -> 545.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(50:5),18:2
2581,[TG(50:4)]_FA18:2,844.7,547.4,187771.9123535156,844.7 -> 547.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(50:4),18:2
2582,[TG(50:3)]_FA18:2,846.8,549.5,297301.36279296875,846.8 -> 549.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(50:3),18:2
2583,[TG(51:9)|TG(50:2)]_FA18:2,848.8,551.5,639774.8681640625,848.8 -> 551.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(51:9),18:2
2584,[TG(51:8)|TG(50:1)]_FA18:2,850.8,553.5,72340.46545410156,850.8 -> 553.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(51:8),18:2
2585,[TG(51:7)|TG(50:0)]_FA18:2,852.8,555.5,28970.341918945312,852.8 -> 555.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(51:7),18:2
2586,[TG(51:6)]_FA18:2,854.7,557.4,28618.361846923828,854.7 -> 557.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(51:6),18:2
2587,[TG(51:5)]_FA18:2,856.7,559.4,36303.66229248047,856.7 -> 559.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(51:5),18:2
2588,[TG(51:4)]_FA18:2,858.8,561.5,55850.803955078125,858.8 -> 561.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(51:4),18:2
2589,[TG(52:10)|TG(51:3)]_FA18:2,860.8,563.5,134665.1290283203,860.8 -> 563.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(52:10),18:2
2590,[TG(52:9)|TG(51:2)]_FA18:2,862.8,565.5,150051.01025390625,862.8 -> 565.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(52:9),18:2
2591,[TG(52:8)|TG(51:1)]_FA18:2,864.8,567.5,47031.223083496094,864.8 -> 567.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(52:8),18:2
2592,[TG(52:7)|TG(51:0)]_FA18:2,866.8,569.5,31425.24237060547,866.8 -> 569.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(52:7),18:2
2593,[TG(52:6)]_FA18:2,868.7,571.4,33825.68228149414,868.7 -> 571.4,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(52:6),18:2
2594,[TG(52:5)]_FA18:2,870.8,573.5,78901.92565917969,870.8 -> 573.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(52:5),18:2
2595,[TG(52:4)]_FA18:2,872.8,575.5,400788.845703125,872.8 -> 575.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(52:4),18:2
2596,[TG(53:10)|TG(52:3)]_FA18:2,874.8,577.5,750925.296875,874.8 -> 577.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(53:10),18:2
2597,[TG(53:9)|TG(52:2)]_FA18:2,876.8,579.5,765101.7705078125,876.8 -> 579.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(53:9),18:2
2598,[TG(53:8)|TG(52:1)]_FA18:2,878.8,581.5,91027.24670410156,878.8 -> 581.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(53:8),18:2
2599,[TG(53:7)|TG(52:0)]_FA18:2,880.8,583.5,32808.362396240234,880.8 -> 583.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(53:7),18:2
2600,[TG(53:6)]_FA18:2,882.8,585.5,31827.92218017578,882.8 -> 585.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(53:6),18:2
2601,[TG(54:12)|TG(53:5)]_FA18:2,884.8,587.5,41791.243072509766,884.8 -> 587.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(54:12),18:2
2602,[TG(54:11)|TG(53:4)]_FA18:2,886.8,589.5,63383.60430908203,886.8 -> 589.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(54:11),18:2
2603,[TG(54:10)|TG(53:3)]_FA18:2,888.8,591.5,90614.9461669922,888.8 -> 591.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(54:10),18:2
2604,[TG(54:9)|TG(53:2)]_FA18:2,890.8,593.5,130258.88916015624,890.8 -> 593.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(54:9),18:2
2605,[TG(54:8)|TG(53:1)]_FA18:2,892.8,595.5,56419.303955078125,892.8 -> 595.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(54:8),18:2
2606,[TG(54:7)|TG(53:0)]_FA18:2,894.8,597.5,46564.96325683594,894.8 -> 597.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(54:7),18:2
2607,[TG(54:6)]_FA18:2,896.8,599.5,172625.4111328125,896.8 -> 599.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(54:6),18:2
2608,[TG(54:5)]_FA18:2,898.8,601.5,356736.9655761719,898.8 -> 601.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(54:5),18:2
2609,[TG(55:11)|TG(54:4)]_FA18:2,900.8,603.5,661027.271484375,900.8 -> 603.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(55:11),18:2
2610,[TG(55:10)|TG(54:3)]_FA18:2,902.8,605.5,313728.6240234375,902.8 -> 605.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(55:10),18:2
2611,[TG(55:9)|TG(54:2)]_FA18:2,904.8,607.5,431071.24853515625,904.8 -> 607.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(55:9),18:2
2612,[TG(55:8)|TG(54:1)]_FA18:2,906.8,609.5,97657.58728027344,906.8 -> 609.5,TAG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(55:8),18:2
