Sample Name,Cage,Genotype,Sex,Class,Lipid,Transition,Intensity,Blank Subtraction
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(42:7),DG(41:0)_C18:2",712.7 -> 415.4,28318.62176513672,1775.5997924804688
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(42:8),DG(41:1)_C18:2",710.7 -> 413.4,44337.26281738281,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(43:6)_C16:0,728.6 -> 455.3,68168.08505249023,2588.580596923828
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(43:6)_C16:1,728.6 -> 457.3,36089.10238647461,1245.2002334594727
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(43:6)_C18:0,728.6 -> 427.3,37187.70252990723,131.82008361816406
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(43:6)_C18:1,728.6 -> 429.3,88958.7269897461,1706.4811096191406
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(43:6)_C18:2,728.6 -> 431.3,23951.541244506836,741.9596099853516
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(44:12),DG(43:5)_C16:0",730.6 -> 457.3,33274.6424407959,893.5799407958984
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(44:12),DG(43:5)_C16:1",730.6 -> 459.3,56262.96420288086,5573.70068359375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(44:12),DG(43:5)_C18:0",730.6 -> 429.3,67964.58444213867,3946.9600524902344
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(44:12),DG(43:5)_C18:1",730.6 -> 431.3,38603.82258605957,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(44:12),DG(43:5)_C18:2",730.6 -> 433.3,12784.460891723633,1793.0400695800781
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(44:5)_C16:0,744.7 -> 471.3,32810.102394104004,432.3401107788086
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(44:5)_C16:1,744.7 -> 473.3,33510.54204559326,3691.100028991699
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(44:5)_C18:0,744.7 -> 443.3,26596.442123413086,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(44:5)_C18:1,744.7 -> 445.3,25546.7216796875,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(44:5)_C18:2,744.7 -> 447.3,12428.540893554688,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(44:6)_C16:0,742.6 -> 469.3,62129.2840423584,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(44:6)_C16:1,742.6 -> 471.3,35874.66261291504,3025.1403427124023
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(44:6)_C18:0,742.6 -> 441.3,67986.32470703125,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(44:6)_C18:1,742.6 -> 443.3,31875.7420501709,1633.0797729492188
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,DG(44:6)_C18:2,742.6 -> 445.3,13053.541015625,590.2201614379883
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(44:7),DG(43:0)_C16:1",740.7 -> 469.4,72875.84490966797,6461.8603515625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(44:7),DG(43:0)_C18:1",740.7 -> 441.4,84602.94638061523,6601.480926513672
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(44:7),DG(43:0)_C18:2",740.7 -> 443.4,10674.040725708008,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(44:8),DG(43:1)_C18:2",738.7 -> 441.4,24763.181640625,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-38:8),DG(36:1)_C16:0",640.6 -> 367.3,63082.4045715332,3918.5804748535156
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-38:8),DG(36:1)_C18:0",640.6 -> 339.3,60509.64407348633,37991.9626159668
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-38:8),DG(36:1)_C18:1",640.6 -> 341.3,337376.0021972656,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-38:8),DG(36:1)_C18:2",640.6 -> 343.3,24245.361740112305,5318.200393676758
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-38:9),DG(36:2)_C16:0",638.6 -> 365.3,33824.982482910156,5225.060531616211
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-38:9),DG(36:2)_C16:1",638.6 -> 367.3,72624.74475097656,3887.4600830078125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-38:9),DG(36:2)_C18:0",638.6 -> 337.3,25445.702144622803,14681.561317443848
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-38:9),DG(36:2)_C18:1",638.6 -> 339.3,73205.5054321289,47117.00377655029
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-38:9),DG(36:2)_C18:2",638.6 -> 341.3,149318.92993164062,45432.5634765625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-40:9),DG(38:2)_C16:0",666.6 -> 393.3,30733.282485961914,1560.4404602050781
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-40:9),DG(38:2)_C16:1",666.6 -> 395.3,53107.503845214844,4276.38037109375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-40:9),DG(38:2)_C18:0",666.6 -> 365.3,26746.181838989258,2773.620071411133
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(O-40:9),DG(38:2)_C18:1",666.6 -> 367.3,66792.92456054688,10322.540740966797
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(dO-38:9),DG(35:2)_C16:0",624.6 -> 351.3,26028.56187438965,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(dO-38:9),DG(35:2)_C16:1",624.6 -> 353.3,54099.56362915039,2305.6800842285156
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(dO-38:9),DG(35:2)_C18:0",624.6 -> 323.3,13977.660995483398,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(dO-38:9),DG(35:2)_C18:1",624.6 -> 325.3,3278.0202407836914,440.26003646850586
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG,"DG(dO-38:9),DG(35:2)_C18:2",624.6 -> 327.3,1051.3400688171387,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG | CE,"DG(37:7),DG(36:0)_C16:0 | CE(16:0)",642.6 -> 369.2,386755.9862060547,55986.201232910156
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG | CE,"DG(37:7),DG(36:0)_C16:0 | CE(16:0)",642.6 -> 369.3,65236.164611816406,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG | CE,"DG(39:8),DG(O-40:8),DG(38:1)_C18:1 | CE(18:1)",668.6 -> 369.2,410220.330078125,228616.9169921875
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG | CE,"DG(39:8),DG(O-40:8),DG(38:1)_C18:1 | CE(18:1)",668.6 -> 369.3,107539.04782104492,49188.52374267578
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG | CE,"DG(O-38:8),DG(36:1)_C16:1 | CE(16:1)",640.6 -> 369.2,481713.9729003906,77738.56555175781
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG | CE,"DG(O-38:8),DG(36:1)_C16:1 | CE(16:1)",640.6 -> 369.3,89460.22674560547,3097.9404907226562
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG | CE,"DG(O-40:9),DG(38:2)_C18:2 | CE(18:2)",666.6 -> 369.2,416777.9912109375,233484.29821777344
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,DAG | CE,"DG(O-40:9),DG(38:2)_C18:2 | CE(18:2)",666.6 -> 369.3,41538.44338989258,23572.662078857422
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(10:0) | FA(10:0),171.1 -> 171.1,34836.942443847656,7764.5006103515625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(10:1),169.1 -> 169.1,16101.321243286133,3034.2002868652344
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(10:2),167.1 -> 167.1,28257.122039794922,10185.800750732422
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(10:3),165.1 -> 165.1,98607.12786865234,55416.004638671875
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(10:4),163.1 -> 163.1,214700.55517578125,79389.30590820312
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(10:5),161.1 -> 161.1,89209.74584960938,29922.761840820312
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(10:6),159.0 -> 159.0,89336.64624023438,26803.74169921875
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(11:0),185.2 -> 185.1,23474.741607666016,7724.340515136719
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(11:1),183.1 -> 183.1,86828.16613769531,24138.581787109375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(11:2),181.1 -> 181.1,182299.57421875,33323.74365234375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(11:6),173.1 -> 173.1,61513.064697265625,15375.861389160156
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(12:0),199.2 -> 199.2,25642.541717529297,8002.560409545898
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(12:1),197.2 -> 197.1,36459.182189941406,5438.7801513671875
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(12:2),195.1 -> 195.1,104092.3271484375,24759.601440429688
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(12:4),191.1 -> 191.1,551067.0810546875,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(12:5),189.1 -> 189.1,61118.5244140625,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(12:6),187.1 -> 187.1,44151.203125,13101.24072265625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(13:0) | FA(14:7),213.1 -> 213.1,112546.84765625,44885.602783203125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(13:0) | FA(14:7),213.2 -> 213.2,145318.10986328125,54013.42297363281
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(13:1),211.2 -> 211.2,33737.20245361328,10833.300994873047
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(13:2),209.2 -> 209.1,113787.96850585938,29329.682495117188
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(14:0),227.2 -> 227.2,119209.60888671875,26929.442260742188
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(14:1),225.2 -> 225.2,318049.23974609375,34466.7001953125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(14:2),223.2 -> 223.2,631040.9423828125,111561.267578125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(14:4),219.1 -> 219.1,853081.7202148438,304359.3046875
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(14:5),217.1 -> 217.1,225600.4755859375,75767.9853515625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(14:6),215.1 -> 215.1,83561.06591796875,8030.4805908203125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(15:0) | FA(16:7),241.1 -> 241.1,66433.66455078125,28392.66192626953
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(15:0) | FA(16:7),241.2 -> 241.2,78673.22583007812,34192.74249267578
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(15:1),239.2 -> 239.2,140918.9515991211,83708.36804199219
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(15:2),237.2 -> 237.2,67402.58471679688,24937.161865234375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(15:3),235.2 -> 235.2,232163.43603515625,83718.96630859375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(15:5),231.1 -> 231.1,231748.59692382812,84232.4462890625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(15:6),229.1 -> 229.1,130851.66943359375,56341.56384277344
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(16:0),255.2 -> 255.2,70457.62561035156,26559.68231201172
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(16:1),253.2 -> 253.2,77951.04504394531,28271.901428222656
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(16:2),251.2 -> 251.2,131013.50952148438,40253.66357421875
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(16:3),249.2 -> 249.2,270623.0390625,93617.9453125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(16:4),247.2 -> 247.2,496932.8330078125,203036.693359375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(16:5),245.2 -> 245.1,110875.40771484375,40064.66271972656
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(16:6),243.1 -> 243.1,146303.57055664062,58333.26477050781
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(17:0) | FA(18:7),269.2 -> 269.1,71223.94445800781,23993.08123779297
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(17:0) | FA(18:7),269.2 -> 269.2,57839.744079589844,19680.92120361328
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(17:1),267.2 -> 267.2,88495.80603027344,31350.041625976562
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(17:2),265.2 -> 265.2,100038.94641113281,26906.720703125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(17:3),263.2 -> 263.2,275721.55810546875,86558.52587890625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(17:4),261.2 -> 261.2,256600.3369140625,78835.48364257812
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(17:6),257.2 -> 257.1,67106.30480957031,15278.080932617188
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(18:0),283.3 -> 283.3,80053.16662597656,30900.223022460938
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(18:1),281.2 -> 281.2,100227.70776367188,34530.783203125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(18:2),279.2 -> 279.2,77940.88586425781,21464.141967773438
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(18:3),277.2 -> 277.2,253919.15771484375,80998.36596679688
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(18:4),275.2 -> 275.2,227019.73510742188,71556.38391113281
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(18:5),273.2 -> 273.2,109650.927734375,35526.362548828125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(18:6),271.2 -> 271.2,83041.82641601562,32240.863525390625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(19:0),297.3 -> 297.3,109346.90881347656,39606.14392089844
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(19:1),295.3 -> 295.3,92716.44641113281,25436.48193359375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(19:2),293.2 -> 293.2,199214.53369140625,73235.42407226562
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(19:4),289.2 -> 289.2,194056.57373046875,54567.26318359375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(19:5),287.2 -> 287.2,108545.18676757812,31792.061279296875
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(19:6),285.2 -> 285.2,75760.18493652344,31130.761596679688
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(20:0),311.3 -> 311.3,30520.202072143555,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(20:1),309.3 -> 309.3,37218.88252258301,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(20:2),307.3 -> 307.3,66200.1845703125,15203.300720214844
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(20:3),305.2 -> 305.2,146911.50952148438,35622.022216796875
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(20:4),303.2 -> 303.2,101197.12744140625,22240.441528320312
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(20:5),301.2 -> 301.2,101708.54724121094,30998.08203125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(20:6),299.2 -> 299.2,56973.20428466797,21277.121826171875
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(21:0) | FA(22:7),325.2 -> 325.2,41467.962547302246,39910.56244277954
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(21:0) | FA(22:7),325.3 -> 325.3,40801.102672576904,39243.142559051514
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(21:1),323.3 -> 323.3,2509.0002059936523,950.5800933837891
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(21:2),321.3 -> 321.3,1556.1600952148438,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(21:3),319.3 -> 319.3,1556.5001106262207,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(21:5),315.2 -> 315.2,3446.6402587890625,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(22:0),339.3 -> 339.3,70126.16491699219,16789.461181640625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(22:1),337.3 -> 337.3,29934.22198486328,2348.960235595703
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(22:2),335.3 -> 335.3,27081.32196044922,5775.820556640625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(22:3),333.3 -> 333.3,38708.22296142578,11489.900848388672
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(22:4),331.3 -> 331.3,42451.36297607422,14234.420883178711
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(22:5),329.2 -> 329.2,37522.582359313965,18720.18099975586
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(22:6),327.2 -> 327.2,28105.781574249268,17261.260780334473
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(23:0) | FA(24:7),353.2 -> 353.2,37687.662536621094,7921.320404052734
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(23:0) | FA(24:7),353.3 -> 353.3,22620.441864013672,3482.6803283691406
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(23:1),351.3 -> 351.3,22593.701690673828,6215.2205810546875
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(23:6),341.2 -> 341.2,39304.643005371094,14085.18115234375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(24:0),367.4 -> 367.4,16985.46124267578,4579.54035949707
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(24:1),365.3 -> 365.3,15827.581085205078,4028.3202056884766
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(24:10),347.2 -> 347.2,60889.264221191406,13459.240844726562
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(24:12),343.2 -> 343.2,36809.0224609375,5029.720153808594
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(24:2),363.3 -> 363.3,14182.521041870117,2615.5402297973633
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(24:3),361.3 -> 361.3,22184.861419677734,3134.340087890625
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(24:4),359.3 -> 359.3,24905.50177001953,6010.360443115234
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(24:5),357.3 -> 357.3,27358.541961669922,5765.240264892578
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(24:6),355.3 -> 355.3,26783.10189819336,6028.060333251953
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(25:0),381.4 -> 381.4,13654.380966186523,3604.180206298828
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(25:1),379.4 -> 379.4,14714.121017456055,3180.6202392578125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(25:4),373.3 -> 373.3,24525.66195678711,7867.340759277344
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(26:0),395.4 -> 395.4,9950.04076385498,1985.7001342773438
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(26:1),393.4 -> 393.4,14744.301040649414,1827.7801132202148
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(26:2),391.4 -> 391.4,10323.900741577148,1071.3201217651367
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(26:3),389.3 -> 389.3,15731.941192626953,3577.940383911133
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(26:4),387.3 -> 387.3,23775.261688232422,7714.880416870117
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(26:5),385.3 -> 385.3,25206.401763916016,5124.620361328125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(26:6),383.3 -> 383.3,43193.76336669922,7431.30078125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(27:0) | FA(28:7),409.3 -> 409.3,20469.681533813477,5613.50057220459
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(27:0) | FA(28:7),409.4 -> 409.4,12025.820861816406,2728.540199279785
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(27:1),407.4 -> 407.4,8488.340637207031,1220.6401138305664
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(27:2),405.4 -> 405.4,11621.080871582031,2504.0802612304688
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(27:3),403.4 -> 403.4,19956.441314697266,1927.8400115966797
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(27:4),401.3 -> 401.3,18818.561309814453,1774.4599609375
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(28:0),423.4 -> 423.4,8957.880760192871,1467.7001914978027
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(28:1),421.4 -> 421.4,43224.563049316406,9265.380737304688
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(28:2),419.4 -> 419.4,9753.240715026855,2082.3201293945312
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(28:3),417.4 -> 417.4,20517.981536865234,4134.520294189453
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(28:4),415.4 -> 415.4,16077.621170043945,2956.040298461914
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(28:5),413.3 -> 413.3,13671.740951538086,3276.5602416992188
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(28:6),411.3 -> 411.3,14467.680953979492,2912.8802795410156
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(29:0),437.4 -> 437.4,4750.580333709717,359.64006423950195
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(29:1),435.4 -> 435.4,6177.440460205078,0.0
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(29:2),433.4 -> 433.4,11440.540802001953,1971.860122680664
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(29:3),431.4 -> 431.4,24896.58172607422,7141.120452880859
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(2:0),59.0 -> 59.0,7035.060508728027,1876.7201499938965
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(30:0),451.5 -> 451.4,5057.140380859375,881.680103302002
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(30:1),449.4 -> 449.4,5671.1203956604,326.0399856567383
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(30:2),447.4 -> 447.4,11984.341003417969,3374.8603439331055
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(30:3),445.4 -> 445.4,21729.241577148438,4188.040451049805
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(30:4),443.4 -> 443.4,18654.021408081055,3849.1403198242188
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(30:5),441.4 -> 441.4,13769.240966796875,2813.420196533203
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(30:6),439.4 -> 439.4,11824.260879516602,3091.500343322754
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(31:0),465.5 -> 465.5,6143.860412597656,1088.9600257873535
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(31:1),463.5 -> 463.4,6150.58048248291,747.9601287841797
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(32:0),479.5 -> 479.5,3770.340244293213,262.02001190185547
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(32:1),477.5 -> 477.5,5810.2204246521,1728.8801193237305
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(32:4),471.4 -> 471.4,23874.94174194336,5752.9005126953125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(32:5),469.4 -> 469.4,11174.280868530273,1517.2201919555664
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(32:6),467.4 -> 467.4,7475.020530700684,834.6600456237793
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(33:0),493.5 -> 493.5,4140.160305023193,23.300003051757812
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(34:0),507.5 -> 507.5,5685.300399780273,1571.5600891113281
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(34:1),505.5 -> 505.5,5080.980339050293,684.6600379943848
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(34:4),499.5 -> 499.4,18064.421295166016,3097.5003356933594
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(34:5),497.4 -> 497.4,15447.241104125977,3452.3203125
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(34:6),495.4 -> 495.4,7620.420562744141,1907.0001525878906
FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,FA,FA(35:0),521.5 -> 521.5,5426.460399627686,1461.140079498291
