Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,Genotype,Brain Region,Sex,method_type,Blank Subtraction
PEo (42:2),814.7,673.7,97542.08712768555,814.7 -> 673.7,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,41833.583099365234
PEp (42:0),816.7,675.7,57738.18438720703,816.7 -> 675.7,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (42:7),818.6,677.6,68594.78442382812,818.6 -> 677.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,5663.5400390625
PEo (42:0),818.7,677.7,63250.46472167969,818.7 -> 677.7,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,8830.961029052734
PE (42:6),820.6,679.6,57907.48416137695,820.6 -> 679.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,6693.160797119141
PE (42:5),822.6,681.6,55426.86389160156,822.6 -> 681.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,7084.580505371094
PE (42:4),824.6,683.6,51978.54415893555,824.6 -> 683.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,4076.581085205078
PE (42:3),826.6,685.6,74656.76538085938,826.6 -> 685.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (42:2),828.6,687.6,122090.12731933594,828.6 -> 687.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,67495.66418457031
PE (42:2),828.6,687.6,118007.04833984375,828.6 -> 687.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,67091.90454101562
PE (42:1),830.7,689.7,77086.88595581055,830.7 -> 689.7,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,32137.142333984375
PE (42:0),832.7,691.7,53130.303955078125,832.7 -> 691.7,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (44:12),836.5,695.5,63058.24493408203,836.5 -> 695.5,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,10242.480499267578
PE (44:8),844.6,703.6,46999.82354736328,844.6 -> 703.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,2319.640869140625
PE (44:7),846.6,705.6,46872.103576660156,846.6 -> 705.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,4624.940277099609
PE (44:6),848.6,707.6,39126.06280517578,848.6 -> 707.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (44:5),850.6,709.6,41476.622985839844,850.6 -> 709.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (44:4),852.6,711.6,37414.7024230957,852.6 -> 711.6,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (44:3),854.7,713.7,39392.663146972656,854.7 -> 713.7,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (44:2),856.7,715.7,37326.122467041016,856.7 -> 715.7,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (44:1),858.7,717.7,33211.82206726074,858.7 -> 717.7,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (44:0),860.7,719.7,37687.822677612305,860.7 -> 719.7,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (46:1),886.7,745.7,30332.142250061035,886.7 -> 745.7,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,0.0
PE (52:4),964.8,823.8,24132.681579589844,964.8 -> 823.8,PE,PE_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PE,2617.080078125
Lyso_PG(12:0),446.2,257.2,94379.62756347656,446.2 -> 257.2,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,32279.023559570312
Lyso_PG(13:0) | PG (12:0),460.2,271.2,162633.25048828125,460.2 -> 271.2,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,51394.50305175781
Lyso_PG(13:0) | PG (12:0),460.2,271.2,172401.47143554688,460.2 -> 271.2,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,56368.64318847656
Lyso_PG(14:1) | PG (14:1),472.2,283.2,1029810.3491210938,472.2 -> 283.2,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,741275.9064941406
Lyso_PG(14:1) | PG (14:1),472.2,283.2,1015799.1655273438,472.2 -> 283.2,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,722834.1840820312
Lyso_PG(14:0),474.2,285.2,86055.20629882812,474.2 -> 285.2,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,36378.581970214844
PG (14:0),474.3,285.3,86250.64630126953,474.3 -> 285.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,35319.74270629883
Lyso_PG(15:1),486.2,297.2,116405.18719482422,486.2 -> 297.2,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
PGp (16:0),486.3,297.3,113934.62670898438,486.3 -> 297.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(15:0) | PGo (16:0),488.3,299.3,71136.7241821289,488.3 -> 299.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,7297.500381469727
Lyso_PG(15:0) | PGo (16:0),488.3,299.3,72586.60479736328,488.3 -> 299.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,9431.880023956299
Lyso_PG(16:1) | PG (16:1),500.3,311.3,1457.8801002502441,500.3 -> 311.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(16:1) | PG (16:1),500.3,311.3,1576.0401153564453,500.3 -> 311.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,110.9800033569336
Lyso_PG(16:0),502.3,313.3,1478.9800987243652,502.3 -> 313.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,2.539997100830078
Lyso_PG(17:2),512.3,323.3,69841.88537597656,512.3 -> 323.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(17:1) | PGp (18:0),514.3,325.3,77488.3851928711,514.3 -> 325.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,26586.28205871582
Lyso_PG(17:1) | PGp (18:0),514.3,325.3,76294.5855102539,514.3 -> 325.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,24028.32225036621
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),516.3,327.3,1347791.0725097656,516.3 -> 327.3,PG | PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,1077289.2104492188
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),516.3,327.3,1257901.6840820312,516.3 -> 327.3,PG | PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,1009994.3293457031
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),516.3,327.3,1121559.63671875,516.3 -> 327.3,PG | PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,902701.302734375
Lyso_PG(18:4),522.2,333.2,80600.10614013672,522.2 -> 333.2,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,16205.162384033203
PG (18:4),522.3,333.3,77864.28503417969,522.3 -> 333.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,16148.200317382812
Lyso_PG(18:3) | PG (18:3),524.3,335.3,117964.0693359375,524.3 -> 335.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(18:3) | PG (18:3),524.3,335.3,118924.87033081055,524.3 -> 335.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(18:2) | PG (18:2),526.3,337.3,51623.563537597656,526.3 -> 337.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(18:2) | PG (18:2),526.3,337.3,52010.00346374512,526.3 -> 337.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(18:1) | PG (18:1),528.3,339.3,58264.5241394043,528.3 -> 339.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(18:1) | PG (18:1),528.3,339.3,59982.06433105469,528.3 -> 339.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,3063.8406372070312
Lyso_PG(18:0) | PG (18:0),530.3,341.3,534681.6274414062,530.3 -> 341.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(18:0) | PG (18:0),530.3,341.3,539312.3450317383,530.3 -> 341.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(19:1),542.3,353.3,64191.144287109375,542.3 -> 353.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,6807.079772949219
PGp (20:0),542.4,353.4,62363.304107666016,542.4 -> 353.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,10763.140533447266
Lyso_PG(19:0),544.3,355.3,122283.82989501953,544.3 -> 355.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
PGo (20:0),544.4,355.4,123521.9282836914,544.4 -> 355.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(20:5) | PG (20:5),548.3,359.3,102666.60693359375,548.3 -> 359.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,5568.65966796875
Lyso_PG(20:5) | PG (20:5),548.3,359.3,103052.2666015625,548.3 -> 359.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,2618.57861328125
Lyso_PG(20:4) | PG (20:4),550.3,361.3,55253.264099121094,550.3 -> 361.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(20:4) | PG (20:4),550.3,361.3,52442.56378173828,550.3 -> 361.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(20:3) | PG (20:3),552.3,363.3,61542.36395263672,552.3 -> 363.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,288.820068359375
Lyso_PG(20:3) | PG (20:3),552.3,363.3,63052.36437988281,552.3 -> 363.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,577.5791931152344
Lyso_PG(20:2) | PG (20:2),554.3,365.3,198479.8549194336,554.3 -> 365.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,122631.7286529541
Lyso_PG(20:2) | PG (20:2),554.3,365.3,196787.53359985352,554.3 -> 365.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,117050.5474243164
Lyso_PG(20:1) | PG (20:1),556.3,367.3,175235.15234375,556.3 -> 367.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,23535.7001953125
Lyso_PG(20:1) | PG (20:1),556.3,367.3,181783.69262695312,556.3 -> 367.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,24574.762451171875
Lyso_PG(20:0),558.3,369.3,79126.90521240234,558.3 -> 369.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,10923.740234375
PG (20:0),572.3,383.3,82781.88632202148,572.3 -> 383.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,29871.002014160156
Lyso_PG(21:0),572.4,383.4,86781.44641113281,572.4 -> 383.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,31659.623260498047
Lyso_PG(22:6) | PG (22:6),574.3,385.3,88719.5669555664,574.3 -> 385.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,26415.58282470703
Lyso_PG(22:6) | PG (22:6),574.3,385.3,87159.36645507812,574.3 -> 385.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,23053.06121826172
Lyso_PG(22:4) | PG (22:4),578.3,389.3,90915.1664428711,578.3 -> 389.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,24124.74139404297
Lyso_PG(22:4) | PG (22:4),578.3,389.3,93212.36694335938,578.3 -> 389.3,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,25316.301330566406
Lyso_PG(22:2),582.3,393.3,86595.36538696289,582.3 -> 393.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,31287.42152404785
PG (22:2),582.4,393.3,89776.64556884766,582.4 -> 393.3,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,34360.8018951416
Lyso_PG(22:1) | PG (22:1),584.4,395.4,52796.903381347656,584.4 -> 395.4,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(22:1) | PG (22:1),584.4,395.4,52459.463134765625,584.4 -> 395.4,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
Lyso_PG(22:0) | PG (22:0),586.4,397.4,200660.7120361328,586.4 -> 397.4,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,103534.50573730469
Lyso_PG(22:0) | PG (22:0),586.4,397.4,229813.31579589844,586.4 -> 397.4,PG | PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,142445.33081054688
PG (24:0),628.4,439.4,101553.74723815918,628.4 -> 439.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,56838.46351623535
PG (24:1),654.4,465.4,106247.08801269531,654.4 -> 465.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,17222.641235351562
PG (26:0),656.4,467.4,74311.68463134766,656.4 -> 467.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
PGp (28:0),668.5,479.5,51979.98352050781,668.5 -> 479.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,14581.401245117188
PGo (28:0),670.5,481.5,43285.282974243164,670.5 -> 481.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,4106.920272827148
PG (28:2),680.4,491.4,60729.04376220703,680.4 -> 491.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,0.0
PG (28:1),682.4,493.4,73453.96551513672,682.4 -> 493.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,7235.44140625
PG (28:0),684.5,495.5,650422.0460205078,684.5 -> 495.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,8113.257568359375
PGp (30:1),694.5,505.5,79343.82583618164,694.5 -> 505.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,37686.1022644043
PGo (30:1),696.5,507.5,53894.06335449219,696.5 -> 507.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,22135.30096435547
PGo (30:0),698.5,509.5,101886.22778320312,698.5 -> 509.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,65052.72512817383
PG (30:4),704.4,515.4,45182.622985839844,704.4 -> 515.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,90.47952270507812
PG (30:3),706.4,517.4,58737.664001464844,706.4 -> 517.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,5457.400360107422
PG (30:2),708.5,519.5,56427.523529052734,708.5 -> 519.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,4182.559951782227
PG (30:1),710.5,521.5,50230.44332885742,710.5 -> 521.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,9954.86050415039
PG (30:0),712.5,523.5,80108.8060913086,712.5 -> 523.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,16357.881591796875
PGo (32:1),724.5,535.5,43116.12322998047,724.5 -> 535.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,6703.5604248046875
PGo (32:0),726.5,537.5,52174.24380493164,726.5 -> 537.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,9737.62094116211
PG (32:5),730.4,541.4,55179.38348388672,730.4 -> 541.4,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,3009.2394409179688
PG (32:4),732.5,543.5,57781.50408935547,732.5 -> 543.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,14013.560943603516
PG (32:3),734.5,545.5,58968.36376953125,734.5 -> 545.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,15311.720794677734
PG (32:2),736.5,547.5,512530.8069458008,736.5 -> 547.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,450294.2427368164
PG (32:1),738.5,549.5,76655.34420776367,738.5 -> 549.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,36734.561096191406
PG (32:0),740.5,551.5,90913.38623046875,740.5 -> 551.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,22764.20098876953
PGp (34:4),744.5,555.5,51915.663635253906,744.5 -> 555.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,12687.180755615234
PGo (34:4),746.5,557.5,52802.26397705078,746.5 -> 557.5,PG,PG_DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,Not Needed,5xFAD,diencephalon,Male,PG,14095.86117553711
