Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,Genotype,Brain Region,Sex,method_type,Blank Subtraction
C22:6,327.3,327.3,99266.50688171387,327.3 -> 327.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,72082.24489974976
C22:5,329.3,329.3,105347.7876739502,329.3 -> 329.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,76053.04582977295
C22:4,331.3,331.3,56848.224044799805,331.3 -> 331.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,40780.86294555664
C22:1,337.3,337.3,55796.564041137695,337.3 -> 337.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,38012.42280578613
C22:0,339.3,339.3,110343.78768157959,339.3 -> 339.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,81549.96565628052
C24:5,353.3,353.3,55844.024070739746,353.3 -> 353.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,42039.62314224243
C24:6,355.3,355.3,47410.3631439209,355.3 -> 355.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,32368.76202774048
C24:1,365.3,365.3,35551.122413635254,365.3 -> 365.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,23547.161586761475
C24:0,367.3,367.3,29923.922172546387,367.3 -> 367.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,17196.221229553223
C26:1,393.3,393.3,317575.74237060547,393.3 -> 393.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,303450.30139160156
C26:0,395.3,395.3,137109.5892944336,395.3 -> 395.3,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,124561.4884147644
C28:0,423.4,423.4,120332.64792633057,423.4 -> 423.4,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,107510.9469833374
C30:0,451.4,451.4,43046.94311141968,451.4 -> 451.4,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,34716.56254196167
C32:0,479.4,479.4,19446.521251678467,479.4 -> 479.4,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,11097.780685424805
C34:0,507.5,507.5,33335.762351989746,507.5 -> 507.5,FFA,FFA_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,FFA,21394.46152114868
Lyso_PC(2:0),300.1,184.1,33125.74237060547,300.1 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(3:1),312.1,184.1,1010790.4476013184,312.1 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,240720.94723510742
Lyso_PC(3:0),314.1,184.1,1604079.395477295,314.1 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(4:0),328.1,184.1,68432.16400146484,328.1 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(5:0),342.2,184.1,56959.944763183594,342.2 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(6:0),356.2,184.1,36738.2223815918,356.2 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(7:0),370.2,184.1,80502.44592285156,370.2 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,12509.281433105469
Lyso_PC(8:0),384.2,184.1,39505.862243652344,384.2 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(9:0),398.2,184.1,35146.50280761719,398.2 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(10:0),412.2,184.1,46014.78372192383,412.2 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1001.4007568359375
Lyso_PC(11:0),426.3,184.1,62926.923889160156,426.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(12:0),440.3,184.1,86490.06756591797,440.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_C17 sphingosine-1-phosphocholine,451.3,184.1,72772.10366821289,451.3 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(13:0),454.3,184.1,48605.66372680664,454.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_Sphingosine-1-phosphocholine,465.3,184.1,119596.1078491211,465.3 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(14:1),466.3,184.1,175907.4500732422,466.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_Sphinganine-1-phosphocholine,467.4,184.1,194024.97369384766,467.4 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(14:0),468.3,184.1,206543.1798095703,468.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(15:1),480.3,184.1,278025.0953979492,480.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(15:0),482.3,184.1,302481.65116882324,482.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(16:1),494.3,184.1,228268.93450927734,494.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(16:1),494.3,184.1,216502.6401977539,494.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(16:0),496.3,184.1,235656.4969482422,496.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(17:2),506.3,184.1,83589.74645996094,506.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(17:1),508.3,184.1,87438.50668334961,508.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(17:0),510.3,184.1,73495.2650756836,510.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(18:4),516.3,184.1,60978.04431152344,516.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(18:3),518.3,184.1,82102.64483642578,518.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(18:2),520.3,184.1,85791.68524169922,520.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(18:1),522.3,184.1,90767.50674438477,522.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(18:0),524.4,184.1,92113.98797607422,524.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(19:3),532.3,184.1,201959.05517578125,532.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,42646.80224609375
Lyso_PC(19:2),534.3,184.1,198877.71264648438,534.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,31777.161865234375
Lyso_PC(19:1),536.4,184.1,201466.83520507812,536.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,36469.004638671875
Lyso_PC(19:0),538.4,184.1,188738.53344726562,538.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,31364.202392578125
Lyso_PC(20:5),542.3,184.1,172543.87182617188,542.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,12715.280029296875
Lyso_PC(20:4),544.3,184.1,173439.07202148438,544.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,21192.181884765625
Lyso_PC(20:3),546.3,184.1,177724.49291992188,546.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,27068.26123046875
Lyso_PC(20:2),548.4,184.1,185696.41137695312,548.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,27789.980224609375
Lyso_PC(20:1),550.4,184.1,130229.2294921875,550.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
Lyso_PC(20:0),552.4,184.1,234531.1572265625,552.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,145218.0526123047
Lyso_PC(21:4),558.3,184.1,2266365.5416259766,558.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1940080.1784057617
Lyso_PC(21:0),566.4,184.1,2281924.7747802734,566.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1815853.0769348145
Lyso_PC(22:6),568.3,184.1,2270646.189086914,568.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1787672.3068847656
Lyso_PC(22:5),570.3,184.1,2337554.686767578,570.3 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1850464.3749389648
Lyso_PC(22:4),572.4,184.1,2500477.9357910156,572.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1968331.1453857422
Lyso_PC(22:2),576.4,184.1,697067.6116943359,576.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,354769.1520996094
Lyso_PC(22:1),578.4,184.1,404924.62158203125,578.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,84692.67358398438
Lyso_PC(22:0),580.4,184.1,407098.6994628906,580.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,78054.25329589844
Lyso_PC(24:1),606.4,184.1,1773667.3100585938,606.4 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1525909.3947753906
Lyso_PC(24:0),608.5,184.1,1778532.7724609375,608.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1529385.950958252
SM (d18:1/12:0),647.5,184.1,144325.1092224121,647.5 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,76589.46426391602
SM (d18:0/12:0),649.5,184.1,87911.44717407227,649.5 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,20232.162536621094
SM (d18:2/14:0),673.5,184.1,104647.32763671875,673.5 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
SM (d18:1/14:0),675.5,184.1,104408.74815368652,675.5 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
SM (d18:0/14:0),677.6,184.1,99203.62857055664,677.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,0.0
SM (d16:1/18:1),701.6,184.1,121727.62774658203,701.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,63961.343521118164
PC (30:2),702.5,184.1,123631.98880004883,702.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,67006.5444946289
SM (d18:1/16:0),703.6,184.1,125298.04907226562,703.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,65688.90557861328
PC (30:1),704.5,184.1,125479.73042297363,704.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,63584.88529968262
SM (d18:0/16:0),705.6,184.1,129293.50813293457,705.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,70930.50471496582
PC (30:0),706.5,184.1,129019.88667297363,706.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,68773.8024597168
PCo(32:3),714.5,184.1,160354.8090209961,714.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,94783.74426269531
PCo(32:2),716.6,184.1,154102.0682373047,716.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,92461.90460205078
PCo(32:1),718.6,184.1,145556.5685119629,718.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,91000.54461669922
PCo(32:0),720.6,184.1,147994.82919311523,720.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,94285.36630249023
PC (32:5),724.5,184.1,446878.0377807617,724.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,393388.71395874023
PC (32:4),726.5,184.1,760893.8249511719,726.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,711375.5214538574
SM (d18:2/18:1),727.6,184.1,1004863.5840454102,727.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,949367.8801879883
PC (32:3),728.5,184.1,1016463.3868713379,728.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,964910.5231781006
SM (d18:1/18:1)9Z)),729.6,184.1,1043867.3071289062,729.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,992845.8832550049
PC (32:2),730.5,184.1,1057844.7817687988,730.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1004728.1181182861
SM (d18:1/18:0),731.6,184.1,1114232.060119629,731.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1059501.0159454346
PC (32:1),732.6,184.1,1057586.0389709473,732.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1007808.7355194092
SM (d18:0/18:0),733.6,184.1,1021443.349609375,733.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,975675.6463012695
PC (32:0),734.6,184.1,967606.019744873,734.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,920013.4162139893
PCp(32:4),738.5,184.1,1011080.8558349609,738.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,968280.6530456543
PCo(34:4),740.6,184.1,1020163.0932617188,740.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,976138.9098510742
PCo(34:3),742.6,184.1,1035928.0933837891,742.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,989841.8892669678
PCo(34:2),744.6,184.1,1060686.2950439453,744.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1017516.8517608643
PCo(34:1),746.6,184.1,1030485.2025146484,746.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,987089.839553833
PCo(34:0),748.6,184.1,1031579.3969726562,748.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,990567.5341186523
PC (34:6),750.5,184.1,1144480.6765441895,750.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1107678.7343139648
PC (34:5),752.5,184.1,1839137.1158447266,752.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1798236.252532959
PC (34:4),754.5,184.1,2239270.74029541,754.5 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,2196545.937057495
SM (d18:2/20:1),755.6,184.1,2168632.1041259766,755.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,2129600.020553589
PC (34:3),756.6,184.1,2238978.2575683594,756.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,2196336.11517334
SM (d16:1/22:1),757.6,184.1,1720644.695678711,757.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1682967.3927764893
PC (34:2),758.6,184.1,1461674.5265655518,758.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1419419.3631744385
SM (d18:1/20:0),759.6,184.1,1415425.961364746,759.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1381261.9186096191
PC (34:1),760.6,184.1,1381796.279296875,760.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1345777.0169677734
SM (d18:0/20:0),761.6,184.1,1346701.0880126953,761.6 -> 184.1,SM,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1305771.8252868652
PC (34:0),762.6,184.1,1412344.091003418,762.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1371004.6280975342
PCp(36:5),764.6,184.1,1348157.1083068848,764.6 -> 184.1,PC,PC_M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,Not Needed,5xFAD,diencephalon,Male,PC,1306770.5663146973
