Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
TAG(50:1)_FA 18:1,40445.14288330078,47110.9033203125,56556.36428833008,53409.064025878906,77982.26480102539,47415.86325073242,59045.58447265625,53991.0032043457,49600.80322265625,47078.24395751953
TAG(50:1)_FA 18:2,26566.622032165527,30473.522384643555,24907.74175262451,25940.742233276367,23845.401847839355,20775.841438293457,21761.821815490723,25930.04179382324,22264.22146224976,19591.301483154297
TAG(50:2)_FA 16:0,217393.9346923828,211516.2332763672,406425.81640625,314472.0827636719,502565.1213378906,235704.557006836,359336.2862548828,305100.06103515625,324811.5632324219,284928.84216308594
TAG(50:2)_FA 16:1,292589.818359375,297296.8818359375,376635.6025390625,345653.185546875,433420.0102539063,283749.017578125,389978.2075195313,328377.4428710937,323438.74169921875,293924.5615234375
TAG(50:2)_FA 18:0,94908.20690917967,82613.98657226562,201453.09619140625,158689.85388183594,203718.79876708984,88845.3471069336,174760.8931274414,111207.36920166016,130578.80822753906,114836.70959472656
TAG(50:2)_FA 18:1,359058.82421875,386235.486328125,592065.4775390625,495672.0805664063,672071.5268554688,359556.46533203125,521101.6713867188,441889.2890625,459499.0888671875,372995.4838867188
TAG(50:2)_FA 18:2,52139.64309692383,54494.40347290039,61808.28466796875,54345.72412109375,75760.60557556152,49144.66369628906,66716.48474121094,49572.98356628418,54471.06454467773,54441.78381347656
TAG(50:3)_FA 16:0,157631.78930664062,136634.2890625,268438.5185546875,228172.45776367188,250195.6956787109,137931.029296875,231297.8179931641,182183.8728027344,205557.81372070312,170442.61181640625
TAG(50:3)_FA 16:1,220354.5952148437,229305.53564453125,443383.95166015625,350367.7785644531,522046.73974609375,246939.99865722656,392367.5891113281,327088.7849121094,344530.8811035156,291571.3000488281
TAG(50:3)_FA 18:0,63248.704162597656,63637.58428955078,103538.38708496094,85408.0859375,94238.1265258789,57809.64404296875,79596.10571289062,78059.0658569336,75175.68518066406,60483.34448242188
TAG(50:3)_FA 18:1,139095.30981445312,115917.34826660156,315540.5830078125,229717.2196044922,274956.04064941406,120963.6495361328,251190.8181152344,169977.41162109375,205420.0592041016,155126.9903564453
TAG(50:3)_FA 18:2,487914.162109375,402923.46728515625,649689.7250976562,586193.1049804688,913357.8872070312,464570.17333984375,712855.513671875,458856.15478515625,561731.1005859375,557134.0444335938
TAG(50:4)_FA 16:0,32706.12238311768,31777.442428588867,57722.54406738281,57739.90423583984,50835.0438079834,33402.02250671387,50571.26345062256,42724.3030090332,41726.26295471192,37068.84248352051
TAG(50:4)_FA 16:1,159295.89135742188,141887.82983398438,298857.6030273437,246745.07861328125,267303.84020996094,142666.9708251953,240895.4149169922,188531.53515625,211088.55346679688,174064.4697265625
TAG(50:4)_FA 18:0,24549.44180297852,25313.06187438965,27889.302337646484,27760.161750793457,22968.08140563965,20312.48143005371,22982.101634979248,31428.142547607426,28524.621688842773,24304.9617843628
TAG(50:4)_FA 18:1,86669.42608642578,90654.48596191406,150531.25134277344,128149.2666015625,119229.22778320312,77697.66564941406,118327.78759765624,101097.38647460938,112325.76708984376,83190.205078125
TAG(50:4)_FA 18:2,259013.77868652344,170426.2109375,373858.2473144531,309394.08544921875,424215.5666503906,183860.8337402344,385415.583984375,218886.53393554688,310807.4416503906,270245.1162109375
TAG(52:0)_FA 16:0,154321.23095703125,158434.09204101562,181485.65307617188,161895.11181640625,183773.15234375,139745.70947265625,176356.29174804688,173022.0927734375,163229.79077148438,134015.14916992188
TAG(52:0)_FA 16:1,34307.72216796875,38350.90274047852,42725.8828125,41464.2028503418,42092.78288269043,36086.74258422852,40455.8630065918,45290.702880859375,36356.74258422852,33823.522369384766
TAG(52:0)_FA 18:0,292742.4624023437,300363.5009765625,365023.3852539063,333824.14306640625,403900.484375,266634.92138671875,327175.703125,338223.84326171875,326238.69873046875,272269.0009765625
TAG(52:0)_FA 18:1,51699.32336425781,61348.024658203125,63273.364196777344,60770.40435791016,70228.40545654297,52887.66387939453,61122.78381347656,63618.82482910156,55072.04364013672,53720.583740234375
TAG(52:0)_FA 18:2,23244.48170471192,29994.92219543457,26106.16166687012,27066.881797790527,23647.26166534424,21766.381439208984,23180.24155426025,26572.08206176757,23021.781784057617,22269.041397094727
TAG(52:0)_FA 20:0,73550.48565673828,68358.14483642578,78648.265625,77008.4857788086,97184.6866760254,58949.06478881836,73791.7857055664,66726.0648803711,76378.20532226562,62965.42388916016
TAG(52:0)_FA 20:4,28866.88195800781,24549.12187957764,23962.3818359375,23267.14177703857,21053.061462402344,21074.18145751953,20026.081428527832,25200.381622314453,21823.901580810547,21055.44135284424
TAG(52:1)_FA 16:0,102741.18780517578,83871.30572509766,137687.7095336914,111438.7078552246,180498.03088378903,88401.34600830078,131755.0909423828,130377.34942626952,133374.7294921875,97926.98846435548
TAG(52:1)_FA 16:1,159307.650390625,157143.21142578125,187174.453125,173699.79174804688,201887.55346679688,143067.29052734375,180309.37377929688,173711.45263671875,164710.97216796875,139764.80981445312
TAG(52:1)_FA 18:0,232994.13793945312,222722.25415039065,446893.54833984375,375907.8435058594,510872.2493896485,241074.8603515625,348531.6114501953,356997.3474121094,382122.6105957031,313462.13830566406
TAG(52:1)_FA 18:1,478325.490234375,490359.494140625,577407.662109375,532085.736328125,680849.98828125,444960.6103515625,566806.3388671875,522287.7373046875,516145.1171875,474326.8979492188
TAG(52:1)_FA 18:2,57819.404541015625,61569.403869628906,62175.3041381836,62138.704528808594,71670.8052368164,54537.76385498047,64080.82412719727,60019.28436279297,57058.82440185547,53825.723876953125
TAG(52:1)_FA 20:4,17737.10118484497,21300.22134399414,19962.60167312622,20283.22145843506,19719.12120819092,15904.841190338137,17976.601470947266,18159.72132110596,18519.961307525635,19098.561294555664
TAG(52:1)_FA20:0,31535.54151916504,28922.101669311523,41234.70335388184,36717.10217285156,42454.72268676758,26303.60173034668,35772.44221496582,29617.02183532715,35381.90301513672,30456.022117614742
TAG(52:2)_FA 16:0,133135.7905883789,116000.48712158205,212729.7584228516,178237.95166015625,241348.91680908203,123922.00860595705,173126.97528076172,180536.01306152344,195569.5943603516,157368.05462646484
TAG(52:2)_FA 16:1,110757.34747314452,83587.86596679688,143942.63104248047,119475.02716064452,180689.87322998047,90789.62530517578,134005.63116455078,132362.609375,146566.5899658203,104716.44711303712
TAG(52:2)_FA 18:0,117730.98669433594,101019.2061767578,290407.30212402344,231612.0360107422,232776.0946044922,103048.90789794922,186158.0142211914,145610.94873046875,192718.65161132807,137424.68817138672
TAG(52:2)_FA 18:1,320359.38330078125,311382.70263671875,623399.8991699219,513281.6794433594,786854.5153808594,345975.14306640625,497078.1955566406,474953.4719238281,531462.0034179688,450488.654296875
TAG(52:2)_FA 18:2,532718.896484375,474282.271484375,576523.5234375,557451.0771484375,728729.818359375,455644.0927734375,598956.0087890625,494694.59375,537311.8369140625,514907.4931640625
TAG(52:2)_FA 20:0,23000.04162597656,23711.281616210938,27441.20196533203,24285.68173217773,25601.28207397461,20607.161418914795,23175.04165649414,25315.8018951416,23217.981521606445,23015.20175933838
TAG(52:2)_FA 20:4,19346.981163024902,24178.201629638672,22248.501419067383,22557.641746521,21842.7216796875,18193.001167297363,18187.421409606934,20870.10148620605,20118.621559143063,17986.761142730713
TAG(52:3)_FA 16:0,64078.14477539063,68756.7846069336,160723.13412475586,144197.51123046875,142149.6911315918,82917.52606201172,116421.04748535156,81137.08657836914,117460.42761230467,73559.0048828125
TAG(52:3)_FA 16:1,140817.71020507812,116365.30834960938,218307.49908447263,188762.2950439453,245166.93560791016,126424.52960205078,189594.21026611328,189613.611694336,205122.3770751953,156137.05206298828
TAG(52:3)_FA 18:0,35019.36247253418,30770.32229614257,71373.50550842285,63845.92388916016,49942.464111328125,31800.36242675781,44108.26333618164,43404.88340759277,49286.703674316406,34767.42254638672
TAG(52:3)_FA 18:1,173095.03186035156,148373.8516845703,409551.1950683594,329384.20703125,332597.78088378906,155965.90893554688,257755.0355224609,216080.33520507807,274629.8740234375,201120.51831054688
TAG(52:3)_FA 18:2,440163.2136230469,329998.58154296875,599616.3811035156,527180.7751464844,914686.416015625,380616.9064941406,596084.5637207031,442561.6477050781,579090.8618164062,555692.2248535156
TAG(52:3)_FA 20:0,18695.121284484863,23680.261825561523,21235.621669769287,19717.5415725708,18447.0411529541,15957.381252288818,18132.36125183105,18799.76113128662,23693.06189346313,16657.62117767334
TAG(52:3)_FA 20:4,28260.12208557129,34046.922912597656,35773.78318786621,38171.8828201294,48464.04363250733,32291.542083740234,36664.14300537109,31880.502410888672,36556.3825378418,30256.06202697754
TAG(52:4)_FA 16:0,92058.126953125,291833.04205322266,296298.11993408203,284087.3794555664,386280.4926757813,343173.58142089844,323881.74029541016,171673.5106201172,267051.59869384766,112134.64736938477
TAG(52:4)_FA 16:1,60458.564208984375,73786.80438232422,158688.51040649414,144616.03085327148,143914.12951660156,85240.986328125,107618.90676879884,86246.24609375,118527.85012817384,73549.08444213867
TAG(52:4)_FA 18:0,20384.90135192871,23008.62149047852,25452.441970825195,24118.861923217773,20102.40138244629,17835.34112548828,20406.92169189453,23880.281883239742,20790.56143951416,17157.381450653076
TAG(52:4)_FA 18:1,39409.94290161133,35718.062744140625,90479.3273010254,75835.98518371582,61291.62432861328,36201.24234008789,59379.36462402344,48077.96380615234,60136.90399169922,43139.70358276367
TAG(52:4)_FA 18:2,267215.2392578125,185427.33129882807,403520.1440429688,376592.431640625,411099.626953125,216289.29663085932,355617.0876464844,243106.875,352115.9040527344,297493.640625
TAG(52:4)_FA 20:0,23703.98163986206,22327.861373901367,17869.121406555176,18514.221340179443,18535.74133300781,16200.001190185549,16366.681133270264,19865.761192321777,20490.42162322998,13716.640922546389
TAG(52:4)_FA 20:4,197768.59106445312,167506.13159179688,244584.93408203125,225464.0764160156,371441.4104003906,181585.673828125,267310.7585449219,191446.53369140625,229040.07666015625,225718.1170654297
TAG(52:5)_FA 16:0,28952.36204528809,39267.82263183594,43819.64315795898,39809.82284545898,40849.02311706543,33693.7024230957,32474.50262451172,37445.32247924805,40065.90308380127,29792.762252807617
TAG(52:5)_FA 16:1,89690.72607421875,295840.762878418,295879.681640625,282498.9182739258,370536.2312011719,341312.6061401367,307672.61798095703,168407.47259521484,255512.95678710932,103344.8685913086
TAG(52:5)_FA 18:0,30389.76190185547,39668.482971191406,45742.54328918457,40747.38285064697,38768.442878723145,34110.0029296875,30916.02210998535,45798.72314453125,38322.82269287109,30890.001747131348
TAG(52:5)_FA 18:1,20686.52149963379,22151.54133605957,22867.341506958008,23700.08161926269,22707.62173461914,21371.441440582275,21379.861434936523,24817.341918945312,26244.70188903809,19660.901428222656
TAG(52:5)_FA 18:2,47456.80360412598,39781.54293823242,81896.26510620117,83781.94519042969,68460.32516479492,39835.82295227051,60207.48392486572,43724.02325439453,61324.5242767334,49358.36402893066
TAG(52:5)_FA 20:0,22574.96134185791,22046.041381835938,20191.021614074707,25505.721908569336,20039.181274414062,17490.28148651123,18922.201332092285,22882.68159484864,22581.60165405273,17759.261421203613
TAG(52:5)_FA 20:4,97571.68548583984,69580.02502441406,141142.99060058594,126569.74993896484,169024.1089477539,75571.28497314453,154831.50805664062,84652.14636230469,124888.10906982422,107774.9273071289
TAG(52:6)_FA 16:0,36008.36260986328,40918.66253662109,43840.08361816406,41403.52294921875,45678.62356567383,40104.1630859375,42414.763122558594,46478.34292602539,37943.16305541992,37537.32220458984
TAG(52:6)_FA 16:1,34067.522453308105,41110.98284912109,48284.44351196289,39329.32269287109,42886.68354797363,33220.302154541016,41196.26329040527,42799.38327026367,37518.22283935547,33649.88278198242
TAG(52:6)_FA 18:0,25735.46175384521,27310.52195739746,30067.602020263672,27656.942092895508,30998.801971435547,22737.921508789062,24901.881797790527,31629.162216186523,30014.902446746823,20737.38159942627
TAG(52:6)_FA 18:1,31249.36220550537,45381.4637298584,51278.54330444336,43514.50253295898,37929.46241760254,37019.06256103516,34731.30239868164,45444.50325012207,38090.28234100342,35200.88229370117
TAG(52:6)_FA 18:2,24501.38163757324,28438.58197784424,27720.561737060547,29320.721923828125,29941.14192199707,22160.92137145996,23059.98147583008,26767.12158203125,26042.66187286377,26034.681800842285
TAG(52:6)_FA 20:0,34194.00304412842,38756.22282791138,46535.18362045288,41340.9231376648,36414.0429763794,29344.82213973999,34129.24175262451,37217.66313171387,36498.26280212402,35194.84185028076
TAG(52:6)_FA 20:4,81023.76489257812,71868.68505859375,105216.2080078125,98875.92657470705,109591.34704589844,75282.88525390625,103094.52740478516,73442.56481933594,92815.52673339844,78846.86529541016
TAG(54:0)_FA 16:0,36460.56274414063,41110.84286499024,51913.70341491699,45030.94320678711,51578.78393554688,40025.40297698975,51231.60443115234,47182.86325073242,45397.5830078125,36242.74282836914
TAG(54:0)_FA 16:1,32985.06201171875,46719.9231262207,46393.88299560547,41721.542892456055,51520.62300109863,32567.62263488769,38165.54246520996,37333.76289367676,39341.54273986816,45764.14348602295
TAG(54:0)_FA 18:0,196810.8537597656,198024.95288085932,227883.07495117188,218722.29760742188,244745.8388671875,180291.35107421875,218585.39453125,228012.0576171875,206593.97583007807,172017.01220703125
TAG(54:0)_FA 18:1,30981.70217895508,36569.902099609375,35597.28219604492,37544.862884521484,40388.4831237793,34065.402587890625,35245.90264892578,39585.12265014648,38064.02264404297,34009.64245605469
TAG(54:0)_FA 18:2,19546.72142028809,25819.72169494629,25503.0817565918,26851.08176422119,25336.80172729492,21278.641563415527,22756.28160095215,26333.041877746586,22339.40177154541,21842.5814819336
TAG(54:0)_FA 20:0,134810.98828125,128066.38842773438,129408.36840820312,133982.048828125,161584.55053710938,111170.40771484376,129501.6085205078,122563.38842773438,133096.02856445312,112293.7470703125
TAG(54:0)_FA 20:4,18374.721366882324,22943.4419631958,21048.34135437012,20390.401260375977,22270.581886291504,16789.221145629883,20522.701583862305,23813.901817321777,21579.10164642334,20411.62142944336
TAG(54:1)_FA 16:0,39048.00253295898,37747.44274902344,50855.64323425293,43280.82293701172,50168.90385437012,36288.46224975586,51364.12384033203,47536.32328796387,43687.80307006836,35393.42266845703
TAG(54:1)_FA 16:1,45438.60321044922,51772.08386230469,70523.70458984375,53916.82412719727,63620.684631347656,44632.08312988281,69849.36532592773,55263.96405029297,53630.90393066406,42678.8627319336
TAG(54:1)_FA 18:0,146971.5499267578,113902.5089111328,247289.85821533203,181986.3721923828,259115.4970092773,126001.52642822266,185623.6298217773,229364.756225586,219146.75421142572,160954.97369384766
TAG(54:1)_FA 18:1,289784.66259765625,288859.9389648437,358750.0615234375,316311.1240234375,384628.97021484375,265205.0986328125,327556.9621582031,328351.1435546875,318306.501953125,262916.05810546875
TAG(54:1)_FA 18:2,42713.0033569336,48462.50344848633,44597.30334472656,44068.36318969727,55870.70361328125,39113.20248413086,43784.08316040039,49482.46374511719,48784.78363037109,43285.66275024414
TAG(54:1)_FA 20:0,85750.76599121094,80341.7866821289,100954.00762939452,93418.26596069336,165362.3503112793,76236.52542114258,96644.42700195312,87991.92767333984,102028.20837402344,101427.38659667967
TAG(54:1)_FA 20:4,18593.361335754395,22712.521675109863,22661.021522521973,21530.701328277588,19111.58131408692,15947.921394348145,17493.361209869385,20585.221755981445,20674.421447753903,15131.62121963501
TAG(54:2)_FA 16:0,36587.36264038086,40767.423278808594,54999.643966674805,44683.203552246094,56586.36357116699,39819.86279296875,46783.38327026367,53664.74423217773,50842.36318969727,36130.24221801758
TAG(54:2)_FA 16:1,35718.40234375,34263.38201904297,53607.56362915039,43700.40333557129,47515.64342498779,35259.86260986328,50058.48321533203,47469.56343078613,44517.42332458496,37452.02291870117
TAG(54:2)_FA 18:0,286293.1201171875,218395.5548095703,508819.67810058594,417735.21240234375,517921.45959472656,227938.43432617188,346307.1442871094,408234.5151367188,489148.8835449219,355042.7403564453
TAG(54:2)_FA 18:1,160182.01220703125,128535.6473388672,273998.6813354492,205017.6331787109,300970.60040283203,145222.6498413086,216148.9596557617,244205.14025878903,243625.89532470703,195971.09503173828
TAG(54:2)_FA 18:2,337104.2631835937,284375.90185546875,327200.6655273437,317557.58203125,376492.0073242188,266162.3359375,333130.884765625,299355.80126953125,306448.47998046875,287006.0209960937
TAG(54:2)_FA 20:0,41260.66261291504,36992.122467041016,52142.34365844727,45085.80331420898,53625.94421386719,30042.162406921387,44137.80342102051,37984.46302032471,45276.52388000488,37614.28297424317
TAG(54:2)_FA 20:4,24210.00173950196,32036.90216064453,24711.88180541992,25696.74177551269,27889.50203704834,24956.62187194824,26610.96199798584,22949.381408691406,26484.421882629395,21800.341232299805
TAG(54:3)_FA 16:0,58438.98416137695,155057.06938171387,154834.3487854004,144079.39016723633,221196.67721557617,215735.4157409668,193666.67294311523,125789.40850830078,158580.41177368164,66158.60418701172
TAG(54:3)_FA 16:1,35207.68243408203,42563.98318481445,57692.56425476074,43922.64294433594,58545.363372802734,40391.96295166016,50094.02394104004,50924.08380126953,51236.52392578125,38973.00268554688
TAG(54:3)_FA 18:0,125736.54876708984,104234.1870727539,385792.06036376953,301239.97930908203,272545.7598876953,122967.84979248048,195664.73150634769,161349.58978271484,239255.7354736328,153827.60815429688
TAG(54:3)_FA 18:1,307030.19580078125,240492.05541992188,542129.6162109375,474908.7526855469,564504.8635253906,260649.73693847656,406569.8758544922,444482.4504394531,508884.982421875,411819.44494628906
TAG(54:3)_FA 18:2,204503.4705810547,122757.92956542967,229469.61694335932,188663.2724609375,311139.8978881836,140594.40838623047,214912.9552001953,184248.71160888672,242087.64013671875,219830.8555908203
TAG(54:3)_FA 20:0,23180.221450805664,21606.50151062012,27500.02195739746,23286.20167160034,27222.462287902832,19726.621505737305,21455.561477661133,22961.461502075195,20854.30142974853,20277.20164489746
TAG(54:3)_FA 20:4,83854.78588867188,80037.76586914062,81045.78552246094,82644.54516601562,84270.8857421875,70122.58459472656,71665.60540771484,85818.64611816406,78960.72521972656,75134.22485351562
TAG(54:4)_FA 16:0,394552.2039794922,1600420.909790039,1439629.483459473,1349423.0673828125,2001986.9545288088,2226638.4025878906,1925240.4794311523,1030106.4506835938,1488502.7575683594,465915.158203125
TAG(54:4)_FA 16:1,60033.04479980469,154485.32920837402,152863.19102478027,140169.82940673828,203715.53309631348,199939.41319274905,184607.31423950195,121667.80874633788,156317.09382629397,67662.7646484375
TAG(54:4)_FA 18:0,116603.98797607422,225901.13635253903,397345.5668334961,298737.14166259766,369077.0267333984,287129.181640625,304893.0209960937,179407.6912841797,270294.05822753906,136804.6485595703
TAG(54:4)_FA 18:1,137067.6700439453,107273.02868652344,443473.6642456055,318922.22540283203,332128.55938720703,136290.68774414062,226601.2787475586,171347.67205810547,266770.4013671875,177908.75256347656
TAG(54:4)_FA 18:2,373306.3642578125,229150.31591796875,476057.4169921875,438840.1293945313,576311.1030273438,257779.1407470703,414908.27734375,340254.4858398437,527667.5017089844,489786.4769287109
TAG(54:4)_FA 20:0,17864.701286315918,30781.66254425049,26545.961868286133,24357.82221221924,24170.761753082275,14445.90100479126,17205.761150360107,22999.30167388916,21389.14141082764,21986.90129470825
TAG(54:4)_FA 20:4,245203.8955078125,218117.33447265625,261265.39697265625,251819.53515625,352834.923828125,201649.552734375,258439.8764648437,228693.7951660156,255838.7177734375,249393.2958984375
TAG(54:5)_FA 16:0,94699.68594360352,339657.20703125,254834.21920776367,293059.9981689453,344947.97036743164,398968.4401550293,359914.07205200195,173744.89169311523,277461.97912597656,93828.00662231444
TAG(54:5)_FA 16:1,374479.7854003906,1594977.9271240234,1410784.7252197266,1323234.896850586,1892655.1440429688,2054466.271850586,1762077.9721069336,1005568.4512939452,1487202.3276367188,433014.4948730469
TAG(54:5)_FA 18:0,30146.042053222656,36554.16232299805,50849.88313293457,41770.66302490234,46693.5237121582,34496.84248352051,39006.022521972656,44715.02333068848,44978.28329467773,32518.062271118164
TAG(54:5)_FA 18:1,124778.10766601562,236688.27667236328,421616.1289672852,322199.8243408203,404809.0903930664,287714.0787963867,321606.1256713867,185210.6733398437,272500.3780517578,146860.73150634766
TAG(54:5)_FA 18:2,159208.7305908203,110613.68841552734,338472.1978149414,308835.8635253906,298799.7570800781,127937.71063232422,238090.3939819336,138571.22912597656,265616.5163574219,214436.5971069336
TAG(54:5)_FA 20:0,23696.881896972656,27549.32218170166,30730.042110443115,30866.282333374023,28912.94239807129,22631.981323242188,23203.60167694092,30157.32201385498,28160.702278137207,22704.721405029297
TAG(54:5)_FA 20:4,259594.53979492188,178245.15063476562,317465.7023925781,298196.55993652344,494204.2227783203,213596.2166748047,290583.14013671875,248736.19555664065,335250.7625732422,326783.1494140625
TAG(54:6)_FA 16:0,56707.184020996094,89169.80700683594,82430.02557373047,82788.10534667969,99235.80648803712,97061.76669311523,90747.62557983398,75141.10485839844,93177.56634521484,54437.22393798828
TAG(54:6)_FA 16:1,97345.82723999023,344407.3873291016,259975.02294921875,286427.1427001953,329418.9237060547,388399.0502929688,339951.1645202637,172244.0509033203,268499.6798095703,91982.02639770508
TAG(54:6)_FA 18:0,35837.102447509766,36459.60235595703,43105.48309326172,42113.86315917969,43011.56301879883,33196.002532958984,37953.182678222656,46431.52323913574,38011.782318115234,34547.12258911133
TAG(54:6)_FA 18:1,32961.44268798828,39177.081954956055,51947.24368286133,43180.003341674805,54198.863861083984,33342.6022644043,41792.18295288086,46080.48336791992,43395.7427520752,32841.08256530762
TAG(54:6)_FA 18:2,124195.98901367188,202643.53454589844,319480.6640625,281157.6409301758,354396.1455078125,217270.7760620117,282689.5408935547,132460.84967041016,245691.497253418,144426.1883544922
TAG(54:6)_FA 20:0,18326.521392822266,21313.54128265381,19626.34144592285,18618.80139160156,18845.041191101074,14920.160972595217,17794.52155303955,19900.32151031494,20324.9012374878,14776.041069030762
TAG(54:6)_FA 20:4,112843.9271850586,80510.26568603516,214352.2969360352,188684.5550537109,206308.49578857425,94340.08569335938,162560.95141601562,109282.06842041016,159900.12854003906,140933.0708618164
TAG(54:7)_FA 16:0,64442.32403564453,68104.26434326172,70878.58462524414,68662.80471801758,150282.4521331787,85264.0259399414,87115.20486450195,73247.30471801758,76136.30529785156,50684.02429199219
TAG(54:7)_FA 16:1,54179.78366088867,83903.62600708008,87045.14654541016,80429.46588134766,96108.4853515625,89893.1467590332,92863.96704101562,78453.8857421875,96594.82635498048,52930.203552246094
TAG(54:7)_FA 18:0,36814.98243713379,40007.422943115234,51794.86395263672,38533.362701416016,47100.68276977539,30671.042083740234,44214.403411865234,44955.58312988281,39056.62286376953,35062.182525634766
TAG(54:7)_FA 18:1,34879.74237060547,38810.76287841797,41932.463134765625,38014.34225463867,46293.922943115234,35214.642501831055,39672.76281738281,44394.98287963867,39489.16262817383,36723.06283569336
TAG(54:7)_FA 18:2,33746.78242492676,38758.76245117188,48007.88342285156,44156.80319213867,52613.9641418457,34672.662689208984,37769.96226501465,43184.20315551758,41827.22294616699,36702.30303955078
TAG(54:7)_FA 20:0,29409.74239349365,30293.98176574707,34249.54204559326,35066.142082214355,36466.30293273926,26427.94175720215,27651.401580810547,29313.701835632324,33454.3424987793,29013.0224609375
TAG(54:7)_FA 20:4,28791.121963500977,29009.62260437012,52431.46346282959,48526.32357788086,44540.68263244629,24081.98169708252,32827.08174133301,30152.94207763672,38829.14245605469,35487.122146606445
TAG(54:8)_FA 16:0,43191.60330200195,42403.36322021485,61512.10353088379,50443.10345458984,56808.74401855469,46078.08361816406,51646.62344360352,50374.8642578125,49639.82327270508,41442.523040771484
TAG(54:8)_FA 16:1,74394.58395385742,73536.32504272461,74681.56564331055,85384.66761779785,155082.3117828369,83415.26513671875,100697.44738769533,74272.76622009277,81828.40525817871,60604.5830078125
TAG(54:8)_FA 18:0,48373.2033996582,48617.22341918945,97932.5071105957,65575.94403076172,87224.76721191406,57340.28366088867,65930.00457763672,59957.704162597656,66302.12475585938,53151.083068847656
TAG(54:8)_FA 18:1,48965.34307861328,48133.74383544922,77370.24560546875,61141.26354980469,79878.2861328125,49051.12362670898,74778.52432250977,59604.92468261719,55962.144958496094,52826.48400878906
TAG(54:8)_FA 18:2,43451.603271484375,49053.52359008789,48708.12356567383,49747.863372802734,55671.8236694336,37894.022521972656,43558.82299804688,45772.34332275391,48663.78369140625,45123.3830871582
TAG(54:8)_FA 20:0,33200.00241088867,34499.04229736328,47122.92324066162,37069.14289855957,40047.942474365234,25649.721740722656,34556.18242645264,31961.802139282227,33197.92199707031,31639.981994628903
TAG(54:8)_FA 20:4,20025.741287231445,25447.841598510742,26870.501945495605,25682.321899414062,23702.92176055908,18025.46138763428,19425.201442718502,25134.741508483887,20061.861431121823,23781.86167144776
TAG(56:0)_FA 16:0,86589.98574829102,81253.52651977539,98018.76704406738,93392.34646606444,98995.86653137208,93409.08682250977,108849.70791625977,77488.74478149414,87822.30694580078,88302.88610839844
TAG(56:0)_FA 16:1,28636.842224121094,31165.462463378903,36461.84286499024,36607.762786865234,29590.04219055176,27648.78205871582,34656.46282196045,34232.3625793457,41159.5231628418,27983.601974487305
TAG(56:0)_FA 18:0,36218.362365722656,38889.60250854492,53617.30368041992,41190.24336242676,54947.20378112793,37230.7229309082,54800.58377075195,46804.883361816406,42826.10269165039,35896.80288696289
TAG(56:0)_FA 18:1,38173.48265075684,42863.64291381836,45359.6035232544,44130.54293823242,55867.963386535645,37852.10263824463,43137.48360443115,45806.50340270996,46209.00410461426,48441.04319763184
TAG(56:0)_FA 18:2,40685.04266357422,46406.54315185547,45410.68310546875,42359.84274291992,39622.64306640625,32410.74237060547,33110.66221618652,43243.64303588867,43600.883697509766,30797.642181396484
TAG(56:0)_FA 20:0,142800.6307373047,126145.16833496094,147716.43212890625,137864.36962890625,169617.97216796875,124051.52941894533,137633.34936523438,129841.40893554688,136071.82958984375,128757.64990234376
TAG(56:0)_FA 20:4,23222.921546936035,21728.00151062012,25556.92182922364,22785.681747436523,21754.20156097412,19367.28143310547,18864.721534729004,22497.54169464112,22085.681495666504,20884.56163787841
TAG(56:1)_FA 16:0,29944.72201538086,31926.882446289062,45179.94288635254,35998.762283325195,39452.16284179688,27336.8219833374,40580.76348876953,34379.742431640625,31471.922332763672,29470.48232269287
TAG(56:1)_FA 16:1,89452.44689941406,85453.986328125,94920.92596435548,97541.0672302246,93122.60595703124,85866.90573120117,107523.96685791016,76298.82559204102,80665.54629516602,81508.84632873535
TAG(56:1)_FA 18:0,28938.94189453125,27470.52198791504,45259.42352294922,35705.58289337158,50054.48426055908,27511.14213562012,41833.80288696289,41342.52276611328,33900.06221008301,31236.601928710938
TAG(56:1)_FA 18:1,41675.12289428711,42167.8625793457,53814.70361328125,49483.96420288086,52824.54412841797,36819.8225402832,59321.32452392578,44228.6432800293,45531.9831237793,40868.72261047363
TAG(56:1)_FA 18:2,40694.32272338867,53277.06340026856,49173.98376464844,44690.78266143799,56674.32405090332,37984.42261123657,42031.88300704956,44448.86279296875,46653.04292297363,48188.20363616943
TAG(56:1)_FA 20:0,77232.52513122559,56565.463928222656,84959.02661132812,72426.30474853516,88113.16595458984,53248.723571777344,74662.14456176758,76379.42572021484,84049.88464355469,71414.88552856445
TAG(56:1)_FA 20:4,24973.521911621094,29967.62191772461,31862.301986694336,27138.642066955566,25172.66148376465,22632.861625671387,25811.92186355591,28416.202003479004,27232.70221710205,27861.90196228028
TAG(56:2)_FA 16:0,32681.38270568848,35885.12283325195,43374.58352661133,37233.28276062012,35793.442947387695,26323.002082824707,37484.74286651611,35064.98237609863,39751.50277709961,39947.90258789063
TAG(56:2)_FA 16:1,28262.102157592773,28818.56208801269,46891.12347412109,38180.7227935791,39853.54328918457,29758.70204925537,38668.36289978027,37455.302658081055,31768.462158203125,29556.541946411133
