Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
PG (34:4),54064.4638671875,65700.20458984375,51828.84368896485,62481.96432495117,58445.26416015625,57604.16400146485,51124.52349853516,50943.86380004883,56303.083984375,57067.52410888672
PG (34:5),98848.58682250977,136217.45016479492,106144.8264465332,113697.42837524414,89846.84503173828,94560.66693115234,93091.48733520508,91123.22644042967,107448.30584716795,109511.1272277832
PG (34:5)_2,93951.42669677734,120037.7671508789,94973.30615234376,105226.00897216795,87226.1467590332,90437.16638183594,93001.22705078124,85250.4059753418,105301.64752197266,98670.8664855957
PG (34:6),62492.80480957031,82189.62564086914,61685.08441162109,64966.92462158203,88466.5267944336,61463.224182128906,65746.0041809082,61748.304443359375,60929.28512573242,60219.76390075684
PG (36:0),161425.8114013672,163240.29028320312,133486.2294921875,161855.33044433594,120362.70886230467,120062.92929077148,137429.3504638672,138971.9110107422,133008.84814453125,134365.41009521484
PG (36:1),429031.01171875,319739.82080078125,168404.01171875,309153.0009765625,166981.65258789062,166357.49145507812,186507.41333007807,432836.1142578125,308539.82080078125,191490.91357421875
PG (36:2),312738.2443847656,224894.8139648437,156952.45068359375,219512.89697265625,136565.0096435547,124319.60900878906,141173.46923828125,282126.40283203125,230261.67651367188,119517.82763671876
PG (36:3),67619.90502929688,72386.58462524414,59820.203552246094,70320.92504882812,62004.74420166016,58023.80438232422,57461.044189453125,60058.06451416016,61693.52490234375,60826.74398803711
PG (36:4),74410.66467285156,84260.36657714844,71186.66528320312,80452.54571533203,70165.92352294922,65921.06439208984,71613.40441894531,66605.70458984375,71065.82586669922,73727.0849609375
PG (36:5),50790.56378173828,63652.20468139648,56045.08367919922,57807.28387451172,55682.70397949219,51790.00421142578,54978.50360107422,52785.60409545898,53252.52368164063,59748.62362670898
PG (36:6),50681.82357788086,70225.76593017578,54638.98431396485,64160.32427978516,63869.40368652344,51691.30374145508,58855.88381958008,54585.30364990234,52177.62341308594,70817.20590209961
PG (36:7),79149.00595092773,77981.22583007812,60613.324645996094,69147.34451293945,76128.12466430664,68683.0655670166,72932.4455871582,64965.86462402344,69992.90530395508,67029.74417114258
PG (36:8),386411.1553955078,292627.7795410156,193368.9156494141,297908.6530761719,387173.6243286133,277586.1055297852,344737.4437866211,274496.64221191406,330747.1040649414,158835.33087158203
PG (38:0) | PGp (40:6),190174.7135620117,167925.13342285156,124772.2085571289,169809.42895507812,198558.65600585932,141366.56799316406,170645.83209228516,178780.8350830078,187513.8119812012,105925.58773803712
PG (38:1),121216.64819335938,105921.36688232422,90607.34552001952,109294.20849609376,106595.76861572266,87448.78564453125,98048.48657226562,119056.64770507812,114817.3272705078,89344.10607910156
PG (38:2),145187.01055908203,143769.7691040039,135439.39141845703,147819.08984375,174621.65255737305,98696.74505615234,139263.43008422852,152019.31030273438,182344.57415771484,109882.30865478516
PG (38:3),80991.42547607422,79688.54602050781,70741.84423828125,79192.40533447266,67800.78381347656,58550.32345581055,72152.52508544922,81596.04498291016,83887.6265258789,71429.86563110352
PG (38:4),136480.009765625,126488.54956054688,90277.52606201172,119284.06762695312,90394.20678710938,92182.96667480467,99562.02746582033,136852.609375,112404.96801757812,91493.54626464844
PG (38:5),73184.16552734375,80117.82525634766,63794.76446533203,75128.88568115234,72651.28466796875,68546.22485351562,69885.64471435547,66843.80450439453,69600.34539794922,72984.76446533203
PG (38:6),72126.76470947266,93351.48645019533,65490.14456176758,79418.06610107422,93411.40649414062,67631.82458496094,78120.3251953125,75297.84487915039,74013.30462646484,78882.544921875
PG (38:7),235200.4008178711,229901.9549560547,161570.07202148438,222099.0767211914,350485.86111450195,182212.89190673828,259120.6607666016,192790.80987548828,224844.33532714844,146758.23376464844
PG (38:8),68125.20458984375,75823.2456665039,69245.04504394531,72014.1049194336,70308.88424682617,64020.744689941406,70646.2240600586,68165.92510986328,75422.54528808594,70759.24487304688
PG (38:9),91124.20709228516,95750.58721923828,78785.52627563477,100291.76586914062,112607.68743896484,75827.7045288086,98773.00704956056,88645.16540527344,99468.36779785156,89047.78598022461
PG (40:0) | PGp (42:6),386680.98541259766,359981.8244628906,318848.2037353516,375699.0263671875,273436.478515625,273960.65966796875,301134.34674072266,245571.67846679688,284757.35888671875,370156.6664428711
PG (40:0) | PGp (42:6)_2,328446.0856323242,327849.5430908203,292347.3389892578,351540.8924560547,255408.5947265625,264658.8729248047,273542.41900634766,235521.25915527344,249574.1747436524,352662.24353027344
PG (40:1),60631.38446044922,67263.86441040039,50071.84387207031,59966.364318847656,63952.144958496094,47450.92346191406,56693.104064941406,56785.84405517578,60133.38409423828,64269.96405029297
PG (40:10),347433.8899536133,384750.243347168,132398.00854492188,317825.1064453125,845022.247467041,280562.9995727539,599872.6474609375,148833.0092163086,349165.94775390625,257394.07998657227
PG (40:2),152889.55078125,235470.77667236328,115554.06912231444,185994.95513916016,335838.4853210449,147535.951171875,283149.9178466797,98239.52685546876,170979.5723876953,340107.0608520508
PG (40:3),67243.22509765625,76191.64556884766,65587.74530029297,69096.68505859375,61867.403869628906,60491.684020996094,63756.14483642578,73830.7456665039,69079.66436767578,68091.9446105957
PG (40:4),131304.76879882812,125203.9090576172,73237.7451171875,111929.42785644533,72138.82513427734,84477.04565429688,89779.00659179688,136078.26928710938,103473.0281982422,88710.42663574219
PG (40:5),214803.2353515625,189214.6733398437,98597.66650390624,155818.65063476562,96212.92736816406,116205.888671875,134482.56872558594,214730.83447265625,145948.81103515625,130077.3895263672
PG (40:6),1454527.33203125,1134166.7529296875,439533.611328125,905678.443359375,377455.3442382813,608337.8232421875,705732.9873046875,1507705.8779296875,885874.5595703125,632660.005859375
PG (40:7),95819.58770751952,109157.82763671876,76022.64544677734,97777.5267944336,83356.36633300781,77835.32458496094,87491.78662109375,104822.06811523438,104698.54748535156,85600.54602050781
PG (40:8),70589.02517700195,74316.80572509766,64786.14407348633,76690.04595947266,75138.02499389648,58737.784423828125,71536.7844543457,74617.3256225586,88821.12512207031,75270.48425292969
PG (40:9),73295.86639404297,81593.3857421875,62658.38494873047,78606.86535644531,107797.2470703125,67421.0844116211,84672.28698730469,66907.54553222656,77307.64636230469,69086.00448608398
PG (42:0),191951.00843811035,189561.2371826172,67832.3440246582,118242.12942504884,130338.26936340332,146706.37237548828,170693.11334228516,60730.363830566406,141756.80856323242,217045.312576294
PG (42:1),50540.44409179688,54910.44375610352,48594.683349609375,54373.26290893555,56337.74450683594,54736.624084472656,56178.68392944336,52285.224029541016,45261.36364746094,59353.02442932129
PG (42:10),60959.76477050781,68879.08529663086,53123.06378173828,63663.584869384766,52832.76388549805,55560.32455444336,55439.14297485352,56988.46380615234,56950.96380615234,61894.284576416016
PG (42:11),211025.7693786621,216991.89895629883,187432.17050170896,205345.1366882324,160206.6521911621,169173.9524230957,192983.8348693848,159590.43127441406,173374.3127746582,257570.59176635745
PG (42:2),61565.16424560547,62108.04452514648,46965.04309082031,62189.46389770508,59099.223205566406,54113.34405517578,65301.14498901367,46682.3434753418,53564.103515625,62149.844787597656
PG (42:3),244389.21502685547,220453.49542236328,102580.22747802734,191108.21502685547,184676.6134033203,162115.51239013672,255126.0132446289,85029.10598754883,169165.3916015625,264390.27673339844
PG (42:4),46201.92303466797,55963.2038269043,39670.80233764648,49291.34387207031,67969.06617736816,42449.64309692383,60225.58432006836,42988.94256591797,43789.84332275391,54926.94329833984
PG (42:5),44851.36322021485,59732.40423583984,39687.96212768555,52950.54333496094,51533.30358886719,44770.422912597656,49600.5637512207,44707.50329589844,50938.74362182617,47873.883728027344
PG (42:6),111978.44787597656,105658.9676513672,78566.76510620117,96676.70874023438,109208.22689819336,80434.82650756836,86121.02471923828,101639.36755371094,103990.80810546876,68201.84521484375
PG (42:7),55914.76446533203,64392.66424560547,45759.76330566406,52699.023986816406,52550.04370117188,48609.30310058594,54640.36395263672,51237.02395629883,52168.9838256836,60893.08416748047
PG (42:8),63201.343505859375,81313.66589355469,58426.36376953125,67711.52502441406,76391.74569702148,64025.48516845703,68634.38497924805,62403.044921875,62190.14422607422,77945.88589477539
PG (42:9),98093.30688476562,112536.04901123048,107231.66885375977,111742.00793457033,108513.7671508789,102591.74752807616,117689.04864501952,101952.6469116211,97977.24578857422,123386.61059570312
PG (44:0),32861.7825012207,37497.34252929688,29381.022003173828,32521.52227783203,35008.48229980469,31383.36227416992,33691.542541503906,34965.44259643555,33262.96224975586,35666.96252441406
PG (44:1),29842.182052612305,39869.24317932129,31131.60206604004,34037.30229187012,33978.18241119385,31751.201873779297,32411.2022895813,31198.04219055176,33282.902084350586,33987.62259674072
PG (44:10),75505.92578125,75019.96502685547,51835.90432739258,67778.64581298828,51927.18307495117,43259.36364746094,57772.48425292969,78740.9857788086,65068.80432128906,65297.76440429688
PG (44:12),80839.92565917969,70893.74499511719,43432.78308105469,61501.40411376953,42709.36306762695,46312.2431640625,50526.483642578125,77035.52551269531,62287.16400146485,53533.22338867188
PG (44:2),37004.942321777344,42002.942794799805,36351.96240234375,39444.44257354736,35662.54256820679,32748.462493896484,38754.9227104187,37355.40297698975,33939.68244934082,42575.04299926758
PG (44:3),32100.20236968994,41804.96261978149,33163.26206970215,35796.282653808594,34672.08222579956,30187.46196746826,35820.062576293945,36100.4821395874,29534.821868896484,36767.96298217773
PG (44:4),36113.30276489258,42994.66302490234,31155.66227722168,35939.44256591797,37252.70248413086,33523.26232910156,36859.12268066406,31918.32235717773,35511.52276611328,35768.102447509766
PG (44:5),34946.762603759766,44946.94287109375,33023.262268066406,35725.982360839844,35485.38265991211,31194.802139282227,36506.70275878906,32406.202529907227,34901.16226196289,36045.62239074707
PG (44:6),35425.34240722656,45148.56329345703,33732.92266845703,38206.00277709961,35773.90287780762,33014.842376708984,35387.64245605469,35133.322357177734,36211.68254089356,42121.50277709961
PG (44:7),39800.88275146485,44898.802978515625,34147.74264526367,41860.48272705078,38421.24291992188,33340.382263183594,37747.86277770996,36157.48257446289,34939.702545166016,37912.96269226074
PG (44:8),38250.26290893555,46435.10307312012,32788.08201599121,40996.06311035156,39977.22344970703,37485.54287719727,42299.7428894043,36939.80267333984,36329.3825378418,43682.42297363281
PGo (20:0),107032.38772583008,114376.78848266602,99179.10736083984,112998.56848144533,9004.700626373291,1752.1801261901855,2096.8401527404785,95003.36639404295,104923.28881835938,3931.280323028565
PGo (28:0),45792.54333496094,50857.20318603516,44760.9430847168,47109.96301269531,42382.58331298828,49329.743713378906,43562.302978515625,40495.5032043457,43321.10287475586,47538.78332519531
PGo (30:0),124834.84765625,123809.14752197266,79108.62628173828,118421.48690795898,144128.23057556152,107639.56756591795,129981.07046508788,98987.4676513672,111013.54626464844,81314.30645751953
PGo (30:1),54072.783752441406,65055.28451538086,57333.80349731445,63302.0439453125,63989.965423583984,62933.76449584961,66229.48439025879,51926.68359375,59348.16375732422,66532.88589477539
PGo (32:0),49651.88299560547,59870.904205322266,48537.143615722656,53017.70394897461,51577.30422973633,47509.843505859375,47567.54370117188,46557.283203125,48915.94323730469,54591.664642333984
PGo (32:1),38855.72317504883,43894.94357299805,38342.92288208008,40278.74264526367,41316.342849731445,35941.222747802734,40180.48254394531,36497.32269287109,37011.022369384766,42592.64289855957
PGo (34:0),111612.10733032228,167314.27221679688,113057.68807983398,129640.26983642578,140704.85055541992,103531.3472290039,129005.35140991212,133062.38961791992,121249.7887878418,97997.7671508789
PGo (34:2),58538.74411010742,63146.04479980469,57613.323486328125,60914.184509277344,54465.34353637695,55877.66387939453,58075.86437988281,51145.7839050293,51063.40393066406,60707.74407958984
PGo (34:3),51776.42431640625,60478.383850097656,46906.86361694336,55654.40444946289,48718.64352416992,50387.72393798828,46732.243255615234,50068.70336914063,50303.22366333008,54144.42349243164
PGo (34:4),49149.02374267578,61385.48443603516,51455.54376220703,51076.18356323242,45702.04336547852,47100.96328735352,50440.663665771484,46450.84396362305,48449.08349609375,50942.82339477539
PGo (36:0),62443.60369873047,67894.82437133789,56470.32360839844,64263.56329345703,65157.86471557617,57598.74435424805,59897.08505249024,58077.323822021484,64343.26449584961,59334.32354736328
PGo (36:1),285783.7366333008,230704.6149291992,150245.22924804688,224637.09796142572,307595.0781860352,218115.9921875,266618.97576904297,208030.5352172852,246040.82153320312,135002.35064697266
PGo (36:2),53417.90362548828,67103.50463867188,55921.52383422852,62212.984130859375,56361.88485717773,54165.26373291016,58624.18405151367,55131.56329345703,57494.00372314453,58052.84399414063
PGo (36:4),52028.80285644531,62151.44415283203,49680.02340698242,60861.964111328125,51396.08380126953,52823.943908691406,55364.96389770508,48457.92364501953,47689.80313110352,56044.36352539063
PGo (36:5),49421.10395812988,59320.704345703125,46413.14306640625,54335.72375488281,52142.02368164063,48857.323822021484,51333.34359741211,44552.302978515625,47136.86340332031,55139.16397094727
PGo (38:0),143249.34857177734,155034.89208984375,120346.66806030272,152169.31298828125,239445.99801635745,123637.14877319336,173180.0138244629,132979.26892089844,147475.99182128906,116730.86724853516
PGo (38:1),66932.4848022461,69299.40502929688,70490.60546875,65572.30456542969,69651.22485351562,64217.26419067383,65872.94485473633,70386.44537353516,76129.94500732422,69604.48468017578
PGo (38:2),77546.48443603516,81405.80499267578,71116.94439697266,84578.00561523438,96534.12768554688,66282.70516967773,82885.78546142578,78902.7846069336,82291.90655517578,74408.54528808594
PGo (38:3),102217.14749145508,102999.38684082033,77985.62548828125,94767.34692382812,106422.64846801758,71745.64501953125,87379.40594482422,84786.5853881836,103856.68701171876,68430.84481811523
PGo (38:4),66897.48486328125,83205.18591308594,75568.14498901367,80640.86560058594,68758.68542480469,68570.02490234375,71416.92556762695,70333.10461425781,74597.46496582031,74299.46478271484
PGo (38:6),54999.484130859375,62539.08416748047,52358.62384033203,63028.8639831543,60699.52423095703,60136.244049072266,60036.14419555664,52333.483459472656,57005.62457275391,60651.12423706055
PGo (40:0),100427.04815673828,102478.54705810548,71142.16455078125,93013.34545898438,85162.96621704102,72680.26531982422,84274.74530029297,105722.20715332033,95471.30651855467,83753.54583740234
PGo (40:1),76822.50582885742,71901.48519897461,64559.40512084961,73884.94479370117,77493.76443481445,62264.8447265625,70736.5443725586,77105.1254272461,90438.94757080078,70072.9055480957
PGo (40:2),61305.5849609375,69324.22463989258,60411.30471801758,67165.044921875,87120.08511352539,54822.10385131836,65676.56460571289,66872.92471313477,66537.72482299805,64940.70413208008
PGo (40:4),53854.50396728516,61135.78384399414,53703.48419189453,53457.72344970703,55063.84414672852,53548.64385986328,49574.54382324219,48547.442810058594,47624.90316772461,55652.70379638672
PGo (40:5),49527.46350097656,63562.32467651367,50655.46398925781,55823.5442199707,57307.144134521484,51800.1237487793,56264.34368896485,50647.163482666016,50807.943359375,60157.10443115234
PGo (40:6),106125.02682495116,125998.02877807616,104974.52770996094,115162.54913330078,129591.58856201172,103898.68588256836,119155.5092163086,90970.80603027344,103260.30822753906,126965.17022705078
PGo (40:9),247498.19506835932,269319.83880615234,101213.80633544922,232130.27764892572,612374.8541870117,217792.73303222656,444719.8696899414,115702.68768310548,249815.9822998047,196742.75912475583
PGo (42:0),50446.10366821289,55096.283447265625,43748.38275146485,51210.94323730469,45940.32308959961,44321.06332397461,48612.52342224121,45254.70333862305,46148.44317626953,54689.8434753418
PGo (42:1),52096.18359375,62784.88461303711,47595.622955322266,56030.16375732422,60541.04409790039,48821.02349853516,53552.804290771484,52350.0634765625,52250.76345825195,66231.34411621094
PGo (42:2),81075.36456298828,96294.626953125,95882.7466430664,93059.50799560548,93256.12655639648,81612.76623535156,90816.74588012695,85602.42660522461,78245.78515625,98828.24572753906
PGo (42:4),137700.07131958008,145619.43072509766,112220.50759887695,125004.08850097656,117360.78512573242,115833.44854736328,133589.42797851562,102255.64846801758,111570.43115234376,163631.09649658203
PGo (42:6),78712.88482666016,88599.08703613281,70965.72583007812,85612.80584716797,76203.62435913086,73886.56579589844,85340.52587890625,65990.94467163086,80188.5260925293,86463.16606140137
PGp (16:0),95155.78619384766,122069.18914794922,101734.8468017578,101443.34777832033,102588.56823730467,79185.10583496094,91221.5474243164,86800.22703552246,82279.68450927734,99489.88684082033
PGp (20:0),50748.52404785156,58984.74429321289,47526.68353271485,55009.34324645996,1536.0001068115234,2121.320156097412,1516.7800979614258,44169.06301879883,49566.26345825195,1512.1401100158691
PGp (28:0),53166.40361022949,52739.06344604492,51070.86331176758,53483.80380249024,54693.92346191406,58634.88412475586,56327.744384765625,41236.70323181152,45886.78308105469,52987.52404785156
PGp (30:1),78523.48532104492,78239.08456420898,56960.34420776367,74333.00527954102,87349.36724853516,71705.98443603516,84479.60583496094,59803.6438293457,68356.7453918457,61197.98422241211
PGp (34:4),50230.42370605469,56967.36407470703,47266.22341918945,49507.12350463867,62098.10424804688,47672.54370117188,49620.62377929688,45302.60330200195,46496.32345581055,50651.92395019531
PGp (36:5),99507.02731323242,105093.00598144533,91574.78665161131,99188.92712402344,85710.74560546875,81570.76574707031,86896.5054321289,90596.96746826172,86327.5267944336,91346.60638427734
PGp (38:6),171103.37353515625,176993.6121826172,136844.36950683594,179790.9522705078,124424.86944580078,126596.38885498048,133670.15032958984,147621.91052246094,149696.55139160156,147638.07006835938
PGp (42:2),54688.58361816406,58250.90368652344,46171.34356689453,50129.403381347656,52098.22317504883,46996.38366699219,51375.883697509766,52953.28405761719,50553.884185791016,52360.42398071289
PGp (42:4),40814.92303466797,50016.62373352051,37711.06271362305,41654.24267578125,45208.54302978516,38542.30252075195,43746.80310058594,39785.44259643555,40915.52307128906,46222.04309082031
PI (14:1),87930.18745422363,70079.9447593689,550871.9754638672,591114.2644042969,619566.3386230469,593264.8675537109,403640.1101951599,566263.6274414062,568156.7719726562,541832.4869384766
PI (20:1),51636.04315185547,80597.72583007812,156028.97131347656,212258.8922119141,135442.548828125,153404.39111328125,126028.8702392578,157365.06860351562,170992.2921142578,162668.75073242188
PI (24:0),24467.20165252685,24730.18170166016,76735.80584716797,86344.14608764648,131636.69116210938,82418.20629882812,54428.62454223633,83316.58605957031,93222.62606811523,91541.90481567384
PI (26:0),28669.461959838867,30201.982330322266,76965.00576782227,81403.72564697266,136643.06964111328,71160.0844116211,66312.02551269531,68760.38562011719,80054.80554199219,97936.3662109375
PI (26:1),83967.46563720703,107050.32697677612,173937.8916015625,170603.53125,175526.85180664062,164137.63232421875,152212.65161132812,175663.29125976562,166399.751953125,172586.43334960938
PI (28:0),35015.34257507324,33278.442321777344,145623.56951904297,132350.24908447266,210847.853515625,99512.1669921875,120998.14569091795,93188.18670654295,132882.4111328125,142335.17135620117
PI (28:1),24566.401596069336,23009.56155776977,81748.34619140625,77621.08575439453,103639.18815612792,62457.46334838867,59733.48333740234,56902.40417480469,81674.5862121582,79698.16528320312
PI (28:2),13028.300888061523,14813.681037902832,44569.30319213867,47503.14274597168,49293.24336242676,39313.843338012695,33366.50263214111,42411.60317993164,44544.46307373047,46909.32334899902
PI (30:0),153856.65075683594,180620.233127594,503670.7768554688,453233.1123046875,600745.9233398438,371013.24755859375,483270.1123046875,338879.2607421875,460144.513671875,436150.5903320313
PI (30:1),62417.544036865234,58668.24398803711,259149.7164306641,225333.3770751953,331844.76916503906,163220.0106201172,223326.7996826172,147573.2709350586,233879.83850097656,214378.35424804688
PI (30:2),26180.82194519043,27674.90180587769,117826.70809936523,107158.80743408205,113952.34664916992,77401.26596069336,88728.66516113281,91243.84704589844,107919.76770019533,100075.86590576172
PI (30:3),15421.001209259031,13624.020961761476,46468.0036315918,49826.68344116211,44443.52345275879,36983.30267333984,37546.80274963379,48981.8035736084,47740.98294067383,47237.08316040039
PI (30:4),16516.641235351562,14883.041118621826,56594.64394378662,65357.46495056152,55272.86380004883,51849.923263549805,37512.02251434326,53718.924072265625,52017.38387298584,58441.36415100098
PI (32:0),226664.05493164065,280792.08029556274,841673.4555664062,733344.2294921875,1022960.29296875,603373.828125,776586.3583984375,544128.6948242188,718730.6303710938,684884.3095703125
PI (32:1),158019.0926513672,177726.95261001587,633433.8061523438,518059.5971679688,731231.4521484375,363487.1440429688,551380.0859375,358302.3249511719,531106.8959960938,466929.41552734375
PI (32:2),168559.77099609375,204110.29377365112,401856.6674804688,385358.2055664063,412517.8911132813,316571.44384765625,369250.265625,317306.123046875,369589.6064453125,336442.7666015625
PI (32:3),19844.92123413086,14850.261013031006,57898.944580078125,62074.70454406738,55555.143814086914,49103.28366088867,41283.76281738281,56304.383697509766,60333.6842956543,55138.90367126465
PI (32:4),25519.94155883789,14999.861114501951,81539.48597717285,83605.10633850098,74745.18518829346,79951.76582336426,58125.183586120605,71281.46572875977,73701.24594116211,80365.96714782715
PI (32:5),26611.42183303833,14830.341152191162,73261.28625488281,76573.52513122559,76148.80502319336,62165.52488708496,54305.78366088867,66796.20455932617,74073.40518188477,69025.5258178711
PI (34:0),232600.81591796875,280374.07820510864,512041.5361328125,498886.8403320313,623987.62890625,460397.4150390625,498755.498046875,419001.99072265625,487042.5947265625,490563.6958007813
PI (34:1),137670.65002441406,122307.40782928468,579147.099609375,504785.4711914063,889017.3286132812,458133.41259765625,499667.3879394531,394524.6276855469,552469.7026367188,500362.74853515625
PI (34:2),114742.7876586914,133015.08963012695,400424.6218261719,379800.2087402344,430897.6337890625,266769.8801269531,325588.2214355469,258359.8984375,371013.0993652344,319469.38232421875
PI (34:3),34141.82288360596,21821.04155731201,100206.666015625,102268.74661254884,94210.12837219238,59920.004959106445,64454.92425537109,64540.84487915039,89269.1460571289,76133.38534545898
PI (34:4),16654.061199188232,14754.461009979248,53800.28352355957,52410.48387145996,47874.983642578125,44414.5233001709,42308.583236694336,50764.82356262207,49083.20343017578,50378.26371765137
PI (34:5),31439.92170715332,16785.881183624268,101869.68836975098,107101.6082458496,85700.88670349121,84554.58624267578,66850.80519104004,84979.24523925781,90614.62478637695,85606.82583618164
PI (34:6),18714.88136291504,15238.121044158936,64135.80404663086,64948.94467163086,65852.24499511719,52569.844177246094,51973.54399108887,53006.384353637695,57035.24496459961,59575.82458496094
PI (36:0),107766.46856689452,129973.48913192748,220398.25512695312,217847.33715820312,220439.41796875,190911.8935546875,194182.8740234375,189223.052734375,214415.91455078125,210801.03540039065
PI (36:1),55202.26419067383,35326.082458496094,148002.29064941406,143476.388671875,231554.33306884769,117868.54809570312,98630.2667541504,123843.02740478516,172986.8731689453,152604.65057373047
PI (36:2),74638.88568115234,54751.10397720337,247324.9776611328,247442.3795166016,347221.26403808594,173390.69091796875,141449.169921875,201824.5760498047,286442.0803222656,261545.3162841797
PI (36:3),41156.443351745605,29765.22229385376,191855.3726196289,202457.45281982425,210705.37322998047,111121.72708129884,96264.20678710938,96688.50714111328,176302.03131103516,137257.19046020508
PI (36:4),49908.4637298584,27570.30178451538,293733.8406982422,395044.025390625,444851.0302734375,311892.96185302734,208838.13186645508,169668.712890625,328438.86279296875,156828.09075927734
PI (36:5),16733.221225738525,17634.961238861084,62628.24432373047,70304.56506347656,62136.48394775391,53828.84327697754,38657.74298095703,57463.94519042969,63750.844299316406,56451.18359375
PI (36:6),22048.6414642334,29084.102226257324,65124.34454345703,65759.9838256836,65790.98452758789,55169.60394287109,43805.8829498291,62304.02423095703,59921.58428955078,67478.72467041016
PI (36:7),28712.38201904297,26753.34200286865,90283.00506591795,88219.08685302734,89188.02719116211,66670.36419677734,62992.68392944336,73574.14456176758,79333.6460571289,87152.42645263672
PI (36:8),41357.282791137695,31120.18238067627,131175.66989135742,117885.36883544922,199022.7706298828,113184.8489074707,97295.78729248048,93347.94720458984,118898.4893798828,113069.44863891602
PI (38:0) | PIp (40:6),28102.72184753418,22504.46148300171,68647.0845336914,62716.284088134766,69395.68508911133,55955.42413330078,50495.86276245117,63128.58474731445,63181.28512573242,55427.54382324219
PI (38:0) | PIp (40:6)_2,31030.381942749023,20489.42149353028,70591.28549194336,66164.56442260742,65556.38473510742,55738.78399658203,46128.84358215332,57104.423828125,59609.86474609375,55243.6237487793
PI (38:1),17341.581089019775,18118.301147460938,61934.20388793945,57676.76406860352,57930.88377380371,47118.68362426758,40257.12301635742,49401.9635925293,55624.02359008789,53526.56369018555
PI (38:2),22272.68154144287,14486.080951690674,62454.84420776367,68446.14489746094,68698.42471313477,51706.22393798828,42224.622955322266,63591.30352783203,68126.08534240723,60695.98410797119
PI (38:3),35302.64250946045,17836.481163024902,138112.22882080078,176123.87170410156,216682.29400634769,166701.99444580078,112467.3087310791,100099.98727416992,174208.31201171875,90154.30599975586
PI (38:4),145686.7495727539,46381.72327804565,1011579.4360351562,1457961.3286132812,1806871.6315917969,1462645.5623779297,877265.9484710693,600095.0607910156,1419173.439453125,466919.0941162109
PI (38:5),59704.60357666016,23604.98152923584,236406.95666503903,358466.3269042969,337966.02447509766,326711.46282958984,193154.3924560547,134232.85034179688,298323.02111816406,131125.10864257812
PI (38:6),42183.76315307617,29075.501956939697,109593.56811523438,131915.46899414062,145562.5099182129,111479.76681518556,80040.12524414062,86559.54675292969,128362.70904541016,99290.42614746094
PI (38:7),35107.50262069702,21339.801528930664,112569.38653564452,141311.92840576172,326400.118057251,141646.7091369629,93209.78649902344,125290.06860351562,156127.7317199707,99885.54620361328
PI (38:8),28192.961990356445,22890.121536254883,70115.16436767578,69466.90509033203,83928.76547241211,59271.78369140625,47236.30364990234,60470.62435913086,64158.74456787109,68912.60464477539
PI (38:9),27357.341987609863,21094.00144958496,61301.80465698242,60089.66397094727,60564.72351074219,46377.602600097656,42822.58346557617,54494.08364868164,57870.48388671875,53748.92353820801
PI (40:0),129526.97062683104,20942.041400909424,215499.7189025879,234002.0965881348,219492.8318786621,202969.8313293457,127687.32843017578,160303.71112060547,198166.2741394043,196063.93464660645
PI (40:1),22981.662071228027,15756.601119995115,62246.86457824707,54353.603271484375,51379.3846282959,37174.88285827637,37035.943016052246,43091.48300170898,49677.64376831055,44952.94305419922
PI (40:10),52954.96369934082,13915.401054382324,70333.64590454102,101256.16595458984,131758.37153625488,71694.42498779297,61198.58460998535,107894.32801818848,146951.37197875977,66395.92601013184
PI (40:2),27549.96199798584,13505.20086669922,85186.2060546875,64669.52416992188,66264.96572875977,47470.24327087402,40559.40326309204,67095.02550506592,67718.18428039551,67674.8861541748
PI (40:3),20366.941482543945,20482.52130889893,45775.84368896485,45589.18276977539,44942.92306518555,39732.98281860352,33122.60251617432,45289.083251953125,44946.62307739258,37289.32304382324
PI (40:4),26251.68170928955,12934.420948028564,49107.66371154785,49793.68347930908,53345.7233581543,43950.302978515625,31935.482414245605,48393.2236328125,53748.423736572266,45763.32305908203
PI (40:5),29581.10182189941,16669.021228790283,66822.82516479492,71178.06491088867,76468.50581359863,59723.94482421875,44385.10305786133,61930.54440307617,67179.22486877441,62180.86479187012
PI (40:6),87737.78637695312,29873.121921539307,111063.46746826172,132795.1298828125,145851.39001464844,131605.98852539062,83133.74520874023,108578.80767822266,153336.9307861328,88955.80624389648
PI (40:7),31155.921813964844,19793.781406402588,77506.4651184082,80106.32571411133,80837.00570678711,73256.00454711914,57271.22450256348,61969.06427001953,77174.12557983398,63605.34391784668
PI (40:8),49289.664138793945,23108.16169738769,73756.8247680664,67220.62490844727,66106.26455688477,110702.82968139648,62285.20376586914,63611.2649230957,71988.68502807617,63058.0641784668
PI (40:9),17913.96111679077,14623.161144256592,41983.82302856445,50833.723541259766,48874.84365844727,38300.92251586914,30015.36199951172,46641.54342651367,48244.60386657715,45278.76362609863
PI (42:0),33623.562534332275,18191.221115112305,56448.36389160156,56106.70397949219,53007.48338317871,49657.343185424805,41834.98313522339,52182.34414672852,65609.20486450195,65875.96427154541
