Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
Lyso_PI(18:4) | PI (18:4),68908.92468261719,76902.90512084961,72776.52423095703,48817.48341369629,55700.38426208496,22495.561809539795,70460.44506835938,55737.4841003418,64996.944915771484
Lyso_PI(18:4) | PI (18:4)_2,67838.08477783203,72985.0853881836,71582.64477539062,48895.14289855957,53559.124420166016,21912.30149078369,67203.64419555664,57006.963928222656,58346.92401123047
Lyso_PI(19:0),529254.7145385742,484439.8168334961,413745.2269897461,125100.61126708984,438352.7853088379,87234.50659179688,482824.270690918,122232.46685028076,257660.8764038086
Lyso_PI(19:1),171724.43200683594,157603.5704345703,205387.09448242188,8626.620601654053,144426.42932128906,61288.58380126953,199263.63305664065,8759.680561065674,131175.3076171875
Lyso_PI(20:0) | PI (20:0),61579.3039855957,79255.18534851074,72635.96560668945,189781.7537536621,80585.72679138184,19930.66131591797,106673.32723999023,180514.827835083,62549.44488525391
Lyso_PI(20:0) | PI (20:0)_2,61042.98391723633,79000.14590454102,74005.36441040039,187632.29229736328,83022.92585754395,22328.92156982422,105164.82763671876,178818.23100280762,60833.4248046875
Lyso_PI(20:1),165078.49047851562,175328.35302734375,149493.8104248047,119667.44873046876,135956.27124023438,79317.16619873047,151939.70959472656,129286.1279296875,151903.49047851562
Lyso_PI(20:2) | PI (20:2),1003061.4029541016,942263.7373657228,672845.5310821533,248946.3592224121,501401.5224761963,37201.602478027344,561861.8635864258,381435.29878234863,1170886.2150268557
Lyso_PI(20:2) | PI (20:2)_2,1007710.8746337892,945370.1643676758,679754.2737121582,249093.87591552731,509448.3409729004,37587.6025390625,556768.84765625,383117.60021972656,1106764.4852600098
Lyso_PI(20:3) | PI (20:3),71380.48556518555,109065.06716918944,78296.54550170898,48116.5837097168,58360.84338378906,20523.92153930664,72605.68594360352,53147.68426513672,64936.6848449707
Lyso_PI(20:3) | PI (20:3)_2,66447.80508422852,108928.9676513672,79232.84661865234,48873.56314086914,59421.383728027344,21250.781448364258,69017.185546875,51563.663650512695,62434.70349121094
Lyso_PI(20:4) | PI (20:4),74845.50500488281,124237.82723999023,79367.46630859375,43223.42284393311,68561.72511291504,17632.92108154297,87106.1657409668,55227.74401855469,68848.70486450195
Lyso_PI(20:4) | PI (20:4)_2,72096.44534301758,124659.04876708984,76568.8053894043,43757.00346374512,64750.363998413086,22660.181610107426,89753.96673583984,51825.86293029785,79732.8257446289
Lyso_PI(20:5) | PI (20:5),91448.02639770508,84247.44598388672,100297.40631103516,51292.763092041016,67474.04556274414,30076.642120361328,79494.80603027344,49164.38345336914,70780.54507446289
Lyso_PI(20:5) | PI (20:5)_2,90679.0873413086,84855.4857788086,102349.10690307616,53015.58332824707,65923.54495239258,30622.52243041992,88005.42596435547,50102.02349853516,72338.08581542969
Lyso_PI(21:0),84067.546875,87720.9663696289,95151.248046875,104170.94622802734,87422.86624145508,30948.36196899414,91590.28720092772,264638.57638549805,101205.84634399414
Lyso_PI(22:0) | PI (22:0),206093.8515625,136723.00854492188,157687.591796875,101894.08666992188,109381.94738769533,37486.88262939453,140767.548828125,125089.00979614258,115492.04849243164
Lyso_PI(22:0) | PI (22:0)_2,204358.2969360352,140389.76947021484,162375.03314208984,99719.22708129884,107903.88751220705,35168.702365875244,141808.4517211914,131778.3096923828,116161.00805664062
Lyso_PI(22:1) | PI (22:1),72899.08612060547,55840.32385253906,59668.404052734375,48246.743255615234,57225.78430175781,26316.72204589844,61129.96496582031,66833.24462890625,55431.84411621094
Lyso_PI(22:1) | PI (22:1)_2,72859.7847290039,53866.50378417969,58015.44400024414,44562.3427734375,51698.723693847656,25449.00187683105,56105.20346069336,60314.784744262695,53557.20397949219
Lyso_PI(22:2) | PI (22:2),52567.44366455078,61767.42385864258,61551.36492919922,51271.18376922608,47449.22351074219,17725.281211853027,59695.10395812988,53020.74375152588,54673.72396850586
Lyso_PI(22:2) | PI (22:2)_2,54188.56330871582,57124.38357543945,58959.60395812988,53914.123191833496,50490.88342285156,16514.36127471924,60088.64375305176,51048.16374206543,55382.54476928711
Lyso_PI(22:4) | PI (22:4),73600.02499389648,103006.76626586914,74778.62466430664,59230.54405212402,66780.70523071289,24625.58140563965,83175.56524658203,63331.00454711914,74127.18493652344
Lyso_PI(22:4) | PI (22:4)_2,73409.66497802734,105546.9481201172,85225.04528808594,59971.30480957031,64615.66500854492,23038.22187805176,80308.14596557617,63792.02368164063,71487.34497070312
Lyso_PI(22:6) | PI (22:6),75545.02505493164,88791.8857421875,87440.16510009766,80266.18502807617,119871.6668701172,24869.0018157959,92250.28704833984,92995.88725280762,76259.06536865234
Lyso_PI(22:6) | PI (22:6)_2,75985.60598754883,90237.08618164062,100554.4679260254,81945.04669189453,110091.80856323242,22629.261688232426,94289.00485229492,95767.90649414062,77209.24542236328
Lyso_PS(12:0) | PS (12:0),15442.441108703611,34404.902114868164,26479.14196395874,73219.42547607422,77032.76495361328,40379.86267852783,17560.501140594482,70555.78540039062,64657.30401611328
Lyso_PS(12:0) | PS (12:0)_2,16327.38123703003,35306.34232711792,26400.38193511963,68938.8851928711,70448.845703125,37503.60297012329,20239.181621551517,76382.52453613281,61082.52456665039
Lyso_PS(13:0) | PS (12:0),21207.081481933597,58036.60424804688,24735.54165649414,99603.64685058594,103346.74633789062,65955.86489486694,28188.181789398197,111091.10729980467,91875.1866455078
Lyso_PS(13:0) | PS (12:0)_2,21339.561714172363,64569.084400177,29634.36228942871,108921.32800292967,102911.18737792967,64318.90487289429,28940.301986694336,107747.88830566406,97402.46704101562
Lyso_PS(14:0),20525.641445159912,34221.862464904785,31639.182495117188,95390.38604736328,87068.30596923828,28089.121921539307,19024.381217956543,109584.58709716795,84214.98571777344
Lyso_PS(14:1) | PS (14:1),310236.50410461426,283956.6777610779,499643.1551513672,2019083.532714844,1399402.146484375,239045.85823440552,266529.4800186157,2416793.9765625,1442131.3994140625
Lyso_PS(14:1) | PS (14:1)_2,326401.11850357056,283205.55752182007,504826.7169189453,2027265.5493164065,1366494.2841796875,228577.01641845703,278942.3008422852,2363559.783203125,1425891.8232421875
Lyso_PS(15:0) | PSo (16:0),17739.221046447754,28534.82201385498,3884.3802375793457,64642.98434448242,80137.74743652344,10335.880744934082,21079.141624450684,85585.96618652344,89865.86529541016
Lyso_PS(15:0) | PSo (16:0)_2,14203.780868530272,19471.3415184021,3340.4602394104004,68425.32525634766,80004.34539794922,7451.060451507568,7019.320518493652,85501.26641845703,87161.04721069336
Lyso_PS(15:1),22005.74157714844,49850.543685913086,68373.52584075928,128141.25073242188,140951.90887451172,46781.4033203125,22129.921558380127,130979.0698852539,102316.28698730467
Lyso_PS(16:0) | PS (16:0),1527.2801055908203,1735.6601066589355,1470.0201034545898,128081.49114990234,125329.72994995116,1468.0801048278809,1464.320110321045,133364.57022094727,98567.60806274414
Lyso_PS(16:0) | PS (16:0)_2,1490.920093536377,1494.4601135253906,1542.6601028442385,128352.13189697266,125700.72607421876,1464.6000938415527,1476.9000968933103,141001.18823242188,104074.607421875
Lyso_PS(16:1) | PS (16:1),1463.0200996398926,1461.56010055542,1574.1801071166992,58237.60403442383,62345.724517822266,1605.1201171875,1463.8400955200195,69251.94485473633,59162.12438964844
Lyso_PS(16:1) | PS (16:1)_2,1463.2201042175293,1492.1600952148438,1474.760108947754,59639.08438110352,66766.80487060547,1480.9200897216797,1464.60009765625,65641.16519165039,66995.9047241211
Lyso_PS(17:0) | PSo (18:0),196158.55406570435,264401.6774787903,718753.8912353516,2134706.1748046875,1419614.7587890625,219361.6747894287,393649.284034729,2589490.008300781,1496242.6928710938
Lyso_PS(17:0) | PSo (18:0)_2,470603.8163948059,265930.3554763794,753800.2857666016,2206227.642089844,1477076.1206054688,208020.2352256775,393516.7474327088,2697833.5893554688,1578359.8095703125
Lyso_PS(17:0) | PSo (18:0)_3,446125.8094329834,246916.8966331482,652264.4158935547,2317702.9331054688,1549653.1533203125,190187.8539199829,149694.4507637024,2825750.7607421875,1659603.2670898438
Lyso_PS(17:1) | PSp (18:0),8278.260597229004,20156.321586608887,20749.08142471313,78891.42602539062,82797.80599975586,18442.22137069702,17037.38104248047,89973.02630615234,56818.244384765625
Lyso_PS(17:1) | PSp (18:0)_2,14554.2209815979,21175.861499786377,19557.861598968502,79398.90576171875,83881.50701904297,19047.681308746334,9049.580646514893,88361.52572631836,57330.34414672852
Lyso_PS(17:2),15911.041229248049,27406.18185043335,20650.16146850586,50638.72396850586,62408.68505859375,24899.18170166016,17015.300937652588,57510.04473876953,50176.52365112305
Lyso_PS(18:0) | PS (18:0),21799.001377105717,36419.962799072266,28956.182048797607,58232.74280929565,94535.44651412964,34645.342334747314,30125.28234863281,84801.46618270874,59853.704528808594
Lyso_PS(18:0) | PS (18:0)_2,14719.001064300535,40121.50302886963,31424.701442718502,26188.54146575928,81346.66519927979,35935.66244125366,17383.781337738037,18671.841175079346,41798.14281463623
Lyso_PS(18:1) | PS (18:1),17376.641262054443,35967.84259033203,18823.72151184082,53166.703411102295,59132.34423828125,31371.542274475098,19576.62127304077,58371.484466552734,46029.16339111328
Lyso_PS(18:1) | PS (18:1)_2,10244.600658416748,32078.12224960327,20738.22127532959,45441.663356781006,57194.30383300781,30154.882194519043,10031.400760650637,53223.34387588501,47070.60305786133
Lyso_PS(18:2) | PS (18:2),15718.441352844238,22068.96136856079,16611.26108932495,41545.002700805664,43420.50286865234,20752.38147354126,15020.741409301758,43043.58302307129,41076.00286865234
Lyso_PS(18:2) | PS (18:2)_2,9508.90069580078,26627.54210281372,15198.48119354248,39460.88265991211,45614.623764038086,22810.42158126831,9706.16067123413,41809.24337768555,38161.6628112793
Lyso_PS(18:3) | PS (18:3),36644.56262207031,34596.40252685547,39233.0832862854,95792.62649536131,108431.14727783205,28044.04195022583,18427.06148147583,103780.26858520508,92691.22534179688
Lyso_PS(18:3) | PS (18:3)_2,42226.94295120239,48177.08249282837,46667.084270477295,99065.78778076172,108570.10668945312,24963.621936798096,48645.52332687378,100572.3074645996,92746.68734741212
Lyso_PS(18:4),10444.040744781494,26110.441822052,21789.04150390625,45809.62341308594,60119.624267578125,20641.26153945923,17068.201263427734,57889.10363769531,52804.8837890625
Lyso_PS(18:4)_2,14007.840728759766,23836.841815948486,23810.362174987797,43623.10290527344,60939.50473022461,19101.38132095337,9277.200714111328,54973.72351074219,52969.06381225586
Lyso_PS(19:0),14094.88098526001,37334.42266082764,22571.321590423584,43919.862648010254,43170.38347625733,32889.46223449707,19128.801414489742,52864.1237449646,43118.84292984009
Lyso_PS(19:1),15745.380931854248,28588.661991119385,16528.241382598877,21949.22170639038,14231.501075744629,26409.661903381348,18211.821186065677,22353.461757659912,16191.92098236084
Lyso_PS(20:0) | PS (20:0),18148.861431121823,44264.6428527832,20746.841636657715,60933.744689941406,71053.00567626953,39243.92268371582,21530.86117172241,66530.96484375,62854.98486328125
Lyso_PS(20:0) | PS (20:0)_2,17281.44123840332,40406.56268310547,15365.801063537598,61411.54425048828,72123.48400878906,36076.08280181885,13989.620933532717,67135.76397705078,61273.12377929688
Lyso_PS(20:1) | PS (20:1),48522.92406845093,97520.38696289062,62342.42475509644,137061.4493408203,145735.9698486328,104617.2681274414,35128.26257324219,138532.6297607422,161057.83251953125
Lyso_PS(20:1) | PS (20:1)_2,46369.48344421387,103859.56762695312,53660.86389160156,130523.71118164062,141851.28955078125,104730.72741317748,46251.62301635742,133789.8682861328,151243.49084472656
Lyso_PS(20:2) | PS (20:2),35956.58232498169,62626.42433929443,49289.90411758423,102011.44709777832,190468.65353393555,35755.76300048828,50276.98205566406,222367.57165527344,341049.82904052734
Lyso_PS(20:2) | PS (20:2)_2,36238.223011016846,56705.384017944336,62294.88401412964,108560.86581420898,188595.15321350095,33538.96241760254,50328.404483795166,221433.0333251953,343622.186126709
Lyso_PS(20:3) | PS (20:3),17133.521060943604,28818.08209228516,15811.36103439331,49217.82362365723,47578.22351074219,22307.701667785645,22304.54093170166,46543.82398986816,43513.18316650391
Lyso_PS(20:3) | PS (20:3)_2,15695.661170959473,31765.682327270508,12438.020851135254,48319.34346008301,50257.06365966797,22191.761489868164,18255.94122314453,49311.224029541016,46476.843185424805
Lyso_PS(20:4) | PS (20:4),15432.760913848875,26313.02174377441,11885.84073638916,35489.222396850586,40933.38299560547,23299.421905517574,16099.041164398192,40279.94253540039,36422.5422668457
Lyso_PS(20:4) | PS (20:4)_2,16542.641094207764,30179.64216613769,16713.220832824707,36217.50268554688,40887.402770996094,22559.901473999023,9024.160606384276,39108.68250274658,37333.86274719238
Lyso_PS(20:5) | PS (20:5),29569.921871185303,51257.02308654785,43639.64377212525,72087.56481933594,71849.56512451172,59290.44467163086,26863.941886901852,73986.92468261719,67697.34533691406
Lyso_PS(20:5) | PS (20:5)_2,24169.90156555176,63200.284255981445,43537.1630821228,66807.58410644531,66848.66497802734,61786.80438232422,31295.58213043213,75139.9652709961,61447.444580078125
Lyso_PS(21:0),15582.38094329834,33283.32272338867,14904.701164245604,65137.42344665527,70739.10446166992,22683.28150177002,17912.50141143799,77235.64570617676,72234.92599487305
Lyso_PS(22:0 | PS (22:0),64381.52437591553,61049.34436035156,63037.68505096436,87838.76629638672,87984.26611328125,47714.5632019043,42469.94303131104,107932.46807861328,90322.40637207033
Lyso_PS(22:0 | PS (22:0)_2,89391.30450439453,62177.744064331055,68333.04535675049,94667.2865600586,87196.6460571289,47877.70329284668,43225.842834472656,103659.58673095705,82815.08575439453
Lyso_PS(22:1) | PS (22:1),14526.141040802002,24214.941848754883,13813.281047821043,42059.54327392578,43152.48336791992,15132.981048583984,14471.14087677002,41395.40264892578,41688.38258361816
Lyso_PS(22:1) | PS (22:1)_2,13372.660800933838,21134.881607055664,12699.06076812744,39364.14254760742,43786.26261901856,15877.061122894287,16157.100929260254,43814.4627532959,41421.062927246094
Lyso_PS(22:2) | PS (22:2),23789.44136428833,28112.181716918945,21484.681156158447,54884.78413391113,59309.903381347656,22050.521800994877,24956.401767730717,52078.363830566406,48897.86357116699
Lyso_PS(22:2) | PS (22:2)_2,24139.70188522339,30303.862174987797,22492.121616363525,48475.80354309082,59051.764221191406,21836.541564941406,19746.261531829838,52852.50367736816,53005.14367675781
Lyso_PS(22:4) | PS (22:4),22896.48169708252,34449.202239990234,24961.681854248047,61765.72454833984,60545.94415283203,33751.30236816406,34120.54249572754,66779.46481323242,64020.20391845703
Lyso_PS(22:4) | PS (22:4)_2,22884.84171295166,33150.90232849121,25564.20179367065,60122.82385253906,63084.02377319336,32469.6821975708,26913.48194885254,63101.56451416016,61880.30419921875
Lyso_PS(22:6) | PS (22:6),18537.561279296875,41547.442932128906,27948.20212554932,75914.30545043945,91221.36721801758,37838.8429107666,22939.90170669556,82535.50540161133,71675.64501953125
Lyso_PS(22:6) | PS (22:6)_2,24433.18203735352,43726.84281921387,18715.42135620117,72770.96514892578,87582.9457397461,37993.6028137207,26037.902084350582,83750.86569213867,71117.80517578125
Lyso_Sphinganine-1-phosphocholine,153746.052734375,150175.46923828125,176523.90893554688,205671.07287597656,215744.57739257807,189485.9306640625,178589.7117919922,186740.51306152344,172950.71350097656
Lyso_Sphingosine-1-phosphocholine,81775.86724853516,85903.36688232422,91782.22644042967,127676.89025878906,132027.6318359375,94429.22619628906,100628.38635253906,110373.4071044922,96445.08605957033
O-(11-carboxyundecanoyl)carnitine,1474095.4887695312,1767469.7470703125,1581158.4799804688,1897017.413330078,1605101.083984375,1557884.4775390625,1581315.2109375,1745685.2873535156,1531372.3439941406
O-(13-carboxytridecanoyl)carnitine,2110475.984375,2267488.357666016,2318483.2495117188,2595080.1494140625,2656519.479736328,2405194.053710937,2310353.83984375,2437745.028076172,2255850.57421875
O-(17-carboxyheptadecanoyl)carnitine,1547938.091796875,1767424.203125,1733107.8115234375,1904498.5239257808,1968279.7216796875,1834931.7705078125,1755247.0849609375,1839317.6376953125,1711503.1088867188
O-arachidonoylcarnitine,1606444.248046875,1581450.2255859375,1706995.9501953125,1925770.7993164065,1992535.3129882808,1829980.9995117188,1706509.4047851562,1883849.1052246091,1763317.923828125
O-behenoylcarnitine,918663.254333496,1015143.6715965272,1046629.1194114684,1159352.5242614746,1183595.9450912476,1116577.554206848,1044821.2492179872,1171594.4060668943,1056279.627861023
"O-oleoylcarnitine, Elaidic carnitine",2176943.9604492188,2820594.7856445312,2794081.3002929688,2715296.607421875,2836430.014648437,2773002.709960937,2983881.759765625,3085034.6826171875,3306372.66015625
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",1385193.285888672,1409915.178955078,1459747.1696777344,1718928.3461914062,1681448.0129394531,1536914.521484375,1488814.3935546875,1608873.7958984375,1493512.0478515625
PC (30:0),72801.08450317383,391338.7117919922,108587.5694580078,124928.19088745116,120522.75088500977,129933.3910522461,116630.44833374023,152744.52752685547,125665.26805114746
PC (30:1),74715.64407348633,416144.6285400391,108181.40823364258,123018.46990966795,114475.02696228027,129784.9296722412,120120.7906036377,140426.02969360352,117434.88774108888
PC (30:2),73565.58590698242,429697.21673583984,104348.8675994873,115490.2880859375,112548.90631103516,126637.08709716795,112903.4891052246,138724.5475769043,122758.89114379884
PC (32:0),426905.2700500488,7163767.58996582,695434.5860595703,846672.7756347656,836932.9093933105,2357660.930175781,1826688.9967956543,2127019.393737793,1778752.6961975098
PC (32:1),418487.78283691406,7818270.932556152,637687.8773498535,824249.7723693848,825254.3915405273,2369130.5982055664,1634195.82131958,2098794.509277344,1805993.871673584
PC (32:2),450606.71350097656,7888158.215942383,651045.5532684326,875913.4967651367,741068.885345459,2247709.628479004,1673276.2655944824,2173880.5497436523,1738790.2268066406
PC (32:3),419251.1065673828,7343195.507446289,621406.620513916,829960.1398010254,829691.2442321777,2136391.2243652344,1661801.962524414,2049472.7799682615,1741005.318145752
PC (32:4),248226.3409423828,3437179.1732788086,368471.08416748047,628592.6538391113,569757.8708496094,1055484.4328308103,886550.6607055664,1430855.727874756,1192960.0970153809
PC (32:5),159636.4114074707,1894942.348693848,247461.0770111084,374823.2222900391,330099.0574951172,522274.98651123047,459197.47970581055,638474.694152832,572200.7554931641
PC (34:0),603786.881652832,12552702.819000244,941699.38772583,1125983.251739502,1178566.6207122805,2737615.950592041,1885339.1196289065,2348091.656524658,2019261.8479003904
PC (34:1),628704.3765563965,12612282.07385254,1068184.6707305908,1098086.6652526855,1245018.453704834,2770319.4630737305,1961131.831298828,2287324.1769104004,2050798.997528076
PC (34:2),712174.5064697266,12546810.162353516,1070276.280532837,1154056.8831176758,1295362.3955078125,2994239.275909424,2154005.573913574,2465066.464263916,2000678.8881225584
PC (34:3),907888.7071533204,19383231.46862793,1467655.251373291,1773161.9710388184,1701044.7861328125,4842006.84185791,3337816.443664551,4107918.184997559,3624979.509277344
PC (34:4),907231.9483032228,17858137.23461914,1460516.994598389,1774699.7514038086,1810527.606201172,5138659.023010254,3561297.6348571777,4238107.655456543,3610984.562927246
PC (34:5),637867.320526123,11978499.087768557,998883.9015045166,1490512.654296875,1386077.9812316897,3162121.820678711,2388621.394226074,3547659.2666625977,2754064.3200683594
PC (34:6),466239.2950744629,8511072.836547852,676761.5384521484,895605.5742645264,828511.2948608398,2476337.464050293,1740922.983428955,2141706.8081359863,1981255.288360596
PC (36:0); PCp(38:6),259913.45834350583,4415483.768127441,404203.798538208,501732.61752319336,490324.3750457764,1073340.145980835,715040.3348693848,934419.0025177002,798936.8723144531
PC (36:0); PCp(38:6)_2,266564.74310302734,4385001.407592773,398814.83627319336,456085.11933898926,504190.735168457,1098453.1669311523,755911.8649902344,934852.2697143556,826708.8567199707
PC (36:1),267520.6982116699,4257458.500793457,410542.6410827637,476557.8649291992,519122.6141357422,1172225.6256256104,755884.35546875,967763.8065185548,774481.8807067871
PC (36:2),338383.81607055664,6547054.532836914,510861.3107757568,512960.8851623535,620163.6167297363,1438878.4006652832,996532.1138916016,1113131.5540771484,926464.28225708
PC (36:3),719691.6755981445,13835294.039245604,1103990.530502319,1080139.570892334,1169060.3991394043,3115201.568725586,2170907.823944092,2177423.71673584,1862500.7440795896
PC (36:4),978536.9825439452,18627279.01867676,1459716.989868164,1832690.521575928,1901743.4043579104,4308732.340698242,2812312.969940185,3681490.1226501465,3196106.7580566406
PC (36:5),851489.8762207031,17421224.068145752,1351792.802986145,1540312.9434509275,1714870.1974487305,4083944.54486084,2594552.6103515625,3302031.9719848637,2845746.782348633
PC (36:6),746303.6601257324,15047176.547210691,1101017.4152832031,1318915.9271240234,1416989.590423584,3276899.757019043,2291955.067779541,2865296.9714660645,2462093.1835632324
PC (36:7),693486.1385192871,12946903.819152832,1154330.5285339355,1244325.1918029785,1366423.3130493164,3571650.7203063965,2287541.713821411,2744952.402496338,2356507.614074707
PC (36:8),672014.317199707,13035833.316101074,1002044.469909668,1177928.201538086,1229328.3050231934,2906023.545349121,1991085.4551696775,2527840.515777588,2163156.180175781
PC (38:0),451433.0520019531,4116549.240447998,633248.2685852051,1481456.2604370115,1037142.4198913574,1371879.5652770996,936104.9093475342,1667425.286315918,1065123.1325378418
PC (38:1),456212.6103820801,4396067.108062744,621743.3875732422,1476322.3272399902,1094164.189086914,1423933.5285949707,914287.1392822266,1748555.90234375,1102013.993988037
PC (38:2),501484.9812927246,4535130.460845947,703016.5674285889,1500403.1217346191,1103206.2940979004,1551464.590057373,977349.3514404296,1735262.8902893066,1145337.6372680664
PC (38:3),620858.499206543,7816160.118347168,846566.3328552246,1709095.600189209,1413220.151596069,1920608.8248901367,1345786.1668395996,2258879.8778686523,1488482.025390625
PC (38:4),609069.1998901367,8218006.539428711,884731.9468383789,1753939.0909729004,1376433.8774719238,1972111.0270385745,1271784.3414916992,2180333.365081787,1525123.1832580566
PC (38:5),584598.2369689941,7666555.805725098,871086.1785736084,1746017.4396362305,1319873.819519043,1840459.3290405276,1253247.875579834,2066995.373535156,1544624.383728027
PC (38:6),614652.8878173828,7979263.383911133,885553.6392211914,1713926.362854004,1380685.2532348633,2410972.672821045,1559145.194580078,2459125.271118164,1924574.073852539
PC (38:7),594466.8642578125,7349719.212707519,809004.3742980957,1615411.0402526855,1326591.7701721191,2274356.069152832,1522532.044555664,2516891.8024902344,1701978.518005371
PC (38:8),542347.4522094727,7248543.020202637,802764.8595581055,1599222.512878418,1229920.2554626465,2089666.9063110352,1391616.5280456543,2350869.321411133,1609270.7653503418
PC (38:9),486081.2997741699,6211240.467529297,749152.9189910889,1533803.3201293943,1136448.7510681152,1857659.9555664065,1244237.6931762695,2129772.312652588,1479556.658996582
PC (40:0),1322105.8588867188,2727204.4970703125,1628015.2622070312,1665809.3830566406,1689577.8256835938,1582781.1389160156,1412196.8814697266,1444050.828857422,1418034.682861328
PC (40:1),1298530.61328125,2833326.173339844,1610202.0396728516,1703095.0295410156,1762051.055419922,1633122.9645996094,1462032.466796875,1552190.3928222656,1433003.928955078
PC (40:10),483116.8171691895,5147762.196105957,700965.8958587646,1630082.332977295,1149692.1485290527,1557999.5173950195,958850.7764892578,1828344.574249268,1241833.4076843262
PC (40:2),1182111.9553222656,2932297.471923828,1466268.7565917969,1567746.6381835938,1517919.921875,1444073.6162109375,1317454.6396484375,1454481.46484375,1338964.0627441406
PC (40:3),1146234.4924316406,3189605.0625,1429979.1729736328,1468711.4526367188,1503641.3151855469,1419251.337890625,1219414.8254394531,1356977.994140625,1326434.49609375
PC (40:4),804115.2351074219,3276725.7612304688,1044812.496826172,1336193.0604248047,1330109.5854492188,1081032.374633789,950275.2263183594,1241155.0922851562,1072188.1606445312
PC (40:5),242035.1778869629,3168704.49508667,349955.7473297119,565552.6723937988,527020.6268005371,710224.4737930298,442718.9234313965,667303.0416412354,505079.2373962402
PC (40:6),289096.2991485596,3571787.775604248,399761.713722229,551383.0026092529,564294.975769043,898211.360534668,589123.3134613037,776436.8652191162,652600.7422485352
PC (40:7),335456.74462890625,4511761.0785217285,480489.8512649536,649403.3583068848,666096.8873977661,1072353.8200683594,694386.656173706,934193.7870941162,829198.560798645
PC (40:8),426430.0277404785,6118189.226348877,598494.3053283691,965909.6819152832,921250.1363525392,1373985.9977111816,881063.5364074707,1276959.448059082,997355.1043395996
PC (40:9),533984.2189331055,5480465.393005371,732699.352935791,1603460.6638183594,1186885.8532562256,1567999.7755126953,1004099.2340393066,1812571.5178833008,1201865.443786621
PC (42:0),511959.8583984375,766642.2360839844,584591.5222167969,467471.250579834,545365.8918457031,577972.2818603516,545564.4717407227,411119.3937072754,453479.5969238281
PC (42:1),1306154.099609375,1478893.896484375,1567642.7277832031,1441599.3974609375,1559961.0441894531,1427023.9190673828,1306623.5635986328,1287468.8671875,1330715.654296875
PC (42:10),1374209.1098632812,2840126.0053710938,1603614.021484375,1665905.330078125,1699935.3762207031,1542269.5522460938,1418976.9555664062,1421037.5119628906,1424112.4223632812
PC (42:11),1301049.18359375,2627229.003173828,1632272.3583984375,1542276.6616210938,1765821.6428222656,1515794.0729980469,1397111.9274902344,1495301.727294922,1425890.895263672
PC (42:2),1405883.0354003906,1498038.2355957031,1623688.5458984375,1536463.5495605469,1578995.4855957031,1514512.1345214844,1392059.4216308594,1381845.8447265625,1355349.8618164062
PC (42:3),1334309.8908691406,1446220.4855957031,1636263.3012695312,1514564.6556396484,1610853.3073730469,1478058.9360351562,1388212.5795898438,1321376.9831542969,1342641.4814453125
PC (42:4),1318710.5771484375,1510711.7170410156,1621512.194946289,1501094.4555664062,1591186.6384277344,1521322.8979492188,1389392.2724609375,1337972.76953125,1367366.096923828
PC (42:5),1324736.650390625,1588921.0336914062,1607257.414794922,1497041.365234375,1602768.1682128906,1550687.0874023438,1406789.9045410156,1386547.58203125,1400052.1174316406
PC (42:6),1310304.106201172,1856000.2678222656,1645268.2580566406,1560767.4895019531,1704829.0324707031,1592153.2060546875,1422065.9753417969,1457543.7177734375,1439143.065673828
PC (42:7),1478825.8215332031,2900200.26171875,1695938.3057861328,1677985.531982422,1749430.6745605469,1666495.055419922,1481602.0871582031,1557059.0720214844,1574422.7915039062
PC (42:8),1418620.0141601562,3138190.1059570312,1744534.1096191406,1684127.162475586,1818892.9167480469,1700541.6362304688,1472248.3706054688,1534358.4768066406,1431874.0185546875
PC (42:9),1370670.8059082031,2919146.849853516,1663177.5651855469,1632476.3310546875,1751675.560546875,1616484.1186523438,1473657.461669922,1529695.2902832031,1485733.4521484375
PC (44:0),47435.52392959595,131879.1093826294,47677.38436126709,48102.86379623413,58753.92484283447,50888.46403121948,44885.08349609375,49500.28255462647,42205.50341033936
PC (44:1),44110.02332687378,151683.51178741455,50651.003074646,50375.34342193604,60474.90343856812,51940.46336364746,45810.604164123535,46116.922592163086,42730.22184371948
PC (44:10),114866.02614593506,284879.521484375,109695.98863983154,106240.86743927002,122110.94926452637,135141.167842865,105637.54731750488,109311.6477355957,98530.7873687744
PC (44:12),245614.17500305176,472770.33334350586,276156.50381469727,280165.1184692383,346326.9978179932,309817.8291168213,289504.30432128906,274378.1179962158,279560.6388320923
PC (44:2),51225.462814331055,170926.65243148804,54855.763092041016,61004.523986816406,63643.86553192139,58098.00439453125,47602.16346740723,45569.32448959351,45159.9627532959
PC (44:3),50329.502769470215,190519.1735534668,57717.78474807739,60574.12446975708,73877.2073135376,69687.74429321289,56379.8431930542,63581.94469833374,50982.4832611084
PC (44:4),50805.68437957764,180161.592414856,64170.14307785034,59524.924003601074,68734.9853591919,83022.92795944214,57676.24362945557,61378.14545440674,60072.88314437866
