Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
Cer(d18:0/26:0),676692.961730957,912677.391784668,1023812.2529296876,923878.3328857422,846950.81640625,1020465.2311401368,1062271.7876586914,1127448.4967041016,1189078.7384643557
Cer(d18:0/h24:0),217935.23223876956,220435.2737121582,270501.1585083008,281859.1211547852,270440.9401245117,286536.63830566406,240838.17547607425,292428.5201416016,261093.8587341309
Cer(d18:0/h26:0),680723.8046264648,945918.1914672852,983947.007080078,901005.0484008788,832596.0748901367,1025713.672607422,1040264.00390625,1148458.9782104492,1131940.214416504
Cer(d18:1/12:0),56379.08372497559,54492.66427612305,58511.04425811768,49007.44305419922,52477.203437805176,63449.82469177246,61244.22438049317,55030.38404083252,48155.723487854
Cer(d18:1/16:0),73185.88471221924,79267.4256362915,80618.42578125,92233.2661743164,76714.58596801758,86145.6854171753,78090.70585250854,120567.22747039796,89648.6658782959
Cer(d18:1/18:0),53637.62353515625,144486.28896331787,67352.74472045898,74389.04536819458,67009.44515991211,107191.28673171996,104913.74673461914,151722.51126098633,88220.9656867981
Cer(d18:1/18:1(9Z)),97083.00659942628,213917.95608520508,118233.36837768556,153521.65101623535,115906.10749816896,196880.154006958,163235.93403625488,289333.9569244385,170260.25304412842
Cer(d18:1/20:0),47143.0432434082,72375.66548156738,66875.38436889648,57531.80383682251,51913.56398010254,54737.76354217529,57520.54415893555,56148.78404998779,52548.74402618408
Cer(d18:1/22:0),1678337.54813385,350475.44132995605,412625.9516067505,118941.70894622804,150862.49167633057,130621.62739562988,151102.47200012207,109917.4474029541,525000.4606437683
Cer(d18:1/24:0),428490.782875061,765089.0247497559,446831.3067474365,596964.2315216064,549719.4162902832,471016.7649993897,442731.1507415772,495905.4539337158,430489.4275817871
Cer(d18:1/24:1(15Z)),406907.6530456543,840892.3873825073,441163.0270233154,583545.0425071716,539496.9074020386,464436.7042694092,437157.535484314,480504.5137138367,412309.7681159973
Cer(d18:1/26:0),334814.76000213623,450144.2345466614,477574.994644165,479420.3740310669,451609.0141143799,491492.3873825073,519779.7593078613,522666.5702667236,523255.8992080689
Cer(d18:1/26:1(17Z)),336197.65982055664,470590.5140762329,491600.7756042481,497379.10495758057,458308.8632850647,510814.6406173706,529813.6914978027,548930.0636520386,528228.2968902588
Cer(d18:1/2:0),46205.843101501465,52270.66377258301,53214.12380981445,56135.74417877197,53413.824211120605,58468.42404174805,54853.56400299072,55860.243728637695,45350.42336273193
Cer(d18:2/14:0),3884935.4225616455,161394.81140899658,1033011.22555542,216766.83670806885,195495.1930770874,184679.39221954343,320432.4026184082,169115.53117370603,1229022.122581482
Cer(d18:2/16:0),104909.22849273682,60100.6841506958,69706.8044013977,62374.644313812256,54400.30355453491,68836.72449493408,68615.56415557861,72902.72587585449,89749.88606262207
Cer(d18:2/18:1),235552.5771484375,197339.59350585935,219399.75579833984,245342.51806640625,208629.7147216797,221905.8360595703,234207.21557617188,255045.33618164065,243665.77667236328
Cer(d18:2/20:0),270547.7388916016,219836.13623046875,237123.85778808597,256641.69787597656,242596.6173095703,238461.85681152344,238129.0753173828,272265.8005371094,251172.73852539065
Cer(d18:2/20:1),269467.8194580078,232984.7967529297,255429.55834960935,280376.8806152344,264228.3389892578,261907.75732421875,250670.37817382807,267406.5397949219,271883.099609375
Cer(d18:2/22:0),36221751.033203125,3476697.2163085938,7534093.382080078,1342229.7197265625,1960887.0690917969,1801188.6511230469,2145063.265625,1214662.7524414062,11023782.084228516
Cer(d20:0/26:0(2OH)),240957.29696655276,339605.4455566406,337163.14764404297,360355.82501220703,330102.0902404785,376812.9503479004,372525.5853271485,401183.1261291504,378113.3486328125
Cer(d20:0/26:0),244875.1163330078,318238.9451751709,332974.6040496826,349255.98976135254,330922.4479827881,374338.8665161133,363122.4821777344,383002.50425720215,372238.7746658325
Cer(t18:0/16:0(2OH)),481859.3317108154,582969.4399108887,640537.6826019287,647520.004234314,495813.1138458252,587675.6403121948,642078.6256103516,606886.2015380859,568614.6539611816
Cer(t18:0/18:0(2OH)),90274.3465270996,103398.78643798828,163216.37335968018,148072.7088470459,126346.40880584715,130624.76856994627,113527.1477355957,169026.57264709473,119398.82891845705
Cer(t18:0/20:0(2OH)),667324.6309204102,364563.8634338379,468640.2548217773,681836.1105499268,651890.887512207,452761.71842956543,434821.47189331055,515824.5563659668,735456.8255615234
Cer(t18:0/22:0(2OH)),681237.164932251,854438.7332611084,721654.2887649536,886815.7178039551,825314.5011749268,804122.7569732666,728157.9725494385,823359.8909912109,730165.2620849609
Cer(t18:0/24:0(2OH)),292348.955657959,335761.8866882324,310946.16340637207,458853.208114624,441023.8146667481,338621.1381378174,297379.8364715576,368194.82191467285,386955.1869506836
Cer(t18:0/26:0(2OH)),543403.0151672363,782577.0425720215,784942.0381774902,764881.0336227417,695886.4866027832,818797.5358734131,856677.1923217773,850504.3559112549,850963.3022460938
Cer(t20:0/26:0(2OH)),3472.640254974365,3509.6202545166016,3504.380241394043,551505.4501037598,478902.4676361084,3480.0402488708496,3503.9602279663086,650400.8204803467,633855.975189209
CerP(d18:0/16:0),165910.61169433594,153504.0506591797,190737.9141845703,186114.5530700684,149576.4500732422,185886.2540283203,164322.61169433594,194416.2345275879,178817.25366210938
CerP(d18:1/12:0),114497.92813110352,289692.12311935425,128133.2698135376,180204.93405151367,139695.7490234375,235971.45654296875,210919.6752624512,385525.347366333,224396.5365982056
CerP(d18:1/14:0),50174.30355834961,77168.68590545654,70619.36522293091,58899.18377304077,55923.62368774414,58945.72411346436,56122.524112701416,66332.02477264404,58111.083984375
CerP(d18:1/16:0),1734354.9717330933,394428.32166671753,426700.7503814697,127977.84979629517,154259.330619812,146165.06896972656,152752.17082214355,125564.2085571289,547812.8796691895
CerP(d18:1/18:0),425314.37715148926,828874.2796936035,429235.33068847656,586049.7076873779,525810.9160423279,478227.9344711304,437254.0914840698,495465.7415657044,406274.2308502197
CerP(d18:1/20:0),344956.46003723145,449065.007888794,476758.0706558228,491758.5409164429,461539.83221435547,500178.4131240845,520336.5422821045,544596.3993721008,533712.3503341675
CerP(d18:1/22:0),61631.84370803833,73455.42486190796,82271.40557098389,81327.52565002441,69422.86536026001,81210.62604522705,76022.22581481934,81157.02593231201,77514.40518188477
CerP(d18:1/24:0),53171.32379150391,83684.60627746582,72532.48625946045,68345.40460586548,69290.18549728394,68495.08568572998,61133.04454803467,69996.303981781,66024.405128479
CerP(d18:1/24:1(15Z)),52777.92399597168,77358.9055519104,70387.12477493286,64805.62456130981,68889.94542312622,65380.04475784302,66128.7850189209,69014.62520980835,65748.88497924805
CerP(d18:1/26:0),50795.7237701416,48844.94369125366,57405.48349380493,53192.20389175415,43240.883228302,49547.48328781128,49316.36326599121,46465.52348327637,46860.86358261109
CerP(d18:1/26:1(17Z)),52006.94332122803,48834.88298416138,57551.08400726318,50186.58321762085,41992.88306808472,49281.1033782959,51483.20338821411,43641.90308761597,48187.4834022522
CerP(d18:1/2:0),61445.36422729492,73409.58462524414,71354.50555419922,75402.24518585205,69761.10538482666,81996.7264251709,87536.06591796875,80685.2452545166,78275.96561431885
CerP(d18:1/8:0),211300.37481307983,45715.56356048584,85170.80661773682,48379.0632019043,51838.48345184326,50290.66339874268,57364.64366531372,45144.32292175293,87236.04597473145
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",418094.6909484863,291328.83966064453,229211.5368499756,50162.80352783203,61692.403953552246,785230.433883667,486303.7544708252,242612.57849502563,212423.1340522766
Cholesteryl nitrolinoleate,676317.4758300781,688197.0075683594,549666.6363525391,168850.0728149414,164718.53118896484,1035345.849609375,787725.51953125,392853.3888854981,329565.4995727539
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",1014312.66015625,1064424.775756836,1110499.5349121094,1231695.2462158203,1348945.6447753906,1261723.3449707031,1111369.9838867188,1258329.4942626953,1109793.9830322266
Hexacosanoyl carnitine,1306819.7283477783,1469721.9734268188,1477280.5765838623,1601114.1556091309,1683242.4908447266,1596793.2176513672,1471556.2792663574,1644882.7238464355,1557275.4136543274
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",5187867.46875,8540479.934570312,8147970.249023437,7258763.232421875,6417243.6640625,7686702.052734375,8969703.323242188,9278342.57421875,9158495.533203123
Lyso_C17 sphingosine-1-phosphocholine,52986.60391235352,57440.58419799805,62417.06414794922,73641.38424682617,68976.42373657227,64286.125915527344,62736.884338378906,69570.96362304688,56818.04412841797
Lyso_PC(10:0),32828.462310791016,37395.782775878906,36815.56274414063,46392.54290771485,46797.0228881836,50164.78329467773,58517.94384765625,44298.942810058594,40013.88302612305
Lyso_PC(11:0),52298.5442199707,45589.02279663086,52335.30364990234,57822.98406982422,54605.50323486328,57354.40368652344,58641.0241394043,56600.74487304688,52325.223205566406
Lyso_PC(12:0),68740.86395263672,75311.54467773438,75648.06494140625,89628.94696044922,82573.4271850586,82802.3056640625,83914.30688476562,82199.7260131836,79798.98529052734
Lyso_PC(13:0),38803.64297485352,37973.04277038574,39844.42317199707,52873.24341583252,45919.122955322266,45087.26304626465,43490.48283386231,44604.14239501953,41156.523193359375
Lyso_PC(14:0),158144.5704345703,159397.93005371094,183461.89453125,216827.87353515625,229734.08044433597,192972.81317138672,189356.53399658203,197729.13513183597,176837.8348388672
Lyso_PC(14:1),127281.67163085938,131028.42919921876,143160.2300415039,186188.04809570312,189966.0518798828,149763.3096923828,144316.1499633789,162123.4698486328,146485.59228515625
Lyso_PC(15:0),226536.878616333,217689.9557800293,240429.79470825195,311517.0654449463,310490.0026245117,283048.4274291992,270463.05770874023,279614.7800292969,235872.07940673828
Lyso_PC(15:1),186503.56999206543,187515.7371826172,225681.2386474609,288096.2198791504,318642.9030456543,243850.07711791992,232385.6562194824,262785.76123046875,220252.45364379883
Lyso_PC(16:0),183595.07577514648,260359.9955596924,221136.1763916016,244014.4180908203,236898.559753418,246190.39721679688,233664.29318237305,252286.0380859375,213331.29345703125
Lyso_PC(16:1),165961.6928100586,236137.43359375,189986.32803344727,224067.7159423828,217869.35614013672,225654.8150939941,212244.559753418,233312.0537109375,204208.833190918
Lyso_PC(16:1)_2,157331.0883178711,237032.3962402344,185290.3735961914,229274.2738037109,211318.89315795896,221255.89434814453,219323.45916748047,234034.0369567871,192514.8325805664
Lyso_PC(17:0),58319.66467285156,78822.5244140625,66631.16394042969,66216.52465820312,65347.16412353516,80433.16549682617,75562.06564331055,71569.82501220703,65401.86389160156
Lyso_PC(17:1),69010.26428222656,134401.46755981445,77203.74609375,86904.44613647461,85666.00604248047,90756.4855041504,95877.38641357422,109611.7088470459,87964.52624511719
Lyso_PC(17:2),63176.744049072266,137526.75009155273,74282.06518554688,87197.58618164062,82576.88522338867,95207.92570495604,96600.92491149902,110421.72735595705,88341.24615478516
Lyso_PC(18:0),71206.04479980469,165427.35009765625,87419.08764648438,91038.68643188477,87329.92602539062,103677.0669555664,96315.62600708008,111850.77011108398,90943.92803955078
Lyso_PC(18:1),66050.58395385742,155595.34814453125,81373.58599853516,88215.66705322266,79881.96746826172,90161.96640014648,93539.20742797852,115220.08807373048,91754.70697021484
Lyso_PC(18:2),56757.30426025391,144246.29000854492,74633.48510742188,80155.86434936523,76964.60424804688,91217.8265991211,91531.76568603516,99273.46600341795,84190.48696899414
Lyso_PC(18:3),54805.52420043945,120562.84899902344,68145.94525146484,76510.32626342773,69051.16381835938,80445.78482055664,80603.82637023926,96231.00759887695,81310.3656616211
Lyso_PC(18:4),49765.56411743164,67411.00518798828,54752.3642578125,60825.56433105469,59868.94400024414,58540.12380981445,58502.96405029297,71368.18505859375,58151.10464477539
Lyso_PC(19:0),128490.34912109376,140378.61083984375,133586.16943359375,182244.5126953125,164165.07153320312,133484.70825195312,138183.5087890625,195786.01416015625,164793.45166015625
Lyso_PC(19:1),129420.74877929688,209859.31665039065,139541.31030273438,187752.37548828125,166440.8115234375,150078.86938476562,154914.94995117188,214270.59326171875,172565.35229492188
Lyso_PC(19:2),131067.3896484375,217381.416015625,144229.95068359375,199038.07373046875,180409.2946777344,160372.84912109375,169565.75170898438,227727.15478515625,181481.63256835935
Lyso_PC(19:3),130253.2294921875,210616.69409179688,138164.80932617188,197804.59448242188,178467.05395507812,158020.5927734375,163001.80981445312,223008.4951171875,176559.5927734375
Lyso_PC(20:0),53020.04333496094,89795.68692016602,63391.34393310547,258925.4586791992,124283.9112548828,82395.9262084961,84964.86636352539,274849.99981689453,129931.9308166504
Lyso_PC(20:1),99981.26770019533,133542.62768554688,112138.92700195312,134670.40966796875,130993.888671875,126719.36791992188,131116.98889160156,156825.49169921875,130094.96923828124
Lyso_PC(20:2),116670.1484375,138711.33032226562,133168.44970703125,184387.03271484372,150847.39086914062,138021.30932617188,147486.41015625,207243.45434570312,161109.39233398438
Lyso_PC(20:3),118320.86865234376,140549.70947265625,125571.88940429688,177373.11376953125,154151.15087890625,133171.2294921875,142479.15063476562,199596.7556152344,164369.67163085938
Lyso_PC(20:4),111087.5284423828,130471.0086669922,123679.9267578125,179116.35229492188,158769.53247070312,136857.26977539062,144114.77075195312,192173.77270507807,158325.03173828125
Lyso_PC(20:5),112272.26806640624,130121.18920898438,130481.88989257812,179913.314453125,157750.53149414062,135722.00903320312,141977.55053710938,190643.79345703125,157732.39086914062
Lyso_PC(21:0),2135508.345825196,3080358.211303711,2328771.8837890625,2557704.2806396484,2450041.228149414,2573657.0100097656,2512541.463562012,2405274.606567383,2424112.570678711
Lyso_PC(21:4),2045877.7138671875,2933408.098754883,2311685.3897094727,2489929.4365844727,2287158.267700196,2503819.633544922,2403546.2154541016,2387775.853881836,2302360.34753418
Lyso_PC(22:0),402104.3272705078,591780.7458496094,421769.5837402344,476601.32189941406,479803.07189941406,493323.0513916016,440956.6330566406,445760.1088867188,431739.8707275391
Lyso_PC(22:1),412193.6673583984,597144.3286132812,420065.1723632813,486351.2375488281,492044.32421875,500412.5672607422,431507.3562011719,445619.5061035156,418629.79833984375
Lyso_PC(22:2),699060.3333740234,1052436.1103515625,744767.62890625,787112.0913085938,796816.4721679688,856599.9892578125,794632.3871459961,736447.3392333984,738365.0688476562
Lyso_PC(22:4),2334827.184814453,3282422.0932617188,2618563.2252807617,2794172.334472656,2641848.921020508,2748367.5837402344,2644568.932006836,2648642.7310791016,2621822.9510498047
Lyso_PC(22:5),2096277.120361328,3032590.598388672,2417187.346008301,2624155.2010498047,2443963.8299560547,2593784.667236328,2432384.5970458984,2471233.0961914062,2402441.877807617
Lyso_PC(22:6),2091560.9787597656,3042154.1123046875,2424098.416015625,2589684.7756347656,2451819.653076172,2577798.096435547,2476173.622619629,2413506.3951416016,2427370.449584961
Lyso_PC(24:0),905414.0150756836,1308010.9286499023,1414161.6682128906,1309800.9198608398,1256138.128540039,1459335.205444336,1529910.3149414062,1504651.7569580078,1555294.5254516602
Lyso_PC(24:1),928934.9002685548,1346795.9471435547,1380433.6245117188,1301702.474609375,1279635.0307006836,1477258.824951172,1532249.724243164,1512395.4427490234,1579637.4693603516
Lyso_PC(2:0),33852.34246826172,39532.8630065918,38088.52294921875,38086.94342041016,42160.02310180664,45422.96325683594,38938.6220703125,34502.84246826172,37131.90278625488
Lyso_PC(3:0),1124345.323638916,966770.605682373,1175649.0488739014,1728936.0067443848,1442466.5830993652,1274452.0786743164,1169293.393371582,1445428.719329834,1173441.432876587
Lyso_PC(3:1),342455.3679962158,391694.5922546387,462022.2652893066,1056775.1565856934,782946.4729614258,391063.6278381348,518584.5443725586,898208.3551025391,636155.1287841797
