Lipid,Class,E-1BMVF,E-1BrainF,E-1LiverF,E-1PlasmaF,E-1RetinaF,E-2BMVF,E-2BrainF,E-2LiverF,E-2PlasmaF,E-2RetinaF,E-3BMVF,E-3BrainF,E-3LiverF,E-3PlasmaF,E-3RetinaF,E-4BMVM,E-4BrainM,E-4LiverM,E-4PlasmaM,E-4RetinaM,E-5BMVM,E-5BrainM,E-5LiverM,E-5PlasmaM,E-5RetinaM,E-6BMVM,E-6BrainM,E-6LiverM,E-6PlasmaM,E-6RetinaM,C-1BMVF,C-1BrainF,C-1LiverF,C-1PlasmaF,C-1RetinaF,C-2BMVF,C-2BrainF,C-2LiverF,C-2PlasmaF,C-2RetinaF,C-3BMVF,C-3BrainF,C-3LiverF,C-3PlasmaF,C-3RetinaF,C-4BMVM,C-4BrainM,C-4LiverM,C-4PlasmaM,C-4RetinaM,C-5BMVM,C-5BrainM,C-5LiverM,C-5PlasmaM,C-5RetinaM,C-6BMVM,C-6BrainM,C-6LiverM,C-6PlasmaM,C-6RetinaM,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
CAR(10:0),CAR,3322.300224304199,3446.300220489502,3066.200210571289,2767.540210723877,3268.360248565674,2929.6402168273926,3024.560188293457,3571.3802337646484,3045.5202026367188,3187.5202407836914,3270.900230407715,3281.180233001709,3567.5802879333496,3586.300277709961,3820.440258026123,3331.260238647461,3360.320266723633,2903.9001998901367,3217.960220336914,2681.6401901245117,3230.0202102661133,3226.20023727417,2959.8401947021484,3303.8402366638184,3446.140209197998,3604.6402587890625,3118.540210723877,2815.6002082824707,3415.720260620117,3407.400234222412,3036.6402168273926,3072.320209503174,3628.7002449035645,2520.100185394287,3233.060234069824,2899.740222930908,3397.100257873535,3262.6402320861816,3311.280258178711,3215.900230407715,2892.66019821167,3490.2602577209473,3411.6002349853516,3624.780288696289,3623.720241546631,3042.040225982666,2933.1202087402344,3162.800205230713,3266.0202293395996,3376.840263366699,3761.020252227783,3471.0402488708496,3184.5002403259277,3231.900245666504,3060.6601943969727,2598.7001876831055,3318.640239715576,3677.980281829834,3474.920234680176,2865.480224609375,3689.7602729797363,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(10:0)_QUAL,CAR,18668.281463623047,19051.381298065186,20351.46155166626,18979.721347808838,18188.341262817383,18214.20129776001,19263.661403656006,19099.841339111328,16484.42112350464,19671.781414031982,19022.68134689331,19472.421325683594,18975.461433410645,19077.721363067627,19097.301303863525,18446.961349487305,19621.44150543213,17121.460975646973,17404.10136795044,11937.14073562622,18662.761306762695,18662.30125427246,19003.141410827637,19206.461170196533,21289.94147491455,19802.681644439697,17832.421253204346,18346.261333465576,19729.541496276855,17870.601150512695,18736.48143005371,17154.961280822754,16828.701122283936,19340.221389770508,20807.261562347412,19008.781246185303,18484.181339263916,19284.381393432617,18353.84128189087,18642.20133972168,20897.541328430176,20160.42151260376,17431.20122909546,18788.041423797607,18376.08123397827,19101.68127822876,20858.641452789307,17801.801250457764,21586.061573028564,17443.701286315918,18801.98143005371,19791.401485443115,17796.901363372803,18967.96128463745,17946.141235351562,18817.181159973145,18488.02127456665,18691.90132522583,20289.08140563965,18726.181240081787,19356.50132751465,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(10:1),CAR,6334.940444946289,4970.860363006592,5801.04040145874,6428.000434875488,5897.420433044434,6057.860450744629,5415.380432128906,5474.780448913574,6253.4404945373535,5837.060413360596,6043.620429992676,5643.820415496826,6215.460418701172,5244.640377044678,5856.30041885376,6041.700412750244,6166.220386505127,5653.460369110107,5854.620407104492,3586.3002586364746,5648.4404296875,5727.700412750244,5827.640434265137,6269.380443572998,6107.820426940918,5568.020389556885,6244.700435638428,5926.840408325195,6208.2605056762695,8482.340637207031,5078.500339508057,5044.020389556885,5687.080406188965,5573.46036529541,6157.720497131348,5950.120456695557,5254.600399017334,5409.580371856689,6139.380393981934,6377.720436096191,5861.920440673828,5625.040416717529,5688.680381774902,5640.180389404297,6197.820472717285,5385.120391845703,5558.220420837402,5875.580425262451,5726.560451507568,4670.200313568115,5678.540397644043,5532.740421295166,6221.28044128418,6606.720436096191,5912.640472412109,6587.160503387451,4755.080360412598,5741.580406188965,6652.320476531982,5414.100372314453,6174.940448760986,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(10:1)_QUAL,CAR,4580.180271148682,4747.500385284424,4674.800331115723,4051.8002853393555,4071.8203086853027,4146.580303192139,4344.42032623291,4547.900367736816,4908.600311279297,6004.480396270752,4037.380298614502,4998.920364379883,5269.940353393555,4698.540283203125,4216.960289001465,4690.020347595215,5106.680400848389,4367.76033782959,4913.380355834961,3897.3803100585938,4958.440372467041,4142.520286560059,4263.740287780762,4365.240325927734,5784.000396728516,5024.380352020264,4318.020313262939,4409.98030090332,4350.140281677246,4321.700305938721,4368.500305175781,4411.720287322998,5716.3404541015625,4531.660343170166,4086.28031539917,4827.880355834961,4846.360382080078,4572.540306091309,4754.120384216309,5084.340381622314,4360.2402992248535,4901.480358123779,4470.360324859619,6054.940425872803,4647.580326080322,5259.380409240723,5035.240310668945,4805.680320739746,5128.0403480529785,4616.3203125,5131.2603759765625,4052.860248565674,5078.840362548828,3930.540271759033,4159.5002784729,4683.420356750488,5011.980327606201,4440.440330505371,4994.6203689575195,4533.200328826904,4806.960353851318,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(10:2),CAR,4701.740337371826,5126.160362243652,4521.7203369140625,5628.620388031006,4899.800350189209,5049.900329589844,5108.220348358154,5404.980388641357,4505.920330047607,5547.08039855957,5236.000343322754,5757.460388183594,4981.060298919678,5153.100391387939,4778.90030670166,5080.240341186523,4778.120323181152,4535.180335998535,5214.140300750732,3020.0602416992188,5243.280376434326,5540.060390472412,4687.760341644287,5986.580410003662,6440.760410308838,4591.88028717041,4694.580341339111,4908.020378112793,4499.3403396606445,5380.040355682373,5021.120330810547,4407.040309906006,4706.060340881348,4741.800342559814,4600.520317077637,5030.720355987549,5486.020401000977,4359.280307769775,5929.600517272949,6015.64041519165,5336.780410766602,4699.080299377441,4524.640357971191,4693.680320739746,4825.460315704346,5013.720333099365,4692.860328674316,5280.780445098877,5148.94038772583,4875.320331573486,4237.900291442871,5298.220344543457,4846.100360870361,5194.120410919189,5113.640361785889,4958.340351104736,4725.5602951049805,5503.5803871154785,5183.16036605835,5120.300331115723,6771.000469207764,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(10:2)_QUAL,CAR,25769.401748657227,26171.12204360962,27648.52182006836,24867.121921539307,25140.041748046875,27689.082050323486,26338.741771697998,25043.28175354004,28762.02215576172,27518.362064361572,27600.48208618164,26185.581924438477,28256.761962890625,28345.282028198242,26703.641857147217,25864.40184402466,26043.181922912598,27366.181732177734,26497.301803588867,21316.701610565186,27945.08187866211,28126.181911468506,26358.96174621582,27397.642086029053,25562.041927337646,27321.52191543579,27818.102020263672,28333.02214050293,26440.761978149414,24325.661571502686,27350.381950378418,26743.22173309326,26010.421783447266,27060.481895446777,24625.681617736816,28320.88208770752,27356.201942443848,25195.0818901062,29533.22204208374,25291.92193222046,27185.121871948242,27550.522003173828,25156.961750030518,25422.041751861572,26924.661823272705,27205.201862335205,28230.742038726807,27924.981784820557,28239.86196899414,26552.621780395508,24972.481643676758,27532.101928710938,26674.641819000244,24832.56175994873,25220.90167617798,27052.78186416626,25560.541915893555,27197.181854248047,27854.941848754883,28194.801845550537,32151.52230834961,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(10:3),CAR,8505.740577697754,8619.560604095459,8240.54063796997,6866.220474243164,7131.340492248535,7511.320529937744,8044.380577087402,7900.840534210205,7748.5205001831055,7760.380527496338,7353.600475311279,7190.020538330078,7323.840522766113,8153.62056350708,8766.740661621094,7767.680511474609,7768.940544128418,7929.440567016602,5707.2404136657715,4745.320301055908,7036.380535125732,9071.500732421875,6978.520462036133,7513.640552520752,9543.9206199646,7887.700588226318,8280.640628814697,7319.920505523682,7994.1206130981445,6908.900478363037,7515.160453796387,7520.62056350708,7974.460578918457,6559.1204261779785,7000.660457611084,7403.620464324951,7607.520454406738,8090.580593109131,8728.520652770996,8501.160591125488,8384.320541381836,7114.3005027771,8055.860538482666,6861.5804443359375,7582.92053604126,7433.600482940674,8091.300514221191,7087.840503692627,7928.820487976074,6510.780460357666,7134.360466003418,7685.400527954102,7570.800491333008,7197.64049911499,7183.080535888672,8256.040523529053,7449.060493469238,7249.260513305664,7189.600494384766,7700.400611877441,9761.660720825195,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(10:3)_QUAL,CAR,5327.860366821289,5388.1203689575195,4127.500259399414,4936.700355529785,5515.160396575928,4391.5002784729,4703.080303192139,5581.020362854004,4916.640350341797,5047.680316925049,4518.1403160095215,4563.3403244018555,5510.900402069092,4912.680366516113,5012.620361328125,4783.160343170166,5162.780376434326,5000.700355529785,5407.5604248046875,3701.30025100708,4560.0402908325195,4454.100318908691,4822.760307312012,5032.840347290039,4067.080310821533,4793.860290527344,4877.420352935791,5189.680374145508,5477.980453491211,4515.660343170166,4540.600299835205,5106.460369110107,4926.780368804932,5097.200340270996,4527.520305633545,5362.900352478027,4969.34033203125,4740.8003578186035,4687.6803550720215,4743.860332489014,5527.540439605713,4456.260334014893,5426.0203857421875,5634.52042388916,4809.000354766846,4853.740306854248,5110.560356140137,5153.4003982543945,4368.480297088623,4524.160301208496,4861.040355682373,4443.440319061279,5718.820400238037,5119.900341033936,5153.78035736084,4630.200351715088,4555.140354156494,4808.420360565186,5286.8003578186035,5209.800430297852,9963.06069946289,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(11:0),CAR,4007.8202934265137,4054.300262451172,5316.260353088379,4184.480281829834,4043.820297241211,4067.320323944092,4441.660308837891,4631.420310974121,4459.640289306641,5038.200370788574,3635.8202781677246,4519.920310974121,5174.080345153809,4483.8402671813965,5274.920356750488,4352.700305938721,3749.400260925293,4827.860389709473,3843.580276489258,2998.8802337646484,4206.800296783447,4882.880336761475,4224.620288848877,4185.880271911621,4778.6603355407715,4827.580348968506,3824.160255432129,4291.140327453613,4460.980319976807,5586.8403968811035,4104.500289916992,3767.4002685546875,3846.90030670166,4477.240337371826,3312.9402046203613,4567.600322723389,4078.760311126709,3642.2402381896973,3986.2002868652344,4715.720325469971,4720.720325469971,4876.260345458984,3966.4202842712402,3954.920295715332,4441.460285186768,4284.860301971436,4789.080383300781,4049.060314178467,4880.580360412598,3983.3602867126465,4143.5403175354,4078.5202713012695,4074.540256500244,4450.920330047607,4053.080322265625,3758.940284729004,4427.7802658081055,4194.940296173096,4570.120319366455,4138.300304412842,4856.380348205566,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(11:0)_QUAL,CAR,5611.740417480469,5022.340305328369,6348.580451965332,5205.900379180908,5995.080451965332,5813.520412445068,5555.360404968262,5301.800323486328,6033.040428161621,5941.460414886475,5412.420383453369,5263.640365600586,5803.580417633057,5184.620307922363,6362.260471343994,5349.480388641357,6339.440452575684,6463.660411834717,6432.3204345703125,4626.900302886963,6337.760475158691,6185.000492095947,5808.740417480469,5293.8004150390625,6529.820529937744,5619.8004150390625,5528.040386199951,5727.080368041992,5634.860374450684,5169.320381164551,5871.440372467041,5858.460426330566,5604.460426330566,5110.44038772583,5092.520347595215,4984.100337982178,5345.840343475342,5575.940418243408,5348.140396118164,5625.380393981934,5548.98038482666,5685.240364074707,5450.0203857421875,5178.960330963135,5446.240375518799,5787.940395355225,5747.560432434082,6477.540496826172,5300.940380096436,5299.56033706665,5955.880432128906,5837.7603759765625,5515.98034286499,5700.240386962891,4852.600353240967,6244.7404861450195,5559.1403732299805,5629.780406951904,5325.100357055664,5468.140399932861,5877.420421600342,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(12:0),CAR,2621.160171508789,2804.580219268799,2180.0801582336426,2758.4001960754395,2901.0401649475098,2771.400188446045,2718.6601943969727,2982.940185546875,2717.060203552246,2784.720199584961,2940.0402030944824,2467.6601753234863,3219.6202430725098,2531.960174560547,2965.620216369629,2767.340156555176,2853.6602096557617,2335.500160217285,2569.0401573181152,2076.9001426696777,2622.220188140869,2321.540168762207,2164.5201568603516,3192.28023147583,2419.200164794922,2497.400157928467,3203.520221710205,2789.1801948547363,2477.8001670837402,2758.740188598633,3066.280227661133,2407.3601684570312,2692.000202178955,2508.920181274414,2382.5601806640625,3076.740219116211,2614.2001876831055,2748.1401748657227,2576.3201904296875,2759.4202194213867,2753.880214691162,2850.2001991271973,2409.8801651000977,2903.7402114868164,2519.2001876831055,2433.600170135498,2258.340156555176,2396.080165863037,3282.100238800049,2891.4402084350586,2393.020164489746,2876.1001930236816,2604.9002075195312,2796.820198059082,2350.220169067383,3262.720241546631,2585.4201736450195,2474.340202331543,2567.000186920166,2668.440200805664,3984.22029876709,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(12:0)_QUAL,CAR,5895.880443572998,6330.280448913574,6069.660446166992,6663.860378265381,6375.240440368652,5953.560401916504,6655.180442810059,5990.200416564941,6312.220439910889,6265.02042388916,6935.180465698242,6147.560474395752,6437.480495452881,6644.660549163818,6101.820430755615,6165.340435028076,6407.360431671143,6213.0604820251465,6727.180465698242,4653.080341339111,6289.380477905273,6576.24044418335,6356.860408782959,6853.340538024902,7638.940505981445,5955.280429840088,6344.280414581299,5505.860374450684,5385.620372772217,6568.6204261779785,6154.100437164307,6152.660449981689,5508.920387268066,5576.680435180664,6631.520477294922,7255.040481567383,5570.460391998291,5634.940361022949,6847.660495758057,6036.020435333252,5330.800388336182,5760.980396270752,5822.740440368652,7312.680549621582,6695.120498657227,7144.060497283936,6621.440475463867,6138.360454559326,6773.040481567383,5795.560447692871,6369.360454559326,5820.200435638428,6473.1604652404785,5968.520378112793,6536.820465087891,6531.460506439209,6169.540420532227,7048.560565948486,6044.300403594971,6185.060428619385,6072.34049987793,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(14:0),CAR,3486.7002868652344,2766.8802070617676,3349.8202323913574,2720.9001808166504,2686.600166320801,3569.4202423095703,2902.900192260742,2889.600212097168,3476.240249633789,3034.9401893615723,3127.400230407715,3165.9202575683594,3035.6402168273926,2856.2601928710938,3297.780261993408,3575.0002632141113,3294.5802268981934,3249.9002227783203,3528.920249938965,2448.860179901123,3503.3602561950684,3203.3401985168457,3117.0201988220215,2813.5001945495605,3658.300235748291,3551.30025100708,4202.900318145752,2768.600212097168,2928.3401794433594,3385.4202308654785,2866.560188293457,3864.4002571105957,3441.320243835449,3145.8201866149902,2852.000217437744,3492.7402572631836,3121.2402381896973,3205.8602447509766,3087.7602195739746,3757.3402214050293,3151.1002311706543,3352.7002487182617,3192.980239868164,2627.0601806640625,2956.920234680176,2677.0802154541016,3066.900192260742,3106.8002128601074,3242.4602127075195,3187.460216522217,3180.620220184326,3603.4002532958984,2684.8601875305176,3575.460231781006,3376.940212249756,3402.4802742004395,2900.360210418701,3630.040241241455,2979.160228729248,3323.7402420043945,3739.8202896118164,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(14:0)_QUAL,CAR,7524.180587768555,8988.660606384277,7369.220539093018,7995.720607757568,8516.96057510376,7789.820579528809,7128.420467376709,8160.640529632568,7955.260551452637,8983.98067855835,7794.5805740356445,8946.5806350708,7827.18049621582,8590.060619354248,8603.260662078857,7245.5205001831055,7988.600528717041,7644.58056640625,9029.380641937256,6176.600456237793,7807.280570983887,8283.560562133789,7681.080471038818,7813.420600891113,9894.160781860352,7674.340599060059,7892.180606842041,8919.920673370361,7642.440505981445,7806.960529327393,7789.740497589111,8198.540519714355,7436.700572967529,8032.240585327148,7652.320518493652,7306.980491638184,8273.46053314209,7742.5605392456055,8373.740631103516,8465.000667572021,8178.28063583374,8506.760559082031,6667.68049621582,7748.2605628967285,8296.640613555908,8308.560611724854,8804.820644378662,8157.420520782471,9417.480625152588,8267.380603790283,8083.440624237061,7223.20051574707,7755.900543212891,8410.740589141846,8712.280643463135,9765.180648803711,7892.480518341064,9201.80061340332,8929.20068359375,8383.32054901123,10098.500709533691,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(14:1),CAR,8198.300468444824,8487.10061264038,9302.440719604492,8612.740642547607,7219.9005126953125,9210.960655212402,8829.520694732666,8408.820613861084,9022.740753173828,8355.040668487549,8582.280696868896,8634.680694580078,8641.060577392578,8525.480575561523,9131.120620727539,8960.540599822998,9618.0207862854,9702.060661315918,7792.380500793457,4324.080284118652,9551.340663909912,8247.840579986572,8364.960620880127,9395.860717773438,8983.080707550049,9001.320671081543,9104.200660705566,8662.780586242676,8427.240619659424,9340.000576019287,7646.540466308594,8362.560638427734,8577.240509033203,7311.5005531311035,7479.480445861816,8920.240543365479,7858.68058013916,7983.020553588867,8344.740581512451,8875.1206741333,7294.44051361084,7951.580539703369,9028.160636901855,8585.840637207031,8645.360572814941,9036.620590209961,8617.240516662598,8728.30057144165,8162.28059387207,8477.320640563965,9740.52059173584,8583.780620574951,8628.42060470581,9124.340606689453,8181.300609588623,8379.88060760498,7750.900550842285,8286.180557250977,8510.780544281006,8563.240604400635,8637.660598754883,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(14:1)_QUAL,CAR,7369.520519256592,7437.1005783081055,7225.580513000488,6633.400451660156,7257.060512542725,7301.400497436523,6466.920444488525,6679.800437927246,6977.060516357422,6793.1204833984375,7226.840507507324,7012.980449676514,5918.860446929932,7380.860507965088,7939.520530700684,6794.640430450439,8554.980564117432,6793.180515289307,6765.860481262207,6399.080467224121,7442.160552978516,6808.720413208008,7359.680515289307,6673.460479736328,7240.940559387207,7883.800586700439,7521.14054107666,7155.7004470825195,7967.380603790283,7677.660591125488,6905.300559997559,7491.900577545166,6441.3404541015625,6648.740432739258,8613.26054763794,7043.06050491333,7110.260494232178,8962.800689697266,7553.88053894043,7063.180500030518,6914.880565643311,7226.28048324585,7054.860504150391,6351.360401153564,7314.7005615234375,7424.900505065918,7225.060516357422,7147.0405197143555,7370.840488433838,6764.280517578125,6933.5205001831055,7869.3605880737305,7043.660484313965,6940.520484924316,7263.200511932373,8000.7005615234375,6828.840419769287,7139.240497589111,6665.560474395752,7586.700531005859,9287.540687561035,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(14:2),CAR,5848.920413970947,5857.000400543213,6222.840442657471,5868.360424041748,6245.380474090576,4909.780361175537,6730.460487365723,5045.460342407227,5078.7003173828125,5867.300457000732,5107.060359954834,6098.180397033691,5207.760356903076,5998.600467681885,6328.920444488525,5509.260383605957,6052.340408325195,5130.400352478027,5134.8003578186035,4820.90034866333,6101.30046081543,5902.460376739502,6246.540454864502,6619.420444488525,5332.7604331970215,5175.560356140137,6162.120418548584,6241.320518493652,5125.380390167236,5694.880397796631,6110.98046875,4912.820365905762,5788.700435638428,5137.860389709473,4883.140380859375,6753.880481719971,5937.260456085205,6580.600494384766,7153.020458221436,6041.800487518311,5947.6604347229,6236.460418701172,6084.440464019775,7011.860485076904,6040.180438995361,6026.000354766846,5483.180393218994,6151.700408935547,6090.080432891846,5217.500377655029,5941.420394897461,5357.320388793945,5781.460475921631,6359.980434417725,5494.680389404297,5462.740390777588,6173.520458221436,5313.060409545898,4922.540374755859,5844.140403747559,9306.600570678711,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(14:2)_QUAL,CAR,67244.46443557739,66297.52503967285,65088.46443557739,67617.80521392822,64011.48472213745,63521.82429885864,64377.864601135254,67311.6247253418,65598.50489807129,68168.72520828247,58886.24379348755,64357.14423751831,65140.66478347778,62390.744773864746,66204.22443771362,64461.58485412598,63761.66422653198,64701.64421081543,62887.10453796387,49587.2833442688,65224.76443481445,64953.98435211182,67799.34468078613,67073.8051147461,63887.26514053345,66857.30480957031,64717.84442138672,62830.924896240234,64277.84429550171,65665.34441375732,62664.48390197754,64399.72420883179,64822.88501358032,65242.224575042725,67465.10520935059,63732.224517822266,68111.26440048218,62942.92421722412,69085.68486785889,65544.48472976685,62778.04470825195,67613.34483718872,65343.524517059326,64024.26427459717,68915.22458648682,67410.94430923462,65949.12440490723,68581.92517471313,69523.32508850098,66948.6248588562,61930.80448150635,62480.94432449341,62262.604290008545,62316.24434661865,65679.70500183105,63133.66403961182,63152.68480682373,64973.72484970093,64324.984661102295,69589.9848022461,80536.3257446289,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(16:0),CAR,3021.68021774292,3104.400218963623,3145.6602363586426,3342.5202598571777,3121.720226287842,3369.2202796936035,3204.900218963623,3010.120204925537,3054.940231323242,2990.3001861572266,3191.4802207946777,3121.500244140625,2866.3201904296875,2976.7402000427246,4028.18025970459,2864.680206298828,3078.5602264404297,3282.960235595703,3215.000232696533,2797.240188598633,3684.740245819092,2994.380226135254,3359.020248413086,3195.4202308654785,3416.2002601623535,2751.2202072143555,3006.9002227783203,3291.680244445801,3356.7602348327637,2838.720203399658,3416.060245513916,3083.840217590332,3101.880195617676,3051.860221862793,2591.2001876831055,2603.5401725769043,3117.900245666504,2955.760208129883,3680.4002799987793,3089.1202087402344,2997.920207977295,2944.7001991271973,2908.620204925537,3129.300205230713,2408.58016204834,3063.880214691162,2692.2602043151855,2951.7001991271973,3410.800262451172,3116.1002311706543,2852.8602256774902,3402.900276184082,3065.440212249756,3052.3402099609375,3233.3202209472656,3069.28023147583,3078.4602088928223,3351.340229034424,2863.680187225342,2958.640205383301,4314.000267028809,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(16:0)_QUAL,CAR,9633.640712738037,10059.46064376831,9119.520679473877,8428.70059967041,8214.340587615967,9115.260540008545,8098.400581359863,9159.540580749512,9243.080722808838,9073.2406539917,8664.300601959229,9700.3606300354,10573.500648498535,9399.940700531006,9808.420700073242,9953.800735473633,9618.180652618408,10065.360786437988,8665.48066329956,7632.3005027771,9995.260791778564,10090.540729522705,9309.48066329956,9997.760723114014,9321.700714111328,10214.500762939453,9071.66067123413,10289.680717468262,7741.760555267334,9799.500644683838,9547.600662231445,8535.06063079834,8622.120620727539,9434.720638275146,8585.5806350708,10528.140727996826,8683.080596923828,9881.760696411133,10044.460765838623,10574.380687713623,8539.660591125488,11417.940845489502,9239.000621795654,8794.640689849854,10778.640701293945,9000.28060913086,10594.80075454712,9232.180629730225,7867.400524139404,10256.08067703247,10262.560737609863,9302.600742340088,8923.900554656982,8838.42060470581,9113.360626220703,10390.000789642334,8848.860626220703,10061.220672607422,10161.540729522705,9921.040748596191,10733.06078338623,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(16:1),CAR,3397.7402420043945,3766.1202659606934,4407.940319061279,3500.76025390625,4490.48030090332,3976.880302429199,3811.6602363586426,3260.32022857666,3725.4402503967285,4482.840316772461,3471.0802574157715,3949.7202949523926,3555.9202575683594,4112.540302276611,4287.740287780762,4125.7602615356445,4139.180294036865,2817.0602073669434,3542.4202461242676,3333.720272064209,4376.680328369141,3288.7602500915527,3348.0202255249023,3870.5802841186523,4397.880302429199,3310.6002349853516,3724.1202430725098,3378.3802337646484,4146.1202964782715,4028.380313873291,3882.700252532959,4300.260299682617,3874.140266418457,4069.700298309326,4075.6802825927734,3732.540256500244,4465.480293273926,3957.2603034973145,3961.1402740478516,3755.460250854492,3809.4202613830566,3519.440258026123,3483.780227661133,3782.260265350342,3382.6802406311035,3962.4002685546875,4364.000312805176,3900.000312805176,4482.060279846191,3322.2602577209473,3954.7802658081055,3765.640281677246,3405.9602699279785,4066.840274810791,3983.540313720703,4592.720287322998,4026.2403106689453,3938.180263519287,4493.200336456299,4525.440341949463,5797.720478057861,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(16:1)_QUAL,CAR,5701.520431518555,6118.960418701172,7528.42057800293,6413.980480194092,6276.520446777344,6515.540447235107,7036.680519104004,5890.060455322266,5556.020404815674,7078.780475616455,5312.140411376953,6702.340480804443,6089.100479125977,6645.760486602783,7681.280536651611,5221.940376281738,7115.600532531738,6625.080455780029,6600.140453338623,5858.060375213623,6549.700481414795,6322.220432281494,6373.840469360352,6624.360469818115,7343.020565032959,6965.220455169678,6575.200439453125,5660.400367736816,6089.40043258667,7348.540584564209,6159.020481109619,7483.840553283691,6680.6004638671875,7192.020526885986,6190.880420684814,6483.500442504883,7629.760551452637,6360.820487976074,6176.120433807373,7239.760482788086,6671.220512390137,6972.060459136963,5918.700412750244,7409.320545196533,6601.840484619141,6458.120471954346,7338.7404708862305,7174.3204917907715,7970.100608825684,5947.900413513184,6434.880451202393,6851.060493469238,7095.660568237305,6327.900447845459,6428.500453948975,6241.060409545898,6862.440498352051,6401.960464477539,6899.760452270508,6267.94047164917,11013.300758361816,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(16:2),CAR,4123.360294342041,3490.4402503967285,3978.0402870178223,3943.380298614502,3695.9802474975586,4532.880271911621,3947.760265350342,3610.5602493286133,3807.1202850341797,3388.6202392578125,4189.600288391113,3555.480297088623,3712.9203147888184,3554.600254058838,3718.4602661132812,3629.5402641296387,3581.8602294921875,4336.180320739746,3342.2802124023438,2820.5201988220215,3909.5802574157715,3511.3602561950684,4396.6403160095215,2889.120220184326,4142.46028137207,3558.1002464294434,3822.780227661133,3822.3002967834473,4134.100315093994,4713.9203453063965,3599.820243835449,4416.520263671875,3983.7802696228027,3734.460235595703,4141.660270690918,3272.960235595703,4268.400314331055,3362.8202323913574,3708.5802726745605,3536.4402656555176,3363.5802268981934,3752.4602813720703,4022.300262451172,4061.7802734375,3250.3602294921875,3866.580276489258,3702.240219116211,3828.2202949523926,4248.740314483643,3730.360252380371,4016.8002586364746,3972.460273742676,4181.420295715332,3682.060260772705,3372.7602157592773,3877.1202354431152,4068.180335998535,3793.2402877807617,3336.720203399658,3787.800235748291,6465.920524597168,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
CAR(16:2)_QUAL,CAR,4257.8803062438965,4829.640296936035,4413.960296630859,4706.580318450928,4378.5003089904785,4656.840305328369,4336.440269470215,4446.28035736084,4697.200332641602,4997.820365905762,4206.280284881592,4746.800365447998,3892.6002922058105,4702.82035446167,4379.760265350342,4382.8803062438965,4030.4402618408203,4873.800327301025,4516.560359954834,3319.000255584717,4874.900356292725,5138.8403968811035,4672.300312042236,4399.800319671631,5430.300380706787,4347.76029586792,4897.700351715088,4307.780303955078,4668.160312652588,4442.880332946777,4213.700302124023,4448.420303344727,4292.300304412842,4253.920295715332,4173.700332641602,3914.1402702331543,4990.920375823975,4602.140338897705,4847.840335845947,5018.120384216309,4201.240287780762,4495.02033996582,4253.220291137695,5004.420341491699,3901.100296020508,3996.4402923583984,4717.240386962891,4327.500312805176,4687.400321960449,4877.500331878662,4206.060287475586,4415.840297698975,4612.260341644287,4253.560329437256,4401.220294952393,4724.400341033936,4163.980308532715,3928.0402488708496,4399.860282897949,4779.680324554443,5021.320365905762,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
