Lipid,Class,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PC(18:4),PC,50212.96365356445,58374.56494140625,20332.66146850586,67429.68365478516,59427.54446411133,49281.18298339844,53709.82379150391,58237.30426025391,79343.0454711914,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(19:0),PC,130005.24951171876,143168.04907226562,103128.28701400755,200444.1748046875,176955.23266601562,133340.90942382812,137312.63012695312,168537.892578125,157374.3310546875,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(19:1),PC,140516.29028320312,146377.57153320312,106344.88717269896,200737.25463867188,187651.3142089844,130619.46997070312,146961.25122070312,169678.2529296875,164997.83056640625,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(19:2),PC,145218.40942382812,152452.15161132812,105357.08718109132,213290.275390625,188717.19409179688,139614.34887695312,155212.17114257812,180396.55322265625,167100.55078125,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(19:3),PC,137885.70971679688,152351.45092773438,107093.76697540285,208153.85693359372,188297.5947265625,139985.5498046875,151753.64965820312,168523.0908203125,159312.2529296875,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(20:0),PC,75538.34432983398,89896.82693481445,25593.121921539307,286000.60205078125,144259.07104492188,81066.86541748047,86602.4262084961,125493.10900878906,89313.10461425781,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(20:1),PC,120447.10815429688,129449.28784179688,86893.80609512329,151578.99279785156,150034.05151367188,128796.30932617188,123949.3485107422,139657.93041992188,141904.9503173828,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(20:2),PC,133460.63012695312,152447.30981445312,106876.76782608032,203119.8532714844,175075.27172851562,139026.95043945312,142883.69140625,174815.39135742188,157906.43115234375,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(20:3),PC,136521.30932617188,148233.4306640625,108057.30786514282,202325.91479492188,176439.93310546875,133214.97021484375,143339.17041015625,163524.75170898438,150656.23168945312,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(20:4),PC,136148.25024414062,143822.61010742188,102148.78701019289,199529.35424804688,171308.85180664062,128790.31079101562,134170.14819335938,159575.55200195312,152246.89013671875,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(20:5),PC,136600.39135742188,148046.73266601562,105619.70699691772,192322.53369140625,171779.25170898438,130842.6083984375,136898.60961914062,162030.19287109375,159828.591796875,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(21:0),PC,2679640.8024902344,2748963.807861328,105081.34548568726,2527089.627807617,2349322.855255127,2493042.6977539062,2452568.0310058594,2709679.627258301,466071.697845459,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(21:4),PC,2642582.369750977,2655185.834838867,97761.72693252563,2437389.356628418,2326606.718933105,2408220.387939453,2377819.3552246094,2632385.305419922,326285.36322021484,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(22:0),PC,409661.5451660156,518066.68505859375,62502.624294281006,474784.1118164063,447902.2312011719,445052.6123046875,443704.78662109375,445435.39489746094,329044.4461669922,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(22:1),PC,404691.5657958984,521809.1654663086,58319.6640663147,485230.8757324219,425362.0205078125,436766.35302734375,440592.27770996094,454213.4162597656,320231.9479980469,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(22:2),PC,798549.1349487305,910774.310913086,56907.84363174439,808943.2789306641,756712.5284423828,784909.5954589844,781918.5434570312,827691.2314453125,342298.45959472656,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(22:4),PC,2938010.491821289,2952509.9721679688,101029.12980651855,2804442.2380371094,2596138.7495117188,2665335.2559814453,2616550.6416015625,2923189.430786133,532146.7904052734,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(22:5),PC,2749965.2244873047,2700630.61328125,95285.62574768066,2575471.7618408203,2391764.466064453,2407156.990722656,2434878.5267333984,2705555.7005615234,487090.3118286133,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(22:6),PC,2721886.8592529297,2747483.4591064453,92904.56761169434,2495186.603942871,2345421.868041992,2445100.143310547,2400256.780883789,2714907.506591797,482973.8822021485,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(24:0),PC,1468265.4787597656,1134539.7198486328,44237.36316680908,1433342.056213379,1385462.0940551758,1277787.692199707,1403577.1068725586,1311458.546447754,249146.82150268555,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(24:1),PC,1471875.2385253906,1122963.7706298828,42183.00256729126,1438057.685974121,1403771.258972168,1314871.489807129,1386271.5630493164,1307638.0909423828,247757.91528320312,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(2:0),PC,44733.5026550293,44887.962799072266,15113.241039276125,37693.32278442383,40071.82299804688,38693.36267089844,46049.32376098633,35931.062927246094,45205.82272338867,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(3:0),PC,972265.647705078,1264337.4810180664,16321.32116317749,1829109.1437683103,1218842.4690246582,1238371.830078125,1258964.556488037,1268034.756225586,1872528.8307800293,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(3:1),PC,352601.72232055664,508490.6005249024,12429.800842285156,1194990.3062286377,683363.1746520996,478323.7102661133,521559.97161865234,657418.5752716064,770069.5003662109,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(4:0),PC,60938.10388183594,59463.26428222656,57180.00370788574,63491.98400878906,64561.224609375,59332.52404785156,63340.86401367188,61855.66424560547,70449.044921875,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(5:0),PC,64614.064208984375,60352.72399902344,42157.622829437256,53584.90350341797,51147.44317626953,58560.62420654297,71512.56481933594,56978.56439208984,69228.88464355469,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(6:0),PC,32792.86209106445,37720.72253417969,18008.581161499023,42406.683349609375,34598.88244628906,31276.461791992188,34373.042541503906,34646.76235961914,42570.74209594727,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(7:0),PC,78452.28704833984,78029.20635986328,38311.40263748169,83666.48651123047,73615.90466308594,69695.044921875,121661.22955322266,111604.16650390624,67993.1644897461,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(8:0),PC,31205.622314453125,37993.90232849121,13803.220916748049,36254.34196472168,36446.04217529297,36617.342544555664,36528.142265319824,31852.56233215332,49902.683906555176,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PC(9:0),PC,29399.28204345703,31403.7021484375,20586.58145904541,33972.28268432617,31551.9821472168,30296.442138671875,30747.142456054688,31722.42202758789,43231.78256225586,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(12:0) | PE (12:0),PE | PE,58794.72381591797,62948.16412353516,42219.562927246094,51308.763671875,45204.18276977539,58613.80462646485,62217.08447265625,47750.10321044922,61092.42376708984,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(12:0) | PE (12:0)_2,PE | PE,63520.28485107422,64168.04479980469,42370.54290771485,52351.90350341797,53909.86334228516,59645.624267578125,62108.24420166016,51293.04376220703,60886.64373779297,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(13:0),PE,28990.161987304688,33368.94271850586,17703.06117248535,33250.40270996094,30601.722366333008,31383.94235229492,33409.64245605469,33084.94209289551,36036.30244445801,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(14:0),PE,87729.14474487305,98931.96697998048,21993.901611328125,100187.1277770996,107176.59019470216,95542.20584106444,90079.0654296875,91017.90884399414,134677.56942749023,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(14:1),PE,142893.16970825195,87029.46490478516,24867.64151000977,126145.8893737793,107962.28747558594,101716.90786743164,110232.16781616212,125249.09133911131,39678.1423034668,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(15:0),PE,445675.5568008423,552928.3476867676,18759.4813079834,752446.0529174805,560778.3286743164,528889.0122375488,564543.0735015869,580362.1122283936,895332.0626068115,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(15:1),PE,291437.92320251465,161573.69204711914,17599.621307373047,240560.2325439453,225092.2166748047,204589.9945526123,224964.4195098877,235856.51805114743,31247.9818649292,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(16:0),PE,1457.9801063537598,1483.6201095581057,9967.360530853271,716140.9320068359,770841.7488708496,1636.0601081848145,1421.6400985717771,636524.2214660645,1477791.6302337646,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(16:1),PE,1678.8801040649414,1421.860080718994,8514.940574645996,25998.841827392574,24123.8217086792,1619.560115814209,2269.260131835937,24564.281616210938,33066.92241668701,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(17:0),PE,46134.54287719727,62130.06362915039,9871.360744476318,60365.18435668945,29895.12205505371,52691.58349609375,51089.40432739258,46654.74398803711,8120.740547180176,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(17:1),PE,38675.24255371094,47636.50294494629,2714.660186767578,28049.86210632324,23299.381759643555,39628.52265930176,43944.782428741455,26499.28173828125,1598.3600997924805,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(17:2),PE,28441.662132263184,28862.701904296875,1477.660099029541,26972.162109375,22982.781631469727,30558.7419128418,9986.980770111084,21536.101669311523,1422.240089416504,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(18:0),PE,47029.2839050293,50721.58410644531,23118.761688232426,34492.34281921387,26548.48194885254,48392.863708496094,50336.8235168457,26162.94201660156,52732.1637878418,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(18:1),PE,40955.08262634277,41236.26287841797,23032.521774291992,21164.88134765625,19943.521438598636,42837.36328125,38798.60287475586,20010.861541748047,38762.44291687012,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(18:2),PE,52668.26428222656,53037.84399414063,18789.481155395508,29145.9423828125,29187.362014770508,49165.24304199219,46277.2431640625,27227.1414642334,63069.78421020508,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(18:3),PE,45883.56365966797,45220.30334472656,15673.501068115234,18577.92140197754,21406.42135620117,41531.06274414063,38655.583099365234,24173.501724243164,40781.843017578125,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(18:4),PE,160638.87255859375,112687.5479736328,27969.562103271484,35946.782318115234,90881.50610351562,82246.365234375,83568.72521972656,243814.63671875,48831.60382080078,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(19:0),PE,41702.54321289063,38341.44256591797,21300.42163085937,12631.180755615234,20793.961639404297,38523.962463378906,34617.74234008789,22125.941680908203,40591.5235748291,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(19:1),PE,38095.96304321289,39481.162658691406,21228.681549072266,19536.44166183472,22752.441528320312,39048.40267944336,36071.60220336914,21733.361541748047,43139.00271606445,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(20:0),PE,52587.543548583984,57130.44374084473,23385.261459350582,1436.4401016235352,21332.281631469727,56033.54412841797,47078.08349609375,1596.0601196289062,55170.40365600586,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(20:1),PE,92918.68698120116,74824.78509521484,24435.40182495117,1540.1401176452637,53855.66371154785,72416.22540283203,95325.0076751709,2423.220199584961,41330.32279968262,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(20:2),PE,232311.51440429688,193570.87606811523,24860.721908569336,1707.560115814209,28796.80209350586,166051.89303588867,242822.83203125,44757.70276260376,60406.58558654785,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(20:3),PE,60375.38458251953,63303.04504394531,25569.20181274414,1510.6400985717771,25054.84181213379,58017.88381958008,58689.7841796875,18237.26127243042,55966.78393554688,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(20:4),PE,170145.31420898438,176924.75390625,127032.888671875,3812.580184936523,97883.92626953124,157105.17138671875,169627.53125,100970.30810546876,192101.29370117188,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(20:5),PE,94399.26623535156,98108.04699707033,58538.56414794922,2594.020168304444,19712.52143096924,99165.86730957033,88116.96691894531,17515.501266479492,100372.34777832033,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(21:0),PE,53722.484375,50359.08319091797,25166.681762695312,32205.122344970703,10522.180694580078,49610.323638916016,57227.643798828125,28300.561935424805,46612.26376342773,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(22:0),PE,51127.74423217773,49821.94389343262,19600.80143737793,29057.322479248047,18321.14140319824,50975.36401367188,48685.76361083984,23367.36158752441,35826.622497558594,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(22:1),PE,36719.82263183594,37670.64259338379,20484.94149780273,27124.18170166016,20827.98110961914,35650.72253417969,37563.603088378906,21202.52153778076,42536.28253173828,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(22:2),PE,47928.90310668945,50237.12316894531,22166.02137756348,29097.661560058597,22267.921493530277,49902.02410888672,48327.86340332031,26272.641662597656,47750.58319091797,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(22:4),PE,48533.28366088867,48978.94323730469,20839.98159790039,33255.52199554443,23278.00187683105,43958.82293701172,49427.4235534668,26159.401428222656,46962.02322387695,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(22:5),PE,82316.40533447266,86590.78717041016,21650.18165588379,52856.0234375,36109.64303588867,81636.5061340332,95906.06637573242,41637.442779541016,47812.822982788086,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(22:6),PE,52234.62341308594,54092.623596191406,24926.161743164062,32862.62208557129,20846.861347198486,56439.46432495117,51365.76400756836,21781.80149841309,43074.343338012695,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(24:0),PE,52534.56359863281,55542.14337158203,24610.461791992188,31041.922088623047,29714.40182495117,46298.42367553711,45918.10354614258,29016.76205444336,73709.22436523438,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(24:1),PE,60180.62387084961,70764.40463256836,21535.161529541016,51099.26431274414,43301.00288391113,67538.14346313477,63269.32446289063,42653.62296295166,89366.2847290039,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PE(24:6),PE,52567.98432922363,49621.32345581055,21272.301467895508,46052.22380065918,28195.1219329834,47553.24279785156,50448.36322021485,35764.041511535645,36389.14225769043,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PG(12:0),PG,31182.0421295166,98600.6259765625,26409.36206436157,75531.40515136719,78867.64569091797,80440.98516845703,94559.68676757812,82272.14642333984,62100.60400390625,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PG(13:0) | PG (12:0),PG | PG,37177.342849731445,153457.5291748047,40947.20279312134,96411.5867919922,100949.06640625,148135.2498779297,185458.99267578125,91264.86669921876,111238.74743652344,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PG(13:0) | PG (12:0)_2,PG | PG,40038.10314941406,168025.81127929688,40570.34296417236,111212.8878173828,110618.6884765625,146011.9500732422,183567.01416015625,92566.80688476562,116032.82824707033,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PG(14:0),PG,29961.38212585449,91385.8270263672,14505.84103012085,96856.80569458008,68936.86416625977,68318.88424682617,74471.96533203125,83255.00537109375,49676.62432861328,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PG(14:1) | PG (14:1),PG | PG,329679.2849121094,1025485.4008789062,115480.76885604858,1861440.6997070312,688667.7504882812,713315.0092773438,953785.6440429688,1386853.9106445312,288534.4426269531,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PG(14:1) | PG (14:1)_2,PG | PG,322873.1459960937,1022232.7177734376,125751.98804855348,1868853.05859375,695730.224609375,720797.2622070312,944955.755859375,1387978.0146484375,292964.9814453125,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PG(15:0) | PGo (16:0),PG | PG,28092.20162200928,80428.92431640625,13147.240936279297,64036.48435974121,68198.02490234375,63018.18440628052,90560.02697753906,72912.36505126953,63839.22380065918,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PG(15:0) | PGo (16:0)_2,PG | PG,25619.20156860352,76202.74573135376,15840.121170043943,68123.58480834961,66891.4652709961,47168.08304977417,89681.98654174805,70348.32418823242,63154.72477340698,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PG(15:1),PG,40837.68254852295,104567.12664794922,22235.60167312622,88394.56591796875,71533.02453613281,111108.56829833984,106764.50677490234,86968.3251953125,124935.75091552734,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
Lyso_PG(16:0),PG,1482.7800903320312,1466.4600982666016,1450.540096282959,252740.6211547852,167324.37356567383,1652.4201278686523,1460.600112915039,167109.3533935547,1476.4401016235352,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
