Lipid,Group_D,Group_D,Group_D,Group_D,Group__A,Group__A,Group__A,Group__A
LPG(22:2),1264.000087738037,1244.820083618164,1246.3800773620603,1250.700096130371,1337.7200889587402,1292.8200759887695,1265.9600830078125,1248.740089416504
LPG(22:4),1248.1800918579102,1245.1000900268557,1257.6200904846191,1252.000087738037,1287.0600814819336,1266.7800903320312,1249.480094909668,1248.1601028442385
LPG(22:6),1248.740089416504,1287.980094909668,1250.860092163086,1251.4800834655762,1263.1200981140137,1295.5800895690918,1249.1400909423828,1249.840087890625
LPI(12:0),1360.6800994873047,1221.1400871276855,1220.8200912475586,1224.780086517334,1297.680088043213,1235.5600929260254,1230.0600814819336,1214.2400817871094
LPI(13:0),1256.9000854492188,1220.7600708007812,1253.980094909668,1225.080078125,1274.6400871276855,1223.1400909423828,1216.2800941467283,1248.5400886535645
LPI(14:0),1274.2600936889648,1302.9800910949707,1284.8000946044922,1355.1800994873047,1341.7201080322266,1307.680088043213,1287.5000953674316,1526.1201057434082
LPI(14:1),1436.060089111328,1283.8800888061523,1360.000099182129,1362.9000968933103,1403.5001068115234,1255.3800926208496,1233.0200843811035,1340.7000846862793
"LPI(15:0),LPI(O-16:0)",2106.880172729492,1868.420139312744,1497.460105895996,2030.60013961792,1724.960117340088,1705.380111694336,1647.2601013183594,1684.3001174926758
"LPI(15:1),LPI(P-16:0)",1286.0200958251953,1220.2800827026367,1218.7200889587402,1232.7601051330566,1281.2200813293457,1278.4600830078125,1216.040069580078,1226.6200904846191
LPI(16:0),1433.960117340088,1268.3400840759275,1248.2000846862793,1372.9000930786133,1468.380107879639,1223.1200981140137,1253.7600860595703,1427.7400932312012
LPI(16:1),1244.600082397461,1258.6800956726074,1219.0400848388672,1224.2400817871094,1242.500087738037,1224.04008102417,1222.4200744628906,1214.0000801086426
"LPI(17:0),LPI(O-18:0)",1313.1000900268557,1310.2000885009766,1280.3000946044922,1479.500114440918,1354.14009475708,1265.280101776123,1279.560089111328,1263.4600830078125
"LPI(17:1),LPI(P-18:0)",1262.7600898742676,1284.4400901794434,1236.960090637207,1252.8400955200195,1223.1200904846191,1261.420078277588,1302.1600875854492,1215.320083618164
LPI(17:2),1222.860088348389,1246.5400772094729,1219.520092010498,1241.4000816345217,1327.7601051330566,1303.940097808838,1217.720085144043,1290.4400939941406
LPI(18:0),1306.640079498291,1303.3400917053225,1261.8000946044922,1679.6801223754885,1467.640106201172,1306.6600952148438,1332.1200942993164,1276.2200889587402
LPI(18:1),1264.7201042175293,1355.1200904846191,1265.1200828552246,1401.7401008605957,1334.8600997924805,1265.1200904846191,1257.9200820922852,1256.9600868225098
LPI(18:2),1354.8800888061523,1363.4601020812988,1300.4000968933103,1283.3000984191897,1265.3400917053225,1301.640106201172,1338.900089263916,1348.0000953674316
LPI(18:3),1265.5200958251953,1263.0600967407229,1262.2000923156738,1342.8800964355469,1322.4200859069824,1283.5400848388672,1323.8000831604004,1283.2400817871094
LPI(18:4),1280.2400817871094,1311.5200996398926,1353.6800842285156,1301.2200927734375,1425.960105895996,1278.460090637207,1259.8000831604004,1257.8600959777832
"LPI(19:0),LPI(O-20:0)",1329.8200912475586,1324.6401100158691,1334.8400917053225,1333.380100250244,1281.1400909423828,1287.2800788879397,1336.680088043213,1515.5401000976562
"LPI(19:1),LPI(P-20:0)",1415.8000946044922,1336.7800979614258,1268.4400901794434,1427.60009765625,1314.500087738037,1265.0800895690918,1371.2200965881348,1406.4600982666016
LPI(20:0),1298.3000869750977,1316.9800987243652,1261.4400939941406,1328.2800941467283,1343.2200889587402,1274.0000915527344,1258.040096282959,1287.8400840759275
LPI(20:1),1457.4401016235352,1291.9200973510742,1316.200096130371,1342.2800903320312,1371.0000915527344,1310.360092163086,1302.820087432861,1325.9000968933103
LPI(20:2),1334.8800811767578,1264.7600860595703,1309.4200897216797,1295.640079498291,1339.2601013183594,1283.1200942993164,1265.4000816345217,1290.2200889587402
LPI(20:3),1265.1000862121582,1263.2200927734375,1293.9000816345217,1269.4800872802734,1331.520092010498,1265.3400955200195,1258.6600799560547,1320.3800888061523
LPI(20:4),1336.000099182129,1265.5400848388672,1334.6200904846191,1423.1200981140137,1269.3400917053225,1316.7200965881348,1293.5400886535645,1328.0200881958008
LPI(20:5),1265.4000778198242,1272.4000778198242,1261.180088043213,1281.2200889587402,1278.3600959777832,1266.120086669922,1284.9800910949707,1276.6000862121582
LPI(21:0),1312.9600944519043,1427.7200965881348,1317.1800918579102,1369.3200912475586,1317.760097503662,1325.8600997924805,1276.7400932312012,1330.9200820922852
LPI(22:0),1358.240089416504,1365.4801025390625,1309.0801010131836,1343.4800872802734,1466.1800994873047,1313.9401016235352,1513.1601066589355,1385.7401008605957
LPI(22:1),1277.380100250244,1307.900089263916,1261.1200981140137,1267.0200843811035,1347.6800918579102,1272.0000953674316,1258.3000869750977,1299.7400817871094
LPI(22:2),1281.7200965881348,1262.940086364746,1261.340087890625,1311.180088043213,1286.480094909668,1265.6400871276855,1291.660083770752,1305.9600868225098
LPI(22:4),1333.5001106262207,1262.760097503662,1261.4600944519043,1311.7400970458984,1265.6400909423828,1266.0800895690918,1337.5200843811035,1257.3800926208496
LPI(22:6),1372.940097808838,1262.7600898742676,1261.6000938415527,1266.900089263916,1327.8001098632812,1276.720100402832,1280.660099029541,1256.5800895690918
LPS(12:0),1295.2600936889648,1337.3000869750977,1394.060089111328,1317.1600914001465,1316.480094909668,1298.1400909423828,1294.8800811767578,1478.8601036071775
LPS(13:0),1423.5200996398926,1305.7400856018066,1412.0201034545898,1310.5200996398926,1302.4400901794434,1325.1800956726074,1267.800090789795,1325.1200981140137
LPS(14:1),1669.8401260375977,1552.140106201172,2484.760166168213,1758.400131225586,1747.6801376342771,2223.3201599121094,1606.1201057434082,2380.240173339844
LPS(16:1),1302.6400871276855,1262.8400917053225,1370.9400939941406,1310.4600830078125,1289.3600959777832,1381.340087890625,1264.9200859069824,1422.6800918579102
LPS(17:2),1308.0600929260254,1263.9200897216797,1314.7000885009766,1348.7401008605957,1271.3600997924805,1274.1200942993164,1320.560089111328,1430.6000938415527
LPS(18:1),1316.6400871276855,1290.3400840759275,1340.0600967407229,1374.2200927734375,1313.9400939941406,1398.2800941467283,1261.0400924682615,1322.5000953674316
LPS(18:2),1293.8200988769531,1314.1800918579102,1291.4400939941406,1334.3800964355469,1289.1200904846191,1338.300106048584,1259.8600959777832,1271.740089416504
LPS(18:3),1280.4401016235352,1263.6200981140137,1336.0400924682615,1261.900089263916,1258.4400939941406,1292.560089111328,1260.3800926208496,1331.5200996398926
LPS(20:0),1311.3400993347168,1280.5000839233398,1335.8000984191897,1294.60009765625,1306.9200897216797,1318.0600929260254,1277.8400917053225,1258.5000762939453
LPS(20:1),1318.580093383789,1263.6400909423828,1410.8000984191897,1261.8800926208496,1325.8201065063477,1259.120086669922,1277.580093383789,1292.1200942993164
LPS(20:2),1333.60009765625,1288.500087738037,1283.9401016235352,1272.820087432861,1258.7200927734375,1322.7200965881348,1260.1800918579102,1272.6200904846191
LPS(20:3),1313.1000938415527,1289.6000938415527,1485.1400909423828,1331.9801025390625,1287.180088043213,1302.5400886535645,1305.9800834655762,1325.7600936889648
LPS(20:4),1486.5201110839844,1274.6800842285156,1603.6601066589355,1432.3001022338867,1309.6400833129885,1406.1200904846191,1341.8000869750977,1671.58012008667
LPS(20:5),1368.4200973510742,1263.2200927734375,1328.0200805664062,1314.7800979614258,1449.060089111328,1520.980125427246,1263.2000770568848,1345.240089416504
LPS(21:0),1261.8000869750977,1297.2200889587402,1321.4801025390625,1268.820087432861,1274.2000885009766,1293.520076751709,1308.920093536377,1274.7000846862793
LPS(22:0),1353.3601036071775,1265.5200843811035,1355.4000930786133,1276.7000885009766,1270.0200881958008,1259.180088043213,1333.5600967407229,1259.9000854492188
LPS(22:1),1349.8000946044922,1263.4600982666016,1288.2400817871094,1280.920093536377,1257.6200904846191,1286.460090637207,1259.9400901794434,1336.7200889587402
LPS(22:2),1302.6200790405271,1263.1600952148438,1259.860092163086,1262.1800804138184,1278.9800910949707,1339.7600898742676,1259.7800941467283,1280.7200813293457
LPS(22:4),1261.5400886535645,1290.1000862121582,1315.7200965881348,1261.5400886535645,1257.860080718994,1311.5200958251953,1260.1400871276855,1258.7800827026367
LPS(22:6),1439.1601028442385,1473.920093536377,1797.600112915039,1532.3001136779783,1365.8000946044922,1622.500114440918,1359.4201011657717,1633.1801414489746
LPS(O-16:0),1382.1800956726074,1329.1200904846191,1330.4401092529297,1399.7201080322266,1337.580093383789,1331.8000946044922,1277.5400886535645,1286.980079650879
LPS(O-18:0),2558.860179901123,2434.3001823425293,2995.760223388672,1718.8601150512695,2284.120185852051,2930.780216217041,1967.54012298584,3020.980197906494
LPS(O-20:0),1305.5200996398926,1316.020092010498,1273.9600791931152,1317.7200927734375,1268.2600936889648,1349.900089263916,1288.5800971984863,1285.9800910949707
LPS(P-16:0),1514.6401138305664,1379.8001022338867,1531.780101776123,1280.2600936889648,1279.7200965881348,1280.3400840759275,1351.920093536377,1338.7200889587402
LPS(P-18:0),1380.2601051330566,1263.020092010498,1347.1000938415527,1289.5200996398926,1286.4400901794434,1297.8400802612305,1291.1000900268557,1329.6800842285156
LPS(P-20:0),1313.680088043213,1303.720100402832,1259.6200981140137,1363.780101776123,1257.720085144043,1313.620086669922,1260.7000999450684,1258.2600784301758
"PC(10:0),LPC(11:0)",1131.3800811767578,1069.300067901611,1262.6800956726074,1001.0600662231444,1012.5200576782228,1048.5800743103027,1096.3600730895996,1061.7000694274902
"PC(12:0),LPC(13:0),LPC(O-14:0)",1272.460090637207,1104.2800903320312,1045.2600746154783,1001.3400802612304,1022.7800827026368,1225.760082244873,1030.5200843811035,1097.9200706481934
PC(12:4),1176.9600830078125,1217.620086669922,1048.1200714111328,1073.6400756835938,1052.2400741577148,1165.1200790405271,1080.3200759887695,1145.8000831604004
"PC(14:0),LPC(15:0),LPC(O-16:0)",1737.0801391601562,1432.4401092529297,1271.4201011657717,1253.580093383789,1181.180088043213,1554.040111541748,1050.840072631836,1124.3400840759275
"PC(16:0),PC(O-17:0),LPC(O-18:0)",1632.040111541748,1249.6800918579102,2776.6401557922363,1272.080093383789,1645.6401138305664,2037.020149230957,1543.2601127624512,1262.340106964111
PC(16:4),1101.5800819396973,1170.9000854492188,1001.1400756835938,1052.5000686645508,1038.9000701904297,1073.7600708007812,1058.9800758361816,1130.4200820922852
"PC(18:0),LPC(19:0),PC(O-19:0),LPC(O-20:0)",1458.580093383789,1703.5801124572754,1767.600112915039,1085.8400802612305,1385.5600929260254,1537.4401092529297,1258.7600898742676,1175.6200790405271
"PC(18:1),LPC(19:1),PC(O-19:1),LPC(P-20:0)",1493.1601028442385,1321.3401107788086,1271.9400901794434,1130.5600852966309,1224.7400932312012,1504.440097808838,1147.420093536377,1216.2000885009766
"PC(19:0),LPC(20:0),PC(O-20:0)",1975.380123138428,1593.8800926208496,2651.7801475524902,1807.940116882324,1747.6801109313965,2880.980197906494,1427.7201042175293,1160.7200927734375
"PC(19:1),LPC(20:1),PC(O-20:1),PC(P-20:0)",1563.4401245117188,1426.1001091003418,2042.30016708374,1243.1400909423828,1157.4601020812988,1915.0801162719729,1382.7600936889648,1399.1401100158691
"PC(20:0),LPC(21:0),PC(O-21:0)",1678.020118713379,1519.5800895690918,1418.7400932312012,1188.0600814819336,1025.9400787353516,1545.880100250244,1049.2800827026367,1015.100067138672
"PC(20:1),PC(O-21:1)",1094.3000717163086,1034.2200775146484,1133.8400802612305,1037.6400680541992,995.6400680541992,1243.100082397461,1015.460075378418,1042.0200691223145
"PC(20:4),LPC(21:4)",1181.180088043213,1103.9200859069824,1061.1200714111328,1152.3600845336914,1104.6400756835938,1133.600082397461,1010.9600715637208,1165.0600852966309
"PC(21:0),LPC(22:0),PC(O-22:0)",4134.800357818604,2039.500144958496,4238.740291595459,2331.72013092041,2599.280174255371,4693.280349731445,1634.4801292419434,2647.900215148926
"PC(21:1),LPC(22:1)",4342.200344085693,3132.560272216797,3222.560234069824,3675.9202880859375,2137.7201538085938,4610.780376434326,2615.200183868408,3082.0802154541016
PC(22:0),1523.360107421875,2503.1201667785645,2192.8001823425293,1468.6201171875,1258.1400871276855,2692.440216064453,1168.0800857543943,1964.22017288208
PC(22:1),1179.820083618164,1145.0000839233398,1101.560073852539,1022.62007522583,1075.0000801086426,1361.500099182129,1014.7400817871094,1097.0200805664062
PC(24:0),1416.100082397461,2053.14013671875,3077.4402656555176,1171.8600769042969,1286.7800903320312,1863.700134277344,1145.0400772094729,2185.6001892089844
PC(25:0),1630.5601196289062,1222.1200790405271,2297.1001777648926,1181.1400871276855,1676.360126495361,1609.8201141357422,1109.640079498291,1532.040111541748
PC(26:0),3457.7602577209477,4371.580303192139,3320.880241394043,1412.2400970458984,3423.820281982422,4130.72025680542,1572.0201110839844,4349.880355834961
PC(26:1),1094.1000747680664,1294.580093383789,1201.340072631836,1047.0600700378418,1231.0600852966309,1423.4200973510742,1277.0000762939453,1472.0401077270508
"PC(27:0),PC(O-28:0)",1799.6601486206057,1563.8001289367676,1862.5601234436035,1129.5600852966309,1213.660083770752,2142.360149383545,1092.0600776672363,1329.400089263916
"PC(27:1),PC(P-28:0)",1246.0800743103027,1273.800090789795,1653.6401405334473,1081.9800605773926,1249.3000869750977,1164.360088348389,1098.5200843811035,1098.520076751709
"PC(28:0),PC(O-29:0)",1728.1001205444336,1789.200138092041,2797.0001945495605,1343.5200881958008,2263.1401748657227,2894.100200653076,1501.5401191711426,2438.000171661377
"PC(28:1),PC(P-29:0)",1634.6201171875,1350.2800979614258,1411.0000953674316,1330.780086517334,1670.8601188659668,1349.8600959777832,1366.9600982666016,1481.880100250244
PC(28:2),1101.62007522583,1612.700122833252,1834.8801307678225,1036.6400756835938,1329.0200843811035,1201.4801025390625,1077.480079650879,1523.880111694336
"PC(29:0),PC(O-30:0)",2138.5801162719727,1826.1801300048828,1930.140151977539,1038.2800827026367,1866.680149078369,1841.10013961792,1314.3201141357422,1394.9800987243652
"PC(29:1),PC(O-30:1),PC(P-30:0)",3301.2602577209477,1623.740104675293,3018.5802040100098,1273.6200942993164,1483.620086669922,2866.760185241699,1443.2000923156738,1904.7001266479488
"PC(29:2),PC(P-30:1)",1273.940086364746,1253.0200843811035,1499.2400932312012,1019.3600616455078,1047.300075531006,1183.3600845336914,1042.6800689697266,1326.7200889587402
"PC(30:0),PC(O-31:0)",24770.9815826416,20278.441551208496,9516.300735473633,11121.160800933838,7520.160488128662,17662.601039886475,4354.92036819458,6071.560459136963
"PC(30:1),PC(O-31:1),PC(P-31:0)",62557.64326095581,47928.22427749634,25720.460956573486,33666.16234970093,16639.321712493896,47534.18321609497,11039.040996551514,16178.261707305908
"PC(30:2),PC(P-31:1)",2959.1801376342773,1535.4801025390625,2461.200149536133,1163.1400909423828,1727.920124053955,2773.4201736450195,1445.8800964355469,1892.380126953125
PC(30:3),1311.200096130371,1208.6800842285156,1458.680088043213,1104.5800704956057,1097.1400718688965,1281.1200981140137,1012.6200714111328,1160.0600814819336
PC(30:4),1194.9000816345217,1294.6401023864746,1498.9200973510742,1259.6800842285156,1154.5800743103027,1705.4201011657717,1000.4800682067872,1081.100067138672
"PC(31:0),PC(O-32:0)",28604.142169952396,21733.76134109497,11164.50065612793,13727.661430358889,8969.280513763428,21168.2416305542,5591.140308380127,5860.080551147461
"PC(31:1),PC(O-32:1),PC(P-32:0)",9220.720386505129,6775.100498199463,4517.900234222412,5059.680515289307,2666.700225830078,6069.980449676514,1992.6201248168943,2359.740219116211
"PC(31:2),PC(O-32:2),PC(P-32:1)",1812.5001487731931,1870.2601165771484,1754.5401344299316,1152.7200775146484,1553.400104522705,1683.1601219177246,1229.4800987243652,1292.0800971984863
"PC(31:3),PC(O-32:3)",1692.4401321411133,1412.7801094055176,1471.9001007080078,1084.460075378418,1151.12007522583,1345.4801063537598,1095.2200889587402,1025.140079498291
PC(31:4),1229.560089111328,1242.9200820922852,1135.8000793457031,1034.980068206787,1214.5200805664062,1291.880100250244,1017.440071105957,1243.7000770568848
"PC(32:0),PC(O-33:0)",586161.6118927002,503785.966583252,337133.9331359863,339241.50062561035,152500.8468284607,388734.44622802734,99705.58694839478,99587.5698928833
"PC(32:1),PC(O-33:1),PC(P-33:0)",364953.919921875,231248.7006187439,95615.74666213988,98402.08801269533,99562.76857757568,203384.35707092285,55207.32405471802,56831.46417999268
"PC(32:2),PC(O-33:2),PC(P-33:1)",75910.9453125,44521.48331832886,22696.08151245117,32263.522045135494,20606.120948791504,51451.20411682129,12259.060932159424,12360.960483551024
"PC(32:3),PC(P-33:2)",3299.940273284912,2428.820205688477,1897.1601486206052,2174.880146026612,1695.0000953674316,2246.080177307129,1223.7400856018066,1024.5200691223145
PC(32:4),1525.0601348876953,1070.480068206787,1448.800106048584,1266.5600929260254,1244.9000968933103,1248.5400772094729,1015.5800743103028,1043.860080718994
PC(32:5),2019.100154876709,1354.380100250244,1815.7401123046875,1393.3201026916504,1549.7001113891602,2116.400157928467,1271.9400901794434,1440.4000930786133
"PC(33:0),PC(O-34:0)",17700.821212768555,14326.940475463867,12615.340866088867,9459.500747680664,5249.360443115234,13828.30117034912,3171.680160522461,4317.160335540772
"PC(33:1),PC(O-34:1),PC(P-34:0)",76791.26383209229,54961.18202972412,35586.78263473511,28206.46258163452,16196.541534423828,53587.12236404419,10509.44080734253,13510.180938720703
"PC(33:2),PC(O-34:2),PC(P-34:1)",48502.44253540039,31817.90142059326,27322.72221755981,31929.76266860962,12359.720512390137,37288.80306625366,5645.920391082764,7219.440490722656
"PC(33:3),PC(O-34:3),PC(P-34:2)",4664.800247192383,3791.1402473449702,3098.160221099853,2794.820209503174,2198.9001998901367,3641.600234985352,1573.2401084899902,1631.8601188659668
"PC(33:4),PC(O-34:4),PC(O-34:4),PC(P-34:3)",1703.0801239013672,1702.900127410889,1912.8801155090327,1175.0200805664062,1298.240089416504,1597.560131072998,1217.3200798034668,1279.9200859069824
"PC(33:5),PC(P-34:4)",2083.0001220703125,2134.3201599121094,1991.1601333618164,1693.960105895996,1695.4001388549805,2029.740161895752,1225.740089416504,1336.960105895996
"PC(34:0),PC(O-35:0)",390998.14907836914,266490.6770401001,215177.692237854,140857.54666900635,91828.04804229736,192727.33922576904,51858.00402832031,70239.26648712158
"PC(34:1),PC(O-35:1),PC(P-35:0)",4251753.449707031,2932619.577392578,2242218.895751953,1494454.1447143557,1103492.5275268557,2476517.0951538086,639457.1419677734,777592.5447387695
"PC(34:2),PC(O-35:2),PC(P-35:1)",9855859.565338137,8199863.713745117,6397220.281494141,5683639.628753662,2568846.803039551,5247780.186584473,1354046.4703063965,1689219.6718139648
"PC(34:3),PC(P-35:2)",692923.4250869751,503242.3549194336,402855.2044372559,430846.67038726807,199941.53099441528,388487.4694213867,105052.98454284668,114696.24927139282
"PC(34:4),PC(O-35:4)",40975.68247222901,28115.90172958374,25102.262439727783,24855.92153930664,10125.20095062256,24898.882080078125,7966.540729522705,7246.540618896484
PC(34:5),2486.760208129883,2304.7801818847656,2402.940128326416,1352.1600875854492,1767.440113067627,2121.6801681518555,1303.4800834655762,1688.8401336669922
PC(34:6),2952.360145568848,2334.660202026367,2513.64017868042,1308.2000885009766,1753.5201263427734,2623.340171813965,1055.520076751709,1503.6401252746582
"PC(35:2),PC(O-36:2),PC(P-36:1)",65150.02388763428,92089.24662399292,78049.76399993896,78718.72604751587,25213.021423339844,57821.26357269287,18322.561347961426,26017.26173400879
"PC(35:3),PC(O-36:3),PC(P-36:2)",26123.6418800354,29647.542015075684,31106.26243209839,31201.70280075073,12493.16109085083,22384.261528015137,7962.600673675537,8938.14070892334
"PC(35:4),PC(O-36:4),PC(P-36:3)",27086.34132003784,32409.74188613892,34726.183086395264,32616.24227905273,11542.060569763184,20650.8208694458,9331.080883026125,8425.08041381836
"PC(35:5),PC(O-36:5),PC(P-36:4)",9054.02080154419,13678.88133239746,10876.80083847046,3782.040279388428,4570.840274810791,7531.180480957031,3431.180263519287,3973.540344238281
"PC(35:6),PC(P-36:5)",10936.560779571531,8603.880615234375,8275.160640716553,5104.280300140381,3095.360164642334,5786.140506744385,2560.1002311706543,2963.620185852051
"PC(36:3),PC(P-37:2)",1804988.3022460935,2559138.707366944,1944887.946395874,1994356.9767532349,914103.7924079896,1211484.4309120178,699169.0907974243,798562.1650238037
"PC(36:4),PC(O-37:4)",3419892.6698303223,5553428.3759765625,4649054.848175049,4845772.019950867,1622125.5453186035,2249440.615760803,1519028.7739105225,1301176.3316345215
PC(36:5),221040.7511062622,276194.2131500244,208223.9214553833,263575.9135246277,121189.2050857544,133114.07177352905,69239.16438674927,80352.08492279053
PC(36:6),12934.401023864746,15567.321418762209,13608.621181488035,16351.921642303469,7398.580684661865,9418.700756072998,5292.700496673584,5552.560302734375
"PC(36:7),PC(35:0),PC(O-36:0)",6056.380462646484,6482.500602722168,6431.280410766602,5705.720436096191,3541.70023727417,5303.760276794434,2157.760150909424,2736.2601776123047
"PC(36:8),PC(35:1),PC(O-36:1),PC(P-36:0)",30799.56126403809,40281.92321777344,33004.04181289673,11938.380867004396,14696.98108291626,25987.56177520752,10889.84073638916,12096.120681762695
"PC(37:3),PC(O-38:3),PC(P-38:2)",22312.92107391357,29895.44161224365,25763.161365509037,26918.761432647705,10628.260646820068,20435.90147018433,8091.160526275635,11000.020725250244
"PC(37:4),PC(O-38:4),PC(P-38:3)",43978.10243225098,71458.94627761841,68433.32461547852,73041.1039352417,20481.34133529663,44572.743755340576,21096.52154159546,23473.24118041992
"PC(37:5),PC(O-38:5),PC(P-38:4)",29023.38125228882,40212.3023109436,32116.00165939331,33928.60159301758,14007.240837097168,23395.70126724243,12050.88073348999,12790.60105895996
"PC(37:6),PC(O-38:6),PC(P-38:5)",17333.72109222412,53975.644622802734,47996.02405166626,41523.3424949646,14595.221313476562,26017.962299346924,13200.581119537354,12380.460887908936
"PC(37:7),PC(P-38:6),PC(36:0),PC(O-37:0)",54049.46210479736,64337.70491027832,42428.40196609497,34937.70206832886,20156.441116333008,30588.861541748047,18895.00120162964,20265.821739196777
PC(38:3),819174.6768112183,776107.7314567566,561271.0264282227,467339.8898010254,220936.8608970642,522223.14070892334,222651.3558349609,220755.0919532776
PC(38:4),2613172.944869995,2745861.7347106934,2192242.05166626,2163474.709274292,646487.0464630127,1700593.5374145508,854063.3696365356,768763.3201065063
PC(38:5),1687091.0060272217,1368784.1535949707,1326829.4524230957,1244912.4874038696,487135.7213745117,1117072.2137680054,415327.6174278259,440909.2382507324
PC(38:6),3402041.961578369,3075806.0578918457,2868075.069213867,2393374.337284088,873532.163986206,1897835.4276008608,808983.3657951355,785041.1869049072
"PC(38:7),PC(37:0),PC(O-38:0)",159270.75242614746,125090.67205429076,99733.58798217772,117737.84328842165,45440.423248291016,59507.26406097412,35557.28187561035,37131.10203170776
"PC(38:8),PC(37:1),PC(O-38:1),PC(P-38:0)",39780.88221740723,40503.52265167236,34426.36173248291,35203.38284301758,15452.041107177734,29790.02275085449,8458.060546875,10217.3807182312
"PC(38:9),PC(37:2),PC(O-38:2),PC(P-38:1)",41060.36248397827,49852.78515625,36329.06163406372,39912.283836364746,16410.440883636475,38548.782638549805,9185.90064239502,13434.20087814331
"PC(39:4),PC(O-40:4),PC(P-40:3)",31296.50218200684,26953.14223098755,23655.161693573,22086.14176559448,8032.980484008789,23624.60161972046,6227.800582885742,7825.50053024292
"PC(39:5),PC(O-40:5),PC(P-40:4)",17569.84115600586,16031.4813041687,15164.921245574951,12135.00094985962,5462.960453033447,15588.080940246582,4542.120288848877,5076.840381622314
"PC(39:6),PC(O-40:6),PC(P-40:5)",60132.94582366943,49008.70296096802,43471.92279434204,38258.40375137329,13004.320777893066,45891.36340332031,11569.060985565186,12145.881118774414
"PC(39:7),PC(P-40:6),PC(38:0),PC(O-39:0)",389330.69830322266,282312.338973999,201418.35514831543,138754.56550598145,83594.10641479492,208310.7589874268,48451.20475769043,57584.60282897949
"PC(39:8),PC(O-40:8),PC(38:1),PC(O-39:1),PC(P-39:0)",950993.1695404052,801370.8198699951,634925.4484405518,508454.81828689575,215982.4974594116,517590.8883247376,133473.62922668457,140189.3929977417
"PC(40:1),PC(P-41:0)",321044.91959381104,326701.99435806274,179600.50730133057,163546.7338142395,61798.10371398926,155142.31254577637,50319.40257263184,56702.22365188599
"PC(40:10),PC(39:3),PC(O-40:3),PC(P-40:2)",14957.240943908691,11821.761100769045,9311.300582885742,9041.68053817749,4561.700382232666,9734.000911712646,4014.68025970459,3463.140190124512
PC(40:2),266907.5196914673,228246.37491607663,169736.63620758057,131148.07273483276,56546.62464141846,136330.06964111328,42972.883823394775,38620.562576293945
PC(40:3),484206.8254394531,491247.4644165039,371654.8667526245,307579.46703338623,99358.3665046692,265614.8751182556,95005.30659484863,72763.56451034546
PC(40:4),114332.4481010437,97128.46843338013,66557.64426422119,59855.22367477417,31615.562713623047,68281.10445022583,18498.08135986328,20264.961780548096
PC(40:5),183910.7457809448,161546.89456176758,132012.68714904785,114490.10841369627,50079.8828125,128832.94818496704,43439.64209365845,47606.20425033569
PC(40:6),679092.2074737549,667912.8427200317,549180.3213272095,449237.7690849304,162895.8917541504,498904.78342056274,185172.84545516968,200366.9719276428
"PC(40:7),PC(39:0),PC(O-40:0)",557802.6631774902,438442.3796386719,441466.742767334,394098.905380249,128697.87080001833,389372.2220039368,137095.8303451538,154479.93281555176
"PC(40:8),PC(39:1),PC(O-40:1),PC(P-40:0)",175430.89001464844,160601.37579345703,139657.97302246094,137540.0514678955,40543.80195617676,105401.80504989624,35835.74221420288,39240.222511291504
"PC(40:9),PC(39:2),PC(O-40:2),PC(P-40:1)",19826.68113708496,17207.60104751587,13419.360927581787,14308.081043243408,5578.320423126221,12317.320446014404,3984.820339202881,4789.560413360596
"PC(41:5),PC(P-42:4)",5803.160327911377,4952.940349578857,4724.920337677002,3739.1802520751953,2046.780158996582,4724.34020614624,2222.960136413574,2023.1001586914065
"PC(41:6),PC(O-42:6)",12758.500770568848,10793.861011505129,8994.260696411133,6559.720542907715,3735.22021484375,11037.90089416504,3497.3602256774902,3698.1403160095215
"PC(41:7),PC(P-42:6),PC(40:0),PC(O-41:0)",67668.40393829346,57607.88232040405,35210.14288711548,24538.16200637817,12414.381252288818,34872.60294342041,12154.260902404783,12607.04084777832
PC(42:0),5877.400276184082,5631.680191040039,4351.1403160095215,2962.900218963623,2613.080207824707,3812.320240020752,1615.6401138305664,2126.780143737793
PC(42:1),16831.7612991333,16142.42140197754,10801.000827789308,8144.200611114502,5320.580451965332,10223.640811920166,3434.240234375,3469.860218048096
"PC(42:10),PC(41:3),PC(O-42:3),PC(P-42:2)",47582.14376068115,46851.88318634033,30883.60234451294,21909.561710357662,9494.520664215088,27356.42237472534,9369.38079071045,9883.040718078611
"PC(42:11),PC(41:4),PC(O-42:4)",7193.840606689453,6974.420352935791,6343.820388793945,4391.600204467773,2460.500186920166,5692.720439910889,1816.360137939453,2244.4001655578613
PC(42:2),68327.50499725342,66108.1047668457,38691.9819984436,31996.5626373291,14509.641174316406,36018.063232421875,14007.76111984253,13052.480667114258
PC(42:3),218699.37466049197,234967.6990890503,156649.23039245603,141791.06911849976,43195.762062072754,114719.79055786131,52402.02509307861,41053.502490997314
PC(42:4),141029.26865768433,117733.36642837524,93718.9080696106,81172.70450210571,28578.482040405277,73434.26316833496,24186.92189025879,23179.201599121094
PC(42:5),292654.006893158,270272.7611579895,214649.41157531735,159466.01113128662,58002.362297058105,162115.04761886597,49264.602783203125,44743.023597717285
PC(42:6),30716.082023620605,21488.701210021973,17954.96124649048,16739.641052246094,8433.480754852295,18118.841442108154,5784.800495147705,6653.220569610596
