,Biology,Cage,Correct_RT,Genotype,Group_Sample,Lipid,Match_Group,Mouse,New_ID,OzESI_Intensity,Parent_Ion,Product_Ion,Retention_Time,Sample_ID,Transition
96,cereb,FAD189,16.88,WT,496.0,"[TG(55:9),TG(54:2)]_FA18:1",2576.0,M3,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M3-WT-cereb",22122.921875,904.8,605.5,16.88,11282023_FAD189_M3_WT_cereb_O3on_01,904.8 -> 605.5
97,cortex,FAD189,16.88,WT,526.0,"[TG(55:9),TG(54:2)]_FA18:1",2577.0,M3,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M3-WT-cortex",24731.30078125,904.8,605.5,16.88,11282023_FAD189_M3_WT_cortex_O3on_01,904.8 -> 605.5
98,dienc,FAD189,16.88,WT,556.0,"[TG(55:9),TG(54:2)]_FA18:1",2578.0,M3,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M3-WT-dienc",23342.642578125,904.8,605.5,16.88,11282023_FAD189_M3_WT_dienc_O3on_01,904.8 -> 605.5
99,hippo,FAD189,16.92,WT,586.0,"[TG(55:9),TG(54:2)]_FA18:1",2579.0,M3,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M3-WT-hippo",3638.920166015625,904.8,605.5,16.92,11282023_FAD189_M3_WT_hippo_O3on_01,904.8 -> 605.5
100,cortex,FAD184,13.81,WT,169.0,[TG(56:6)]_FA18:1,2705.0,F3,[TG(56:6)]_FA18:1-FAD184-F3-WT-cortex,418.48004150390625,924.8,625.5,13.81,11282023_FAD184_F3_WT_cortex_O3on_01,924.8 -> 625.5
101,cortex,FAD185,13.32,WT,409.0,[TG(56:6)]_FA18:1,2713.0,M4,[TG(56:6)]_FA18:1-FAD185-M4-WT-cortex,440.7600402832031,924.8,625.5,13.32,11282023_FAD185_M4_WT_cortex_O3on_01,924.8 -> 625.5
102,cortex,DOD94,13.19,WT,51.0,"[TG(56:7),TG(55:0)]_FA18:1",2661.0,F3,"[TG(56:7),TG(55:0)]_FA18:1-DOD94-F3-WT-cortex",183.260009765625,922.9,623.6,13.19,11282023_DOD94_F3_WT_cortex_O3on_01,922.9 -> 623.6
103,cereb,FAD184,13.15,WT,141.0,"[TG(56:7),TG(55:0)]_FA18:1",2664.0,F3,"[TG(56:7),TG(55:0)]_FA18:1-FAD184-F3-WT-cereb",1096.580078125,922.9,623.6,13.15,11282023_FAD184_F3_WT_cereb_O3on_01,922.9 -> 623.6
104,cortex,FAD184,13.1,WT,171.0,"[TG(56:7),TG(55:0)]_FA18:1",2665.0,F3,"[TG(56:7),TG(55:0)]_FA18:1-FAD184-F3-WT-cortex",346.6400146484375,922.9,623.6,13.1,11282023_FAD184_F3_WT_cortex_O3on_01,922.9 -> 623.6
105,dienc,FAD184,13.15,WT,201.0,"[TG(56:7),TG(55:0)]_FA18:1",2666.0,F3,"[TG(56:7),TG(55:0)]_FA18:1-FAD184-F3-WT-dienc",654.6200561523438,922.9,623.6,13.15,11282023_FAD184_F3_WT_dienc_O3on_01,922.9 -> 623.6
106,cortex,FAD185,12.61,WT,411.0,"[TG(56:7),TG(55:0)]_FA18:1",2673.0,M4,"[TG(56:7),TG(55:0)]_FA18:1-FAD185-M4-WT-cortex",482.96002197265625,922.9,623.6,12.61,11282023_FAD185_M4_WT_cortex_O3on_01,922.9 -> 623.6
107,cereb,FAD184,15.81,WT,143.0,"[TG(57:11),TG(56:4)]_FA18:1",2744.0,F3,"[TG(57:11),TG(56:4)]_FA18:1-FAD184-F3-WT-cereb",549.3400268554688,928.8,629.5,15.81,11282023_FAD184_F3_WT_cereb_O3on_01,928.8 -> 629.5
108,cortex,FAD184,15.54,WT,173.0,"[TG(57:11),TG(56:4)]_FA18:1",2745.0,F3,"[TG(57:11),TG(56:4)]_FA18:1-FAD184-F3-WT-cortex",1077.800048828125,928.8,629.5,15.54,11282023_FAD184_F3_WT_cortex_O3on_01,928.8 -> 629.5
109,cereb,FAD185,15.54,WT,383.0,"[TG(57:11),TG(56:4)]_FA18:1",2752.0,M4,"[TG(57:11),TG(56:4)]_FA18:1-FAD185-M4-WT-cereb",16970.021484375,928.8,629.5,15.54,11282023_FAD185_M4_WT_cereb_O3on_01,928.8 -> 629.5
110,cortex,FAD185,15.59,WT,413.0,"[TG(57:11),TG(56:4)]_FA18:1",2753.0,M4,"[TG(57:11),TG(56:4)]_FA18:1-FAD185-M4-WT-cortex",2214.300048828125,928.8,629.5,15.59,11282023_FAD185_M4_WT_cortex_O3on_01,928.8 -> 629.5
111,cortex,DOD94,14.83,WT,54.0,"[TG(57:12),TG(56:5)]_FA18:1",2721.0,F3,"[TG(57:12),TG(56:5)]_FA18:1-DOD94-F3-WT-cortex",418.84002685546875,926.8,627.5,14.83,11282023_DOD94_F3_WT_cortex_O3on_01,926.8 -> 627.5
112,cereb,FAD184,14.7,WT,144.0,"[TG(57:12),TG(56:5)]_FA18:1",2724.0,F3,"[TG(57:12),TG(56:5)]_FA18:1-FAD184-F3-WT-cereb",637.9200439453125,926.8,627.5,14.7,11282023_FAD184_F3_WT_cereb_O3on_01,926.8 -> 627.5
113,cortex,FAD184,14.35,WT,174.0,"[TG(57:12),TG(56:5)]_FA18:1",2725.0,F3,"[TG(57:12),TG(56:5)]_FA18:1-FAD184-F3-WT-cortex",604.3400268554688,926.8,627.5,14.35,11282023_FAD184_F3_WT_cortex_O3on_01,926.8 -> 627.5
114,cortex,FAD185,14.48,WT,414.0,"[TG(57:12),TG(56:5)]_FA18:1",2733.0,M4,"[TG(57:12),TG(56:5)]_FA18:1-FAD185-M4-WT-cortex",718.1800537109375,926.8,627.5,14.48,11282023_FAD185_M4_WT_cortex_O3on_01,926.8 -> 627.5
115,cortex,DOD94,17.94,WT,55.0,"[TG(57:9),TG(56:2)]_FA18:1",2781.0,F3,"[TG(57:9),TG(56:2)]_FA18:1-DOD94-F3-WT-cortex",1123.800048828125,932.9,633.6,17.94,11282023_DOD94_F3_WT_cortex_O3on_01,932.9 -> 633.6
116,cereb,FAD184,17.94,WT,145.0,"[TG(57:9),TG(56:2)]_FA18:1",2784.0,F3,"[TG(57:9),TG(56:2)]_FA18:1-FAD184-F3-WT-cereb",838.0000610351562,932.9,633.6,17.94,11282023_FAD184_F3_WT_cereb_O3on_01,932.9 -> 633.6
117,cortex,FAD184,17.94,WT,175.0,"[TG(57:9),TG(56:2)]_FA18:1",2785.0,F3,"[TG(57:9),TG(56:2)]_FA18:1-FAD184-F3-WT-cortex",1413.400146484375,932.9,633.6,17.94,11282023_FAD184_F3_WT_cortex_O3on_01,932.9 -> 633.6
