,Biology,Cage,Correct_RT,Genotype,Group_Sample,Lipid,Match_Group,Mouse,New_ID,OzESI_Intensity,Parent_Ion,Product_Ion,Retention_Time,Sample_ID,Transition
92,cortex,FAD189,14.7,5xFAD,643.0,"[TG(55:11),TG(54:4)]_FA18:1",3021.0,M2,"[TG(55:11),TG(54:4)]_FA18:1-FAD189-M2-5xFAD-cortex",52394.203125,900.8,601.5,14.48,11292023_FAD189_M2_5xFAD_cortex_O3on_01,900.8 -> 601.5
93,dienc,FAD189,14.48,5xFAD,673.0,"[TG(55:11),TG(54:4)]_FA18:1",3022.0,M2,"[TG(55:11),TG(54:4)]_FA18:1-FAD189-M2-5xFAD-dienc",79140.0234375,900.8,601.5,14.48,11292023_FAD189_M2_5xFAD_dienc_O3on_01,900.8 -> 601.5
94,hippo,FAD189,14.7,5xFAD,703.0,"[TG(55:11),TG(54:4)]_FA18:1",3023.0,M2,"[TG(55:11),TG(54:4)]_FA18:1-FAD189-M2-5xFAD-hippo",3807.3203125,900.8,601.5,14.48,11292023_FAD189_M2_5xFAD_hippo_O3on_01,900.8 -> 601.5
95,cereb,FAD185,16.88,5xFAD,375.0,"[TG(55:8),TG(54:1)]_FA18:1",3108.0,M3,"[TG(55:8),TG(54:1)]_FA18:1-FAD185-M3-5xFAD-cereb",3469.26025390625,906.8,607.5,16.88,11292023_FAD185_M3_5xFAD_cereb_O3on_01,906.8 -> 607.5
96,dienc,FAD185,16.88,5xFAD,435.0,"[TG(55:8),TG(54:1)]_FA18:1",3110.0,M3,"[TG(55:8),TG(54:1)]_FA18:1-FAD185-M3-5xFAD-dienc",2900.020263671875,906.8,607.5,16.88,11292023_FAD185_M3_5xFAD_dienc_O3on_01,906.8 -> 607.5
97,cereb,DOD93,17.1,5xFAD,16.0,"[TG(55:9),TG(54:2)]_FA18:1",3072.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-DOD93-F4-5xFAD-cereb",5098.3603515625,904.8,605.5,17.1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,904.8 -> 605.5
98,cortex,DOD93,17.15,5xFAD,46.0,"[TG(55:9),TG(54:2)]_FA18:1",3073.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-DOD93-F4-5xFAD-cortex",5702.42041015625,904.8,605.5,17.15,11292023_DOD93_F4_5xFAD_cortex_O3on_01,904.8 -> 605.5
99,dienc,DOD93,17.06,5xFAD,76.0,"[TG(55:9),TG(54:2)]_FA18:1",3074.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-DOD93-F4-5xFAD-dienc",9752.5205078125,904.8,605.5,17.06,11292023_DOD93_F4_5xFAD_dienc_O3on_01,904.8 -> 605.5
100,hippo,DOD93,17.01,5xFAD,106.0,"[TG(55:9),TG(54:2)]_FA18:1",3075.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-DOD93-F4-5xFAD-hippo",4513.18017578125,904.8,605.5,17.01,11292023_DOD93_F4_5xFAD_hippo_O3on_01,904.8 -> 605.5
101,cereb,DOD94,17.06,5xFAD,136.0,"[TG(55:9),TG(54:2)]_FA18:1",3076.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-DOD94-F4-5xFAD-cereb",9956.5205078125,904.8,605.5,17.06,11292023_DOD94_F4_5xFAD_cereb_O3on_01,904.8 -> 605.5
102,cortex,DOD94,17.06,5xFAD,166.0,"[TG(55:9),TG(54:2)]_FA18:1",3077.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-DOD94-F4-5xFAD-cortex",8811.2607421875,904.8,605.5,17.06,11292023_DOD94_F4_5xFAD_cortex_O3on_01,904.8 -> 605.5
103,dienc,DOD94,17.1,5xFAD,196.0,"[TG(55:9),TG(54:2)]_FA18:1",3078.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-DOD94-F4-5xFAD-dienc",5952.240234375,904.8,605.5,17.1,11292023_DOD94_F4_5xFAD_dienc_O3on_01,904.8 -> 605.5
104,hippo,DOD94,17.15,5xFAD,226.0,"[TG(55:9),TG(54:2)]_FA18:1",3079.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-DOD94-F4-5xFAD-hippo",6161.54052734375,904.8,605.5,17.15,11292023_DOD94_F4_5xFAD_hippo_O3on_01,904.8 -> 605.5
105,cereb,FAD185,15.64,5xFAD,256.0,"[TG(55:9),TG(54:2)]_FA18:1",3080.0,M1,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M1-5xFAD-cereb",6150.42041015625,904.8,605.5,17.06,11292023_FAD185_M1_5xFAD_cereb_O3on_01,904.8 -> 605.5
106,cortex,FAD185,17.01,5xFAD,286.0,"[TG(55:9),TG(54:2)]_FA18:1",3081.0,M1,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M1-5xFAD-cortex",4168.080078125,904.8,605.5,17.01,11292023_FAD185_M1_5xFAD_cortex_O3on_01,904.8 -> 605.5
107,dienc,FAD185,16.88,5xFAD,316.0,"[TG(55:9),TG(54:2)]_FA18:1",3082.0,M1,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M1-5xFAD-dienc",6617.66064453125,904.8,605.5,17.01,11292023_FAD185_M1_5xFAD_dienc_O3on_01,904.8 -> 605.5
108,hippo,FAD185,16.88,5xFAD,346.0,"[TG(55:9),TG(54:2)]_FA18:1",3083.0,M1,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M1-5xFAD-hippo",7852.24072265625,904.8,605.5,17.01,11292023_FAD185_M1_5xFAD_hippo_O3on_01,904.8 -> 605.5
109,cereb,FAD185,15.64,5xFAD,376.0,"[TG(55:9),TG(54:2)]_FA18:1",3084.0,M3,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M3-5xFAD-cereb",31103.162109375,904.8,605.5,15.64,11292023_FAD185_M3_5xFAD_cereb_O3on_01,904.8 -> 605.5
110,cortex,FAD185,17.01,5xFAD,406.0,"[TG(55:9),TG(54:2)]_FA18:1",3085.0,M3,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M3-5xFAD-cortex",123.62001037597656,904.8,605.5,16.75,11292023_FAD185_M3_5xFAD_cortex_O3on_01,904.8 -> 605.5
111,dienc,FAD185,16.88,5xFAD,436.0,"[TG(55:9),TG(54:2)]_FA18:1",3086.0,M3,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M3-5xFAD-dienc",33261.82421875,904.8,605.5,16.88,11292023_FAD185_M3_5xFAD_dienc_O3on_01,904.8 -> 605.5
112,hippo,FAD185,16.88,5xFAD,466.0,"[TG(55:9),TG(54:2)]_FA18:1",3087.0,M3,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M3-5xFAD-hippo",10685.3203125,904.8,605.5,16.88,11292023_FAD185_M3_5xFAD_hippo_O3on_01,904.8 -> 605.5
113,cereb,FAD189,16.83,5xFAD,496.0,"[TG(55:9),TG(54:2)]_FA18:1",3088.0,M1,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M1-5xFAD-cereb",9315.4208984375,904.8,605.5,17.1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,904.8 -> 605.5
114,cortex,FAD189,15.86,5xFAD,526.0,"[TG(55:9),TG(54:2)]_FA18:1",3089.0,M1,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M1-5xFAD-cortex",12925.6611328125,904.8,605.5,15.86,11292023_FAD189_M1_5xFAD_cortex_O3on_01,904.8 -> 605.5
115,dienc,FAD189,16.88,5xFAD,556.0,"[TG(55:9),TG(54:2)]_FA18:1",3090.0,M1,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M1-5xFAD-dienc",4533.1201171875,904.8,605.5,17.1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,904.8 -> 605.5
116,hippo,FAD189,17.1,5xFAD,586.0,"[TG(55:9),TG(54:2)]_FA18:1",3091.0,M1,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M1-5xFAD-hippo",5436.12060546875,904.8,605.5,17.1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,904.8 -> 605.5
117,cereb,FAD189,16.83,5xFAD,616.0,"[TG(55:9),TG(54:2)]_FA18:1",3092.0,M2,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M2-5xFAD-cereb",37824.58203125,904.8,605.5,16.83,11292023_FAD189_M2_5xFAD_cereb_O3on_01,904.8 -> 605.5
118,cortex,FAD189,15.86,5xFAD,646.0,"[TG(55:9),TG(54:2)]_FA18:1",3093.0,M2,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M2-5xFAD-cortex",5864.12060546875,904.8,605.5,16.83,11292023_FAD189_M2_5xFAD_cortex_O3on_01,904.8 -> 605.5
119,dienc,FAD189,16.88,5xFAD,676.0,"[TG(55:9),TG(54:2)]_FA18:1",3094.0,M2,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M2-5xFAD-dienc",12952.6806640625,904.8,605.5,16.88,11292023_FAD189_M2_5xFAD_dienc_O3on_01,904.8 -> 605.5
120,hippo,FAD189,17.1,5xFAD,706.0,"[TG(55:9),TG(54:2)]_FA18:1",3095.0,M2,"[TG(55:9),TG(54:2)]_FA18:1-FAD189-M2-5xFAD-hippo",2673.320068359375,904.8,605.5,16.88,11292023_FAD189_M2_5xFAD_hippo_O3on_01,904.8 -> 605.5
121,dienc,FAD185,16.21,5xFAD,437.0,"[TG(56:10),TG(55:3)]_FA18:1",3182.0,M3,"[TG(56:10),TG(55:3)]_FA18:1-FAD185-M3-5xFAD-dienc",1401.340087890625,916.8,617.5,16.21,11292023_FAD185_M3_5xFAD_dienc_O3on_01,916.8 -> 617.5
122,cereb,FAD185,15.06,5xFAD,378.0,"[TG(56:11),TG(55:4)]_FA18:1",3156.0,M3,"[TG(56:11),TG(55:4)]_FA18:1-FAD185-M3-5xFAD-cereb",2526.7001953125,914.8,615.5,15.06,11292023_FAD185_M3_5xFAD_cereb_O3on_01,914.8 -> 615.5
123,dienc,FAD185,15.06,5xFAD,438.0,"[TG(56:11),TG(55:4)]_FA18:1",3158.0,M3,"[TG(56:11),TG(55:4)]_FA18:1-FAD185-M3-5xFAD-dienc",1619.66015625,914.8,615.5,15.06,11292023_FAD185_M3_5xFAD_dienc_O3on_01,914.8 -> 615.5
124,cereb,FAD185,13.32,5xFAD,379.0,[TG(56:6)]_FA18:1,3252.0,M3,[TG(56:6)]_FA18:1-FAD185-M3-5xFAD-cereb,863.0000610351562,924.8,625.5,13.32,11292023_FAD185_M3_5xFAD_cereb_O3on_01,924.8 -> 625.5
125,dienc,FAD185,14.21,5xFAD,439.0,[TG(56:6)]_FA18:1,3254.0,M3,[TG(56:6)]_FA18:1-FAD185-M3-5xFAD-dienc,220.92001342773438,924.8,625.5,14.21,11292023_FAD185_M3_5xFAD_dienc_O3on_01,924.8 -> 625.5
126,cereb,FAD185,13.1,5xFAD,381.0,"[TG(56:7),TG(55:0)]_FA18:1",3204.0,M3,"[TG(56:7),TG(55:0)]_FA18:1-FAD185-M3-5xFAD-cereb",1527.360107421875,922.9,623.6,13.1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,922.9 -> 623.6
127,dienc,FAD185,13.15,5xFAD,441.0,"[TG(56:7),TG(55:0)]_FA18:1",3206.0,M3,"[TG(56:7),TG(55:0)]_FA18:1-FAD185-M3-5xFAD-dienc",1750.9801025390625,922.9,623.6,13.15,11292023_FAD185_M3_5xFAD_dienc_O3on_01,922.9 -> 623.6
128,cereb,FAD185,16.7,5xFAD,382.0,"[TG(57:10),TG(56:3)]_FA18:1",3324.0,M3,"[TG(57:10),TG(56:3)]_FA18:1-FAD185-M3-5xFAD-cereb",3149.80029296875,930.6,631.5,16.7,11292023_FAD185_M3_5xFAD_cereb_O3on_01,930.6 -> 631.5
129,dienc,FAD185,16.7,5xFAD,442.0,"[TG(57:10),TG(56:3)]_FA18:1",3326.0,M3,"[TG(57:10),TG(56:3)]_FA18:1-FAD185-M3-5xFAD-dienc",1147.60009765625,930.6,631.5,16.7,11292023_FAD185_M3_5xFAD_dienc_O3on_01,930.6 -> 631.5
130,cereb,FAD185,15.59,5xFAD,383.0,"[TG(57:11),TG(56:4)]_FA18:1",3300.0,M3,"[TG(57:11),TG(56:4)]_FA18:1-FAD185-M3-5xFAD-cereb",14645.94140625,928.8,629.5,15.59,11292023_FAD185_M3_5xFAD_cereb_O3on_01,928.8 -> 629.5
131,dienc,FAD185,15.54,5xFAD,443.0,"[TG(57:11),TG(56:4)]_FA18:1",3302.0,M3,"[TG(57:11),TG(56:4)]_FA18:1-FAD185-M3-5xFAD-dienc",7832.96044921875,928.8,629.5,15.54,11292023_FAD185_M3_5xFAD_dienc_O3on_01,928.8 -> 629.5
132,cereb,FAD189,15.81,5xFAD,503.0,"[TG(57:11),TG(56:4)]_FA18:1",3304.0,M1,"[TG(57:11),TG(56:4)]_FA18:1-FAD189-M1-5xFAD-cereb",5871.80029296875,928.8,629.5,15.81,11292023_FAD189_M1_5xFAD_cereb_O3on_01,928.8 -> 629.5
133,cortex,FAD189,15.77,5xFAD,533.0,"[TG(57:11),TG(56:4)]_FA18:1",3305.0,M1,"[TG(57:11),TG(56:4)]_FA18:1-FAD189-M1-5xFAD-cortex",9192.380859375,928.8,629.5,15.77,11292023_FAD189_M1_5xFAD_cortex_O3on_01,928.8 -> 629.5
134,cereb,FAD185,14.35,5xFAD,384.0,"[TG(57:12),TG(56:5)]_FA18:1",3276.0,M3,"[TG(57:12),TG(56:5)]_FA18:1-FAD185-M3-5xFAD-cereb",2385.320068359375,926.8,627.5,14.35,11292023_FAD185_M3_5xFAD_cereb_O3on_01,926.8 -> 627.5
135,dienc,FAD185,14.35,5xFAD,444.0,"[TG(57:12),TG(56:5)]_FA18:1",3278.0,M3,"[TG(57:12),TG(56:5)]_FA18:1-FAD185-M3-5xFAD-dienc",1596.7200927734375,926.8,627.5,14.35,11292023_FAD185_M3_5xFAD_dienc_O3on_01,926.8 -> 627.5
136,hippo,FAD185,18.03,5xFAD,355.0,"[TG(57:9),TG(56:2)]_FA18:1",3347.0,M1,"[TG(57:9),TG(56:2)]_FA18:1-FAD185-M1-5xFAD-hippo",857.7600708007812,932.9,633.6,18.03,11292023_FAD185_M1_5xFAD_hippo_O3on_01,932.9 -> 633.6
137,dienc,FAD185,17.85,5xFAD,445.0,"[TG(57:9),TG(56:2)]_FA18:1",3350.0,M3,"[TG(57:9),TG(56:2)]_FA18:1-FAD185-M3-5xFAD-dienc",1978.68017578125,932.9,633.6,17.85,11292023_FAD185_M3_5xFAD_dienc_O3on_01,932.9 -> 633.6
